daea27b2610ef1113c5abde68d678d68309f08a05dbf935c55e43997383c4791,03cc4b996025b155edd99a8e8e5811ea55aae05ab744ad145873283b8599a460,f3661724d81972f84188a1889309b37509a9a11026ef29285ff7449cf376efb6,c532c47385fe8c9f31b85b2cf47de30e8b7681bdbf4ce6dc83e7e6142330aa51,2cf841a44675aee3a5f18f9234c14c10ac86ab634929a3c5c8aed1b6e4a0942b,996f3eae53d81d3a70186f43f10874b09a880de0f39e751cd0f2e5b8cd702a38
"-1094","2","481","2816","2","-1094"
"-1065","2","491","2816","2","-1094"
"-1065","2","501","2816","2","-1065"
"-1036","2","511","2816","2","-1065"
"-1036","2","521","2816","2","-1036"
"-1007","2","531","2816","2","-1036"
"-978","2","541","2816","2","-1007"
"-978","2","551","2816","2","-978"
"-949","2","561","2816","2","-978"
"-920","2","571","2816","2","-949"
"-891","2","581","2816","2","-920"
"-862","2","591","2816","2","-891"
"-862","2","601","2816","2","-862"
"-862","2","611","2816","2","-862"
"-862","2","621","2816","2","-862"
"-833","2","631","2816","2","-862"
"-804","2","641","2816","2","-833"
"-775","2","651","2816","2","-804"
"-746","2","661","2816","2","-775"
"-717","2","671","2816","2","-746"
"-688","2","681","2816","2","-717"
"-659","2","691","2816","2","-688"
"-630","2","701","2816","2","-659"
"-601","2","711","2816","2","-630"
"-572","2","721","2816","2","-601"
"-543","2","731","2816","2","-572"
"-514","2","741","2816","2","-543"
"-449","2","751","2816","2","-514"
"-1153","2","761","2816","3","-1226"
"-1115","2","771","2816","3","-1153"
"-1115","2","781","2816","3","-1115"
"-1077","2","791","2816","3","-1115"
"-1077","2","801","2816","3","-1077"
"-1039","2","811","2816","3","-1077"
"-1001","2","821","2816","3","-1039"
"-1001","2","831","2816","3","-1001"
"-963","2","841","2816","3","-1001"
"-963","2","851","2816","3","-963"
"-963","2","861","2816","3","-963"
"-925","2","871","2816","3","-963"
"-887","2","881","2816","3","-925"
"-887","2","891","2816","3","-887"
"-887","2","901","2816","3","-887"
"-849","2","911","2816","3","-887"
"-811","2","921","2816","3","-849"
"-773","2","931","2816","3","-811"
"-735","2","941","2816","3","-773"
"-697","2","951","2816","3","-735"
"-659","2","961","2816","3","-697"
"-621","2","971","2816","3","-659"
"-583","2","981","2816","3","-621"
"-583","2","991","2816","3","-583"
"-583","2","1001","2816","3","-583"
"-583","2","1011","2816","3","-583"
"-545","2","1021","2816","3","-583"
"-507","2","1031","2816","3","-545"
"-507","2","1041","2816","3","-507"
"-507","2","1051","2816","3","-507"
"-434","2","1061","2816","3","-507"
"-1137","2","1071","2816","4","-1220"
"-1096","2","1081","2816","4","-1137"
"-1096","2","1091","2816","4","-1096"
"-1096","2","1101","2816","4","-1096"
"-1096","2","1111","2816","4","-1096"
"-1096","2","1121","2816","4","-1096"
"-1055","2","1131","2816","4","-1096"
"-1014","2","1141","2816","4","-1055"
"-1014","2","1151","2816","4","-1014"
"-1014","2","1161","2816","4","-1014"
"-1014","2","1171","2816","4","-1014"
"-973","2","1181","2816","4","-1014"
"-932","2","1191","2816","4","-973"
"-891","2","1201","2816","4","-932"
"-891","2","1211","2816","4","-891"
"-891","2","1221","2816","4","-891"
"-891","2","1231","2816","4","-891"
"-850","2","1241","2816","4","-891"
"-809","2","1251","2816","4","-850"
"-809","2","1261","2816","4","-809"
"-809","2","1271","2816","4","-809"
"-768","2","1281","2816","4","-809"
"-727","2","1291","2816","4","-768"
"-686","2","1301","2816","4","-727"
"-686","2","1311","2816","4","-686"
"-645","2","1321","2816","4","-686"
"-604","2","1331","2816","4","-645"
"-563","2","1341","2816","4","-604"
"-522","2","1351","2816","4","-563"
"-439","2","1361","2816","4","-522"
"-1166","2","1371","2816","5","-1230"
"-1129","2","1381","2816","5","-1166"
"-1129","2","1391","2816","5","-1129"
"-1129","2","1401","2816","5","-1129"
"-1129","2","1411","2816","5","-1129"
"-1092","2","1421","2816","5","-1129"
"-1092","2","1431","2816","5","-1092"
"-1055","2","1441","2816","5","-1092"
"-1018","2","1451","2816","5","-1055"
"-981","2","1461","2816","5","-1018"
"-981","2","1471","2816","5","-981"
"-944","2","1481","2816","5","-981"
"-907","2","1491","2816","5","-944"
"-870","2","1501","2816","5","-907"
"-833","2","1511","2816","5","-870"
"-796","2","1521","2816","5","-833"
"-759","2","1531","2816","5","-796"
"-722","2","1541","2816","5","-759"
"-722","2","1551","2816","5","-722"
"-722","2","1561","2816","5","-722"
"-685","2","1571","2816","5","-722"
"-648","2","1581","2816","5","-685"
"-611","2","1591","2816","5","-648"
"-574","2","1601","2816","5","-611"
"-574","2","1611","2816","5","-574"
"-537","2","1621","2816","5","-574"
"-500","2","1631","2816","5","-537"
"-500","2","1641","2816","5","-500"
"-500","2","1651","2816","5","-500"
"-500","2","1661","2816","5","-500"
"-436","2","1671","2816","5","-500"
"-1115","2","1681","2816","6","-1230"
"-1035","2","1691","2816","6","-1115"
"-955","2","1701","2816","6","-1035"
"-875","2","1711","2816","6","-955"
"-795","2","1721","2816","6","-875"
"-715","2","1731","2816","6","-795"
"-715","2","1741","2816","6","-715"
"-635","2","1751","2816","6","-715"
"-635","2","1761","2816","6","-635"
"-635","2","1771","2816","6","-635"
"-635","2","1781","2816","6","-635"
"-635","2","1782","2816","6","-635"
"-555","2","1791","2816","6","-635"
"-440","2","1801","2816","6","-555"
"-1225","2","1811","2816","7","-1225"
"-1135","2","1821","2816","7","-1225"
"-1080","2","1831","2816","7","-1135"
"-1025","2","1841","2816","7","-1080"
"-970","2","1851","2816","7","-1025"
"-915","2","1861","2816","7","-970"
"-860","2","1871","2816","7","-915"
"-860","2","1881","2816","7","-860"
"-805","2","1891","2816","7","-860"
"-750","2","1901","2816","7","-805"
"-695","2","1911","2816","7","-750"
"-695","2","1921","2816","7","-695"
"-640","2","1931","2816","7","-695"
"-640","2","1941","2816","7","-640"
"-585","2","1951","2816","7","-640"
"-530","2","1961","2816","7","-585"
"-440","2","1971","2816","7","-530"
"-440","2","1981","2816","7","-440"
"-1380","1","1991","2816","8","-1480"
"-1380","1","2001","2816","8","-1380"
"-1325","1","2011","2816","8","-1380"
"-1270","1","2021","2816","8","-1325"
"-1270","1","2031","2816","8","-1270"
"-1215","1","2041","2816","8","-1270"
"-1215","1","2051","2816","8","-1215"
"-1160","1","2061","2816","8","-1215"
"-1105","1","2071","2816","8","-1160"
"-1050","1","2081","2816","8","-1105"
"-995","1","2091","2816","8","-1050"
"-995","1","2101","2816","8","-995"
"-940","1","2111","2816","8","-995"
"-885","1","2121","2816","8","-940"
"-885","1","2131","2816","8","-885"
"-830","1","2141","2816","8","-885"
"-775","1","2151","2816","8","-830"
"-720","1","2161","2816","8","-775"
"-720","1","2171","2816","8","-720"
"-665","1","2181","2816","8","-720"
"-610","1","2191","2816","8","-665"
"-610","1","2201","2816","8","-610"
"-555","1","2211","2816","8","-610"
"-500","1","2221","2816","8","-555"
"-445","1","2231","2816","8","-500"
"-390","1","2241","2816","8","-445"
"-335","1","2251","2816","8","-390"
"-280","1","2261","2816","8","-335"
"-280","1","2271","2816","8","-280"
"-230","1","2281","2816","8","-280"
"-1192","2","2291","2816","9","-1240"
"-1148","2","2301","2816","9","-1192"
"-1105","2","2311","2816","9","-1148"
"-1105","2","2321","2816","9","-1105"
"-1062","2","2331","2816","9","-1105"
"-1019","2","2341","2816","9","-1062"
"-976","2","2351","2816","9","-1019"
"-976","2","2361","2816","9","-976"
"-976","2","2371","2816","9","-976"
"-976","2","2381","2816","9","-976"
"-934","2","2391","2816","9","-976"
"-892","2","2401","2816","9","-934"
"-892","2","2411","2816","9","-892"
"-892","2","2421","2816","9","-892"
"-850","2","2431","2816","9","-892"
"-808","2","2441","2816","9","-850"
"-766","2","2451","2816","9","-808"
"-766","2","2461","2816","9","-766"
"-766","2","2471","2816","9","-766"
"-766","2","2481","2816","9","-766"
"-766","2","2491","2816","9","-766"
"-724","2","2501","2816","9","-766"
"-682","2","2511","2816","9","-724"
"-682","2","2521","2816","9","-682"
"-682","2","2531","2816","9","-682"
"-640","2","2541","2816","9","-682"
"-598","2","2551","2816","9","-640"
"-556","2","2561","2816","9","-598"
"-514","2","2571","2816","9","-556"
"-472","2","2581","2816","9","-514"
"-430","2","2591","2816","9","-472"
"-1440","1","2601","2816","10","-1440"
"-1440","1","2611","2816","10","-1440"
"-1440","1","2621","2816","10","-1440"
"-1440","1","2622","2816","10","-1440"
"-1440","1","2623","2816","10","-1440"
"-1373","1","2631","2816","10","-1440"
"-1308","1","2641","2816","10","-1373"
"-1244","1","2651","2816","10","-1308"
"-1181","1","2661","2816","10","-1244"
"-1118","1","2671","2816","10","-1181"
"-1055","1","2681","2816","10","-1118"
"-992","1","2691","2816","10","-1055"
"-992","1","2701","2816","10","-992"
"-929","1","2711","2816","10","-992"
"-866","1","2721","2816","10","-929"
"-803","1","2731","2816","10","-866"
"-740","1","2741","2816","10","-803"
"-677","1","2751","2816","10","-740"
"-614","1","2761","2816","10","-677"
"-551","1","2771","2816","10","-614"
"-551","1","2781","2816","10","-551"
"-551","1","2791","2816","10","-551"
"-551","1","2801","2816","10","-551"
"-551","1","2811","2816","10","-551"
"-551","1","2821","2816","10","-551"
"-551","1","2831","2816","10","-551"
"-551","1","2841","2816","10","-551"
"-488","1","2851","2816","10","-551"
"-425","1","2861","2816","10","-488"
"-361","1","2871","2816","10","-425"
"-296","1","2881","2816","10","-361"
"-230","1","2891","2816","10","-296"
"-1240","2","2901","2816","11","-1240"
"-1203","2","2911","2816","11","-1240"
"-1168","2","2921","2816","11","-1203"
"-1133","2","2931","2816","11","-1168"
"-1098","2","2941","2816","11","-1133"
"-1063","2","2951","2816","11","-1098"
"-1028","2","2961","2816","11","-1063"
"-993","2","2971","2816","11","-1028"
"-958","2","2981","2816","11","-993"
"-923","2","2991","2816","11","-958"
"-888","2","3001","2816","11","-923"
"-888","2","3011","2816","11","-888"
"-853","2","3021","2816","11","-888"
"-853","2","3031","2816","11","-853"
"-818","2","3041","2816","11","-853"
"-783","2","3051","2816","11","-818"
"-748","2","3061","2816","11","-783"
"-713","2","3071","2816","11","-748"
"-678","2","3081","2816","11","-713"
"-643","2","3091","2816","11","-678"
"-608","2","3101","2816","11","-643"
"-608","2","3111","2816","11","-608"
"-573","2","3121","2816","11","-608"
"-573","2","3131","2816","11","-573"
"-573","2","3141","2816","11","-573"
"-573","2","3151","2816","11","-573"
"-538","2","3161","2816","11","-573"
"-538","2","3171","2816","11","-538"
"-503","2","3181","2816","11","-538"
"-468","2","3191","2816","11","-503"
"-430","2","3201","2816","11","-468"
"-1240","2","3211","2816","12","-1240"
"-1240","2","3221","2816","12","-1240"
"-1240","2","3231","2816","12","-1240"
"-1194","2","3241","2816","12","-1240"
"-1150","2","3251","2816","12","-1194"
"-1108","2","3261","2816","12","-1150"
"-1066","2","3271","2816","12","-1108"
"-1024","2","3281","2816","12","-1066"
"-982","2","3291","2816","12","-1024"
"-940","2","3301","2816","12","-982"
"-898","2","3311","2816","12","-940"
"-898","2","3321","2816","12","-898"
"-856","2","3331","2816","12","-898"
"-814","2","3341","2816","12","-856"
"-772","2","3351","2816","12","-814"
"-730","2","3361","2816","12","-772"
"-688","2","3371","2816","12","-730"
"-688","2","3381","2816","12","-688"
"-688","2","3391","2816","12","-688"
"-646","2","3401","2816","12","-688"
"-604","2","3411","2816","12","-646"
"-562","2","3421","2816","12","-604"
"-562","2","3431","2816","12","-562"
"-562","2","3441","2816","12","-562"
"-519","2","3451","2816","12","-562"
"-519","2","3461","2816","12","-519"
"-519","2","3471","2816","12","-519"
"-475","2","3481","2816","12","-519"
"-475","2","3491","2816","12","-475"
"-475","2","3501","2816","12","-475"
"-430","2","3511","2816","12","-475"
"-1190","2","3521","2816","13","-1240"
"-1190","2","3531","2816","13","-1190"
"-1190","2","3541","2816","13","-1190"
"-1190","2","3551","2816","13","-1190"
"-1190","2","3561","2816","13","-1190"
"-1190","2","3571","2816","13","-1190"
"-1190","2","3581","2816","13","-1190"
"-1141","2","3591","2816","13","-1190"
"-1094","2","3601","2816","13","-1141"
"-1047","2","3611","2816","13","-1094"
"-1000","2","3621","2816","13","-1047"
"-953","2","3631","2816","13","-1000"
"-906","2","3641","2816","13","-953"
"-859","2","3651","2816","13","-906"
"-812","2","3661","2816","13","-859"
"-765","2","3671","2816","13","-812"
"-718","2","3681","2816","13","-765"
"-718","2","3691","2816","13","-718"
"-718","2","3701","2816","13","-718"
"-671","2","3711","2816","13","-718"
"-624","2","3721","2816","13","-671"
"-577","2","3731","2816","13","-624"
"-577","2","3741","2816","13","-577"
"-577","2","3751","2816","13","-577"
"-529","2","3761","2816","13","-577"
"-480","2","3771","2816","13","-529"
"-430","2","3781","2816","13","-480"
"-430","2","3791","2816","13","-430"
"-1440","1","3801","2816","14","-1440"
"-1440","1","3811","2816","14","-1440"
"-1440","1","3821","2816","14","-1440"
"-1362","1","3831","2816","14","-1440"
"-1285","1","3841","2816","14","-1362"
"-1209","1","3851","2816","14","-1285"
"-1209","1","3861","2816","14","-1209"
"-1134","1","3871","2816","14","-1209"
"-1059","1","3881","2816","14","-1134"
"-1059","1","3891","2816","14","-1059"
"-984","1","3901","2816","14","-1059"
"-984","1","3911","2816","14","-984"
"-984","1","3921","2816","14","-984"
"-984","1","3931","2816","14","-984"
"-984","1","3941","2816","14","-984"
"-984","1","3951","2816","14","-984"
"-984","1","3961","2816","14","-984"
"-984","1","3971","2816","14","-984"
"-909","1","3981","2816","14","-984"
"-834","1","3991","2816","14","-909"
"-759","1","4001","2816","14","-834"
"-684","1","4011","2816","14","-759"
"-684","1","4021","2816","14","-684"
"-684","1","4031","2816","14","-684"
"-609","1","4041","2816","14","-684"
"-534","1","4051","2816","14","-609"
"-459","1","4061","2816","14","-534"
"-384","1","4071","2816","14","-459"
"-308","1","4081","2816","14","-384"
"-230","1","4091","2816","14","-308"
"-200","1","4092","2816","1","-200"
