ec5c511858cbd1030c4e078054bf60de49f142e140630410106249f5286166b8,4959479cc82caae206f34201353f3afb911784e22eec6a7a1844c0c5bedb5f89,0c37757a753e568b3d31b905f10e36f7e9aa366bbe1483cfdb84fd92deef39e3,5b24d28ac7651251cf5949a119b1beff661cf08caaaa5ccf4e5603191cef05d5,6fc0403b4b111fcba768ee013dbf296811af80bbd6a0619e586bb2d408b099f4,18201c3420d4749b019b3ef32f6013a902cd496c793374c58d87697ea7237359,477c600019006d29037bd04a138f4cd3cd6ce48ca23dfb36b2e4fe84f9a6760f,a4b3bb0198f8bd335d8f5ca238dad1cd95fb838e0d932cc2181bd63796b72dff
"31.フテラ断崖・南部","11031","2015/12/17 15:00:00","bgm_M293","31.フテラ断崖・南部","2030/12/17 14:59:59","bgm_M293","102"
"32.ファスキア\n　　　　　　森林・南部","11032","2015/12/17 15:00:00","bgm_M339","32.ファスキア森林・南部","2030/12/17 14:59:59","bgm_M339","102"
"33.ファスキア\n　　　　　　森林・東部","11033","2015/12/17 15:00:00","bgm_M339","33.ファスキア森林・東部","2030/12/17 14:59:59","bgm_M339","102"
"34.デクスティア\n　　　　　岩崖・西壁","11034","2015/12/17 15:00:00","bgm_M374","34.デクスティア岩崖・西壁","2030/12/17 14:59:59","bgm_M374","102"
"35.デクスティア\n　　　　　岩崖・東壁","11035","2015/12/17 15:00:00","bgm_M374","35.デクスティア岩崖・東壁","2030/12/17 14:59:59","bgm_M374","102"
"36.ヴェーナ\n　　　　　湖畔道・南部","11036","2015/12/17 15:00:00","bgm_M392","36.ヴェーナ湖畔道・南部","2030/12/17 14:59:59","bgm_M392","102"
"37.ヴェーナ\n　　　　　湖畔道・北部","11037","2015/12/17 15:00:00","bgm_M392","37.ヴェーナ湖畔道・北部","2030/12/17 14:59:59","bgm_M392","102"
"38.ラトゥス\n　　　　　断崖・南部","11038","2015/12/17 15:00:00","bgm_M411","38.ラトゥス断崖・南部","2030/12/17 14:59:59","bgm_M411","102"
"39.ラトゥス\n　　　　　断崖・北部","11039","2015/12/17 15:00:00","bgm_M411","39.ラトゥス断崖・北部","2030/12/17 14:59:59","bgm_M411","102"
"40.スカプ\n　　　　　山系・西麓","11040","2015/12/17 15:00:00","bgm_M411_E40","40.スカプ山系・西麓","2030/12/17 14:59:59","bgm_M411","102"
"41.スカプ\n　　　　　山系・東麓","11041","2015/12/17 15:00:00","bgm_M411_E40","41.スカプ山系・東麓","2030/12/17 14:59:59","bgm_M411","102"
"42.ペクトス\n　　　　　氷峰・西壁","11042","2015/12/17 15:00:00","bgm_M411_E40","42.ペクトス氷峰・西壁","2030/12/17 14:59:59","bgm_M411","102"
"43.ペクトス\n　　　　　氷峰・東壁","11043","2015/12/17 15:00:00","bgm_M411_E40","43.ペクトス氷峰・東壁","2030/12/17 14:59:59","bgm_M411","102"
"44.スクァーマ\n　　　　　氷脈・西壁","11044","2015/12/17 15:00:00","bgm_M411_E40","44.スクァーマ氷脈・西壁","2030/12/17 14:59:59","bgm_M411","102"
"45.スクァーマ\n　　　　　氷脈・東壁","11045","2015/12/17 15:00:00","bgm_M411_E40","45.スクァーマ氷脈・東壁","2030/12/17 14:59:59","bgm_M411","102"
"46.ラテリ\n　　　　　連山・崖上","11046","2015/12/17 15:00:00","bgm_M483_E46","46.ラテリ連山・崖上","2030/12/17 14:59:59","bgm_M483","102"
"47.ラテリ\n　　　　　連山・崖下","11047","2015/12/17 15:00:00","bgm_M483_E46","47.ラテリ連山・崖下","2030/12/17 14:59:59","bgm_M483","102"
"48.エスタ\n　　　　　荒野・南部","11048","2015/12/17 15:00:00","bgm_M483_E46","48.エスタ荒野・南部","2030/12/17 14:59:59","bgm_M483","102"
"49.エスタ\n　　　　　荒野・北部","11049","2015/12/17 15:00:00","bgm_M483_E46","49.エスタ荒野・北部","2030/12/17 14:59:59","bgm_M483","102"
"50.ネロ\n　　　　　岩礁・西部","11050","2015/12/17 15:00:00","bgm_M483_E50","50.ネロ岩礁・西部","2030/12/17 14:59:59","bgm_M483","102"
"51.ネロ\n　　　　　岩礁・東部","11051","2015/12/17 15:00:00","bgm_M483_E50","51.ネロ岩礁・東部","2030/12/17 14:59:59","bgm_M483","102"
"52.ピニオン\n　　　　　浜堤・西岸","11052","2015/12/17 15:00:00","bgm_M483_E50","52.ピニオン浜堤・西岸","2030/12/17 14:59:59","bgm_M483","102"
"53.ピニオン\n　　　　　浜堤・東岸","11053","2015/12/17 15:00:00","bgm_M483_E50","53.ピニオン浜堤・東岸","2030/12/17 14:59:59","bgm_M483","102"
"54.トータティス砂岸\n　　　　　西部","11054","2015/12/17 15:00:00","bgm_M483_E50","54.トータティス砂岸・西部","2030/12/17 14:59:59","bgm_M483","102"
"55.トータティス砂岸\n　　　　　東部","11055","2015/12/17 15:00:00","bgm_M483_E50","55.トータティス砂岸・東部","2030/12/17 14:59:59","bgm_M483","102"
"56.オニュクス砂島\n　　　　　北部","11056","2015/12/17 15:00:00","bgm_M483_E50","56.オニュクス砂島・北部","2030/12/17 14:59:59","bgm_M483","102"
"57.オニュクス砂島\n　　　　　南部","11057","2015/12/17 15:00:00","bgm_M571","57.オニュクス砂島・南部","2030/12/17 14:59:59","bgm_M571","102"
"58.クルース\n　　　　　密林・東部","11058","2015/12/17 15:00:00","bgm_M599A","58.クルース密林・東部","2030/12/17 14:59:59","bgm_M599A","102"
"59.クルース\n　　　　　密林・西部","11059","2015/12/17 15:00:00","bgm_M599A","59.クルース密林・西部","2030/12/17 14:59:59","bgm_M599A","102"
"60.カウダ\n　　　　　砂浜・北部","11060","2015/12/17 15:00:00","bgm_M599A","60.カウダ砂浜・北部","2030/12/17 14:59:59","bgm_M599A","102"
"61.カウダ\n　　　　　砂浜・南部","11061","2015/12/17 15:00:00","bgm_M599A","61.カウダ砂浜・南部","2030/12/17 14:59:59","bgm_M599A","102"
"62.プロピーナ岬","11062","2015/12/17 15:00:00","bgm_M599A","62.プロピーナ岬","2030/12/17 14:59:59","bgm_M599A","102"
"63.アパレーユ\n　　　　　街道・西側","11063","2015/12/17 15:00:00","bgm_MC001","63.アパレーユ街道・西側","2030/12/17 14:59:59","bgm_MC001","103"
"64.アパレーユ\n　　　　　街道・東側","11064","2015/12/17 15:00:00","bgm_MC001","64.アパレーユ街道・東側","2030/12/17 14:59:59","bgm_MC001","103"
"65.キャッスル・オブ・パルフェ\n　　　　　　城下町","11065","2015/12/17 15:00:00","bgm_MC001","65.キャッスル・オブ・パルフェ　城下町","2030/12/17 14:59:59","bgm_MC001","103"
"66.ラモリール平原","11066","2015/12/17 15:00:00","bgm_MC001","66.ラモリール平原","2030/12/17 14:59:59","bgm_MC001","103"
"67.渦炎密林","11067","2015/12/17 15:00:00","bgm_MC079","67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","104"
"68.思索樹海","11068","2015/12/17 15:00:00","bgm_MC079","68.思索樹海","2030/12/17 14:59:59","bgm_MC079","104"
"69.鬼ノ膝元","11069","2015/12/17 15:00:00","bgm_MC079","69.鬼ノ膝元","2030/12/17 14:59:59","bgm_MC079","104"
"70.炎縄河","11070","2015/12/17 15:00:00","bgm_MC079","70.炎縄河","2030/12/17 14:59:59","bgm_MC079","104"
"71.崩豹峠","11071","2015/12/17 15:00:00","bgm_MC079","71.崩豹峠","2030/12/17 14:59:59","bgm_MC079","104"
"72.怒錐ヶ岳","11072","2015/12/17 15:00:00","bgm_MC079","72.怒錐ヶ岳","2030/12/17 14:59:59","bgm_MC079","104"
"73.久遠氷河・南端","11073","2015/12/17 15:00:00","bgm_MC201","73.久遠氷河・南端","2030/12/17 14:59:59","bgm_MC201","105"
"74.幽魂湿原","11074","2015/12/17 15:00:00","bgm_MC201","74.幽魂湿原","2030/12/17 14:59:59","bgm_MC201","105"
"75.巨鯨城・近隣","11075","2015/12/17 15:00:00","bgm_MC201","75.巨鯨城・近隣","2030/12/17 14:59:59","bgm_MC201","105"
"76.忘却された町","11076","2015/12/17 15:00:00","bgm_MC201","76.忘却された町","2030/12/17 14:59:59","bgm_MC201","105"
"77.黒曜に臨む丘","11077","2015/12/17 15:00:00","bgm_MC201","77.黒曜に臨む丘","2030/12/17 14:59:59","bgm_MC201","105"
"78.屍蝋の眠り城","11078","2015/12/17 15:00:00","bgm_MC201","78.屍蝋の眠り城","2030/12/17 14:59:59","bgm_MC201","105"
"79.はぐれ鬼の集落","11079","2015/12/17 15:00:00","bgm_MC201","79.はぐれ鬼の集落","2030/12/17 14:59:59","bgm_MC201","105"
"1.ジュノー平野","12001","2015/12/17 15:00:00","bgm_M61","1.ジュノー平野","2030/12/17 14:59:59","bgm_M61","101"
"2.パラス高原","12002","2015/12/17 15:00:00","bgm_M61_02","2.パラス高原","2030/12/17 14:59:59","bgm_M61","101"
"3.ヘーベ丘陵","12003","2015/12/17 15:00:00","bgm_M61_03","3.ヘーベ丘陵","2030/12/17 14:59:59","bgm_M61","101"
"4.ベスタ渓谷","12004","2015/12/17 15:00:00","bgm_M61_04","4.ベスタ渓谷","2030/12/17 14:59:59","bgm_M61","101"
"5.ケレス森林","12005","2015/12/17 15:00:00","bgm_M62_01","5.ケレス森林","2030/12/17 14:59:59","bgm_M62","101"
"6.フローラ湖畔","12006","2015/12/17 15:00:00","bgm_M62_02","6.フローラ湖畔","2030/12/17 14:59:59","bgm_M62","101"
"7.メティス大瀑布","12007","2015/12/17 15:00:00","bgm_M62_03","7.メティス大瀑布","2030/12/17 14:59:59","bgm_M62","101"
"8.イリス樹海","12008","2015/12/17 15:00:00","bgm_M42_02","8.イリス樹海","2030/12/17 14:59:59","bgm_M42","101"
"9.フリガ雪原","12009","2015/12/17 15:00:00","bgm_M58","9.フリガ雪原","2030/12/17 14:59:59","bgm_M58","101"
"10.ロレッタ海岸","12010","2015/12/17 15:00:00","bgm_M101","10.ロレッタ海岸","2030/12/17 14:59:59","bgm_M101","101"
"11.ゲヌア砂漠","12011","2015/12/17 15:00:00","bgm_M93","11.ゲヌア砂漠","2030/12/17 14:59:59","bgm_M93","101"
"12.ボノニア砂丘","12012","2015/12/17 15:00:00","bgm_M94","12.ボノニア砂丘","2030/12/17 14:59:59","bgm_M94","101"
"13.ドロテア湿地","12013","2015/12/17 15:00:00","bgm_M118","13.ドロテア湿地","2030/12/17 14:59:59","bgm_M118","101"
"14.ウジェニア熱地","12014","2015/12/17 15:00:00","bgm_M95","14.ウジェニア熱地","2030/12/17 14:59:59","bgm_M95","101"
"15.タリア火山","12015","2015/12/17 15:00:00","bgm_M96","15.タリア火山","2030/12/17 14:59:59","bgm_M96","101"
"16.テミス銀嶺","12016","2015/12/17 15:00:00","bgm_M140","16.テミス銀嶺","2030/12/17 14:59:59","bgm_M140","101"
"17.フィデス氷原","12017","2015/12/17 15:00:00","bgm_M141","17.フィデス氷原","2030/12/17 14:59:59","bgm_M141","101"
"18.ファエトン\n　　　　　原野・北部","12018","2015/12/17 15:00:00","bgm_M179","18.ファエトン原野・北部","2030/12/17 14:59:59","bgm_M179","102"
"19.ファエトン\n　　　　　原野・南部","12019","2015/12/17 15:00:00","bgm_M179","19.ファエトン原野・南部","2030/12/17 14:59:59","bgm_M179","102"
"20.カスタリア\n　　　　　樹林・西部","12020","2015/12/17 15:00:00","bgm_M180","20.カスタリア樹林・西部","2030/12/17 14:59:59","bgm_M180","102"
"21.カスタリア\n　　　　　樹林・東部","12021","2015/12/17 15:00:00","bgm_M180","21.カスタリア樹林・東部","2030/12/17 14:59:59","bgm_M180","102"
"22.マティルド\n　　　　　岩峯・南部","12022","2015/12/17 15:00:00","bgm_M232","22.マティルド岩峯・南部","2030/12/17 14:59:59","bgm_M232","102"
"23.マティルド\n　　　　　岩峯・北部","12023","2015/12/17 15:00:00","bgm_M232","23.マティルド岩峯・北部","2030/12/17 14:59:59","bgm_M232","102"
"24.レディウス\n　　　　　群峰・西麓","12024","2015/12/17 15:00:00","bgm_M233","24.レディウス群峰・西麓","2030/12/17 14:59:59","bgm_M233","102"
"25.レディウス\n　　　　　群峰・東麓","12025","2015/12/17 15:00:00","bgm_M233","25.レディウス群峰・東麓","2030/12/17 14:59:59","bgm_M233","102"
"26.ペテロ大森林・西部","12026","2015/12/17 15:00:00","bgm_M260","26.ペテロ大森林・西部","2030/12/17 14:59:59","bgm_M260","102"
"27.ペテロ大森林・東部","12027","2015/12/17 15:00:00","bgm_M260","27.ペテロ大森林・東部","2030/12/17 14:59:59","bgm_M260","102"
"28.ディズタル\n　　　　　河食岸・北部","12028","2015/12/17 15:00:00","bgm_M278_E28","28.ディズタル河食岸・北部","2030/12/17 14:59:59","bgm_M278","102"
"29.ディズタル\n　　　　　河食岸・南部","12029","2015/12/17 15:00:00","bgm_M278_E29","29.ディズタル河食岸・南部","2030/12/17 14:59:59","bgm_M278","102"
"30.フテラ断崖・北部","12030","2015/12/17 15:00:00","bgm_M293","30.フテラ断崖・北部","2030/12/17 14:59:59","bgm_M293","102"
"31.フテラ断崖・南部","12031","2015/12/17 15:00:00","bgm_M293","31.フテラ断崖・南部","2030/12/17 14:59:59","bgm_M293","102"
"32.ファスキア\n　　　　　　森林・南部","12032","2015/12/17 15:00:00","bgm_M339","32.ファスキア森林・南部","2030/12/17 14:59:59","bgm_M339","102"
"33.ファスキア\n　　　　　　森林・東部","12033","2015/12/17 15:00:00","bgm_M339","33.ファスキア森林・東部","2030/12/17 14:59:59","bgm_M339","102"
"34.デクスティア\n　　　　　岩崖・西壁","12034","2015/12/17 15:00:00","bgm_M374","34.デクスティア岩崖・西壁","2030/12/17 14:59:59","bgm_M374","102"
"35.デクスティア\n　　　　　岩崖・東壁","12035","2015/12/17 15:00:00","bgm_M374","35.デクスティア岩崖・東壁","2030/12/17 14:59:59","bgm_M374","102"
"36.ヴェーナ\n　　　　　湖畔道・南部","12036","2015/12/17 15:00:00","bgm_M392","36.ヴェーナ湖畔道・南部","2030/12/17 14:59:59","bgm_M392","102"
"37.ヴェーナ\n　　　　　湖畔道・北部","12037","2015/12/17 15:00:00","bgm_M392","37.ヴェーナ湖畔道・北部","2030/12/17 14:59:59","bgm_M392","102"
"38.ラトゥス\n　　　　　断崖・南部","12038","2015/12/17 15:00:00","bgm_M411","38.ラトゥス断崖・南部","2030/12/17 14:59:59","bgm_M411","102"
"39.ラトゥス\n　　　　　断崖・北部","12039","2015/12/17 15:00:00","bgm_M411","39.ラトゥス断崖・北部","2030/12/17 14:59:59","bgm_M411","102"
"40.スカプ\n　　　　　山系・西麓","12040","2015/12/17 15:00:00","bgm_M411_E40","40.スカプ山系・西麓","2030/12/17 14:59:59","bgm_M411","102"
"41.スカプ\n　　　　　山系・東麓","12041","2015/12/17 15:00:00","bgm_M411_E40","41.スカプ山系・東麓","2030/12/17 14:59:59","bgm_M411","102"
"42.ペクトス\n　　　　　氷峰・西壁","12042","2015/12/17 15:00:00","bgm_M411_E40","42.ペクトス氷峰・西壁","2030/12/17 14:59:59","bgm_M411","102"
"43.ペクトス\n　　　　　氷峰・東壁","12043","2015/12/17 15:00:00","bgm_M411_E40","43.ペクトス氷峰・東壁","2030/12/17 14:59:59","bgm_M411","102"
"44.スクァーマ\n　　　　　氷脈・西壁","12044","2015/12/17 15:00:00","bgm_M411_E40","44.スクァーマ氷脈・西壁","2030/12/17 14:59:59","bgm_M411","102"
"45.スクァーマ\n　　　　　氷脈・東壁","12045","2015/12/17 15:00:00","bgm_M411_E40","45.スクァーマ氷脈・東壁","2030/12/17 14:59:59","bgm_M411","102"
"46.ラテリ\n　　　　　連山・崖上","12046","2015/12/17 15:00:00","bgm_M483_E46","46.ラテリ連山・崖上","2030/12/17 14:59:59","bgm_M483","102"
"47.ラテリ\n　　　　　連山・崖下","12047","2015/12/17 15:00:00","bgm_M483_E46","47.ラテリ連山・崖下","2030/12/17 14:59:59","bgm_M483","102"
"48.エスタ\n　　　　　荒野・南部","12048","2015/12/17 15:00:00","bgm_M483_E46","48.エスタ荒野・南部","2030/12/17 14:59:59","bgm_M483","102"
"49.エスタ\n　　　　　荒野・北部","12049","2015/12/17 15:00:00","bgm_M483_E46","49.エスタ荒野・北部","2030/12/17 14:59:59","bgm_M483","102"
"50.ネロ\n　　　　　岩礁・西部","12050","2015/12/17 15:00:00","bgm_M483_E50","50.ネロ岩礁・西部","2030/12/17 14:59:59","bgm_M483","102"
"51.ネロ\n　　　　　岩礁・東部","12051","2015/12/17 15:00:00","bgm_M483_E50","51.ネロ岩礁・東部","2030/12/17 14:59:59","bgm_M483","102"
"52.ピニオン\n　　　　　浜堤・西岸","12052","2015/12/17 15:00:00","bgm_M483_E50","52.ピニオン浜堤・西岸","2030/12/17 14:59:59","bgm_M483","102"
"53.ピニオン\n　　　　　浜堤・東岸","12053","2015/12/17 15:00:00","bgm_M483_E50","53.ピニオン浜堤・東岸","2030/12/17 14:59:59","bgm_M483","102"
"54.トータティス砂岸\n　　　　　西部","12054","2015/12/17 15:00:00","bgm_M483_E50","54.トータティス砂岸・西部","2030/12/17 14:59:59","bgm_M483","102"
"55.トータティス砂岸\n　　　　　東部","12055","2015/12/17 15:00:00","bgm_M483_E50","55.トータティス砂岸・東部","2030/12/17 14:59:59","bgm_M483","102"
"56.オニュクス砂島\n　　　　　北部","12056","2015/12/17 15:00:00","bgm_M483_E50","56.オニュクス砂島・北部","2030/12/17 14:59:59","bgm_M483","102"
"57.オニュクス砂島\n　　　　　南部","12057","2015/12/17 15:00:00","bgm_M571","57.オニュクス砂島・南部","2030/12/17 14:59:59","bgm_M571","102"
"58.クルース\n　　　　　密林・東部","12058","2015/12/17 15:00:00","bgm_M599A","58.クルース密林・東部","2030/12/17 14:59:59","bgm_M599A","102"
"63.アパレーユ\n　　　　　街道・西側","12063","2015/12/17 15:00:00","bgm_MC001","63.アパレーユ街道・西側","2030/12/17 14:59:59","bgm_MC001","103"
"64.アパレーユ\n　　　　　街道・東側","12064","2015/12/17 15:00:00","bgm_MC001","64.アパレーユ街道・東側","2030/12/17 14:59:59","bgm_MC001","103"
"65.キャッスル・オブ・パルフェ\n　　　　　　城下町","12065","2015/12/17 15:00:00","bgm_MC001","65.キャッスル・オブ・パルフェ　城下町","2030/12/17 14:59:59","bgm_MC001","103"
"66.ラモリール平原","12066","2015/12/17 15:00:00","bgm_MC001","66.ラモリール平原","2030/12/17 14:59:59","bgm_MC001","103"
"67.渦炎密林","12067","2015/12/17 15:00:00","bgm_MC079","67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","104"
"68.思索樹海","12068","2015/12/17 15:00:00","bgm_MC079","68.思索樹海","2030/12/17 14:59:59","bgm_MC079","104"
"69.鬼ノ膝元","12069","2015/12/17 15:00:00","bgm_MC079","69.鬼ノ膝元","2030/12/17 14:59:59","bgm_MC079","104"
"70.炎縄河","12070","2015/12/17 15:00:00","bgm_MC079","70.炎縄河","2030/12/17 14:59:59","bgm_MC079","104"
"71.崩豹峠","12071","2015/12/17 15:00:00","bgm_MC079","71.崩豹峠","2030/12/17 14:59:59","bgm_MC079","104"
"72.怒錐ヶ岳","12072","2015/12/17 15:00:00","bgm_MC079","72.怒錐ヶ岳","2030/12/17 14:59:59","bgm_MC079","104"
"73.久遠氷河・南端","12073","2015/12/17 15:00:00","bgm_MC201","73.久遠氷河・南端","2030/12/17 14:59:59","bgm_MC201","105"
"74.幽魂湿原","12074","2015/12/17 15:00:00","bgm_MC201","74.幽魂湿原","2030/12/17 14:59:59","bgm_MC201","105"
"75.巨鯨城・近隣","12075","2015/12/17 15:00:00","bgm_MC201","75.巨鯨城・近隣","2030/12/17 14:59:59","bgm_MC201","105"
"76.忘却された町","12076","2015/12/17 15:00:00","bgm_MC201","76.忘却された町","2030/12/17 14:59:59","bgm_MC201","105"
"77.黒曜に臨む丘","12077","2015/12/17 15:00:00","bgm_MC201","77.黒曜に臨む丘","2030/12/17 14:59:59","bgm_MC201","105"
"78.屍蝋の眠り城","12078","2015/12/17 15:00:00","bgm_MC201","78.屍蝋の眠り城","2030/12/17 14:59:59","bgm_MC201","105"
"18.ファエトン\n　　　　　原野・北部","13018","2015/12/17 15:00:00","bgm_M179","18.ファエトン原野・北部","2030/12/17 14:59:00","bgm_M179","102"
"19.ファエトン\n　　　　　原野・南部","13019","2015/12/17 15:00:00","bgm_M179","19.ファエトン原野・南部","2030/12/17 14:59:59","bgm_M179","102"
"20.カスタリア\n　　　　　樹林・西部","13020","2015/12/17 15:00:00","bgm_M180","20.カスタリア樹林・西部","2030/12/17 14:59:59","bgm_M180","102"
"21.カスタリア\n　　　　　樹林・東部","13021","2015/12/17 15:00:00","bgm_M180","21.カスタリア樹林・東部","2030/12/17 14:59:59","bgm_M180","102"
"22.マティルド\n　　　　　岩峯・南部","13022","2015/12/17 15:00:00","bgm_M232","22.マティルド岩峯・南部","2030/12/17 14:59:59","bgm_M232","102"
"23.マティルド\n　　　　　岩峯・北部","13023","2015/12/17 15:00:00","bgm_M232","23.マティルド岩峯・北部","2030/12/17 14:59:59","bgm_M232","102"
"24.レディウス\n　　　　　群峰・西麓","13024","2015/12/17 15:00:00","bgm_M233","24.レディウス群峰・西麓","2030/12/17 14:59:59","bgm_M233","102"
"25.レディウス\n　　　　　群峰・東麓","13025","2015/12/17 15:00:00","bgm_M233","25.レディウス群峰・東麓","2030/12/17 14:59:59","bgm_M233","102"
"26.ペテロ大森林・西部","13026","2015/12/17 15:00:00","bgm_M260","26.ペテロ大森林・西部","2030/12/17 14:59:59","bgm_M260","102"
"27.ペテロ大森林・東部","13027","2015/12/17 15:00:00","bgm_M260","27.ペテロ大森林・東部","2030/12/17 14:59:59","bgm_M260","102"
"28.ディズタル\n　　　　　河食岸・北部","13028","2015/12/17 15:00:00","bgm_M278_E28","28.ディズタル河食岸・北部","2030/12/17 14:59:59","bgm_M278","102"
"29.ディズタル\n　　　　　河食岸・南部","13029","2015/12/17 15:00:00","bgm_M278_E29","29.ディズタル河食岸・南部","2030/12/17 14:59:59","bgm_M278","102"
"30.フテラ断崖・北部","13030","2015/12/17 15:00:00","bgm_M293","30.フテラ断崖・北部","2030/12/17 14:59:59","bgm_M293","102"
"31.フテラ断崖・南部","13031","2015/12/17 15:00:00","bgm_M293","31.フテラ断崖・南部","2030/12/17 14:59:59","bgm_M293","102"
"32.ファスキア\n　　　　　　森林・南部","13032","2015/12/17 15:00:00","bgm_M339","32.ファスキア森林・南部","2030/12/17 14:59:59","bgm_M339","102"
"33.ファスキア\n　　　　　　森林・東部","13033","2015/12/17 15:00:00","bgm_M339","33.ファスキア森林・東部","2030/12/17 14:59:59","bgm_M339","102"
"34.デクスティア\n　　　　　岩崖・西壁","13034","2015/12/17 15:00:00","bgm_M374","34.デクスティア岩崖・西壁","2030/12/17 14:59:59","bgm_M374","102"
