2b15aed26420b01dff67d426ccbae6a1c240d15afef9fcd25908f5b7df29c46e,0e2db8f8450a48a39f4a9a9dee570069545a633571a923c7d0bf30de26eff0ba,54c7a67302605edc31a1fdc344a79ebb64dbd0a409b98c8768d0ffd35186de24,6f88a9cc76aeda0cdceddb3618d808b5d2ce8202ddefb519c005232445d10b12,07091230cf5cfa10f6c6a8cb1669aa699f443e64d7c221a95f6ca4b288740532,d2cd85be20f8e4f50d15494c46de3dac0d30455350560977d807be2b0de1ffed,b7676dc8a9d824edda05a1712fbb256a52362abc16b182c6e866bb03627518b1,c507292d5a5bb3b3f92475ecf3fd84b688252825857803713ec87236e312aaaa,7d345253bce26574a3c6e4e06eb8e41418796ac424691f61e61594a4a6d8a81e,08aff255121c6c6be30bf14e946bf0e2f6309e3ce041b5b8fb602fb28772c64e,09449bf32f1feacb43f48770e9a33c88f88cb11bb4133309790b8aec98d2f3ce,19cc10e2284abe6beb1352d42f1d6a783f66bea38bc5533f5ce3ec7980ae3c8b,71bc3c8c18c792e1e3a85ecf5758748f4964ff41690bd65ee3bbd7630572c91e,6bfb375bc8c56667ddc741179ef11f31703ee4230dbe5ee2e901290aff66bf0f,44e53e08ba0e77d8f0ee9036ceb934096a5342772d6f074fad5754e6d6a03e0d,c7c84688bb9b962472e7fa624bbc27c1a6b0b24dddc5a2d7bb5b1cf370709c08,35db199121ca0ebd139f8ff79e4eaee7ff89ccfbea651b7c4556cff922cc44e4,64ea7be6c06c40a9213efd6af2b27f65a42ac500b99b8ee68ec8b30c8c5c1020,c0e0df19ed286125dfe19ed27c63d1372cb4248e6a5c6f763fa842dc664554cd,441edf1fbedc46478b384e6206658dce0ac936b869df97dd28b5e98a18253db1,772701df2c3442148ac7dca88bb69a9af7067df8ed04ab5fd328867f5577bc2c,a73a8916a4f32b78361efd1b75f87602bbc5544cc8193a1cd62e46f4cd45c582,e15ed5dd3ef9acc33fd7ac9dfd0eed379cb92c6df987ead6874f216096e528cf,5ac378ea926b6dd3b140a012f3267f83a23ab01627308d6ab63f2effb786cfea,8e123ee2c64420ed55af845e102c05c9aa7f382691dc5ea7fcc40a8d1030ee4e,b4eb450357f9ddfb69129b2e77e1132adb857e13bedc591f0e6e3afe9efb3a27,90689302a1b07c1d8e6aef95ba0dc5fc39d506189e1223a7ed2c014abac70cdb,f162c6aea319b19449e4b449acc84baa641c3f523e969862c780a5a4f45840c1,c31981a6754ab1545121e2a6a267ad859ddd5dce204e395f4b080309a366f72e,0925f1d008bcabc0ca565b74976918850eb6b6c4977f949c2e4bdef26ead0cf4,8744970f15a456ec79517d9ff6ca8f56535fa2ad7349971cf5db74a556b1c906,b0118a39df73da3e097dad0dea6270107cf54acf72ff70262ee6faa65294f3c7,8c8cbd875b9dbeb8af2db02cc2004a77766e8238dcffe617d805b9f982cc4aff,631ca8dd96baa5ddfd1d34d4c831085ba883460844ae07082a6d513ad1fd28d4
"450","0","510092","0","1.1","0","1","-50","3","0","0.8","250","660009003","650009031","20009","1","442","0","81000906","ボスバトル（VERY HARD）","5009308","81000906","bgm_M172","90","0","0","1.5","-104","bgm_M172","0.8","0","2000903","-40","20009201"
"450","0","510101","0","1","0","1","-50","1","0","0.8","200","660010001","650010011","20010","1","450","0","81001005","ボスバトル（NORMAL）","5010301","81001005","bgm_M183","90","0","0","1.5","770","bgm_M183","0.6","0","2001001","770","20010101"
"-173","0","510102","0","1.4","0","1","-50","2","0","0.8","200","660010002","650010021","20010","1","-173","0","81001006","ボスバトル（HARD）","5010302","81001006","bgm_M183","90","0","0","1.5","12","bgm_M183","0.6","0","2001002","12","20010201"
"213","0","510102","0","1.4","0","1","-50","3","0","0.8","200","660010003","650010031","20010","1","213","0","81001006","ボスバトル（VERY HARD）","5010308","81001006","bgm_M183","90","0","0","1.5","85","bgm_M183","0.6","0","2001003","85","20010201"
"770","0","510111","0","1.1","0","1","0","1","0","0.8","100","660011001","650011011","20011","1","885","0","81001105","ボスバトル（NORMAL）","5011301","81001105","bgm_M192","90","0","0","1.4","-56","bgm_M192","0.8","0","2001101","-40","20011102"
"450","0","510112","0","1.1","0","1","0","2","0","0.8","100","660011002","650011021","20011","1","-67","0","81001106","ボスバトル（HARD）","5011302","81001106","bgm_M192","90","0","0","1.4","-1","bgm_M192","0.8","0","2001102","-90","20011201"
"375","0","510112","0","1.1","0","1","0","3","0","0.8","100","660011003","650011031","20011","1","395","0","81001106","ボスバトル（VERYHARD）","5011308","81001106","bgm_M192","90","0","0","1.4","-99","bgm_M192","0.8","0","2001103","-55","20011201"
"1130","0","510121","0","1.1","0","1","-50","1","0","0.8","100","660012001","650012011","20012","1","980","0","81001205","ボスバトル（NORMAL）","5012301","81001205","bgm_M209","90","0","0","1.5","-40","bgm_M209","0.8","0","2001201","-60","20012101"
"-32","0","510122","0","1.1","0","1","-50","2","0","0.8","100","660012002","650012021","20012","1","-32","0","81001206","ボスバトル（HARD）","5012302","81001206","bgm_M209","90","0","0","1.5","-175","bgm_M209","0.8","0","2001202","-175","20012201"
"510","0","510122","0","1.1","0","1","-50","3","0","0.8","100","660012003","650012031","20012","1","500","0","81001206","ボスバトル（VERY HARD）","5012308","81001206","bgm_M209","90","0","0","1.5","-80","bgm_M209_02","0.8","0","2001203","-63","20012201"
"450","0","0","0","1.1","205","1","84","1","0","1","120","660013001","650013011","20013","1","313","-48","81001305","ボスバトル（NORMAL）","5013301","81001305","bgm_M218","90","0","1","1","29","bgm_M218","0.2","0","2001301","-40","20013102"
"450","0","0","0","1.1","73","1","84","2","0","1","120","660013002","650013021","20013","1","-384","-41","81001306","ボスバトル（HARD）","5013302","81001306","bgm_M218","90","0","1","1","41","bgm_M218","-0.18","0","2001302","-40","20013201"
"450","0","0","0","1.1","178","1","84","3","0","1","120","660013003","650013031","20013","1","220","-40","81001306","ボスバトル（VERYHARD）","5013308","81001306","bgm_M218","90","0","1","1","52","bgm_M218","0.2","0","2001303","-40","20013201"
"963","0","510141","0","1","0","1","-50","1","0","0.7","100","660014001","650014011","20014","1","963","0","81001505","ボスバトル（NORMAL）","5015301","81001505","bgm_M226","90","0","0","1.3","-65","bgm_M226","0.7","0","2001401","-95","20014101"
"121","0","510142","0","1","0","1","-50","2","0","0.7","100","660014002","650014021","20014","1","121","0","81001506","ボスバトル（HARD）","5015302","81001506","bgm_M226","90","0","0","1.3","-4","bgm_M226","0.7","0","2001402","-4","20014201"
"500","0","510142","0","1","0","1","-50","3","0","0.7","100","660014003","650014031","20014","1","500","0","81001506","ボスバトル（VERYHARD）","5015308","81001506","bgm_M226","90","0","0","1.3","23","bgm_M226_02","0.7","0","2001403","23","20014201"
"800","0","510181","0","1","0","1","-50","1","0","1","370","660015001","650015011","20015","1","900","0","81001905","ボスバトル（NORMAL）","5019301","81001905","bgm_M240","90","0","0","1.25","-35","bgm_M240_02","0.6","0","2001501","-85","20015101"
"145","0","510182","0","1","0","1","-50","2","0","1","370","660015002","650015021","20015","1","205","0","81001906","ボスバトル（HARD）","5019302","81001906","bgm_M240","90","0","0","1.25","40","bgm_M240_02","0.6","0","2001502","-10","20015201"
"480","0","510182","0","1","0","1","-50","3","0","1","370","660015003","650015031","20015","1","515","0","81001906","ボスバトル（VERY HARD）","5019308","81001906","bgm_M240","90","0","0","1.25","-70","bgm_M240_02","0.6","0","2001503","-70","20015201"
"1019","0","510211","0","1","0","1","0","1","0","1","300","660016001","650016011","20016","1","1072","0","81002101","ボスバトル（NORMAL）","5021301","81002101","bgm_M248","90","0","0","1","-71","bgm_M248","0.6","0","2001601","-116","20016101"
"180","0","510212","0","1","0","1","0","2","0","1","300","660016002","650016021","20016","1","233","0","81002102","ボスバトル（HARD）","5021302","81002102","bgm_M248","90","0","0","1","65","bgm_M248","0.6","0","2001602","20","20016201"
"450","0","510212","0","1","0","1","0","3","0","1","300","660016003","650016031","20016","1","515","0","81002102","ボスバトル（VERY HARD）","5021308","81002102","bgm_M248","90","0","0","1","-65","bgm_M248_02","0.6","0","2001603","-40","20016201"
"730","0","510231","0","1","0","1","-50","1","0","1","170","660017001","650017011","20017","1","780","0","81002301","ボスバトル（NORMAL）","5023301","81002301","bgm_M257","90","0","0","1.25","0","bgm_M257","0.6","0","2001701","-50","20017101"
"160","0","510232","0","1","0","1","-50","2","0","0.8","170","660017002","650017021","20017","1","210","0","81002302","ボスバトル（HARD）","5023302","81002302","bgm_M257","90","0","0","1.25","70","bgm_M257","0.6","0","2001702","20","20017201"
"460","0","510232","0","1","0","1","-50","3","0","0.8","170","660017003","650017031","20017","1","510","0","81002302","ボスバトル（VERY HARD）","5023308","81002302","bgm_M257","90","0","0","1.25","-35","bgm_M257","0.6","0","2001703","-85","20017201"
"800","0","510251","0","1","0","1","-50","1","0","1","240","660018001","650018011","20018","1","458","0","81002501","ボスバトル（NORMAL）","5025301","81002501","bgm_M268","90","0","0","1.25","0","bgm_M268","0.6","0","2001801","-85","20018102"
"145","0","510252","0","1","0","1","-50","2","0","1","240","660018002","650018021","20018","1","0","0","81002502","ボスバトル（HARD）","5025302","81002502","bgm_M268","90","0","0","1.25","8","bgm_M268","0.6","0","2001802","-10","20018201"
"480","0","510252","0","1","0","1","-50","3","0","1","240","660018003","650018031","20018","1","490","0","81002502","ボスバトル（VERY HARD）","5025308","81002502","bgm_M268","90","0","0","1.25","-80","bgm_M268","0.6","0","2001803","-70","20018201"
"800","0","510271","0","1","0","1","-50","1","0","1","170","660019001","650019011","20019","1","827","0","81002701","ボスバトル（NORMAL）","5027301","81002701","bgm_M276","90","0","0","1.25","0","bgm_M276","0.6","0","2001901","-85","20019101"
"145","0","510272","0","1","0","1","-50","2","0","1","170","660019002","650019021","20019","1","-43","0","81002702","ボスバトル（HARD）","5027302","81002702","bgm_M276","90","0","0","1.25","10","bgm_M276","0.6","0","2001902","-10","20019201"
"480","0","510272","0","1","0","1","-50","3","0","1","170","660019003","650019031","20019","1","450","0","81002702","ボスバトル（VERY HARD）","5027308","81002702","bgm_M276","90","0","0","1.25","-15","bgm_M276","0.6","0","2001903","-70","20019201"
"820","0","510331","0","1","0","1","0","1","0","0.6","170","660020001","650020011","20020","1","458","0","81002901","ボスバトル（NORMAL）","5029301","81002901","bgm_M284","90","0","0","1.7","0","bgm_M284","0.8","0","2002001","-57","20020102"
"150","0","510332","0","1","0","1","0","2","0","0.6","170","660020002","650020021","20020","1","-38","0","81002902","ボスバトル（HARD）","5029302","81002902","bgm_M284","90","0","0","1.7","39","bgm_M284","0.8","0","2002002","19","20020201"
"480","0","510333","0","1","0","1","0","3","0","0.6","170","660020003","650020031","20020","1","474","0","81002902","ボスバトル（VERY HARD）","5029308","81002902","bgm_M284","90","0","0","1.7","-40","bgm_M284","0.8","0","2002003","-70","20020201"
"800","0","510311","0","1","0","1","-50","1","0","1","170","660021001","650021011","20021","1","550","0","81003101","ボスバトル（NORMAL）","5031301","81003101","bgm_M297","90","0","0","1.25","-50","bgm_M297","0.6","0","2002101","-85","20021102"
"145","0","510312","0","1","0","1","-50","2","0","1","170","660021002","650021021","20021","1","-17","0","81003102","ボスバトル（HARD）","5031302","81003102","bgm_M297","90","0","0","1.25","10","bgm_M297","0.6","0","2002102","-10","20021201"
"480","0","510312","0","1","0","1","-50","3","0","1","170","660021003","650021031","20021","1","516","0","81003102","ボスバトル（VERY HARD）","5031308","81003102","bgm_M297","90","0","0","1.25","-70","bgm_M297","0.6","0","2002103","-70","20021201"
"822","0","510331","0","1.1","0","1","-50","1","0","0.8","100","660022001","650022011","20022","1","825","0","81000605","ボスバトル（NORMAL）","5033301","81000605","bgm_M319","90","0","0","1.25","-85","bgm_M319","0.8","0","2002201","-75","20022101"
"-30","0","510332","0","1.1","0","1","-50","2","0","0.8","100","660022002","650022021","20022","1","-27","0","81003304","ボスバトル（HARD）","5033302","81003301","bgm_M319","90","0","0","1.25","-200","bgm_M319","0.8","0","2002202","-190","20022201"
"482","0","510333","0","1.1","0","1","-50","3","0","0.8","100","660022003","650022031","20022","1","485","0","81003304","ボスバトル（VERY HARD）","5033308","81003301","bgm_M319","90","0","0","1.25","-70","bgm_M319","0.8","0","2002203","-60","20022201"
"613","0","510331","0","0.8","0","1","-50","1","0","0.65","325","660023001","650023011","20023","1","663","0","81003801","ボスバトル（NORMAL）","5038301","81003801","bgm_M346","90","0","0","1.8","-43","bgm_M346","0.8","0","2002301","-93","20023101"
"-62","0","510332","0","0.8","0","1","-50","2","0","0.65","325","660023002","650023021","20023","1","-12","0","81003803","ボスバトル（HARD）","5038302","81003802","bgm_M346","90","0","0","1.8","29","bgm_M346","0.8","0","2002302","-21","20023201"
"467","0","510333","0","0.8","0","1","-50","3","0","0.65","325","660023003","650023031","20023","1","517","0","81003803","ボスバトル（VERY HARD）","5038308","81003802","bgm_M346","90","0","0","1.8","-67","bgm_M346","0.8","0","2002303","-117","20023201"
"406","0","510331","0","0.8","0","1","-35","1","0","0.65","100","660024001","650024011","20024","1","456","0","81004001","ボスバトル（NORMAL）","5040301","81004001","bgm_M354","90","0","0","1.7","-35","bgm_M354","0.8","0","2002401","-85","20024103"
"49","0","510332","0","0.8","0","1","-35","2","0","0.65","100","660024002","650024021","20024","1","99","0","81004002","ボスバトル（HARD）","5040302","81004002","bgm_M354","90","0","0","1.7","9","bgm_M354","0.8","0","2002402","-41","20024201"
"431","0","510333","0","0.8","0","1","-35","3","0","0.65","100","660024003","650024031","20024","1","481","0","81004002","ボスバトル（VERY HARD）","5040308","81004002","bgm_M354","90","0","0","1.7","-59","bgm_M354","0.8","0","2002403","-109","20024201"
"770","0","510331","0","0.8","0","1","-50","1","0","0.65","140","660025001","650025011","20025","1","1345","0","81004201","ボスバトル（NORMAL）","5042301","81004201","bgm_M378","90","0","0","1.8","33","bgm_M378","0.8","0","2002501","-40","20025101"
"450","0","510332","0","0.8","0","1","-50","2","0","0.65","140","660025002","650025021","20025","1","160","0","81004202","ボスバトル（HARD）","5042302","81004202","bgm_M378","90","0","0","1.8","-155","bgm_M378","0.8","0","2002502","-40","20025201"
"450","0","510333","0","0.8","0","1","-50","3","0","0.65","140","660025003","650025031","20025","1","577","0","81004202","ボスバトル（VERY HARD）","5042308","81004202","bgm_M378","90","0","0","1.8","44","bgm_M378","0.8","0","2002503","-40","20025201"
"770","0","510331","0","0.8","0","1","-54","1","0","0.65","140","660026001","650026011","20026","1","482","0","81004401","ボスバトル（NORMAL）","5044301","81004401","bgm_M384","90","0","0","1.8","-35","bgm_M384","0.8","0","2002601","-85","20026102"
"720","0","510332","0","0.8","0","1","-54","2","0","0.65","140","660026002","650026021","20026","1","-37","0","81004402","ボスバトル（HARD）","5044302","81004402","bgm_M384","90","0","0","1.8","-22","bgm_M384","0.8","0","2002602","110","20026201"
"490","0","510333","0","0.8","0","1","-54","3","0","0.65","140","660026003","650026031","20026","1","514","0","81004402","ボスバトル（VERY HARD）","5044308","81004402","bgm_M384","90","0","0","1.8","-51","bgm_M384","0.8","0","2002603","-40","20026201"
"833","0","510331","0","0.8","0","1","-35","1","0","0.65","320","660027001","650027011","20027","1","883","0","81004601","ボスバトル（NORMAL）","5046301","81004601","bgm_M397","90","0","0","1.7","80","bgm_M397","0.8","0","2002701","6","20027101"
"124","0","510332","0","0.8","0","1","-35","2","0","0.65","320","660027002","650027021","20027","1","174","0","81004602","ボスバトル（HARD）","5046302","81004602","bgm_M397","90","0","0","1.7","79","bgm_M397","0.8","0","2002702","29","20027201"
"436","0","510333","0","0.8","0","1","-35","3","0","0.65","320","660027003","650027031","20027","1","486","0","81004602","ボスバトル（VERY HARD）","5046308","81004602","bgm_M397","90","0","0","1.7","-7","bgm_M397","0.8","0","2002703","43","20027201"
"798","0","510331","0","0.7","0","1","-35","1","0","0.75","100","660028001","650028011","20028","1","828","0","81000605","ボスバトル（NORMAL）","5048301","81000605","bgm_M406","90","0","0","1.25","-73","bgm_M406","0.7","0","2002801","-176","20028101"
"-63","0","510332","0","0.7","0","1","-35","2","0","0.75","100","660028002","650028021","20028","1","-13","0","81000606","ボスバトル（HARD）","5048302","81000606","bgm_M406","90","0","0","1.25","-210","bgm_M406","0.7","0","2002802","-260","20028201"
"432","0","510333","0","0.7","0","1","-35","3","0","0.75","100","660028003","650028031","20028","1","482","0","81000606","ボスバトル（VERY HARD）","5048308","81000606","bgm_M406","90","0","0","1.25","-65","bgm_M406","0.7","0","2002803","-115","20028201"
"770","0","510331","0","0.8","0","1.3","-35","1","0","0.65","100","660029001","650029011","20029","1","1029","0","81005001","ボスバトル（NORMAL）","5050301","81005001","bgm_M416","90","0","0","1.7","-25","bgm_M416","0.8","0","2002901","-85","20029101"
"720","0","510332","0","0.8","0","1.3","-35","2","0","0.65","100","660029002","650029021","20029","1","-88","0","81005002","ボスバトル（HARD）","5050302","81005002","bgm_M416","90","0","0","1.7","-190","bgm_M416","0.8","0","2002902","110","20029201"
"490","0","510333","0","0.8","0","1.3","-35","3","0","0.65","100","660029003","650029031","20029","1","465","0","81005002","ボスバトル（VERY HARD）","5050308","81005002","bgm_M416","90","0","0","1.7","-65","bgm_M416","0.8","0","2002903","-40","20029201"
"770","0","510331","0","0.8","0","1","-75","1","0","0.65","260","660030001","650030011","20030","1","842","0","81000605","ボスバトル（NORMAL）","5052301","81000605","bgm_M424","90","0","0","1.7","-54","bgm_M424","0.8","0","2003001","-85","20030101"
"720","0","510332","0","0.8","0","1","-75","2","0","0.65","260","660030002","650030021","20030","1","-15","0","81003304","ボスバトル（HARD）","5052302","81003301","bgm_M424","90","0","0","1.7","32","bgm_M424","0.8","0","2003002","110","20030201"
"490","0","510333","0","0.8","0","1","-75","3","0","0.65","260","660030003","650030031","20030","1","514","0","81003304","ボスバトル（VERY HARD）","5052308","81003301","bgm_M424","90","0","0","1.7","-25","bgm_M424","0.8","0","2003003","-40","20030201"
"698","0","510331","0","0.8","0","1","-75","1","0","0.65","380","660031001","650031011","20031","1","732","0","81000905","ボスバトル（NORMAL）","5054301","81000905","bgm_M429","90","0","0","1.7","-25","bgm_M429","0.8","0","2003101","0","20031101"
"720","0","510332","0","0.8","0","1","-75","2","0","0.65","380","660031002","650031021","20031","1","-42","0","81000906","ボスバトル（HARD）","5054302","81000906","bgm_M429","90","0","0","1.7","-10","bgm_M429","0.8","0","2003102","110","20031201"
"490","0","510333","0","0.8","0","1","-75","3","0","0.65","380","660031003","650031031","20031","1","437","0","81000906","ボスバトル（VERY HARD）","5054308","81000906","bgm_M429","90","0","0","1.7","-63","bgm_M429","0.8","0","2003103","-40","20031201"
"800","0","510331","0","0.75","0","1","-20","1","0","0.65","150","660032001","650032011","20032","1","883","0","81005601","ボスバトル（NORMAL）","5056301","81005601","bgm_M438","90","0","0","2","-30","bgm_M438","0.8","0","2003201","-85","20032101"
"145","0","510332","0","0.75","0","1","-20","2","0","0.65","150","660032002","650032021","20032","1","-28","0","81005602","ボスバトル（HARD）","5056302","81005602","bgm_M438","90","0","0","2","-21","bgm_M438","0.8","0","2003202","-10","20032201"
