9c3ab16df7a1bd95ea8ad19a46349066854d1a6cc72d6b38cf2439030196d6d6,182c4c7bd6a5ea420aa3ad37232bea929b535e94f62a295d7f9cd94bfb3374bf,a74c88d412046016d4aa426757e80a5b547e3b4316ca08b3d85a4db40547f27d,6197d73e48c5efb283a803302a52bbd8541bca4405cc3ec35581974ce1346e9a,7b18f699991e2c68fe19af693ed5c8c1b6712acd63075bf2546dad3998e5da3b,82842308103ddbaaea9a892e8de900430a71d0747dfa33c26db33d7bdaaa06ad,e8f97a7941720e71369bc6876333faaae6a75f5fb92edac992c5859b4aea364c,4f05798d8fb8537f86de767590cf862c92330f701167ba0e7fd757c11d9bc727,319d9aa2e6076585e125d8bbf9cca378051bc62da1c6fa9a9a881e1fb9660898,962efc0c6909c5884d918d8191568b70542526e62f684cff7a4d95abe318dd8c,fa31626b699ce1f9d1a81dc85ff0664550f53732fcc95a42b923a3a34f25c0e1,b10b260f337f85893ca9fdeef61a49455c366fa2056a1bdd31d4b603ac568464,b6c1189d4f1229b8f47e9b5d8d2a30a319d0d561b3a33ff766031f6ea75f66d2
"3001","8","11300127","6","1","1","3.72","0","7","3","4","vo_minigame_1012_result_1026","難問揃いでこの正解率は\n大したもんよ！\nま、もっといい点取りたいんなら\n勉強、付き合ったげるわ！"
"3001","3","11300128","3","1","1","3.5","1","2","1","1","vo_minigame_1012_result_1027","なるほど…\nこれは教えがいがあるわね\nビシバシ鍛えてやるから\n覚悟しなさい！"
"3001","4","11300129","3","1","1","3.25","1","2","1","1","vo_minigame_1012_result_1028","ちょっとあんた、\n全然できてないじゃない！\n…まさかこれが本気だなんて\n言わないわよね～？"
"3001","3","11300130","3","1","1","4.62","0","2","1","1","vo_minigame_1012_result_1029","うーん……適当に答えても\nこれくらい正解できるわよ？\nちょっと本腰入れて\n教えないとね……！"
"3001","9","11300131","3","1","1","4.5","0","1","2","1","vo_minigame_1012_result_1030","…ま、まあこの問題は\nあんたには難しすぎたのかもね\nちょっとずつでいいから、\nレベルアップしていきましょ！"
"3001","3","11300132","3","1","1","0.01","9","3","2","1","vo_minigame_1012_result_1031","んー結構ミスっちゃってるわね…\nこのまま続けるのもいいけど、\n簡単な問題からやり直すのも\nありかもよ～？"
"3001","9","11300133","3","1","1","0.01","9","9","2","1","vo_minigame_1012_result_1032","あらら、あんたにはちょっと\n難しすぎたかしら…？\nもう一回やり直しましょうか！"
"3001","3","11300134","3","1","1","0.01","6","3","3","1","vo_minigame_1012_result_1033","うーん、残念な結果ね…\n超難問だから仕方ないけど\n無理せず簡単な問題から挑戦\nしてもいいかもよ？"
"3001","3","11300135","3","1","1","2.97","0","9","3","1","vo_minigame_1012_result_1034","正解率はかなり悪いわね…\nまあ難しい問題だもんね…！\nそのチャレンジ精神は買うわ！"
"3001","3","11300136","3","1","1","3.1","0","1","3","1","vo_minigame_1012_result_1035","なんとか０点は免れたわね…\n難問揃いだけど、\nもっと頑張っていきましょ！"
"3001","6","11300137","0","1","1","4.31","1","2","1","0","vo_minigame_1012_result_1036","…あんたさ、０点なんて\n逆に取るの難しいわよ！？\nまさか狙ったわけじゃ\nないでしょーね～！？"
"3001","2","11300138","0","1","1","0.1","1","2","1","0","vo_minigame_1012_result_1037","０点って…\nあんたふざけてんの！？\nちゃんとやらないなら\n電撃魔法くらわせるわよ！？"
"3001","9","11300139","0","1","1","4.23","9","3","1","0","vo_minigame_1012_result_1038","もしかしたらあんたは\n勉強向いてないのかもね…\n…勉強だけがすべてじゃないわ\n違うとこで頑張りましょ！"
"3001","3","11300140","0","1","1","4.38","0","2","2","0","vo_minigame_1012_result_1039","怒んないから正直に言って？\n…ふざけて答えたでしょ？\nほら、正直に\n言・い・な・さ・い？"
"3001","8","11300141","0","1","1","3.58","0","2","2","0","vo_minigame_1012_result_1040","あんたの点数は～～…\n…はい！　０てーん！！\n…って、ふざけんなーー！！！"
"3001","4","11300142","0","1","1","2.02","1","2","2","0","vo_minigame_1012_result_1041","０点ってどういうこと！？\nいやあんた、逆にすごいわよ！？\n目つぶってやったとしても\n１点は取れるから！"
"3001","9","11300143","0","1","1","5.53","9","1","3","0","vo_minigame_1012_result_1042","あちゃー……残念だけど０点よ\nちょっと難しすぎたかもねー…\n…ま、こんなこともあるわ！\n気を落とさなくていいわよ！"
"3001","3","11300144","0","1","1","4.4","9","1","3","0","vo_minigame_1012_result_1043","かなりの難問とはいえ、\n０点はちょっと寂しいわね…\nでもま、逆に考えるのよ！\nあんたには伸びしろしかないわ！"
"3001","3","11300145","0","1","1","5.35","0","1","3","0","vo_minigame_1012_result_1044","０点かー…うん、ごめん…\n慰めの言葉が浮かばないわ！\n……ま、次があるから\n切り替えてくのよ！"
"1201","8","12120101","0","1","2","0","0","8","0","0","vo_minigame_1012_correct_132","OK！"
"1201","7","12120102","0","1","2","0","0","7","0","0","vo_minigame_1012_correct_133","合ってる！"
"1201","7","12120103","0","1","2","0","0","7","0","0","vo_minigame_1012_correct_134","グッド！"
"1202","5","12120201","3000","1","2","0","0","5","0","0","vo_minigame_1012_correct_135","まじっ！？"
"1202","10","12120202","3000","1","2","0","0","10","0","0","vo_minigame_1012_correct_136","へえ～！"
"1202","7","12120203","6000","1","2","0","0","7","0","3001","vo_minigame_1012_correct_137","その調子！"
"1202","1","12120204","-1","1","2","0","0","1","0","13333","vo_minigame_1012_correct_138","ちょっと急ぐわよ！"
"1203","5","12120301","0","1","2","0","0","5","0","0","vo_minigame_1012_correct_139","すごすぎ！"
"1204","7","12120401","0","1","2","0","0","7","0","0","vo_minigame_1012_correct_141","楽勝！"
"1205","7","12120501","0","1","2","0","0","7","0","0","vo_minigame_1012_correct_140","リベンジね！"
"1206","1","12120601","-1","1","2","0","0","1","0","3","vo_minigame_1012_correct_142","いいわよ！"
"1207","2","12120701","-1","1","2","0","0","2","0","3","vo_minigame_1012_correct_143","まだまだ！"
"1301","2","12130101","0","1","2","0","0","2","0","0","vo_minigame_1012_incorrect_127","ブー！"
"1301","2","12130102","0","1","2","0","0","2","0","0","vo_minigame_1012_incorrect_128","ダメー！"
"1301","9","12130103","0","1","2","0","0","9","0","0","vo_minigame_1012_incorrect_129","あらら…！"
"1302","3","12130201","3000","1","2","0","0","3","0","0","vo_minigame_1012_incorrect_130","焦らない！"
"1302","5","12130202","3000","1","2","0","0","5","0","0","vo_minigame_1012_incorrect_131","ゆっくり！"
"1302","2","12130203","6000","1","2","0","0","2","0","3001","vo_minigame_1012_incorrect_132","深呼吸！"
"1302","3","12130204","-1","1","2","0","0","3","0","20000","vo_minigame_1012_incorrect_133","遅いわね…！"
"1303","5","12130301","0","1","2","0","0","5","0","0","vo_minigame_1012_incorrect_134","ムズッ！"
"1304","6","12130401","0","1","2","0","0","6","0","0","vo_minigame_1012_incorrect_135","忘れたの？"
"1305","2","12130501","0","1","2","0","0","2","0","0","vo_minigame_1012_incorrect_136","次はいける！"
"1701","2","12170101","30000","1","2","0.01","3","2","0","20000","vo_minigame_1012_time_100","ラストスパート！"
"1701","1","12170102","30000","1","2","0.01","3","1","0","20000","vo_minigame_1012_time_101","もうすぐ終わりよ！"
"3001","7","12300101","-1","1","2","3.74","10","1","1","20","vo_minigame_1012_result_1045","はい、よくできました！\n基礎はもう完璧ね！\n次はもっと難しい問題にも\nチャレンジしちゃいなさいよ！"
"3001","1","12300102","-1","1","2","3.85","0","9","1","20","vo_minigame_1012_result_1046","なによあんた、走り出したペンが\n止まらないって感じ？\nったくシンプルにすごいじゃない\n花丸あげるわ！"
"3001","5","12300103","-1","1","2","0.01","8","5","1","20","vo_minigame_1012_result_1047","すごい点数ね…！\nあんた勉強してないとか言って\nホントはめちゃくちゃやってる\nパターンのやつね！？"
"3001","8","12300104","-1","1","2","2.86","4","7","2","20","vo_minigame_1012_result_1048","勉強の成果、\nちゃんとでてんじゃない！\nあたしもあんたの先生として、\n鼻が高いわ～♪"
"3001","5","12300105","-1","1","2","2.02","9","3","2","20","vo_minigame_1012_result_1049","オッケー！　もう十分よ！\nこれ以上でき過ぎちゃったら、\nあたしが教える必要なくなるわ！"
"3001","5","12300106","-1","1","2","4.46","0","1","2","20","vo_minigame_1012_result_1050","難しい問題を選んだつもりなのに\nすごい正解数ね…！\nでもまだ上がある…\n次は最難関に挑戦よ！"
"3001","5","12300107","-1","1","2","6.85","7","4","3","20","vo_minigame_1012_result_1051","すごいすごいとは思ってたけど、\nあんた勉強も完璧なの…？\nそりゃみんなあんたに惚れ…\nや、な、なんでもない！！"
"3001","5","12300108","-1","1","2","3.79","0","9","3","20","vo_minigame_1012_result_1052","この問題、あたしでも悩む\n超難問なのに…\nふふっ、もう褒めるしかないわ！\n大変よくできました！"
"3001","4","12300109","-1","1","2","0.01","7","4","3","20","vo_minigame_1012_result_1053","別に顔赤くなんてなってない！\n頭がいい人が好きとか…\nかっこいいとか…\n…思ってないからね！"
"3001","5","12300110","-1","1","2","0","0","5","1","20","vo_minigame_1012_result_1054","スピードも正確さも完璧…\n文句なしの満点だわ！\nあんた将来、とんでもない人に\nなっちゃうんじゃない！？"
"3001","5","12300112","-1","1","2","0","0","5","2","20","vo_minigame_1012_result_1054","スピードも正確さも完璧…\n文句なしの満点だわ！\nあんた将来、とんでもない人に\nなっちゃうんじゃない！？"
"3001","5","12300114","-1","1","2","0","0","5","3","20","vo_minigame_1012_result_1054","スピードも正確さも完璧…\n文句なしの満点だわ！\nあんた将来、とんでもない人に\nなっちゃうんじゃない！？"
"3001","5","12300116","19","1","2","3","10","7","1","15","vo_minigame_1012_result_1056","おお～かなり正解できてるわね！\nこの調子でもっとすごい点\n目指しちゃうわよ！"
"3001","8","12300117","19","1","2","0.01","10","8","1","15","vo_minigame_1012_result_1057","うん、バッチリいい感じよ！\nちゃんと勉強してるみたいで\n関心関心♪"
"3001","5","12300118","19","1","2","4.01","0","8","1","15","vo_minigame_1012_result_1058","え、こんなにいい点取れたのに\nまだ満足してないの？\nなによその向上心…\nいいじゃない！"
"3001","8","12300119","19","1","2","2.83","10","7","2","15","vo_minigame_1012_result_1059","スピードも正解数もいい感じよ！\nねえねえ、この調子で\nてっぺん目指しちゃう？"
"3001","10","12300120","19","1","2","0","0","10","2","15","vo_minigame_1012_result_1060","この難易度でも\nスラスラ答えちゃうなんて…\nあんたって\nほんとすごいやつよね…！"
"3001","8","12300121","19","1","2","3.66","4","7","2","15","vo_minigame_1012_result_1061","これだけ正解できたら\n勉強も楽しいわよね♪\nさ、まだまだ続けるわよ～！"
"3001","5","12300122","19","1","2","3.28","0","8","3","15","vo_minigame_1012_result_1062","あんた、この成績\nまぐれじゃないわよね…！\nこれだけできたら\n大したもんだわ！"
"3001","8","12300123","19","1","2","2.7","0","1","3","15","vo_minigame_1012_result_1063","すごい！　とってもいい成績よ！\nこの難問も、あんたにかかりゃ\nイチコロってやつ？"
"3001","5","12300124","19","1","2","3.98","9","9","3","15","vo_minigame_1012_result_1064","あんた…もしかして\nあたしより点数いいかも？\nあ、あたしもあんたを見習って\n勉強しないとね…！"
"3001","7","12300131","14","1","2","2.51","0","1","1","10","vo_minigame_1012_result_1067","うん、なかなかいい点数よ！\nでもまだまだ頑張れるわよね？\nはい、次いきましょ！"
"3001","1","12300132","14","1","2","4.16","0","7","1","10","vo_minigame_1012_result_1068","十分優秀な成績だけど\nあんたならもっとできる！\nさ、頑張って勉強するわよ！"
"3001","8","12300133","14","1","2","2.07","0","7","1","10","vo_minigame_1012_result_1069","うん、いい感じね！\nこの調子で少しずつ、\n正解数を増やしてくわよ！"
"3001","8","12300134","14","1","2","3.51","0","1","2","10","vo_minigame_1012_result_1070","難問揃いなのに、\nけっこーいい感じじゃない！\nちゃんとできてるから\n自信もっていいわよ！"
"3001","1","12300135","14","1","2","0","0","1","2","10","vo_minigame_1012_result_1071","難しい問題でも基礎は大事よ！\nこの調子でどんどん\n点数上げていきましょう！"
"3001","1","12300136","14","1","2","4.3","0","7","2","10","vo_minigame_1012_result_1072","10問以上取れてるわね！\nえ、まだ物足りない？\nフフ、じゃあもっと上\n目指しちゃう？"
"3001","8","12300137","14","1","2","4.47","0","7","3","10","vo_minigame_1012_result_1073","うん、この難問でこの点数は\n十分すぎる出来よね！\nま、あんたならもっといい点\n目指しちゃうんだろうけど♪"
"3001","8","12300138","14","1","2","3.68","0","9","3","10","vo_minigame_1012_result_1074","はいお疲れ～\nなかなか良い点数じゃない\n…あたしも勉強しないとね！"
"3001","5","12300139","14","1","2","3.34","0","1","3","10","vo_minigame_1012_result_1075","おお～10問以上\n正解してんじゃない！\nあんたやっぱり\nただ者じゃないわね～"
"3001","1","12300141","14","1","2","6.58","0","8","1","10","vo_minigame_1012_result_1077","うん正解率は申し分なしね！\nあとはもっと早く解ければ\nもっと点数は伸びてくわよ！\nこの調子で頑張っていきましょ！"
"3001","1","12300143","14","1","2","6.58","0","8","2","10","vo_minigame_1012_result_1077","うん正解率は申し分なしね！\nあとはもっと早く解ければ\nもっと点数は伸びてくわよ！\nこの調子で頑張っていきましょ！"
"3001","1","12300145","14","1","2","6.58","0","8","3","10","vo_minigame_1012_result_1077","うん正解率は申し分なしね！\nあとはもっと早く解ければ\nもっと点数は伸びてくわよ！\nこの調子で頑張っていきましょ！"
"3001","1","12300146","9","1","2","4.24","0","7","1","5","vo_minigame_1012_result_1078","ふ～ん、まあまあの出来だわ\n悪くはないんだけど…あんたには\nもっともっと期待してるわ～"
"3001","7","12300147","9","1","2","4.74","0","1","1","5","vo_minigame_1012_result_1079","うん、頑張ったけど…\n正直もっと正解できるかもね～？\nこんなのあんたには通過点！\nさらに良い点目指してみない？"
"3001","1","12300148","9","1","2","0","0","1","1","5","vo_minigame_1012_result_1080","まあまあな点数だけど、\n自分的に手ごたえはどう？\nダメだって思ってんなら、\nまだまだ伸びる余地ありね！"
"3001","8","12300149","9","1","2","2.21","0","1","2","5","vo_minigame_1012_result_1081","うん、中々の出来ね！\nでもあんたはもっといい点\n取れるはずよ！\nもっと頑張りましょうか！"
"3001","3","12300150","9","1","2","2.46","0","1","2","5","vo_minigame_1012_result_1082","ん～はっきり言って微妙ね！\nま、難しい問題だし、\n勉強すれば\n点数は上がっていくと思うわ！"
"3001","3","12300151","9","1","2","2.94","0","1","2","5","vo_minigame_1012_result_1083","ん～…\n10点には届かなかったか～\n次は10点越え目指して\n頑張ってみない？"
"3001","7","12300152","9","1","2","4.19","0","1","3","5","vo_minigame_1012_result_1084","はいお疲れ～\n点数的にはまあまあってとこね！\nま、超難問だし頑張ったわよ"
"3001","1","12300153","9","1","2","0","0","1","3","5","vo_minigame_1012_result_1085","うん、かなり難しい問題なのに\n最後までやり遂げたわね\n次はもっといい点目指してみる？"
"3001","3","12300154","9","1","2","2.63","0","1","3","5","vo_minigame_1012_result_1086","ちょっとミスが多かったかもね～\nでも間違えた所は復習して\n次は正解するわよー！"
"3001","3","12300155","4","1","2","5.53","0","1","1","1","vo_minigame_1012_result_1087","あら…あんまり良くない点数ね～\nどうしたの、調子でも悪かった？\n次はもっと頑張りましょうか"
"3001","3","12300156","4","1","2","0.01","9","3","1","1","vo_minigame_1012_result_1088","ん～…正解数は\n物足りないわね～\nもうちょっと勉強の時間\n増やしちゃおっか？"
"3001","3","12300157","4","1","2","4.15","3","1","1","1","vo_minigame_1012_result_1089","ん～…あんたならもうちょと\nいい点取れんでしょ～？\nもっと頑張んなさいよ\n期待してやってんだからさ！"
"3001","9","12300158","4","1","2","0.01","9","9","2","1","vo_minigame_1012_result_1090","ん～今のあんたには、\nこの問題は難しかったかしら…\n難易度下げてチャレンジするのも\nありかもね～？"
"3001","3","12300159","4","1","2","5.37","0","1","2","1","vo_minigame_1012_result_1091","あんまり出来は良くないわね～\n難しい問題だししょうがないけど\n次はもっと頑張ってほしいわ！"
"3001","3","12300160","4","1","2","1.44","0","1","2","1","vo_minigame_1012_result_1092","なるほど…\nちょっと苦手な問題が多かった？\nもう一度チャレンジ\nしてみましょうか～"
"3001","3","12300161","4","1","2","0","0","3","3","1","vo_minigame_1012_result_1093","んん～…問題が難しすぎた？\n無理に難しい問題続けるより、\n難易度下げた方が\n勉強の効率良いかもよ～？"
"3001","3","12300162","4","1","2","2.91","3","9","3","1","vo_minigame_1012_result_1094","…あんまり点数取れなかったわね\nこれはあたしにも難しい問題だし\nそう落ち込まなくても大丈夫！\n次頑張りましょ！"
"3001","5","12300163","4","1","2","2.61","0","1","3","1","vo_minigame_1012_result_1095","ごめん、ちょっと難しすぎた？\nもう一度チャレンジするも良し、\n難易度を下げるも良し、\nあんたがやる気なら付き合うわ！"
"3001","4","12300164","0","1","2","3.63","1","2","1","0","vo_minigame_1012_result_1096","ちょっとあんた…\nやる気ないわよね～！？\n次こんな点数取ったら\n怒るわよ！"
"3001","6","12300165","0","1","2","4.16","1","2","1","0","vo_minigame_1012_result_1097","はあ…自分で何点取ったか\n分かってるわよね～…？\n０点よ０点！　舐めてんの！？"
"3001","3","12300166","0","1","2","0.01","6","3","1","0","vo_minigame_1012_result_1098","うう～頭痛い…\nあんたのせいよ！\nなに０点って！\nはあ、このままじゃ赤点よ～…"
"3001","6","12300167","0","1","2","5.75","0","2","2","0","vo_minigame_1012_result_1099","ねえ、あんた本気でやったの？\nまさか適当にやるわけないわよね\n…分かった、\nもう一回チャレンジするのよ！"
"3001","4","12300168","0","1","2","5.64","1","2","2","0","vo_minigame_1012_result_1100","あ…あんた、０点よ０点…！\nあたしの教え方が悪かった…？\n…燃えてきたわ！\n絶対あんたの学力上げてやる！"
"3001","8","12300169","0","1","2","5.73","8","4","2","0","vo_minigame_1012_result_1101","ちょっと待って採点ミスかも…\n…いや合ってるわね。はい０点\n…って０点！？\nふざけんなーー！"
"3001","5","12300170","0","1","2","5.32","1","3","3","0","vo_minigame_1012_result_1102","あらら…０点よ\nま、難しい問題だしね…\n…つっても０点は無いわ！\n一問くらい正解しなさいよ！"
"3001","3","12300171","0","1","2","2.37","9","9","3","0","vo_minigame_1012_result_1103","残念だけど０点よ\nま、まあ前向きにとらえるなら、\n今が底よ！　どん底！\nあとは上がってくだけね！"
"3001","9","12300172","0","1","2","4.25","3","1","3","0","vo_minigame_1012_result_1104","…かなり出来が悪いわね\n一旦休憩しましょうか？\nリフレッシュして頭切り替えて\nもう一度頑張りましょう！"
"1001","7","13100101","0","1","3","0","0","7","0","0","vo_minigame_1012_gamestart_100","さ、勉強を始めるわよ"
"1001","1","13100102","0","1","3","0","0","1","0","0","vo_minigame_1012_gamestart_101","よし、勉強の成果を見てやるわ！"
"1001","1","13100103","0","1","3","1.82","0","7","0","0","vo_minigame_1012_gamestart_102","じゃあ試験するわよ。はい教科書閉じて！"
"1002","8","13100201","-1","1","3","0.01","4","8","0","3","vo_minigame_1012_gamestart_103","やる気マンマンじゃない！"
"1002","1","13100202","-1","1","3","0","0","1","0","3","vo_minigame_1012_gamestart_104","よし、じゃあもう一回やるわよ！"
"1003","0","13100301","1","1","3","0","0","0","0","1","vo_minigame_1012_gamestart_105","普通の難易度よ！"
"1003","7","13100302","1","1","3","0","0","7","0","1","vo_minigame_1012_gamestart_106","まずは基本からね！"
"1003","10","13100303","2","1","3","0","0","10","0","2","vo_minigame_1012_gamestart_107","難しい問題に挑戦するのね！"
"1003","1","13100304","2","1","3","0.67","0","8","0","2","vo_minigame_1012_gamestart_108","よし、あんたならできるわ！"
"1003","5","13100305","3","1","3","0","0","5","0","3","vo_minigame_1012_gamestart_109","あたしでも手こずる難問揃いよ…！"
"1003","2","13100306","3","1","3","0","0","2","0","3","vo_minigame_1012_gamestart_110","激ムズだけど頑張んなさい！"
