40c36b0a3a9d9dcb941bbbbbc245ebb1322fe7731cabd0b613920bcc8517a29b,d728b692023cc5a1715b5e02c358a8f8daa801b3d3fae0b7ed015aa665f655ff,894a7b5bc8778597fa0c9f27c451074a44428457c2b284300b5a397b07132902,d358a36c0c8b1a34d4f38141ba554538c70729cd607eda22e9e6a3bed20ec89e,fabc0aac96cdca2822c6cb0cf2cec075b330f96e49c99aeddda2910d1686052c,59f48edd754f554d97028995381f5a42f165626329824727ab7983cbe3f8e9ab,b01b64a2ce6846adf66032a17133e7224c0e962899c6431ec102a13868473b09,3c5b9e045c66fcf7e4d3607bc81c55f910cac429964028a76ce99dc9cc9a9627,5962fc05a0529e3412c34104f77a86fc0eef2d910a00ff845be64bb0a9a1e097,569c0bae5a552bad6bf3fa60ca9e99c8c53ff8e69f44248d07f29acc45d1871e,2ab5345394debdc9d2cd0d2a764a0a642c49ca167b1a717b6ddcf4b37fe4de09,1494eaee9b54802538a16d5adb6a8381943aadfa157eabb5c8562f5187328e26
"168","7","100580129","29","0","0","1005801","0","0","0","1.256","1"
"0","0","100580130","30","0","0","1005801","1","0","3.119","0","4"
"0","0","100580131","31","vo_ske_0106","vo_ske","1005801","0","0","0","0","2"
"89","8","100580132","32","0","0","1005801","0","0","0","0.702","1"
"0","0","100580133","33","0","0","1005801","1","0","1.386","0","4"
"278","8","100580134","34","0","0","1005801","0","89","0","1.352","1"
"0","0","100580135","35","0","0","1005801","1","0","2.053","0","4"
"383","8","100580136","36","0","0","1005801","0","278","0","0.733","1"
"0","0","100580137","37","0","0","1005801","1","0","1.868","0","4"
"195","9","100580138","38","0","0","1005801","0","0","0","1.764","1"
"0","0","100580139","39","0","0","1005801","1","0","2.905","0","4"
"314","9","100580140","40","0","0","1005801","0","195","0","0.969","1"
"0","0","100580141","41","0","0","1005801","1","0","0.969","0","4"
"115","10","100580142","42","0","0","1005801","0","0","0","0.808","1"
"0","0","100580143","43","0","0","1005801","1","0","2.8","0","4"
"0","0","100580144","44","vo_ske_0107","vo_ske","1005801","0","0","0","0","2"
"52","11","100580145","45","0","0","1005801","0","0","0","0.25","1"
"0","0","100580146","46","0","0","1005801","1","0","0.25","0","4"
"280","11","100580147","47","0","0","1005801","0","52","0","1.817","1"
"0","0","100580148","48","0","0","1005801","1","0","3.312","0","4"
"372","11","100580149","49","0","0","1005801","0","280","0","0.666","1"
"0","0","100580150","50","0","0","1005801","1","0","1.17","0","4"
"217","12","100580151","51","0","0","1005801","0","0","0","1.616","1"
"0","0","100580152","52","0","0","1005801","1","0","4.15","0","4"
"0","0","100580153","53","vo_ske_0108","vo_ske","1005801","0","0","0","0","2"
"142","13","100580154","54","0","0","1005801","0","0","0","1.198","1"
"0","0","100580155","55","0","0","1005801","1","0","2.442","0","4"
"267","14","100580156","56","0","0","1005801","0","0","0","1.934","1"
"0","0","100580157","57","0","0","1005801","1","0","4.434","0","4"
"0","0","100580201","1","0","0","1005802","1","0","0.8","0","4"
"0","0","100580202","2","vo_ske_0201","vo_ske","1005802","0","0","0","0","2"
"130","1","100580203","3","0","0","1005802","0","0","0","1.122","1"
"0","0","100580204","4","0","0","1005802","1","0","1.689","0","4"
"327","1","100580205","5","0","0","1005802","0","130","0","1.13","1"
"0","0","100580206","6","0","0","1005802","1","0","2.883","0","4"
"0","0","100580207","7","vo_ske_0202","vo_ske","1005802","0","0","0","0","2"
"119","2","100580208","8","0","0","1005802","0","0","0","1.057","1"
"0","0","100580209","9","0","0","1005802","1","0","1.962","0","4"
"266","2","100580210","10","0","0","1005802","0","119","0","1.166","1"
"0","0","100580211","11","0","0","1005802","1","0","1.747","0","4"
"389","2","100580212","12","0","0","1005802","0","266","0","1.216","1"
"0","0","100580213","13","0","0","1005802","1","0","1.216","0","4"
"272","3","100580214","14","0","0","1005802","0","0","0","1.868","1"
"0","0","100580215","15","0","0","1005802","1","0","3.78","0","4"
"0","0","100580216","16","vo_ske_0203","vo_ske","1005802","0","0","0","0","2"
"90","4","100580217","17","0","0","1005802","0","0","0","0.655","1"
"0","0","100580218","18","0","0","1005802","1","0","1.632","0","4"
"270","4","100580219","19","0","0","1005802","0","90","0","1.586","1"
"0","0","100580220","20","0","0","1005802","1","0","2.357","0","4"
"336","4","100580221","21","0","0","1005802","0","270","0","0.386","1"
"0","0","100580222","22","0","0","1005802","1","0","0.386","0","4"
"110","5","100580223","23","0","0","1005802","0","0","0","0.872","1"
"0","0","100580224","24","0","0","1005802","1","0","3.189","0","4"
"0","0","100580225","25","vo_ske_0204","vo_ske","1005802","0","0","0","0","2"
"241","5","100580226","26","0","0","1005802","0","110","0","1.065","1"
"0","0","100580227","27","0","0","1005802","1","0","1.882","0","4"
"359","5","100580228","28","0","0","1005802","0","241","0","0.888","1"
"0","0","100580229","29","0","0","1005802","1","0","0.888","0","4"
"66","6","100580230","30","0","0","1005802","0","0","0","0.607","1"
"0","0","100580231","31","0","0","1005802","1","0","1.21","0","4"
"158","6","100580232","32","0","0","1005802","0","66","0","0.933","1"
"0","0","100580233","33","0","0","1005802","1","0","2.332","0","4"
"360","6","100580234","34","0","0","1005802","0","158","0","1.649","1"
"0","0","100580235","35","0","0","1005802","1","0","4.223","0","4"
"0","0","100580236","36","vo_ske_0205","vo_ske","1005802","0","0","0","0","2"
"102","7","100580237","37","0","0","1005802","0","0","0","0.349","1"
"0","0","100580238","38","0","0","1005802","1","0","1.46","0","4"
"285","7","100580239","39","0","0","1005802","0","102","0","1.532","1"
"0","0","100580240","40","0","0","1005802","1","0","2.11","0","4"
"336","7","100580241","41","0","0","1005802","0","285","0","0.341","1"
"0","0","100580242","42","0","0","1005802","1","0","0.341","0","4"
"176","8","100580243","43","0","0","1005802","0","0","0","1.202","1"
"0","0","100580244","44","0","0","1005802","1","0","3.101","0","4"
"0","0","100580245","45","vo_ske_0206","vo_ske","1005802","0","0","0","0","2"
"85","9","100580246","46","0","0","1005802","0","0","0","0.706","1"
"0","0","100580247","47","0","0","1005802","1","0","1.796","0","4"
"331","9","100580248","48","0","0","1005802","0","85","0","1.854","1"
"0","0","100580249","49","0","0","1005802","1","0","2.709","0","4"
"139","10","100580250","50","0","0","1005802","0","0","0","1.202","1"
"0","0","100580251","51","0","0","1005802","1","0","3.52","0","4"
"0","0","100580252","52","vo_ske_0207","vo_ske","1005802","0","0","0","0","2"
"228","10","100580253","53","0","0","1005802","0","139","0","0.754","1"
"0","0","100580254","54","0","0","1005802","1","0","1.291","0","4"
"293","10","100580255","55","0","0","1005802","0","228","0","0.505","1"
"0","0","100580256","56","0","0","1005802","1","0","2.624","0","4"
"0","0","100580257","57","vo_ske_0208","vo_ske","1005802","0","0","0","0","2"
"130","11","100580258","58","0","0","1005802","0","0","0","1.061","1"
"0","0","100580259","59","0","0","1005802","1","0","1.6","0","4"
"310","11","100580260","60","0","0","1005802","0","130","0","1.645","1"
"0","0","100580261","61","0","0","1005802","1","0","2.3","0","4"
"240","12","100580262","62","0","0","1005802","0","0","0","1.616","1"
"0","0","100580263","63","0","0","1005802","1","0","3.913","0","4"
"0","0","100580264","64","vo_ske_0209","vo_ske","1005802","0","0","0","0","2"
"128","13","100580265","65","0","0","1005802","0","0","0","1.258","1"
"0","0","100580266","66","0","0","1005802","1","0","3.579","0","4"
"0","0","100580267","67","vo_ske_0210","vo_ske","1005802","0","0","0","0","2"
"250","14","100580268","68","0","0","1005802","0","0","0","1.496","1"
"0","0","100580269","69","0","0","1005802","1","0","3.996","0","4"
"0","0","100580301","1","0","0","1005803","1","0","0.8","0","4"
"0","0","100580302","2","vo_ske_0301","vo_ske","1005803","0","0","0","0","2"
"200","1","100580303","3","0","0","1005803","0","0","0","1.797","1"
"0","0","100580304","4","0","0","1005803","1","0","2.514","0","4"
"304","1","100580305","5","0","0","1005803","0","200","0","0.612","1"
"0","0","100580306","6","0","0","1005803","1","0","0.612","0","4"
"56","2","100580307","7","0","0","1005803","0","0","0","0.464","1"
"0","0","100580308","8","0","0","1005803","1","0","0.889","0","4"
"179","2","100580309","9","0","0","1005803","0","56","0","1.164","1"
"0","0","100580310","10","0","0","1005803","1","0","2.59","0","4"
"0","0","100580311","11","vo_ske_0302","vo_ske","1005803","0","0","0","0","2"
"316","2","100580312","12","0","0","1005803","0","179","0","1.185","1"
"0","0","100580313","13","0","0","1005803","1","0","1.185","0","4"
"137","3","100580314","14","0","0","1005803","0","0","0","0.952","1"
"0","0","100580315","15","0","0","1005803","1","0","1.747","0","4"
"219","3","100580316","16","0","0","1005803","0","137","0","0.961","1"
"0","0","100580317","17","0","0","1005803","1","0","2.398","0","4"
"0","0","100580318","18","vo_ske_0303","vo_ske","1005803","0","0","0","0","2"
"188","4","100580319","19","0","0","1005803","0","0","0","1.401","1"
"0","0","100580320","20","0","0","1005803","1","0","1.935","0","4"
"356","4","100580321","21","0","0","1005803","0","188","0","1.288","1"
"0","0","100580322","22","0","0","1005803","1","0","2.418","0","4"
"0","0","100580323","23","vo_ske_0304","vo_ske","1005803","0","0","0","0","2"
"55","5","100580324","24","0","0","1005803","0","0","0","0.619","1"
"0","0","100580325","25","0","0","1005803","1","0","1.407","0","4"
"333","5","100580326","26","0","0","1005803","0","55","0","2.1","1"
"0","0","100580327","27","0","0","1005803","1","0","4.561","0","4"
"0","0","100580328","28","vo_ske_0305","vo_ske","1005803","0","0","0","0","2"
"280","6","100580329","29","0","0","1005803","0","0","0","2.309","1"
"0","0","100580330","30","0","0","1005803","1","0","3.378","0","4"
"79","7","100580331","31","0","0","1005803","0","0","0","0.664","1"
"0","0","100580332","32","0","0","1005803","1","0","1.555","0","4"
"328","7","100580333","33","0","0","1005803","0","79","0","1.706","1"
"0","0","100580334","34","0","0","1005803","1","0","4.399","0","4"
"0","0","100580335","35","vo_ske_0306","vo_ske","1005803","0","0","0","0","2"
"212","8","100580336","36","0","0","1005803","0","0","0","2.137","1"
"0","0","100580337","37","0","0","1005803","1","0","3.014","0","4"
"340","8","100580338","38","0","0","1005803","0","212","0","0.788","1"
"0","0","100580339","39","0","0","1005803","1","0","2.288","0","4"
"0","0","100580340","40","vo_ske_0307","vo_ske","1005803","0","0","0","0","2"
"267","9","100580341","41","0","0","1005803","0","0","0","2.054","1"
"0","0","100580342","42","0","0","1005803","1","0","2.931","0","4"
"358","9","100580343","43","0","0","1005803","0","267","0","0.801","1"
"0","0","100580344","44","0","0","1005803","1","0","1.48","0","4"
"347","10","100580345","45","0","0","1005803","0","0","0","2.75","1"
"0","0","100580346","46","0","0","1005803","1","0","5.052","0","4"
"0","0","100580347","47","vo_ske_0308","vo_ske","1005803","0","0","0","0","2"
"71","11","100580348","48","0","0","1005803","0","0","0","0.527","1"
"0","0","100580349","49","0","0","1005803","1","0","1.38","0","4"
"247","11","100580350","50","0","0","1005803","0","71","0","1.473","1"
"0","0","100580351","51","0","0","1005803","1","0","1.759","0","4"
"354","11","100580352","52","0","0","1005803","0","247","0","0.68","1"
"0","0","100580353","53","0","0","1005803","1","0","1.838","0","4"
"0","0","100580354","54","vo_ske_0309","vo_ske","1005803","0","0","0","0","2"
"63","12","100580355","55","0","0","1005803","0","0","0","0.477","1"
"0","0","100580356","56","0","0","1005803","1","0","1.108","0","4"
"323","12","100580357","57","0","0","1005803","0","63","0","2.144","1"
"0","0","100580358","58","0","0","1005803","1","0","3.802","0","4"
"0","0","100580359","59","vo_ske_0310","vo_ske","1005803","0","0","0","0","2"
"113","13","100580360","60","0","0","1005803","0","0","0","1.251","1"
"0","0","100580361","61","0","0","1005803","1","0","2.672","0","4"
"197","13","100580362","62","0","0","1005803","0","113","0","0.65","1"
"0","0","100580363","63","0","0","1005803","1","0","1.349","0","4"
"290","13","100580364","64","0","0","1005803","0","197","0","0.589","1"
"0","0","100580365","65","0","0","1005803","1","0","3.089","0","4"
"0","0","100580401","1","0","0","1005804","1","0","0.8","0","4"
"0","0","100580402","2","vo_ske_0401","vo_ske","1005804","0","0","0","0","2"
"186","1","100580403","3","0","0","1005804","0","0","0","1.769","1"
"0","0","100580404","4","0","0","1005804","1","0","3.723","0","4"
"0","0","100580405","5","vo_ske_0402","vo_ske","1005804","0","0","0","0","2"
"70","2","100580406","6","0","0","1005804","0","0","0","0.818","1"
"0","0","100580407","7","0","0","1005804","1","0","1.553","0","4"
"289","2","100580408","8","0","0","1005804","0","70","0","1.87","1"
"0","0","100580409","9","0","0","1005804","1","0","2.537","0","4"
"347","2","100580410","10","0","0","1005804","0","289","0","0.487","1"
"0","0","100580411","11","0","0","1005804","1","0","0.487","0","4"
"101","3","100580412","12","0","0","1005804","0","0","0","0.822","1"
"0","0","100580413","13","0","0","1005804","1","0","2.459","0","4"
"268","3","100580414","14","0","0","1005804","0","101","0","1.696","1"
"0","0","100580415","15","0","0","1005804","1","0","2.551","0","4"
"356","3","100580416","16","0","0","1005804","0","268","0","0.688","1"
"0","0","100580417","17","0","0","1005804","1","0","1.121","0","4"
"221","4","100580418","18","0","0","1005804","0","0","0","1.807","1"
"0","0","100580419","19","0","0","1005804","1","0","4.87","0","4"
"0","0","100580420","20","vo_ske_0403","vo_ske","1005804","0","0","0","0","2"
"101","5","100580421","21","0","0","1005804","0","0","0","0.78","1"
"0","0","100580422","22","0","0","1005804","1","0","2.288","0","4"
"324","5","100580423","23","0","0","1005804","0","101","0","1.497","1"
"0","0","100580424","24","0","0","1005804","1","0","3.177","0","4"
"0","0","100580425","25","vo_ske_0404","vo_ske","1005804","0","0","0","0","2"
"102","6","100580426","26","0","0","1005804","0","0","0","0.729","1"
"0","0","100580427","27","0","0","1005804","1","0","1.799","0","4"
"177","6","100580428","28","0","0","1005804","0","102","0","0.823","1"
"0","0","100580429","29","0","0","1005804","1","0","1.447","0","4"
"275","6","100580430","30","0","0","1005804","0","177","0","0.982","1"
"0","0","100580431","31","0","0","1005804","1","0","1.587","0","4"
"325","6","100580432","32","0","0","1005804","0","275","0","0.639","1"
"0","0","100580433","33","0","0","1005804","1","0","0.639","0","4"
"266","7","100580434","34","0","0","1005804","0","0","0","1.712","1"
"0","0","100580435","35","0","0","1005804","1","0","3.735","0","4"
"0","0","100580436","36","vo_ske_0405","vo_ske","1005804","0","0","0","0","2"
"58","8","100580437","37","0","0","1005804","0","0","0","0.793","1"
"0","0","100580438","38","0","0","1005804","1","0","2.073","0","4"
"80","8","100580439","39","0","0","1005804","0","58","0","0.405","1"
"0","0","100580440","40","0","0","1005804","1","0","1.081","0","4"
"228","8","100580441","41","0","0","1005804","0","80","0","0.962","1"
"0","0","100580442","42","0","0","1005804","1","0","3.994","0","4"
"0","0","100580443","43","vo_ske_0406","vo_ske","1005804","0","0","0","0","2"
"117","9","100580444","44","0","0","1005804","0","0","0","0.869","1"
"0","0","100580445","45","0","0","1005804","1","0","2.298","0","4"
"0","0","100580446","46","vo_ske_0407","vo_ske","1005804","0","0","0","0","2"
"242","9","100580447","47","0","0","1005804","0","117","0","1.07","1"
"0","0","100580448","48","0","0","1005804","1","0","2.401","0","4"
"0","0","100580449","49","vo_ske_0408","vo_ske","1005804","0","0","0","0","2"
"368","9","100580450","50","0","0","1005804","0","242","0","0.939","1"
"0","0","100580451","51","0","0","1005804","1","0","0.939","0","4"
"124","10","100580452","52","0","0","1005804","0","0","0","0.816","1"
"0","0","100580453","53","0","0","1005804","1","0","2.428","0","4"
"0","0","100580454","54","vo_ske_0409","vo_ske","1005804","0","0","0","0","2"
"172","10","100580455","55","0","0","1005804","0","124","0","0.626","1"
"0","0","100580456","56","0","0","1005804","1","0","1.776","0","4"
"360","10","100580457","57","0","0","1005804","0","172","0","1.439","1"
"0","0","100580458","58","0","0","1005804","1","0","1.439","0","4"
"71","11","100580459","59","0","0","1005804","0","0","0","0.447","1"
"0","0","100580460","60","0","0","1005804","1","0","2.012","0","4"
"0","0","100580461","61","vo_ske_0410","vo_ske","1005804","0","0","0","0","2"
"130","11","100580462","62","0","0","1005804","0","71","0","0.504","1"
"0","0","100580463","63","0","0","1005804","1","0","1.659","0","4"
"235","11","100580464","64","0","0","1005804","0","130","0","0.488","1"
"0","0","100580465","65","0","0","1005804","1","0","3.099","0","4"
"0","0","100580466","66","vo_ske_0411","vo_ske","1005804","0","0","0","0","2"
"89","12","100580467","67","0","0","1005804","0","0","0","0.743","1"
"0","0","100580468","68","0","0","1005804","1","0","1.683","0","4"
"319","12","100580469","69","0","0","1005804","0","89","0","2.16","1"
"0","0","100580470","70","0","0","1005804","1","0","3.689","0","4"
"220","13","100580471","71","0","0","1005804","0","0","0","1.846","1"
"0","0","100580472","72","0","0","1005804","1","0","4.239","0","4"
"0","0","100580473","73","vo_ske_0412","vo_ske","1005804","0","0","0","0","2"
"80","14","100580474","74","0","0","1005804","0","0","0","0.584","1"
"0","0","100580475","75","0","0","1005804","1","0","1.837","0","4"
"275","14","100580476","76","0","0","1005804","0","80","0","1.393","1"
"0","0","100580477","77","0","0","1005804","1","0","3.893","0","4"
"0","0","100580501","1","0","0","1005805","1","0","0.8","0","4"
"0","0","100580502","2","vo_ske_0501","vo_ske","1005805","0","0","0","0","2"
"123","1","100580503","3","0","0","1005805","0","0","0","1.013","1"
"0","0","100580504","4","0","0","1005805","1","0","1.598","0","4"
"271","1","100580505","5","0","0","1005805","0","123","0","1.062","1"
"0","0","100580506","6","0","0","1005805","1","0","2.428","0","4"
"0","0","100580507","7","vo_ske_0502","vo_ske","1005805","0","0","0","0","2"
"107","2","100580508","8","0","0","1005805","0","0","0","1.244","1"
"0","0","100580509","9","0","0","1005805","1","0","1.839","0","4"
"357","2","100580510","10","0","0","1005805","0","107","0","1.989","1"
"0","0","100580511","11","0","0","1005805","1","0","3.898","0","4"
"0","0","100580512","12","vo_ske_0503","vo_ske","1005805","0","0","0","0","2"
"188","3","100580513","13","0","0","1005805","0","0","0","1.43","1"
"0","0","100580514","14","0","0","1005805","1","0","1.915","0","4"
"309","3","100580515","15","0","0","1005805","0","188","0","0.906","1"
"0","0","100580516","16","0","0","1005805","1","0","2.75","0","4"
"0","0","100580517","17","vo_ske_0504","vo_ske","1005805","0","0","0","0","2"
"103","4","100580518","18","0","0","1005805","0","0","0","1.11","1"
"0","0","100580519","19","0","0","1005805","1","0","1.656","0","4"
"235","4","100580520","20","0","0","1005805","0","103","0","1.445","1"
"0","0","100580521","21","0","0","1005805","1","0","1.899","0","4"
"326","4","100580522","22","0","0","1005805","0","235","0","0.574","1"
"0","0","100580523","23","0","0","1005805","1","0","2.491","0","4"
"0","0","100580524","24","vo_ske_0505","vo_ske","1005805","0","0","0","0","2"
"167","5","100580525","25","0","0","1005805","0","0","0","1.192","1"
"0","0","100580526","26","0","0","1005805","1","0","1.943","0","4"
"279","5","100580527","27","0","0","1005805","0","167","0","0.864","1"
"0","0","100580528","28","0","0","1005805","1","0","1.47","0","4"
"340","5","100580529","29","0","0","1005805","0","279","0","0.713","1"
"0","0","100580530","30","0","0","1005805","1","0","3.073","0","4"
"0","0","100580531","31","vo_ske_0506","vo_ske","1005805","0","0","0","0","2"
"153","6","100580532","32","0","0","1005805","0","0","0","1.159","1"
"0","0","100580533","33","0","0","1005805","1","0","1.779","0","4"
"391","6","100580534","34","0","0","1005805","0","153","0","1.634","1"
"0","0","100580535","35","0","0","1005805","1","0","5.206","0","4"
"0","0","100580536","36","vo_ske_0507","vo_ske","1005805","0","0","0","0","2"
"183","7","100580537","37","0","0","1005805","0","0","0","1.363","1"
"0","0","100580538","38","0","0","1005805","1","0","2.334","0","4"
"343","7","100580539","39","0","0","1005805","0","183","0","1.128","1"
"0","0","100580540","40","0","0","1005805","1","0","3.267","0","4"
"0","0","100580541","41","vo_ske_0508","vo_ske","1005805","0","0","0","0","2"
"305","8","100580542","42","0","0","1005805","0","0","0","2.341","1"
"0","0","100580543","43","0","0","1005805","1","0","3.817","0","4"
"360","8","100580544","44","0","0","1005805","0","305","0","0.614","1"
"0","0","100580545","45","0","0","1005805","1","0","1.798","0","4"
"286","9","100580546","46","0","0","1005805","0","0","0","1.942","1"
"0","0","100580547","47","0","0","1005805","1","0","4.447","0","4"
"0","0","100580548","48","vo_ske_0509","vo_ske","1005805","0","0","0","0","2"
"108","10","100580549","49","0","0","1005805","0","0","0","0.441","1"
"0","0","100580550","50","0","0","1005805","1","0","1.691","0","4"
"382","10","100580551","51","0","0","1005805","0","108","0","2.177","1"
"0","0","100580552","52","0","0","1005805","1","0","4.215","0","4"
"0","0","100580553","53","vo_ske_0510","vo_ske","1005805","0","0","0","0","2"
"118","11","100580554","54","0","0","1005805","0","0","0","1.116","1"
"0","0","100580555","55","0","0","1005805","1","0","2.252","0","4"
"380","11","100580556","56","0","0","1005805","0","118","0","2.025","1"
"0","0","100580557","57","0","0","1005805","1","0","4.486","0","4"
"0","0","100580558","58","vo_ske_0511","vo_ske","1005805","0","0","0","0","2"
"64","12","100580559","59","0","0","1005805","0","0","0","0.473","1"
"0","0","100580560","60","0","0","1005805","1","0","1.015","0","4"
"164","12","100580561","61","0","0","1005805","0","64","0","0.759","1"
"0","0","100580562","62","0","0","1005805","1","0","2.172","0","4"
"362","13","100580563","63","0","0","1005805","0","0","0","2.606","1"
"0","0","100580564","64","0","0","1005805","1","0","5.313","0","4"
"0","0","100580565","65","vo_ske_0512","vo_ske","1005805","0","0","0","0","2"
"197","14","100580566","66","0","0","1005805","0","0","0","1.072","1"
"0","0","100580567","67","0","0","1005805","1","0","2.416","0","4"
"362","14","100580568","68","0","0","1005805","0","197","0","1.331","1"
"0","0","100580569","69","0","0","1005805","1","0","3.831","0","4"
"0","0","100590101","1","0","0","1005901","1","0","0.8","0","4"
"0","0","100590102","2","vo_ske_0601","vo_ske","1005901","0","0","0","0","2"
"198","1","100590103","3","0","0","1005901","0","0","0","1.86","1"
"0","0","100590104","4","0","0","1005901","1","0","2.5","0","4"
"365","1","100590105","5","0","0","1005901","0","198","0","1.2","1"
"0","0","100590106","6","0","0","1005901","1","0","3.1","0","4"
"0","0","100590107","7","vo_ske_0602","vo_ske","1005901","0","0","0","0","2"
"268","2","100590108","8","0","0","1005901","0","0","0","2.2","1"
"0","0","100590109","9","0","0","1005901","1","0","3.3","0","4"
"356","2","100590110","10","0","0","1005901","0","268","0","0.9","1"
"0","0","100590111","11","0","0","1005901","1","0","1.5","0","4"
"186","3","100590112","12","0","0","1005901","0","0","0","1.5","1"
"0","0","100590113","13","0","0","1005901","1","0","3.7","0","4"
"0","0","100590114","14","vo_ske_0603","vo_ske","1005901","0","0","0","0","2"
"381","3","100590115","15","0","0","1005901","0","186","0","1.5","1"
"0","0","100590116","16","0","0","1005901","1","0","1.5","0","4"
"50","4","100590117","17","0","0","1005901","0","0","0","0.3","1"
"0","0","100590118","18","0","0","1005901","1","0","1.5","0","4"
"132","4","100590119","19","0","0","1005901","0","50","0","0.8","1"
"0","0","100590120","20","0","0","1005901","1","0","1.5","0","4"
"378","4","100590121","21","0","0","1005901","0","132","0","1.9","1"
"0","0","100590122","22","0","0","1005901","1","0","4.5","0","4"
"0","0","100590123","23","vo_ske_0604","vo_ske","1005901","0","0","0","0","2"
"273","5","100590124","24","0","0","1005901","0","0","0","2.3","1"
"0","0","100590125","25","0","0","1005901","1","0","3.3","0","4"
"385","5","100590126","26","0","0","1005901","0","273","0","1.1","1"
"0","0","100590127","27","0","0","1005901","1","0","1.1","0","4"
"223","6","100590128","28","0","0","1005901","0","0","0","1.1","1"
"0","0","100590129","29","0","0","1005901","1","0","3.9","0","4"
"0","0","100590130","30","vo_ske_0605","vo_ske","1005901","0","0","0","0","2"
"76","7","100590131","31","0","0","1005901","0","0","0","0.5","1"
"0","0","100590132","32","0","0","1005901","1","0","1.7","0","4"
"210","7","100590133","33","0","0","1005901","0","76","0","1.2","1"
"0","0","100590134","34","0","0","1005901","1","0","1.9","0","4"
"292","7","100590135","35","0","0","1005901","0","210","0","0.9","1"
"0","0","100590136","36","0","0","1005901","1","0","2.6","0","4"
"0","0","100590137","37","vo_ske_0606","vo_ske","1005901","0","0","0","0","2"
"217","8","100590138","38","0","0","1005901","0","0","0","1.6","1"
"0","0","100590139","39","0","0","1005901","1","0","2","0","4"
"340","8","100590140","40","0","0","1005901","0","217","0","1","1"
"0","0","100590141","41","0","0","1005901","1","0","1","0","4"
"166","9","100590142","42","0","0","1005901","0","0","0","1.3","1"
"0","0","100590143","43","0","0","1005901","1","0","2.2","0","4"
"372","9","100590144","44","0","0","1005901","0","166","0","1.4","1"
"0","0","100590145","45","0","0","1005901","1","0","4","0","4"
"0","0","100590146","46","vo_ske_0607","vo_ske","1005901","0","0","0","0","2"
"115","10","100590147","47","0","0","1005901","0","0","0","1.1","1"
"0","0","100590148","48","0","0","1005901","1","0","1.8","0","4"
"220","10","100590149","49","0","0","1005901","0","115","0","1","1"
"0","0","100590150","50","0","0","1005901","1","0","2.3","0","4"
"366","10","100590151","51","0","0","1005901","0","220","0","1.4","1"
"0","0","100590152","52","0","0","1005901","1","0","3.4","0","4"
