f3a4d4e4b0a14ca1d72a4d3f7ca43f25ac9d8b1a44fb0d6750fae74eb1b8f32f,ba299b7080095df09144404813ad458ad6c641f8cfd08a1030b7bf91401cef22,cbd288ddd68b766801a7ea00c91aec4acde4a0e31f27f1e17aa15db836128795,c5c285247ebba58d7644340c369aedd1fdafac2ac02d185b9b80815a481c9439,6babab0581db0790b53bfbe6bd638eb9d0ce7c21dadaf9bf16236f7a47bce711,493b33b49ceee9b404810806d8a6f85f9bb2d9a49d0f90037534dc36044fa7b2,3254600d863a690683a6d7d49487ed82f74647c5e3eb21b4037045a77ed73746,8ff0a3a35282ee53be8884642d7932f211abfc095156fd05f50e68a5766320f2,ae9ddf86ec6862881ae0fc288ede6e9da71ad4bacb479e303d8f275fd14e4ae2,74a9a56173818c8fc27a0deab497b6f338355da87f6f5e1920766c4e94946a00,342e696e6fca48abfa0a87ce6d56455e717965b787bee7658e22490a6f664a34
"0","1","","18","","3","01_uek_18_mio","112631","","01_uek_18_mio_loop","1180004"
"10","0","","18","","11","だいぶ登ったね～\nちょっと下のほう\n見てみようよ！","112631","","0","1180005"
"","","","18","","91","","0","","","1180006"
"0","1","","18","","3","01_uek_18_mio","105831","","01_uek_18_mio_loop","1180007"
"10","0","","18","","11","そうですね！\nえーと、どれどれ…\nって、わわわわ！","105831","","0","1180008"
"","","","18","","93","","3","","","1180009"
"5","1","","18","","2","170","105831","","2","1180010"
"","","","18","","91","","1180008","","","1180011"
"0","1","","18","","3","01_uek_18_kokkoro","105931","","01_uek_cmn_idol_def_N","1180012"
"10","0","","18","","11","ふふ、お二人とも\nはしゃがれて、楽し\nそうでございますね","105931","","0","1180013"
"100","110","02_uek_19_hatsune","19","1.3","1","101231","1","0","402","1190001"
"100","30","02_uek_talk_surprise2","19","1.3","1","103831","1","0","166","1190002"
"1","0","","19","0.2","3","02_uek_talk_surprise2","103831","","","1190003"
"10","0","","19","","11","あ！　お姉ちゃん！\nこんなところで\n寝ちゃ危ないよー！","103831","","0","1190004"
"","","","19","","91","","0","","","1190005"
"10","0","","19","","11","しおりんの声が\n聞こえたような…\nすやぁ…☆","101231","","0","1190006"
"100","-35","05_idle","20","0.9","1","105831","2","0","-195","1200001"
"1000","30","304602_idle","20","1.4","1","304602","2","0","150","1200002"
"150","1","","20","1","31","17","102","","50","1200003"
"150","1","","20","1","31","18","103","","400","1200004"
"110","25","01_uek_21_kokkoro_loop","21","1.3","1","105931","1","0","185","1210001"
"120","-5","01_uek_21_rin_loop","21","1.3","1","112531","1","0","65","1210002"
"100","-35","01_uek_cmn_idol_def_N","21","1.3","1","106031","1","0","-140","1210003"
"10","0","","21","","11","風が心地よいですね\n優しく、囁きかけて\nいるように感じます","105931","","0","1210004"
"","","","21","","91","","0","","","1210005"
"10","0","","21","","11","上に向かう私たちに\n蒼い風が語りかけて\nきてるのかもね…","112531","","0","1210006"
"","","","21","","91","","0","","","1210007"
"0","1","","21","","3","01_uek_21_kyaru","106031","","01_uek_cmn_idol_def_N","1210008"
"10","0","","21","","11","…あんたたち\nなんか妙なところで\nシンクロしてるわね","106031","","0","1210009"
"","","","21","","91","","0","","","1210010"
"100","40","01_uek_cmn_idol_def_N","22","1.3","1","105831","1","0","180","1220001"
"420","1.3","","22","1","31","4","4","","250","1220002"
"1","","","22","0.2","3","01_uek_cmn_pose03","105831","","","1220003"
"10","0","","22","","11","おにぎり型の雲って\nどんな味がするんで\nしょう…じゅるり☆","105831","","0","1220004"
"","","","22","","91","","0","","","1220005"
"100","5","03_uek_cmn_idol_def_N","23","1.3","1","105231","1","0","33","1230001"
"1010","40","03_uek_23_rin","23","1.3","1","102631","1","0","200","1230002"
"100","-25","03_uek_cmn_idol_def_N","23","1.3","1","103331","1","0","-110","1230003"
"220","1","","23","1","31","5","5","","32","1230004"
"1","","","23","0.2","3","03_uek_23_rin","102631","","","1230005"
"10","0","","23","","11","この雲、ふかふかで\n気持ちいい～\nぐっすり眠れそう～","102631","","0","1230006"
"","","","23","","91","","0","","","1230007"
"40","0","","23","","2","1100","102631","","45","1230008"
"32","0","","23","","33","1120","5","","45","1230009"
"1","","","23","0.2","3","03_uek_cmn_pose04","105231","","","1230010"
"1","","","23","0.2","3","03_uek_talk_surprise2","103331","","","1230011"
"10","0","","23","","11","リンちゃんの寝てる\n雲が流されてるわ！\nど、どうしよう！","105231","","0","1230012"
"","","","23","","91","","0","","","1230013"
"10","0","","23","","11","干し草のほうが\nふかふかだべー！\n戻ってくるべさー！","103331","","0","1230014"
"","","","23","","91","","0","","","1230015"
"10","-45","03_uek_24_ayumi","24","1.3","1","105531","1","0","-240","1240001"
"1","0","","24","","3","03_uek_24_ayumi","105531","","","1240002"
"10","0","","24","","11","あっ、あそこに\n先輩がいる\nじーーーー…","105531","","0","1240003"
"100","15","03_uek_cmn_idol_def_N","25","1.3","1","103631","1","1","175","1250001"
"100","-10","03_uek_cmn_idol_def_N","25","1.3","1","100431","1","0","-36","1250002"
"100","-45","03_uek_cmn_idol_def_N","25","1.3","1","102031","1","0","-158","1250003"
"1","0","","25","","3","03_uek_cmn_pose06","102031","","","1250004"
"10","0","","25","","11","お空で遊ぶのって\nすごく気持ちいいね\nるんたった～♪","102031","","0","1250005"
"","","","25","","91","","0","","","1250006"
"0","1","","25","","3","03_uek_25_misogi","100431","","03_uek_25_misogi_loop","1250007"
"10","0","","25","","11","うん！　キョウカも\nそう思うでしょー？\n…わぁっ！","100431","","0","1250008"
"1","0","","25","","3","03_uek_25_kyouka","103631","","03_uek_25_kyouka_loop","1250009"
"","","","25","","91","","0","","","1250010"
"10","0","","25","","11","ちょっとミソギ！\n落ちたら危ないから\nおどかさないでよ！","103631","","0","1250011"
"","","","25","","91","","0","","","1250012"
"100","-43","01_uek_cmn_idol_def_N","27","1.3","1","104831","1","0","-179","1270001"
"100","-14","01_uek_27_tamaki_loop","27","1.3","1","104631","1","0","0","1270002"
"100","24","01_uek_cmn_idol_def_N","27","1.3","1","103231","1","1","200","1270003"
"10","0","","27","","11","はぁはぁ…\nも、もう限界にゃ…\n帰りたいにゃ…","104631","","0","1270004"
"","","","27","","91","","0","","","1270005"
"0","1","","27","","3","01_uek_cmn_pose02","104831","","01_uek_talk_normal","1270006"
"10","0","","27","","11","効率的な体力配分で\n登れば、これくらい\n楽勝のはずよ","104831","","0","1270007"
"","","","27","","91","","0","","","1270008"
"1","0","","27","0.3","3","01_uek_cmn_idol_def_N","104831","","","1270009"
"1","0","","27","","3","01_uek_27_akino_loop","103231","","","1270010"
"10","0","","27","","11","おーっほっほっほ！\nいい眺めですわ！\n先が楽しみですわね","103231","","0","1270011"
"110","-10","04_uek_cmn_idol_def_N","28","1.3","1","102931","1","0","0","1280001"
"120","-30","04_uek_cmn_idol_def_N","28","1.3","1","104231","1","0","-120","1280002"
"100","10","04_uek_cmn_idol_def_N","28","1.3","1","105431","1","0","120","1280003"
"35","1.3","","28","0","31","6","6","","10","1280004"
"-85","1.3","","28","0","31","9","6","","-10","1280005"
"155","1.3","","28","0","31","10","6","","30","1280006"
"1","","","28","0.2","3","04_uek_28_nozomi","102931","","","1280007"
"1","","","28","0.2","3","04_uek_28_chika","104231","","","1280008"
"1","","","28","0.2","3","04_uek_28_tsumugi","105431","","","1280009"
"","","","28","","32","1","6","","","1280010"
"","","","28","","32","1","9","","","1280011"
"","","","28","","32","1","10","","","1280012"
"10","0","","28","","11","空の上でも\nカルミナ…\nオンステージ！","102931","","0","1280013"
"","","","28","","91","","0","","","1280014"
"10","0","","28","","11","風が気持ちいい…！\n精霊たちも\n楽しそうです！","104231","","0","1280015"
"","","","28","","91","","0","","","1280016"
"10","0","","28","","11","最っ高ですね！\nアンコールまで\n駆け抜けましょう！","105431","","0","1280017"
"","","","28","","91","","0","","","1280018"
"100","-10","03_uek_cmn_idol_def_N","29","1.3","1","101531","1","0","-40","1290001"
"100","10","03_uek_cmn_idol_def_N","29","1.3","1","101831","1","1","95","1290002"
"1","0","","29","","3","03_uek_talk_joy1","101831","","","1290003"
"10","0","","29","","11","気持ちいいところね\n遠足で生徒たちも\n連れてこようかしら","101831","","0","1290004"
"","","","29","","91","","0","","","1290005"
"1","0","","29","0.3","3","03_uek_cmn_idol_def_N","101831","","","1290006"
"1","0","","29","0.3","3","03_uek_talk_joy1","101531","","","1290007"
"10","0","","29","","11","あらあら～、じゃあ\n里の子どもたちも\nご一緒したいです～","101531","","0","1290008"
"","","","29","","91","","0","","","1290009"
"1","0","","29","0.3","3","03_uek_cmn_idol_def_N","101531","","","1290010"
"100","-35","05_idle","30","0.9","1","105831","2","0","-195","1300001"
"1000","-50","307505_idle","30","1.5","1","307505","2","0","150","1300002"
"150","1","","30","1","31","19","102","","50","1300003"
"150","1","","30","1","31","20","103","","400","1300004"
"0","1","","30","0","3","307505_awake","307505","","307505_idle","1300005"
"110","10","01_uek_cmn_idol_def_N","31","1.3","1","105831","1","0","140","1310001"
"110","0","01_uek_cmn_idol_def_N","31","1.3","1","105931","1","0","20","1310002"
"110","-55","01_uek_26_kyaru_loop","31","1.3","1","106031","1","0","-200","1310003"
"","","","31","","93","","1","","","1310004"
"","","","31","","4","1","105831","","","1310005"
"1","","","31","0","3","01_uek_cmn_pose04","105831","","","1310006"
"10","","","31","","11","見てください！\nお星様の世界です！\nすごい景色ですね☆","105831","","","1310007"
"","","","31","","93","","2.3","","","1310008"
"0","0","","31","0.2","3","01_uek_cmn_idol_def_N","105831","","","1310009"
"","","","31","","91","","1310007","","","1310010"
"1","0","","31","0.2","3","01_uek_cmn_idol_def_N","105831","","","1310011"
"1","","","31","","3","01_uek_talk_normal","105931","","","1310012"
"10","","","31","","11","本当に素晴らしい\n場所でございます\n堪能いたしましょう","105931","","","1310013"
"","","","31","","91","","0","","","1310014"
"1","","","31","0.2","3","01_uek_cmn_idol_def_N","105931","","","1310015"
"10","","","31","","11","何落ち着いてるのよ\nおかしいでしょ\nなんか色々と…！","106031","","","1310016"
"100","91","02_uek_32_kuka_loop","32","1.3","1","104531","1","1","255","1320001"
"100","-29","02_uek_cmn_idol_def_N","32","1.3","1","105331","1","0","-97","1320002"
"100","0","02_uek_cmn_idol_def_N","32","1.3","1","103031","1","0","50","1320003"
"0","0","","32","0.5","3","02_uek_32_kuka","104531","","","1320004"
"0","1","","32","0.5","3","02_uek_cmn_shock_def_N","105331","","02_uek_talk_surprise2","1320005"
"0","1","","32","0.5","3","02_uek_cmn_shock_def_N","103031","","02_uek_talk_surprise2","1320006"
"","","","32","","91","","0","","","1320007"
"1","0","","32","0.5","3","02_uek_talk_surprise2","103031","","","1320008"
"10","0","","32","","11","せっかく見つけた\nクウカがまた\n飛んでマス！","103031","","0","1320009"
"","","","32","","91","","0","","","1320010"
"1","0","","32","0.5","3","02_uek_talk_surprise2","105331","","","1320011"
"10","0","","32","","11","やっぱりよろこんで\nなかったか！？","105331","","0","1320012"
"100","0","02_uek_cmn_idol_def_N","33","1.3","1","100831","1","1","0","1330001"
"-120","1.3","","33","1","31","7","7","","130","1330002"
"0","1","","33","0.2","3","02_uek_33_yuki","100831","","02_uek_33_yuki_loop","1330003"
"10","0","","33","","11","星の輝きを浴びた\nボクはまた一段と\n美しいね…","100831","","0","1330004"
"","","","33","","91","","0","","","1330005"
"110","0","02_uek_cmn_idol_def_N","34","1.3","1","100931","1","1","10","1340001"
"110","10","02_uek_cmn_idol_def_N","34","1.3","1","101331","1","1","180","1340002"
"","","","34","","93","","1","","","1340003"
"1","1","","34","0.2","3","02_uek_cmn_pose01","101331","0.2","02_uek_cmn_idol_def_N","1340004"
"10","0","","34","","11","ウチュウキター！\nテンション爆上がり\nですしおすし！","101331","","0","1340005"
"","","","34","","91","","0","","","1340006"
"0","1","","34","0.2","3","02_uek_34_anna","100931","0","02_uek_34_anna_loop","1340007"
"10","0","","34","","11","くくく…星の力を\n強く感じるぞ！\n覚醒の時は近い…！","100931","","0","1340008"
"100","-60","01_uek_cmn_idol_def_N","35","1.3","1","100231","1","1","-200","1350001"
"100","10","01_uek_cmn_idol_def_N","35","1.3","1","100331","1","1","0","1350002"
"100","20","01_uek_cmn_idol_def_N","35","1.3","1","100131","1","1","200","1350003"
"0","1","","35","1","31","8","8","","270","1350004"
"0","1","","35","0.2","3","01_uek_35_yui","100231","0.2","01_uek_35_yui_loop","1350005"
"0","1","","35","0.2","3","01_uek_35_rei","100331","0.2","01_uek_35_rei_loop","1350006"
"1","","","35","0.2","3","01_uek_cmn_pose03","100131","","","1350007"
"10","0","","35","","11","見て、流れ星…！\nみんなで願い事を\nしようよ","100231","","0","1350008"
"","","","35","","91","","0","","","1350009"
"10","0","","35","","11","ああ、そうだね\n私たちにぴったりな\nシチュエーションだ","100331","","0","1350010"
"","","","35","","91","","0","","","1350011"
"10","0","","35","","11","さんせーい！\nじゃあ、あたしは…\nうーん、うーん…！","100131","","0","1350012"
