c96bd95f0f9e269948bed442610b1fa8c664e4027ebdd18e7cc359fb1ece4c1c,bc47650acb3f7070ac8554d32e8221ac6d0eb2545068136edf717f73ee19065b,5307c239bcc40e07b6a26491dc6db707e82c03f9f170439db9b61c6d25beab00,5d0aed1a855653890e7a98c5696dad3dd158390c6430e4fc073c10fdbf3fff7d,0fb685a9da91d69f16191445443600d5656cc4a1eebc357614cce4652a78909d,368ceedac717053483cd7e451da0db3b59e24c37641ac8b0b130da20bd740457,3497a3a60368a0acef4fdc41a292d4151c467b6578af84d2c4398a8d6a11fdd0
"0","80009","2023/08/11 4:59:59","9007010","3","2023/08/10 5:00:00","108"
"0","80009","2023/08/12 4:59:59","9007011","3","2023/08/11 5:00:00","109"
"0","80009","2023/08/13 4:59:59","9007012","3","2023/08/12 5:00:00","110"
"0","80009","2023/08/14 4:59:59","9007013","3","2023/08/13 5:00:00","111"
"0","80009","2023/08/15 4:59:59","9007014","3","2023/08/14 5:00:00","112"
"1","80009","2023/08/16 4:59:59","9007015","3","2023/08/15 5:00:00","113"
"0","70010","2023/12/25 4:59:59","400","0","2023/12/24 5:00:00","114"
"0","70012","2023/12/26 4:59:59","401","0","2023/12/25 5:00:00","115"
"0","70011","0","440","1","0","116"
"0","80010","2024/02/01 4:59:59","9008001","3","2024/01/31 5:00:00","117"
"0","80010","2024/02/02 4:59:59","9008002","3","2024/02/01 5:00:00","118"
"0","80010","2024/02/03 4:59:59","9008003","3","2024/02/02 5:00:00","119"
"0","80010","2024/02/04 4:59:59","9008004","3","2024/02/03 5:00:00","120"
"0","80010","2024/02/05 4:59:59","9008005","3","2024/02/04 5:00:00","121"
"0","80010","2024/02/06 4:59:59","9008006","3","2024/02/05 5:00:00","122"
"0","80010","2024/02/07 4:59:59","9008007","3","2024/02/06 5:00:00","123"
"0","80010","2024/02/08 4:59:59","9008008","3","2024/02/07 5:00:00","124"
"0","80010","2024/02/09 4:59:59","9008009","3","2024/02/08 5:00:00","125"
"0","80010","2024/02/10 4:59:59","9008010","3","2024/02/09 5:00:00","126"
"0","80010","2024/02/11 4:59:59","9008011","3","2024/02/10 5:00:00","127"
"1","80010","2024/02/12 4:59:59","9008012","3","2024/02/11 5:00:00","128"
"1","80010","2024/02/13 4:59:59","9008013","3","2024/02/12 5:00:00","129"
"1","80010","2024/02/14 4:59:59","9008014","3","2024/02/13 5:00:00","130"
"1","80010","2024/02/15 4:59:59","9008015","3","2024/02/14 5:00:00","131"
"1","80010","2024/02/16 4:59:59","9008016","3","2024/02/15 5:00:00","132"
"0","80011","2024/08/02 4:59:59","9009001","3","2024/08/01 5:00:00","133"
"0","80011","2024/08/03 4:59:59","9009002","3","2024/08/02 5:00:00","134"
"0","80011","2024/08/04 4:59:59","9009003","3","2024/08/03 5:00:00","135"
"0","80011","2024/08/05 4:59:59","9009004","3","2024/08/04 5:00:00","136"
"0","80011","2024/08/06 4:59:59","9009005","3","2024/08/05 5:00:00","137"
"0","80011","2024/08/07 4:59:59","9009006","3","2024/08/06 5:00:00","138"
"0","80011","2024/08/08 4:59:59","9009007","3","2024/08/07 5:00:00","139"
"0","80011","2024/08/09 4:59:59","9009008","3","2024/08/08 5:00:00","140"
"0","80011","2024/08/10 4:59:59","9009009","3","2024/08/09 5:00:00","141"
"0","80011","2024/08/11 4:59:59","9009010","3","2024/08/10 5:00:00","142"
"0","80011","2024/08/12 4:59:59","9009011","3","2024/08/11 5:00:00","143"
"0","80011","2024/08/13 4:59:59","9009012","3","2024/08/12 5:00:00","144"
"0","80011","2024/08/14 4:59:59","9009013","3","2024/08/13 5:00:00","145"
"0","80011","2024/08/15 4:59:59","9009014","3","2024/08/14 5:00:00","146"
"1","80011","2024/08/16 4:59:59","9009015","3","2024/08/15 5:00:00","147"
