846bb016c2c7c9c1eea73b29527a35b416fe2452fb3dd6df4c5262a220944784,c1a7b0b8283e342ee357b268db0035b97c3932f2a9b9f2160d5bde26037cac99,175c35677ad3d91ff7ea355cf498c7ddbded204d084b8a36c3416f739ac37623,5489b5a5db67b2a5dd9507ed138b4293e0c9589c35167323566705574ee0ac3d,9a5da30a37ea65d499863c1470dfaca53b48f390d4dcce338e8879d52358c92f,5588ad5b461b18c670fd4902fddffbdfaa348dfe3645a3f31d60b5706bf72676,bf4ce586d100e2e79913d89cf806b16284a694b0d565840c88e3b67969fc8bae
"810","3","2","0","10103","7","0"
"840","3","3","0","10103","7","0"
"870","3","4","0","10103","7","0"
"900","3","5","0","10103","7","0"
"1050","4","0","0","10103","7","0"
"1080","4","1","0","10103","7","0"
"1110","4","2","0","10103","7","0"
"1140","4","3","0","10103","7","0"
"1170","4","4","0","10103","7","0"
"1200","4","5","0","10103","7","0"
"1350","5","0","0","10103","7","0"
"1380","5","1","0","10103","7","0"
"1410","5","2","0","10103","7","0"
"1440","5","3","0","10103","7","0"
"1470","5","4","0","10103","7","0"
"1500","5","5","0","10103","7","0"
"300","1","0","0","10104","10","0"
"360","1","1","0","10104","10","0"
"420","1","2","0","10104","10","0"
"480","1","3","0","10104","10","0"
"540","1","4","0","10104","10","0"
"600","1","5","0","10104","10","0"
"900","2","0","0","10104","10","0"
"960","2","1","0","10104","10","0"
"1020","2","2","0","10104","10","0"
"1080","2","3","0","10104","10","0"
"1140","2","4","0","10104","10","0"
"1200","2","5","0","10104","10","0"
"1500","3","0","0","10104","10","0"
"1560","3","1","0","10104","10","0"
"1620","3","2","0","10104","10","0"
"1680","3","3","0","10104","10","0"
"1740","3","4","0","10104","10","0"
"1800","3","5","0","10104","10","0"
"2100","4","0","0","10104","10","0"
"2160","4","1","0","10104","10","0"
"2220","4","2","0","10104","10","0"
"2280","4","3","0","10104","10","0"
"2340","4","4","0","10104","10","0"
"2400","4","5","0","10104","10","0"
"2700","5","0","0","10104","10","0"
"2760","5","1","0","10104","10","0"
"2820","5","2","0","10104","10","0"
"2880","5","3","0","10104","10","0"
"2940","5","4","0","10104","10","0"
"3000","5","5","0","10104","10","0"
"300","1","0","0","10201","2","0"
"360","1","1","0","10201","2","0"
"420","1","2","0","10201","2","0"
"480","1","3","0","10201","2","0"
"540","1","4","0","10201","2","0"
"600","1","5","0","10201","2","0"
"900","2","0","0","10201","2","0"
"960","2","1","0","10201","2","0"
"1020","2","2","0","10201","2","0"
"1080","2","3","0","10201","2","0"
"1140","2","4","0","10201","2","0"
"1200","2","5","0","10201","2","0"
"1500","3","0","0","10201","2","0"
"1560","3","1","0","10201","2","0"
"1620","3","2","0","10201","2","0"
"1680","3","3","0","10201","2","0"
"1740","3","4","0","10201","2","0"
"1800","3","5","0","10201","2","0"
"2100","4","0","0","10201","2","0"
"2160","4","1","0","10201","2","0"
"2220","4","2","0","10201","2","0"
"2280","4","3","0","10201","2","0"
"2340","4","4","0","10201","2","0"
"2400","4","5","0","10201","2","0"
"2700","5","0","0","10201","2","0"
"2760","5","1","0","10201","2","0"
"2820","5","2","0","10201","2","0"
"2880","5","3","0","10201","2","0"
"2940","5","4","0","10201","2","0"
"3000","5","5","0","10201","2","0"
"150","1","0","0","10202","5","0"
"180","1","1","0","10202","5","0"
"210","1","2","0","10202","5","0"
"240","1","3","0","10202","5","0"
"270","1","4","0","10202","5","0"
"300","1","5","0","10202","5","0"
"450","2","0","0","10202","5","0"
"480","2","1","0","10202","5","0"
"510","2","2","0","10202","5","0"
"540","2","3","0","10202","5","0"
"570","2","4","0","10202","5","0"
"600","2","5","0","10202","5","0"
"750","3","0","0","10202","5","0"
"780","3","1","0","10202","5","0"
"810","3","2","0","10202","5","0"
"840","3","3","0","10202","5","0"
"870","3","4","0","10202","5","0"
"900","3","5","0","10202","5","0"
"1050","4","0","0","10202","5","0"
"1080","4","1","0","10202","5","0"
"1110","4","2","0","10202","5","0"
"1140","4","3","0","10202","5","0"
"1170","4","4","0","10202","5","0"
"1200","4","5","0","10202","5","0"
"1350","5","0","0","10202","5","0"
"1380","5","1","0","10202","5","0"
"1410","5","2","0","10202","5","0"
"1440","5","3","0","10202","5","0"
"1470","5","4","0","10202","5","0"
"1500","5","5","0","10202","5","0"
"150","1","0","0","10203","6","0"
"180","1","1","0","10203","6","0"
"210","1","2","0","10203","6","0"
"240","1","3","0","10203","6","0"
"270","1","4","0","10203","6","0"
"300","1","5","0","10203","6","0"
"450","2","0","0","10203","6","0"
"480","2","1","0","10203","6","0"
"510","2","2","0","10203","6","0"
"540","2","3","0","10203","6","0"
"570","2","4","0","10203","6","0"
"600","2","5","0","10203","6","0"
"750","3","0","0","10203","6","0"
"780","3","1","0","10203","6","0"
"810","3","2","0","10203","6","0"
"840","3","3","0","10203","6","0"
"870","3","4","0","10203","6","0"
"900","3","5","0","10203","6","0"
"1050","4","0","0","10203","6","0"
"1080","4","1","0","10203","6","0"
"1110","4","2","0","10203","6","0"
"1140","4","3","0","10203","6","0"
"1170","4","4","0","10203","6","0"
"1200","4","5","0","10203","6","0"
"1350","5","0","0","10203","6","0"
"1380","5","1","0","10203","6","0"
"1410","5","2","0","10203","6","0"
"1440","5","3","0","10203","6","0"
"1470","5","4","0","10203","6","0"
"1500","5","5","0","10203","6","0"
"300","1","0","0","10204","10","0"
"360","1","1","0","10204","10","0"
"420","1","2","0","10204","10","0"
"480","1","3","0","10204","10","0"
"540","1","4","0","10204","10","0"
"600","1","5","0","10204","10","0"
"900","2","0","0","10204","10","0"
"960","2","1","0","10204","10","0"
"1020","2","2","0","10204","10","0"
"1080","2","3","0","10204","10","0"
"1140","2","4","0","10204","10","0"
"1200","2","5","0","10204","10","0"
"1500","3","0","0","10204","10","0"
"1560","3","1","0","10204","10","0"
"1620","3","2","0","10204","10","0"
"1680","3","3","0","10204","10","0"
"1740","3","4","0","10204","10","0"
"1800","3","5","0","10204","10","0"
"2100","4","0","0","10204","10","0"
"2160","4","1","0","10204","10","0"
"2220","4","2","0","10204","10","0"
"2280","4","3","0","10204","10","0"
"2340","4","4","0","10204","10","0"
"2400","4","5","0","10204","10","0"
"2700","5","0","0","10204","10","0"
"2760","5","1","0","10204","10","0"
"2820","5","2","0","10204","10","0"
"2880","5","3","0","10204","10","0"
"2940","5","4","0","10204","10","0"
"3000","5","5","0","10204","10","0"
"150","1","0","0","10301","1","0"
"180","1","1","0","10301","1","0"
"210","1","2","0","10301","1","0"
"240","1","3","0","10301","1","0"
"270","1","4","0","10301","1","0"
"300","1","5","0","10301","1","0"
"450","2","0","0","10301","1","0"
"480","2","1","0","10301","1","0"
"510","2","2","0","10301","1","0"
"540","2","3","0","10301","1","0"
"570","2","4","0","10301","1","0"
"600","2","5","0","10301","1","0"
"750","3","0","0","10301","1","0"
"780","3","1","0","10301","1","0"
"810","3","2","0","10301","1","0"
"840","3","3","0","10301","1","0"
"870","3","4","0","10301","1","0"
"900","3","5","0","10301","1","0"
"1050","4","0","0","10301","1","0"
"1080","4","1","0","10301","1","0"
"1110","4","2","0","10301","1","0"
"1140","4","3","0","10301","1","0"
"1170","4","4","0","10301","1","0"
"1200","4","5","0","10301","1","0"
"1350","5","0","0","10301","1","0"
"1380","5","1","0","10301","1","0"
"1410","5","2","0","10301","1","0"
"1440","5","3","0","10301","1","0"
"1470","5","4","0","10301","1","0"
"1500","5","5","0","10301","1","0"
"150","1","0","0","10302","3","0"
"180","1","1","0","10302","3","0"
"210","1","2","0","10302","3","0"
"240","1","3","0","10302","3","0"
"270","1","4","0","10302","3","0"
"300","1","5","0","10302","3","0"
"450","2","0","0","10302","3","0"
"480","2","1","0","10302","3","0"
"510","2","2","0","10302","3","0"
"540","2","3","0","10302","3","0"
"570","2","4","0","10302","3","0"
"600","2","5","0","10302","3","0"
"750","3","0","0","10302","3","0"
"780","3","1","0","10302","3","0"
"810","3","2","0","10302","3","0"
"840","3","3","0","10302","3","0"
"870","3","4","0","10302","3","0"
"900","3","5","0","10302","3","0"
"1050","4","0","0","10302","3","0"
"1080","4","1","0","10302","3","0"
"1110","4","2","0","10302","3","0"
"1140","4","3","0","10302","3","0"
"1170","4","4","0","10302","3","0"
"1200","4","5","0","10302","3","0"
"1350","5","0","0","10302","3","0"
"1380","5","1","0","10302","3","0"
"1410","5","2","0","10302","3","0"
"1440","5","3","0","10302","3","0"
"1470","5","4","0","10302","3","0"
"1500","5","5","0","10302","3","0"
"150","1","0","0","10303","4","0"
"180","1","1","0","10303","4","0"
"210","1","2","0","10303","4","0"
"240","1","3","0","10303","4","0"
"270","1","4","0","10303","4","0"
"300","1","5","0","10303","4","0"
"450","2","0","0","10303","4","0"
"480","2","1","0","10303","4","0"
"510","2","2","0","10303","4","0"
"540","2","3","0","10303","4","0"
"570","2","4","0","10303","4","0"
"600","2","5","0","10303","4","0"
"750","3","0","0","10303","4","0"
"780","3","1","0","10303","4","0"
"810","3","2","0","10303","4","0"
"840","3","3","0","10303","4","0"
"870","3","4","0","10303","4","0"
"900","3","5","0","10303","4","0"
"1050","4","0","0","10303","4","0"
"1080","4","1","0","10303","4","0"
"1110","4","2","0","10303","4","0"
"1140","4","3","0","10303","4","0"
"1170","4","4","0","10303","4","0"
"1200","4","5","0","10303","4","0"
"1350","5","0","0","10303","4","0"
"1380","5","1","0","10303","4","0"
"1410","5","2","0","10303","4","0"
"1440","5","3","0","10303","4","0"
"1470","5","4","0","10303","4","0"
"1500","5","5","0","10303","4","0"
"200","1","0","0","10304","11","0"
"240","1","1","0","10304","11","0"
"280","1","2","0","10304","11","0"
"320","1","3","0","10304","11","0"
"360","1","4","0","10304","11","0"
"400","1","5","0","10304","11","0"
"600","2","0","0","10304","11","0"
"640","2","1","0","10304","11","0"
"680","2","2","0","10304","11","0"
"720","2","3","0","10304","11","0"
"760","2","4","0","10304","11","0"
"800","2","5","0","10304","11","0"
"1000","3","0","0","10304","11","0"
"1040","3","1","0","10304","11","0"
"1080","3","2","0","10304","11","0"
"1120","3","3","0","10304","11","0"
"1160","3","4","0","10304","11","0"
"1200","3","5","0","10304","11","0"
"1400","4","0","0","10304","11","0"
"1440","4","1","0","10304","11","0"
"1480","4","2","0","10304","11","0"
"1520","4","3","0","10304","11","0"
"1560","4","4","0","10304","11","0"
"1600","4","5","0","10304","11","0"
"1800","5","0","0","10304","11","0"
"1840","5","1","0","10304","11","0"
"1880","5","2","0","10304","11","0"
"1920","5","3","0","10304","11","0"
"1960","5","4","0","10304","11","0"
"2000","5","5","0","10304","11","0"
"150","1","0","0","10401","1","0"
"180","1","1","0","10401","1","0"
"210","1","2","0","10401","1","0"
"240","1","3","0","10401","1","0"
"270","1","4","0","10401","1","0"
"300","1","5","0","10401","1","0"
"450","2","0","0","10401","1","0"
"480","2","1","0","10401","1","0"
"510","2","2","0","10401","1","0"
"540","2","3","0","10401","1","0"
"570","2","4","0","10401","1","0"
"600","2","5","0","10401","1","0"
"750","3","0","0","10401","1","0"
"780","3","1","0","10401","1","0"
"810","3","2","0","10401","1","0"
"840","3","3","0","10401","1","0"
"870","3","4","0","10401","1","0"
"900","3","5","0","10401","1","0"
"1050","4","0","0","10401","1","0"
"1080","4","1","0","10401","1","0"
"1110","4","2","0","10401","1","0"
"1140","4","3","0","10401","1","0"
"1170","4","4","0","10401","1","0"
"1200","4","5","0","10401","1","0"
"1350","5","0","0","10401","1","0"
"1380","5","1","0","10401","1","0"
"1410","5","2","0","10401","1","0"
"1440","5","3","0","10401","1","0"
"1470","5","4","0","10401","1","0"
"1500","5","5","0","10401","1","0"
"150","1","0","0","10402","3","0"
"180","1","1","0","10402","3","0"
"210","1","2","0","10402","3","0"
"240","1","3","0","10402","3","0"
"270","1","4","0","10402","3","0"
"300","1","5","0","10402","3","0"
"450","2","0","0","10402","3","0"
"480","2","1","0","10402","3","0"
"510","2","2","0","10402","3","0"
"540","2","3","0","10402","3","0"
"570","2","4","0","10402","3","0"
"600","2","5","0","10402","3","0"
"750","3","0","0","10402","3","0"
"780","3","1","0","10402","3","0"
"810","3","2","0","10402","3","0"
"840","3","3","0","10402","3","0"
"870","3","4","0","10402","3","0"
"900","3","5","0","10402","3","0"
"1050","4","0","0","10402","3","0"
"1080","4","1","0","10402","3","0"
"1110","4","2","0","10402","3","0"
"1140","4","3","0","10402","3","0"
"1170","4","4","0","10402","3","0"
"1200","4","5","0","10402","3","0"
"1350","5","0","0","10402","3","0"
"1380","5","1","0","10402","3","0"
"1410","5","2","0","10402","3","0"
"1440","5","3","0","10402","3","0"
"1470","5","4","0","10402","3","0"
"1500","5","5","0","10402","3","0"
"150","1","0","0","10403","4","0"
"180","1","1","0","10403","4","0"
"210","1","2","0","10403","4","0"
"240","1","3","0","10403","4","0"
"270","1","4","0","10403","4","0"
"300","1","5","0","10403","4","0"
"450","2","0","0","10403","4","0"
"480","2","1","0","10403","4","0"
"510","2","2","0","10403","4","0"
"540","2","3","0","10403","4","0"
"570","2","4","0","10403","4","0"
"600","2","5","0","10403","4","0"
"750","3","0","0","10403","4","0"
"780","3","1","0","10403","4","0"
"810","3","2","0","10403","4","0"
"840","3","3","0","10403","4","0"
"870","3","4","0","10403","4","0"
"900","3","5","0","10403","4","0"
"1050","4","0","0","10403","4","0"
"1080","4","1","0","10403","4","0"
"1110","4","2","0","10403","4","0"
"1140","4","3","0","10403","4","0"
"1170","4","4","0","10403","4","0"
"1200","4","5","0","10403","4","0"
"1350","5","0","0","10403","4","0"
"1380","5","1","0","10403","4","0"
"1410","5","2","0","10403","4","0"
"1440","5","3","0","10403","4","0"
"1470","5","4","0","10403","4","0"
"1500","5","5","0","10403","4","0"
"200","1","0","0","10404","12","0"
"240","1","1","0","10404","12","0"
"280","1","2","0","10404","12","0"
"320","1","3","0","10404","12","0"
"360","1","4","0","10404","12","0"
"400","1","5","0","10404","12","0"
"600","2","0","0","10404","12","0"
"640","2","1","0","10404","12","0"
"680","2","2","0","10404","12","0"
"720","2","3","0","10404","12","0"
"760","2","4","0","10404","12","0"
"800","2","5","0","10404","12","0"
"1000","3","0","0","10404","12","0"
"1040","3","1","0","10404","12","0"
"1080","3","2","0","10404","12","0"
"1120","3","3","0","10404","12","0"
"1160","3","4","0","10404","12","0"
"1200","3","5","0","10404","12","0"
"1400","4","0","0","10404","12","0"
"1440","4","1","0","10404","12","0"
"1480","4","2","0","10404","12","0"
"1520","4","3","0","10404","12","0"
"1560","4","4","0","10404","12","0"
"1600","4","5","0","10404","12","0"
"1800","5","0","0","10404","12","0"
"1840","5","1","0","10404","12","0"
"1880","5","2","0","10404","12","0"
"1920","5","3","0","10404","12","0"
"1960","5","4","0","10404","12","0"
"2000","5","5","0","10404","12","0"
"150","1","0","0","10501","1","0"
"180","1","1","0","10501","1","0"
"210","1","2","0","10501","1","0"
"240","1","3","0","10501","1","0"
"270","1","4","0","10501","1","0"
"300","1","5","0","10501","1","0"
"450","2","0","0","10501","1","0"
"480","2","1","0","10501","1","0"
"510","2","2","0","10501","1","0"
"540","2","3","0","10501","1","0"
"570","2","4","0","10501","1","0"
"600","2","5","0","10501","1","0"
"750","3","0","0","10501","1","0"
"780","3","1","0","10501","1","0"
"810","3","2","0","10501","1","0"
"840","3","3","0","10501","1","0"
"870","3","4","0","10501","1","0"
"900","3","5","0","10501","1","0"
"1050","4","0","0","10501","1","0"
"1080","4","1","0","10501","1","0"
"1110","4","2","0","10501","1","0"
"1140","4","3","0","10501","1","0"
"1170","4","4","0","10501","1","0"
"1200","4","5","0","10501","1","0"
"1350","5","0","0","10501","1","0"
"1380","5","1","0","10501","1","0"
"1410","5","2","0","10501","1","0"
"1440","5","3","0","10501","1","0"
"1470","5","4","0","10501","1","0"
"1500","5","5","0","10501","1","0"
"150","1","0","0","10502","3","0"
"180","1","1","0","10502","3","0"
"210","1","2","0","10502","3","0"
"240","1","3","0","10502","3","0"
"270","1","4","0","10502","3","0"
"300","1","5","0","10502","3","0"
"450","2","0","0","10502","3","0"
"480","2","1","0","10502","3","0"
"510","2","2","0","10502","3","0"
"540","2","3","0","10502","3","0"
"570","2","4","0","10502","3","0"
"600","2","5","0","10502","3","0"
"750","3","0","0","10502","3","0"
"780","3","1","0","10502","3","0"
"810","3","2","0","10502","3","0"
"840","3","3","0","10502","3","0"
"870","3","4","0","10502","3","0"
"900","3","5","0","10502","3","0"
"1050","4","0","0","10502","3","0"
"1080","4","1","0","10502","3","0"
"1110","4","2","0","10502","3","0"
"1140","4","3","0","10502","3","0"
"1170","4","4","0","10502","3","0"
"1200","4","5","0","10502","3","0"
"1350","5","0","0","10502","3","0"
"1380","5","1","0","10502","3","0"
"1410","5","2","0","10502","3","0"
"1440","5","3","0","10502","3","0"
"1470","5","4","0","10502","3","0"
"1500","5","5","0","10502","3","0"
"150","1","0","0","10503","4","0"
"180","1","1","0","10503","4","0"
"210","1","2","0","10503","4","0"
"240","1","3","0","10503","4","0"
"270","1","4","0","10503","4","0"
"300","1","5","0","10503","4","0"
"450","2","0","0","10503","4","0"
"480","2","1","0","10503","4","0"
"510","2","2","0","10503","4","0"
"540","2","3","0","10503","4","0"
"570","2","4","0","10503","4","0"
"600","2","5","0","10503","4","0"
"750","3","0","0","10503","4","0"
"780","3","1","0","10503","4","0"
"810","3","2","0","10503","4","0"
"840","3","3","0","10503","4","0"
"870","3","4","0","10503","4","0"
"900","3","5","0","10503","4","0"
"1050","4","0","0","10503","4","0"
"1080","4","1","0","10503","4","0"
"1110","4","2","0","10503","4","0"
"1140","4","3","0","10503","4","0"
"1170","4","4","0","10503","4","0"
"1200","4","5","0","10503","4","0"
"1350","5","0","0","10503","4","0"
"1380","5","1","0","10503","4","0"
"1410","5","2","0","10503","4","0"
"1440","5","3","0","10503","4","0"
"1470","5","4","0","10503","4","0"
"1500","5","5","0","10503","4","0"
"500","1","0","0","10504","14","0"
"600","1","1","0","10504","14","0"
"700","1","2","0","10504","14","0"
"800","1","3","0","10504","14","0"
"900","1","4","0","10504","14","0"
"1000","1","5","0","10504","14","0"
"1500","2","0","0","10504","14","0"
"1600","2","1","0","10504","14","0"
"1700","2","2","0","10504","14","0"
"1800","2","3","0","10504","14","0"
"1900","2","4","0","10504","14","0"
"2000","2","5","0","10504","14","0"
"2500","3","0","0","10504","14","0"
"2600","3","1","0","10504","14","0"
"2700","3","2","0","10504","14","0"
"2800","3","3","0","10504","14","0"
"2900","3","4","0","10504","14","0"
"3000","3","5","0","10504","14","0"
"3500","4","0","0","10504","14","0"
"3600","4","1","0","10504","14","0"
"3700","4","2","0","10504","14","0"
"3800","4","3","0","10504","14","0"
"3900","4","4","0","10504","14","0"
"4000","4","5","0","10504","14","0"
"4500","5","0","0","10504","14","0"
"4600","5","1","0","10504","14","0"
"4700","5","2","0","10504","14","0"
"4800","5","3","0","10504","14","0"
"4900","5","4","0","10504","14","0"
"5000","5","5","0","10504","14","0"
"150","1","0","0","10601","1","0"
"180","1","1","0","10601","1","0"
"210","1","2","0","10601","1","0"
"240","1","3","0","10601","1","0"
"270","1","4","0","10601","1","0"
"300","1","5","0","10601","1","0"
"450","2","0","0","10601","1","0"
"480","2","1","0","10601","1","0"
"510","2","2","0","10601","1","0"
"540","2","3","0","10601","1","0"
"570","2","4","0","10601","1","0"
"600","2","5","0","10601","1","0"
"750","3","0","0","10601","1","0"
"780","3","1","0","10601","1","0"
"810","3","2","0","10601","1","0"
"840","3","3","0","10601","1","0"
"870","3","4","0","10601","1","0"
"900","3","5","0","10601","1","0"
"1050","4","0","0","10601","1","0"
"1080","4","1","0","10601","1","0"
"1110","4","2","0","10601","1","0"
"1140","4","3","0","10601","1","0"
"1170","4","4","0","10601","1","0"
"1200","4","5","0","10601","1","0"
"1350","5","0","0","10601","1","0"
"1380","5","1","0","10601","1","0"
"1410","5","2","0","10601","1","0"
"1440","5","3","0","10601","1","0"
"1470","5","4","0","10601","1","0"
"1500","5","5","0","10601","1","0"
"150","1","0","0","10602","3","0"
"180","1","1","0","10602","3","0"
"210","1","2","0","10602","3","0"
"240","1","3","0","10602","3","0"
"270","1","4","0","10602","3","0"
"300","1","5","0","10602","3","0"
"450","2","0","0","10602","3","0"
"480","2","1","0","10602","3","0"
"510","2","2","0","10602","3","0"
"540","2","3","0","10602","3","0"
"570","2","4","0","10602","3","0"
"600","2","5","0","10602","3","0"
"750","3","0","0","10602","3","0"
"780","3","1","0","10602","3","0"
"810","3","2","0","10602","3","0"
"840","3","3","0","10602","3","0"
"870","3","4","0","10602","3","0"
"900","3","5","0","10602","3","0"
"1050","4","0","0","10602","3","0"
"1080","4","1","0","10602","3","0"
"1110","4","2","0","10602","3","0"
"1140","4","3","0","10602","3","0"
"1170","4","4","0","10602","3","0"
"1200","4","5","0","10602","3","0"
"1350","5","0","0","10602","3","0"
"1380","5","1","0","10602","3","0"
"1410","5","2","0","10602","3","0"
"1440","5","3","0","10602","3","0"
"1470","5","4","0","10602","3","0"
"1500","5","5","0","10602","3","0"
"150","1","0","0","10603","4","0"
"180","1","1","0","10603","4","0"
"210","1","2","0","10603","4","0"
"240","1","3","0","10603","4","0"
"270","1","4","0","10603","4","0"
"300","1","5","0","10603","4","0"
"450","2","0","0","10603","4","0"
"480","2","1","0","10603","4","0"
"510","2","2","0","10603","4","0"
"540","2","3","0","10603","4","0"
"570","2","4","0","10603","4","0"
"600","2","5","0","10603","4","0"
"750","3","0","0","10603","4","0"
"780","3","1","0","10603","4","0"
"810","3","2","0","10603","4","0"
"840","3","3","0","10603","4","0"
"870","3","4","0","10603","4","0"
"900","3","5","0","10603","4","0"
"1050","4","0","0","10603","4","0"
"1080","4","1","0","10603","4","0"
"1110","4","2","0","10603","4","0"
"1140","4","3","0","10603","4","0"
"1170","4","4","0","10603","4","0"
"1200","4","5","0","10603","4","0"
"1350","5","0","0","10603","4","0"
"1380","5","1","0","10603","4","0"
"1410","5","2","0","10603","4","0"
"1440","5","3","0","10603","4","0"
"1470","5","4","0","10603","4","0"
"1500","5","5","0","10603","4","0"
"200","1","0","0","10604","13","0"
"240","1","1","0","10604","13","0"
"280","1","2","0","10604","13","0"
"320","1","3","0","10604","13","0"
"360","1","4","0","10604","13","0"
"400","1","5","0","10604","13","0"
"600","2","0","0","10604","13","0"
"640","2","1","0","10604","13","0"
"680","2","2","0","10604","13","0"
"720","2","3","0","10604","13","0"
"760","2","4","0","10604","13","0"
"800","2","5","0","10604","13","0"
"1000","3","0","0","10604","13","0"
"1040","3","1","0","10604","13","0"
"1080","3","2","0","10604","13","0"
"1120","3","3","0","10604","13","0"
"1160","3","4","0","10604","13","0"
"1200","3","5","0","10604","13","0"
"1400","4","0","0","10604","13","0"
"1440","4","1","0","10604","13","0"
"1480","4","2","0","10604","13","0"
"1520","4","3","0","10604","13","0"
"1560","4","4","0","10604","13","0"
"1600","4","5","0","10604","13","0"
"1800","5","0","0","10604","13","0"
"1840","5","1","0","10604","13","0"
"1880","5","2","0","10604","13","0"
"1920","5","3","0","10604","13","0"
"1960","5","4","0","10604","13","0"
"2000","5","5","0","10604","13","0"
"150","1","0","0","10701","1","0"
"180","1","1","0","10701","1","0"
"210","1","2","0","10701","1","0"
"240","1","3","0","10701","1","0"
"270","1","4","0","10701","1","0"
"300","1","5","0","10701","1","0"
"450","2","0","0","10701","1","0"
"480","2","1","0","10701","1","0"
"510","2","2","0","10701","1","0"
"540","2","3","0","10701","1","0"
"570","2","4","0","10701","1","0"
"600","2","5","0","10701","1","0"
"750","3","0","0","10701","1","0"
"780","3","1","0","10701","1","0"
"810","3","2","0","10701","1","0"
"840","3","3","0","10701","1","0"
"870","3","4","0","10701","1","0"
"900","3","5","0","10701","1","0"
"1050","4","0","0","10701","1","0"
"1080","4","1","0","10701","1","0"
"1110","4","2","0","10701","1","0"
"1140","4","3","0","10701","1","0"
"1170","4","4","0","10701","1","0"
"1200","4","5","0","10701","1","0"
"1350","5","0","0","10701","1","0"
"1380","5","1","0","10701","1","0"
"1410","5","2","0","10701","1","0"
"1440","5","3","0","10701","1","0"
"1470","5","4","0","10701","1","0"
"1500","5","5","0","10701","1","0"
"150","1","0","0","10702","3","0"
"180","1","1","0","10702","3","0"
"210","1","2","0","10702","3","0"
"240","1","3","0","10702","3","0"
"270","1","4","0","10702","3","0"
"300","1","5","0","10702","3","0"
"450","2","0","0","10702","3","0"
"480","2","1","0","10702","3","0"
"510","2","2","0","10702","3","0"
"540","2","3","0","10702","3","0"
"570","2","4","0","10702","3","0"
"600","2","5","0","10702","3","0"
"750","3","0","0","10702","3","0"
"780","3","1","0","10702","3","0"
"810","3","2","0","10702","3","0"
"840","3","3","0","10702","3","0"
"870","3","4","0","10702","3","0"
