f3580473ce59240366225d23102ef0a22de899e712f1ed8981fb059a7d3de5ef,c35da1f22f8e990e3c0fd3c5f2170e1d7d5b14c9ebedd386e9b69de5b7c34e6f,8d9adde8a88bec7db24d14c9b9e3aa7c35a700c85ac1c4e805c05148f1cb3749,5867e33e8a0b60d08f50a8c750cccf77becb30765ba2f360d76b794a76926e8a,7d82fea027482c88b1dd23b0bbc7ba233d8bb53371c2550adafe77c081906096,e3bb46eadd48b2b16783f207066b67cb10a83146a64472b974a2be1def32be44,490e758219f3f9e719c037122ecb1bbb4203f11b8c3898770bb244886eed9d88,717af79f4d2ba42b9a15323d3766e69cfce58ba971b0d88428d3e2960431ac0b,291ebdd328f31d2da28ee7ac69097542b5d5eab26fac2da37370324cf077e6a5,3eddfa5161e410908034edfdf5bb9809085d439ff6c35c78ece3d1993315387c
"13050","1","7023","1","3","375","7024","3100008","36","7022"
"13050","1","7026","1","3","375","7027","3100009","36","7025"
"13050","1","7029","1","3","375","7030","3100010","36","7028"
"14280","2","8002","1","3","340","8003","3200001","41","8001"
"14280","2","8005","1","3","340","8006","3200002","41","8004"
"14280","2","8008","1","3","340","8009","3200003","41","8007"
"14280","2","8011","1","3","340","8012","3200004","41","8010"
"14280","2","8014","1","3","340","8015","3200005","41","8013"
"14280","2","8017","1","3","340","8018","3200006","41","8016"
"14280","2","8020","1","3","340","8021","3200007","41","8019"
"14280","2","8023","1","3","340","8024","3200008","41","8022"
"14280","2","8026","1","3","340","8027","3200009","41","8025"
"14280","2","8029","1","3","340","8030","3200010","41","8028"
"14280","2","8032","1","3","340","8033","3200011","41","8031"
"14280","2","8035","1","3","340","8036","3200012","41","8034"
"13050","2","8038","1","3","375","8039","3200013","38","8037"
"13050","2","8041","1","3","375","8042","3200014","38","8040"
"13050","2","8044","1","3","375","8045","3200015","38","8043"
"13050","2","8047","1","3","375","8048","3200016","38","8046"
"13050","2","8050","1","3","375","8051","3200017","38","8049"
"13050","2","8053","1","3","375","8054","3200018","38","8052"
"13050","2","8056","1","3","375","8057","3200019","38","8055"
"13050","2","8059","1","3","375","8060","3200020","38","8058"
"14280","3","9002","1","3","340","9003","3300001","40","9001"
"14280","3","9005","1","3","340","9006","3300002","40","9004"
"14280","3","9008","1","3","340","9009","3300003","40","9007"
"14280","3","9011","1","3","340","9012","3300004","40","9010"
"14280","3","9014","1","3","340","9015","3300005","40","9013"
"14280","3","9017","1","3","340","9018","3300006","40","9016"
"14280","3","9020","1","3","340","9021","3300007","40","9019"
"14280","3","9023","1","3","340","9024","3300008","40","9022"
"14280","3","9026","1","3","340","9027","3300009","40","9025"
"14280","3","9029","1","3","340","9030","3300010","40","9028"
"14280","3","9032","1","3","340","9033","3300011","40","9031"
"14280","3","9035","1","3","340","9036","3300012","40","9034"
"14280","3","9038","1","3","340","9039","3300013","40","9037"
"14280","3","9041","1","3","340","9042","3300014","40","9040"
"14280","3","9044","1","3","340","9045","3300015","40","9043"
"14280","3","9047","1","3","340","9048","3300016","40","9046"
"14280","3","9050","1","3","340","9051","3300017","40","9049"
"14280","3","9053","1","3","340","9054","3300018","40","9052"
"13050","3","9056","1","3","375","9057","3300019","39","9055"
"13050","3","9059","1","3","375","9060","3300020","39","9058"
"13050","3","9062","1","3","375","9063","3300021","39","9061"
"13050","3","9065","1","3","375","9066","3300022","39","9064"
"13050","3","9068","1","3","375","9069","3300023","39","9067"
"13050","3","9071","1","3","375","9072","3300024","39","9070"
"13050","3","9074","1","3","375","9075","3300025","39","9073"
"13050","3","9077","1","3","375","9078","3300026","39","9076"
"13050","3","9080","1","3","375","9081","3300027","39","9079"
"13050","3","9083","1","3","375","9084","3300028","39","9082"
"13050","3","9086","1","3","375","9087","3300029","39","9085"
"13050","3","9089","1","3","375","9090","3300030","39","9088"
