84f054e078c15aee3ab9cf08eafc786f512c37ca1900db92410a332245c23098,e309c4036a2c6158a884afa5ede6f8e2c3f502411d7dd4829b22a6218a5d8adb,6e5a409044005118d981815410638ecf24f749dd34ccb096b1e905d1214e9094,053cfdfea1396a5995dbb56f1abaa77a21de21dfbbcdbe9af39426afb21a202a,6cc3cd772a58cca205d06d954e07e81e069fe86d5339543796160e7cafa3257d,d1449191e0aaa42f9d7c78fd5814c86d274afe51c65ad7f7e11d7f9a12a534a7,4c278b69e1b9d34428dfb6b1b281917d4c630381933cb6fae0b7abb3cf81fdff,9ba59f95a607247825c607cc8f5fef40b8f7dd751d7f259830b3113a3c7a95c3,796102a685a165a848e598d6a71183eea3fd79e6d96c995afd82a7fdf24d8f0e,eefb36f344ebf96c88b4f7a52aeadf86a4226fc42685ae1bfde8675b675b5c92,738ed84561b18e17ecafc4919a20cfb05529b371be12f4640930867ef5fd6053,fcaaf78bd77b3372cd1f734fabaf43024c2f7b406448daf6e8c67604b1b13ed8,5f88ec25639d5c4160a400f7720e194d3534bbfcd7121e1ae70cd7c004e92346,6d5d648a1c4c936986dd3ba3fcd8cea2ef248250aa3f57eab7ec034525ada6c2,3e43f0d137252fe602bbd7840b131783076155eb1053b0c9470d60a642e6e65d,ae2065581a4311f17b409e562cf0e7bd459c6168819499054f07f61c7544b6c4,1f22cfcefe2af231d94de1a0983e51aef13e52c8637c54745ab12ea3172209b8,2f6694a79cccdc9752e1278a1576f83f0ac48e987a9e3356733def1da30e87fb
"10004","0","0","0","0","20","0","91002","0","0","0","0","250","8","0","0","0","4"
"10005","0","0","0","0","21","0","91002","0","0","0","0","500","8","0","0","0","1"
"10005","0","0","0","0","22","0","91002","0","0","0","0","400","8","0","0","0","2"
"10005","0","0","0","0","23","0","91002","0","0","0","0","300","8","0","0","0","3"
"10005","0","0","0","0","24","0","91002","0","0","0","0","250","8","0","0","0","4"
"10006","0","0","0","0","25","0","91002","0","0","0","0","500","8","0","0","0","1"
"10006","0","0","0","0","26","0","91002","0","0","0","0","400","8","0","0","0","2"
"10006","0","0","0","0","27","0","91002","0","0","0","0","300","8","0","0","0","3"
"10006","0","0","0","0","28","0","91002","0","0","0","0","250","8","0","0","0","4"
"10007","0","0","0","0","29","0","91002","0","0","0","0","500","8","0","0","0","1"
"10007","0","0","0","0","30","0","91002","0","0","0","0","400","8","0","0","0","2"
"10007","0","0","0","0","31","0","91002","0","0","0","0","300","8","0","0","0","3"
"10007","0","0","0","0","32","0","91002","0","0","0","0","250","8","0","0","0","4"
"10008","0","0","0","0","33","0","91002","0","0","0","0","500","8","0","0","0","1"
"10008","0","0","0","0","34","0","91002","0","0","0","0","400","8","0","0","0","2"
"10008","0","0","0","0","35","0","91002","0","0","0","0","300","8","0","0","0","3"
"10008","0","0","0","0","36","0","91002","0","0","0","0","250","8","0","0","0","4"
"10009","0","0","0","0","37","0","91002","0","0","0","0","500","8","0","0","0","1"
"10009","0","0","0","0","38","0","91002","0","0","0","0","400","8","0","0","0","2"
"10009","0","0","0","0","39","0","91002","0","0","0","0","300","8","0","0","0","3"
"10009","0","0","0","0","40","0","91002","0","0","0","0","250","8","0","0","0","4"
"10010","0","0","0","0","41","0","91002","0","0","0","0","500","8","0","0","0","1"
"10010","0","0","0","0","42","0","91002","0","0","0","0","400","8","0","0","0","2"
"10010","0","0","0","0","43","0","91002","0","0","0","0","300","8","0","0","0","3"
"10010","0","0","0","0","44","0","91002","0","0","0","0","250","8","0","0","0","4"
"10011","0","0","0","0","45","0","91002","0","0","0","0","500","8","0","0","0","1"
"10011","0","0","0","0","46","0","91002","0","0","0","0","400","8","0","0","0","2"
"10011","0","0","0","0","47","0","91002","0","0","0","0","300","8","0","0","0","3"
"10011","0","0","0","0","48","0","91002","0","0","0","0","250","8","0","0","0","4"
"10012","0","0","0","0","49","0","91002","0","0","0","0","500","8","0","0","0","1"
"10012","0","0","0","0","50","0","91002","0","0","0","0","400","8","0","0","0","2"
"10012","0","0","0","0","51","0","91002","0","0","0","0","300","8","0","0","0","3"
"10012","0","0","0","0","52","0","91002","0","0","0","0","250","8","0","0","0","4"
"10013","0","0","0","0","53","0","91002","0","0","0","0","500","8","0","0","0","1"
"10013","0","0","0","0","54","0","91002","0","0","0","0","400","8","0","0","0","2"
"10013","0","0","0","0","55","0","91002","0","0","0","0","300","8","0","0","0","3"
"10013","0","0","0","0","56","0","91002","0","0","0","0","250","8","0","0","0","4"
"10014","0","0","0","0","57","0","91002","0","0","0","0","500","8","0","0","0","1"
"10014","0","0","0","0","58","0","91002","0","0","0","0","400","8","0","0","0","2"
"10014","0","0","0","0","59","0","91002","0","0","0","0","300","8","0","0","0","3"
"10014","0","0","0","0","60","0","91002","0","0","0","0","250","8","0","0","0","4"
