8d6ff156ce9b98fbe6bf9c61008fed8f6f2c93e955aad43e1eee439b06d0f10f,1af0c4b30ce35cc2e464d554923551df32fddc4ad999ee38983c7af89ade0e98,26909a37ce659ec1e4e082ea7c7404c911258ca0f3ec40500e2208914687ff5d,9f0fb2725278c935397a02b4fac45daa620a85b06b3fa1ec6cc2d2bc047100b7,dd83c6c3410ca354f4d64cfe6f222356b1880d9349dd25a32edf92e6ece5bb02,2c1eda2d87bf5d348b4182000b3493120592f3605ef2e5e62880e9afdc0beee6,2d45949e6d8a2f4820eb8be44194af71265d0b5feb11111d3767811bc12e97ec,d26c3e65fc513af483bdf0c86dd5ed2c4c393b481a1defc4f0606fd610049b65,ef60e3c100d709e8643a00a80ea231e16f96b5a2a2455bb31399a78c0a1e1e53,2f5f9d043559e73a165f284fdb5c4d0d30f685900a631e5ab2df0968562f5a5e,d68cf6009718eda6402c39322e1be4da6efa4dc35ffe890b4bd7005a3c8e7c6f
"10101023","0","4","3","コッコロを★3にしよう","0","1","0","10101","10101023","105901"
"10101024","0","11","1","メインクエスト6-14 (NORMAL)をクリアしよう","0","1","0","10101","10101024","11006014"
"10101025","0","11","1","メインクエスト7-14 (NORMAL)をクリアしよう","99010","1","0","10101","10101025","11007014"
"10101026","0","17","25","メインストーリー第1部ステップ1のミッションをすべて達成しよう","0","1","0","10101","10101026","1010101"
"10102001","0","11","1","メインクエスト9-2 (NORMAL)をクリアしよう","99010","1","0","10102","10102001","11009002"
"10102002","0","16","1","メインストーリー第4章をすべて閲覧しよう","0","1","0","10102","10102002","2004010"
"10102003","0","13","1","聖跡調査クエストを1回クリアしよう","0","1","0","10102","10102003","18001"
"10102004","0","5","1","ペコリーヌの専用装備１を装備しよう","0","1","0","10102","10102004","105801"
"10102005","0","5","1","コッコロの専用装備１を装備しよう","0","1","0","10102","10102005","105901"
"10102006","0","11","1","メインクエスト6-1 (HARD)をクリアしよう","0","1","0","10102","10102006","12006001"
"10102007","0","4","3","ユイを★3にしよう","0","1","0","10102","10102007","100201"
"10102008","0","11","1","メインクエスト9-15 (NORMAL)をクリアしよう","31058","1","99010","10102","10102008","11009015"
"10102009","0","4","4","ペコリーヌを★4にしよう","0","1","0","10102","10102009","105801"
"10102010","0","11","1","メインクエスト10-17 (NORMAL)をクリアしよう","99010","1","99018","10102","10102010","11010017"
"10102011","0","16","1","メインストーリー第5章をすべて閲覧しよう","0","1","0","10102","10102011","2005010"
"10102012","0","11","1","メインクエスト11-17 (NORMAL)をクリアしよう","99010","1","99018","10102","10102012","11011017"
"10102013","0","17","12","メインストーリー第1部ステップ2のミッションをすべて達成しよう","0","1","0","10102","10102013","1010201"
"10103001","0","11","1","メインクエスト8-1 (HARD)をクリアしよう","0","1","0","10103","10103001","12008001"
"10103002","0","4","4","ユイを★4にしよう","0","1","0","10103","10103002","100201"
"10103003","0","16","1","メインストーリー第6章をすべて閲覧しよう","0","1","0","10103","10103003","2006099"
"10103004","0","11","1","メインクエスト12-17 (NORMAL)をクリアしよう","31059","1","99010","10103","10103004","11012017"
"10103005","0","4","4","コッコロを★4にしよう","0","1","0","10103","10103005","105901"
"10103006","0","11","1","メインクエスト13-17 (NORMAL)をクリアしよう","0","1","0","10103","10103006","11013017"
"10103007","0","11","1","メインクエスト14-14 (NORMAL)をクリアしよう","0","1","0","10103","10103007","11014014"
"10103008","0","4","4","マホを★4にしよう","0","1","0","10103","10103008","101001"
"10103009","0","16","1","メインストーリー第7章をすべて閲覧しよう","0","1","0","10103","10103009","2007099"
"10103010","0","11","1","メインクエスト15-14 (NORMAL)をクリアしよう","0","1","0","10103","10103010","11015014"
"10103011","0","4","4","サレンを★4にしよう","0","1","0","10103","10103011","102801"
"10103012","0","17","11","メインストーリー第1部ステップ3のミッションをすべて達成しよう","0","1","0","10103","10103012","1010301"
"10104001","0","11","1","メインクエスト16-14 (NORMAL)をクリアしよう","0","1","0","10104","10104001","11016014"
"10104002","0","4","4","マコトを★4にしよう","0","1","0","10104","10104002","104301"
"10104003","0","16","1","メインストーリー第8章をすべて閲覧しよう","0","1","0","10104","10104003","2008099"
"10104004","0","11","1","メインクエスト17-14 (NORMAL)をクリアしよう","0","1","0","10104","10104004","11017014"
"10104005","0","3","8","ペコリーヌの絆ランクを8にしよう","0","1","0","10104","10104005","1058"
"10104006","0","4","5","ペコリーヌを★5にしよう","0","1","0","10104","10104006","105801"
"10104007","0","11","1","メインクエスト18-14 (NORMAL)をクリアしよう","0","1","0","10104","10104007","11018014"
"10104008","0","4","5","コッコロを★5にしよう","0","1","0","10104","10104008","105901"
"10104009","0","16","1","メインストーリー第9章をすべて閲覧しよう","0","1","0","10104","10104009","2009099"
"10104010","0","13","1","神殿調査クエストを1回クリアしよう","0","1","0","10104","10104010","19001"
"10104011","0","11","1","メインクエスト18-3 (HARD)をクリアしよう","0","1","0","10104","10104011","12018003"
"10104012","0","11","1","メインクエスト18-1 (VERY HARD)をクリアしよう","0","1","0","10104","10104012","13018001"
"10104013","0","4","6","ペコリーヌを★6にしよう","0","1","0","10104","10104013","105801"
"10104014","0","17","13","メインストーリー第1部ステップ4のミッションをすべて達成しよう","0","1","0","10104","10104014","1010401"
"10105001","0","11","1","メインクエスト19-14 (NORMAL)をクリアしよう","0","1","0","10105","10105001","11019014"
"10105002","0","4","4","シズルを★4にしよう","0","1","0","10105","10105002","104901"
"10105003","0","11","1","メインクエスト20-14 (NORMAL)をクリアしよう","0","1","0","10105","10105003","11020014"
"10105004","0","16","1","メインストーリー第10章をすべて閲覧しよう","0","1","0","10105","10105004","2010099"
"10105005","0","11","1","メインクエスト21-14 (NORMAL)をクリアしよう","0","1","0","10105","10105005","11021014"
"10105006","0","4","5","ユイを★5にしよう","0","1","0","10105","10105006","100201"
"10105007","0","11","1","メインクエスト22-14 (NORMAL)をクリアしよう","0","1","0","10105","10105007","11022014"
"10105008","0","16","1","メインストーリー第11章をすべて閲覧しよう","0","1","0","10105","10105008","2011099"
"10105009","0","11","1","メインクエスト18-2 (VERY HARD)をクリアしよう","0","1","0","10105","10105009","13018002"
"10105010","0","4","6","コッコロを★6にしよう","0","1","0","10105","10105010","105901"
"10105011","0","17","10","メインストーリー第1部ステップ5のミッションをすべて達成しよう","0","1","0","10105","10105011","1010501"
"10106001","0","11","1","メインクエスト23-14 (NORMAL)をクリアしよう","0","1","0","10106","10106001","11023014"
"10106002","0","11","1","メインクエスト24-14 (NORMAL)をクリアしよう","0","1","0","10106","10106002","11024014"
"10106003","0","16","1","メインストーリー第12章をすべて閲覧しよう","0","1","0","10106","10106003","2012099"
"10106004","0","11","1","メインクエスト18-3 (VERY HARD)をクリアしよう","0","1","0","10106","10106004","13018003"
"10106005","0","4","6","キャルを★6にしよう","0","1","0","10106","10106005","106001"
"10106006","0","11","1","メインクエスト25-14 (NORMAL)をクリアしよう","0","1","0","10106","10106006","11025014"
"10106007","0","4","4","リノを★4にしよう","0","1","0","10106","10106007","101101"
"10106008","0","11","1","メインクエスト26-14 (NORMAL)をクリアしよう","0","1","0","10106","10106008","11026014"
"10106009","0","16","1","メインストーリー第13章をすべて閲覧しよう","0","1","0","10106","10106009","2013099"
"10106010","0","17","9","メインストーリー第1部ステップ6のミッションをすべて達成しよう","0","1","0","10106","10106010","1010601"
"10107001","0","11","1","メインクエスト27-14 (NORMAL)をクリアしよう","0","1","0","10107","10107001","11027014"
"10107002","0","34","1","いずれか1キャラのキャラLv限界突破をしよう","0","1","0","10107","10107002","1"
"10107003","0","11","1","メインクエスト28-14 (NORMAL)をクリアしよう","0","1","0","10107","10107003","11028014"
"10107004","0","16","1","メインストーリー第14章をすべて閲覧しよう","0","1","0","10107","10107004","2014099"
"10107005","0","11","1","メインクエスト29-14 (NORMAL)をクリアしよう","0","1","0","10107","10107005","11029014"
"10107006","0","11","1","メインクエスト30-14 (NORMAL)をクリアしよう","0","1","0","10107","10107006","11030014"
"10107007","0","15","1","王都終末決戦をクリアしよう","0","1","0","10107","10107007","9000001"
"10107008","0","16","1","メインストーリー第15章をすべて閲覧しよう","0","1","0","10107","10107008","2015009"
"10201001","0","11","1","メインクエスト31-14 (NORMAL)をクリアしよう","0","1","0","10201","10201001","11031014"
"10201002","0","11","1","メインクエスト32-14 (NORMAL)をクリアしよう","0","1","0","10201","10201002","11032014"
"10201003","0","16","1","メインストーリー第2部第1章をすべて閲覧しよう","0","1","0","10201","10201003","2101014"
"10201004","0","11","1","メインクエスト33-14 (NORMAL)をクリアしよう","0","1","0","10201","10201004","11033014"
"10201005","0","11","1","メインクエスト34-14 (NORMAL)をクリアしよう","0","1","0","10201","10201005","11034014"
"10201006","0","16","1","メインストーリー第2部第2章をすべて閲覧しよう","0","1","0","10201","10201006","2102099"
"10201007","0","11","1","メインクエスト35-14 (NORMAL)をクリアしよう","0","1","0","10201","10201007","11035014"
"10201008","0","17","7","メインストーリー第2部ステップ1のミッションをすべて達成しよう","0","1","0","10201","10201008","1020101"
"10202001","0","11","1","メインクエスト36-14 (NORMAL)をクリアしよう","0","1","0","10202","10202001","11036014"
"10202002","0","11","1","メインクエスト37-14 (NORMAL)をクリアしよう","0","1","0","10202","10202002","11037014"
"10202003","0","16","1","メインストーリー第2部第3章をすべて閲覧しよう","0","1","0","10202","10202003","2103099"
"10202004","0","5","1","シェフィの専用装備１を装備しよう","0","1","0","10202","10202004","106401"
"10202005","0","11","1","メインクエスト38-14 (NORMAL)をクリアしよう","0","1","0","10202","10202005","11038014"
"10202006","0","11","1","メインクエスト39-14 (NORMAL)をクリアしよう","0","1","0","10202","10202006","11039014"
"10202007","0","16","1","メインストーリー第2部第4章をすべて閲覧しよう","0","1","0","10202","10202007","2104099"
"10202008","0","11","1","メインクエスト40-14 (NORMAL)をクリアしよう","0","1","0","10202","10202008","11040014"
"10202009","0","17","8","メインストーリー第2部ステップ2のミッションをすべて達成しよう","0","1","0","10202","10202009","1020201"
"10203001","0","11","1","メインクエスト41-14 (NORMAL)をクリアしよう","0","1","0","10203","10203001","11041014"
"10203002","0","16","1","メインストーリー第2部第5章をすべて閲覧しよう","0","1","0","10203","10203002","2105099"
"10203003","0","11","1","メインクエスト42-14 (NORMAL)をクリアしよう","0","1","0","10203","10203003","11042014"
"10203004","0","11","1","メインクエスト43-14 (NORMAL)をクリアしよう","0","1","0","10203","10203004","11043014"
"10203005","0","16","1","メインストーリー第2部第6章をすべて閲覧しよう","0","1","0","10203","10203005","2106099"
"10203006","0","11","1","メインクエスト44-14 (NORMAL)をクリアしよう","0","1","0","10203","10203006","11044014"
"10203007","0","11","1","メインクエスト45-14 (NORMAL)をクリアしよう","0","1","0","10203","10203007","11045014"
"10203008","0","16","1","メインストーリー第2部第7章をすべて閲覧しよう","0","1","0","10203","10203008","2107099"
"10203009","0","17","8","メインストーリー第2部ステップ3のミッションをすべて達成しよう","0","1","0","10203","10203009","1020301"
"10204001","0","11","1","メインクエスト46-14 (NORMAL)をクリアしよう","0","1","0","10204","10204001","11046014"
"10204002","0","11","1","メインクエスト47-14 (NORMAL)をクリアしよう","0","1","0","10204","10204002","11047014"
"10204003","0","16","1","メインストーリー第2部第8章をすべて閲覧しよう","0","1","0","10204","10204003","2108099"
"10204004","0","4","4","シェフィを★4にしよう","0","1","0","10204","10204004","106401"
"10204005","0","11","1","メインクエスト48-14 (NORMAL)をクリアしよう","0","1","0","10204","10204005","11048014"
"10204006","0","11","1","メインクエスト49-14 (NORMAL)をクリアしよう","0","1","0","10204","10204006","11049014"
"10204007","0","11","1","メインクエスト50-14 (NORMAL)をクリアしよう","0","1","0","10204","10204007","11050014"
"10204008","0","16","1","メインストーリー第2部第9章をすべて閲覧しよう","0","1","0","10204","10204008","2109099"
"10204009","0","4","5","シェフィを★5にしよう","0","1","0","10204","10204009","106401"
"10204010","0","17","9","メインストーリー第2部ステップ4のミッションをすべて達成しよう","0","1","0","10204","10204010","1020401"
"10205001","0","11","1","メインクエスト51-14 (NORMAL)をクリアしよう","0","1","0","10205","10205001","11051014"
"10205002","0","11","1","メインクエスト52-14 (NORMAL)をクリアしよう","0","1","0","10205","10205002","11052014"
"10205003","0","16","1","メインストーリー第2部第10章をすべて閲覧しよう","0","1","0","10205","10205003","2110099"
"10205004","0","11","1","メインクエスト53-14 (NORMAL)をクリアしよう","0","1","0","10205","10205004","11053014"
"10205005","0","11","1","メインクエスト54-14 (NORMAL)をクリアしよう","0","1","0","10205","10205005","11054014"
"10205006","0","16","1","メインストーリー第2部第11章をすべて閲覧しよう","0","1","0","10205","10205006","2111099"
"10205007","0","11","1","メインクエスト55-14 (NORMAL)をクリアしよう","0","1","0","10205","10205007","11055014"
"10205008","0","11","1","メインクエスト56-14 (NORMAL)をクリアしよう","0","1","0","10205","10205008","11056014"
"10205009","0","16","1","メインストーリー第2部第12章をすべて閲覧しよう","0","1","0","10205","10205009","2112099"
"10205010","0","11","1","メインクエスト57-14 (NORMAL)をクリアしよう","0","1","0","10205","10205010","11057014"
"10205011","0","11","1","メインクエスト58-14 (NORMAL)をクリアしよう","0","1","0","10205","10205011","11058014"
"10205012","0","16","1","メインストーリー第2部第13章をすべて閲覧しよう","0","1","0","10205","10205012","2113099"
"10205013","0","17","12","メインストーリー第2部ステップ5のミッションをすべて達成しよう","0","1","0","10205","10205013","1020501"
"10206001","0","11","1","メインクエスト59-14 (NORMAL)をクリアしよう","0","1","0","10206","10206001","11059014"
"10206002","0","16","1","メインストーリー第2部第14章をすべて閲覧しよう","0","1","0","10206","10206002","2114099"
"10206003","0","4","6","シェフィを★6にしよう","0","1","0","10206","10206003","106401"
"10206004","0","6","1","ペコリーヌの専用装備２を装備しよう","0","1","0","10206","10206004","105801"
"10206005","0","6","1","キャルの専用装備２を装備しよう","0","1","0","10206","10206005","106001"
"10206006","0","6","1","コッコロの専用装備２を装備しよう","0","1","0","10206","10206006","105901"
"10206007","0","11","1","メインクエスト60-14 (NORMAL)をクリアしよう","0","1","0","10206","10206007","11060014"
"10206008","0","16","1","メインストーリー第2部第15章をすべて閲覧しよう","0","1","0","10206","10206008","2115099"
"10206009","0","11","1","メインクエスト61-14 (NORMAL)をクリアしよう","0","1","0","10206","10206009","11061014"
"10206010","0","11","1","メインクエスト62-14 (NORMAL)をクリアしよう","0","1","0","10206","10206010","11062014"
"10206011","0","15","1","終炎のエリュシオンをクリアしよう","0","1","0","10206","10206011","9000003"
"10206012","0","16","1","メインストーリー第2部第16章をすべて閲覧しよう","0","1","0","10206","10206012","2116099"
"10206013","0","17","12","メインストーリー第2部ステップ6のミッションをすべて達成しよう","0","1","0","10206","10206013","1020601"
"10207001","0","11","1","メインクエスト63-1 (NORMAL)をクリアしよう","0","1","0","10207","10207001","11063001"
"10207002","0","19","1","紅焔の深域1-1をクリアしよう","0","1","0","10207","10207002","10207002"
"10207003","0","19","1","蒼波の深域1-1をクリアしよう","0","1","0","10207","10207003","10207003"
"10207004","0","19","1","翠嵐の深域1-1をクリアしよう","0","1","0","10207","10207004","10207004"
"10207005","0","19","1","珀天の深域1-1をクリアしよう","0","1","0","10207","10207005","10207005"
"10207006","0","19","1","紫冥の深域1-1をクリアしよう","0","1","0","10207","10207006","10207006"
"10301001","0","11","1","メインクエスト63-10 (NORMAL)をクリアしよう","0","1","0","10301","10301001","11063010"
"10301002","0","16","1","メインストーリー第3部第1章をすべて閲覧しよう","0","1","0","10301","10301002","2201099"
"10301003","0","14","1","ダンジョン「蒼海の孤塔」を制覇しよう","0","1","0","10301","10301003","31004"
"10301004","0","11","1","メインクエスト64-10 (NORMAL)をクリアしよう","0","1","0","10301","10301004","11064010"
"10301005","0","16","1","メインストーリー第3部第2章をすべて閲覧しよう","0","1","0","10301","10301005","2202099"
"10301006","0","11","1","メインクエスト65-10 (NORMAL)をクリアしよう","0","1","0","10301","10301006","11065010"
"10301007","0","16","1","メインストーリー第3部第3章をすべて閲覧しよう","0","1","0","10301","10301007","2203099"
"10301008","0","11","1","メインクエスト63-1 (HARD)をクリアしよう","0","1","0","10301","10301008","12063001"
"10301009","0","17","8","メインストーリー第3部前編ステップ1のミッションをすべて達成しよう","0","1","0","10301","10301009","1030101"
"10302001","0","11","1","メインクエスト66-10 (NORMAL)をクリアしよう","0","1","0","10302","10302001","11066010"
"10302002","0","16","1","メインストーリー第3部第4章をすべて閲覧しよう","0","1","0","10302","10302002","2204099"
"10302003","0","14","1","ダンジョン「毒瘴の闇稜」を制覇しよう","0","1","0","10302","10302003","31005"
"10302004","0","11","1","メインクエスト67-10 (NORMAL)をクリアしよう","0","1","0","10302","10302004","11067010"
"10302005","0","16","1","メインストーリー第3部第5章をすべて閲覧しよう","0","1","0","10302","10302005","2205099"
"10302006","0","11","1","メインクエスト68-10 (NORMAL)をクリアしよう","0","1","0","10302","10302006","11068010"
"10302007","0","16","1","メインストーリー第3部第6章をすべて閲覧しよう","0","1","0","10302","10302007","2206099"
"10302008","0","19","1","深域クエストでいずれかの属性の1-10をクリアしよう","0","1","0","10302","10302008","20101001"
"10302009","0","17","8","メインストーリー第3部前編ステップ2のミッションをすべて達成しよう","0","1","0","10302","10302009","1030201"
"10303001","0","11","1","メインクエスト69-10 (NORMAL)をクリアしよう","0","1","0","10303","10303001","11069010"
"10303002","0","16","1","メインストーリー第3部第7章をすべて閲覧しよう","0","1","0","10303","10303002","2207099"
"10303003","0","14","1","ダンジョン「緑竜の骸嶺」を制覇しよう","0","1","0","10303","10303003","31006"
"10303004","0","11","1","メインクエスト70-10 (NORMAL)をクリアしよう","0","1","0","10303","10303004","11070010"
"10303005","0","16","1","メインストーリー第3部第8章をすべて閲覧しよう","0","1","0","10303","10303005","2208099"
"10303006","0","11","1","メインクエスト72-1 (NORMAL)をクリアしよう","0","1","0","10303","10303006","11072001"
"10303007","0","25","1","記憶領域1層をクリアしよう","0","1","0","10303","10303007","75000001"
"10303008","0","39","1","覇瞳皇帝の領域1層をクリアしよう","0","1","0","10303","10303008","76010001"
"10303009","0","17","8","メインストーリー第3部前編ステップ3のミッションをすべて達成しよう","0","1","0","10303","10303009","1030301"
"10304001","0","11","1","メインクエスト63-1 (VERY HARD)をクリアしよう","0","1","0","10304","10304001","13063001"
"10304002","0","11","1","メインクエスト72-10 (NORMAL)をクリアしよう","0","1","0","10304","10304002","11072010"
"10304003","0","14","1","ダンジョン「天上の浮城」を制覇しよう","0","1","0","10304","10304003","31007"
"10304004","0","25","1","記憶領域2層をクリアしよう","0","1","0","10304","10304004","75000002"
"10304005","0","39","1","ゼーンの領域1層をクリアしよう","0","1","0","10304","10304005","76020001"
"10304006","0","15","1","煉獄のリベリオンをクリアしよう","0","1","0","10304","10304006","9000004"
"10304007","0","16","1","メインストーリー第3部第9章をすべて閲覧しよう","0","1","0","10304","10304007","2209099"
"10304008","0","19","1","深域クエストでいずれかの属性の2-10をクリアしよう","0","1","0","10304","10304008","10304008"
"10304009","0","17","8","メインストーリー第3部前編ステップ4のミッションをすべて達成しよう","0","1","0","10304","10304009","1030401"
"10305001","0","14","1","ダンジョン「砂瀑の底都」を制覇しよう","0","1","0","10305","10305001","31008"
"10305002","0","25","1","記憶領域3層をクリアしよう","0","1","0","10305","10305002","75000003"
"10305003","0","19","1","紅焔の深域3-10をクリアしよう","0","1","0","10305","10305003","10305003"
"10305004","0","19","1","蒼波の深域3-10をクリアしよう","0","1","0","10305","10305004","10305004"
"10305005","0","19","1","翠嵐の深域3-10をクリアしよう","0","1","0","10305","10305005","10305005"
"10305006","0","19","1","珀天の深域3-10をクリアしよう","0","1","0","10305","10305006","10305006"
"10305007","0","19","1","紫冥の深域3-10をクリアしよう","0","1","0","10305","10305007","10305007"
"20101001","0","20","1","1回ログインしよう","0","2","0","20101","20101001","0"
"20101002","0","20","2","2回ログインしよう","0","2","0","20101","20101002","0"
"20101003","0","20","3","3回ログインしよう","0","2","0","20101","20101003","0"
"20101004","0","21","500","スタミナを500消費しよう","0","2","0","20101","20101004","0"
"20101005","0","21","1000","スタミナを1000消費しよう","0","2","0","20101","20101005","0"
"20101006","0","21","1500","スタミナを1500消費しよう","0","2","0","20101","20101006","0"
"20101007","0","27","100","キャラのスキルLvを合計で100回上げよう","0","2","0","20101","20101007","0"
"20101008","0","28","1","プリンセスナイト強化を1回行おう","99010","2","25021","20101","20101008","0"
"20101009","0","22","1","究極錬成を1回行おう","0","2","0","20101","20101009","0"
"20101010","0","23","1","マスタリーガチャを1回引こう","0","2","0","20101","20101010","0"
"20101011","0","16","1","メインストーリー第3部第1章第1話を閲覧しよう","0","2","0","20101","20101011","2201001"
"20101012","0","14","1","ダンジョン「紺碧の王砦」を制覇しよう","0","2","0","20101","20101012","31009"
"20101013","0","11","1","メインクエスト65-1 (NORMAL)をクリアしよう","0","2","0","20101","20101013","11065001"
"20101014","0","24","1","黎明界ラビリンスを1回クリアしよう","0","2","0","20101","20101014","0"
"20101015","0","19","1","深域クエストでいずれかの属性の1-10をクリアしよう","0","2","0","20101","20101015","20101001"
"20101016","0","11","1","メインクエスト72-1 (NORMAL)をクリアしよう","0","2","0","20101","20101016","11072001"
"20101017","0","25","1","記憶領域1層をクリアしよう","0","2","0","20101","20101017","75000001"
"20101018","0","17","17","すべてのミッションを達成しよう","0","2","0","20101","20101018","2010101"
"20201001","0","20","1","1回ログインしよう","0","2","0","20201","20201001","0"
"20201002","0","20","3","3回ログインしよう","0","2","0","20201","20201002","0"
"20201003","0","20","5","5回ログインしよう","0","2","0","20201","20201003","0"
"20201004","0","20","10","10回ログインしよう","0","2","0","20201","20201004","0"
"20201005","0","20","15","15回ログインしよう","0","2","0","20201","20201005","0"
"20201006","0","27","100","キャラのスキルLvを合計で100回上げよう","0","2","0","20201","20201006","0"
"20201007","0","28","1","プリンセスナイト強化を1回行おう","99010","2","25021","20201","20201007","0"
"20201008","0","42","10","コネクトRANKを合計10上げよう","0","2","0","20201","20201008","0"
"20201009","0","22","1","究極錬成を1回行おう","0","2","0","20201","20201009","0"
"20201010","0","23","1","マスタリーガチャを1回引こう","0","2","0","20201","20201010","0"
"20201011","0","72","10","バトルアリーナかプリンセスアリーナで合計10回戦おう","0","2","0","20201","20201011","0"
"20201012","0","14","1","ダンジョン「紺碧の王砦」を制覇しよう","0","2","0","20201","20201012","31009"
"20201013","0","24","1","黎明界ラビリンスを1回クリアしよう","0","2","0","20201","20201013","0"
"20201014","0","19","1","深域クエストでいずれかの属性の4-1をクリアしよう","0","2","0","20201","20201014","20201014"
"20201015","0","11","1","メインクエスト72-1 (NORMAL)をクリアしよう","0","2","0","20201","20201015","11072001"
"20201016","0","25","1","記憶領域5層をクリアしよう","0","2","0","20201","20201016","75000005"
"20201017","0","71","3","追憶の戦域 追憶戦・覇を3回クリアしよう","0","2","0","20201","20201017","0"
"20201018","0","17","17","すべてのミッションを達成しよう","0","2","0","20201","20201018","2020101"
"20301001","0","20","1","1回ログインしよう","0","2","0","20301","20301001","0"
"20301002","0","20","3","3回ログインしよう","0","2","0","20301","20301002","0"
"20301003","0","20","5","5回ログインしよう","0","2","0","20301","20301003","0"
"20301004","0","20","10","10回ログインしよう","0","2","0","20301","20301004","0"
"20301005","0","20","15","15回ログインしよう","0","2","0","20301","20301005","0"
"20301006","0","27","100","キャラのスキルLvを合計で100回上げよう","0","2","0","20301","20301006","0"
"20301007","0","28","1","プリンセスナイト強化を1回行おう","99010","2","25021","20301","20301007","0"
"20301008","0","42","10","コネクトRANKを合計10上げよう","0","2","0","20301","20301008","0"
"20301009","0","22","1","究極錬成を1回行おう","0","2","0","20301","20301009","0"
"20301010","0","23","1","マスタリーガチャを1回引こう","0","2","0","20301","20301010","0"
"20301011","0","72","10","バトルアリーナかプリンセスアリーナで合計10回戦おう","0","2","0","20301","20301011","0"
"20301012","0","14","1","ダンジョン「紺碧の王砦」を制覇しよう","0","2","0","20301","20301012","31009"
"20301013","0","24","1","黎明界ラビリンスを1回クリアしよう","0","2","0","20301","20301013","0"
"20301014","0","19","1","深域クエストでいずれかの属性の4-1をクリアしよう","0","2","0","20301","20301014","20201014"
"20301015","0","11","1","メインクエスト72-1 (NORMAL)をクリアしよう","0","2","0","20301","20301015","11072001"
"20301016","0","25","1","記憶領域5層をクリアしよう","0","2","0","20301","20301016","75000005"
"20301017","0","71","3","追憶の戦域 追憶戦・覇を3回クリアしよう","0","2","0","20301","20301017","0"
"20301018","0","17","17","すべてのミッションを達成しよう","0","2","0","20301","20301018","2030101"
"20401001","0","20","1","1回ログインしよう","0","2","0","20401","20401001","0"
"20401002","0","20","3","3回ログインしよう","0","2","0","20401","20401002","0"
"20401003","0","20","5","5回ログインしよう","0","2","0","20401","20401003","0"
"20401004","0","20","10","10回ログインしよう","0","2","0","20401","20401004","0"
