115368d4b58ba10b10dba5700d782e8b6ae36e122a43f0d3527a4d918bfc0fe7,92319ba79f7e3bbf60f7ce92858d90ba15fda0133eb6301faf11433c7588f28a,04598f37d87430f6c2090bb52031fe436fa236fd27650c2316628040339f0af6,41a7c7afb1bbb613731c918ecae0e5d9346bebd388d6d0a651cc817841188dc0,8811274705195cc75fcd32e86292e3851c96af17036e931f5884dba714b44580,be876ed375430bc2cdd65c0e99b8c6fb169bb8caaabb518b79867694389889ca,99dbf6b022c54e92eea6430eca4da210a6a71cf481933d99039d94579389413e,770be2cded8a46dc6615054b5732edf3f67320db3d7ffdda55731cdce93f5ea5,62fe616e7110bb805a207b20b6005c112850978a478a98eaf1d06ce1f6281aaf,aaf682d1fc3526db89a22a5cd817527032571f27a49394835f2087b6f8cc32aa,4ee62c4debc0f69d513cb84d72b420fff80927cc29e67ec1d590c5e138f9e196,22901bffdae82c81d53d943a60336a04c909d04bfebf549c3f900f46e9ab3ca3
"7004","2022/12/23 11:59:59","5000000","31001401","2022/12/16 12:00:00","0","3004","1001","40","テンタパスに累積500万ダメージ与えよう","3","31001401"
"7004","2022/12/23 11:59:59","7500000","31001402","2022/12/16 12:00:00","0","3004","1001","40","テンタパスに累積750万ダメージ与えよう","3","31001402"
"7004","2022/12/23 11:59:59","10000000","31001403","2022/12/16 12:00:00","0","3004","1001","40","テンタパスに累積1000万ダメージ与えよう","3","31001403"
"7005","2022/12/23 11:59:59","1","31001411","2022/12/16 12:00:00","2500000","3004","1001","41","テンタパスに1度のバトルで250万ダメージ与えよう","3","31001411"
"7005","2022/12/23 11:59:59","1","31001412","2022/12/16 12:00:00","5000000","3004","1001","41","テンタパスに1度のバトルで500万ダメージ与えよう","3","31001412"
"7004","2022/12/23 11:59:59","5000000","31002101","2022/12/16 12:00:00","0","3005","1002","10","ゴウシンに累積500万ダメージ与えよう","3","31002101"
"7004","2022/12/23 11:59:59","7500000","31002102","2022/12/16 12:00:00","0","3005","1002","10","ゴウシンに累積750万ダメージ与えよう","3","31002102"
"7004","2022/12/23 11:59:59","10000000","31002103","2022/12/16 12:00:00","0","3005","1002","10","ゴウシンに累積1000万ダメージ与えよう","3","31002103"
"7004","2022/12/23 11:59:59","110000000","31002104","2022/12/16 12:00:00","0","3005","1002","10","ゴウシンに累積1億1000万ダメージ与えよう","3","31002104"
"7005","2022/12/23 11:59:59","1","31002111","2022/12/16 12:00:00","2500000","3005","1002","11","ゴウシンに1度のバトルで250万ダメージ与えよう","3","31002111"
"7005","2022/12/23 11:59:59","1","31002112","2022/12/16 12:00:00","5000000","3005","1002","11","ゴウシンに1度のバトルで500万ダメージ与えよう","3","31002112"
"7005","2022/12/23 11:59:59","1","31002113","2022/12/16 12:00:00","22000000","3005","1002","11","ゴウシンに1度のバトルで2200万ダメージ与えよう","3","31002113"
"7004","2022/12/23 11:59:59","5000000","31003101","2022/12/16 12:00:00","0","3006","1003","10","アルマ＆オラムに累積500万ダメージ与えよう","3","31003101"
"7004","2022/12/23 11:59:59","7500000","31003102","2022/12/16 12:00:00","0","3006","1003","10","アルマ＆オラムに累積750万ダメージ与えよう","3","31003102"
"7004","2022/12/23 11:59:59","10000000","31003103","2022/12/16 12:00:00","0","3006","1003","10","アルマ＆オラムに累積1000万ダメージ与えよう","3","31003103"
"7004","2022/12/23 11:59:59","100000000","31003104","2022/12/16 12:00:00","0","3006","1003","10","アルマ＆オラムに累積1億ダメージ与えよう","3","31003104"
"7005","2022/12/23 11:59:59","1","31003111","2022/12/16 12:00:00","2500000","3006","1003","11","アルマ＆オラムに1度のバトルで250万ダメージ与えよう","3","31003111"
"7005","2022/12/23 11:59:59","1","31003112","2022/12/16 12:00:00","5000000","3006","1003","11","アルマ＆オラムに1度のバトルで500万ダメージ与えよう","3","31003112"
"7005","2022/12/23 11:59:59","1","31003113","2022/12/16 12:00:00","20000000","3006","1003","11","アルマ＆オラムに1度のバトルで2000万ダメージ与えよう","3","31003113"
"7004","2022/12/23 11:59:59","5000000","31003201","2022/12/16 12:00:00","0","3007","1003","20","なかよしX＆名もなき芸術に累積500万ダメージ与えよう","3","31003201"
"7004","2022/12/23 11:59:59","7500000","31003202","2022/12/16 12:00:00","0","3007","1003","20","なかよしX＆名もなき芸術に累積750万ダメージ与えよう","3","31003202"
"7004","2022/12/23 11:59:59","10000000","31003203","2022/12/16 12:00:00","0","3007","1003","20","なかよしX＆名もなき芸術に累積1000万ダメージ与えよう","3","31003203"
"7004","2022/12/23 11:59:59","120000000","31003204","2022/12/16 12:00:00","0","3007","1003","20","なかよしX＆名もなき芸術に累積1億2000万ダメージ与えよう","3","31003204"
"7005","2022/12/23 11:59:59","1","31003211","2022/12/16 12:00:00","2500000","3007","1003","21","なかよしX＆名もなき芸術に1度のバトルで250万ダメージ与えよう","3","31003211"
"7005","2022/12/23 11:59:59","1","31003212","2022/12/16 12:00:00","5000000","3007","1003","21","なかよしX＆名もなき芸術に1度のバトルで500万ダメージ与えよう","3","31003212"
"7005","2022/12/23 11:59:59","1","31003213","2022/12/16 12:00:00","24000000","3007","1003","21","なかよしX＆名もなき芸術に1度のバトルで2400万ダメージ与えよう","3","31003213"
