7973cb62acdc756c82e0c34ad2cf5a783f52c6730241d7539652f5d9a51ae807,bbe9b098f0f5f045d5ef0e112b79c5f851b0ef365c5247a27d218a93f39e861d,41af5cd973553cb3617041d3eacae3db989ac8e3991ad34f0a8af72949d24651,b804c5f1af37eb76e337e052dbaf491b5d45dd3dc0d4749b87b70bb08f3ea0f9
"60","5","10102","3"
"70","5","10102","4"
"90","5","10102","5"
"5","6","10102","0"
"15","6","10102","1"
"25","6","10102","2"
"25","6","10102","3"
"35","6","10102","4"
"45","6","10102","5"
"5","7","10102","0"
"15","7","10102","1"
"25","7","10102","2"
"25","7","10102","3"
"35","7","10102","4"
"45","7","10102","5"
"5","8","10102","0"
"15","8","10102","1"
"25","8","10102","2"
"25","8","10102","3"
"35","8","10102","4"
"45","8","10102","5"
"5","9","10102","0"
"10","9","10102","1"
"15","9","10102","2"
"20","9","10102","3"
"25","9","10102","4"
"25","9","10102","5"
"5","10","10102","0"
"5","10","10102","1"
"5","10","10102","2"
"10","10","10102","3"
"10","10","10102","4"
"15","10","10102","5"
"20","1","10103","0"
"40","1","10103","1"
"50","1","10103","2"
"60","1","10103","3"
"70","1","10103","4"
"90","1","10103","5"
"20","2","10103","0"
"40","2","10103","1"
"50","2","10103","2"
"60","2","10103","3"
"70","2","10103","4"
"90","2","10103","5"
"20","3","10103","0"
"40","3","10103","1"
"50","3","10103","2"
"60","3","10103","3"
"70","3","10103","4"
"90","3","10103","5"
"20","4","10103","0"
"40","4","10103","1"
"50","4","10103","2"
"60","4","10103","3"
"70","4","10103","4"
"90","4","10103","5"
"20","5","10103","0"
"40","5","10103","1"
"50","5","10103","2"
"60","5","10103","3"
"70","5","10103","4"
"90","5","10103","5"
"5","6","10103","0"
"15","6","10103","1"
"25","6","10103","2"
"25","6","10103","3"
"35","6","10103","4"
"45","6","10103","5"
"5","7","10103","0"
"15","7","10103","1"
"25","7","10103","2"
"25","7","10103","3"
"35","7","10103","4"
"45","7","10103","5"
"5","8","10103","0"
"15","8","10103","1"
"25","8","10103","2"
"25","8","10103","3"
"35","8","10103","4"
"45","8","10103","5"
"5","9","10103","0"
"10","9","10103","1"
"15","9","10103","2"
"20","9","10103","3"
"25","9","10103","4"
"25","9","10103","5"
"5","10","10103","0"
"5","10","10103","1"
"5","10","10103","2"
"10","10","10103","3"
"10","10","10103","4"
"15","10","10103","5"
"20","1","10104","0"
"40","1","10104","1"
"50","1","10104","2"
"60","1","10104","3"
"70","1","10104","4"
"90","1","10104","5"
"20","2","10104","0"
"40","2","10104","1"
"50","2","10104","2"
"60","2","10104","3"
"70","2","10104","4"
"90","2","10104","5"
"20","3","10104","0"
"40","3","10104","1"
"50","3","10104","2"
"60","3","10104","3"
"70","3","10104","4"
"90","3","10104","5"
"20","4","10104","0"
"40","4","10104","1"
"50","4","10104","2"
"60","4","10104","3"
"70","4","10104","4"
"90","4","10104","5"
"20","5","10104","0"
"40","5","10104","1"
"50","5","10104","2"
"60","5","10104","3"
"70","5","10104","4"
"90","5","10104","5"
"5","6","10104","0"
"15","6","10104","1"
"25","6","10104","2"
"25","6","10104","3"
"35","6","10104","4"
"45","6","10104","5"
"5","7","10104","0"
"15","7","10104","1"
"25","7","10104","2"
"25","7","10104","3"
"35","7","10104","4"
"45","7","10104","5"
"5","8","10104","0"
"15","8","10104","1"
"25","8","10104","2"
"25","8","10104","3"
"35","8","10104","4"
"45","8","10104","5"
"5","9","10104","0"
"10","9","10104","1"
"15","9","10104","2"
"20","9","10104","3"
"25","9","10104","4"
"25","9","10104","5"
"5","10","10104","0"
"5","10","10104","1"
"5","10","10104","2"
"10","10","10104","3"
"10","10","10104","4"
"15","10","10104","5"
"20","1","10201","0"
"40","1","10201","1"
"50","1","10201","2"
"60","1","10201","3"
"70","1","10201","4"
"90","1","10201","5"
"20","2","10201","0"
"40","2","10201","1"
"50","2","10201","2"
"60","2","10201","3"
"70","2","10201","4"
"90","2","10201","5"
"20","3","10201","0"
"40","3","10201","1"
"50","3","10201","2"
"60","3","10201","3"
"70","3","10201","4"
"90","3","10201","5"
"20","4","10201","0"
"40","4","10201","1"
"50","4","10201","2"
"60","4","10201","3"
"70","4","10201","4"
"90","4","10201","5"
"20","5","10201","0"
"40","5","10201","1"
"50","5","10201","2"
"60","5","10201","3"
"70","5","10201","4"
"90","5","10201","5"
"5","6","10201","0"
"15","6","10201","1"
"25","6","10201","2"
"25","6","10201","3"
"35","6","10201","4"
"45","6","10201","5"
"5","7","10201","0"
"15","7","10201","1"
"25","7","10201","2"
"25","7","10201","3"
"35","7","10201","4"
"45","7","10201","5"
"5","8","10201","0"
"15","8","10201","1"
"25","8","10201","2"
"25","8","10201","3"
"35","8","10201","4"
"45","8","10201","5"
"5","9","10201","0"
"10","9","10201","1"
"15","9","10201","2"
"20","9","10201","3"
"25","9","10201","4"
"25","9","10201","5"
"5","10","10201","0"
"5","10","10201","1"
"5","10","10201","2"
"10","10","10201","3"
"10","10","10201","4"
"15","10","10201","5"
"20","1","10202","0"
"40","1","10202","1"
"50","1","10202","2"
"60","1","10202","3"
"70","1","10202","4"
"90","1","10202","5"
"20","2","10202","0"
"40","2","10202","1"
"50","2","10202","2"
"60","2","10202","3"
"70","2","10202","4"
"90","2","10202","5"
"20","3","10202","0"
"40","3","10202","1"
"50","3","10202","2"
"60","3","10202","3"
"70","3","10202","4"
"90","3","10202","5"
"20","4","10202","0"
"40","4","10202","1"
"50","4","10202","2"
"60","4","10202","3"
"70","4","10202","4"
"90","4","10202","5"
"20","5","10202","0"
"40","5","10202","1"
"50","5","10202","2"
"60","5","10202","3"
"70","5","10202","4"
"90","5","10202","5"
"5","6","10202","0"
"15","6","10202","1"
"25","6","10202","2"
"25","6","10202","3"
"35","6","10202","4"
"45","6","10202","5"
"5","7","10202","0"
"15","7","10202","1"
"25","7","10202","2"
"25","7","10202","3"
"35","7","10202","4"
"45","7","10202","5"
"5","8","10202","0"
"15","8","10202","1"
"25","8","10202","2"
"25","8","10202","3"
"35","8","10202","4"
"45","8","10202","5"
"5","9","10202","0"
"10","9","10202","1"
"15","9","10202","2"
"20","9","10202","3"
"25","9","10202","4"
"25","9","10202","5"
"5","10","10202","0"
"5","10","10202","1"
"5","10","10202","2"
"10","10","10202","3"
"10","10","10202","4"
"15","10","10202","5"
"20","1","10203","0"
"40","1","10203","1"
"50","1","10203","2"
"60","1","10203","3"
"70","1","10203","4"
"90","1","10203","5"
"20","2","10203","0"
"40","2","10203","1"
"50","2","10203","2"
"60","2","10203","3"
"70","2","10203","4"
"90","2","10203","5"
"20","3","10203","0"
"40","3","10203","1"
"50","3","10203","2"
"60","3","10203","3"
"70","3","10203","4"
"90","3","10203","5"
"20","4","10203","0"
"40","4","10203","1"
"50","4","10203","2"
"60","4","10203","3"
"70","4","10203","4"
"90","4","10203","5"
"20","5","10203","0"
"40","5","10203","1"
"50","5","10203","2"
"60","5","10203","3"
"70","5","10203","4"
"90","5","10203","5"
"5","6","10203","0"
"15","6","10203","1"
"25","6","10203","2"
"25","6","10203","3"
"35","6","10203","4"
"45","6","10203","5"
"5","7","10203","0"
"15","7","10203","1"
"25","7","10203","2"
"25","7","10203","3"
"35","7","10203","4"
"45","7","10203","5"
"5","8","10203","0"
"15","8","10203","1"
"25","8","10203","2"
"25","8","10203","3"
"35","8","10203","4"
"45","8","10203","5"
"5","9","10203","0"
"10","9","10203","1"
"15","9","10203","2"
"20","9","10203","3"
"25","9","10203","4"
"25","9","10203","5"
"5","10","10203","0"
"5","10","10203","1"
"5","10","10203","2"
"10","10","10203","3"
"10","10","10203","4"
"15","10","10203","5"
"20","1","10204","0"
"40","1","10204","1"
"50","1","10204","2"
"60","1","10204","3"
"70","1","10204","4"
"90","1","10204","5"
"20","2","10204","0"
"40","2","10204","1"
"50","2","10204","2"
"60","2","10204","3"
"70","2","10204","4"
"90","2","10204","5"
"20","3","10204","0"
"40","3","10204","1"
"50","3","10204","2"
"60","3","10204","3"
"70","3","10204","4"
"90","3","10204","5"
"20","4","10204","0"
"40","4","10204","1"
"50","4","10204","2"
"60","4","10204","3"
"70","4","10204","4"
"90","4","10204","5"
"20","5","10204","0"
"40","5","10204","1"
"50","5","10204","2"
"60","5","10204","3"
"70","5","10204","4"
"90","5","10204","5"
"5","6","10204","0"
"15","6","10204","1"
"25","6","10204","2"
"25","6","10204","3"
"35","6","10204","4"
"45","6","10204","5"
"5","7","10204","0"
"15","7","10204","1"
"25","7","10204","2"
"25","7","10204","3"
"35","7","10204","4"
"45","7","10204","5"
"5","8","10204","0"
"15","8","10204","1"
"25","8","10204","2"
"25","8","10204","3"
"35","8","10204","4"
"45","8","10204","5"
"5","9","10204","0"
"10","9","10204","1"
"15","9","10204","2"
"20","9","10204","3"
"25","9","10204","4"
"25","9","10204","5"
"5","10","10204","0"
"5","10","10204","1"
"5","10","10204","2"
"10","10","10204","3"
"10","10","10204","4"
"15","10","10204","5"
"20","1","10301","0"
"40","1","10301","1"
"50","1","10301","2"
"60","1","10301","3"
"70","1","10301","4"
"90","1","10301","5"
"20","2","10301","0"
"40","2","10301","1"
"50","2","10301","2"
"60","2","10301","3"
"70","2","10301","4"
"90","2","10301","5"
"20","3","10301","0"
"40","3","10301","1"
"50","3","10301","2"
"60","3","10301","3"
"70","3","10301","4"
"90","3","10301","5"
"20","4","10301","0"
"40","4","10301","1"
"50","4","10301","2"
"60","4","10301","3"
"70","4","10301","4"
"90","4","10301","5"
"20","5","10301","0"
"40","5","10301","1"
"50","5","10301","2"
"60","5","10301","3"
"70","5","10301","4"
"90","5","10301","5"
"5","6","10301","0"
"15","6","10301","1"
"25","6","10301","2"
"25","6","10301","3"
"35","6","10301","4"
"45","6","10301","5"
"5","7","10301","0"
"15","7","10301","1"
"25","7","10301","2"
"25","7","10301","3"
"35","7","10301","4"
"45","7","10301","5"
"5","8","10301","0"
"15","8","10301","1"
"25","8","10301","2"
"25","8","10301","3"
"35","8","10301","4"
"45","8","10301","5"
"5","9","10301","0"
"10","9","10301","1"
"15","9","10301","2"
"20","9","10301","3"
"25","9","10301","4"
"25","9","10301","5"
"5","10","10301","0"
"5","10","10301","1"
"5","10","10301","2"
"10","10","10301","3"
"10","10","10301","4"
"15","10","10301","5"
"20","1","10302","0"
"40","1","10302","1"
"50","1","10302","2"
"60","1","10302","3"
"70","1","10302","4"
"90","1","10302","5"
"20","2","10302","0"
"40","2","10302","1"
"50","2","10302","2"
"60","2","10302","3"
"70","2","10302","4"
"90","2","10302","5"
"20","3","10302","0"
"40","3","10302","1"
"50","3","10302","2"
"60","3","10302","3"
"70","3","10302","4"
"90","3","10302","5"
"20","4","10302","0"
"40","4","10302","1"
"50","4","10302","2"
"60","4","10302","3"
"70","4","10302","4"
"90","4","10302","5"
"20","5","10302","0"
"40","5","10302","1"
"50","5","10302","2"
"60","5","10302","3"
"70","5","10302","4"
"90","5","10302","5"
"5","6","10302","0"
"15","6","10302","1"
"25","6","10302","2"
"25","6","10302","3"
"35","6","10302","4"
"45","6","10302","5"
"5","7","10302","0"
"15","7","10302","1"
"25","7","10302","2"
"25","7","10302","3"
"35","7","10302","4"
"45","7","10302","5"
"5","8","10302","0"
"15","8","10302","1"
"25","8","10302","2"
"25","8","10302","3"
"35","8","10302","4"
"45","8","10302","5"
"5","9","10302","0"
"10","9","10302","1"
"15","9","10302","2"
"20","9","10302","3"
"25","9","10302","4"
"25","9","10302","5"
"5","10","10302","0"
"5","10","10302","1"
"5","10","10302","2"
"10","10","10302","3"
"10","10","10302","4"
"15","10","10302","5"
"20","1","10303","0"
"40","1","10303","1"
"50","1","10303","2"
"60","1","10303","3"
"70","1","10303","4"
"90","1","10303","5"
"20","2","10303","0"
"40","2","10303","1"
"50","2","10303","2"
"60","2","10303","3"
"70","2","10303","4"
"90","2","10303","5"
"20","3","10303","0"
"40","3","10303","1"
"50","3","10303","2"
"60","3","10303","3"
"70","3","10303","4"
"90","3","10303","5"
"20","4","10303","0"
"40","4","10303","1"
"50","4","10303","2"
"60","4","10303","3"
"70","4","10303","4"
"90","4","10303","5"
"20","5","10303","0"
"40","5","10303","1"
"50","5","10303","2"
"60","5","10303","3"
"70","5","10303","4"
"90","5","10303","5"
"5","6","10303","0"
"15","6","10303","1"
"25","6","10303","2"
"25","6","10303","3"
"35","6","10303","4"
"45","6","10303","5"
"5","7","10303","0"
"15","7","10303","1"
"25","7","10303","2"
"25","7","10303","3"
"35","7","10303","4"
"45","7","10303","5"
"5","8","10303","0"
"15","8","10303","1"
"25","8","10303","2"
"25","8","10303","3"
"35","8","10303","4"
"45","8","10303","5"
"5","9","10303","0"
"10","9","10303","1"
"15","9","10303","2"
"20","9","10303","3"
"25","9","10303","4"
"25","9","10303","5"
"5","10","10303","0"
"5","10","10303","1"
"5","10","10303","2"
"10","10","10303","3"
"10","10","10303","4"
"15","10","10303","5"
"20","1","10304","0"
"40","1","10304","1"
"50","1","10304","2"
"60","1","10304","3"
"70","1","10304","4"
"90","1","10304","5"
"20","2","10304","0"
"40","2","10304","1"
"50","2","10304","2"
"60","2","10304","3"
"70","2","10304","4"
"90","2","10304","5"
"20","3","10304","0"
"40","3","10304","1"
"50","3","10304","2"
"60","3","10304","3"
"70","3","10304","4"
"90","3","10304","5"
"20","4","10304","0"
"40","4","10304","1"
"50","4","10304","2"
"60","4","10304","3"
"70","4","10304","4"
"90","4","10304","5"
"20","5","10304","0"
"40","5","10304","1"
"50","5","10304","2"
"60","5","10304","3"
"70","5","10304","4"
"90","5","10304","5"
"5","6","10304","0"
"15","6","10304","1"
"25","6","10304","2"
"25","6","10304","3"
"35","6","10304","4"
"45","6","10304","5"
"5","7","10304","0"
"15","7","10304","1"
"25","7","10304","2"
"25","7","10304","3"
"35","7","10304","4"
"45","7","10304","5"
"5","8","10304","0"
"15","8","10304","1"
"25","8","10304","2"
"25","8","10304","3"
"35","8","10304","4"
"45","8","10304","5"
"5","9","10304","0"
"10","9","10304","1"
"15","9","10304","2"
"20","9","10304","3"
"25","9","10304","4"
"25","9","10304","5"
"5","10","10304","0"
"5","10","10304","1"
"5","10","10304","2"
"10","10","10304","3"
"10","10","10304","4"
"15","10","10304","5"
"20","1","10401","0"
"40","1","10401","1"
"50","1","10401","2"
"60","1","10401","3"
"70","1","10401","4"
"90","1","10401","5"
"20","2","10401","0"
"40","2","10401","1"
"50","2","10401","2"
"60","2","10401","3"
"70","2","10401","4"
"90","2","10401","5"
"20","3","10401","0"
"40","3","10401","1"
"50","3","10401","2"
"60","3","10401","3"
"70","3","10401","4"
"90","3","10401","5"
"20","4","10401","0"
"40","4","10401","1"
"50","4","10401","2"
"60","4","10401","3"
"70","4","10401","4"
"90","4","10401","5"
"20","5","10401","0"
"40","5","10401","1"
"50","5","10401","2"
"60","5","10401","3"
"70","5","10401","4"
"90","5","10401","5"
"5","6","10401","0"
"15","6","10401","1"
"25","6","10401","2"
"25","6","10401","3"
"35","6","10401","4"
"45","6","10401","5"
"5","7","10401","0"
"15","7","10401","1"
"25","7","10401","2"
"25","7","10401","3"
"35","7","10401","4"
"45","7","10401","5"
"5","8","10401","0"
"15","8","10401","1"
"25","8","10401","2"
"25","8","10401","3"
"35","8","10401","4"
"45","8","10401","5"
"5","9","10401","0"
"10","9","10401","1"
"15","9","10401","2"
"20","9","10401","3"
"25","9","10401","4"
"25","9","10401","5"
"5","10","10401","0"
"5","10","10401","1"
"5","10","10401","2"
"10","10","10401","3"
"10","10","10401","4"
"15","10","10401","5"
"20","1","10402","0"
"40","1","10402","1"
"50","1","10402","2"
"60","1","10402","3"
"70","1","10402","4"
"90","1","10402","5"
"20","2","10402","0"
"40","2","10402","1"
"50","2","10402","2"
"60","2","10402","3"
"70","2","10402","4"
"90","2","10402","5"
"20","3","10402","0"
"40","3","10402","1"
"50","3","10402","2"
"60","3","10402","3"
"70","3","10402","4"
"90","3","10402","5"
"20","4","10402","0"
"40","4","10402","1"
"50","4","10402","2"
"60","4","10402","3"
"70","4","10402","4"
"90","4","10402","5"
"20","5","10402","0"
"40","5","10402","1"
"50","5","10402","2"
"60","5","10402","3"
"70","5","10402","4"
"90","5","10402","5"
"5","6","10402","0"
"15","6","10402","1"
"25","6","10402","2"
"25","6","10402","3"
"35","6","10402","4"
"45","6","10402","5"
"5","7","10402","0"
"15","7","10402","1"
"25","7","10402","2"
"25","7","10402","3"
"35","7","10402","4"
"45","7","10402","5"
"5","8","10402","0"
"15","8","10402","1"
"25","8","10402","2"
"25","8","10402","3"
"35","8","10402","4"
"45","8","10402","5"
"5","9","10402","0"
"10","9","10402","1"
"15","9","10402","2"
"20","9","10402","3"
"25","9","10402","4"
"25","9","10402","5"
"5","10","10402","0"
"5","10","10402","1"
"5","10","10402","2"
"10","10","10402","3"
"10","10","10402","4"
"15","10","10402","5"
"20","1","10403","0"
"40","1","10403","1"
"50","1","10403","2"
"60","1","10403","3"
"70","1","10403","4"
"90","1","10403","5"
"20","2","10403","0"
"40","2","10403","1"
"50","2","10403","2"
"60","2","10403","3"
"70","2","10403","4"
"90","2","10403","5"
"20","3","10403","0"
"40","3","10403","1"
"50","3","10403","2"
"60","3","10403","3"
"70","3","10403","4"
"90","3","10403","5"
"20","4","10403","0"
"40","4","10403","1"
"50","4","10403","2"
"60","4","10403","3"
"70","4","10403","4"
"90","4","10403","5"
"20","5","10403","0"
"40","5","10403","1"
"50","5","10403","2"
"60","5","10403","3"
"70","5","10403","4"
"90","5","10403","5"
"5","6","10403","0"
"15","6","10403","1"
"25","6","10403","2"
"25","6","10403","3"
"35","6","10403","4"
"45","6","10403","5"
"5","7","10403","0"
"15","7","10403","1"
"25","7","10403","2"
"25","7","10403","3"
"35","7","10403","4"
"45","7","10403","5"
"5","8","10403","0"
"15","8","10403","1"
"25","8","10403","2"
"25","8","10403","3"
"35","8","10403","4"
"45","8","10403","5"
"5","9","10403","0"
"10","9","10403","1"
"15","9","10403","2"
"20","9","10403","3"
"25","9","10403","4"
"25","9","10403","5"
"5","10","10403","0"
"5","10","10403","1"
"5","10","10403","2"
"10","10","10403","3"
"10","10","10403","4"
"15","10","10403","5"
"20","1","10404","0"
"40","1","10404","1"
"50","1","10404","2"
"60","1","10404","3"
"70","1","10404","4"
"90","1","10404","5"
"20","2","10404","0"
"40","2","10404","1"
"50","2","10404","2"
"60","2","10404","3"
"70","2","10404","4"
"90","2","10404","5"
"20","3","10404","0"
"40","3","10404","1"
"50","3","10404","2"
"60","3","10404","3"
"70","3","10404","4"
"90","3","10404","5"
"20","4","10404","0"
"40","4","10404","1"
"50","4","10404","2"
"60","4","10404","3"
"70","4","10404","4"
"90","4","10404","5"
"20","5","10404","0"
"40","5","10404","1"
"50","5","10404","2"
"60","5","10404","3"
"70","5","10404","4"
"90","5","10404","5"
"5","6","10404","0"
"15","6","10404","1"
"25","6","10404","2"
"25","6","10404","3"
"35","6","10404","4"
"45","6","10404","5"
"5","7","10404","0"
"15","7","10404","1"
"25","7","10404","2"
"25","7","10404","3"
"35","7","10404","4"
"45","7","10404","5"
"5","8","10404","0"
"15","8","10404","1"
"25","8","10404","2"
"25","8","10404","3"
"35","8","10404","4"
"45","8","10404","5"
"5","9","10404","0"
"10","9","10404","1"
"15","9","10404","2"
"20","9","10404","3"
"25","9","10404","4"
"25","9","10404","5"
"5","10","10404","0"
"5","10","10404","1"
"5","10","10404","2"
"10","10","10404","3"
"10","10","10404","4"
"15","10","10404","5"
"20","1","10501","0"
"40","1","10501","1"
"50","1","10501","2"
"60","1","10501","3"
"70","1","10501","4"
"90","1","10501","5"
"20","2","10501","0"
"40","2","10501","1"
"50","2","10501","2"
"60","2","10501","3"
"70","2","10501","4"
"90","2","10501","5"
"20","3","10501","0"
"40","3","10501","1"
"50","3","10501","2"
"60","3","10501","3"
"70","3","10501","4"
"90","3","10501","5"
"20","4","10501","0"
"40","4","10501","1"
"50","4","10501","2"
"60","4","10501","3"
"70","4","10501","4"
"90","4","10501","5"
"20","5","10501","0"
"40","5","10501","1"
"50","5","10501","2"
"60","5","10501","3"
"70","5","10501","4"
"90","5","10501","5"
"5","6","10501","0"
"15","6","10501","1"
"25","6","10501","2"
"25","6","10501","3"
"35","6","10501","4"
"45","6","10501","5"
"5","7","10501","0"
"15","7","10501","1"
"25","7","10501","2"
"25","7","10501","3"
"35","7","10501","4"
"45","7","10501","5"
"5","8","10501","0"
"15","8","10501","1"
"25","8","10501","2"
"25","8","10501","3"
"35","8","10501","4"
"45","8","10501","5"
"5","9","10501","0"
"10","9","10501","1"
"15","9","10501","2"
"20","9","10501","3"
"25","9","10501","4"
"25","9","10501","5"
"5","10","10501","0"
"5","10","10501","1"
"5","10","10501","2"
"10","10","10501","3"
"10","10","10501","4"
"15","10","10501","5"
"20","1","10502","0"
"40","1","10502","1"
"50","1","10502","2"
"60","1","10502","3"
"70","1","10502","4"
"90","1","10502","5"
"20","2","10502","0"
"40","2","10502","1"
"50","2","10502","2"
"60","2","10502","3"
"70","2","10502","4"
"90","2","10502","5"
"20","3","10502","0"
"40","3","10502","1"
"50","3","10502","2"
"60","3","10502","3"
"70","3","10502","4"
"90","3","10502","5"
"20","4","10502","0"
"40","4","10502","1"
"50","4","10502","2"
"60","4","10502","3"
"70","4","10502","4"
"90","4","10502","5"
"20","5","10502","0"
"40","5","10502","1"
"50","5","10502","2"
"60","5","10502","3"
"70","5","10502","4"
"90","5","10502","5"
"5","6","10502","0"
"15","6","10502","1"
"25","6","10502","2"
"25","6","10502","3"
"35","6","10502","4"
"45","6","10502","5"
"5","7","10502","0"
"15","7","10502","1"
"25","7","10502","2"
"25","7","10502","3"
"35","7","10502","4"
"45","7","10502","5"
"5","8","10502","0"
"15","8","10502","1"
"25","8","10502","2"
"25","8","10502","3"
"35","8","10502","4"
"45","8","10502","5"
"5","9","10502","0"
"10","9","10502","1"
"15","9","10502","2"
"20","9","10502","3"
"25","9","10502","4"
"25","9","10502","5"
"5","10","10502","0"
"5","10","10502","1"
"5","10","10502","2"
"10","10","10502","3"
"10","10","10502","4"
"15","10","10502","5"
"20","1","10503","0"
"40","1","10503","1"
"50","1","10503","2"
"60","1","10503","3"
"70","1","10503","4"
"90","1","10503","5"
"20","2","10503","0"
"40","2","10503","1"
"50","2","10503","2"
"60","2","10503","3"
"70","2","10503","4"
"90","2","10503","5"
"20","3","10503","0"
"40","3","10503","1"
"50","3","10503","2"
"60","3","10503","3"
"70","3","10503","4"
"90","3","10503","5"
"20","4","10503","0"
"40","4","10503","1"
"50","4","10503","2"
"60","4","10503","3"
"70","4","10503","4"
"90","4","10503","5"
"20","5","10503","0"
"40","5","10503","1"
"50","5","10503","2"
"60","5","10503","3"
"70","5","10503","4"
"90","5","10503","5"
"5","6","10503","0"
"15","6","10503","1"
"25","6","10503","2"
"25","6","10503","3"
"35","6","10503","4"
"45","6","10503","5"
"5","7","10503","0"
"15","7","10503","1"
"25","7","10503","2"
"25","7","10503","3"
"35","7","10503","4"
"45","7","10503","5"
"5","8","10503","0"
"15","8","10503","1"
"25","8","10503","2"
"25","8","10503","3"
"35","8","10503","4"
"45","8","10503","5"
"5","9","10503","0"
"10","9","10503","1"
"15","9","10503","2"
"20","9","10503","3"
"25","9","10503","4"
"25","9","10503","5"
"5","10","10503","0"
"5","10","10503","1"
"5","10","10503","2"
"10","10","10503","3"
"10","10","10503","4"
"15","10","10503","5"
"20","1","10504","0"
"40","1","10504","1"
"50","1","10504","2"
"60","1","10504","3"
"70","1","10504","4"
"90","1","10504","5"
"20","2","10504","0"
"40","2","10504","1"
"50","2","10504","2"
"60","2","10504","3"
"70","2","10504","4"
"90","2","10504","5"
"20","3","10504","0"
"40","3","10504","1"
"50","3","10504","2"
"60","3","10504","3"
"70","3","10504","4"
"90","3","10504","5"
"20","4","10504","0"
"40","4","10504","1"
"50","4","10504","2"
"60","4","10504","3"
"70","4","10504","4"
"90","4","10504","5"
"20","5","10504","0"
"40","5","10504","1"
"50","5","10504","2"
"60","5","10504","3"
"70","5","10504","4"
"90","5","10504","5"
"5","6","10504","0"
"15","6","10504","1"
"25","6","10504","2"
"25","6","10504","3"
"35","6","10504","4"
"45","6","10504","5"
"5","7","10504","0"
"15","7","10504","1"
"25","7","10504","2"
"25","7","10504","3"
"35","7","10504","4"
"45","7","10504","5"
"5","8","10504","0"
"15","8","10504","1"
"25","8","10504","2"
"25","8","10504","3"
"35","8","10504","4"
"45","8","10504","5"
"5","9","10504","0"
"10","9","10504","1"
"15","9","10504","2"
"20","9","10504","3"
"25","9","10504","4"
"25","9","10504","5"
"5","10","10504","0"
"5","10","10504","1"
"5","10","10504","2"
"10","10","10504","3"
"10","10","10504","4"
"15","10","10504","5"
"20","1","10601","0"
"40","1","10601","1"
"50","1","10601","2"
"60","1","10601","3"
"70","1","10601","4"
"90","1","10601","5"
"20","2","10601","0"
"40","2","10601","1"
"50","2","10601","2"
"60","2","10601","3"
"70","2","10601","4"
"90","2","10601","5"
"20","3","10601","0"
"40","3","10601","1"
"50","3","10601","2"
"60","3","10601","3"
"70","3","10601","4"
"90","3","10601","5"
"20","4","10601","0"
"40","4","10601","1"
"50","4","10601","2"
"60","4","10601","3"
"70","4","10601","4"
"90","4","10601","5"
"20","5","10601","0"
"40","5","10601","1"
"50","5","10601","2"
"60","5","10601","3"
"70","5","10601","4"
"90","5","10601","5"
"5","6","10601","0"
"15","6","10601","1"
"25","6","10601","2"
"25","6","10601","3"
"35","6","10601","4"
"45","6","10601","5"
"5","7","10601","0"
"15","7","10601","1"
"25","7","10601","2"
"25","7","10601","3"
