efd949a8a0bf3bb24e8626ba1fda0af4488800a7e95b8d2a66e58f7f6dfd62e1,a681018c6ebba791ac2653ac9168642cf1507ff6ec022692288222947cc10d6b,30fe123720a6b187bb3b08f0c3c3b58e2bfbe0e8d11d3eb5400150270a2bff71,7bdfbf35661b4c45f0663bdccb4887ea987a94113584ae1fe1d57d337b29ad05,0257264885997c6ce638773473ca9ff56fc1689634e1020f3476b086c5224643,e28002b320f8606e83f5d08e2efdffda8979f2fc296fe43d2b6c61a872c4c175,ab7f3ba32c1d25a50e605b9547fd716d5cb58807509d218573e7dfbc34ce1c25,1c40afb5d0ea6e63ffed908b3cb9bec165a40d08875f3367407264d3411fd6b9,7e3f44884d7477ee27dbddf3bae32eae55b6aa9e182ffdc414ad74e9b4c705ed,6050fc600d894d4d910d16d1db7f453ce1fd501f7458b9d3fd177e65edbcd428,0fb0b2229671653b0772ba1b77909ba30f645db20976edd7e77ab7ac26a84e89,325ffa45ad924957713aae0c7a74225d6d08c3b04d8a046d68d71567f4e57a10,da1e895f7df0ef7dccf7b2b98a7cdec39534792a78fe6916983a00c5b7974186,20878c9d61f40679507782e41350465cba72e260638b0bbd9da077a60e805963,0f6be19afa04f4715d840cca23ccf806a7898e1c56dc92869932754bae4c2d88,4c1b9a1396b383d89129091aa823744eaf337bfa9e309fcaffc5fb11e0c2d273,fad8bac46cf41f4e99fb45349bceea76d554febc085187b0d4c2eb1bbcd27162,c3ef7a7c0ecabd43ea4bdb2274c693502a0221d050ee05f6868d7b9a81de4c86,db1cfe1e535a3004e9d0ace8260d544f2bb9f9af93637271387fa94ae95a26a5,dd5e7966d78e0b6da35536e60a118b1ccdea79841cd5b723e6d12a7c07c17665
"59","1002205","20003","0","4","0","0","3100102","0","2","2","0","20","10","0","0","6","0","90006","0"
"60","1002205","20003","0","11","0","0","3100101","0","2","2","0","10","30","0","0","2","0","90006","0"
"61","1002206","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"62","1002206","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"63","1002206","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"64","1002206","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"65","1002207","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"66","1002207","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"67","1002207","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"68","1002207","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"69","1002208","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"70","1002208","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"71","1002208","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"72","1002208","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"73","1002209","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"74","1002209","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"75","1002209","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"76","1002209","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"77","1002210","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"78","1002210","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"79","1002210","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"80","1002210","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"81","1003201","20003","0","1","0","0","3100104","0","2","2","0","20","1","0","0","5","0","90006","0"
"82","1003201","20003","0","2","0","0","3100103","0","2","2","0","15","3","0","0","4","0","90006","0"
"83","1003201","20003","0","4","0","0","3100102","0","2","2","0","10","10","0","0","3","0","90006","0"
"84","1003201","20003","0","11","0","0","3100101","0","2","2","0","5","30","0","0","1","0","90006","0"
"85","1003202","20003","0","1","0","0","3100104","0","2","2","0","20","1","0","0","5","0","90006","0"
"86","1003202","20003","0","2","0","0","3100103","0","2","2","0","15","3","0","0","4","0","90006","0"
"87","1003202","20003","0","4","0","0","3100102","0","2","2","0","10","10","0","0","3","0","90006","0"
"88","1003202","20003","0","11","0","0","3100101","0","2","2","0","5","30","0","0","1","0","90006","0"
"89","1003203","20003","0","1","0","0","3100104","0","2","2","0","20","1","0","0","5","0","90006","0"
"90","1003203","20003","0","2","0","0","3100103","0","2","2","0","15","3","0","0","4","0","90006","0"
"91","1003203","20003","0","4","0","0","3100102","0","2","2","0","10","10","0","0","3","0","90006","0"
"92","1003203","20003","0","11","0","0","3100101","0","2","2","0","5","30","0","0","1","0","90006","0"
"93","1003204","20003","0","1","0","0","3100104","0","2","2","0","20","1","0","0","5","0","90006","0"
"94","1003204","20003","0","2","0","0","3100103","0","2","2","0","15","3","0","0","4","0","90006","0"
"95","1003204","20003","0","4","0","0","3100102","0","2","2","0","10","10","0","0","3","0","90006","0"
"96","1003204","20003","0","11","0","0","3100101","0","2","2","0","5","30","0","0","1","0","90006","0"
"97","1003205","20003","0","1","0","0","3100104","0","2","2","0","40","1","0","0","10","0","90006","0"
"98","1003205","20003","0","2","0","0","3100103","0","2","2","0","30","3","0","0","8","0","90006","0"
"99","1003205","20003","0","4","0","0","3100102","0","2","2","0","20","10","0","0","6","0","90006","0"
"100","1003205","20003","0","11","0","0","3100101","0","2","2","0","10","30","0","0","2","0","90006","0"
"101","1003206","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"102","1003206","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"103","1003206","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"104","1003206","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"105","1003207","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"106","1003207","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"107","1003207","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"108","1003207","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"109","1003208","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"110","1003208","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"111","1003208","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"112","1003208","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"113","1003209","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"114","1003209","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"115","1003209","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"116","1003209","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"117","1003210","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"118","1003210","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"119","1003210","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"120","1003210","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"121","1004201","20003","0","1","0","0","3100104","0","2","2","0","20","1","0","0","5","0","90006","0"
"122","1004201","20003","0","2","0","0","3100103","0","2","2","0","15","3","0","0","4","0","90006","0"
"123","1004201","20003","0","4","0","0","3100102","0","2","2","0","10","10","0","0","3","0","90006","0"
"124","1004201","20003","0","11","0","0","3100101","0","2","2","0","5","30","0","0","1","0","90006","0"
"125","1004202","20003","0","1","0","0","3100104","0","2","2","0","20","1","0","0","5","0","90006","0"
"126","1004202","20003","0","2","0","0","3100103","0","2","2","0","15","3","0","0","4","0","90006","0"
"127","1004202","20003","0","4","0","0","3100102","0","2","2","0","10","10","0","0","3","0","90006","0"
"128","1004202","20003","0","11","0","0","3100101","0","2","2","0","5","30","0","0","1","0","90006","0"
"129","1004203","20003","0","1","0","0","3100104","0","2","2","0","20","1","0","0","5","0","90006","0"
"130","1004203","20003","0","2","0","0","3100103","0","2","2","0","15","3","0","0","4","0","90006","0"
"131","1004203","20003","0","4","0","0","3100102","0","2","2","0","10","10","0","0","3","0","90006","0"
"132","1004203","20003","0","11","0","0","3100101","0","2","2","0","5","30","0","0","1","0","90006","0"
"133","1004204","20003","0","1","0","0","3100104","0","2","2","0","20","1","0","0","5","0","90006","0"
"134","1004204","20003","0","2","0","0","3100103","0","2","2","0","15","3","0","0","4","0","90006","0"
"135","1004204","20003","0","4","0","0","3100102","0","2","2","0","10","10","0","0","3","0","90006","0"
"136","1004204","20003","0","11","0","0","3100101","0","2","2","0","5","30","0","0","1","0","90006","0"
"137","1004205","20003","0","1","0","0","3100104","0","2","2","0","40","1","0","0","10","0","90006","0"
"138","1004205","20003","0","2","0","0","3100103","0","2","2","0","30","3","0","0","8","0","90006","0"
"139","1004205","20003","0","4","0","0","3100102","0","2","2","0","20","10","0","0","6","0","90006","0"
"140","1004205","20003","0","11","0","0","3100101","0","2","2","0","10","30","0","0","2","0","90006","0"
"141","1004206","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"142","1004206","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"143","1004206","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"144","1004206","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"145","1004207","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"146","1004207","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"147","1004207","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"148","1004207","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"149","1004208","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"150","1004208","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"151","1004208","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"152","1004208","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"153","1004209","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"154","1004209","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"155","1004209","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"156","1004209","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
"157","1004210","20003","0","1","0","0","3100104","0","2","2","0","10","1","0","0","4","0","90006","0"
"158","1004210","20003","0","2","0","0","3100103","0","2","2","0","8","3","0","0","3","0","90006","0"
"159","1004210","20003","0","4","0","0","3100102","0","2","2","0","6","10","0","0","2","0","90006","0"
"160","1004210","20003","0","11","0","0","3100101","0","2","2","0","4","30","0","0","1","0","90006","0"
