14a0e390bcb76e8114e3a480cf7161ea60274400e79a988586fa59209c5ca278,2de0bf45570a95c59843ccefbad1c3215e5b4b6c8c9609988c48b67c8eb2f0a8,58d9ec7e19de7b934c08cb14edf1d2943271b00f16cf5d1646b9763ba3dd0123,bec02d84b513fc46238bd424017fe001aecb39c61a794144be48aaf5aa4fbffb,5b6f43ac53d65017157c7badcc8824b1a863aa955f960293809c5e41cf08249e,b4525bf5675b8d869f1263ea74ef2913c9b9e400efcccc1795888961439cb2b8,f43145afd1ee60c1e1e6c6a3b09209464b5068493143dba72e07e2bd8bb17096,2026b26e2dbd719f5cf6e75db9834468f372b255da2a2d9050adb67f86680b8b,99c403725cbbd68f036b769e0d6826a176faaa42454978eb5665d427c435fb0a,04037f38a9d5531f1b6c3c6f76c1b3a44fa5fe762d22c6089b7a3a8d0dbe5229,597d249ec4a704e8cb160774e8397a158e4855fd693fe69ec116ab4892451a3b
"12","0","0","0","380000","380000","2018/08/21 14:59:59","2018/07/31 12:00:00","0","1","30012"
"13","0","0","0","380000","380000","2018/08/31 12:00:59","2018/08/31 12:00:00","0","1","30014"
"14","0","0","0","380000","380000","2018/08/31 11:59:59","2018/08/21 15:00:00","0","1","40001"
"15","0","0","0","380000","380000","2018/09/18 14:59:59","2018/08/31 12:01:00","0","1","30014"
"16","0","0","0","380000","380000","2018/09/30 11:59:59","2018/09/18 15:00:00","0","1","30015"
"17","0","0","0","380000","380000","2018/10/18 14:59:59","2018/09/30 12:00:00","0","1","30016"
"18","0","0","0","380000","380000","2018/10/31 11:59:59","2018/10/18 15:00:00","0","1","30017"
"19","0","380000","0","0","380000","2018/11/03 18:59:59","2018/10/31 12:00:00","380000","2","50018"
"20","0","0","0","380000","380000","2018/11/19 14:59:59","2018/11/03 19:00:00","0","1","30019"
"21","0","0","0","380000","380000","2018/11/30 11:59:59","2018/11/19 15:00:00","0","1","30020"
"22","0","0","0","380000","380000","2018/12/19 14:59:59","2018/11/30 12:00:00","0","1","30021"
"23","0","0","0","380000","380000","2018/12/31 11:59:59","2018/12/19 15:00:00","0","1","30022"
"24","0","380000","0","0","380000","2019/01/03 18:59:59","2018/12/31 12:00:00","380000","2","50023"
"25","0","0","0","380000","380000","2019/01/31 11:59:59","2019/01/18 15:00:00","0","1","30025"
"26","0","0","0","380000","380000","2019/02/15 22:59:59","2019/01/31 12:00:00","0","1","30026"
"27","0","380000","0","0","380000","2019/02/28 11:59:59","2019/02/15 23:00:00","380000","2","50027"
"28","0","0","0","380000","380000","2019/03/19 14:59:59","2019/02/28 12:00:00","0","1","30028"
"29","0","0","0","380000","380000","2019/03/26 14:59:59","2019/03/19 15:00:00","0","1","30029"
"30","0","0","0","380000","380000","2019/03/31 11:59:59","2019/03/26 15:00:00","0","1","30030"
"31","0","0","0","380000","380000","2019/04/19 14:59:59","2019/03/31 12:00:00","0","1","30031"
"32","0","0","0","380000","380000","2019/04/30 11:59:59","2019/04/19 15:00:00","0","1","30032"
"33","0","380000","0","0","380000","2019/05/07 14:59:59","2019/04/30 12:00:00","380000","2","50033"
"34","0","0","0","380000","380000","2019/05/17 14:59:59","2019/05/14 15:00:00","0","1","30035"
"35","0","0","0","380000","380000","2019/05/31 11:59:59","2019/05/17 15:00:00","0","1","30036"
"36","0","0","0","380000","380000","2019/06/15 11:59:59","2019/05/31 12:00:00","0","1","30037"
"37","0","0","0","380000","380000","2019/06/18 14:59:59","2019/06/15 12:00:00","0","1","30038"
"38","0","0","0","380000","380000","2019/06/30 11:59:59","2019/06/18 15:00:00","0","1","30039"
"39","0","0","0","380000","380000","2019/07/13 11:59:59","2019/06/30 12:00:00","0","1","30040"
"40","0","0","0","380000","380000","2019/07/18 14:59:59","2019/07/13 12:00:00","0","1","30041"
"41","0","0","0","380000","380000","2019/07/31 11:59:59","2019/07/18 15:00:00","0","1","30042"
"42","0","0","0","380000","380000","2019/08/10 11:59:59","2019/07/31 12:00:00","0","1","30043"
"43","0","0","0","380000","380000","2019/08/15 14:59:59","2019/08/10 12:00:00","0","1","30044"
"44","0","0","0","380000","380000","2019/08/26 11:59:59","2019/08/15 15:00:00","0","1","40002"
"45","0","0","0","380000","380000","2019/08/31 11:59:59","2019/08/26 12:00:00","0","1","30046"
"46","0","380000","0","0","380000","2019/09/03 20:59:59","2019/08/31 12:00:00","380000","2","50047"
"47","0","0","0","380000","380000","2019/09/12 11:59:59","2019/09/03 21:00:00","0","1","30048"
"48","0","0","0","380000","380000","2019/09/16 14:59:59","2019/09/12 12:00:00","0","1","30049"
"49","0","0","0","380000","380000","2019/09/29 11:59:59","2019/09/16 15:00:00","0","1","30050"
"50","0","380000","0","0","380000","2019/09/30 11:59:59","2019/09/29 12:00:00","380000","2","50051"
"51","0","0","0","380000","380000","2019/10/11 11:59:59","2019/09/30 12:00:00","0","1","30052"
"52","0","0","0","380000","380000","2019/10/16 14:59:59","2019/10/11 12:00:00","0","1","30053"
"53","0","0","0","380000","380000","2019/10/31 11:59:59","2019/10/16 15:00:00","0","1","30054"
"54","0","0","0","380000","380000","2019/11/11 11:59:59","2019/10/31 12:00:00","0","1","30055"
"55","0","0","0","380000","380000","2019/11/15 14:59:59","2019/11/11 12:00:00","0","1","30056"
"56","0","0","0","380000","380000","2019/11/30 11:59:59","2019/11/15 15:00:00","0","1","30057"
"57","0","0","0","380000","380000","2019/12/11 11:59:59","2019/11/30 12:00:00","0","1","30058"
"58","0","0","0","380000","380000","2019/12/20 14:59:59","2019/12/11 12:00:00","0","1","30059"
"59","0","0","0","380000","380000","2019/12/31 11:59:59","2019/12/20 15:00:00","0","1","30060"
"60","0","380000","0","0","380000","2020/01/03 18:59:59","2019/12/31 12:00:00","380000","2","50061"
"61","0","0","0","380000","380000","2020/01/16 14:59:59","2020/01/10 12:00:00","0","1","30063"
"62","0","0","0","380000","380000","2020/01/31 11:59:59","2020/01/16 15:00:00","0","1","30064"
"63","0","0","0","380000","380000","2020/02/10 11:59:59","2020/01/31 12:00:00","0","1","30065"
"64","0","0","0","380000","380000","2020/02/15 14:59:59","2020/02/10 12:00:00","0","1","30066"
"65","0","380000","0","0","380000","2020/02/25 11:59:59","2020/02/15 15:00:00","380000","2","50067"
"66","0","0","0","380000","380000","2020/02/29 11:59:59","2020/02/25 12:00:00","0","1","30068"
"67","0","0","0","380000","380000","2020/03/13 14:59:59","2020/02/29 12:00:00","0","1","30069"
"68","0","0","0","380000","380000","2020/03/26 11:59:59","2020/03/13 15:00:00","0","1","30070"
"69","0","0","0","380000","380000","2020/03/31 11:59:59","2020/03/26 12:00:00","0","1","30071"
"70","0","0","0","380000","380000","2020/04/10 11:59:59","2020/03/31 12:00:00","0","1","30072"
"71","0","0","0","380000","380000","2020/04/15 14:59:59","2020/04/10 12:00:00","0","1","30073"
"72","0","0","0","380000","380000","2020/04/24 11:59:59","2020/04/15 15:00:00","0","1","30074"
"73","0","0","0","380000","380000","2020/04/30 11:59:59","2020/04/24 12:00:00","0","1","30075"
"74","0","0","0","380000","380000","2020/05/10 11:59:59","2020/04/30 12:00:00","0","1","30076"
"75","0","0","0","380000","380000","2020/05/15 14:59:59","2020/05/10 12:00:00","0","1","30077"
"76","0","0","0","380000","380000","2020/05/31 11:59:59","2020/05/15 15:00:00","0","1","30078"
"77","0","380000","0","0","380000","2020/06/03 18:59:59","2020/05/31 12:00:00","380000","2","50079"
"78","0","0","0","380000","380000","2020/06/10 11:59:59","2020/06/03 19:00:00","0","1","30080"
"79","0","0","0","380000","380000","2020/06/17 14:59:59","2020/06/10 12:00:00","0","1","30081"
"80","0","0","0","380000","380000","2020/06/24 11:59:59","2020/06/17 15:00:00","0","1","30082"
"81","0","0","0","380000","380000","2020/06/30 11:59:59","2020/06/24 12:00:00","0","1","30083"
"82","0","380000","0","0","380000","2020/07/03 18:59:59","2020/06/30 12:00:00","380000","2","50084"
"83","0","0","0","380000","380000","2020/07/10 11:59:59","2020/07/03 19:00:00","0","1","30085"
"84","0","0","0","380000","380000","2020/07/15 14:59:59","2020/07/10 12:00:00","0","1","30086"
"85","0","0","0","380000","380000","2020/07/22 11:59:59","2020/07/15 15:00:00","0","1","30087"
"86","0","0","0","380000","380000","2020/07/27 11:59:59","2020/07/22 12:00:00","0","1","30088"
"87","0","0","0","380000","380000","2020/07/31 11:59:59","2020/07/27 12:00:00","0","1","30089"
"88","0","0","0","380000","380000","2020/08/10 11:59:59","2020/07/31 12:00:00","0","1","30090"
"89","0","0","0","380000","380000","2020/08/15 14:59:59","2020/08/10 12:00:00","0","1","30091"
"90","0","0","0","380000","380000","2020/08/26 11:59:59","2020/08/15 15:00:00","0","1","40003"
"91","0","0","0","380000","380000","2020/08/31 11:59:59","2020/08/26 12:00:00","0","1","30093"
"92","0","380000","0","0","380000","2020/09/03 18:59:59","2020/08/31 12:00:00","380000","2","50094"
"93","0","0","0","380000","380000","2020/09/14 11:59:59","2020/09/03 19:00:00","0","1","30095"
"94","0","0","0","380000","380000","2020/09/19 14:59:59","2020/09/14 12:00:00","0","1","30096"
"95","0","0","0","380000","380000","2020/09/30 11:59:59","2020/09/19 15:00:00","0","1","30097"
"96","0","0","0","380000","380000","2020/10/10 11:59:59","2020/09/30 12:00:00","0","1","30098"
"97","0","0","0","380000","380000","2020/10/15 14:59:59","2020/10/10 12:00:00","0","1","30099"
"98","0","0","0","380000","380000","2020/10/26 14:59:59","2020/10/15 15:00:00","0","1","30100"
"99","0","0","0","380000","380000","2020/10/31 11:59:59","2020/10/26 15:00:00","0","1","30101"
"100","0","0","0","380000","380000","2020/11/10 11:59:59","2020/10/31 12:00:00","0","1","30102"
"101","0","0","0","380000","380000","2020/11/21 14:59:59","2020/11/10 12:00:00","0","1","30103"
"102","0","0","0","380000","380000","2020/11/30 11:59:59","2020/11/21 15:00:00","0","1","30104"
"103","0","0","0","380000","380000","2020/12/10 11:59:59","2020/11/30 12:00:00","0","1","30105"
"104","0","0","0","380000","380000","2020/12/21 14:59:59","2020/12/10 12:00:00","0","1","30106"
"105","0","0","0","380000","380000","2020/12/31 11:59:59","2020/12/21 15:00:00","0","1","30107"
"106","0","380000","0","0","380000","2021/01/03 18:59:59","2020/12/31 12:00:00","380000","2","50108"
"107","0","0","0","380000","380000","2021/01/12 11:59:59","2021/01/03 19:00:00","0","1","30109"
"108","0","0","0","380000","380000","2021/01/17 11:59:59","2021/01/12 12:00:00","0","1","30110"
"109","0","0","0","380000","380000","2021/01/22 14:59:59","2021/01/17 12:00:00","0","1","30111"
"110","0","0","0","380000","380000","2021/01/31 11:59:59","2021/01/22 15:00:00","0","1","30112"
"111","0","0","0","380000","380000","2021/02/10 11:59:59","2021/01/31 12:00:00","0","1","30113"
"112","0","0","0","380000","380000","2021/02/15 22:59:59","2021/02/10 12:00:00","0","1","30114"
"113","0","0","0","380000","380000","2021/02/23 14:59:59","2021/02/15 23:00:00","0","1","40004"
"114","0","380000","0","380000","380000","2021/02/28 11:59:59","2021/02/23 15:00:00","380000","2","30117"
"115","0","380000","0","0","380000","2021/03/03 18:59:59","2021/02/28 12:00:00","380000","2","50119"
"116","0","0","0","380000","380000","2021/03/12 11:59:59","2021/03/03 19:00:00","0","1","30120"
"117","0","0","0","380000","380000","2021/03/24 11:59:59","2021/03/08 12:00:00","0","1","30121"
"118","0","0","0","380000","380000","2021/03/22 14:59:59","2021/03/12 12:00:00","0","1","30122"
"119","0","0","0","380000","380000","2021/03/31 11:59:59","2021/03/22 15:00:00","0","1","30123"
"120","0","0","0","380000","380000","2021/04/08 11:59:59","2021/03/31 14:00:00","0","1","30125"
"121","0","0","0","380000","380000","2021/04/15 14:59:59","2021/04/08 12:00:00","0","1","30126"
"122","0","0","0","380000","380000","2021/04/22 11:59:59","2021/04/15 15:00:00","0","1","30127"
"123","0","0","0","380000","380000","2021/04/28 11:59:59","2021/04/22 12:00:00","0","1","30128"
"124","0","380000","0","0","380000","2021/04/30 11:59:59","2021/04/28 12:00:00","380000","2","50129"
"125","0","0","0","380000","380000","2021/05/11 11:59:59","2021/04/30 12:00:00","0","1","30130"
"126","0","0","0","380000","380000","2021/05/21 14:59:59","2021/05/11 12:00:00","0","1","30131"
"127","0","0","0","380000","380000","2021/05/31 11:59:59","2021/05/21 15:00:00","0","1","30133"
"128","0","0","0","380000","380000","2021/06/09 11:59:59","2021/05/31 12:00:00","0","1","30134"
"129","0","0","0","380000","380000","2021/06/16 14:59:59","2021/06/09 12:00:00","0","1","30135"
"130","0","0","0","380000","380000","2021/06/24 14:59:59","2021/06/16 15:00:00","0","1","30137"
"131","0","0","0","380000","380000","2021/06/20 14:59:59","2021/06/16 15:00:00","0","1","30136"
"132","0","0","0","380000","380000","2021/06/24 14:59:59","2021/06/20 15:00:00","0","1","30138"
"133","0","0","0","380000","380000","2021/06/30 11:59:59","2021/06/24 15:00:00","0","1","30139"
"134","0","380000","0","0","380000","2021/07/03 18:59:59","2021/06/30 12:00:00","380000","2","50140"
"135","0","0","0","380000","380000","2021/07/12 11:59:59","2021/07/03 19:00:00","0","1","30141"
"136","0","0","0","380000","380000","2021/07/15 14:59:59","2021/07/08 12:00:00","0","1","30142"
"137","0","0","0","380000","380000","2021/07/24 14:59:59","2021/07/15 15:00:00","0","1","30144"
"138","0","0","0","380000","380000","2021/07/19 14:59:59","2021/07/15 15:00:00","0","1","30143"
"139","0","0","0","380000","380000","2021/07/24 14:59:59","2021/07/19 15:00:00","0","1","30145"
"140","0","0","0","380000","380000","2021/07/31 11:59:59","2021/07/24 15:00:00","0","1","30146"
"141","0","0","0","380000","380000","2021/08/09 11:59:59","2021/07/31 12:00:00","0","1","30147"
"142","0","0","0","380000","380000","2021/08/15 14:59:59","2021/08/09 12:00:00","0","1","30148"
"143","0","0","0","380000","380000","2021/08/23 11:59:59","2021/08/15 15:00:00","0","1","40005"
"144","0","0","0","380000","380000","2021/08/31 11:59:59","2021/08/23 12:00:00","0","1","30150"
"145","0","380000","0","0","380000","2021/09/03 18:59:59","2021/08/31 12:00:00","380000","2","50151"
"146","0","0","0","380000","380000","2021/09/08 11:59:59","2021/09/03 19:00:00","0","1","30152"
"147","0","0","0","380000","380000","2021/09/13 11:59:59","2021/09/08 12:00:00","0","1","30153"
"148","0","0","0","380000","380000","2021/09/18 11:59:59","2021/09/13 12:00:00","0","1","30154"
"149","0","0","0","380000","380000","2021/09/24 11:59:59","2021/09/18 12:00:00","0","1","40006"
"150","0","0","0","380000","380000","2021/09/30 11:59:59","2021/09/24 12:00:00","0","1","30157"
"151","0","0","0","380000","380000","2021/09/30 11:59:59","2021/09/24 12:00:00","0","1","30156"
"152","0","0","0","380000","380000","2021/10/08 11:59:59","2021/09/30 12:00:00","0","1","30158"
"153","0","0","0","380000","380000","2021/10/15 14:59:59","2021/10/08 12:00:00","0","1","30159"
"154","0","0","0","380000","380000","2021/10/22 11:59:59","2021/10/15 15:00:00","0","1","30160"
"155","0","0","0","380000","380000","2021/10/31 11:59:59","2021/10/22 12:00:00","0","1","30161"
"156","0","380000","0","0","380000","2021/11/03 18:59:59","2021/10/31 12:00:00","380000","2","50162"
"157","0","0","0","380000","380000","2021/11/11 11:59:59","2021/11/03 19:00:00","0","1","30163"
"158","0","0","0","380000","380000","2021/11/16 11:59:59","2021/11/11 12:00:00","0","1","30164"
"159","0","0","0","380000","380000","2021/11/24 11:59:59","2021/11/16 12:00:00","0","1","30166"
"160","0","0","0","380000","380000","2021/11/30 11:59:59","2021/11/24 12:00:00","0","1","30167"
"161","0","0","0","380000","380000","2021/12/08 11:59:59","2021/11/30 12:00:00","0","1","30168"
"162","0","0","0","380000","380000","2021/12/15 14:59:59","2021/12/08 12:00:00","0","1","30169"
"163","0","0","0","380000","380000","2021/12/22 11:59:59","2021/12/15 15:00:00","0","1","30170"
"164","0","0","0","380000","380000","2021/12/31 11:59:59","2021/12/22 12:00:00","0","1","30171"
"165","0","380000","0","0","380000","2022/01/03 18:59:59","2021/12/31 12:00:00","380000","2","50172"
"166","0","0","0","380000","380000","2022/01/11 11:59:59","2022/01/03 19:00:00","0","1","30173"
"167","0","0","0","380000","380000","2022/01/15 14:59:59","2022/01/11 12:00:00","0","1","30174"
"168","0","0","0","380000","380000","2022/01/24 11:59:59","2022/01/15 15:00:00","0","1","30175"
"169","0","0","0","380000","380000","2022/01/27 11:59:59","2022/01/24 12:00:00","0","1","30176"
"170","0","0","0","380000","380000","2022/01/31 11:59:59","2022/01/27 12:00:00","0","1","30177"
"171","0","0","0","380000","380000","2022/02/08 11:59:59","2022/01/31 12:00:00","0","1","30178"
"172","0","0","0","380000","380000","2022/02/15 14:59:59","2022/02/08 12:00:00","0","1","30179"
"173","0","0","0","380000","380000","2022/02/24 11:59:59","2022/02/15 15:00:00","0","1","40007"
"174","0","0","0","380000","380000","2022/02/24 11:59:59","2022/02/15 15:00:00","0","1","30180"
"175","0","0","0","380000","380000","2022/02/28 11:59:59","2022/02/24 12:00:00","0","1","30182"
"176","0","380000","0","0","380000","2022/03/03 18:59:59","2022/02/28 12:00:00","380000","2","50183"
"177","0","0","0","380000","380000","2022/03/11 11:59:59","2022/03/03 19:00:00","0","1","30184"
"178","0","0","0","380000","380000","2022/03/11 11:59:59","2022/03/08 12:00:00","0","1","30185"
"179","0","0","0","380000","380000","2022/03/15 14:59:59","2022/03/11 12:00:00","0","1","30186"
"180","0","0","0","380000","380000","2022/03/24 11:59:59","2022/03/15 15:00:00","0","1","30187"
"181","0","0","0","380000","380000","2022/03/28 11:59:59","2022/03/24 12:00:00","0","1","30188"
"182","0","0","0","380000","380000","2022/03/31 11:59:59","2022/03/28 12:00:00","0","1","30189"
"183","0","380000","0","0","380000","2022/04/03 18:59:59","2022/03/31 12:00:00","380000","2","50190"
"184","0","0","0","380000","380000","2022/04/11 11:59:59","2022/04/03 19:00:00","0","1","30191"
"185","0","0","0","380000","380000","2022/04/15 14:59:59","2022/04/11 12:00:00","0","1","30192"
"186","0","0","0","380000","380000","2022/04/22 11:59:59","2022/04/15 15:00:00","0","1","30193"
"187","0","0","0","380000","380000","2022/04/30 11:59:59","2022/04/22 12:00:00","0","1","30194"
"188","0","380000","0","0","380000","2022/05/03 18:59:59","2022/04/30 12:00:00","380000","2","50195"
"189","0","0","0","380000","380000","2022/05/11 11:59:59","2022/05/03 19:00:00","0","1","30196"
"190","0","0","0","380000","380000","2022/05/15 14:59:59","2022/05/11 12:00:00","0","1","30197"
"191","0","0","0","380000","380000","2022/05/24 11:59:59","2022/05/15 15:00:00","0","1","30198"
"192","0","0","0","380000","380000","2022/05/28 11:59:59","2022/05/24 12:00:00","0","1","30199"
"193","0","380000","0","0","380000","2022/05/31 11:59:59","2022/05/28 12:00:00","380000","2","50200"
"194","0","0","0","380000","380000","2022/06/09 11:59:59","2022/05/31 12:00:00","0","1","30201"
"195","0","0","0","380000","380000","2022/06/15 14:59:59","2022/06/09 12:00:00","0","1","30202"
"196","0","0","0","380000","380000","2022/06/24 11:59:59","2022/06/15 15:00:00","0","1","30203"
"197","0","0","0","380000","380000","2022/06/30 11:59:59","2022/06/24 12:00:00","0","1","30204"
"198","0","0","0","380000","380000","2022/07/08 11:59:59","2022/06/30 12:00:00","0","1","30205"
"199","0","0","0","380000","380000","2022/07/11 11:59:59","2022/07/08 12:00:00","0","1","30206"
"200","0","0","0","380000","380000","2022/07/15 14:59:59","2022/07/11 12:00:00","0","1","30207"
"201","0","0","0","380000","380000","2022/07/25 11:59:59","2022/07/15 15:00:00","0","1","30208"
"202","0","0","0","380000","380000","2022/07/28 11:59:59","2022/07/25 12:00:00","0","1","30209"
"203","0","0","0","380000","380000","2022/07/31 11:59:59","2022/07/28 12:00:00","0","1","30210"
"204","0","0","0","380000","380000","2022/08/09 11:59:59","2022/07/31 12:00:00","0","1","30211"
"205","0","0","0","380000","380000","2022/08/12 11:59:59","2022/08/09 12:00:00","0","1","30212"
"206","0","0","0","380000","380000","2022/08/15 14:59:59","2022/08/12 12:00:00","0","1","30213"
"207","0","0","0","380000","380000","2022/08/23 11:59:59","2022/08/15 15:00:00","0","1","40008"
"208","0","0","0","380000","380000","2022/08/26 11:59:59","2022/08/23 12:00:00","0","1","30215"
"209","0","0","0","380000","380000","2022/08/31 11:59:59","2022/08/26 12:00:00","0","1","30216"
"210","0","380000","0","0","380000","2022/09/03 18:59:59","2022/08/31 12:00:00","380000","2","50217"
"211","0","0","0","380000","380000","2022/09/12 11:59:59","2022/09/03 19:00:00","0","1","30218"
"212","0","0","0","380000","380000","2022/09/15 14:59:59","2022/09/12 12:00:00","0","1","30219"
"213","0","0","0","380000","380000","2022/09/22 11:59:59","2022/09/15 15:00:00","0","1","30220"
"214","0","0","0","380000","380000","2022/09/30 11:59:59","2022/09/22 12:00:00","0","1","30221"
"215","0","0","0","380000","380000","2022/10/11 11:59:59","2022/09/30 12:00:00","0","1","30222"
"216","0","0","0","380000","380000","2022/10/15 14:59:59","2022/10/11 12:00:00","0","1","30223"
"217","0","0","0","380000","380000","2022/10/25 11:59:59","2022/10/15 15:00:00","0","1","30224"
"218","0","0","0","380000","380000","2022/10/28 11:59:59","2022/10/25 12:00:00","0","1","30225"
"219","0","0","0","380000","380000","2022/10/31 11:59:59","2022/10/28 12:00:00","0","1","30226"
"220","0","0","0","380000","380000","2022/11/08 11:59:59","2022/10/31 12:00:00","0","1","30227"
"221","0","0","0","380000","380000","2022/11/11 11:59:59","2022/11/08 12:00:00","0","1","30228"
"222","0","0","0","380000","380000","2022/11/15 14:59:59","2022/11/11 12:00:00","0","1","30229"
"223","0","0","0","380000","380000","2022/11/24 11:59:59","2022/11/15 15:00:00","0","1","30230"
"224","0","380000","0","0","380000","2022/11/27 11:59:59","2022/11/24 12:00:00","380000","2","50231"
"225","0","0","0","380000","380000","2022/11/30 11:59:59","2022/11/27 12:00:00","0","1","30232"
"226","0","0","0","380000","380000","2022/12/09 11:59:59","2022/11/30 12:00:00","0","1","30233"
"227","0","0","0","380000","380000","2022/12/16 11:59:59","2022/12/09 12:00:00","0","1","30234"
"228","0","0","0","380000","380000","2022/12/23 11:59:59","2022/12/16 12:00:00","0","1","30235"
"229","0","0","0","380000","380000","2022/12/31 11:59:59","2022/12/23 12:00:00","0","1","30236"
"230","0","380000","0","0","380000","2023/01/03 18:59:59","2022/12/31 12:00:00","380000","2","50237"
"231","0","0","0","380000","380000","2023/01/10 11:59:59","2023/01/03 19:00:00","0","1","30238"
"232","0","0","0","380000","380000","2023/01/15 14:59:59","2023/01/10 12:00:00","0","1","30239"
"233","0","0","0","380000","380000","2023/01/24 11:59:59","2023/01/15 15:00:00","0","1","30240"
"234","0","0","0","380000","380000","2023/01/31 11:59:59","2023/01/24 12:00:00","0","1","30241"
"235","0","0","0","380000","380000","2023/02/09 11:59:59","2023/01/31 12:00:00","0","1","30242"
"236","0","0","0","380000","380000","2023/02/12 11:59:59","2023/02/09 12:00:00","0","1","30243"
"237","0","0","0","380000","380000","2023/02/15 14:59:59","2023/02/12 12:00:00","0","1","30244"
"238","0","0","0","380000","380000","2023/02/24 11:59:59","2023/02/15 15:00:00","0","1","40009"
"239","0","0","0","380000","380000","2023/02/22 14:59:59","2023/02/15 15:00:00","0","1","30245"
"240","0","0","0","380000","380000","2023/02/28 11:59:59","2023/02/24 12:00:00","0","1","30247"
"241","0","380000","0","0","380000","2023/03/03 18:59:59","2023/02/28 12:00:00","380000","2","50248"
"242","0","0","0","380000","380000","2023/03/10 11:59:59","2023/03/03 19:00:00","0","1","30249"
"243","0","0","0","380000","380000","2023/03/17 11:59:59","2023/03/10 12:00:00","0","1","30250"
"244","0","0","0","380000","380000","2023/03/27 11:59:59","2023/03/17 12:00:00","0","1","30251"
"245","0","0","0","380000","380000","2023/03/31 11:59:59","2023/03/27 12:00:00","0","1","30252"
"246","0","0","0","380000","380000","2023/04/07 11:59:59","2023/03/31 12:00:00","0","1","30253"
"247","0","0","0","380000","380000","2023/04/10 11:59:59","2023/04/07 12:00:00","0","1","30254"
"248","0","0","0","380000","380000","2023/04/17 11:59:59","2023/04/10 12:00:00","0","1","30255"
"249","0","0","0","380000","380000","2023/04/25 11:59:59","2023/04/17 12:00:00","0","1","30256"
"250","0","0","0","380000","380000","2023/04/30 11:59:59","2023/04/25 12:00:00","0","1","30257"
"251","0","0","0","380000","380000","2023/05/10 11:59:59","2023/04/30 12:00:00","0","1","30258"
"252","0","0","0","380000","380000","2023/05/15 14:59:59","2023/05/10 12:00:00","0","1","30259"
"253","0","0","0","380000","380000","2023/05/24 11:59:59","2023/05/15 15:00:00","0","1","30260"
"254","0","380000","0","0","380000","2023/05/27 11:59:59","2023/05/24 12:00:00","380000","2","50261"
"255","0","0","0","380000","380000","2023/05/31 11:59:59","2023/05/27 12:00:00","0","1","30262"
"256","0","0","0","380000","380000","2023/06/09 11:59:59","2023/05/31 12:00:00","0","1","30263"
"257","0","0","0","380000","380000","2023/06/15 14:59:59","2023/06/09 12:00:00","0","1","30264"
"258","0","0","0","380000","380000","2023/06/23 11:59:59","2023/06/15 15:00:00","0","1","30265"
"259","0","0","0","380000","380000","2023/06/30 11:59:59","2023/06/23 12:00:00","0","1","30266"
"260","0","380000","0","0","380000","2023/07/03 18:59:59","2023/06/30 12:00:00","380000","2","50267"
"261","0","0","0","380000","380000","2023/07/12 11:59:59","2023/07/03 19:00:00","0","1","30268"
"262","0","0","0","380000","380000","2023/07/15 14:59:59","2023/07/12 12:00:00","0","1","30269"
"263","0","0","0","380000","380000","2023/07/25 11:59:59","2023/07/15 15:00:00","0","1","30270"
"264","0","0","0","380000","380000","2023/07/31 11:59:59","2023/07/25 12:00:00","0","1","30271"
"265","0","0","0","380000","380000","2023/08/09 11:59:59","2023/07/31 12:00:00","0","1","30272"
