4a1541517450185b10e13f1aa508f31d4182ab1db3dcd4d831c204d161a44dc8,358b178e44fa8715d1e791b0510de01dfb154a3c0e5258f0232b3aad5f189ee5,18f629abebd43cc3452e6f423557988b745f47993f262f6b32f7e15e3ce89abc,9d0effe25a642a07d745eb100773b6d1b28b19dd039fdb737eef59bb8dc744b1,e2009fc65fa278be5307ee3a62d56d694fa6470f114f2ade7cbb1e45cbe7b3ec,af701c3447eb8ae74b44d4b5013740c9739d19c1c400da1a29f9da29da9f6d55,16f0648cde51784a6f28682c97088eb9317e22b322ee2507f9d1183412af7916,3fa1f090d94851e0d694610e52c2d2fb9a2678b127539e52ecffa76d5758381e,7d125e94a7e3ca1a9043276acb01c6f56e2c9adcf8d3829e85fb7b220ef71b33,466e71e603de2f670d8591c30b0f4e9c68db70618208a678627e5c2bba65cc86,bb47150bd5d612424e4c7fb411a6c79a967c791a2852004941b53b9fd0c91c44
"","","5152061","3","","","3","1001_in","0","0","61030"
"","","5152061","1.9","","","93","1","","","61031"
"","","5152061","3","","","3","1001_mid","0","0","61032"
"","","5152061","","","","92","","","","61033"
"","","5152061","3","","","3","1001_out","0","0","61034"
"","","5152061","0.2","","","93","0","","","61035"
"","","5152061","110311","","","3","doya_idle_joy1R","1","0.3","61036"
"0","1","5152061","102311","gutsB_talk_joy","","3","gutsB_in_joy","0","0.2","61037"
"","","5152061","102111","","","3","wish_talk","1","0.2","61038"
"0","1","5152061","131911","idle_normal_joy","","3","hello_2","0","0.2","61039"
"","","5152061","107711","","","3","sad_talk_joy","1","0.2","61040"
"0","1","5152061","122811","handsup_loop","","3","handsup_in","0","0.2","61041"
"","","5152061","122911","","","3","leanforward_joy","1","0.2","61042"
"","","5152061","122711","","","3","talk_normal","1","0.2","61043"
"","","5152061","vo_rag","0","","21","vo_rag_6002","0","","61044"
"","0","5152061","3","0","","2","-110","142","","61045"
"","","5152061","3","","","3","1002_in","0","0","61046"
"","","5152061","1.9","","","93","1","","","61047"
"","","5152061","3","","","3","1002_mid","0","0","61048"
"","","5152061","","","","92","","","","61049"
"","","5152061","3","","","3","1002_out","0","0","61050"
"","","5152061","102311","","","3","gutsB_idle","1","0.2","61051"
"","","5152061","102111","","","3","wish_idle","1","0.2","61052"
"","","5152061","131911","","","3","idle_normal","1","0.2","61053"
"","","5152061","107711","","","3","sad_idle_normal","1","0.2","61054"
"","","5152061","122811","","","3","cool_idle","1","0.2","61055"
"","","5152061","122911","","","3","idle_normal_joy1R","1","0.2","61056"
"","","5152061","122711","","","3","wish_idle","1","0.2","61057"
"0","1","5152061","110311","gutsB_talk","","3","gutsB_in","0","0.2","61058"
"","","5152061","vo_rag","0","","21","vo_rag_6003","0","","61059"
"15","1","5152061","110311","1","0","11","おっきいお友達も元気でとてもいいわ！\nさっそく体操はじめましょう！","10","0","61060"
"","","5152061","0","0","","91","","0","","61061"
"","","5152061","bgm_MC175B","","","25","bgm_MC175B","","","61062"
"","","5152061","2","","","32","1","","","61063"
"0","1","5152061","110311","kids_gungun_loop","","3","kids_gungun_in","0","0.2","61064"
"","","5152061","vo_rag","0","","21","vo_rag_6004","0","","61065"
"0","0","5152061","110311","1","1.7","11","まずは空に向かって\n腕をグングン伸ばしてー！","10","0","61066"
"","","5152061","0.1","","","93","0","","","61067"
"0","1","5152061","131911","kids_gungun_loop","","3","kids_gungun_in","0","0.2","61068"
"0","1","5152061","102311","kids_gungun_loop","","3","kids_gungun_in","0","0.2","61069"
"0","1","5152061","102111","kids_gungun_loop","","3","kids_gungun_in","0","0.2","61070"
"0","1","5152061","107711","kids_gungun_loop","","3","kids_gungun_in","0","0.2","61071"
"0","1","5152061","122811","kids_gungun_loop","","3","kids_gungun_in","0","0.2","61072"
"0","1","5152061","122911","kids_gungun_loop","","3","kids_gungun_in","0","0.2","61073"
"0","1","5152061","122711","kids_gungun_loop","","3","kids_gungun_in","0","0.2","61074"
"","","5152061","5.2","","","93","0","","","61075"
"","","5152061","61066","0","","91","","0","","61076"
"","","5152061","vo_rag","0","","21","vo_rag_6005","0","","61077"
"60","0","5152061","102311","1","2.3","11","グーン、グーン！\nあはは、思い切り体動かすの楽しいね！","10","13","61078"
"","","5152061","7.8","","","93","0","","","61079"
"","","5152061","61078","0","","91","","0","","61080"
"","","5152061","110311","","","3","kids_furifuri","1","0.3","61081"
"","","5152061","vo_rag","0","","21","vo_rag_6006","0","","61082"
"17","0","5152061","110311","1","1.7","11","今度は腰を左右にフリフリ！\nキュートに、そしてリズミカルにね！","10","21","61083"
"","","5152061","0.1","","","93","0","","","61084"
"","","5152061","131911","","","3","kids_furifuri","1","0.3","61085"
"","","5152061","102311","","","3","kids_furifuriB","1","0.3","61086"
"","","5152061","102111","","","3","kids_furifuri","1","0.3","61087"
"","","5152061","107711","","","3","kids_furifuriB","1","0.3","61088"
"","","5152061","122811","","","3","kids_furifuri","1","0.3","61089"
"","","5152061","122911","","","3","kids_furifuriB","1","0.3","61090"
"","","5152061","122711","","","3","kids_furifuri","1","0.3","61091"
"","","5152061","7.3","","","93","0","","","61092"
"","","5152061","61083","0","","91","","0","","61093"
"","","5152061","vo_rag","0","","21","vo_rag_6007","0","","61094"
"60","0","5152061","102111","1","0.5","11","フリフリ～、楽しくなってきましたぁ♪","10","0","61095"
"","","5152061","5.2","","","93","0","","","61096"
"","","5152061","61095","0","","91","","0","","61097"
"","","5152061","131911","","","3","joy_idle","1","0.2","61098"
"","","5152061","102311","","","3","joy_idle","1","0.2","61099"
"","","5152061","102111","","","3","joy_idle","1","0.2","61100"
"","","5152061","107711","","","3","joy_idle","1","0.2","61101"
"","","5152061","122811","","","3","joy_idle","1","0.2","61102"
"","","5152061","122911","","","3","joy_idle","1","0.2","61103"
"","","5152061","122711","","","3","joy_idle","1","0.2","61104"
"0","0","5152061","110311","kids_jump_sideHair_out","","3","kids_jump_in_saren","0","0.2","61105"
"","","5152061","vo_rag","0","","21","vo_rag_6008","0","","61106"
"0","0","5152061","110311","1","1","11","最後はみんなで大きく…ジャーンプ！","10","0","61107"
"","","5152061","0.1","","","93","0","","","61108"
"0","1","5152061","131911","kids_jump_mid","","3","kids_jump_in","0","0.2","61109"
"0","1","5152061","102311","kids_jump_mid","","3","kids_jump_in","0","0.2","61110"
"0","1","5152061","102111","kids_jump_mid","","3","kids_jump_in","0","0.2","61111"
"0","1","5152061","107711","kids_jump_mid","","3","kids_jump_in","0","0.2","61112"
"0","1","5152061","122811","kids_jump_mid","","3","kids_jump_in","0","0.2","61113"
"0","1","5152061","122911","kids_jump_mid","","3","kids_jump_in","0","0.2","61114"
"0","1","5152061","122711","kids_jump_mid","","3","kids_jump_in","0","0.2","61115"
"","","5152061","4.1","","","93","0","","","61116"
"","","5152061","61107","0","","91","","0","","61117"
"","","5152061","2","","","37","finish","","","61118"
"","","5152061","se_10058300","","","23","se_10058300_kids_finish","0","","61119"
"","","5152061","131911","","","3","kids_jump_out","0","0","61120"
"","","5152061","102311","","","3","kids_jump_out","0","0","61121"
"","","5152061","102111","","","3","kids_jump_out","0","0","61122"
"","","5152061","107711","","","3","kids_jump_sideHair_out","0","0","61123"
"","","5152061","122811","","","3","kids_jump_out","0","0","61124"
"","","5152061","122911","","","3","kids_jump_out","0","0","61125"
"","","5152061","122711","","","3","kids_jump_sideHair_out","0","0","61126"
"","","5152061","vo_rag","0","","21","vo_rag_6009","0","","61127"
"","","5152061","2","","","3","1009_in","0","0","61128"
"","","5152061","0.4","","","93","1","","","61129"
"","","5152061","2","","","3","1009_mid","0","0","61130"
"","","5152061","","","","92","","","","61131"
"","","5152061","2","","","3","1009_out","0","0","61132"
"","","5152061","0.2","","","93","0","","","61133"
"0.2","1","5152061","131911","idle_normal","","3","kids_jump_end","0","0","61134"
"0.2","1","5152061","102311","joy_idle_normal","","3","kids_jump_end","0","0","61135"
"0.2","1","5152061","102111","wish_idle","","3","kids_jump_end","0","0","61136"
"0.2","1","5152061","107711","idle_normal","","3","kids_jump_sideHair_end","0","0","61137"
"0.2","1","5152061","122811","doya_idle","","3","kids_jump_end","0","0","61138"
"0.2","1","5152061","122911","idle_normal","","3","kids_jump_end","0","0","61139"
"0.2","1","5152061","122711","idle_normal","","3","kids_jump_sideHair_end","0","0","61140"
"1","0","5152061","bgm_MC173B","0.5","","27","bgm_MC173B","0.5","0","61141"
"0.2","1","5152061","110311","talk_normal","","3","kids_jump_sideHair_end","0","0","61142"
"","","5152061","vo_rag","0","","21","vo_rag_6010","0","","61143"
"0","1","5152061","110311","1","0","11","はい、お疲れさま\nみんな、楽しかったかしら？","10","0","61144"
"","","5152061","0","0","","91","","0","","61145"
"","","5152061","110311","","","3","idle_normal","1","0.2","61146"
"0","1","5152061","131911","gutsB_talk","","3","gutsB_in","0","0.2","61147"
"0","1","5152061","102311","surprise3_loop_joy2","","3","surprise3_in_joy2","0","0.2","61148"
"","","5152061","102111","","","3","memory_talk","1","0.2","61149"
"","","5152061","107711","","","3","wish_talk_joy_shy","1","0.2","61150"
"0","1","5152061","122811","eieio_loop","","3","eieio_in","0","0.2","61151"
"","","5152061","122911","","","3","anger_talk_joy","1","0.2","61152"
"","","5152061","122711","","","3","sad_talk_dere2","1","0.2","61153"
"","","5152061","vo_rag","0","","21","vo_rag_6011","0","","61154"
"60","1","5152061","131911","1","0","11","ええ、とっても！\nすごーく新鮮な\nラジーオタイソーだったわ！","10","0","61155"
"","","5152061","0","0","","91","","0","","61156"
"","","5152061","131911","","","3","gutsB_idle","1","0.2","61157"
"","","5152061","102111","","","3","memory_talk","1","0.2","61158"
"","","5152061","vo_rag","0","","21","vo_rag_6012","0","","61159"
"56","1","5152061","102111","1","0","11","かわいくて元気が出て♪\nママ・サレンの体操、すごいですぅ♪","10","0","61160"
"","","5152061","0","0","","91","","0","","61161"
"","","5152061","102111","","","3","memory_talk","1","0.2","61162"
"","","5152061","se_10058300","","","23","se_10058300_emotion_laugh","0","","61163"
"","","5152061","11","","","32","1","","","61164"
"","","5152061","110311","","","3","sad_talk_normal","1","0.2","61165"
"","","5152061","vo_rag","0","","21","vo_rag_6013","0","","61166"
"0","1","5152061","110311","1","0","11","あはは、\nそんなに喜んでもらえるなんて、\n悪い気はしないわね","10","0","61167"
"","","5152061","0","0","","91","","0","","61168"
"","","5152061","11","","","32","0","","","61169"
"","","5152061","0","","","22","0","","","61170"
"","","5152061","0.1","","","93","0","","","61171"
"","","5152061","110311","","","3","wish_talk_joy_shy","1","0.2","61172"
"0","1","5152061","131911","sad_idle_joy","","3","smile2_joy","0","0.2","61173"
"","","5152061","102311","","","3","joy_idle","1","0.2","61174"
"","","5152061","102111","","","3","memory_idle","1","0.2","61175"
"","","5152061","107711","","","3","wish_idle_dere","1","0.2","61176"
"","","5152061","122811","","","3","cool_talk_dere2","1","0.2","61177"
"","","5152061","122911","","","3","anger_idle_normal2","1","0.2","61178"
"","","5152061","122711","","","3","sad_idle_dere","1","0.2","61179"
"","","5152061","se_10058300","","","23","se_10058300_emotion_kids","0","","61180"
"0","0","5152061","110311","0","0","12","9","2","0","61181"
"0","0","5152061","131911","0","0","12","7","2","0","61182"
"0","0","5152061","102311","0","0","12","10","2","0","61183"
"0","0","5152061","102111","0","0","12","6","2","0","61184"
"","","5152061","2.5","","","93","0","","","61185"
"","","5152061","61187","","","101","","","","61186"
"","","5152061","bgm_MC173B","","","25","bgm_MC173B","","","61187"
"","","5152061","0","","","22","0","","","61188"
"1","-280","5152062","1","382","doya_idle","1","107111","110","1.55","62001"
"0","-210","5152062","1","145","idle_normal","1","107611","105","1.5","62002"
"0","-296","5152062","1","-22","joy_idle_normal","1","131911","107","1.57","62003"
"0","-311","5152062","1","-217","wish_idle_joy","1","107511","109","1.57","62004"
"0","-255","5152062","1","-440","cool_idle","1","107811","108","1.53","62005"
"0","-136","5152062","1","34","idle_normal","1","131411","103","1.45","62006"
"0","-146","5152062","1","-163","riri_idle","1","131311","104","1.45","62007"
"0","-166","5152062","1","-350","sad_idle_surprise1","1","131511","105","1.45","62008"
"1","-235","5152062","5","-13","empty","5","5","106","1.5","62009"
"0","-210","5152062","1","145","empty","5","11","110","1.5","62010"
"0","-296","5152062","1","-22","empty","5","12","110","1.57","62011"
"0","-311","5152062","1","-217","empty","5","13","110","1.57","62012"
"0","-255","5152062","1","-440","empty","5","14","110","1.53","62013"
"0","-136","5152062","1","34","empty","5","15","107","1.45","62014"
"0","-146","5152062","1","-163","empty","5","16","107","1.45","62015"
"0","-166","5152062","1","-350","empty","5","17","107","1.45","62016"
"","","5152062","107111","","","13","210","","","62017"
"","","5152062","131911","","","13","207","","","62018"
"","","5152062","107511","","","13","209","","","62019"
"","","5152062","107611","","","13","205","","","62020"
"","","5152062","107811","","","13","208","","","62021"
"","","5152062","131411","","","13","203","","","62022"
"","","5152062","131311","","","13","204","","","62023"
"","","5152062","131511","","","13","205","","","62024"
"0","-235","5152062","1","-13","empty","5","1","108","1.57","62025"
"0","11","5152062","2","382","empty","5","2","210","1","62026"
"","1","5152062","1","0","","31","1","0","1","62027"
"","1","5152062","2","0","","31","2","0","0","62028"
"","1","5152062","12","0","","31","12","0","0","62029"
"","1","5152062","3","0","","31","3","0","1","62030"
"","","5152062","0","","","91","","","","62031"
"","","5152062","3","","","37","telop_2","","","62032"
"","","5152062","0","","","102","0","0","","62033"
"","","5152062","1","","","93","0","","","62034"
"","","5152062","107111","","","3","doya_talk","1","0.2","62035"
"","","5152062","vo_rag","0","","21","vo_rag_2001","0","","62036"
"35","1","5152062","107111","1","0","11","早朝にもかかわらず、よく集まった","10","0","62037"
"","","5152062","0","0","","91","","0","","62038"
"0","1","5152062","107111","cool_talk_joy","","3","cool_in_joy","0","0.2","62039"
"","","5152062","vo_rag","0","","21","vo_rag_2002","0","","62040"
"35","1","5152062","107111","1","0","11","オマエたちにとっておきの体操を\n伝授してやろう♪","10","0","62041"
"","","5152062","0","0","","91","","0","","62042"
"","","5152062","107111","","","3","cool_idle","1","0.2","62043"
"","","5152062","131311","","","3","gutsB_talk_anger","1","0.2","62044"
"","","5152062","vo_rag","0","","21","vo_rag_2003","0","","62045"
"0","1","5152062","131311","1","0","11","どんな苛烈な体操でも…\n頑張りぬく所存です…！","10","0","62046"
"","","5152062","0","0","","91","","0","","62047"
"","","5152062","131311","","","3","riri_idle","1","0.2","62048"
"","","5152062","1","","","26","","","","62049"
"","","5152062","107111","","","3","joy_talk_normal","1","0.2","62050"
"","","5152062","131911","","","3","idle_normal","1","0.2","62051"
"","","5152062","107511","","","3","idle_normal","1","0.2","62052"
"","","5152062","107611","","","3","idle_normal","1","0.2","62053"
"","","5152062","107811","","","3","idle_normal","1","0.2","62054"
"","","5152062","131411","","","3","idle_normal","1","0.2","62055"
"","","5152062","131311","","","3","idle_normal","1","0.2","62056"
"","","5152062","131511","","","3","idle_normal","1","0.2","62057"
"","","5152062","vo_rag","0","","21","vo_rag_2004","0","","62058"
"0","0","5152062","107111","1","2","11","ではいくぞ\nそれ、ワンツーワンツー\nもっと腕を高く！","10","0","62059"
"","","5152062","1.1","0","","93","0","0","","62060"
"","","5152062","bgm_MC175A","","","25","bgm_MC175A","","","62061"
"","","5152062","2","","","32","1","","","62062"
"0","1","5152062","107111","clapping_loop","","3","clapping_in","0","0.2","62063"
"","","5152062","131911","","","3","idol_before_dance","0","0.2","62064"
"","","5152062","107511","","","3","idol_before_dance","0","0.2","62065"
"","","5152062","107611","","","3","idol_before_dance","0","0.2","62066"
"","","5152062","107811","","","3","idol_before_dance","0","0.2","62067"
"","","5152062","131411","","","3","idol_before_dance","0","0.2","62068"
"","","5152062","131311","","","3","idol_before_dance","0","0.2","62069"
"","","5152062","131511","","","3","idol_before_dance","0","0.2","62070"
"","","5152062","0","","","91","","","","62071"
"","","5152062","12","","","32","1","","","62072"
"","","5152062","131911","","","3","idol_danceF","1","0.2","62073"
"","","5152062","107511","","","3","idol_danceF","1","0.2","62074"
"","","5152062","107611","","","3","idol_danceF","1","0.2","62075"
"","","5152062","107811","","","3","idol_danceF","1","0.2","62076"
"0","1","5152062","131411","idol_danceB_loop","","3","idol_danceB_in","0","0.2","62077"
"0","1","5152062","131311","idol_danceB_loop","","3","idol_danceB_in","0","0.2","62078"
"0","1","5152062","131511","idol_danceB_loop","","3","idol_danceB_in","0","0.2","62079"
"","","5152062","12","","","3","idol_danceF","1","0.2","62080"
"","","5152062","13","","","3","idol_danceF","1","0.2","62081"
"","","5152062","11","","","3","idol_danceF","1","0.2","62082"
"","","5152062","14","","","3","idol_danceF","1","0.2","62083"
"","","5152062","15","","","3","idol_danceB_loop","1","0.2","62084"
"","","5152062","16","","","3","idol_danceB_loop","1","0.2","62085"
"","","5152062","17","","","3","idol_danceB_loop","1","0.2","62086"
"","","5152062","2.8","0","","93","0","0","","62087"
"","","5152062","0.1","0","","93","0","0","","62088"
"0","1","5152062","107111","pointing_loop_anger","","3","pointing_in_anger","0","0.2","62089"
"","","5152062","0.5","0","","93","0","0","","62090"
"","","5152062","vo_rag","0","","21","vo_rag_2005","0","","62091"
"","","5152062","2","","","3","0204_in","0","0","62092"
"","","5152062","2.5","","","93","0","","","62093"
"","","5152062","2","","","3","0204_out","0","0","62094"
"","","5152062","0.2","","","93","0","","","62095"
"","","5152062","107111","","","3","angry_loop","1","0.2","62096"
"","","5152062","vo_rag","0","","21","vo_rag_2006","0","","62097"
"","","5152062","2","","","3","0205_in","0","0","62098"
"","","5152062","2.2","","","93","0","","","62099"
"","","5152062","2","","","3","0205_out","0","0","62100"
"","","5152062","0.3","","","93","0","","","62101"
"0","1","5152062","107111","clapping_loop_talk2","","3","clapping_in_talk2","0","0.2","62102"
"","","5152062","2.1","","","93","0","","","62103"
"","","5152062","12","","","37","out","","","62104"
"0","1","5152062","131911","idol_poseF_loop","","3","idol_poseF_in","0","0.1","62105"
"0","1","5152062","107511","idol_poseF_loop","","3","idol_poseF_in","0","0.1","62106"
"0","1","5152062","107611","idol_poseF_loop","","3","idol_poseF_in","0","0.1","62107"
"0","1","5152062","107811","idol_poseF_loop","","3","idol_poseF_in","0","0.1","62108"
"0","1","5152062","131411","idol_poseB_loop","","3","idol_poseB_in","0","0.1","62109"
"0","1","5152062","131311","idol_poseB_loop","","3","idol_poseB_in","0","0.1","62110"
"0","1","5152062","131511","idol_poseB_loop","","3","idol_poseB_in","0","0.1","62111"
"","","5152062","12","","","3","empty","1","0.2","62112"
"","","5152062","13","","","3","empty","1","0.2","62113"
"","","5152062","11","","","3","empty","1","0.2","62114"
"","","5152062","14","","","3","empty","1","0.2","62115"
"","","5152062","15","","","3","empty","1","0.2","62116"
"","","5152062","16","","","3","empty","1","0.2","62117"
"","","5152062","17","","","3","empty","1","0.2","62118"
"","11","5152062","107611","0.7","","2","93","-206","","62119"
"","11","5152062","131911","0.7","","2","-13","-235","","62120"
"","11","5152062","107511","0.7","","2","-152","-248","","62121"
"","11","5152062","107811","0.7","","2","-277","-243","","62122"
"","11","5152062","131411","0.7","","2","8","-151","","62123"
"","11","5152062","131311","0.7","","2","-102","-154","","62124"
"","11","5152062","131511","0.7","","2","-222","-167","","62125"
"","","5152062","1.6","","","93","0","","","62126"
"","","5152062","2","","","37","finish","","","62127"
"","","5152062","se_10058300","","","23","se_10058300_idle_finish","0","","62128"
"1","0","5152062","bgm_MC173B","0.5","","27","bgm_MC173B","0.5","0","62129"
"","","5152062","0","","","93","0","","","62130"
"","","5152062","107111","","","3","clapping_end","0","0.1","62131"
"","","5152062","2","","","93","0","","","62132"
"0","1","5152062","107111","armcrossed_talk","","3","armcrossed_in","0","0.2","62133"
"","","5152062","vo_rag","0","","21","vo_rag_2007","0","","62134"
"35","1","5152062","107111","1","0","11","これでフィニッシュ！　…見事だ☆\nアイドルの道は険しいが\nオマエたちならやれるだろう","10","0","62135"
"","","5152062","0","0","","91","","0","","62136"
"","","5152062","107111","","","3","armcrossed_idle","1","0.2","62137"
"0","1","5152062","5","pack_talk","","3","pack_in","0","0","62138"
"","","5152062","se_10058300","","","23","se_10058300_pack_appear","0","","62139"
"0","1","5152062","131911","idol_poseF_end_emilia_loop","","3","idol_poseF_end_emilia_in","0","0.2","62140"
"","","5152062","1","","","93","0","","","62141"
"","","5152062","vo_rag","0","","21","vo_rag_2008","0","","62142"
"24","1","5152062","5","1","0","11","ねえリア、\nこれってラジーオタイソーなの？","10","5","62143"
"","","5152062","0","0","","91","","0","","62144"
"","","5152062","0","","","22","0","","","62145"
"","","5152062","131911","","","3","idol_poseF_end_emilia_loop_nervous","1","0.2","62146"
"0","1","5152062","1","idol_poseF_end_emilia_loop","","3","idol_poseF_end_emilia_nervous_in","0","0","62147"
"","","5152062","5","","","3","pack_idle","1","0.2","62148"
"","","5152062","107111","","","3","chris_laugh","1","0.2","62149"
"","","5152062","se_10058300","","","23","se_10058300_emotion_idol","0","","62150"
"5","0","5152062","5","0","0","12","5","2","5","62151"
"0","0","5152062","107111","0","0","12","10","2","0","62152"
"","","5152062","2.5","","","93","0","","","62153"
"","","5152062","62155","","","101","","","","62154"
"","","5152062","bgm_MC173B","","","25","bgm_MC173B","","","62155"
"","","5152062","0","","","22","0","","","62156"
"1","-215","5152063","1","124","ames_sit_idle","1","131711","109","1.8","63001"
"0","-215","5152063","1","-119","echidna_sit_thinking_idle","1","132011","108","1.8","63002"
"0","-215","5152063","1","-119","empty","5","1","109","1.8","63003"
"","","5152063","131711","","","13","209","","","63004"
"","","5152063","132011","","","13","208","","","63005"
"","1.16","5152063","1","0","","31","1","0","1","63006"
"","1","5152063","10","0","","31","10","0","1","63007"
"","1","5152063","5","0","","31","5","0","0","63008"
"","1","5152063","3","0","","31","3","0","1","63009"
"","","5152063","0","","","91","0","","","63010"
"","","5152063","3","","","37","telop_3","","","63011"
"","","5152063","0","","","102","0","0","","63012"
"","","5152063","1","","","93","0","","","63013"
"","","5152063","132011","","","3","echidna_sit_thinking_talk","1","0.2","63014"
"","","5152063","vo_rag","0","","21","vo_rag_5001","0","","63015"
"50","1","5152063","132011","1","0","11","この世界には『アイドル』という\n種族にのみ伝わる、伝統の\nタイソーとやらがあるらしいね","10","-20","63016"
"","","5152063","0","0","","91","","0","","63017"
"","","5152063","132011","","","3","echidna_sit_talk","1","0.2","63018"
"","","5152063","vo_rag","0","","21","vo_rag_5002","0","","63019"
"50","1","5152063","132011","1","0","11","君は智に長けた存在だろう？\nボクにもその動きを\n教えてもらえないかな？","10","-20","63020"
"","","5152063","0","0","","91","","0","","63021"
"","","5152063","132011","","","3","echidna_sit_idle","1","0.2","63022"
"0","1","5152063","131711","ames_yareyare_talk","","3","ames_yareyare_in","0","0.2","63023"
"","","5152063","vo_rag","0","","21","vo_rag_5003","0","","63024"
"50","1","5152063","131711","1","0","11","随分と面倒なこと言ってくれちゃって","10","20","63025"
"","","5152063","0","0","","91","","0","","63026"
"","","5152063","131711","","","3","ames_sit_talk","1","0.2","63027"
"","","5152063","vo_rag","0","","21","vo_rag_5004","0","","63028"
"50","1","5152063","131711","1","0","11","色々誤解があるみたいだけど、\nまあいいわ","10","20","63029"
"","","5152063","0","0","","91","","0","","63030"
"","","5152063","vo_rag","0","","21","vo_rag_5005","0","","63031"
"50","1","5152063","131711","1","0","11","それじゃ、\nあたしと同じ動きをやってみて","10","20","63032"
"","","5152063","0","0","","91","","0","","63033"
"0","1","5152063","131711","idle_normal","","3","ames_sit_out","0","0.2","63034"
"","","5152063","0.1","","","93","0","","","63035"
"0","1","5152063","132011","idle_normal","","3","echidna_sit_out","0","0.2","63036"
"","","5152063","10","","","37","out","","","63037"
"","","5152063","1","","","93","0","","","63038"
"","","5152063","0","0","","91","","0","","63039"
"","","5152063","bgm_MC175A","","","25","bgm_MC175A","","","63040"
"","","5152063","5","","","32","1","","","63041"
"","","5152063","131711","","","3","isekai_dance","1","0.2","63042"
"","","5152063","0.1","","","93","0","","","63043"
"","","5152063","132011","","","3","isekai_dance","1","0.2","63044"
"","","5152063","vo_rag","0","","21","vo_rag_5006","0","","63045"
"0","0","5152063","131711","1","1.7","11","はい、ワンツーワンツー、\nステップステップ…","10","0","63046"
"","","5152063","7","","","93","0","","","63047"
"","","5152063","0","0","","91","","0","","63048"
"","","5152063","vo_rag","0","","21","vo_rag_5007","0","","63049"
"0","1","5152063","132011","1","0","11","ワン、ツー…ワン、ツ…\nはぁ、はぁ…\n今日のところは、ここまで、だね…","10","0","63050"
"","","5152063","3.4","","","93","0","","","63051"
"1","0","5152063","bgm_MC173B","0.5","","27","bgm_MC173B","0.5","0","63052"
"","","5152063","5","","","37","out","","","63053"
"0","1","5152063","1","tired_talk","","3","tired_in","0","0","63054"
"0","1","5152063","132011","echidna_tired_talk","","3","echidna_tired_in","0","0","63055"
"","","5152063","se_10058300","","","23","se_10058300_isekai_breath","0","","63056"
"","","5152063","7.6","","","93","0","","","63057"
"","","5152063","63050","0","","91","","0","","63058"
"","","5152063","1","","","3","tired_idle","1","0.2","63059"
"","","5152063","132011","","","3","echidna_tired_idle","1","0.2","63060"
"0","1","5152063","131711","shock_talk","","3","shock_in","0","0","63061"
"","","5152063","vo_rag","0","","21","vo_rag_5008","0","","63062"
"0","1","5152063","131711","1","0","11","ウソでしょ！　まだちょっとしか\nやってないわよ！","10","0","63063"
"","","5152063","0","0","","91","","0","","63064"
