c00eacb33eb503b7f9eccc7c102e26419fa4f8fb9bc5f8fa7dde6b9bc9713203,03c2446644e606f21507ea1e0fc2f3ea38cc37415c2ba24f1bc622c5ff2d4edd,b7995f38dbf18265cdee5182d6aaafa2685b280bbeae6ca45e40ce6ddf01656f,32548735fbc973f328dd063ab8caeaaeb315c9dba9dab4f61ef7f56eecfb90be,e79291e2690607bd1b2b1d7a6a33ec6e99a9e65300c2d230db78c3fbdf82fab7
"224","11001005","4202401","18","2000"
"225","11001005","4303101","18","333332"
"226","11001005","4303201","18","80000"
"227","11001005","4303202","18","80000"
"228","11001005","4303301","18","44250"
"229","11001005","4303302","18","44250"
"230","11001005","4303401","18","2000"
"231","11001005","99006","2","0"
"232","11001005","94002","12","0"
"233","11001005","90008","2","0"
"234","11001005","26201","2","0"
"235","11001005","23002","2","0"
"236","11002001","4101101","18","500000"
"237","11002001","4101201","18","80000"
"238","11002001","4101202","18","80000"
"239","11002001","4101203","18","80000"
"240","11002001","4101251","18","80000"
"241","11002001","4101301","18","44250"
"242","11002001","4101302","18","44250"
"243","11002001","4101303","18","44250"
"244","11002001","4101351","18","44250"
"245","11002001","4101401","18","3000"
"246","11002001","4104101","18","500000"
"247","11002001","4104201","18","80000"
"248","11002001","4104202","18","80000"
"249","11002001","4104203","18","80000"
"250","11002001","4104251","18","80000"
"251","11002001","4104301","18","44250"
"252","11002001","4104302","18","44250"
"253","11002001","4104303","18","44250"
"254","11002001","4104351","18","44250"
"255","11002001","4104401","18","3000"
"256","11002001","4201101","18","300000"
"257","11002001","4201201","18","63945"
"258","11002001","4201202","18","63945"
"259","11002001","4201203","18","63945"
"260","11002001","4201301","18","35376"
"261","11002001","4201302","18","35379"
"262","11002001","4201303","18","35379"
"263","11002001","4201401","18","1800"
"264","11002001","4202101","18","300000"
"265","11002001","4202201","18","63948"
"266","11002001","4202202","18","63948"
"267","11002001","4202203","18","63948"
"268","11002001","4202301","18","35379"
"269","11002001","4202302","18","35379"
"270","11002001","4202303","18","35379"
"271","11002001","4202401","18","1800"
"272","11002001","4301101","18","899999"
"273","11002001","4301201","18","215999"
"274","11002001","4301202","18","215999"
"275","11002001","4301251","18","144000"
"276","11002001","4301301","18","119700"
"277","11002001","4301302","18","119700"
"278","11002001","4301351","18","79650"
"279","11002001","4301401","18","5400"
"280","11002001","99006","2","0"
"281","11002001","94002","12","0"
"282","11002001","90008","2","0"
"283","11002001","26201","2","0"
"284","11002001","23002","2","0"
"285","11002002","4106101","18","500000"
"286","11002002","4106201","18","80000"
"287","11002002","4106202","18","80000"
"288","11002002","4106203","18","80000"
"289","11002002","4106251","18","80000"
"290","11002002","4106301","18","44250"
"291","11002002","4106302","18","44250"
"292","11002002","4106303","18","44250"
"293","11002002","4106351","18","44250"
"294","11002002","4106401","18","3000"
"295","11002002","4110101","18","500000"
"296","11002002","4110201","18","80000"
"297","11002002","4110202","18","80000"
"298","11002002","4110203","18","80000"
"299","11002002","4110251","18","80000"
"300","11002002","4110301","18","44250"
"301","11002002","4110302","18","44250"
"302","11002002","4110303","18","44250"
"303","11002002","4110351","18","44250"
"304","11002002","4110401","18","3000"
"305","11002002","4203101","18","300000"
"306","11002002","4203201","18","63945"
"307","11002002","4203202","18","63945"
"308","11002002","4203203","18","63945"
"309","11002002","4203301","18","35376"
"310","11002002","4203302","18","35379"
"311","11002002","4203303","18","35379"
"312","11002002","4203401","18","1800"
"313","11002002","4204101","18","300000"
"314","11002002","4204201","18","63948"
"315","11002002","4204202","18","63948"
"316","11002002","4204203","18","63948"
"317","11002002","4204301","18","35379"
"318","11002002","4204302","18","35379"
"319","11002002","4204303","18","35379"
"320","11002002","4204401","18","1800"
"321","11002002","4305101","18","899999"
"322","11002002","4305201","18","215999"
"323","11002002","4305202","18","215999"
"324","11002002","4305251","18","144000"
"325","11002002","4305301","18","119700"
"326","11002002","4305302","18","119700"
"327","11002002","4305351","18","79650"
"328","11002002","4305401","18","5400"
"329","11002002","99006","2","0"
"330","11002002","94002","12","0"
"331","11002002","90008","2","0"
"332","11002002","26201","2","0"
"333","11002002","23002","2","0"
"334","11002003","4102101","18","500000"
"335","11002003","4102201","18","80000"
"336","11002003","4102202","18","80000"
"337","11002003","4102203","18","80000"
"338","11002003","4102251","18","80000"
"339","11002003","4102301","18","44250"
"340","11002003","4102302","18","44250"
"341","11002003","4102303","18","44250"
"342","11002003","4102351","18","44250"
"343","11002003","4102401","18","3000"
"344","11002003","4105101","18","500000"
"345","11002003","4105201","18","80000"
"346","11002003","4105202","18","80000"
"347","11002003","4105203","18","80000"
"348","11002003","4105251","18","80000"
"349","11002003","4105301","18","44250"
"350","11002003","4105302","18","44250"
"351","11002003","4105303","18","44250"
"352","11002003","4105351","18","44250"
"353","11002003","4105401","18","3000"
"354","11002003","4201101","18","300000"
"355","11002003","4201201","18","63945"
"356","11002003","4201202","18","63945"
"357","11002003","4201203","18","63945"
"358","11002003","4201301","18","35376"
"359","11002003","4201302","18","35379"
"360","11002003","4201303","18","35379"
"361","11002003","4201401","18","1800"
"362","11002003","4202101","18","300000"
"363","11002003","4202201","18","63948"
"364","11002003","4202202","18","63948"
"365","11002003","4202203","18","63948"
"366","11002003","4202301","18","35379"
"367","11002003","4202302","18","35379"
"368","11002003","4202303","18","35379"
"369","11002003","4202401","18","1800"
"370","11002003","4302101","18","899999"
"371","11002003","4302201","18","215999"
"372","11002003","4302202","18","215999"
"373","11002003","4302251","18","144000"
"374","11002003","4302301","18","119700"
"375","11002003","4302302","18","119700"
"376","11002003","4302351","18","79650"
"377","11002003","4302401","18","5400"
"378","11002003","99006","2","0"
"379","11002003","94002","12","0"
"380","11002003","90008","2","0"
"381","11002003","26201","2","0"
"382","11002003","23002","2","0"
"383","11002004","4108101","18","500000"
"384","11002004","4108201","18","80000"
"385","11002004","4108202","18","80000"
"386","11002004","4108203","18","80000"
"387","11002004","4108251","18","80000"
"388","11002004","4108301","18","44250"
"389","11002004","4108302","18","44250"
"390","11002004","4108303","18","44250"
"391","11002004","4108351","18","44250"
"392","11002004","4108401","18","3000"
"393","11002004","4109101","18","500000"
"394","11002004","4109201","18","80000"
"395","11002004","4109202","18","80000"
"396","11002004","4109203","18","80000"
"397","11002004","4109251","18","80000"
"398","11002004","4109301","18","44250"
"399","11002004","4109302","18","44250"
"400","11002004","4109303","18","44250"
"401","11002004","4109351","18","44250"
"402","11002004","4109401","18","3000"
"403","11002004","4203101","18","300000"
"404","11002004","4203201","18","63945"
"405","11002004","4203202","18","63945"
"406","11002004","4203203","18","63945"
"407","11002004","4203301","18","35376"
"408","11002004","4203302","18","35379"
"409","11002004","4203303","18","35379"
"410","11002004","4203401","18","1800"
"411","11002004","4204101","18","300000"
"412","11002004","4204201","18","63948"
"413","11002004","4204202","18","63948"
"414","11002004","4204203","18","63948"
"415","11002004","4204301","18","35379"
"416","11002004","4204302","18","35379"
"417","11002004","4204303","18","35379"
"418","11002004","4204401","18","1800"
"419","11002004","4304101","18","899999"
"420","11002004","4304201","18","215999"
"421","11002004","4304202","18","215999"
"422","11002004","4304251","18","144000"
"423","11002004","4304301","18","119700"
"424","11002004","4304302","18","119700"
"425","11002004","4304351","18","79650"
"426","11002004","4304401","18","5400"
"427","11002004","99006","2","0"
"428","11002004","94002","12","0"
"429","11002004","90008","2","0"
"430","11002004","26201","2","0"
"431","11002004","23002","2","0"
"432","11002005","4103101","18","500000"
"433","11002005","4103201","18","80000"
"434","11002005","4103202","18","80000"
"435","11002005","4103203","18","80000"
"436","11002005","4103251","18","80000"
"437","11002005","4103301","18","44250"
"438","11002005","4103302","18","44250"
"439","11002005","4103303","18","44250"
"440","11002005","4103351","18","44250"
"441","11002005","4103401","18","3000"
"442","11002005","4107101","18","500000"
"443","11002005","4107201","18","80000"
"444","11002005","4107202","18","80000"
"445","11002005","4107203","18","80000"
"446","11002005","4107251","18","80000"
"447","11002005","4107301","18","44250"
"448","11002005","4107302","18","44250"
"449","11002005","4107303","18","44250"
"450","11002005","4107351","18","44250"
"451","11002005","4107401","18","3000"
"452","11002005","4201101","18","300000"
"453","11002005","4201201","18","63945"
"454","11002005","4201202","18","63945"
"455","11002005","4201203","18","63945"
"456","11002005","4201301","18","35376"
"457","11002005","4201302","18","35379"
"458","11002005","4201303","18","35379"
"459","11002005","4201401","18","1800"
"460","11002005","4202101","18","300000"
"461","11002005","4202201","18","63948"
"462","11002005","4202202","18","63948"
"463","11002005","4202203","18","63948"
"464","11002005","4202301","18","35379"
"465","11002005","4202302","18","35379"
"466","11002005","4202303","18","35379"
"467","11002005","4202401","18","1800"
"468","11002005","4303101","18","899999"
"469","11002005","4303201","18","215999"
"470","11002005","4303202","18","215999"
"471","11002005","4303251","18","144000"
"472","11002005","4303301","18","119700"
"473","11002005","4303302","18","119700"
"474","11002005","4303351","18","79650"
"475","11002005","4303401","18","5400"
"476","11002005","99006","2","0"
"477","11002005","94002","12","0"
"478","11002005","90008","2","0"
"479","11002005","26201","2","0"
"480","11002005","23002","2","0"
"481","11003001","4101101","18","167000"
"482","11003001","4101201","18","26500"
"483","11003001","4101202","18","26500"
"484","11003001","4101203","18","26500"
"485","11003001","4101251","18","27000"
"486","11003001","4101301","18","14700"
"487","11003001","4101302","18","14700"
"488","11003001","4101303","18","14700"
"489","11003001","4101351","18","14700"
"490","11003001","4101401","18","1000"
"491","11003001","4104101","18","167000"
"492","11003001","4104201","18","26500"
"493","11003001","4104202","18","26500"
"494","11003001","4104203","18","26500"
"495","11003001","4104251","18","27000"
"496","11003001","4104301","18","14700"
"497","11003001","4104302","18","14700"
"498","11003001","4104303","18","14700"
"499","11003001","4104351","18","14700"
"500","11003001","4104401","18","1000"
"501","11003001","4109101","18","167000"
"502","11003001","4109201","18","26500"
"503","11003001","4109202","18","26500"
"504","11003001","4109203","18","26500"
"505","11003001","4109251","18","27000"
"506","11003001","4109301","18","14700"
"507","11003001","4109302","18","14700"
"508","11003001","4109303","18","14700"
"509","11003001","4109351","18","14800"
"510","11003001","4109401","18","1000"
"511","11003001","4201101","18","800000"
"512","11003001","4201201","18","128000"
"513","11003001","4201202","18","128000"
"514","11003001","4201203","18","128000"
"515","11003001","4201251","18","128000"
"516","11003001","4201301","18","70800"
"517","11003001","4201302","18","70800"
"518","11003001","4201303","18","70800"
"519","11003001","4201351","18","70800"
"520","11003001","4201401","18","4800"
"521","11003001","4301101","18","600000"
"522","11003001","4301201","18","144000"
"523","11003001","4301202","18","144000"
"524","11003001","4301251","18","96000"
"525","11003001","4301301","18","79800"
"526","11003001","4301302","18","79800"
"527","11003001","4301351","18","52800"
"528","11003001","4301401","18","3600"
"529","11003001","4303101","18","600000"
"530","11003001","4303201","18","144000"
"531","11003001","4303202","18","144000"
"532","11003001","4303251","18","96000"
"533","11003001","4303301","18","79800"
"534","11003001","4303302","18","79800"
"535","11003001","4303351","18","52800"
"536","11003001","4303401","18","3600"
"537","11003001","99006","2","0"
"538","11003001","94002","12","0"
"539","11003001","90008","2","0"
"540","11003001","26201","2","0"
"541","11003001","23002","2","0"
"542","11003002","4102101","18","167000"
"543","11003002","4102201","18","26500"
"544","11003002","4102202","18","26500"
"545","11003002","4102203","18","26500"
"546","11003002","4102251","18","27000"
"547","11003002","4102301","18","14700"
"548","11003002","4102302","18","14700"
"549","11003002","4102303","18","14700"
"550","11003002","4102351","18","14700"
"551","11003002","4102401","18","1000"
"552","11003002","4108101","18","167000"
"553","11003002","4108201","18","26500"
"554","11003002","4108202","18","26500"
"555","11003002","4108203","18","26500"
"556","11003002","4108251","18","27000"
"557","11003002","4108301","18","14700"
"558","11003002","4108302","18","14700"
"559","11003002","4108303","18","14700"
"560","11003002","4108351","18","14700"
"561","11003002","4108401","18","1000"
"562","11003002","4110101","18","167000"
"563","11003002","4110201","18","26500"
"564","11003002","4110202","18","26500"
"565","11003002","4110203","18","26500"
"566","11003002","4110251","18","27000"
"567","11003002","4110301","18","14700"
"568","11003002","4110302","18","14700"
"569","11003002","4110303","18","14700"
"570","11003002","4110351","18","14800"
"571","11003002","4110401","18","1000"
"572","11003002","4202101","18","800000"
"573","11003002","4202201","18","128000"
"574","11003002","4202202","18","128000"
"575","11003002","4202203","18","128000"
"576","11003002","4202251","18","128000"
"577","11003002","4202301","18","70800"
"578","11003002","4202302","18","70800"
"579","11003002","4202303","18","70800"
"580","11003002","4202351","18","70800"
"581","11003002","4202401","18","4800"
"582","11003002","4301101","18","600000"
"583","11003002","4301201","18","144000"
"584","11003002","4301202","18","144000"
"585","11003002","4301251","18","96000"
"586","11003002","4301301","18","79800"
"587","11003002","4301302","18","79800"
"588","11003002","4301351","18","52800"
"589","11003002","4301401","18","3600"
"590","11003002","4302101","18","600000"
"591","11003002","4302201","18","144000"
"592","11003002","4302202","18","144000"
"593","11003002","4302251","18","96000"
"594","11003002","4302301","18","79800"
"595","11003002","4302302","18","79800"
"596","11003002","4302351","18","52800"
"597","11003002","4302401","18","3600"
"598","11003002","99006","2","0"
"599","11003002","94002","12","0"
"600","11003002","90008","2","0"
"601","11003002","26201","2","0"
"602","11003002","23002","2","0"
"603","11003003","4103101","18","167000"
"604","11003003","4103201","18","26500"
"605","11003003","4103202","18","26500"
"606","11003003","4103203","18","26500"
"607","11003003","4103251","18","27000"
"608","11003003","4103301","18","14700"
"609","11003003","4103302","18","14700"
"610","11003003","4103303","18","14700"
"611","11003003","4103351","18","14700"
"612","11003003","4103401","18","1000"
"613","11003003","4105101","18","167000"
"614","11003003","4105201","18","26500"
"615","11003003","4105202","18","26500"
"616","11003003","4105203","18","26500"
"617","11003003","4105251","18","27000"
"618","11003003","4105301","18","14700"
"619","11003003","4105302","18","14700"
"620","11003003","4105303","18","14700"
"621","11003003","4105351","18","14700"
"622","11003003","4105401","18","1000"
"623","11003003","4109101","18","167000"
"624","11003003","4109201","18","26500"
"625","11003003","4109202","18","26500"
"626","11003003","4109203","18","26500"
"627","11003003","4109251","18","27000"
"628","11003003","4109301","18","14700"
"629","11003003","4109302","18","14700"
"630","11003003","4109303","18","14700"
"631","11003003","4109351","18","14800"
"632","11003003","4109401","18","1000"
"633","11003003","4203101","18","800000"
"634","11003003","4203201","18","128000"
"635","11003003","4203202","18","128000"
"636","11003003","4203203","18","128000"
"637","11003003","4203251","18","128000"
"638","11003003","4203301","18","70800"
"639","11003003","4203302","18","70800"
"640","11003003","4203303","18","70800"
"641","11003003","4203351","18","70800"
"642","11003003","4203401","18","4800"
"643","11003003","4304101","18","600000"
"644","11003003","4304201","18","144000"
"645","11003003","4304202","18","144000"
"646","11003003","4304251","18","96000"
"647","11003003","4304301","18","79800"
"648","11003003","4304302","18","79800"
"649","11003003","4304351","18","52800"
"650","11003003","4304401","18","3600"
"651","11003003","4305101","18","600000"
"652","11003003","4305201","18","144000"
"653","11003003","4305202","18","144000"
"654","11003003","4305251","18","96000"
"655","11003003","4305301","18","79800"
"656","11003003","4305302","18","79800"
"657","11003003","4305351","18","52800"
"658","11003003","4305401","18","3600"
"659","11003003","99006","2","0"
"660","11003003","94002","12","0"
"661","11003003","90008","2","0"
"662","11003003","26201","2","0"
"663","11003003","23002","2","0"
"664","11003004","4106101","18","167000"
"665","11003004","4106201","18","26500"
"666","11003004","4106202","18","26500"
"667","11003004","4106203","18","26500"
"668","11003004","4106251","18","27000"
"669","11003004","4106301","18","14700"
"670","11003004","4106302","18","14700"
"671","11003004","4106303","18","14700"
"672","11003004","4106351","18","14700"
"673","11003004","4106401","18","1000"
"674","11003004","4107101","18","167000"
"675","11003004","4107201","18","26500"
"676","11003004","4107202","18","26500"
"677","11003004","4107203","18","26500"
"678","11003004","4107251","18","27000"
"679","11003004","4107301","18","14700"
"680","11003004","4107302","18","14700"
"681","11003004","4107303","18","14700"
"682","11003004","4107351","18","14700"
"683","11003004","4107401","18","1000"
"684","11003004","4110101","18","167000"
"685","11003004","4110201","18","26500"
"686","11003004","4110202","18","26500"
"687","11003004","4110203","18","26500"
"688","11003004","4110251","18","27000"
"689","11003004","4110301","18","14700"
"690","11003004","4110302","18","14700"
"691","11003004","4110303","18","14700"
"692","11003004","4110351","18","14800"
"693","11003004","4110401","18","1000"
"694","11003004","4204101","18","800000"
"695","11003004","4204201","18","128000"
"696","11003004","4204202","18","128000"
"697","11003004","4204203","18","128000"
"698","11003004","4204251","18","128000"
"699","11003004","4204301","18","70800"
"700","11003004","4204302","18","70800"
"701","11003004","4204303","18","70800"
"702","11003004","4204351","18","70800"
"703","11003004","4204401","18","4800"
"704","11003004","4304101","18","600000"
"705","11003004","4304201","18","144000"
"706","11003004","4304202","18","144000"
"707","11003004","4304251","18","96000"
"708","11003004","4304301","18","79800"
"709","11003004","4304302","18","79800"
"710","11003004","4304351","18","52800"
"711","11003004","4304401","18","3600"
"712","11003004","4305101","18","600000"
"713","11003004","4305201","18","144000"
"714","11003004","4305202","18","144000"
"715","11003004","4305251","18","96000"
"716","11003004","4305301","18","79800"
"717","11003004","4305302","18","79800"
"718","11003004","4305351","18","52800"
"719","11003004","4305401","18","3600"
"720","11003004","99006","2","0"
"721","11003004","94002","12","0"
"722","11003004","90008","2","0"
"723","11003004","26201","2","0"
"724","11003004","23002","2","0"
