c8074a0cf48adee33099d889916c2663926e47c7988035dbd8f66252312f1bc5,e3c681b5ab8685e1a2ec3e70c8570af8b0e3d2f1ad1639af243974d55048dc6b,adfc48e13d9845e9b0e42c3bbc873f50a06e681df78e279738de034ff3c8ad49,583574232f638ef5cea075d033d130f60b4d04a268f4d868064bb2091984924b,4f74495ba9d4b76a967016c80fcc929d70056c1f544d0fcd696d9fd4a1d5f969,077d31026310980d5c7eeaf218066792e61d7bcf1e57e500db0320cd4d37dd8a,05c95fc8176ebf778e33324a7506a1b30e5ecd80ea3d1cbb94b02b30323d395c,9899778adc46291ab766ad0b0479880dff7fcfb20bd22bf86a31161992c2b773,0a9b4d82fd50190efcc6bb69e83eb8ef5f08a066b507720d05c88844fe327e65,4b23b7c09987a0afaf3a3a31a3ae1ba3ef26b894da79df7c976620e785aeb110,91eb4c801006d2a1c2094ae8b630e299463af91ca73424150faa93687262a1e4,be6bd597563bf6c20f7a87025d76106c137d10c081c22c1f9da6cc79ac8f14c5
"24008","1","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 4）","0","0","0","2030/08/01 14:59:59","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","17","999","2020/11/05 12:00:00"
"24009","1","★3確定 プリコネフェス記念ガチャチケット","0","0","0","2030/08/01 14:59:59","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","17","999","2021/02/21 12:00:00"
"24010","1","★3確定 プリコネフェス2022記念ガチャチケット","0","0","0","2030/08/01 14:59:59","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","17","999","2022/02/14 12:00:00"
"24011","1","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 1","0","0","0","2030/08/01 14:59:59","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","17","999","2022/03/21"
"24012","1","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 2","0","0","0","2030/08/01 14:59:59","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","17","999","2022/04/18"
"24013","1","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 3","0","0","0","2030/08/01 14:59:59","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","17","999","2022/05/16"
"24014","1","★3確定 プリコネフェス2023記念ガチャチケット","0","0","0","2030/08/01 14:59:59","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","17","999","2022/01/15 15:00:00"
"24015","1","★3確定 5周年記念ガチャチケット","0","0","0","2030/08/01 14:59:59","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","17","999","2023/02/14 15:00:00"
"24016","1","★3確定 Sダッシュガチャチケット","0","0","0","2030/08/01 14:59:59","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","17","999","2023/02/14 15:00:00"
"24017","1","★3確定 プリコネフェス2024記念ガチャチケット","0","0","0","2030/08/01 14:59:59","0","対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","17","999","2024/02/09 12:00:00"
"25001","1","プリンセスオーブ","0","0","0","2030/08/01 14:59:59","0","キャラの大いなる力を呼び醒ますアイテム。","20","99999","2015/12/17 15:00:00"
"25011","1","アストラルスフィア（火）","0","0","0","2030/08/01 14:59:59","0","世界を構成している属性の力であるアストラルのうち火の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","29","999999999","2015/12/17 15:00:00"
"25012","1","アストラルスフィア（水）","0","0","0","2030/08/01 14:59:59","0","世界を構成している属性の力であるアストラルのうち水の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","29","999999999","2015/12/17 15:00:00"
"25013","1","アストラルスフィア（風）","0","0","0","2030/08/01 14:59:59","0","世界を構成している属性の力であるアストラルのうち風の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","29","999999999","2015/12/17 15:00:00"
"25014","1","アストラルスフィア（光）","0","0","0","2030/08/01 14:59:59","0","世界を構成している属性の力であるアストラルのうち光の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","29","999999999","2015/12/17 15:00:00"
"25015","1","アストラルスフィア（闇）","0","0","0","2030/08/01 14:59:59","0","世界を構成している属性の力であるアストラルのうち闇の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","29","999999999","2015/12/17 15:00:00"
"25021","1","アストラルシャード","0","0","0","2030/08/01 14:59:59","0","世界を構成している属性の力であるアストラルの結晶。内に秘めた属性が未分化の不安定な状態ゆえに励起されると莫大な属性の力を放つ。","29","999999999","2015/12/17 15:00:00"
"25101","1","マスターピース","0","0","0","2030/08/01 14:59:59","0","アストラルの顕在化により発生した宝珠。未確認物質でできており使用するとなぜかプリンセスナイトの　権能を強化拡張することができる。","29","9999","2015/12/17 15:00:00"
"25102","1","マスターピース（欠片）","0","0","0","2030/08/01 14:59:59","0","アストラルの顕在化により発生したマスターピースの欠片。互いに引きあう性質を持ち複数を集めることで合体し、マスターピースとなる。","29","99999","2015/12/17 15:00:00"
"26101","1","ルナコイン","0","0","0","2030/08/01 14:59:59","0","ルナの塔に挑戦した者のみが獲得できる、アストルム内のショップでは流通していない珍しいコイン。","9","999","2015/12/17 15:00:00"
"26201","1","EX装備強化Pt","0","0","0","2030/08/01 14:59:59","0","EX装備の強化に使用すると、強化Ptが1加算される。","25","999999999","2015/12/17 15:00:00"
"27001","1","スペシャル交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2015/12/17 15:00:00"
"27002","1","スペシャル交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2015/12/17 15:00:00"
"27003","1","スペシャル交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2015/12/17 15:00:00"
"27004","1","スペシャル交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2015/12/17 15:00:00"
"27005","1","4th Anniv. スペシャル交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2022/02/15 15:00:00"
"27006","1","スペシャル交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2015/12/17 15:00:00"
"27007","1","スペシャル交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2015/12/17 15:00:00"
"27008","1","5th Anniv. スペシャル交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2023/02/15 15:00:00"
"27009","1","コラボ記念 スペシャル交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2023/04/30 12:00:00"
"27010","1","スペシャル交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2015/12/17 15:00:00"
"27011","1","Sダッシュ スペシャル交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2023/08/15 12:00:00"
"27012","1","スペシャル交換チケット（限定＋）","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2023/12/31 12:00:00"
"27013","1","6th Anniv. スペシャル交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2024/02/15 00:00:00"
"27014","1","スペシャル交換チケット（限定＋）","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2024/04/30 12:00:00"
"27015","1","スペシャル交換チケット（限定＋）","0","0","0","2030/08/01 14:59:59","0","特定のキャラを交換できるチケット。","17","999","2024/08/15 15:00:00"
"28001","1","ぺコリーヌのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2020/08/04 12:00:00"
"28002","1","コッコロのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2020/08/04 12:00:00"
"28003","1","キャルのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2020/08/04 12:00:00"
"28004","1","ハツネのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2020/09/03 19:00:00"
"28005","1","シオリのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2020/09/03 19:00:00"
"28006","1","クリスティーナのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2020/09/03 19:00:00"
"28007","1","ミミのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2020/10/01 17:00:00"
"28008","1","ミソギのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2020/10/01 17:00:00"
"28009","1","キョウカのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2020/10/01 17:00:00"
"28010","1","シズルのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2020/11/05 12:00:00"
"28011","1","リノのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2020/11/05 12:00:00"
"28012","1","ネネカのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2020/11/05 12:00:00"
"28013","1","ユニのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2022/03/21"
"28014","1","チエルのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2022/03/21"
"28015","1","クロエのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2022/03/21"
"28016","1","チカのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2022/04/18"
"28017","1","カスミのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2022/04/18"
"28018","1","モニカのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2022/04/18"
"28019","1","ラビリスタのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2022/05/16"
"28020","1","ジュンのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2022/05/16"
"28021","1","エリコのメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2022/05/16"
"28022","1","プリンセスフェス限定メモリーピース交換チケット2023","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2022/01/15 15:00:00"
"28023","1","限定メモリーピース交換チケット2023","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2022/01/15 15:00:00"
"28024","1","メモリーピース交換チケット2023","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2022/01/15 15:00:00"
"28025","1","GWメモリーピース交換チケット2024","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2024/04/30 12:00:00"
"28026","1","GWピュアメモリーピース交換チケット2024","0","0","0","2030/08/01 14:59:59","0","特定のキャラのピュアメモリーピースを交換できるチケット。","17","999","2024/04/30 12:00:00"
"28027","1","6.5周年メモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのメモリーピースを交換できるチケット。","17","999","2024/08/15 15:00:00"
"28028","1","6.5周年ピュアメモリーピース交換チケット","0","0","0","2030/08/01 14:59:59","0","特定のキャラのピュアメモリーピースを交換できるチケット。","17","999","2024/08/15 15:00:00"
"31000","2","メモリーピース","0","0","0","2030/08/01 14:59:59","0","記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","6","1","2015/12/17 15:00:00"
"31001","1","ヒヨリのメモリーピース","0","5174112","31001","2030/08/01 14:59:59","0","ヒヨリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31002","1","ユイのメモリーピース","0","7201112","31002","2030/08/01 14:59:59","0","ユイの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31003","1","レイのメモリーピース","0","8301112","31003","2030/08/01 14:59:59","0","レイの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31004","1","ミソギのメモリーピース","0","6124112","31004","2030/08/01 14:59:59","0","ミソギの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31005","1","マツリのメモリーピース","0","6032112","31005","2030/08/01 14:59:59","0","マツリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31006","1","アカリのメモリーピース","0","10112","31006","2030/08/01 14:59:59","0","アカリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31007","1","ミヤコのメモリーピース","0","6170112","31007","2030/08/01 14:59:59","0","ミヤコの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31008","1","ユキのメモリーピース","0","7211112","31008","2030/08/01 14:59:59","0","ユキの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31009","1","アンナのメモリーピース","0","94312","31009","2030/08/01 14:59:59","0","アンナの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31010","1","マホのメモリーピース","0","6054112","31010","2030/08/01 14:59:59","0","マホの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31011","1","リノのメモリーピース","0","8144112","31011","2030/08/01 14:59:59","0","リノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31012","1","ハツネのメモリーピース","0","5032112","31012","2030/08/01 14:59:59","0","ハツネの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31013","1","ナナカのメモリーピース","0","4040112","31013","2030/08/01 14:59:59","0","ナナカの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31014","1","カスミのメモリーピース","0","1022112","31014","2030/08/01 14:59:59","0","カスミの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31015","1","ミサトのメモリーピース","0","6120212","31015","2030/08/01 14:59:59","0","ミサトの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31016","1","スズナのメモリーピース","0","2222112","31016","2030/08/01 14:59:59","0","スズナの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31017","1","カオリのメモリーピース","0","1004112","31017","2030/08/01 14:59:59","0","カオリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31018","1","イオのメモリーピース","0","104112","31018","2030/08/01 14:59:59","0","イオの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31020","1","ミミのメモリーピース","0","6161112","31020","2030/08/01 14:59:59","0","ミミの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31021","1","クルミのメモリーピース","0","1282112","31021","2030/08/01 14:59:59","0","クルミの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
"31022","1","ヨリのメモリーピース","0","7481112","31022","2030/08/01 14:59:59","0","ヨリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","11","9999","2015/12/17 15:00:00"
