a7be0c743cea75cc594c54bdf415b3aadda2000e5f1785b3c39fab9700ce6dfb,07d8bc1740f6eba9d37f7fb46b029ca03d59b910d3e1ea6e435656a3b0a07b9d,74251083b2fd5683b2e3cf0636a1eab56d3371d20316cd899c5895030e4aa1d4,a5fa7e4e0ff71d24ce027e7a72b8507d99dddcdbd3240009e54ceec28c2f61e0,060c81e2bacf453a316e5f2d3852570fdb945200391f197b50474f81236ab928,82823fd6316caceb37abe43e73ca08f1d4365687ee33cb7c74b75d2a8d05b52e,6e0a9c6cf14d1f5a56a3b7d706c8c07606dc2c2e1bcb1cf11d64ea2dedfb149a,3f32dbe5b13b74d27c7bc045593f4d56bd0a2e3d64dd01e638d17c97e4a41e76,45ac9b2f4f67384d1d025d8385aeebbfed04b2ffb5b7a2ebe5fca452c7f442f7,5a35641db426688b070b09a5ebc8c8cc88856be6910e4a0e5eaa149bc4d26253,72f9a800da20cb75fc330309a55e6def1a4387ea6b395e9147b410dbaf7eb9bf,65f915f8342608ae5aa433aaf32a63c645afef28755ba4099e2f2e2e66e9a7ba,f6b61e29f8f63b4abb833ed3302bbf0f431a675392e6921f55160f50ee76672a,bdd68a3732b0bb35acb7b3a703f9431117fa5cf1d31a9fd786a3084743599e31,c86c10ad54bf1bea09592598bdcdaa382fa36646923a005f63c67f73ff47a5f9,05ba76f70720d2888d13c360128d6df570f23f629d32d03db89117138ffb7e4c,9b497a04f69fc926143943a457ba978beffece5917dbfacc2aba26e8c02b9d0d,e63cec657c88f69841b8a541cf59b613b23b5b424ce7035afe0e4e58b3c438f6,f31ac652e70c9f5982f014433445e5c0894cb6cf3456f19972530bbe8eb7d5ce,9a2737334e5bef00dd6ca72c5f4ffb6391f81d907e0c533615e5d2a9252e0418,c92ece0f13b351bbc9ab9a303403b83dc3f28f105abe9a72f24b10d127e0f375,b9f7adce0c974dc587479ab83b28cb50f636176907f0f280ed136c0421fef0bf,8966d52907564f4ef18b481edde548d028d9162f6aada21580adad64e43e3074,bc00f71ac21e2f6a9a27a51b21b05caf4695eb41c408a6c9cdb63fa185efc66c,e624c4ea8a279e9ee0635424949d2c675aaa2b1613c4400b854f7389160148db,74b95038a422ec64353f760523383755d585066934ec3c86f46e908ec247e819,4e4965868171012c933c72f346e26cca19f1d7b23807601ef5377a0abab38f88,894879fdb8f732d99caceac6b7e6d9743fa6a599e286b44b13fea4c8ac55259b,e9dec211dfe558309f55a31e71f9bd83a4deb2206b99b0c8fda607d6731fa58c,75313c47f092302bb0682337fbaef5a2ae799c75a3e825f26e8c5964c5eb8979,5328b04ade24283bf6976ca1603a8f2188aac116e9269daa7bad3fd0781900b7,b6e667e08c70dd667f8ea8949c94ee561886321ebaa696ab677a3fd56d1a9242,a6b6c02d3e7b098984d387e7411e8d5d026474e2c3a48d65793f117a2097e5e0,cde2a23a93e522e7405e7551e68676eab02f8314340c080a44c08cfe0e4682e8,e9b211731a4c032d88de8f3a6d27cfb5ff1465a0b947fe88fbaa2498a6fe5a71,0d9c528095cfd3b0c5d68f0ec660b863d47b3acde1f67f9b589a2b973ba615e9,510a8f5d7bb4ca4243fd460944d23232dd6c72033755a24f778afa2fe60c08c2,b5f4940413b6954cea38d0edf8d66b674a8ec86d30583fb35fbe03f604f35bd7,e751fb08744f4089e68941485d2afa15e4bd3c77a98cf30e61b70897449d30d8,0b06cf70afe9fba6ce48291a1e900bb84fb1081ef4c32308278ee47770db85b1,a1750d969e817c381b35d77d567033a8cea0aa6fe18b54ea94c3fa50eb22dafc
"600000031","600110311","620060028","0","0","61001007","36","0","0","620130028","31001","0","0","0","0","0","0","1","0","31001","433","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090028","0","0","1","61001004"
"600000032","600110321","620060029","0","0","61001007","36","0","0","620130029","32001","0","0","0","0","0","0","1","0","32001","442","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090029","0","0","1","61001004"
"600000033","600110331","620060030","0","0","61001007","36","0","0","620130030","33001","0","0","0","0","0","0","1","0","33001","455","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090030","0","0","1","61001004"
"600000034","600110341","620060031","0","0","61001007","36","0","0","620130031","34001","0","0","0","0","0","0","1","0","34001","460","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090031","0","0","1","61001004"
"600000035","600110351","620060032","0","0","61001007","36","0","0","620130032","35001","0","0","0","0","0","0","1","0","35001","464","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090032","0","0","1","61001004"
"600000036","600110361","620060033","0","0","61001007","36","0","0","620130033","36001","0","0","0","0","0","0","1","0","36001","476","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090033","0","0","1","61001004"
"600000037","600110371","620060034","0","0","61001007","36","0","0","620130034","37001","0","0","0","0","0","0","1","0","37001","482","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090034","0","0","1","61001004"
"600000038","600110381","620060035","0","0","61001007","36","0","0","620130035","38001","0","0","0","0","0","0","1","0","38001","492","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090035","0","0","1","61001004"
"600000039","600110391","620060036","0","0","61001007","36","0","0","620130036","39001","0","0","0","0","0","0","1","0","39001","500","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090036","0","0","1","61001004"
"600000040","600110401","620060037","0","0","61001007","36","0","0","620130037","40001","0","0","0","0","0","0","1","0","40001","514","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090037","0","0","1","61001004"
"600000041","600110411","620060038","0","0","61001007","36","0","0","620130038","41001","0","0","0","0","0","0","1","0","41001","518","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090038","0","0","1","61001004"
"600000042","600110421","620060039","0","0","61001007","36","0","0","620130039","42001","0","0","0","0","0","0","1","0","42001","523","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090039","0","0","1","61001004"
"600000043","600110431","620060040","0","0","61001007","36","0","0","620130040","43001","0","0","0","0","0","0","1","0","43001","538","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090040","0","0","1","61001004"
"600000044","600110441","620060041","0","0","61001007","36","0","0","620130041","44001","0","0","0","0","0","0","1","0","44001","551","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090041","0","0","1","61001004"
"600000045","600110451","620060042","0","0","61001007","36","0","0","620130042","45001","0","0","0","0","0","0","1","0","45001","565","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090042","0","0","1","61001004"
"600000046","600110461","620060043","0","0","61001007","36","0","0","620130043","46001","0","0","0","0","0","0","1","0","46001","574","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090043","0","0","1","61001004"
"600000047","600110471","620060044","0","0","61001007","36","0","0","620130044","47001","0","0","0","0","0","0","1","0","47001","577","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090044","0","0","1","61001004"
"600000048","600110481","620060045","0","0","61001007","36","0","0","620130045","48001","0","0","0","0","0","0","1","0","48001","587","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090045","0","0","1","61001004"
"600000049","600110491","620060046","0","0","61001007","36","0","0","620130046","49001","0","0","0","0","0","0","1","0","49001","598","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090046","0","0","1","61001004"
"600000050","600110501","620060047","0","0","61001007","36","0","0","620130047","50001","0","0","0","0","0","0","1","0","50001","614","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090047","0","0","1","61001004"
"600000051","600110511","620060048","0","0","61001007","36","0","0","620130048","51001","0","0","0","0","0","0","1","0","51001","621","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090048","0","0","1","61001004"
"600000052","600110521","620060049","0","0","61001007","36","0","0","620130049","52001","0","0","0","0","0","0","1","0","52001","629","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090049","0","0","1","61001004"
"600000053","600110531","620060050","0","0","61001007","36","0","0","620130050","53001","0","0","0","0","0","0","1","0","53001","640","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090050","0","0","1","61001004"
"600000054","600110541","620060051","0","0","61001007","36","0","0","620130051","54001","0","0","0","0","0","0","1","0","54001","647","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090051","0","0","1","61001004"
"600000055","600110551","620060052","0","0","61001007","36","0","0","620130052","55001","0","0","0","0","0","0","1","0","55001","652","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090052","0","0","1","61001004"
"600000056","600110561","620060053","0","0","61001007","36","0","0","620130053","56001","0","0","0","0","0","0","1","0","56001","659","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090053","0","0","1","61001004"
"600000057","600110571","620060054","0","0","61001007","36","0","0","620130054","57001","0","0","0","0","0","0","1","0","57001","662","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090054","0","0","1","61001004"
"600000058","600110581","620060055","0","0","61001007","36","0","0","620130055","58001","0","0","0","0","0","0","1","0","58001","667","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090055","0","0","1","61001004"
"600000059","600110591","620060056","0","0","61001007","36","0","0","620130056","59001","0","0","0","0","0","0","1","0","59001","679","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090056","0","0","1","61001004"
"600000060","600110601","620060057","0","0","61001007","36","0","0","620130057","60001","0","0","0","0","0","0","1","0","60001","683","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090057","0","0","1","61001004"
"600000061","600110611","620060058","0","0","61001007","36","0","0","620130058","61001","0","0","0","0","0","0","1","0","61001","692","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090058","0","0","1","61001004"
"600000062","600110621","620060059","0","0","61001007","36","0","0","620130059","62001","0","0","0","0","0","0","1","0","62001","698","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090059","0","0","1","61001004"
"600000063","600110631","620060060","0","0","61001007","36","0","0","620130060","63001","0","0","0","0","0","0","1","0","63001","703","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090060","0","0","1","61001004"
"600000064","600110641","620060061","0","0","61001007","36","0","0","620130061","64001","0","0","0","0","0","0","1","0","64001","713","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090061","0","0","1","61001004"
"600000065","600110651","620060062","0","0","61001007","36","0","0","620130062","65001","0","0","0","0","0","0","1","0","65001","722","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090062","0","0","1","61001004"
"600000066","600110661","620060063","0","0","61001007","36","0","0","620130063","66001","0","0","0","0","0","0","1","0","66001","733","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090063","0","0","1","61001004"
"600000067","600110671","620060064","0","0","61001007","36","0","0","620130064","67001","0","0","0","0","0","0","1","0","67001","741","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090064","0","0","1","61001004"
"600000068","600110681","620060065","0","0","61001007","36","0","0","620130065","68001","0","0","0","0","0","0","1","0","68001","750","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090065","0","0","1","61001004"
"600000069","600110691","620060066","0","0","61001007","36","0","0","620130066","69001","0","0","0","0","0","0","1","0","69001","762","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620090066","0","0","1","61001004"
"600000074","600110031","620090101","0","0","61001007","36","0","0","620110001","3001","0","0","0","0","0","0","1","0","3001","258","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300001","0","0","1","61001004"
"600000075","600110041","620090101","0","0","61001007","36","0","0","620110001","4001","0","0","0","0","0","0","1","0","4001","258","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300001","0","0","1","61001004"
"600000076","600110051","620090102","0","0","61001007","36","0","0","620110002","5001","0","0","0","0","0","0","1","0","5001","268","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300002","0","0","1","61001004"
"600000077","600110061","620090103","0","0","61001007","36","0","0","620110003","6001","0","0","0","0","0","0","1","0","6001","273","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300003","0","0","1","61001004"
"600000078","600110071","620090104","0","0","61001007","36","0","0","620110004","7001","0","0","0","0","0","0","1","0","7001","281","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300004","0","0","1","61001004"
"600000079","600110081","620090105","0","0","61001007","36","0","0","620110005","8001","0","0","0","0","0","0","1","0","8001","288","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300005","0","0","1","61001004"
"600000080","600110091","620090106","0","0","61001007","36","0","0","620110006","9001","0","0","0","0","0","0","1","0","9001","298","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300006","0","0","1","61001004"
"600000081","600110101","620090107","0","0","61001007","36","0","0","620110007","10001","0","0","0","0","0","0","1","0","10001","309","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300007","0","0","1","61001004"
"600000082","600110111","620090108","0","0","61001007","36","0","0","620110008","11001","0","0","0","0","0","0","1","0","11001","313","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300008","0","0","1","61001004"
"600000083","600110121","620090109","0","0","61001007","36","0","0","620110009","12001","0","0","0","0","0","0","1","0","12001","321","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300009","0","0","1","61001004"
"600000084","600110131","620090110","0","0","61001007","36","0","0","620110010","13001","0","0","0","0","0","0","1","0","13001","326","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300010","0","0","1","61001004"
"600000085","600110141","620090111","0","0","61001007","36","0","0","620110011","14001","0","0","0","0","0","0","1","0","14001","336","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300011","0","0","1","61001004"
"600000086","600110151","620090112","0","0","61001007","36","0","0","620110012","15001","0","0","0","0","0","0","1","0","15001","341","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300012","0","0","1","61001004"
"600000087","600110161","620090113","0","0","61001007","36","0","0","620110013","16001","0","0","0","0","0","0","1","0","16001","351","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300013","0","0","1","61001004"
"600000088","600110171","620090114","0","0","61001007","36","0","0","620110014","17001","0","0","0","0","0","0","1","0","17001","356","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300014","0","0","1","61001004"
"600000089","600110181","620090115","0","0","61001007","36","0","0","620110015","18001","0","0","0","0","0","0","1","0","18001","366","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300015","0","0","1","61001004"
"600000090","600110191","620090116","0","0","61001007","36","0","0","620110016","19001","0","0","0","0","0","0","1","0","19001","371","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300016","0","0","1","61001004"
"600000091","600110201","620090117","0","0","61001007","36","0","0","620110017","20001","0","0","0","0","0","0","1","0","20001","375","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300017","0","0","1","61001004"
"600000092","600110211","620090118","0","0","61001007","36","0","0","620110018","21001","0","0","0","0","0","0","1","0","21001","381","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300018","0","0","1","61001004"
"600000093","600110221","620090119","0","0","61001007","36","0","0","620110019","22001","0","0","0","0","0","0","1","0","22001","386","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300019","0","0","1","61001004"
"600000094","600110231","620090120","0","0","61001007","36","0","0","620110020","23001","0","0","0","0","0","0","1","0","23001","390","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300020","0","0","1","61001004"
"600000095","600110241","620090121","0","0","61001007","36","0","0","620110021","24001","0","0","0","0","0","0","1","0","24001","396","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300021","0","0","1","61001004"
"600000096","600110251","620090122","0","0","61001007","36","0","0","620110022","25001","0","0","0","0","0","0","1","0","25001","401","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300022","0","0","1","61001004"
"600000097","600110261","620090123","0","0","61001007","36","0","0","620110023","26001","0","0","0","0","0","0","1","0","26001","405","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300023","0","0","1","61001004"
"600000098","600110271","620090124","0","0","61001007","36","0","0","620110024","27001","0","0","0","0","0","0","1","0","27001","411","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300024","0","0","1","61001004"
"600000099","600110281","620090125","0","0","61001007","36","0","0","620110025","28001","0","0","0","0","0","0","1","0","28001","417","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300025","0","0","1","61001004"
"600000100","600110291","620090126","0","0","61001007","36","0","0","620110026","29001","0","0","0","0","0","0","1","0","29001","422","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300026","0","0","1","61001004"
"600000101","600110301","620090127","0","0","61001007","36","0","0","620110027","30001","0","0","0","0","0","0","1","0","30001","427","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300027","0","0","1","61001004"
"600000102","600110311","620090128","0","0","61001007","36","0","0","620110028","31001","0","0","0","0","0","0","1","0","31001","433","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300028","0","0","1","61001004"
"600000103","600110321","620090129","0","0","61001007","36","0","0","620110029","32001","0","0","0","0","0","0","1","0","32001","442","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300029","0","0","1","61001004"
"600000104","600110331","620090130","0","0","61001007","36","0","0","620110030","33001","0","0","0","0","0","0","1","0","33001","455","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300030","0","0","1","61001004"
"600000105","600110341","620090131","0","0","61001007","36","0","0","620110031","34001","0","0","0","0","0","0","1","0","34001","460","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300031","0","0","1","61001004"
"600000106","600110351","620090132","0","0","61001007","36","0","0","620110032","35001","0","0","0","0","0","0","1","0","35001","464","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300032","0","0","1","61001004"
"600000107","600110361","620090133","0","0","61001007","36","0","0","620110033","36001","0","0","0","0","0","0","1","0","36001","476","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300033","0","0","1","61001004"
"600000108","600110371","620090134","0","0","61001007","36","0","0","620110034","37001","0","0","0","0","0","0","1","0","37001","482","0","1","0","0","30","0","1","0","61001005","1","0","0","18","0","0","620300034","0","0","1","61001004"
