1fa348b5b9bce53dd0748110e8d0dab6ac69c69f5aa0b7626c1fee828d0796fe,42a863c756a3dd17982392a86b1c3849713b8ae8e09b0dfed324a9576ca7e506,26c0082326c502095420a8cae3d3c60fa2dc87ec0a3e2f98bcbb005245c80910,9b71ec4b600911ec8c66f4f5ef17d6906a10ec479b778b3c1771773c86bb4e60,a4d338c5f9323fc77f9fc862ead120c135427be4b37d70897b4d064d54acc05f,6eb9e90b2ce968e6e6e745b8910717284049c36ab51f6244293db619d1ffd12e
"126601","2025/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10201501","3003","10201019"
"126601","2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10201501","3014","10201020"
"133801","2025/02/20 12:00:00","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10201501","3010","10201021"
"133801","2025/02/20 12:00:00","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10201501","3010","10201022"
"121201","2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10201501","3001","10201023"
"121201","2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10201501","3014","10201024"
"133701","2025/01/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10201501","3003","10201025"
"133701","2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201501","3010","10201026"
"123001","2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10201551","3002","10201027"
"123001","2025/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10201551","3004","10201028"
"106901","2025/01/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10201551","3011","10201029"
"106901","2025/01/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10201551","3011","10201030"
"107101","2025/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10201551","3001","10201031"
"107101","2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201551","3010","10201032"
"107001","2025/01/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10201551","3003","10201033"
"107001","2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201551","3010","10201034"
"106801","2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10201551","3001","10201035"
"106801","2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10201551","3014","10201036"
"111501","2025/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10201551","3001","10201037"
"111501","2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201551","3010","10201038"
"123801","2025/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10201551","3001","10201039"
"123801","2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201551","3010","10201040"
"133901","2025/02/10 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10201551","3001","10201041"
"133901","2025/02/10 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201551","3010","10201042"
"115001","2025/01/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10201551","3005","10201043"
"115001","2025/01/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効","10201551","3013","10201044"
"126601","2025/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10201551","3003","10201045"
"126601","2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10201551","3014","10201046"
"133801","2025/02/20 12:00:00","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10201551","3010","10201047"
"133801","2025/02/20 12:00:00","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10201551","3010","10201048"
"121201","2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10201551","3001","10201049"
"121201","2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10201551","3014","10201050"
"133701","2025/01/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10201551","3003","10201051"
"133701","2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201551","3010","10201052"
"104201","2025/02/28 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10202501","3001","10202001"
"104201","2025/02/28 12:00:00","バトル開始後味方全体のＴＰ大回復","10202501","3014","10202002"
"118101","2025/02/28 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10202501","3011","10202003"
"118101","2025/02/28 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10202501","3011","10202004"
"108401","2025/02/28 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10202501","3001","10202005"
"108401","2025/02/28 12:00:00","バトル開始後味方全体のＴＰ大回復","10202501","3014","10202006"
"117301","2025/02/28 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10202501","3005","10202007"
"117301","2025/02/28 12:00:00","バトル開始後味方全体の行動不能\n2回無効","10202501","3013","10202008"
"134401","2025/03/15 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10202501","3003","10202009"
"134401","2025/03/15 12:00:00","バトル開始後味方全体のＴＰ大回復","10202501","3014","10202010"
"126901","2025/02/28 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10202501","3003","10202011"
"126901","2025/02/28 12:00:00","バトル開始後味方全体のＴＰ大回復","10202501","3014","10202012"
"134301","2025/03/03 19:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10202501","3003","10202013"
"134301","2025/03/03 19:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10202501","3010","10202014"
"105901","2025/02/28 12:00:00","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10202501","3010","10202015"
"105901","2025/02/28 12:00:00","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10202501","3010","10202016"
"106401","2025/02/28 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10202501","3001","10202017"
"106401","2025/02/28 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10202501","3010","10202018"
"105401","2025/02/28 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10202501","3002","10202019"
"105401","2025/02/28 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10202501","3004","10202020"
"104001","2025/03/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10203501","3001","10203001"
"104001","2025/03/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10203501","3010","10203002"
"126401","2025/03/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10203501","3001","10203003"
"126401","2025/03/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10203501","3010","10203004"
"110701","2025/03/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10203501","3001","10203005"
"110701","2025/03/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10203501","3010","10203006"
"116701","2025/03/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10203501","3011","10203007"
"116701","2025/03/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10203501","3011","10203008"
"122101","2025/03/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10203501","3001","10203009"
"122101","2025/03/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10203501","3014","10203010"
"134601","2025/03/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10203501","3011","10203011"
"134601","2025/03/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10203501","3011","10203012"
"134501","2025/04/08 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10203501","3003","10203013"
"134501","2025/04/08 12:00:00","バトル開始後味方全体のＴＰ大回復","10203501","3014","10203014"
"127801","2025/03/31 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10203501","3003","10203015"
"127801","2025/03/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10203501","3014","10203016"
"126501","2025/03/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10203501","3003","10203017"
"126501","2025/03/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10203501","3010","10203018"
"134701","2025/04/15 15:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10203501","3001","10203019"
"134701","2025/04/15 15:00:00","バトル開始後味方全体のＴＰ大回復","10203501","3014","10203020"
"132501","2025/05/15 15:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10204501","3011","10204001"
"132501","2025/05/15 15:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10204501","3011","10204002"
"132301","2025/05/03 19:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10204501","3003","10204003"
"132301","2025/05/03 19:00:00","バトル開始後味方全体のＴＰ大回復","10204501","3014","10204004"
"100901","2025/04/30 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10204501","3003","10204005"
"100901","2025/04/30 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10204501","3010","10204006"
"102701","2025/04/30 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10204501","3001","10204007"
"102701","2025/04/30 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10204501","3010","10204008"
"101301","2025/04/30 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10204501","3003","10204009"
"101301","2025/04/30 12:00:00","バトル開始後味方全体のＴＰ大回復","10204501","3014","10204010"
"105101","2025/04/30 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10204501","3011","10204011"
"105101","2025/04/30 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10204501","3011","10204012"
"105601","2025/04/30 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10204501","3002","10204013"
"105601","2025/04/30 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10204501","3004","10204014"
"134901","2025/06/10 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10205501","3011","10205001"
"134901","2025/06/10 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10205501","3011","10205002"
"105401","2025/05/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10205501","3011","10205003"
"105401","2025/05/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10205501","3011","10205004"
"113901","2025/05/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10205501","3002","10205005"
"113901","2025/05/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10205501","3004","10205006"
"117401","2025/05/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10205501","3001","10205007"
"117401","2025/05/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10205501","3010","10205008"
"134801","2025/05/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10205501","3001","10205009"
"134801","2025/05/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10205501","3014","10205010"
"106501","2025/05/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10205501","3001","10205011"
"106501","2025/05/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10205501","3010","10205012"
"104501","2025/05/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10205501","3002","10205013"
"104501","2025/05/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10205501","3004","10205014"
"129701","2025/05/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10205501","3005","10205015"
"129701","2025/05/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効","10205501","3013","10205016"
"129001","2025/06/30 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10206501","3005","10206001"
"129001","2025/06/30 12:00:00","バトル開始後味方全体の行動不能\n2回無効","10206501","3013","10206002"
"106401","2025/06/30 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10206501","3001","10206003"
"106401","2025/06/30 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10206501","3010","10206004"
"126101","2025/06/30 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10206501","3011","10206005"
"126101","2025/06/30 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10206501","3011","10206006"
"135001","2025/06/30 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10206501","3003","10206007"
"135001","2025/06/30 12:00:00","バトル開始後味方全体のＴＰ大回復","10206501","3014","10206008"
"120701","2025/06/30 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10206501","3001","10206009"
"120701","2025/06/30 12:00:00","バトル開始後味方全体のＴＰ大回復","10206501","3014","10206010"
"181201","2025/06/30 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10206501","3001","10206011"
"181201","2025/06/30 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10206501","3010","10206012"
"135101","2025/07/10 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10206501","3002","10206013"
"135101","2025/07/10 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10206501","3004","10206014"
"129601","2025/07/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10207501","3011","10207001"
"129601","2025/07/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10207501","3011","10207002"
"126001","2025/07/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10207501","3002","10207003"
"126001","2025/07/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10207501","3004","10207004"
"135401","2025/08/10 12:00:00","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10207501","3011","10207005"
"135401","2025/08/10 12:00:00","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10207501","3011","10207006"
"135301","2025/07/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10207501","3001","10207007"
"135301","2025/07/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10207501","3014","10207008"
"106001","2025/07/31 12:00:00","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10207501","3011","10207009"
"106001","2025/07/31 12:00:00","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10207501","3011","10207010"
"103001","2025/07/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10207501","3001","10207011"
"103001","2025/07/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10207501","3010","10207012"
"129701","2025/07/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10207501","3005","10207013"
"129701","2025/07/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効","10207501","3013","10207014"
"125801","2025/07/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10207501","3001","10207015"
"125801","2025/07/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10207501","3010","10207016"
"107801","2025/07/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10207501","3003","10207017"
"107801","2025/07/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10207501","3010","10207018"
"137101","2025/08/15 15:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10207501","3003","10207019"
"137101","2025/08/15 15:00:00","バトル開始後味方全体のＴＰ大回復","10207501","3014","10207020"
"131601","2025/07/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10207501","3001","10207021"
"131601","2025/07/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10207501","3014","10207022"
"135501","2025/08/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10208501","3001","10208001"
"135501","2025/08/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208501","3010","10208002"
"135601","2025/09/08 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10208501","3001","10208003"
"135601","2025/09/08 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208501","3010","10208004"
"100101","2025/08/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10208501","3001","10208005"
"100101","2025/08/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208501","3010","10208006"
"100301","2025/08/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10208501","3001","10208007"
"100301","2025/08/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208501","3010","10208008"
"108701","2025/08/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10208501","3001","10208009"
"108701","2025/08/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10208501","3014","10208010"
"180101","2025/08/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10208501","3011","10208011"
"180101","2025/08/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10208501","3011","10208012"
"122401","2025/08/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10208501","3005","10208013"
"122401","2025/08/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効","10208501","3013","10208014"
"128701","2025/08/31 12:00:00","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10208501","3011","10208015"
"128701","2025/08/31 12:00:00","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10208501","3011","10208016"
"135701","2025/09/16 15:00:00","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10208501","3010","10208017"
"135701","2025/09/16 15:00:00","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10208501","3010","10208018"
"108901","2025/08/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10208501","3002","10208019"
"108901","2025/08/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10208501","3004","10208020"
"114001","2025/08/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10208501","3011","10208021"
"114001","2025/08/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10208501","3011","10208022"
"180301","2025/08/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10208501","3001","10208023"
"180301","2025/08/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208501","3010","10208024"
"122501","2025/08/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10208501","3001","10208025"
"122501","2025/08/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10208501","3014","10208026"
"128801","2025/08/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10208501","3001","10208027"
"128801","2025/08/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208501","3010","10208028"
"135901","2025/10/10 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10209501","3001","10209001"
"135901","2025/10/10 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10209501","3010","10209002"
"135801","2025/09/30 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10209501","3011","10209003"
"135801","2025/09/30 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10209501","3011","10209004"
"133101","2025/09/30 12:00:00","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10209501","3011","10209005"
"133101","2025/09/30 12:00:00","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10209501","3011","10209006"
"133001","2025/09/30 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","10209501","3001","10209007"
"133001","2025/09/30 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10209501","3010","10209008"
"100701","2025/09/30 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10209501","3002","10209009"
"100701","2025/09/30 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10209501","3004","10209010"
"108201","2025/09/30 12:00:00","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10209501","3011","10209011"
"108201","2025/09/30 12:00:00","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10209501","3011","10209012"
"119901","2025/09/30 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10209501","3001","10209013"
"119901","2025/09/30 12:00:00","バトル開始後味方全体のＴＰ大回復","10209501","3014","10209014"
"136001","2025/10/31 12:00:00","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10210501","3011","10210001"
"136001","2025/10/31 12:00:00","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10210501","3011","10210002"
"101401","2025/10/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10210501","3011","10210003"
"101401","2025/10/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10210501","3011","10210004"
"136201","2025/11/14 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10210501","3001","10210005"
"136201","2025/11/14 12:00:00","バトル開始後味方全体のＴＰ大回復","10210501","3014","10210006"
"112201","2025/10/31 12:00:00","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10210501","3011","10210007"
"112201","2025/10/31 12:00:00","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10210501","3011","10210008"
"115701","2025/10/31 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10210501","3003","10210009"
"115701","2025/10/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10210501","3014","10210010"
"128501","2025/10/31 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10210501","3003","10210011"
"128501","2025/10/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10210501","3014","10210012"
"137401","2025/11/03 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10210501","3003","10210013"
"137401","2025/11/03 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10210501","3010","10210014"
"134901","2025/10/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10210501","3002","10210015"
"134901","2025/10/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10210501","3004","10210016"
"129701","2025/10/31 12:00:00","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10210501","3010","10210017"
"129701","2025/10/31 12:00:00","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10210501","3010","10210018"
"134701","2025/10/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10210501","3001","10210019"
"134701","2025/10/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10210501","3014","10210020"
"134801","2025/10/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10210501","3001","10210021"
"134801","2025/10/31 12:00:00","バトル開始後味方全体のＴＰ大回復","10210501","3014","10210022"
"118201","2025/11/30 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10211501","3003","10211001"
"118201","2025/11/30 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211501","3010","10211002"
"100201","2025/11/30 12:00:00","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10211501","3010","10211003"
"100201","2025/11/30 12:00:00","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10211501","3010","10211004"
"131201","2025/11/30 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10211501","3003","10211005"
"131201","2025/11/30 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211501","3010","10211006"
"136301","2025/12/15 15:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10211501","3003","10211007"
"136301","2025/12/15 15:00:00","バトル開始後味方全体のＴＰ大回復","10211501","3014","10211008"
"108801","2025/11/30 12:00:00","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10211501","3010","10211009"
"108801","2025/11/30 12:00:00","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10211501","3010","10211010"
"180201","2025/11/30 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","10211501","3003","10211011"
"180201","2025/11/30 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211501","3010","10211012"
"115601","2025/11/30 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10211501","3001","10211013"
"115601","2025/11/30 12:00:00","バトル開始後味方全体のＴＰ大回復","10211501","3014","10211014"
"122601","2025/11/30 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10211501","3003","10211015"
"122601","2025/11/30 12:00:00","バトル開始後味方全体のＴＰ大回復","10211501","3014","10211016"
