c9310c694be1763436849b0b02df5f1c687d73a6aee42e078a5db798531b4004,c4c97d079710e1e5835aa6fd6d2b7ca81a7128bb103ceb5acb62cbe0f597f190,be8ddfd034f26440e904588f9a523e477d36db1f6ec740249eeb5ed6ce30cf9d,ab16815086621e3d2780db1a84f90955ccf7c6e09261fcaa1a864324576c70f2,55e8d2ad605f8602a74524ad12116a709a4ced56b7c0100c44fe1fb31fc8b884,04f79492b1e92220f42ca8fcb0a8dab6c8dd3a23b7ee593e5d560770d7464c20
"19","253","1","250","43240","680"
"19","254","1","250","43490","680"
"19","255","1","250","43740","680"
"19","256","1","250","43990","680"
"19","257","1","250","44240","680"
"19","258","1","250","44490","680"
"19","259","1","250","44740","680"
"19","260","1","250","44990","680"
"20","261","1","250","45240","680"
"20","262","1","250","45490","680"
"20","263","1","250","45740","680"
"20","264","1","250","45990","680"
"20","265","1","250","46240","680"
"20","266","1","250","46490","680"
"20","267","1","250","46740","680"
"20","268","1","250","46990","680"
"20","269","1","250","47240","680"
"20","270","1","250","47490","680"
"21","271","1","250","47740","680"
"21","272","1","250","47990","680"
"21","273","1","250","48240","680"
"21","274","1","250","48490","680"
"21","275","1","250","48740","680"
"21","276","1","250","48990","680"
"21","277","1","250","49240","680"
"21","278","1","250","49490","680"
"21","279","1","250","49740","680"
"21","280","1","250","49990","680"
"22","281","1","250","50240","680"
"22","282","1","250","50490","680"
"22","283","1","250","50740","680"
"22","284","1","250","50990","680"
"22","285","1","250","51240","680"
"22","286","1","250","51490","680"
"22","287","1","250","51740","680"
"22","288","1","250","51990","680"
"22","289","1","250","52240","680"
"22","290","1","250","52490","680"
"23","291","1","250","52740","680"
"23","292","1","250","52990","680"
"23","293","1","250","53240","680"
"23","294","1","250","53490","680"
"23","295","1","250","53740","680"
"23","296","1","250","53990","680"
"23","297","1","250","54240","680"
"23","298","1","250","54490","680"
"23","299","1","250","54740","680"
"23","300","1","250","54990","680"
"24","301","1","250","55240","680"
"24","302","1","250","55490","680"
"24","303","1","250","55740","680"
"24","304","1","250","55990","680"
"24","305","1","250","56240","680"
"24","306","1","250","56490","680"
"24","307","1","250","56740","680"
"24","308","1","250","56990","680"
"24","309","1","250","57240","680"
"24","310","1","250","57490","680"
"25","311","1","250","57740","680"
"25","312","1","250","57990","680"
"25","313","1","250","58240","680"
"25","314","1","250","58490","680"
"25","315","1","250","58740","680"
"25","316","1","250","58990","680"
"25","317","1","250","59240","680"
"25","318","1","250","59490","680"
"25","319","1","250","59740","680"
"25","320","1","250","59990","680"
"26","321","1","250","60240","680"
"26","322","1","250","60490","680"
"26","323","1","250","60740","680"
"26","324","1","250","60990","680"
"26","325","1","250","61240","680"
"26","326","1","250","61490","680"
"26","327","1","250","61740","680"
"26","328","1","250","61990","680"
"26","329","1","250","62240","680"
"26","330","1","250","62490","680"
"27","331","1","250","62740","680"
"27","332","1","250","62990","680"
"27","333","1","250","63240","680"
"27","334","1","250","63490","680"
"27","335","1","250","63740","680"
"27","336","1","250","63990","680"
"27","337","1","250","64240","680"
"27","338","1","250","64490","680"
"27","339","1","250","64740","680"
"27","340","1","250","64990","680"
"28","341","1","250","65240","680"
"28","342","1","250","65490","680"
"28","343","1","250","65740","680"
"28","344","1","250","65990","680"
"28","345","1","250","66240","680"
"28","346","1","250","66490","680"
"28","347","1","250","66740","680"
"28","348","1","250","66990","680"
"28","349","1","250","67240","680"
"28","350","1","250","67490","680"
"29","351","1","250","67740","680"
"29","352","1","250","67990","680"
"29","353","1","250","68240","680"
"29","354","1","250","68490","680"
"29","355","1","250","68740","680"
"29","356","1","250","68990","680"
"29","357","1","250","69240","680"
"29","358","1","250","69490","680"
"29","359","1","250","69740","680"
"29","360","1","250","69990","680"
"30","361","1","275","70265","760"
"30","362","1","275","70540","760"
"30","363","1","275","70815","760"
"30","364","1","275","71090","760"
"30","365","1","275","71365","760"
"30","366","1","275","71640","760"
"30","367","1","275","71915","760"
"30","368","1","275","72190","760"
"30","369","1","275","72465","760"
"30","370","1","275","72740","760"
"1","0","2","50","50","200000"
"1","1","2","10","60","500000"
"1","2","2","15","75","500000"
"1","3","2","20","95","500000"
"1","4","2","25","120","500000"
"1","5","2","30","150","500000"
