846dd0d4447a719b017adf6fa90076d5c21ed4c477f1c9b70b428b448895ff4d,4f9c62da426c69207a8d6e9693f451aa8153aed3f04e1b3c6df76e94d383005e,30a29d0cb8688582d26349b871bede115c60dcbc3c43654600fe874b50e4b7b9,f671abaf07a95d198bc3cd448483df2c5edee4c075a27c7c97cbda8fd9a60893,20b5584d9c9d09be35fb5f80562cf46a1586514a0ccf530edec92f9ab9f90f2c,1fb77ead2bcb27263bea759904d1e4fc1dfc397395b216a9ee16cb25828c28e8,340c75823669b0787d72139d8994b494dc03bad63fed475852be9ec2b35e011e,1658a1d673b9bcf21b8a0ca268870d8c78e7104a641793f0a3fa852e8dc399e3,015aa9a2471d781736e30b2c5c602bd70a55546faa2a86690524fe9b1ae2dbf5,ef27cc15e86b332e119842bf1d50bb63aa59093abced0c97d78fd4cfe2b7825b,94708ebc2387d4ea509eef1673ba875721aef24a4c728792b8e9ac366579e512,21069e13926c284505beb8555268cebfe5341578d020987efbf536b8210f4e94,0b24bad6655ced6581462c8e554f492f449963c6b41573dbcff02b6ef96b66b1,902a09b7d461d5111a60ad1bf67c13e4051b1e806cef4c32cf3d410290a6bb74,6c89630bd87c6137db8f1e6250031ec169c4dea247ba32708b000b2b66772b78,c64b69fc54123612ad87e3b374b1048e851948bd24b796f4594e333e6b4590fd,c978943436d9ebab6a81cd67026b43ff7fa4ab00e6eb7854a05a09d91c061f55,dd40d12c7030b94a5d32fd78bc2beddd137c44a84226ebe87738cac55b7e6257,43e581e5d71a8eb5b61ff1f39857b7bf13f8f43fc156567361e8085f870cf927
"2","610029005","0","10029","0","5","145","0","1","5029323","0","1.5","0","0","","1.5","0","1","60"
"3","610029006","0","10029","0","5","145","0","1","0","0","1.5","0","0","","1.5","0","1","0"
"1","610031004","3","10031","-50","5","150","5031321","2","5031322","0","5.5","0","610031401","","1.25","600","1","0"
"2","610031005","0","10031","-50","5","150","0","1","5031323","0","1.5","0","0","","1.25","0","1","50"
"3","610031006","0","10031","-50","5","150","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610033004","3","10033","-50","5","150","5033321","1","5033322","0","5.5","0","0","","1.25","600","1","50"
"2","610033005","0","10033","-50","5","150","0","2","5033323","0","1.5","0","610033402","","1.25","600","1","0"
"3","610033006","0","10033","-50","5","150","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610034004","0","10034","0","5","90","5011321","1","5011322","0","1.5","0","0","","1.4","0","1","70"
"2","610034005","0","10034","0","5","90","0","1","5011323","0","1.5","0","0","","1.4","0","1","40"
"3","610034006","0","10034","0","5","90","0","1","0","0","1.5","0","0","","1.4","0","1","0"
"1","610035004","3","10035","5","5","155","5035321","2","5035322","0","5.5","0","610035401","","2.5","600","1","0"
"2","610035005","0","10035","5","5","155","0","2","5035323","0","1.5","0","610035402","","2.5","600","1","0"
"3","610035006","0","10035","5","5","155","0","1","0","0","1.5","0","0","","2.5","0","1","0"
"1","610036004","3","10036","-50","5","155","5036321","1","5036322","0","5.5","0","0","","0.4","600","1","75"
"2","610036005","0","10036","-50","5","155","0","1","5036323","0","1.5","0","0","","0.4","600","1","20"
"3","610036006","0","10036","-50","5","155","0","1","0","0","1.5","0","0","","0.4","0","1","0"
"1","610037004","3","10037","-50","5","90","0","2","5012321","0","1.5","0","610037401","","1.5","600","1","0"
"2","610037005","0","10037","-50","5","90","0","1","5012322","0","1.5","0","0","","1.5","0","1","53"
"3","610037006","0","10037","-50","5","90","0","1","0","0","1.5","0","0","","1.5","0","1","0"
"1","610038004","3","10038","-20","5","155","5038321","2","5038322","0","5.5","0","610038401","","1.8","600","1","0"
"2","610038005","0","10038","-20","5","155","0","1","5038323","0","1.5","0","0","310700_detail_idle","2","0","1","55"
"3","610038006","0","10038","-20","5","155","0","1","0","0","1.5","0","0","","1.8","0","1","0"
"1","610039004","3","10039","50","5","90","0","2","5013321","0","1.5","0","610039401","","0.9","600","1","0"
"2","610039005","0","10039","84","5","90","0","1","5013322","0","1.5","0","0","","1","0","1","50"
"3","610039006","0","10039","84","5","90","0","1","0","0","1.5","0","0","","1","0","1","0"
"1","610040004","3","10040","-20","5","160","5040321","2","5040322","0","5.5","0","610040401","","1.5","600","1","0"
"2","610040005","0","10040","-35","5","160","0","1","5040323","0","1.5","0","0","","1.7","0","1","60"
"3","610040006","0","10040","-35","5","160","0","1","0","0","1.5","0","0","","1.7","0","1","0"
"1","610041004","3","10041","1","5","90","0","2","5015321","0","1.5","0","610041401","","0.9","600","1","0"
"2","610041005","0","10041","-50","5","90","0","1","5015322","0","1.5","0","0","","1.3","0","1","42"
"3","610041006","0","10041","-50","5","90","0","1","0","0","1.5","0","0","","1.3","0","1","0"
"1","610042004","0","10042","-20","5","160","5042321","5","5042322","0","5.5","6500000","0","","1.7","0","1","60"
"2","610042005","3","10042","-20","5","160","0","2","5042323","0","1.5","0","610042402","311100_detail_idle","1.61","600","1","0"
"3","610042006","0","10042","-20","5","160","0","1","0","0","1.5","0","0","","1.7","0","1","0"
"1","610043004","0","10043","-50","5","90","5019321","4","5019322","0","1.5","200","610043401","","1.25","0","1","0"
"2","610043005","0","10043","-50","5","90","0","1","5019323","0","1.5","0","0","","1.25","0","1","67"
"3","610043006","0","10043","-50","5","90","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610044004","3","10044","-54","5","166","5044321","1","5044322","0","1.5","0","0","","1.8","600","1","70"
"2","610044005","0","10044","-54","5","166","0","1","5044323","0","1.5","0","0","","1.8","0","1","30"
"3","610044006","0","10044","-54","5","166","0","1","0","0","1.5","0","0","","1.8","0","1","0"
"1","610045004","0","10045","0","5","90","5021321","1","5021322","0","1.5","0","0","","1","0","1","65"
"2","610045005","0","10045","0","5","90","0","3","5021323","0","1.5","30","0","","1","0","1","0"
"3","610045006","0","10045","0","5","90","0","1","0","0","1.5","0","0","","1","0","1","0"
"1","610046004","0","10046","-35","5","169","5046321","1","5046322","0","5.5","0","0","","1.7","0","1","30"
"2","610046005","3","10046","-15","5","169","0","2","5046323","0","1.5","0","610046402","","1.7","600","1","0"
"3","610046006","0","10046","-35","5","169","0","1","0","0","1.5","0","0","","1.7","0","1","0"
"1","610047004","0","10047","-50","5","90","5023321","1","5023322","0","1.5","0","0","","1.25","0","1","75"
"2","610047005","0","10047","-50","5","90","0","1","5023323","0","1.5","0","0","","1.25","0","1","40"
"3","610047006","0","10047","-50","5","90","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610048004","0","10048","-35","5","172","5048321","1","5048322","0","5.5","0","0","","1.25","0","1","35"
"2","610048005","3","10048","-35","5","172","0","2","5048323","0","1.5","0","610048402","","1.25","600","1","0"
"3","610048006","0","10048","-35","5","172","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610049004","3","10049","-50","5","90","5025321","2","5025322","0","5.5","0","610049401","","1.25","600","1","0"
"2","610049005","0","10049","-50","5","90","0","1","5025323","0","1.5","0","0","","1.25","0","1","63"
"3","610049006","0","10049","-50","5","90","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610050004","0","10050","-35","5","175","5050321","3","5050322","0","5.5","35","610050401","","1.25","0","1","0"
"2","610050005","0","10050","-35","5","175","0","1","5050323","0","1.5","0","0","","1.25","0","1","75"
"3","610050006","0","10050","-35","5","175","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610051004","3","10051","-50","5","130","5027321","1","5027322","0","5.5","0","0","","1.25","600","1","80"
"2","610051005","0","10051","-50","5","130","0","2","5027323","0","1.5","0","610051501","","1.25","600","1","0"
"3","610051006","0","10051","-50","5","130","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610052004","0","10052","-75","5","178","5052321","1","5052322","0","5.5","0","0","","1.7","0","1","79"
"2","610052005","0","10052","-75","5","178","0","1","5052323","0","1.5","0","0","","1.7","0","1","36"
"3","610052006","0","10052","-75","5","178","0","1","0","0","1.5","0","0","","1.7","0","1","0"
"1","610053004","3","10053","50","5","133","0","2","5017321","0","1.5","0","610053401","","0.9","600","1","0"
"2","610053005","0","10053","84","5","133","0","1","5017322","0","1.5","0","0","","1","0","1","69"
"3","610053006","0","10053","84","5","133","0","1","0","0","1.5","0","0","","1","0","1","0"
"1","610054004","0","10054","-75","5","181","5054321","1","5054322","0","5.5","0","0","","1.7","0","1","28"
"2","610054005","0","10054","-40","5","181","0","2","5054323","0","1.5","0","610054402","","1.3","600","1","0"
"3","610054006","0","10054","-75","5","181","0","1","0","0","1.5","0","0","","1.7","0","1","0"
"1","610055004","3","10055","0","5","136","5029321","2","5029322","0","5.5","0","610055401","","1.5","600","1","0"
"2","610055005","0","10055","0","5","136","0","1","5029323","0","1.5","0","0","","1.5","0","1","73"
"3","610055006","0","10055","0","5","136","0","1","0","0","1.5","0","0","","1.5","0","1","0"
"1","610056004","3","10056","-20","5","175","5056321","1","5056322","0","5.5","0","0","","2","600","1","80"
"2","610056005","0","10056","-20","5","175","0","1","5056323","0","1.5","0","0","","2","0","1","55"
"3","610056006","0","10056","-20","5","175","0","1","0","0","1.5","0","0","","2","0","1","0"
"1","610057004","3","10057","-50","5","139","5031321","2","5031322","0","5.5","0","610057401","","1.25","600","1","0"
"2","610057005","0","10057","-50","5","139","0","1","5031323","0","1.5","0","0","","1.25","0","1","60"
"3","610057006","0","10057","-50","5","139","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610058004","3","10058","5","5","178","5058321","3","5058322","0","5.5","35","610058401","","1.75","600","1","0"
"2","610058005","0","10058","5","5","178","0","1","5058323","0","1.5","0","0","","1.75","600","1","68"
"3","610058006","0","10058","5","5","178","0","1","0","0","1.5","0","0","","1.75","0","1","0"
"1","610059004","3","10059","-20","5","178","5059321","1","5059322","0","5.5","0","0","","1.55","600","1","75"
"2","610059005","0","10059","0","5","178","0","2","5059323","0","1.5","0","610059402","","1.15","600","1","0"
"3","610059006","0","10059","-20","5","178","0","1","0","0","1.5","0","0","","1.55","0","1","0"
"1","610060004","3","10060","-50","5","142","5033321","1","5033322","0","5.5","0","0","","1.25","600","1","56"
"2","610060005","0","10060","-50","5","142","0","2","5033323","0","1.5","0","610060402","","1.25","600","1","0"
"3","610060006","0","10060","-50","5","142","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610061004","3","10061","-47","5","181","5061321","2","5061322","0","5.5","0","610061401","","0.83","600","1","0"
"2","610061005","0","10061","-47","5","181","0","1","5061323","0","1.5","0","0","","0.83","600","1","80"
"3","610061006","0","10061","-47","5","181","0","1","0","0","1.5","0","0","","0.83","0","1","0"
"1","610062004","3","10062","5","5","145","5035321","2","5035322","0","5.5","0","610062401","","2.5","600","1","0"
"2","610062005","0","10062","5","5","145","0","2","5035323","0","1.5","0","610062402","","2.5","600","1","0"
"3","610062006","0","10062","5","5","145","0","1","0","0","1.5","0","0","","2.5","0","1","0"
"1","610063004","3","10063","-50","5","145","5036321","1","5036322","0","5.5","0","0","","0.4","600","1","73"
"2","610063005","0","10063","-50","5","145","0","1","5036323","0","1.5","0","0","","0.4","600","1","37"
"3","610063006","0","10063","-50","5","145","0","1","0","0","1.5","0","0","","0.4","0","1","0"
"1","610064004","3","10064","-50","5","184","5064321","1","5064322","0","5.5","0","0","","1.25","600","1","67"
"2","610064005","0","10064","-50","5","184","0","1","5064323","0","1.5","0","0","","1.25","600","1","40"
"3","610064006","0","10064","-50","5","184","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610065004","3","10065","-20","5","148","5038321","2","5038322","0","5.5","0","610065401","","1.5","600","1","0"
"2","610065005","0","10065","-20","5","148","0","1","5038323","0","1.5","0","0","310700_detail_idle","2","0","1","67"
"3","610065006","0","10065","-20","5","148","0","1","0","0","1.5","0","0","","1.8","0","1","0"
"1","610066004","3","10066","-50","5","186","5066321","5","5066322","0","5.5","9000000","610066401","","1","600","1","94"
"2","610066005","0","10066","-50","5","186","0","2","5066323","0","1.5","0","610066402","","1","600","1","0"
"3","610066006","0","10066","-50","5","186","0","1","0","0","1.5","0","0","","1","0","1","0"
"1","610067004","3","10067","-20","5","151","5040321","2","5040322","0","5.5","0","610067401","","1.5","600","1","0"
"2","610067005","0","10067","-35","5","151","0","1","5040323","0","1.5","0","0","","1.7","0","1","68"
"3","610067006","0","10067","-35","5","151","0","1","0","0","1.5","0","0","","1.7","0","1","0"
"1","610068004","3","10068","-47","5","189","5068321","1","5068322","0","5.5","0","0","","1.7","600","1","56"
"2","610068005","0","10068","-47","5","189","0","2","5068323","0","1.5","0","610068402","","1.5","600","1","0"
"3","610068006","0","10068","-47","5","189","0","1","0","0","1.5","0","0","","1.7","0","1","0"
"1","610069004","0","10069","-20","5","154","5042321","5","5042322","0","5.5","2400000","0","","1.7","0","1","72"
"2","610069005","3","10069","-20","5","154","0","2","5042323","0","1.5","0","610069402","311100_detail_idle","1.7","600","1","0"
"3","610069006","0","10069","-20","5","154","0","1","0","0","1.5","0","0","","1.7","0","1","0"
"1","610070004","3","10070","-50","5","192","5070321","2","5070322","1","5.5","0","610070401","","2","600","1","0"
"2","610070005","0","10070","-50","5","192","0","2","5070323","1","1.5","0","610070402","","2","600","1","0"
"3","610070006","0","10070","-50","0","192","0","1","0","0","1.5","0","0","","2","0","1","0"
"1","610071004","3","10071","-54","5","157","5044321","1","5044322","0","1.5","0","0","","1.8","600","1","72"
"2","610071005","0","10071","-54","5","157","0","1","5044323","0","1.5","0","0","","1.8","0","1","44"
"3","610071006","0","10071","-54","5","157","0","1","0","0","1.5","0","0","","1.8","0","1","0"
"1","610072004","3","10072","-120","5","195","5072321","3","5072322","0","5.5","30","610072401","","1.3","600","1","0"
"2","610072005","0","10072","-80","5","195","0","2","5072323","0","1.5","0","610072402","","1","600","1","0"
"3","610072006","0","10072","-120","5","195","0","1","0","0","1.5","0","0","","1.3","0","1","0"
"1","610073004","0","10073","-35","5","160","5046321","1","5046322","0","5.5","0","0","","1.7","0","1","60"
"2","610073005","3","10073","-15","5","160","0","2","5046323","0","1.5","0","610073402","","1.7","600","1","0"
"3","610073006","0","10073","-35","5","160","0","1","0","0","1.5","0","0","","1.7","0","1","0"
"1","610074004","3","10074","-30","5","198","5074321","2","5074322","0","5.5","0","610074401","","1.18","600","1","0"
"2","610074005","0","10074","-30","5","198","0","3","5074323","0","1.5","40","610074402","","1.55","600","1","0"
"3","610074006","0","10074","-45","5","198","0","1","0","0","1.5","0","0","","1.55","0","1","0"
"1","610075004","0","10075","-35","5","163","5048321","1","5048322","0","5.5","0","0","","1.25","0","1","71"
"2","610075005","3","10075","-35","5","163","0","2","5048323","0","1.5","0","610075402","","1.25","600","1","0"
"3","610075006","0","10075","-35","5","163","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610076004","3","10076","-40","5","200","5076321","2","5076322","0","5.5","0","610076401","","2.2","600","1","0"
"2","610076005","0","10076","-40","5","200","0","1","5076323","0","1.5","0","610076402","","2.4","0","1","97"
"3","610076006","0","10076","-55","5","200","0","1","0","0","1.5","0","0","","2.4","0","1","0"
"1","610077004","0","10077","-35","5","166","5050321","3","5050322","0","5.5","35","610077401","","1.25","0","1","0"
"2","610077005","0","10077","-35","5","166","0","1","5050323","0","1.5","0","0","","1.25","0","1","49"
"3","610077006","0","10077","-35","5","166","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610078004","0","10078","-45","5","203","5078321","1","5078322","0","1.5","0","0","","1.55","0","1","79"
"2","610078005","0","10078","-45","5","203","0","4","5078323","0","1.5","490","0","","1.55","0","1","0"
"3","610078006","0","10078","-45","5","203","0","1","0","0","1.5","0","0","","1.55","0","1","0"
"1","610079004","0","10079","-75","5","169","5052321","1","5052322","0","5.5","0","0","","1.7","0","1","77"
"2","610079005","0","10079","-75","5","169","0","1","5052323","0","1.5","0","0","","1.7","0","1","47"
"3","610079006","0","10079","-75","5","169","0","1","0","0","1.5","0","0","","1.7","0","1","0"
"1","610080004","3","10080","-70","5","206","5080321","2","5080322","0","5.5","0","610080401","","1.4","600","1","0"
"2","610080005","0","10080","-70","5","206","0","1","5080323","0","1.5","0","610080402","","1.5","0","1","67"
"3","610080006","0","10080","-70","5","206","0","1","0","0","1.5","0","0","","1.5","0","1","0"
"1","610081004","0","10081","-75","5","172","5054321","1","5054322","0","5.5","0","0","","1.7","0","1","48"
"2","610081005","0","10081","-40","5","172","0","2","5054323","0","1.5","0","610081402","","1.3","600","1","0"
"3","610081006","0","10081","-75","5","172","0","1","0","0","1.5","0","0","","1.7","0","1","0"
"1","610082004","3","10082","-20","5","209","5082321","3","5082322","0","5.5","20","610082401","","2","600","1","0"
"2","610082005","0","10082","-20","5","209","0","1","5082323","0","1.5","0","0","","2","0","1","49"
"3","610082006","0","10082","-20","5","209","0","1","0","0","1.5","0","0","","2","0","1","0"
"1","610083004","3","10083","-20","5","172","5056321","1","5056322","0","5.5","0","0","","2","600","1","77"
"2","610083005","0","10083","-20","5","172","0","1","5056323","0","1.5","0","0","","2","0","1","45"
"3","610083006","0","10083","-20","5","172","0","1","0","0","1.5","0","0","","2","0","1","0"
"1","610084004","3","10084","5","5","212","5084321","2","5084322","0","5.5","0","610084401","","1.35","600","1","0"
"2","610084005","0","10084","5","5","212","0","3","5084323","0","1.5","10","0","","1.35","600","1","0"
"3","610084006","0","10084","5","5","212","0","1","0","0","1.5","0","0","","1.35","0","1","0"
"1","610085004","3","10085","-20","5","212","5085321","2","5085322","0","5.5","0","610085401","","0.95","600","1","0"
"2","610085005","0","10085","-20","5","212","0","1","5085323","0","1.5","0","0","","1.2","600","1","75"
"3","610085006","0","10085","-20","5","212","0","1","0","0","1.5","0","0","","1.2","0","1","0"
"1","610086004","3","10086","5","5","172","5058321","3","5058322","0","5.5","20","610086401","","1.75","600","1","0"
"2","610086005","0","10086","5","5","172","0","1","5058323","0","1.5","0","0","","1.75","600","1","70"
"3","610086006","0","10086","5","5","172","0","1","0","0","1.5","0","0","","1.75","0","1","0"
"1","610087004","3","10087","-20","5","172","5059321","1","5059322","0","5.5","0","0","","1.55","600","1","71"
"2","610087005","0","10087","0","5","172","0","2","5059323","0","1.5","0","610087402","","1.15","600","1","0"
"3","610087006","0","10087","-20","5","172","0","1","0","0","1.5","0","0","","1.55","0","1","0"
"1","610088004","3","10088","-70","5","215","5088321","3","5088322","0","5.5","15","610088401","","1.4","600","1","0"
"2","610088005","0","10088","-70","5","215","0","1","5088323","0","1.5","0","610088402","","1.5","0","1","75"
"3","610088006","0","10088","-70","5","215","0","1","0","0","1.5","0","0","","1.5","0","1","0"
"1","610089004","3","10089","-47","5","172","5061321","2","5061322","0","5.5","0","610089401","","0.83","600","1","0"
"2","610089005","0","10089","-47","5","172","0","1","5061323","0","1.5","0","0","","0.83","600","1","60"
"3","610089006","0","10089","-47","5","172","0","1","0","0","1.5","0","0","","0.83","0","1","0"
"1","610090004","3","10090","-45","5","218","5090321","1","5090322","0","5.5","0","0","","1.18","600","1","78"
"2","610090005","0","10090","-45","5","218","0","4","5090323","0","1.5","550","0","","1.18","0","1","0"
"3","610090006","0","10090","-45","5","218","0","1","0","0","1.5","0","0","","1.18","0","1","0"
"1","610091004","3","10091","-50","5","172","5064321","1","5064322","0","5.5","0","0","","1.25","600","1","76"
"2","610091005","0","10091","-50","5","172","0","1","5064323","0","1.5","0","0","","1.25","600","1","50"
"3","610091006","0","10091","-50","5","172","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610092004","3","10092","-50","5","220","5092321","1","5092322","0","5.5","0","0","","1.4","600","1","60"
"2","610092005","0","10092","-20","5","220","0","2","5092323","0","1.5","0","610092402","","1.15","600","1","0"
"3","610092006","0","10092","-50","5","220","0","1","0","0","1.5","0","0","","1.4","0","1","0"
"1","610093004","3","10093","-50","5","172","5066321","5","5066322","0","5.5","2500000","610093401","","1","600","1","75"
"2","610093005","0","10093","-50","5","172","0","2","5066323","0","1.5","0","610093402","","1","600","1","0"
"3","610093006","0","10093","-50","5","172","0","1","0","0","1.5","0","0","","1","0","1","0"
"1","610094004","3","10094","-50","5","223","5094321","3","5094322","0","5.5","10","610094401","","2.2","600","1","0"
"2","610094005","0","10094","-50","5","223","0","1","5094323","0","1.5","0","0","","2.2","0","1","84"
"3","610094006","0","10094","-50","5","223","0","1","0","0","1.5","0","0","","2.2","0","1","0"
"1","610095004","3","10095","-47","5","172","5068321","1","5068322","0","5.5","0","0","","1.7","600","1","66"
"2","610095005","0","10095","-47","5","172","0","2","5068323","0","1.5","0","610095402","","1.5","600","1","0"
"3","610095006","0","10095","-47","5","172","0","1","0","0","1.5","0","0","","1.7","0","1","0"
"1","610096004","3","10096","-120","5","226","5096321","1","5096322","0","5.5","0","0","","1.3","600","1","76"
"2","610096005","0","10096","-80","5","226","0","2","5096323","0","1.5","0","610096402","","1","600","1","0"
"3","610096006","0","10096","-120","5","226","0","1","0","0","1.5","0","0","","1.3","0","1","0"
"1","610097004","3","10097","-50","5","172","5070321","2","5070322","1","5.5","0","610097401","","2","600","1","0"
"2","610097005","0","10097","-50","5","172","0","2","5070323","1","1.5","0","610097402","","2","600","1","0"
"3","610097006","0","10097","-50","0","172","0","1","0","0","1.5","0","0","","2","0","1","0"
"1","610098004","3","10098","-120","5","229","5098321","2","5098322","0","5.5","0","610098401","","1.3","600","1","0"
"2","610098005","0","10098","-80","5","229","0","2","5098323","0","1.5","0","610098402","","1.1","600","1","0"
"3","610098006","0","10098","-85","5","229","0","1","0","0","1.5","0","0","","1.3","0","1","0"
"1","610099004","3","10099","-100","5","172","5072321","3","5072322","0","5.5","25","610099401","","1.3","600","1","0"
"2","610099005","0","10099","-80","5","172","0","2","5072323","0","1.5","0","610099402","","1","600","1","0"
"3","610099006","0","10099","-120","5","172","0","1","0","0","1.5","0","0","","1.3","0","1","0"
"1","610100004","3","10100","-50","5","232","5100321","2","5100322","0","5.5","0","610100401","","1.1","600","1","0"
"2","610100005","0","10100","-70","5","232","0","1","5100323","0","1.5","0","0","","1.5","600","1","70"
"3","610100006","0","10100","-70","5","232","0","1","0","0","1.5","0","610100110","","1.5","0","1","0"
"1","610101004","3","10101","-30","5","175","5074321","2","5074322","0","5.5","0","610101401","","1.18","600","1","0"
"2","610101005","0","10101","-30","5","175","0","3","5074323","0","1.5","25","610101402","","1.55","600","1","0"
"3","610101006","0","10101","-45","5","175","0","1","0","0","1.5","0","0","","1.55","0","1","0"
"1","610102004","3","10102","-85","5","235","5102321","1","5102322","0","5.5","0","0","","1.25","600","1","32"
"2","610102005","0","10102","-80","5","235","0","2","5102323","0","1.5","0","610102402","","1.1","600","1","0"
"3","610102006","0","10102","-85","5","235","0","1","0","0","1.5","0","0","","1.25","0","1","0"
"1","610103004","3","10103","-40","5","178","5076321","2","5076322","0","5.5","0","610103401","","2.2","600","1","0"
"2","610103005","0","10103","-40","5","178","0","1","5076323","0","1.5","0","610103402","","2.4","0","1","97"
"3","610103006","0","10103","-55","5","178","0","1","0","0","1.5","0","0","","2.4","0","1","0"
