6d58dbb51ab56d6b38b7386742d1d72e9daa55915fd59e5fe417dd3f1de648b9,dc1b9cf84c4b4ae287a9e571d686ad4a05f59dadad9cbfcbb735a88d587682e1,740e86808c8ac3f1f0dc0983863223ff2f1064068a2d08cc4b63ebc5cdaa2f2f,5efae36648e7844bc99914c286018a6439a6f0dede52c27161088b9cc558b0d5,2c72ecc502016060dfdc4c7e86a8e2370e6b741acce54ce3644624fc2a4da07a,f9d0b95dd21118f23accd02028292649d15bc3f0486d99465e6db9db81c6c643,770fa5e56107580e613aa00a51781b751d05eada0b719f0492308ade7d522815,6540272299ab30fca139439e26be80aeb3663cecfbaaee7ae624090d3992d66f,5a13b4a6fb1781f9a96436b5045c9cabcbae92943dfb829557f5660bc1fc0318,158eae5e15fa20a91a613e12fa9ebffd5711f1d7a18606698ee4fc1c4861acf0,0230d68ddd2a6f2b91cf6332dfa4c85531fa632fa6c37f4a61d09b5c64d08aff,64988ce3675ebbd28269bd1f9724f7feb5d110b70b22d5091ab698d30fea963b,7aa829118a165f3ba1a7d44a6f51e760250deb4379496c307fe735e23fb7b92c,17a9085fec75b9b7c108eaee86b24ae331470109b12de0c414993d46634def2b,bdc853d7a09201bfb4981cfd2847cab701156ecf7052aff44052a04f5abbc348,c883d72308081d427d0eb194a5da756eafa04bc1d95ba2dee0f640d6c15aec4e,b72441722097d455121cbbc90072a8bef3aad467b1ae57e9c0690c8a09e20f83,a453ddabdc487dfdfc09884474c4f4fb38119c5cb3a5f9744812abd2ca449525,c578241c28eb5312dc064e0387c8b9a98896f7f1b9ed1f7eef7324485ae7f4be,8d6c91f750ae8b0edf6b5965c211d424e04a205e10bea4a06a190896b2274687,3fd84994405612d471bfdd204bc5eb4e535101cb90709a680c25212e9e6900ce,f681de44b25b20154630d791ed0a5b9a710771a8b292d863508df1aba3c24737
"1003","1.1","1","1","1","10030105","150","210","0","bgm_M55","1.35","-50","5","5","-30","0","1.8","-55","450","101042","101042","0"
"1004","0.6","1","1","1","10040101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101161","101161","0"
"1004","0.75","1","1","1","10040102","0","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-260","101161","101161","0"
"1004","0.9","1","1","1","10040103","100","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","55","-20","101161","101161","-15"
"1004","0.9","1","1","1","10040104","0","200","0","bgm_M64","1","-30","4","4","-30","0","1.3","-30","180","101161","101161","0"
"1004","0.9","1","1","1","10040105","200","250","-30","bgm_M55","0.9","-50","5","5","-30","0","1.2","-60","470","101162","101162","-40"
"1005","0.6","1","1","1","10050101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101171","101161","0"
"1005","0.75","1","1","1","10050102","0","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-260","101171","101161","0"
"1005","0.9","1","1","1","10050103","100","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","45","-20","101171","101161","-15"
"1005","0.7","1","1","1","10050104","0","200","0","bgm_M64","1","0","4","4","-30","0","1","-70","190","101171","101161","0"
"1005","1","1","1","1","10050105","200","240","0","bgm_M55","1","-30","5","5","-30","0","1.3","-25","445","101172","101162","-40"
"1006","0.6","1","1","1","10060101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101191","101161","0"
"1006","0.75","1","1","1","10060102","0","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-100","-260","101191","101161","0"
"1006","0.8","1","1","1","10060103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","65","-10","101191","101161","-15"
"1006","0.8","1","1","1","10060104","0","200","0","bgm_M64","1","0","4","4","-30","0","1.2","-110","190","101191","101161","0"
"1006","0.9","1","1","1","10060105","270","280","-45","bgm_M55","1","-50","5","5","-30","-10","1.15","-70","485","101192","101162","0"
"1007","0.6","1","1","1","10070101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101201","101161","0"
"1007","0.9","1","1","1","10070102","120","240","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-260","101201","101161","0"
"1007","0.8","1","1","1","10070103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","65","-10","101201","101161","-15"
"1007","0.9","1","1","1","10070104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.2","-110","190","101201","101161","0"
"1007","1","1","1","1","10070105","270","250","-45","bgm_M55","1","-50","5","5","-30","10","1.45","-30","475","101202","101162","-20"
"1008","0.6","1","1","1","10080101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101291","101161","0"
"1008","0.9","1","1","1","10080102","120","240","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-260","101291","101161","0"
"1008","0.8","1","1","1","10080103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","65","-40","101291","101161","-15"
"1008","0.9","1","1","1","10080104","100","200","0","bgm_M64","1.3","0","4","4","-30","0","1.3","-110","150","101291","101161","0"
"1008","1.1","1","1","1","10080105","45","230","30","bgm_M55","1.3","15","5","5","-30","30","1.45","-15","490","101292","101162","-20"
"1009","0.6","1","1","1","10090101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101301","101161","0"
"1009","0.75","1","1","1","10090102","120","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-260","101301","101161","0"
"1009","1.55","1","1","1","10090103","100","200","-10","bgm_M64","2.2","0","3","3","-30","0","2.3","100","-50","101301","101161","-15"
"1009","1","1","1","1","10090104","100","200","0","bgm_M64","1.3","15","4","4","-30","0","1.3","-100","180","101301","101161","0"
"1009","1","1","1","1","10090105","200","270","-30","bgm_M55","1.1","-15","5","5","-30","10","1.2","-55","470","101302","101162","-20"
"1010","0.575","1","1","1","10100101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-130","-450","101441","101161","0"
"1010","0.75","1","1","1","10100102","120","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-250","101441","101161","0"
"1010","0.8","1","1","1","10100103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","50","-10","101441","101161","-15"
"1010","0.9","1","1","1","10100104","0","200","0","bgm_M64","1","-30","4","4","-30","0","1.3","-100","180","101441","101161","0"
"1010","0.95","1","1","1","10100105","200","270","-30","bgm_M55","1.1","-35","5","5","-30","10","1.2","-70","470","101442","101162","-20"
"1011","0.575","1","1","1","10110101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-130","-450","101451","101451","0"
"1011","0.75","1","1","1","10110102","120","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-250","101451","101451","0"
"1011","0.9","1","1","1","10110103","100","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","50","-20","101451","101451","-15"
"1011","0.65","1","1","1","10110104","100","220","0","bgm_M64","0.8","20","4","4","-30","0","0.9","-100","200","101451","101451","0"
"1011","1.25","1","1","1","10110105","200","290","-50","bgm_M55","1.4","-35","5","5","-30","0","1.55","-70","510","101452","101452","0"
"1012","0.575","1","1","1","10120101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-130","-450","101561","101451","0"
"1012","0.9","1","1","1","10120102","120","240","0","bgm_M64","1","0","2","2","-30","0","1.2","-120","-240","101561","101451","0"
"1012","0.6","1","1","1","10120103","100","200","-10","bgm_M64","0.8","0","3","3","-30","5","0.9","60","-30","101561","101451","-5"
"1012","0.9","1","1","1","10120104","100","200","0","bgm_M64","1.2","-30","4","4","-30","0","1.5","-100","180","101561","101451","0"
"1012","1.25","1","1","1","10120105","400","290","-50","bgm_M55","1.35","-60","5","5","-30","0","1.55","-70","460","101562","101452","0"
"1013","0.6","1","1","1","10130101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101001","101001","0"
"1013","0.75","1","1","1","10130102","0","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-260","101001","101001","0"
"1013","0.7","1","1","1","10130103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","0","-40","101001","101001","-13"
"1013","0.7","1","1","1","10130104","0","200","0","bgm_M64","1","0","4","4","-30","0","1.2","-50","240","101001","101001","0"
"1013","1.2","1","1","1","10130105","200","250","0","bgm_M55","1","0","5","5","-30","0","1.3","-40","480","101011","101011","0"
"1014","0.575","1","1","1","10140101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-130","-450","101041","101041","0"
"1014","0.75","1","1","1","10140102","120","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-250","101041","101041","0"
"1014","1.55","1","1","1","10140103","100","200","-10","bgm_M64","2.2","0","3","3","-30","0","2.3","100","-50","101041","101041","-15"
"1014","0.7","1","1","1","10140104","0","200","0","bgm_M64","1","0","4","4","-30","0","1","-70","190","101041","101041","0"
"1014","1.4","1","1","1","10140105","200","250","0","bgm_M55","1.6","0","5","5","-30","0","1.8","0","440","101042","101042","0"
"1015","0.6","1","1","1","10150101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-125","-470","101041","101161","0"
"1015","0.75","1","1","1","10150102","120","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-95","-210","101041","101161","0"
"1015","0.9","1","1","1","10150103","100","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","-120","50","101041","101161","-15"
"1015","0.7","1","1","1","10150104","150","200","0","bgm_M64","1","43","4","4","-30","0","1","35","195","101041","101162","0"
"1015","1.1","1","1","1","10150105","150","210","0","bgm_M55","1.35","-50","5","5","-30","0","1.8","-55","450","101042","101161","0"
"1016","0.6","1","1","1","10160101","250","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101161","101451","0"
"1016","0.75","1","1","1","10160102","0","200","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-100","-260","101161","101451","0"
"1016","0.8","1","1","1","10160103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","65","-10","101161","101451","-15"
"1016","0.8","1","1","1","10160104","0","200","0","bgm_M64","0.85","0","4","4","-30","0","1","-110","190","101161","101451","0"
"1016","0.9","1","1","1","10160105","270","280","-45","bgm_M55","1","-50","5","5","-30","-10","1.15","-70","485","101162","101452","0"
"1017","0.6","1","1","1","10170101","200","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101171","101171","0"
"1017","0.6","1","1","1","10170102","200","240","0","bgm_M64","0.7","0","2","2","-30","10","1","-120","-260","101171","101171","0"
"1017","0.9","1","1","1","10170103","200","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","65","-10","101171","101171","-15"
"1017","0.9","1","1","1","10170104","200","200","0","bgm_M64","1","-30","4","4","-30","0","1.3","-110","190","101171","101171","0"
"1017","1","1","1","1","10170105","200","250","0","bgm_M55","1","-50","5","5","-30","10","1.45","-30","475","101172","101172","-20"
"1018","0.6","1","1","1","10180101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101191","101171","0"
"1018","0.8","1","1","1","10180102","100","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-100","-260","101191","101171","0"
"1018","0.6","1","1","1","10180103","100","200","-10","bgm_M64","0.8","0","3","3","-30","5","0.9","65","-10","101191","101171","-5"
"1018","0.9","1","1","1","10180104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.2","-110","190","101191","101171","-30"
"1018","1.1","1","1","1","10180105","100","280","-45","bgm_M55","1","-50","5","5","-30","-10","1.3","-70","485","101192","101172","0"
"1019","0.6","1","1","1","10190101","100","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101201","101161","0"
"1019","0.75","1","1","1","10190102","100","240","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-260","101201","101161","0"
"1019","0.8","1","1","1","10190103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","65","-10","101201","101161","-15"
"1019","0.7","1","1","1","10190104","100","200","0","bgm_M64","1","43","4","4","-30","0","1","-110","190","101201","101161","0"
"1019","1","1","1","1","10190105","100","250","-45","bgm_M55","1","-50","5","5","-30","10","1.45","-30","475","101202","101162","-20"
"1020","0.6","1","1","1","10200101","100","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101291","101161","0"
"1020","0.75","1","1","1","10200102","100","240","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-260","101291","101161","0"
"1020","0.8","1","1","1","10200103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","65","-40","101291","101161","-15"
"1020","0.8","1","1","1","10200104","100","200","0","bgm_M64","1","-30","4","4","-30","0","1.5","-110","150","101291","101161","0"
"1020","1.1","1","1","1","10200105","100","230","30","bgm_M55","1","15","5","5","-30","30","1.45","-15","490","101292","101162","-20"
"1021","0.58","1","1","1","10210101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101301","101161","0"
"1021","0.9","1","1","1","10210102","100","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-260","101301","101161","0"
"1021","0.93","1","1","1","10210103","200","200","-10","bgm_M64","1","-30","3","3","-30","-10","1.4","100","-50","101301","101161","0"
"1021","0.9","1","1","1","10210104","100","200","0","bgm_M64","1.3","15","4","4","-30","0","1.3","-100","180","101301","101161","0"
"1021","1","1","1","1","10210105","100","270","-30","bgm_M55","1.1","-15","5","5","-30","10","1.2","-55","470","101302","101162","-20"
"1022","0.575","1","1","1","10220101","100","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-130","-450","101441","101161","0"
"1022","0.75","1","1","1","10220102","100","200","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-250","101441","101161","0"
"1022","0.8","1","1","1","10220103","100","200","-10","bgm_M64","1.1","0","3","3","-30","0","1.2","50","-10","101441","101161","-15"
"1022","0.9","1","1","1","10220104","100","200","0","bgm_M64","1.3","15","4","4","-30","0","1.3","-100","180","101441","101161","0"
"1022","0.95","1","1","1","10220105","100","230","-30","bgm_M55","1.1","-35","5","5","-30","10","1.2","-70","470","101442","101162","-20"
"1023","0.58","1","1","1","10230101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-130","-450","101451","101451","0"
"1023","0.9","1","1","1","10230102","100","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-250","101451","101451","0"
"1023","0.9","1","1","1","10230103","100","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","50","-20","101451","101451","-15"
"1023","0.8","1","1","1","10230104","100","200","0","bgm_M64","0.85","0","4","4","-30","0","1","-100","200","101451","101451","0"
"1023","1.25","1","1","1","10230105","100","290","-50","bgm_M55","1.4","-35","5","5","-30","0","1.55","-70","510","101452","101452","0"
"1024","0.58","1","1","1","10240101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-130","-450","101561","101451","0"
"1024","0.75","1","1","1","10240102","100","240","0","bgm_M64","1.1","0","2","2","-30","0","1.2","-120","-240","101561","101451","0"
"1024","0.65","1","1","1","10240103","100","200","-10","bgm_M64","1","0","3","3","-30","5","1.1","60","-30","101561","101451","-5"
"1024","0.7","1","1","1","10240104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.2","-100","180","101561","101451","0"
"1024","1.25","1","1","1","10240105","400","290","-50","bgm_M55","1.35","-60","5","5","-30","0","1.55","-70","460","101562","101452","0"
"1025","0.58","1","1","1","10250101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101001","101451","0"
"1025","0.75","1","1","1","10250102","100","200","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-260","101001","101451","0"
"1025","0.6","1","1","1","10250103","100","200","-10","bgm_M64","0.8","0","3","3","-30","0","0.9","0","-40","101001","101451","-13"
"1025","0.8","1","1","1","10250104","100","200","0","bgm_M64","1","-30","4","4","-30","0","1.5","-50","240","101001","101451","0"
"1025","1.2","1","1","1","10250105","100","250","0","bgm_M55","1","0","5","5","-30","0","1.3","-40","480","101011","101452","0"
"1026","0.575","1","1","1","10260101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-130","-450","101021","101021","0"
"1026","0.75","1","1","1","10260102","120","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-250","101021","101021","0"
"1026","1.55","1","1","1","10260103","100","200","-10","bgm_M64","2.2","0","3","3","-30","0","2.3","100","-50","101021","101021","-15"
"1026","0.7","1","1","1","10260104","150","200","0","bgm_M64","1","43","4","4","-30","0","1","-70","190","101021","101021","0"
"1026","1.4","1","1","1","10260105","200","220","0","bgm_M55","1.6","0","5","5","-30","0","1.8","0","440","101031","101031","0"
"1027","0.6","1","1","1","10270101","250","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-125","-470","101041","101161","0"
"1027","0.75","1","1","1","10270102","120","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-95","-210","101041","101161","0"
"1027","0.75","1","1","1","10270103","100","200","-10","bgm_M64","1","-10","3","3","-30","10","1.2","-120","50","101041","101161","-15"
"1027","0.7","1","1","1","10270104","100","200","0","bgm_M64","1","20","4","4","-30","0","1.1","35","195","101041","101162","0"
"1027","1.1","1","1","1.3","10270105","150","210","0","bgm_M55","1.35","-50","5","5","-30","0","1.8","-55","450","101042","101161","0"
"1028","0.6","1","1","1","10280101","250","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101161","101161","0"
"1028","0.75","1","1","1","10280102","0","200","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-100","-260","101161","101161","0"
"1028","0.65","1","1","1","10280103","100","200","-10","bgm_M64","1","0","3","3","-30","5","1.1","65","-10","101161","101161","-5"
"1028","0.9","1","1","1","10280104","100","200","0","bgm_M64","1.3","0","4","4","-30","0","1.35","-110","190","101161","101161","0"
"1028","0.9","1","1","1.3","10280105","270","280","-45","bgm_M55","1","-50","5","5","-30","-10","1.15","-70","485","101162","101162","-40"
"1029","0.6","1","1","1","10290101","200","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101171","101171","0"
"1029","0.6","1","1","1","10290102","200","240","0","bgm_M64","0.7","0","2","2","-30","10","1","-120","-260","101171","101171","0"
"1029","0.9","1","1","1","10290103","200","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","65","-10","101171","101171","-15"
"1029","0.9","1","1","1","10290104","200","200","0","bgm_M64","1","-30","4","4","-30","0","1.3","-110","190","101171","101171","0"
"1029","1","1","1","1","10290105","200","250","0","bgm_M55","1","-50","5","5","-30","10","1.45","-30","475","101172","101172","-20"
"1030","0.6","1","1","1","10300101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101191","101171","0"
"1030","0.8","1","1","1","10300102","100","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-100","-260","101191","101171","0"
"1030","0.6","1","1","1","10300103","100","200","-10","bgm_M64","0.8","0","3","3","-30","5","0.9","65","-10","101191","101171","-5"
"1030","0.9","1","1","1","10300104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.2","-110","190","101191","101171","0"
"1030","1.1","1","1.2","1","10300105","200","280","-45","bgm_M55","1","-50","5","5","-30","-10","1.3","-70","485","101192","101172","0"
"1031","0.6","1","1","1","10310101","100","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101201","101161","0"
"1031","0.75","1","1","1","10310102","100","240","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-260","101201","101161","0"
"1031","0.8","1","1","1","10310103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.1","65","-10","101201","101161","-15"
"1031","0.7","1","1","1","10310104","100","200","0","bgm_M64","1","43","4","4","-30","0","1","-110","190","101201","101161","0"
"1031","1","1","1","1","10310105","100","250","-45","bgm_M55","1","-50","5","5","-30","10","1.45","-30","475","101202","101162","-20"
"1032","0.6","1","1","1","10320101","100","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-120","-480","101291","101291","0"
"1032","0.75","1","1","1","10320102","100","240","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-260","101291","101291","0"
"1032","0.9","1","1","1","10320103","100","200","-10","bgm_M64","1","0","3","3","-30","0","1.3","65","-40","101291","101291","-15"
"1032","0.8","1","1","1","10320104","100","200","0","bgm_M64","1","-30","4","4","-30","0","1.3","-110","150","101291","101291","0"
"1032","1.1","1","1","1","10320105","100","230","30","bgm_M55","1","15","5","5","-30","30","1.45","-15","490","101292","101292","-20"
"1033","0.58","1","1","1","10330101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101301","101301","0"
"1033","0.9","1","1","1","10330102","100","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-260","101301","101301","0"
"1033","0.93","1","1","1","10330103","200","200","-10","bgm_M64","1","-30","3","3","-30","-10","1.4","100","-50","101301","101301","0"
"1033","0.9","1","1","1","10330104","100","200","0","bgm_M64","1","15","4","4","-30","0","1.3","-100","100","101301","101301","0"
"1033","1","1","1","1","10330105","100","270","-30","bgm_M55","1.1","-15","5","5","-30","10","1.2","-55","470","101302","101302","-20"
"1034","0.575","1","1","1","10340101","100","210","0","bgm_M64","0.85","0","1","1","-30","10","0.8","-130","-450","101441","101161","0"
"1034","0.75","1","1","1","10340102","200","200","0","bgm_M64","0.7","0","2","2","-30","10","1","-120","-250","101441","101161","0"
"1034","0.8","1","1","1","10340103","100","200","-10","bgm_M64","1.1","0","3","3","-30","0","1.2","50","-10","101441","101161","-15"
"1034","0.9","1","1","1","10340104","150","200","0","bgm_M64","1","43","4","4","-30","0","1","-100","180","101441","101161","0"
"1034","0.95","1","1","1","10340105","100","230","-30","bgm_M55","1.1","-35","5","5","-30","10","1.2","-70","470","101442","101162","-20"
"1035","0.58","1","1","1","10350101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-130","-450","101451","101451","0"
"1035","0.9","1","1","1","10350102","100","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-250","101451","101451","0"
"1035","0.9","1","1","1","10350103","100","200","-10","bgm_M64","1","-30","3","3","-30","0","1.4","50","-20","101451","101451","-15"
"1035","0.8","1","1","1","10350104","100","200","0","bgm_M64","0.85","0","4","4","-30","0","1","-100","200","101451","101451","0"
"1035","1.25","1","1.2","1","10350105","100","290","-50","bgm_M55","1.4","-35","5","5","-30","0","1.55","-70","510","101452","101452","0"
"1036","0.58","1","1","1","10360101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-130","-450","101561","101451","0"
"1036","0.75","1","1","1","10360102","100","240","0","bgm_M64","1.1","0","2","2","-30","0","1.2","-120","-240","101561","101451","0"
"1036","0.65","1","1","1","10360103","100","200","-10","bgm_M64","1","0","3","3","-30","5","1.1","60","-30","101561","101451","-5"
"1036","1.1","1","1","1","10360104","100","200","0","bgm_M64","1","0","4","4","-30","0","1.2","-100","180","101561","101451","0"
"1036","1.25","1","1.4","1","10360105","400","290","-50","bgm_M55","1.35","-60","5","5","-30","0","1.55","-70","460","101562","101452","0"
"1037","0.58","1","1","1","10370101","100","210","-30","bgm_M64","0.7","0","1","1","-30","10","0.8","-120","-480","101001","101451","0"
"1037","0.75","1","1","1","10370102","100","200","0","bgm_M64","1.1","0","2","2","-30","10","1.2","-120","-260","101001","101451","0"
"1037","0.6","1","1.4","1","10370103","150","200","-60","bgm_M64","0.55","-50","3","3","-30","0","0.9","0","-40","101001","101451","-13"
"1037","0.8","1","1","1","10370104","100","200","0","bgm_M64","1","-30","4","4","-30","0","1.3","-50","240","101001","101451","0"
"1037","1.2","1","1.2","1","10370105","100","250","0","bgm_M55","1","0","5","5","-30","0","1.3","-40","480","101011","101452","0"
"1038","0.575","1","1","1","10380101","170","210","-30","bgm_M64","0.9","-25","1","1","-30","10","1","-110","-450","101021","101021","0"
"1038","0.75","1","1","1","10380102","120","200","0","bgm_M64","1","0","2","2","-30","10","1.2","-120","-250","101021","101021","0"
"1038","0.8","1","1","1","10380103","100","200","-10","bgm_M64","1.1","0","3","3","-30","0","1.2","100","-50","101021","101021","-15"
"1038","0.9","1","1","1","10380104","200","200","0","bgm_M64","1","-30","4","4","-30","0","1.3","-70","190","101021","101021","0"
