45feccbc328f8a3a18ac189d3883112e0b66d666728bdf237bf97b011b108840,4bd850962913ed818ddd580734cfb9b135b62b3666c59c06a545a04cacabf75b,5e0492810abde68e3d9837a059ba21f58dd6cf2711b6a1d2cedddd43518d6bad,7ba66e6cc4aee46593abb79fe1105b874b6a3e7d4678df7ab2201d04d9344a27,4222c2886f71df98f1d69c96bbe31eb43e10b2b3b849bbc396e469b59625fb05,c15992933f33658ec522e35baf467b3f8eb82d164d1b3e4a9714ebae30ea0faa,38355666026cefb4962edebfefffb45aacb49d189884c5a20e4c91d6ff565ae3,d55afb4983759a6a004b3efacba3d1d2bdae1881629c80263efc01a57cb13419
"210200101","1","1","2102","","1","bgm_M12_pt02_emt02_001","2102001"
"210200501","1","1","2102","","1","","2102005"
"210201001","1","1","2102","","1","","2102010"
"210201101","1","1","2102","","1","","2102011"
"210201180","1","0.3","2102","","1","","2102011"
"210201181","0","1","2102","","1","","2102011"
"210300101","1","1","2103","","1","","2103001"
"210301201","1","1","2103","","1","","2103012"
"210301301","1","1","2103","","1","","2103013"
"210301501","1","1","2103","","1","bgm_M409_pt02_emt03_015","2103015"
"210301701","1","1","2103","","1","","2103017"
"210301880","1","0.3","2103","","1","","2103018"
"210301881","0","1","2103","","1","","2103018"
"210400201","1","1","2104","","1","bgm_M321_pt02_emt04_002","2104002"
"210400401","1","1","2104","","1","","2104004"
"210400801","1","1","2104","","1","","2104008"
"210401080","1","0.3","2104","","1","","2104010"
"210401081","0","1","2104","","1","","2104010"
"210409801","1","1","2104","","1","bgm_M109_pt02_emt04_011","2104098"
"210500101","1","1","2105","","1","","2105001"
"210500201","1","1","2105","","1","","2105002"
"210500401","1","1","2105","","1","bgm_M431_pt02_emt05_004","2105004"
"210500801","1","1","2105","","1","","2105008"
"210500901","1","1","2105","","1","","2105009"
"210501001","1","1","2105","","1","","2105010"
"210501080","1","0.3","2105","","1","","2105010"
"210501081","0","1","2105","","1","","2105010"
"210600101","1","1","2106","","1","bgm_M321_pt02_emt06_001","2106001"
"210600401","1","1","2106","","1","","2106004"
"210600601","1","1","2106","","1","","2106006"
"210600801","1","1","2106","","1","","2106008"
"210601080","1","0.3","2106","","1","","2106010"
"210601081","0","1","2106","","1","","2106010"
"210700101","1","1","2107","","1","bgm_M23_pt02_emt07_001","2107001"
"210700501","1","1","2107","","1","","2107005"
"210700901","1","1","2107","","1","","2107009"
"210701080","1","0.3","2107","","1","","2107010"
"210701081","0","1","2107","","1","","2107010"
"210709901","1","1","2107","","1","","2107099"
"210709902","1","1","2107","","1","bgm_M473_pt02_emt07_011","2107099"
"210800401","1","1","2108","","1","","2108004"
"210800501","1","1","2108","","1","bgm_M482_pt02_emt08_005","2108005"
"210800701","1","1","2108","","1","","2108007"
"210800901","1","1","2108","","1","","2108009"
"210801080","1","0.3","2108","","1","","2108010"
"210801081","0","1","2108","","1","","2108010"
"210900201","1","1","2109","","1","","2109002"
"210900401","1","1","2109","","1","","2109004"
"210900701","1","1","2109","","1","","2109007"
"210900801","1","1","2109","","1","bgm_M94_pt02_emt09_007","2109008"
"210900802","1","1","2109","","1","","2109008"
"210900901","1","1","2109","","1","","2109009"
"210901201","1","1","2109","","1","bgm_M514_pt02_emt08_011","2109012"
"210901202","1","1","2109","","1","","2109012"
"210901280","1","0.3","2109","","1","","2109012"
"210901281","0","1","2109","","1","","2109012"
"211000101","1","1","2110","","1","bgm_M106_pt02_emt10_001","2110001"
"211000501","1","1","2110","","1","","2110005"
"211001001","1","1","2110","","1","","2110010"
"211001002","1","1","2110","","1","","2110010"
"211001080","1","0.3","2110","","1","","2110010"
"211001081","0","1","2110","","1","","2110010"
"211100101","1","1","2111","","1","","2111001"
"211100102","1","1","2111","","1","","2111001"
"211100301","1","1","2111","","1","","2111003"
"211100701","1","1","2111","","1","","2111007"
"211100901","1","1","2111","","1","","2111009"
"211101080","1","0.3","2111","","1","","2111010"
"211101081","0","1","2111","","1","","2111010"
"211200101","1","1","2112","","1","","2112001"
"211200501","1","1","2112","","1","","2112005"
"211200701","1","1","2112","","1","","2112007"
"211200801","1","1","2112","","1","","2112008"
"211201080","1","0.3","2112","","1","","2112010"
"211201081","0","1","2112","","1","","2112010"
"211300201","1","1","2113","","1","","2113002"
"211300301","1","1","2113","","1","","2113003"
"211300701","1","1","2113","","1","","2113007"
"211300801","1","1","2113","","1","","2113008"
"211301080","1","0.3","2113","","1","","2113010"
"211301081","0","1","2113","","1","","2113010"
"211400501","1","1","2114","","1","","2114005"
"211400502","1","1","2114","","1","","2114005"
"211400601","1","1","2114","","1","","2114006"
"211401080","1","0.3","2114","","1","","2114010"
"211401081","0","1","2114","","1","","2114010"
"211409901","1","1","2114","","1","","2114099"
"211409981","0","1","2114","","1","","2114099"
"211500201","1","1","2115","","1","bgm_M626_emt2115_002","2115002"
"211500501","1","1","2115","","1","","2115005"
"211500801","1","1","2115","","1","","2115008"
"211501001","1","1","2115","","1","","2115010"
"211501080","1","0.3","2115","","1","","2115010"
"211501081","0","1","2115","","1","","2115010"
"211600201","1","1","2116","","1","","2116002"
"211600401","1","1","2116","","1","","2116004"
"211600501","1","1","2116","","1","","2116005"
"211600701","1","1","2116","","1","","2116007"
"211600801","1","1","2116","","1","","2116008"
"211600802","1","1","2116","","1","","2116008"
"211600901","1","1","2116","","1","","2116009"
"211601101","1","1","2116","","1","","2116011"
"211601180","1","1","2116","","1","","2116011"
"211609981","0","1","2116","","1","","2116099"
"220100401","1","1","2201","","1","","2201004"
"220100502","1","1","2201","","1","","2201005"
"220100503","1","1","2201","","1","","2201005"
"220100504","1","1","2201","","1","","2201005"
"220100601","1","1","2201","","1","","2201006"
"220100701","1","1","2201","","1","","2201007"
"220100880","1","0.3","2201","","1","","2201008"
"220100881","0","1","2201","","1","","2201008"
"220200101","1","1","2202","","1","bgm_MC032_emt0302_001","2202001"
"220200201","1","1","2202","","1","bgm_MC033_emt0302_002","2202002"
"220200401","1","1","2202","","1","","2202004"
"220200601","1","1","2202","","1","","2202006"
"220200680","1","0.3","2202","","1","","2202006"
"220200681","0","1","2202","","1","","2202006"
"220300101","1","1","2203","","1","","2203001"
"220300201","1","1","2203","","1","bgm_MC050_emt2203_002","2203002"
"220300301","1","1","2203","","1","","2203003"
"220300501","1","1","2203","","1","","2203005"
"220300601","1","1","2203","","1","","2203006"
"220300602","1","1","2203","","1","bgm_MC059_emt2203_006","2203006"
"220300680","1","0.3","2203","","1","","2203006"
"220300681","0","1","2203","","1","","2203006"
"220400101","1","1","2204","","1","","2204001"
"220400201","1","1","2204","","1","bgm_MC069B_emt2204_002","2204002"
"220400401","1","1","2204","","1","","2204004"
"220400601","1","1","2204","","1","","2204006"
"220400680","1","0.3","2204","","1","","2204006"
"220409981","0","1","2204","","1","","2204099"
"220500101","1","1","2205","","1","","2205001"
"220500102","1","1","2205","","1","","2205001"
"220500103","1","1","2205","","1","","2205001"
"220500201","1","1","2205","","1","","2205002"
"220500501","1","1","2205","","1","","2205005"
"220500601","1","1","2205","","1","","2205006"
"220500602","1","1","2205","","1","","2205006"
"220500680","1","1","2205","","1","","2205006"
"220500681","0","1","2205","","1","","2205006"
"220600101","1","1","2206","","1","","2206001"
"220600301","1","1","2206","","1","","2206003"
"220600401","1","1","2206","","1","","2206004"
"220600501","1","1","2206","","1","","2206005"
"220600502","1","1","2206","","1","","2206005"
"220600680","1","1","2206","","1","","2206006"
"220600681","0","1","2206","","1","","2206006"
"220700101","1","1","2207","","1","","2207001"
"220700301","1","1","2207","","1","","2207003"
"220700401","1","1","2207","","1","bgm_MC088B_emt2207_004","2207004"
"220700402","1","1","2207","","1","","2207004"
"220700501","1","1","2207","","1","bgm_M385_emt2207_005","2207005"
"220700601","1","1","2207","","1","","2207006"
"220700680","1","1","2207","","1","","2207006"
"220700681","0","1","2207","","1","","2207006"
"220800101","1","1","2208","","1","","2208001"
"220800102","1","1","2208","","1","","2208001"
"220800301","1","1","2208","","1","","2208003"
"220800401","1","1","2208","","1","","2208004"
"220800402","1","1","2208","","1","","2208004"
"220800601","1","1","2208","","1","bgm_MC176A_emt2208_006","2208006"
"220800680","1","1","2208","","1","","2208006"
"220800681","0","1","2208","","1","","2208006"
"220900201","1","1","2209","","1","","2209002"
"220900301","1","1","2209","","1","bgm_MC177_emt2209_003","2209003"
"220900601","1","1","2209","","1","bgm_MC181B_emt220902_008","2209007"
"220900602","1","1","2209","","1","bgm_AN02_emt220902_009","2209007"
"220900701","1","1","2209","","1","bgm_MC200_emt2209_007","2209007"
"220900702","1","1","2209","","1","","2209007"
"220900901","1","1","2209","","1","","2209009"
"220900980","1","1","2209","","1","","2209009"
"220909981","0","1","2209","","1","","2209099"
"221000101","1","1","2210","","1","","2210001"
"221000201","1","1","2210","","1","","2210002"
"221000501","1","1","2210","","1","","2210005"
"221000601","1","1","2210","","1","bgm_MC204B_emt2210_006","2210006"
"221000680","1","1","2210","","1","","2210006"
"221000681","0","1","2210","","1","","2210006"
"221100101","1","1","2211","","1","","2211001"
"221100102","1","1","2211","","1","","2211001"
"221100301","1","1","2211","","1","","2211003"
"221100501","1","1","2211","","1","","2211005"
"221100601","1","1","2211","","1","","2211006"
"221100680","1","1","2211","","1","","2211006"
"221109981","0","1","2211","","1","","2211006"
"221200101","1","1","2212","","1","","2212001"
"221200102","1","1","2212","","1","","2212001"
"221200201","1","1","2212","","1","","2212002"
"221200301","1","1","2212","","1","","2212003"
"221200302","1","1","2212","","1","","2212003"
"221200401","1","1","2212","","1","","2212004"
"221200402","1","1","2212","","1","","2212004"
"221200601","1","1","2212","","1","","2212006"
"221200602","1","1","2212","","1","bgm_MC259_emt2212_006","2212006"
"221200680","1","1","2212","","1","","2212006"
"221209981","0","1","2212","","1","","2212099"
"221300201","1","1","2213","","1","","2213002"
"221300601","1","1","2213","","1","","2213006"
"221300680","1","1","2213","","1","","2213006"
"221309801","1","1","2213","","1","","2213098"
"221309901","1","1","2213","","1","","2213099"
"221309981","0","1","2213","","1","","2213099"
"221400101","1","1","2214","","1","","2214001"
"221400501","1","1","2214","","1","","2214005"
"221400680","1","1","2214","","1","","2214006"
"221409981","0","1","2214","","1","","2214099"
"221500301","1","1","2215","","1","","2215003"
"221500401","1","1","2215","","1","","2215004"
"221500680","1","1","2215","","1","","2215006"
"221509981","0","1","2215","","1","","2215099"
"221600301","1","1","2216","","1","","2216003"
"221600601","1","1","2216","","1","","2216006"
"221600680","1","1","2216","","1","","2216006"
"221609881","0","1","2216","","1","","2216098"
"221700301","1","1","2217","","1","","2217003"
"221700501","1","1","2217","","1","","2217005"
"221700502","1","1","2217","","1","","2217005"
"301000301","1","1","3010","","1","","3010003"
"500100701","1","1","5001","","1","","5001007"
"500200701","1","1","5002","","1","","5002007"
"500300701","1","1","5003","","1","","5003007"
"500400601","1","1","5004","","1","","5004006"
"500400701","1","1","5004","","1","","5004007"
"500500301","1","1","5005","","1","","5005003"
"500500701","1","1","5005","","1","","5005007"
"500600601","1","1","5006","","1","","5006006"
"500600701","0","1","5006","","1","","5006007"
"500700601","0","1","5007","","1","","5007006"
"500700701","1","1","5007","","1","","5007007"
"500800601","1","1","5008","","1","","5008006"
"500800701","1","1","5008","","1","","5008007"
"500900601","1","1","5009","","1","","5009006"
"500900701","1","1","5009","","1","","5009007"
"501000601","1","1","5010","","1","","5010006"
"501000702","1","1","5010","","1","","5010007"
"501050101","0","1","5010","","1","","5010501"
"501100601","1","1","5011","","1","bgm_M192_emt5011_005","5011006"
"501100701","1","1","5011","","1","","5011007"
"501200601","1","1","5012","","1","bgm_M209_emt5012_006","5012006"
"501200701","1","1","5012","","1","","5012007"
"501300601","1","1","5013","","1","bgm_M218_emt5013_006","5013006"
"501300701","1","1","5013","","1","","5013007"
"501500601","1","1","5015","","1","","5015006"
"501500701","1","1","5015","","1","","5015007"
"501700601","1","1","5017","","1","","5017006"
"501700701","0","1","5017","","1","","5017007"
"501900601","1","1","5019","","1","","5019006"
"501900701","1","1","5019","","1","","5019007"
"502100601","1","1","5021","","1","","5021006"
"502100701","1","1","5021","","1","","5021007"
"502300601","1","1","5023","","1","bgm_M256_emt5023_006","5023006"
"502300701","1","1","5023","","1","","5023007"
"502500601","1","1","5025","","1","","5025006"
"502500701","0","1","5025","","1","","5025007"
"502500801","1","1","5025","","1","","5025008"
"502700601","1","1","5027","","1","","5027006"
"502700701","1","1","5027","","1","","5027007"
"502900601","1","1","5029","","1","","5029006"
"502900701","1","1","5029","","1","","5029007"
"503100001","1","1","5031","","1","bgm_M185_emt5031_000","5031000"
"503100601","1","1","5031","","1","","5031006"
"503100701","1","1","5031","","1","","5031007"
"503150101","0","1","5031","","1","","5031501"
"503300001","1","1","5033","","1","","5033000"
"503300601","1","1","5033","","1","","5033006"
"503300701","0","1","5033","","1","","5033007"
"503300801","1","1","5033","","1","","5033008"
"503500001","1","1","5035","","1","","5035000"
"503600401","1","1","5036","","1","","5036004"
"503600501","0","1","5036","","1","","5036005"
"503650101","0","1","5036","","1","","5036501"
"503650201","0","1","5036","","1","","5036502"
"503650301","0","1","5036","","1","","5036503"
"503650401","0","1","5036","","1","","5036504"
"503800101","1","1","5038","","1","bgm_M122_emt5038_001","5038001"
"503800501","1","1","5038","","1","bgm_M346_emt5038_005","5038005"
"503800701","1","1","5038","","1","","5038007"
"504000001","1","1","5040","","1","","5040000"
"504000601","1","1","5040","","1","","5040006"
"504000701","1","1","5040","","1","","5040007"
"504200101","1","1","5042","","1","","5042001"
"504200601","1","1","5042","","1","","5042006"
"504200701","1","1","5042","","1","","5042007"
"504400101","1","1","5044","","1","bgm_M113_emt5044_001","5044001"
"504400601","1","1","5044","","1","bgm_M384_emt5044_006","5044006"
"504400701","1","1","5044","","1","","5044007"
"504600101","1","1","5046","","1","bgm_M394_emt5046_001","5046001"
"504600601","1","1","5046","","1","bgm_M397_emt5046_006","5046006"
"504600701","1","1","5046","","1","","5046007"
"504800301","1","1","5048","","1","","5048003"
"504800601","1","1","5048","","1","","5048006"
"504800701","1","1","5048","","1","","5048007"
"505000101","0","1","5050","","1","","5050001"
"505000601","0","1","5050","","1","","5050006"
"505000701","0","1","5050","","1","","5050007"
"505000801","1","1","5050","","1","","5050008"
"505200001","1","1","5052","","1","","5052000"
"505200601","1","1","5052","","1","","5052006"
"505200701","0","1","5052","","1","","5052007"
"505200801","1","1","5052","","1","","5052008"
"505400001","1","1","5054","","1","bgm_M282_emt5054_000","5054000"
"505400701","0","1","5054","","1","","5054007"
"505400801","1","1","5054","","1","","5054008"
"505400802","1","1","5054","","1","","5054008"
"505600001","1","1","5056","","1","","5056000"
"505600601","1","1","5056","","1","bgm_M438_emt5056_006","5056006"
"505600701","1","1","5056","","1","","5056007"
"505650101","0","1","5056","","1","","5056501"
"505800301","1","1","5058","","1","","5058003"
"505900601","1","1","5059","","1","","5059006"
"505900603","1","1","5059","","1","","5059006"
"505900604","1","1","5059","","1","","5059006"
"505900701","1","1","5059","","1","","5059007"
"505900702","1","1","5059","","1","","5059007"
"506100101","1","1","5061","","1","bgm_M452_emt5061_001","5061001"
"506100601","1","1","5061","","1","","5061006"
"506100701","1","1","5061","","1","","5061007"
"506400101","1","1","5064","","1","bgm_M459_emt5064_001","5064001"
"506400601","1","1","5064","","1","","5064006"
"506400701","1","1","5064","","1","","5064007"
"506600001","1","1","5066","","1","","5066000"
"506600601","1","1","5066","","1","","5066006"
"506600701","1","1","5066","","1","","5066007"
"506800101","1","1","5068","","1","","5068001"
"506800601","1","1","5068","","1","bgm_M480_emt5068_006","5068006"
"506800701","1","1","5068","","1","","5068007"
"507000101","1","1","5070","","1","","5070001"
"507000501","1","1","5070","","1","bgm_M488_emt5070_005","5070005"
"507000701","1","1","5070","","1","","5070007"
"507200001","1","1","5072","","1","","5072000"
"507200601","1","1","5072","","1","","5072006"
"507200602","1","1","5072","","1","","5072006"
"507400301","1","1","5074","","1","bgm_M512_emt5074_003","5074003"
"507400601","1","1","5074","","1","","5074006"
"507400701","1","1","5074","","1","","5074007"
"507600201","1","1","5076","","1","bgm_M192_emt5076_002","5076002"
"507600601","1","1","5076","","1","","5076006"
"507600701","0","1","5076","","1","","5076007"
"507600801","1","1","5076","","1","","5076008"
"507800401","1","1","5078","","1","","5078004"
"507800601","1","1","5078","","1","","5078006"
"507800701","0","1","5078","","1","","5078007"
"507800801","1","1","5078","","1","","5078008"
