72d0f204a4057c66d64c4cd8d9f5971ec30e68507bf0a9eca51f044cc84ae6a7,810a60b044271b4394c1192ba57d69d49f22fc367e705a1f96fe389467e47f32,4062bb80f77e88a65149d2bd767f7eda35ed06d1430d8614e657aa102c304610,3470e1fcd50a1b42c5c43b9dd9fa1579a171e8375115c5098c775f3c1e84363b,22a9c8a772aff86606ab95a34223f36d6c2f67d75c63b56277362901ef56a941,b7a99062e402d0881626212c8a45525a2e04f147a82a6226fc8a9edf6cd6a73d,f1212c27cfe5b051aefd72a0e7d57a16daab40181659ddc02af33f43e4fc1c6f,4ee089489018eadd299968cb26e2eedcca8aa39da1f7c8f6b16e4b77eae39e7d
"6","75","1","2","5","3","4","8251"
"6","10","2","0","0","0","0","8311"
"6","20","2","0","0","0","0","8321"
"6","30","2","0","0","0","0","8331"
"6","40","2","0","0","0","0","8341"
"6","50","2","0","0","0","0","8351"
"1","58","4","0","0","0","0","8411"
"1","116","4","0","0","0","0","8421"
"1","174","4","0","0","0","0","8431"
"1","232","4","0","0","0","0","8441"
"1","290","4","0","0","0","0","8451"
"2","92","1","0","0","0","0","8511"
"2","184","1","0","0","0","0","8521"
"2","276","1","0","0","0","0","8531"
"2","368","1","0","0","0","0","8541"
"2","460","1","0","0","0","0","8551"
"5","40","3","0","0","0","0","8611"
"5","80","3","0","0","0","0","8621"
"5","120","3","0","0","0","0","8631"
"5","160","3","0","0","0","0","8641"
"5","200","3","0","0","0","0","8651"
"1","46","1","0","0","0","0","8711"
"1","92","1","0","0","0","0","8721"
"1","138","1","0","0","0","0","8731"
"1","184","1","0","0","0","0","8741"
"1","230","1","0","0","0","0","8751"
"7","15","2","0","0","0","0","8811"
"7","30","2","0","0","0","0","8821"
"7","45","2","0","0","0","0","8831"
"7","60","2","0","0","0","0","8841"
"7","75","2","0","0","0","0","8851"
"4","90","5","0","0","0","0","8911"
"4","180","5","0","0","0","0","8921"
"4","270","5","0","0","0","0","8931"
"4","360","5","0","0","0","0","8941"
"4","450","5","0","0","0","0","8951"
"4","88","2","0","0","0","0","9011"
"4","176","2","0","0","0","0","9021"
"4","264","2","0","0","0","0","9031"
"4","352","2","0","0","0","0","9041"
"4","440","2","0","0","0","0","9051"
"5","42","3","0","0","0","0","9111"
"5","84","3","0","0","0","0","9121"
"5","126","3","0","0","0","0","9131"
"5","168","3","0","0","0","0","9141"
"5","210","3","0","0","0","0","9151"
"6","15","4","0","0","0","0","9211"
"6","30","4","0","0","0","0","9221"
"6","45","4","0","0","0","0","9231"
"6","60","4","0","0","0","0","9241"
"6","75","4","0","0","0","0","9251"
"3","40","5","0","0","0","0","9311"
"3","80","5","0","0","0","0","9321"
"3","120","5","0","0","0","0","9331"
"3","160","5","0","0","0","0","9341"
"3","200","5","0","0","0","0","9351"
"5","38","1","0","0","0","0","9411"
"5","76","1","0","0","0","0","9421"
"5","114","1","0","0","0","0","9431"
"5","152","1","0","0","0","0","9441"
"5","190","1","0","0","0","0","9451"
"3","40","3","0","0","0","0","9511"
"3","80","3","0","0","0","0","9521"
"3","120","3","0","0","0","0","9531"
"3","160","3","0","0","0","0","9541"
"3","200","3","0","0","0","0","9551"
"4","92","4","0","0","0","0","9611"
"4","184","4","0","0","0","0","9621"
"4","276","4","0","0","0","0","9631"
"4","368","4","0","0","0","0","9641"
"4","460","4","0","0","0","0","9651"
"7","15","5","0","0","0","0","9711"
"7","30","5","0","0","0","0","9721"
"7","45","5","0","0","0","0","9731"
"7","60","5","0","0","0","0","9741"
"7","75","5","0","0","0","0","9751"
"3","40","2","0","0","0","0","9811"
"3","80","2","0","0","0","0","9821"
"3","120","2","0","0","0","0","9831"
"3","160","2","0","0","0","0","9841"
"3","200","2","0","0","0","0","9851"
"2","90","3","0","0","0","0","9911"
"2","180","3","0","0","0","0","9921"
"2","270","3","0","0","0","0","9931"
"2","360","3","0","0","0","0","9941"
"2","450","3","0","0","0","0","9951"
"2","90","4","0","0","0","0","10011"
"2","180","4","0","0","0","0","10021"
"2","270","4","0","0","0","0","10031"
"2","360","4","0","0","0","0","10041"
"2","450","4","0","0","0","0","10051"
"5","40","1","0","0","0","0","10111"
"5","80","1","0","0","0","0","10121"
"5","120","1","0","0","0","0","10131"
"5","160","1","0","0","0","0","10141"
"5","200","1","0","0","0","0","10151"
"1","46","2","0","0","0","0","10211"
"1","92","2","0","0","0","0","10221"
"1","138","2","0","0","0","0","10231"
"1","184","2","0","0","0","0","10241"
"1","230","2","0","0","0","0","10251"
"3","42","5","0","0","0","0","10311"
"3","84","5","0","0","0","0","10321"
"3","126","5","0","0","0","0","10331"
"3","168","5","0","0","0","0","10341"
"3","210","5","0","0","0","0","10351"
"6","10","3","0","0","0","0","10411"
"6","20","3","0","0","0","0","10421"
"6","30","3","0","0","0","0","10431"
"6","40","3","0","0","0","0","10441"
"6","50","3","0","0","0","0","10451"
"5","38","5","0","0","0","0","10511"
"5","76","5","0","0","0","0","10521"
"5","114","5","0","0","0","0","10531"
"5","152","5","0","0","0","0","10541"
"5","190","5","0","0","0","0","10551"
"7","15","1","0","0","0","0","10611"
"7","30","1","0","0","0","0","10621"
"7","45","1","0","0","0","0","10631"
"7","60","1","0","0","0","0","10641"
"7","75","1","0","0","0","0","10651"
"5","42","2","0","0","0","0","10711"
"5","84","2","0","0","0","0","10721"
"5","126","2","0","0","0","0","10731"
"5","168","2","0","0","0","0","10741"
"5","210","2","0","0","0","0","10751"
"4","88","3","0","0","0","0","10811"
"4","176","3","0","0","0","0","10821"
"4","264","3","0","0","0","0","10831"
"4","352","3","0","0","0","0","10841"
"4","440","3","0","0","0","0","10851"
"2","88","5","0","0","0","0","10911"
"2","176","5","0","0","0","0","10921"
"2","264","5","0","0","0","0","10931"
"2","352","5","0","0","0","0","10941"
"2","440","5","0","0","0","0","10951"
"7","15","1","2","5","3","4","11011"
"7","30","1","2","5","3","4","11021"
"7","45","1","2","5","3","4","11031"
"7","60","1","2","5","3","4","11041"
"7","75","1","2","5","3","4","11051"
"6","15","2","0","0","0","0","11111"
"6","30","2","0","0","0","0","11121"
"6","45","2","0","0","0","0","11131"
"6","60","2","0","0","0","0","11141"
"6","75","2","0","0","0","0","11151"
"2","92","4","0","0","0","0","11211"
"2","184","4","0","0","0","0","11221"
"2","276","4","0","0","0","0","11231"
"2","368","4","0","0","0","0","11241"
"2","460","4","0","0","0","0","11251"
"4","92","5","0","0","0","0","11311"
"4","184","5","0","0","0","0","11321"
"4","276","5","0","0","0","0","11331"
"4","368","5","0","0","0","0","11341"
"4","460","5","0","0","0","0","11351"
"2","92","2","0","0","0","0","11411"
"2","184","2","0","0","0","0","11421"
"2","276","2","0","0","0","0","11431"
"2","368","2","0","0","0","0","11441"
"2","460","2","0","0","0","0","11451"
"4","90","3","0","0","0","0","11511"
"4","180","3","0","0","0","0","11521"
"4","270","3","0","0","0","0","11531"
"4","360","3","0","0","0","0","11541"
"4","450","3","0","0","0","0","11551"
"7","20","4","0","0","0","0","11611"
"7","40","4","0","0","0","0","11621"
"7","60","4","0","0","0","0","11631"
"7","80","4","0","0","0","0","11641"
"7","100","4","0","0","0","0","11651"
"1","48","2","0","0","0","0","11711"
"1","96","2","0","0","0","0","11721"
"1","144","2","0","0","0","0","11731"
"1","192","2","0","0","0","0","11741"
"1","240","2","0","0","0","0","11751"
"6","15","3","0","0","0","0","11811"
"6","30","3","0","0","0","0","11821"
"6","45","3","0","0","0","0","11831"
"6","60","3","0","0","0","0","11841"
"6","75","3","0","0","0","0","11851"
"3","44","5","0","0","0","0","11911"
"3","88","5","0","0","0","0","11921"
"3","132","5","0","0","0","0","11931"
"3","176","5","0","0","0","0","11941"
"3","220","5","0","0","0","0","11951"
"5","42","1","0","0","0","0","12011"
"5","84","1","0","0","0","0","12021"
"5","126","1","0","0","0","0","12031"
"5","168","1","0","0","0","0","12041"
"5","210","1","0","0","0","0","12051"
"2","92","3","0","0","0","0","12111"
"2","184","3","0","0","0","0","12121"
"2","276","3","0","0","0","0","12131"
"2","368","3","0","0","0","0","12141"
"2","460","3","0","0","0","0","12151"
"100","1","4","0","0","0","0","12211"
"100","2","4","0","0","0","0","12221"
"6","15","1","0","0","0","0","12311"
"6","30","1","0","0","0","0","12321"
"6","45","1","0","0","0","0","12331"
"6","60","1","0","0","0","0","12341"
"6","75","1","0","0","0","0","12351"
"4","90","2","0","0","0","0","12411"
"4","180","2","0","0","0","0","12421"
"4","270","2","0","0","0","0","12431"
"4","360","2","0","0","0","0","12441"
"4","450","2","0","0","0","0","12451"
"7","15","3","0","0","0","0","12511"
"7","30","3","0","0","0","0","12521"
"7","45","3","0","0","0","0","12531"
"7","60","3","0","0","0","0","12541"
"7","75","3","0","0","0","0","12551"
"101","1","5","0","0","0","0","12611"
"101","2","5","0","0","0","0","12621"
"101","3","5","0","0","0","0","12631"
"3","42","3","0","0","0","0","12711"
"3","84","3","0","0","0","0","12721"
"3","126","3","0","0","0","0","12731"
"3","168","3","0","0","0","0","12741"
"3","210","3","0","0","0","0","12751"
"5","38","4","0","0","0","0","12811"
"5","76","4","0","0","0","0","12821"
"5","114","4","0","0","0","0","12831"
"5","152","4","0","0","0","0","12841"
"5","190","4","0","0","0","0","12851"
"1","48","1","0","0","0","0","12911"
"1","96","1","0","0","0","0","12921"
"1","144","1","0","0","0","0","12931"
"1","192","1","0","0","0","0","12941"
"1","240","1","0","0","0","0","12951"
"5","44","2","0","0","0","0","13011"
"5","88","2","0","0","0","0","13021"
"5","132","2","0","0","0","0","13031"
"5","176","2","0","0","0","0","13041"
"5","220","2","0","0","0","0","13051"
"6","20","4","0","0","0","0","13111"
"6","40","4","0","0","0","0","13121"
"6","60","4","0","0","0","0","13131"
"6","80","4","0","0","0","0","13141"
"6","100","4","0","0","0","0","13151"
"2","90","5","0","0","0","0","13211"
"2","180","5","0","0","0","0","13221"
"2","270","5","0","0","0","0","13231"
"2","360","5","0","0","0","0","13241"
"2","450","5","0","0","0","0","13251"
"101","1","1","0","0","0","0","13311"
"101","2","1","0","0","0","0","13321"
"101","3","1","0","0","0","0","13331"
"101","1","4","0","0","0","0","13411"
"1","62","5","0","0","0","0","13511"
"1","124","5","0","0","0","0","13521"
"1","186","5","0","0","0","0","13531"
"1","248","5","0","0","0","0","13541"
"1","310","5","0","0","0","0","13551"
"4","92","1","0","0","0","0","13611"
"4","184","1","0","0","0","0","13621"
"4","276","1","0","0","0","0","13631"
"4","368","1","0","0","0","0","13641"
"4","460","1","0","0","0","0","13651"
"5","40","5","0","0","0","0","13711"
"5","80","5","0","0","0","0","13721"
"5","120","5","0","0","0","0","13731"
"5","160","5","0","0","0","0","13741"
"5","200","5","0","0","0","0","13751"
"5","42","1","2","5","3","4","13811"
"5","84","1","2","5","3","4","13821"
"5","126","1","2","5","3","4","13831"
"5","168","1","2","5","3","4","13841"
"5","210","1","2","5","3","4","13851"
"6","20","3","0","0","0","0","13911"
"6","40","3","0","0","0","0","13921"
"6","60","3","0","0","0","0","13931"
"6","80","3","0","0","0","0","13941"
"6","100","3","0","0","0","0","13951"
"5","40","4","0","0","0","0","14011"
"5","80","4","0","0","0","0","14021"
"5","120","4","0","0","0","0","14031"
"5","160","4","0","0","0","0","14041"
"5","200","4","0","0","0","0","14051"
"3","40","1","0","0","0","0","14111"
"3","80","1","0","0","0","0","14121"
"3","120","1","0","0","0","0","14131"
"3","160","1","0","0","0","0","14141"
"3","200","1","0","0","0","0","14151"
"2","94","2","0","0","0","0","14211"
"2","188","2","0","0","0","0","14221"
"2","282","2","0","0","0","0","14231"
"2","376","2","0","0","0","0","14241"
"2","470","2","0","0","0","0","14251"
"1","62","4","0","0","0","0","14311"
"1","124","4","0","0","0","0","14321"
"1","186","4","0","0","0","0","14331"
"1","248","4","0","0","0","0","14341"
"1","310","4","0","0","0","0","14351"
"2","92","5","0","0","0","0","14411"
"2","184","5","0","0","0","0","14421"
"2","276","5","0","0","0","0","14431"
"2","368","5","0","0","0","0","14441"
"2","460","5","0","0","0","0","14451"
"7","20","1","0","0","0","0","14511"
"7","40","1","0","0","0","0","14521"
"7","60","1","0","0","0","0","14531"
"7","80","1","0","0","0","0","14541"
"7","100","1","0","0","0","0","14551"
"5","46","2","0","0","0","0","14611"
"5","92","2","0","0","0","0","14621"
"5","138","2","0","0","0","0","14631"
"5","184","2","0","0","0","0","14641"
"5","230","2","0","0","0","0","14651"
"101","1","3","0","0","0","0","14711"
"101","2","3","0","0","0","0","14721"
"101","1","4","0","0","0","0","14811"
"101","2","4","0","0","0","0","14821"
"1","50","3","0","0","0","0","14911"
"1","100","3","0","0","0","0","14921"
"1","150","3","0","0","0","0","14931"
"1","200","3","0","0","0","0","14941"
"1","250","3","0","0","0","0","14951"
"5","42","5","0","0","0","0","15011"
"5","84","5","0","0","0","0","15021"
"5","126","5","0","0","0","0","15031"
"5","168","5","0","0","0","0","15041"
"5","210","5","0","0","0","0","15051"
"5","44","1","0","0","0","0","15111"
"5","88","1","0","0","0","0","15121"
"5","132","1","0","0","0","0","15131"
"5","176","1","0","0","0","0","15141"
"5","220","1","0","0","0","0","15151"
"100","1","1","0","0","0","0","15211"
"101","1","2","0","0","0","0","15311"
"101","2","2","0","0","0","0","15321"
"2","94","3","0","0","0","0","15411"
"2","188","3","0","0","0","0","15421"
"2","282","3","0","0","0","0","15431"
"2","376","3","0","0","0","0","15441"
"2","470","3","0","0","0","0","15451"
"5","42","4","0","0","0","0","15511"
