d12af1547dd692a7d97553ae8af51bc4d652adfbfca139585fc0067ec4fe4a67,b4c0bbb0037a5d1a10d85a9846829f753199b5510be12b6af2826cd49cff7853,44c48d0090816f497e6a439bdfb387914a0952410478eee51ba51ebc9ad5275f,e0e7c26e33b94b2380746c8dcee758b9bc20a258f035dd154de7e132cc42f396,7e860a450c28553052296bce91925b2972be1a44ef91fd50f0b65ec630d5510c
"160","157759","30","999","102"
"161","162184","30","999","103"
"162","166609","30","999","104"
"163","171034","30","999","105"
"164","175459","30","999","106"
"165","179884","30","999","107"
"166","184309","30","999","108"
"167","188734","30","999","109"
"168","193159","30","999","110"
"169","197584","30","999","111"
"170","202009","30","999","112"
"171","206434","30","999","113"
"172","210859","30","999","114"
"173","215284","30","999","115"
"174","219709","30","999","116"
"175","224134","30","999","117"
"176","228559","30","999","118"
"177","232984","30","999","119"
"178","237409","30","999","120"
"179","241834","30","999","121"
"180","246259","30","999","122"
"181","250684","30","999","123"
"182","255109","30","999","124"
"183","259534","30","999","125"
"184","263959","30","999","126"
"185","268384","30","999","127"
"186","272809","30","999","128"
"187","277234","30","999","129"
"188","281659","30","999","130"
"189","286084","30","999","131"
"190","290509","30","999","132"
"191","294934","30","999","133"
"192","299359","30","999","134"
"193","303784","30","999","135"
"194","308209","30","999","136"
"195","312634","30","999","137"
"196","317059","30","999","138"
"197","321484","30","999","139"
"198","325909","30","999","140"
"199","330334","30","999","141"
"200","334759","30","999","142"
"201","339184","30","999","143"
"202","343609","30","999","144"
"203","348034","30","999","145"
"204","352459","30","999","146"
"205","356884","30","999","147"
"206","361309","30","999","148"
"207","365734","30","999","149"
"208","370159","30","999","150"
"209","374584","30","999","151"
"210","379009","30","999","152"
"211","383434","30","999","153"
"212","387859","30","999","154"
"213","392284","30","999","155"
"214","396709","30","999","156"
"215","401134","30","999","157"
"216","405559","30","999","158"
"217","409984","30","999","159"
"218","414409","30","999","160"
"219","418834","30","999","161"
"220","423259","30","999","162"
"221","427684","30","999","163"
"222","432109","30","999","164"
"223","436534","30","999","165"
"224","440959","30","999","166"
"225","445384","30","999","167"
"226","449809","30","999","168"
"227","454234","30","999","169"
"228","458659","30","999","170"
"229","463084","30","999","171"
"230","467509","30","999","172"
"231","471934","30","999","173"
"232","476359","30","999","174"
"233","480784","30","999","175"
"234","485209","30","999","176"
"235","489634","30","999","177"
"236","494059","30","999","178"
"237","498484","30","999","179"
"238","502909","30","999","180"
"239","507334","30","999","181"
"240","511759","30","999","182"
"241","516184","30","999","183"
"242","520609","30","999","184"
"243","525034","30","999","185"
"244","529459","30","999","186"
"245","533884","30","999","187"
"246","538309","30","999","188"
"247","542734","30","999","189"
"248","547159","30","999","190"
"249","551584","30","999","191"
"250","556009","30","999","192"
"251","560434","30","999","193"
"252","564859","30","999","194"
"253","569284","30","999","195"
"254","573709","30","999","196"
"255","578134","30","999","197"
"256","582559","30","999","198"
"257","586984","30","999","199"
"258","591409","30","999","200"
"259","595834","30","999","201"
"260","600259","30","999","202"
"261","604684","30","999","203"
"262","609109","30","999","204"
"263","613534","30","999","205"
"264","617959","30","999","206"
"265","622384","30","999","207"
"266","626809","30","999","208"
"267","631234","30","999","209"
"268","635659","30","999","210"
"269","640084","30","999","211"
"270","644509","30","999","212"
"271","648934","30","999","213"
"272","653359","30","999","214"
"273","657784","30","999","215"
"274","662209","30","999","216"
"275","666634","30","999","217"
"276","671059","30","999","218"
"277","675484","30","999","219"
"278","679909","30","999","220"
"279","684334","30","999","221"
"280","688759","30","999","222"
"281","693184","30","999","223"
"282","697609","30","999","224"
"283","702034","30","999","225"
"284","706459","30","999","226"
"285","710884","30","999","227"
"286","715309","30","999","228"
"287","719734","30","999","229"
"288","724159","30","999","230"
"289","728584","30","999","231"
"290","733009","30","999","232"
"291","737434","30","999","233"
"292","741859","30","999","234"
"293","746284","30","999","235"
"294","750709","30","999","236"
"295","755134","30","999","237"
"296","759559","30","999","238"
"297","763984","30","999","239"
"298","768409","30","999","240"
"299","772834","30","999","241"
"300","777259","30","999","242"
"301","781684","30","999","243"
"302","786109","30","999","244"
"303","790534","30","999","245"
"304","794959","30","999","246"
"305","799384","30","999","247"
"306","803809","30","999","248"
"307","808234","30","999","249"
"308","812659","30","999","250"
"309","817084","30","999","251"
"310","821509","30","999","252"
"311","825934","30","999","253"
"312","830359","30","999","254"
"313","834784","30","999","255"
"314","839209","30","999","256"
"315","843634","30","999","257"
"316","848059","30","999","258"
"317","852484","30","999","259"
"318","856909","30","999","260"
"319","861334","30","999","261"
"320","865759","30","999","262"
"321","870184","30","999","263"
"322","874609","30","999","264"
"323","879034","30","999","265"
"324","883459","30","999","266"
"325","887884","30","999","267"
"326","892309","30","999","268"
"327","896734","30","999","269"
"328","901159","30","999","270"
"329","905584","30","999","271"
"330","910009","30","999","272"
"331","914434","30","999","273"
"332","918859","30","999","274"
"333","923284","30","999","275"
"334","927709","30","999","276"
"335","932134","30","999","277"
"336","936559","30","999","278"
"337","940984","30","999","279"
"338","945409","30","999","280"
"339","949834","30","999","281"
"340","954259","30","999","282"
"341","958684","30","999","283"
"342","963109","30","999","284"
"343","967534","30","999","285"
"344","971959","30","999","286"
"345","976384","30","999","287"
"346","980809","30","999","288"
"347","985234","30","999","289"
"348","989659","30","999","290"
"349","994084","30","999","291"
"350","998509","30","999","292"
"351","1002934","30","999","293"
"352","1007359","30","999","294"
"353","1011784","30","999","295"
"354","1016209","30","999","296"
"355","1020634","30","999","297"
"356","1025059","30","999","298"
"357","1029484","30","999","299"
"358","1033909","30","999","300"
"359","1038334","30","999","301"
"360","1042759","30","999","302"
"361","1047184","30","999","303"
"362","1051609","30","999","304"
"363","1056034","30","999","305"
"364","1060459","30","999","306"
"365","1064884","30","999","307"
"366","1069309","30","999","308"
"367","1073734","30","999","309"
"368","1078159","30","999","310"
"369","1082584","30","999","311"
"370","1087009","30","999","312"
"371","1091434","30","999","313"
"372","1095859","30","999","314"
"373","1100284","30","999","315"
"374","1104709","30","999","316"
"375","1109134","30","999","317"
"376","1113559","30","999","318"
"377","1117984","30","999","319"
"378","1122409","30","999","320"
"379","1126834","30","999","321"
"380","1131259","30","999","322"
"381","1135684","30","999","323"
"382","1140109","30","999","324"
"383","1144534","30","999","325"
"384","1148959","30","999","326"
"385","1153384","30","999","327"
"386","1157809","30","999","328"
"387","1162234","30","999","329"
"388","1166659","30","999","330"
"389","1171084","30","999","331"
"390","1175509","30","999","332"
"391","1179934","30","999","333"
"392","1184359","30","999","334"
"393","1188784","30","999","335"
"394","1193209","30","999","336"
"395","1197634","30","999","337"
"396","1202059","30","999","338"
"397","1206484","30","999","339"
"398","1210909","30","999","340"
"399","1215334","30","999","341"
"400","1219759","30","999","342"
"401","1224184","30","999","343"
"402","1228609","30","999","344"
"403","1233034","30","999","345"
"404","1237459","30","999","346"
"405","1241884","30","999","347"
"406","1246309","30","999","348"
"407","1250734","30","999","349"
"408","1255159","30","999","350"
"409","1259584","30","999","351"
"410","1264009","30","999","352"
"411","1268434","30","999","353"
"412","1272859","30","999","354"
"413","1277284","30","999","355"
"414","1281709","30","999","356"
"415","1286134","30","999","357"
"416","1290559","30","999","358"
"417","1294984","30","999","359"
"418","1299409","30","999","360"
"419","1303834","30","999","361"
"420","1308259","30","999","362"
"421","1312684","30","999","363"
"422","1317109","30","999","364"
"423","1321534","30","999","365"
"424","1325959","30","999","366"
"425","1330384","30","999","367"
"426","1334809","30","999","368"
"427","1339234","30","999","369"
"428","1343659","30","999","370"
"429","1348084","30","999","371"
"430","1352509","30","999","372"
"431","1356934","30","999","373"
"432","1361359","30","999","374"
"433","1365784","30","999","375"
"434","1370209","30","999","376"
"435","1374634","30","999","377"
"436","1379059","30","999","378"
"437","1383484","30","999","379"
"438","1387909","30","999","380"
"439","1392334","30","999","381"
"440","1396759","30","999","382"
"441","1401184","30","999","383"
