c95f984d6107fb72364331b7903f596b8003b6e85ff2d71238f0fda7146a8000,2c12386d0fbd62dfe696e5faad4b3594a40e862b8c0911a6c94ba3b35f55b223,5831f20fd2d06063857ee6736466bf2e9dabef6bda3e48d3ca784e5591b701fd,0143971885e4733a98c8504ff4a5b0de68f7106cf888ce371b9c88f7af5fb113,cd34818a6b3c44242d049f40d78e39ba8616bda4fb8d0e8599e3671306c4e9ba,eef45d584791a65a5e213c56eaef87a5996052ec855b213606965604e2a347ea
"11001067","127","15","1001","1","99001067"
"91002","128","8","0","30","99001067"
"11001068","129","15","1001","1","99001068"
"91002","130","8","0","30","99001068"
"11001069","131","15","1002","1","99001069"
"91002","132","8","0","30","99001069"
"11001070","133","15","1003","1","99001070"
"91002","134","8","0","30","99001070"
"11001071","135","15","1001","0","99001071"
"11001072","136","15","1002","0","99001072"
"11001073","137","15","1003","0","99001073"
"11001074","138","15","1001","1","99001074"
"91002","139","8","0","30","99001074"
"11001075","140","15","1001","1","99001075"
"91002","141","8","0","30","99001075"
"11001076","142","15","1002","1","99001076"
"91002","143","8","0","30","99001076"
"11001077","144","15","1003","1","99001077"
"91002","145","8","0","30","99001077"
"11001078","146","15","1001","1","99001078"
"91002","147","8","0","30","99001078"
"11001079","148","15","1001","1","99001079"
"91002","149","8","0","30","99001079"
"11001080","150","15","1002","1","99001080"
"91002","151","8","0","30","99001080"
"11001081","152","15","1003","1","99001081"
"91002","153","8","0","30","99001081"
"11001082","154","15","1001","1","99001082"
"91002","155","8","0","30","99001082"
"11001083","156","15","1001","1","99001083"
"91002","157","8","0","30","99001083"
"11001084","158","15","1002","1","99001084"
"91002","159","8","0","30","99001084"
"11001085","160","15","1003","1","99001085"
"91002","161","8","0","30","99001085"
"11001086","162","15","1001","0","99001086"
"11001087","163","15","1002","0","99001087"
"11001088","164","15","1002","0","99001088"
"11001089","165","15","1002","0","99001089"
"11001090","166","15","1003","0","99001090"
"11001091","167","15","1001","1","99001091"
"91002","168","8","0","30","99001091"
"11001092","169","15","1001","1","99001092"
"91002","170","8","0","30","99001092"
"11001093","171","15","1002","1","99001093"
"91002","172","8","0","30","99001093"
"11001094","173","15","1003","1","99001094"
"91002","174","8","0","30","99001094"
"11001095","175","15","1001","1","99001095"
"91002","176","8","0","30","99001095"
"11001096","177","15","1001","1","99001096"
"91002","178","8","0","30","99001096"
"11001097","179","15","1002","1","99001097"
"91002","180","8","0","30","99001097"
"11001098","181","15","1003","1","99001098"
"91002","182","8","0","30","99001098"
"11001099","183","15","1001","1","99001099"
"91002","184","8","0","30","99001099"
"11001100","185","15","1001","1","99001100"
"91002","186","8","0","30","99001100"
"11001101","187","15","1002","1","99001101"
"91002","188","8","0","30","99001101"
"11001102","189","15","1003","1","99001102"
"91002","190","8","0","30","99001102"
"11001103","191","15","1001","1","99001103"
"91002","192","8","0","30","99001103"
"11001104","193","15","1001","1","99001104"
"91002","194","8","0","30","99001104"
"11001105","195","15","1002","1","99001105"
"91002","196","8","0","30","99001105"
"11001106","197","15","1003","1","99001106"
"91002","198","8","0","30","99001106"
"11001107","199","15","1001","1","99001107"
"91002","200","8","0","30","99001107"
"11001108","201","15","1001","1","99001108"
"91002","202","8","0","30","99001108"
"11001109","203","15","1002","1","99001109"
"91002","204","8","0","30","99001109"
"11001110","205","15","1003","1","99001110"
"91002","206","8","0","30","99001110"
"11001111","207","15","1001","1","99001111"
"91002","208","8","0","30","99001111"
"11001112","209","15","1001","1","99001112"
"91002","210","8","0","30","99001112"
"11001113","211","15","1002","1","99001113"
"91002","212","8","0","30","99001113"
"11001114","213","15","1003","1","99001114"
"91002","214","8","0","30","99001114"
"11001115","215","15","1001","1","99001115"
"91002","216","8","0","30","99001115"
"11001116","217","15","1001","1","99001116"
"91002","218","8","0","30","99001116"
"11001117","219","15","1002","1","99001117"
"91002","220","8","0","30","99001117"
"11001118","221","15","1003","1","99001118"
"91002","222","8","0","30","99001118"
"11001119","223","15","1001","1","99001119"
"91002","224","8","0","30","99001119"
"11001120","225","15","1001","1","99001120"
"91002","226","8","0","30","99001120"
"11001121","227","15","1002","1","99001121"
"91002","228","8","0","30","99001121"
"11001122","229","15","1003","1","99001122"
"91002","230","8","0","30","99001122"
"11001123","231","15","1001","1","99001123"
"91002","232","8","0","30","99001123"
"11001124","233","15","1001","1","99001124"
"91002","234","8","0","30","99001124"
"11001125","235","15","1002","1","99001125"
"91002","236","8","0","30","99001125"
"11001126","237","15","1003","1","99001126"
"91002","238","8","0","30","99001126"
"11001127","239","15","1001","1","99001127"
"91002","240","8","0","30","99001127"
"11001128","241","15","1001","1","99001128"
"91002","242","8","0","30","99001128"
"11001129","243","15","1002","1","99001129"
"91002","244","8","0","30","99001129"
"11001130","245","15","1003","1","99001130"
"91002","246","8","0","30","99001130"
"11001131","247","15","1003","1","99001131"
"11001132","248","15","1001","1","99001132"
"91002","249","8","0","30","99001132"
"11001133","250","15","1001","1","99001133"
"91002","251","8","0","30","99001133"
"11001134","252","15","1002","1","99001134"
"91002","253","8","0","30","99001134"
"11001135","254","15","1003","1","99001135"
"91002","255","8","0","30","99001135"
"11001136","256","15","1001","1","99001136"
"91002","257","8","0","30","99001136"
"11001137","258","15","1001","1","99001137"
"91002","259","8","0","30","99001137"
"11001138","260","15","1002","1","99001138"
"91002","261","8","0","30","99001138"
"11001139","262","15","1003","1","99001139"
"91002","263","8","0","30","99001139"
"11001140","264","15","1003","1","99001140"
"11001142","265","15","1001","1","99001142"
"91002","266","8","0","30","99001142"
"11001143","267","15","1001","1","99001143"
"91002","268","8","0","30","99001143"
"11001144","269","15","1002","1","99001144"
"91002","270","8","0","30","99001144"
"11001145","271","15","1003","1","99001145"
"91002","272","8","0","30","99001145"
"11001146","273","15","1001","0","99001146"
"11001147","274","15","1002","0","99001147"
"11001148","275","15","1001","1","99001148"
"91002","276","8","0","30","99001148"
"11001149","277","15","1001","1","99001149"
"91002","278","8","0","30","99001149"
"11001150","279","15","1002","1","99001150"
"91002","280","8","0","30","99001150"
"11001151","281","15","1003","1","99001151"
"91002","282","8","0","30","99001151"
"11001152","283","15","1001","1","99001152"
"91002","284","8","0","30","99001152"
"11001153","285","15","1001","1","99001153"
"91002","286","8","0","30","99001153"
"11001154","287","15","1002","1","99001154"
"91002","288","8","0","30","99001154"
"11001155","289","15","1003","1","99001155"
"91002","290","8","0","30","99001155"
"11001156","291","15","1001","1","99001156"
"91002","292","8","0","30","99001156"
"11001157","293","15","1001","1","99001157"
"91002","294","8","0","30","99001157"
"11001158","295","15","1002","1","99001158"
"91002","296","8","0","30","99001158"
"11001159","297","15","1003","1","99001159"
"91002","298","8","0","30","99001159"
"11001160","299","15","1001","1","99001160"
"91002","300","8","0","30","99001160"
"11001161","301","15","1001","1","99001161"
"91002","302","8","0","30","99001161"
"11001162","303","15","1002","1","99001162"
"91002","304","8","0","30","99001162"
"11001163","305","15","1003","1","99001163"
"91002","306","8","0","30","99001163"
"11001164","307","15","1002","1","99001164"
"11001165","308","15","1003","1","99001165"
"11001166","309","15","1001","1","99001166"
"91002","310","8","0","30","99001166"
"11001167","311","15","1001","1","99001167"
"91002","312","8","0","30","99001167"
"11001168","313","15","1002","1","99001168"
"91002","314","8","0","30","99001168"
"11001169","315","15","1003","1","99001169"
"91002","316","8","0","30","99001169"
"11001170","317","15","1001","1","99001170"
"91002","318","8","0","30","99001170"
"11001171","319","15","1001","1","99001171"
"91002","320","8","0","30","99001171"
"11001172","321","15","1002","1","99001172"
"91002","322","8","0","30","99001172"
"11001173","323","15","1003","1","99001173"
"91002","324","8","0","30","99001173"
"11001174","325","15","1001","1","99001174"
"91002","326","8","0","30","99001174"
"11001175","327","15","1001","1","99001175"
"91002","328","8","0","30","99001175"
"11001176","329","15","1002","1","99001176"
"91002","330","8","0","30","99001176"
"11001177","331","15","1003","1","99001177"
"91002","332","8","0","30","99001177"
"11001178","333","15","1001","1","99001178"
"91002","334","8","0","30","99001178"
"11001179","335","15","1001","1","99001179"
"91002","336","8","0","30","99001179"
"11001180","337","15","1002","1","99001180"
"91002","338","8","0","30","99001180"
"11001181","339","15","1003","1","99001181"
"91002","340","8","0","30","99001181"
"11001182","341","15","1001","1","99001182"
"91002","342","8","0","30","99001182"
"11001183","343","15","1001","1","99001183"
"91002","344","8","0","30","99001183"
"11001184","345","15","1002","1","99001184"
"91002","346","8","0","30","99001184"
"11001185","347","15","1003","1","99001185"
"91002","348","8","0","30","99001185"
"11001186","349","15","1001","1","99001186"
"91002","350","8","0","30","99001186"
"11001187","351","15","1001","1","99001187"
"91002","352","8","0","30","99001187"
"11001188","353","15","1002","1","99001188"
"91002","354","8","0","30","99001188"
"11001189","355","15","1003","1","99001189"
"91002","356","8","0","30","99001189"
"11001190","357","15","1001","1","99001190"
"91002","358","8","0","30","99001190"
"11001191","359","15","1001","1","99001191"
"91002","360","8","0","30","99001191"
"11001192","361","15","1002","1","99001192"
"91002","362","8","0","30","99001192"
"11001193","363","15","1003","1","99001193"
"91002","364","8","0","30","99001193"
"11001194","365","15","1001","1","99001194"
"91002","366","8","0","30","99001194"
"11001195","367","15","1001","1","99001195"
"91002","368","8","0","30","99001195"
"11001196","369","15","1002","1","99001196"
"91002","370","8","0","30","99001196"
"11001197","371","15","1003","1","99001197"
"91002","372","8","0","30","99001197"
"11001198","373","15","1002","1","99001198"
"11001199","374","15","1003","1","99001199"
"11001200","375","15","1001","1","99001200"
"91002","376","8","0","30","99001200"
"11001201","377","15","1001","1","99001201"
"91002","378","8","0","30","99001201"
"11001202","379","15","1002","1","99001202"
"91002","380","8","0","30","99001202"
"11001203","381","15","1003","1","99001203"
"91002","382","8","0","30","99001203"
"11001204","383","15","1003","1","99001204"
"11001205","384","15","1001","1","99001205"
"91002","385","8","0","30","99001205"
"11001206","386","15","1001","1","99001206"
"91002","387","8","0","30","99001206"
"11001207","388","15","1002","1","99001207"
"91002","389","8","0","30","99001207"
"11001208","390","15","1003","1","99001208"
"91002","391","8","0","30","99001208"
"11001209","392","15","1001","1","99001209"
"91002","393","8","0","30","99001209"
"11001210","394","15","1001","1","99001210"
"91002","395","8","0","30","99001210"
"11001211","396","15","1002","1","99001211"
"91002","397","8","0","30","99001211"
"11001212","398","15","1003","1","99001212"
"91002","399","8","0","30","99001212"
"11001213","400","15","1001","1","99001213"
"91002","401","8","0","30","99001213"
"11001214","402","15","1001","1","99001214"
"91002","403","8","0","30","99001214"
"11001215","404","15","1002","1","99001215"
"91002","405","8","0","30","99001215"
"11001216","406","15","1003","1","99001216"
"91002","407","8","0","30","99001216"
"11001217","408","15","1001","1","99001217"
"91002","409","8","0","30","99001217"
"11001218","410","15","1001","1","99001218"
"91002","411","8","0","30","99001218"
"11001219","412","15","1002","1","99001219"
"91002","413","8","0","30","99001219"
"11001220","414","15","1003","1","99001220"
"91002","415","8","0","30","99001220"
"11001221","416","15","1001","1","99001221"
"91002","417","8","0","30","99001221"
"11001222","418","15","1001","1","99001222"
"91002","419","8","0","30","99001222"
"11001223","420","15","1002","1","99001223"
"91002","421","8","0","30","99001223"
"11001224","422","15","1003","1","99001224"
"91002","423","8","0","30","99001224"
"11001225","424","15","1001","1","99001225"
"91002","425","8","0","30","99001225"
"11001226","426","15","1001","1","99001226"
"91002","427","8","0","30","99001226"
"11001227","428","15","1002","1","99001227"
"91002","429","8","0","30","99001227"
"11001228","430","15","1003","1","99001228"
"91002","431","8","0","30","99001228"
"11001229","432","15","1001","1","99001229"
"91002","433","8","0","30","99001229"
"11001230","434","15","1001","1","99001230"
"91002","435","8","0","30","99001230"
"11001231","436","15","1002","1","99001231"
"91002","437","8","0","30","99001231"
"11001232","438","15","1003","1","99001232"
"91002","439","8","0","30","99001232"
"11001233","440","15","1001","1","99001233"
"91002","441","8","0","30","99001233"
"11001234","442","15","1001","1","99001234"
"91002","443","8","0","30","99001234"
"11001235","444","15","1002","1","99001235"
"91002","445","8","0","30","99001235"
"11001236","446","15","1003","1","99001236"
"91002","447","8","0","30","99001236"
"11001237","448","15","1001","1","99001237"
"91002","449","8","0","30","99001237"
"11001238","450","15","1001","1","99001238"
"91002","451","8","0","30","99001238"
"11001239","452","15","1002","1","99001239"
"91002","453","8","0","30","99001239"
"11001240","454","15","1003","1","99001240"
"91002","455","8","0","30","99001240"
"11001241","456","15","1001","1","99001241"
"91002","457","8","0","30","99001241"
"11001242","458","15","1001","1","99001242"
"91002","459","8","0","30","99001242"
"11001243","460","15","1002","1","99001243"
"91002","461","8","0","30","99001243"
"11001244","462","15","1003","1","99001244"
"91002","463","8","0","30","99001244"
"11001245","464","15","1001","1","99001245"
"91002","465","8","0","30","99001245"
"11001246","466","15","1001","1","99001246"
"91002","467","8","0","30","99001246"
"11001247","468","15","1002","1","99001247"
"91002","469","8","0","30","99001247"
"11001248","470","15","1003","1","99001248"
"91002","471","8","0","30","99001248"
"11001249","472","15","1003","1","99001249"
"11001250","473","15","1001","1","99001250"
"91002","474","8","0","30","99001250"
"11001251","475","15","1001","1","99001251"
"91002","476","8","0","30","99001251"
"11001252","477","15","1002","1","99001252"
"91002","478","8","0","30","99001252"
"11001253","479","15","1003","1","99001253"
"91002","480","8","0","30","99001253"
"11001254","481","15","1001","1","99001254"
"91002","482","8","0","30","99001254"
"11001255","483","15","1001","1","99001255"
"91002","484","8","0","30","99001255"
"11001256","485","15","1002","1","99001256"
"91002","486","8","0","30","99001256"
"11001257","487","15","1003","1","99001257"
"91002","488","8","0","30","99001257"
"11001258","489","15","1001","1","99001258"
"91002","490","8","0","30","99001258"
"11001259","491","15","1001","1","99001259"
"91002","492","8","0","30","99001259"
"11001260","493","15","1002","1","99001260"
"91002","494","8","0","30","99001260"
"11001261","495","15","1003","1","99001261"
"91002","496","8","0","30","99001261"
"11001262","497","15","1001","1","99001262"
"11001263","498","15","1001","1","99001263"
"11001264","499","15","1001","1","99001264"
"11001265","500","15","1002","1","99001265"
"11001266","501","15","1003","1","99001266"
"11001267","502","15","1001","1","99001267"
"91002","503","8","0","30","99001267"
"11001268","504","15","1001","1","99001268"
"91002","505","8","0","30","99001268"
"11001269","506","15","1002","1","99001269"
"91002","507","8","0","30","99001269"
"11001270","508","15","1003","1","99001270"
"91002","509","8","0","30","99001270"
"11001271","510","15","1003","1","99001271"
"11001272","511","15","1001","1","99001272"
"91002","512","8","0","30","99001272"
"11001273","513","15","1001","1","99001273"
"91002","514","8","0","30","99001273"
"11001274","515","15","1002","1","99001274"
"91002","516","8","0","30","99001274"
"11001275","517","15","1003","1","99001275"
"91002","518","8","0","30","99001275"
"11001276","519","15","1003","1","99001276"
"11001277","520","15","1001","1","99001277"
"91002","521","8","0","30","99001277"
"11001278","522","15","1001","1","99001278"
"91002","523","8","0","30","99001278"
"11001279","524","15","1002","1","99001279"
"91002","525","8","0","30","99001279"
"11001280","526","15","1003","1","99001280"
"91002","527","8","0","30","99001280"
"11001281","528","15","1001","1","99001281"
"91002","529","8","0","30","99001281"
"11001282","530","15","1001","1","99001282"
"91002","531","8","0","30","99001282"
"11001283","532","15","1002","1","99001283"
"91002","533","8","0","30","99001283"
"11001284","534","15","1003","1","99001284"
"91002","535","8","0","30","99001284"
"11001285","536","15","1003","1","99001285"
"11001286","537","15","1001","1","99001286"
"91002","538","8","0","30","99001286"
"11001287","539","15","1001","1","99001287"
"91002","540","8","0","30","99001287"
"11001288","541","15","1002","1","99001288"
"91002","542","8","0","30","99001288"
"11001289","543","15","1003","1","99001289"
"91002","544","8","0","30","99001289"
"11001290","545","15","1001","1","99001290"
"91002","546","8","0","30","99001290"
"11001291","547","15","1001","1","99001291"
"91002","548","8","0","30","99001291"
"11001292","549","15","1002","1","99001292"
"91002","550","8","0","30","99001292"
"11001293","551","15","1003","1","99001293"
"91002","552","8","0","30","99001293"
"11001294","553","15","1001","1","99001294"
"91002","554","8","0","30","99001294"
"11001295","555","15","1001","1","99001295"
"91002","556","8","0","30","99001295"
"11001296","557","15","1002","1","99001296"
"91002","558","8","0","30","99001296"
"11001297","559","15","1003","1","99001297"
"91002","560","8","0","30","99001297"
"11001298","561","15","1001","1","99001298"
"91002","562","8","0","30","99001298"
"11001299","563","15","1001","1","99001299"
"91002","564","8","0","30","99001299"
"11001300","565","15","1002","1","99001300"
"91002","566","8","0","30","99001300"
"11001301","567","15","1003","1","99001301"
"91002","568","8","0","30","99001301"
"11001302","569","15","1003","1","99001302"
"11001303","570","15","1003","1","99001303"
"11001304","571","15","1003","1","99001304"
"11001305","572","15","1001","1","99001305"
"91002","573","8","0","30","99001305"
"11001306","574","15","1001","1","99001306"
"91002","575","8","0","30","99001306"
"11001307","576","15","1002","1","99001307"
"91002","577","8","0","30","99001307"
"11001308","578","15","1003","1","99001308"
"91002","579","8","0","30","99001308"
"11001309","580","15","1001","1","99001309"
"91002","581","8","0","30","99001309"
"11001310","582","15","1001","1","99001310"
"91002","583","8","0","30","99001310"
"11001311","584","15","1002","1","99001311"
"91002","585","8","0","30","99001311"
"11001312","586","15","1003","1","99001312"
"91002","587","8","0","30","99001312"
"11001313","588","15","1003","1","99001313"
"11001314","589","15","1001","1","99001314"
"91002","590","8","0","30","99001314"
"11001315","591","15","1001","1","99001315"
"91002","592","8","0","30","99001315"
"11001316","593","15","1002","1","99001316"
"91002","594","8","0","30","99001316"
"11001317","595","15","1003","1","99001317"
"91002","596","8","0","30","99001317"
"11001318","597","15","1003","1","99001318"
"11001319","598","15","1001","1","99001319"
"91002","599","8","0","30","99001319"
"11001320","600","15","1001","1","99001320"
"91002","601","8","0","30","99001320"
"11001321","602","15","1002","1","99001321"
"91002","603","8","0","30","99001321"
"11001322","604","15","1003","1","99001322"
"91002","605","8","0","30","99001322"
"11001323","606","15","1003","1","99001323"
"11001324","607","15","1001","1","99001324"
"91002","608","8","0","30","99001324"
"11001325","609","15","1001","1","99001325"
"91002","610","8","0","30","99001325"
"11001326","611","15","1002","1","99001326"
"91002","612","8","0","30","99001326"
"11001327","613","15","1003","1","99001327"
"91002","614","8","0","30","99001327"
"11001328","615","15","1003","1","99001328"
"11001329","616","15","1001","1","99001329"
"91002","617","8","0","30","99001329"
"11001330","618","15","1001","1","99001330"
"91002","619","8","0","30","99001330"
"11001331","620","15","1002","1","99001331"
"91002","621","8","0","30","99001331"
"11001332","622","15","1003","1","99001332"
"91002","623","8","0","30","99001332"
"11001333","624","15","1001","1","99001333"
"91002","625","8","0","30","99001333"
"11001334","626","15","1001","1","99001334"
"91002","627","8","0","30","99001334"
"11001335","628","15","1002","1","99001335"
"91002","629","8","0","30","99001335"
"11001336","630","15","1003","1","99001336"
"91002","631","8","0","30","99001336"
"11001337","632","15","1002","1","99001337"
"11001338","633","15","1002","1","99001338"
"11001339","634","15","1003","1","99001339"
"11001340","635","15","1001","1","99001340"
"91002","636","8","0","30","99001340"
"11001341","637","15","1001","1","99001341"
"91002","638","8","0","30","99001341"
"11001342","639","15","1002","1","99001342"
"91002","640","8","0","30","99001342"
"11001343","641","15","1003","1","99001343"
"91002","642","8","0","30","99001343"
"19901001","643","15","1003","1","99900001"
"19901002","644","15","1003","1","99900002"
"19901003","645","15","1003","1","99900003"
"11001344","646","15","1001","1","99001344"
"91002","647","8","0","30","99001344"
"11001345","648","15","1001","1","99001345"
"91002","649","8","0","30","99001345"
"11001346","650","15","1002","1","99001346"
"91002","651","8","0","30","99001346"
"11001347","652","15","1003","1","99001347"
"91002","653","8","0","30","99001347"
"19901004","654","15","1003","1","99900004"
"19901005","655","15","1003","1","99900005"
"19901006","656","15","1003","1","99900006"
