b35c5f3eb8364669c76fe971ff7659b4adef2ce6b78e9b17cd9f9e15e474002b,80cd2948e0895d79cc2b825bbfe5765f6390dd606104d8c97d4793ec8cb334a9,89cfabd4349d0541cf33e63342538123bc33b7cee17825b9b1a3a7ffda9a3430,a328b8d407fb42beb6987cb95c401eed0354e55560e7d4cd7b65199180d83c6d,3ef5ae4828a878c3d3d4d4025a7a9cf6561989a626c28d5dcc94a10fd913cf91,0d880fecd54a9b61752a94712978004cfdfc36854fc8ac0c8a8742641420452e,cdc666d14da9e274442d00c6b20b4250f1da66b1d6537d374d8e697969460cf0,8e6f1836ab0891fff3dbb84c7c110e2584969d59658fb1809a98fb12a1c58a25,cb1789a82ca8d5ad8635952da34f24c74ac1ec453e9c964e88e98d4a137e5002,c3f69437ced53a54ffab11b40c2858ab70688f4faeb1e2b84a8e4edc28bce343
"獣の耳と尻尾がある","最も人口が多い","1","2111003","二つの角を頭部に持つ","0","0","0","尖った長い耳","0"
"クォン","パォン","1","2111004","キャォン","0","0","0","カォン","0"
"輝く","高価","1","2111005","教育","0","0","0","成長","0"
"銅","鉄","1","2120002","金","0","0","0","銀","0"
"ラバー","ハツ","1","2120004","モツ","0","0","0","レバー","0"
"タケウマ","バシャウマ","1","2120005","ストレス","0","0","0","トラウマ","0"
"秒雨","分雨","1","2120006","雷雨","0","0","0","時雨","0"
"銀","銅","1","2120009","金","0","0","0","鉄","0"
"大赤柱","大青柱","1","2120011","大白柱","0","0","0","大黒柱","0"
"電車","電源","1","2120012","電灯","0","0","0","電報","0"
"しょうゆ","お酢","1","2120013","みそ","0","0","0","みりん","0"
"ですぎ","しぶみ","1","2120014","こいめ","0","0","0","でがらし","0"
"うわて","じょうしゅ","1","2120016","じょうず","0","0","0","かみて","0"
"よりせき","よせき","1","2120017","よるせき","0","0","0","よせ","0"
"ロングウェイ","フライアウェイ","1","2120018","レールウェイ","0","0","0","フリーウェイ","0"
"釘","腕押し","1","2120021","念仏","0","0","0","かすがい","0"
"眉","鼻","1","2120022","尻","0","0","0","爪","0"
"小判","念仏","1","2120023","かすがい","0","0","0","論語","0"
"とっくり","花瓶","1","2120025","巾着","0","0","0","ひょうたん","0"
"馬","牛","1","2120026","虎","0","0","0","雀","0"
"一鳥一石","一長一短","1","2120027","一兆一億","0","0","0","一朝一夕","0"
"2つ","6つ","1","2120028","8つ","0","0","0","4つ","0"
"hallo","herro","1","2120029","harro","0","0","0","hello","0"
"不言実行","一進一退","1","2120031","日進月歩","0","0","0","優柔不断","0"
"木曜日","日曜日","1","2120033","月曜日","0","0","0","金曜日","0"
"金曜日","木曜日","1","2120034","火曜日","0","0","0","水曜日","0"
"ダビングメッセージ","ダンシングメッセージ","1","2120035","ダイビングメッセージ","0","0","0","ダイイングメッセージ","0"
"牛","犬","1","2120036","獅子","0","0","0","馬","0"
"川","クローゼット","1","2120037","キッチン","0","0","0","トイレ","0"
"かんがえる","かいまみる","1","2120038","こころみる","0","0","0","かんがみる","0"
"三百万","五百万","1","2120039","二百万","0","0","0","八百万","0"
"熊","猿","1","2120042","猪","0","0","0","蛇","0"
"瀕死","状態","1","2120045","すべて正しい","0","0","0","一死","0"
"人物","追跡","1","2120046","すべて正しい","0","0","0","不信","0"
"紙幣","両替","1","2120047","すべて正しい","0","0","0","硬化","0"
"はちめんろっぴ","しぶんごれつ","1","2120048","さんしゃさんよう","0","0","0","きゅうしいっしょう","0"
"ひゃっぱちひゃくちゅう","しめんそか","1","2120049","いちもうだじん","0","0","0","せんざいいちぐう","0"
"謀る","計る","1","2120050","測る","0","0","0","図る","0"
"着く","突く","1","2120051","付く","0","0","0","就く","0"
"赤","黒","1","2120053","白","0","0","0","青","0"
"三分","七分","1","2120054","二分","0","0","0","五分","0"
"家族","カップル","1","2120055","師弟","0","0","0","敵同士","0"
"マツタケ","シイタケ","1","2120056","アスパラ","0","0","0","タケノコ","0"
"女","仕事","1","2120057","命","0","0","0","金","0"
"麻","髪の毛","1","2120058","糸","0","0","0","真綿","0"
"耳","あご","1","2120059","うなじ","0","0","0","眉","0"
"鶴","犬","1","2120060","猫","0","0","0","亀","0"
"狸","猫","1","2120061","兎","0","0","0","狐","0"
"ばたんきゅー冒険団","ぼくらの防衛団","1","2121001","バイトばっかり団","0","0","0","バイバイぼっち団","0"
"ザ・バタリオン・オブ・ハデス・イモータル","ザ・バタリオン・オブ・ゲヘナ・イモータルズ","1","2121002","ジ・オーダー・オブ・ハデス・イモータル","0","0","0","ジ・オーダー・オブ・ゲヘナ・イモータルズ","0"
"誓約女君","聖夜女君","1","2121003","獰猛女君","0","0","0","絶対妻君","0"
"しっぷうのめいひめ","しっぷうのめいひ","1","2121004","しっぷうのダークプリンセス","0","0","0","しっぷうのヘカーテ","0"
"10000000","1000","1","2121005","100000000","0","0","0","1000000","0"
"親指","小指","1","2130004","中指","0","0","0","薬指","0"
"薬指","親指","1","2130005","人差し指","0","0","0","中指","0"
"中指","薬指","1","2130006","親指","0","0","0","人差し指","0"
"肉","野菜","1","2130007","米","0","0","0","酒","0"
"貧乏人","頑固者","1","2130008","料理人","0","0","0","世間知らず","0"
"病","原","1","2130009","尾","0","0","0","床","0"
"東","西","1","2130011","北","0","0","0","南","0"
"トイレ","居間","1","2130014","納戸","0","0","0","台所","0"
"七","六","1","2130015","八","0","0","0","九","0"
"琴","ギター","1","2130016","ピアノ","0","0","0","三味線","0"
"再三再四","千変万化","1","2130018","馬耳東風","0","0","0","天衣無法","0"
"貢献","貴重","1","2130019","穀物","0","0","0","格下","0"
"貝殻","金券","1","2130020","木刀","0","0","0","掛軸","0"
"器用貧乏","無芸大食","1","2130021","汚名返上","0","0","0","羊頭苦肉","0"
"春","夏","1","2130022","冬","0","0","0","秋","0"
"ホン","チュウ","1","2130023","タン","0","0","0","ハン","0"
"イツ","サン","1","2130024","コン","0","0","0","タン","0"
"イン","キン","1","2130025","テン","0","0","0","シン","0"
"伊乃木","木伊乃","1","2130026","乃伊木","0","0","0","木乃伊","0"
"さらゆ","ちょうおんとう","1","2130027","ねっとう","0","0","0","ぬるまゆ","0"
"手風琴","口風琴","1","2130028","鉄琴","0","0","0","自鳴琴","0"
"点描","線描","1","2130029","寸描","0","0","0","素描","0"
"大胆","不注意","1","2130030","平凡","0","0","0","用心しすぎ","0"
"将棋","麻雀","1","2130031","双六","0","0","0","囲碁","0"
"賭け事","食事","1","2130033","女性","0","0","0","釣り","0"
"鮪","鯵","1","2130034","鰹","0","0","0","鰯","0"
"悪いときの助け船","突然のチャンス","1","2130035","災難続き","0","0","0","良いときの邪魔者","0"
"菊","薔薇","1","2130036","百合","0","0","0","蓮","0"
"桜","梅","1","2130037","松","0","0","0","菊","0"
"いちまつ","いっき","1","2130039","いっぺん","0","0","0","いちる","0"
"タコ漁","生け花","1","2130041","指圧","0","0","0","サイコロ博打","0"
"カマキリ","カエル","1","2130044","ヤモリ","0","0","0","クモ","0"
"カエル","ネコ","1","2130045","スズムシ","0","0","0","カラス","0"
"盗人","居候","1","2130046","武士","0","0","0","江戸っ子","0"
"カラス","カモ","1","2130047","サギ","0","0","0","キジ","0"
"カビ","草","1","2130048","芽","0","0","0","苔","0"
"ついかく","ずいし","1","2130049","すいさつ","0","0","0","すいこう","0"
"刀","車","1","2130050","獅子","0","0","0","翼","0"
"塩をつける","酢をつける","1","2130052","辛子をつける","0","0","0","味噌をつける","0"
"筆むぎ","筆いね","1","2130053","筆あわ","0","0","0","筆まめ","0"
"しばらく","あまねく","1","2130054","ことごとく","0","0","0","ようやく","0"
"詩集","詩","1","2130055","詩を書く","0","0","0","詩人","0"
"びわ","あけび","1","2130058","ざくろ","0","0","0","いちじく","0"
"わらび","ぜんまい","1","2130059","つくし","0","0","0","うど","0"
"しょうぶ","おみなえし","1","2130061","さるすべり","0","0","0","かきつばた","0"
"ディープエターナル＝エアスラッシャー","ディープエターナル＝ディヴァイダー","1","2131001","エターナルアビス＝エアスラッシャー","0","0","0","エターナルアビス＝ディヴァイダー","0"
"アポカリプスコード・スリーシックス","アビステクノロジー・ヘルコード","1","2131002","ギアスグリモワール・ナンバーオブサタン","0","0","0","ギアスアポクリフォ・タイラントコード","0"
"百貨店","百点満点","1","2131003","百人一首","0","0","0","百面相","0"
"胸の内","お仕事","1","2131004","愛言葉","0","0","0","推し事","0"
"クルーズ","ファイト","1","2131005","マラソン","0","0","0","キャンプ","0"
"アオダイショウ","ヤゴ","1","2210001","ゲンゴロウ","0","0","0","オタマジャクシ","0"
"翼","しっぽ","1","2210003","耳","0","0","0","角","0"
"ダンゴ","サンゴ","1","2210004","ロンゴ","0","0","0","イナゴ","0"
"ペリカン","コウノトリ","1","2210005","オウム","0","0","0","カラス","0"
"ガーリック","オニオン","1","2210006","ターメリック","0","0","0","ジンジャー","0"
"マンゴー","ドリアン","1","2210007","ランブータン","0","0","0","アボカド","0"
"パンジー","パール","1","2210008","パーシー","0","0","0","パクチー","0"
"ピーマン","ハクサイ","1","2210009","キュウリ","0","0","0","ニンジン","0"
"哺乳類","鳥類","1","2210011","は虫類","0","0","0","魚類","0"
"罷免","慣れ","1","2210012","自己防衛","0","0","0","免疫","0"
"鼻","口","1","2210013","目","0","0","0","耳","0"
"リス科","イヌ科","1","2210015","ネコ科","0","0","0","イタチ科","0"
"お父さん","おじいさん","1","2210016","おばあさん","0","0","0","お母さん","0"
"口","耳","1","2210018","目","0","0","0","鼻","0"
"サバ","アユ","1","2210019","コイ","0","0","0","サケ","0"
"パンダ","ヒツジ","1","2210020","ゴリラ","0","0","0","ラクダ","0"
"ダチョウ","ライオン","1","2210021","トラ","0","0","0","チーター","0"
"カッコウ","キツツキ","1","2210022","フクロウ","0","0","0","オウム","0"
"情知らず","物知らず","1","2210024","八重歯","0","0","0","親知らず","0"
"フラミンゴ","コウノトリ","1","2210025","ライチョウ","0","0","0","クジャク","0"
"ズワイガニ","タカアシガニ","1","2210026","モクズガニ","0","0","0","タラバガニ","0"
"ミカン糖","レモン糖","1","2210027","イチゴ糖","0","0","0","ブドウ糖","0"
"マツタケ","シイタケ","1","2210029","マイタケ","0","0","0","ソデタケ","0"
"フォアグラ","キャビア","1","2210030","ナツメグ","0","0","0","トリュフ","0"
"剛体動物","解体動物","1","2210032","変体動物","0","0","0","軟体動物","0"
"モヤシ","レタス","1","2210034","キャベツ","0","0","0","ピーマン","0"
"えんどうまめ","なたまめ","1","2210035","くろまめ","0","0","0","そらまめ","0"
"上腕一頭筋","ヒラメ筋","1","2210037","上腕五頭筋","0","0","0","上腕二頭筋","0"
"青","黄","1","2210040","緑","0","0","0","赤","0"
"20匹","5匹","1","2210041","10匹","0","0","0","1匹","0"
"鼻","前脚","1","2210042","尻尾","0","0","0","耳","0"
"川","湖","1","2210045","池","0","0","0","海","0"
"地上を高速で走る","首が360度回る","1","2210046","木をつついて穴をあける","0","0","0","くちばしが膨らむ","0"
"サンゴ","ペンション","1","2210047","小石","0","0","0","貝","0"
"アサガオ","サザンカ","1","2210048","キク","0","0","0","サクラ","0"
"しゃっくり","くしゃみ","1","2210049","あくび","0","0","0","いびき","0"
"頭とう骨","頭あい骨","1","2210050","頭こう骨","0","0","0","頭がい骨","0"
"26℃前後","46℃前後","1","2210051","56℃前後","0","0","0","36℃前後","0"
"キリギリス","カマドウマ","1","2210052","ハンミョウ","0","0","0","カメレオン","0"
"コショウウオ","タバスコウオ","1","2210054","シチミトウガラシウオ","0","0","0","サンショウウオ","0"
"ホッキョクグマ","ツキノワグマ","1","2210056","ヒグマ","0","0","0","クマゲラ","0"
"にがい","すっぱい","1","2210057","あまい","0","0","0","あつい","0"
"セミ","トンボ","1","2210058","ハチ","0","0","0","ホタル","0"
"ソルティドッグ","ホットドッグ","1","2210059","アメリカンドッグ","0","0","0","ブルドッグ","0"
"モミジ","ツツジ","1","2210060","ハゼノキ","0","0","0","イチョウ","0"
"ミソギ","キョウカ","1","2211001","ミミ","0","0","0","ユニ","0"
"～ガオッ","～であーる","1","2211002","～だぴょん♪","0","0","0","～ッス","0"
"ぺコリーヌ","コッコロ","1","2211003","シェフィ","0","0","0","キャル","0"
"イオっち","イオせんせー","1","2211004","イオ殿","0","0","0","ちゃんイオ","0"
"リリ","クリア","1","2211005","プレシア","0","0","0","ミソラ","0"
"やしのみ","このみ","1","2220001","ゆのみ","0","0","0","くまのみ","0"
"タンポポ","アジサイ","1","2220002","アサガオ","0","0","0","サザンカ","0"
"10本","6本","1","2220005","12本","0","0","0","8本","0"
"バラ科","ミカン科","1","2220006","ウリ科","0","0","0","ナス科","0"
"ジジガメ","トノガメ","1","2220007","ババガメ","0","0","0","オサガメ","0"
"パパイヤ","パイナップル","1","2220008","マンゴー","0","0","0","キーウィ","0"
"ミミ","カミ","1","2220009","カカト","0","0","0","アシ","0"
"食べ物を消化する","血液を作る","1","2220010","解毒の機能がある","0","0","0","役に立っていない","0"
"ゴリラ","チンパンジー","1","2220012","オランウータン","0","0","0","ニホンザル","0"
"マツムシ","クツワムシ","1","2220015","クワガタムシ","0","0","0","スズムシ","0"
"アキレスオオカブト","アマゾネスオオカブト","1","2220016","ペルセウスオオカブト","0","0","0","ヘラクレスオオカブト","0"
"2つ","3つ","1","2220017","分かれていない","0","0","0","4つ","0"
"ツキノワグマ","ヒグマ","1","2220018","アメリカクロクマ","0","0","0","ホッキョクグマ","0"
"クワガタ","テントウムシ","1","2220019","セミ","0","0","0","カマキリ","0"
"肌頬","貯頬","1","2220020","頬冠","0","0","0","頬袋","0"
"ベニバナクサギ","カノコユリ","1","2220021","ボタンキンバイ","0","0","0","コチョウラン","0"
"脂肪","心房","1","2220022","棍棒","0","0","0","細胞","0"
"キリギリス","バッタ","1","2220023","アリ","0","0","0","コオロギ","0"
"アンコウ","サメ","1","2220024","シャチ","0","0","0","フグ","0"
"い","め","1","2220025","て","0","0","0","く","0"
"ウニ","イカ","1","2220026","タコ","0","0","0","クラゲ","0"
"クラゲ","イカ","1","2220027","タコ","0","0","0","ウニ","0"
"犬","羊","1","2220028","ラクダ","0","0","0","牛","0"
"なぎさ","うさぎ","1","2220030","さかき","0","0","0","さなぎ","0"
"ヘビ","カメレオン","1","2220031","カバ","0","0","0","ワニ","0"
"ゴリラ","チンパンジー","1","2220033","オランウータン","0","0","0","マントヒヒ","0"
"カブトムシ","カナブン","1","2220034","カマキリ","0","0","0","クワガタ","0"
"7ヵ月後","7週間後","1","2220038","7日後","0","0","0","7年後","0"
"ヒマワリ","アジサイ","1","2220040","コスモス","0","0","0","ウメ","0"
"手","頭","1","2220042","腰","0","0","0","足","0"
"本名","和名","1","2220043","実名","0","0","0","学名","0"
"ホモ・アジエンス","モモ・サピエンス","1","2220044","イモ・アジエンス","0","0","0","ホモ・サピエンス","0"
"セミ","カブトムシ","1","2220046","スズムシ","0","0","0","トンボ","0"
"硝子植物","束子植物","1","2220047","芥子植物","0","0","0","種子植物","0"
"毛様血管","毛頭血管","1","2220048","毛深血管","0","0","0","毛細血管","0"
"鳥類","両生類","1","2220049","魚類","0","0","0","貝類","0"
"エビ","カニ","1","2220050","フジツボ","0","0","0","クラゲ","0"
"ハリネズミ","ヤマアラシ","1","2220051","オオアリクイ","0","0","0","アルマジロ","0"
"たんぱく質","脂質","1","2220052","炭水化物","0","0","0","水","0"
"カッコウ","スズメ","1","2220054","カワセミ","0","0","0","ライチョウ","0"
"毛","骨","1","2220056","脂肪","0","0","0","皮膚","0"
"循環器","泌尿器","1","2220057","消化器","0","0","0","呼吸器","0"
"タコ","イカ","1","2220058","エビ","0","0","0","ウニ","0"
"法師","法子","1","2220059","奉仕","0","0","0","胞子","0"
"マイタケ","マツタケ","1","2220060","ナメコ","0","0","0","シメジ","0"
"キョウカ","リリ","1","2221001","イノリ","0","0","0","ミミ","0"
"タラトイガー","トライロッカー","1","2221002","トラライオン","0","0","0","トラタイガー","0"
"ぽんこりん","ぺんぺこりん","1","2221003","ぷんぽこりん","0","0","0","ぺんぽこりん","0"
"トモ","ミサキ","1","2221004","クルミ","0","0","0","ミヤコ","0"
"ワニゴン","ワニドロロ","1","2221005","タテマツリワニ","0","0","0","ドロゲーター","0"
"アルヘナ","アルガン","1","2230001","アルキン","0","0","0","アルベド","0"
"アイドリング","トラベリング","1","2230003","シャーリング","0","0","0","シバリング","0"
"肝臓","腎臓","1","2230005","心臓","0","0","0","膵臓","0"
"ピーラー","ピーナッツ","1","2230007","ピーチ","0","0","0","ピーヘン","0"
"グルーミング","マウンティング","1","2230008","ギャザリング","0","0","0","クラッタリング","0"
"ネコザメ科","イヌザメ科","1","2230010","イタチザメ科","0","0","0","ネズミザメ科","0"
"デイジーマリー","ポピーマリー","1","2230012","サンフラワーマリー","0","0","0","ローズマリー","0"
"レバー","スリット","1","2230013","ラチェット","0","0","0","フランジ","0"
"スミレ","フジ","1","2230014","シダレザクラ","0","0","0","アジサイ","0"
"葉","根","1","2230015","茎","0","0","0","実","0"
"ジャックフルーツ","ミラクルフルーツ","1","2230016","パッションフルーツ","0","0","0","ドラゴンフルーツ","0"
"キャベツ","ホウレンソウ","1","2230017","チンゲンサイ","0","0","0","ブロッコリー","0"
"でいご","こんご","1","2230018","けいご","0","0","0","ぜいご","0"
"キリンのほうが多い","人間のほうが多い","1","2230019","個体によって違う","0","0","0","同じ","0"
"ジャコウイヌ科","ジャコウクマ科","1","2230021","ジャコウウマ科","0","0","0","ジャコウネコ科","0"
"キク科","セリ科","1","2230022","イネ科","0","0","0","シソ科","0"
"黒","縞模様","1","2230023","赤","0","0","0","白","0"
"ビーバー","ヌートリア","1","2230024","チンチラ","0","0","0","カピバラ","0"
"ウナギ","ドジョウ","1","2230026","マグロ","0","0","0","ナマズ","0"
"バナナトンボ","ヒマワリトンボ","1","2230027","タンポポトンボ","0","0","0","ムギワラトンボ","0"
"トンボ","カブトムシ","1","2230028","クワガタ","0","0","0","カイコ","0"
"山女魚","鰆","1","2230029","鮪","0","0","0","鰻","0"
"2つ","1つ","1","2230030","5つ","0","0","0","3つ","0"
"マンタ","ホホジロザメ","1","2230031","ミミックオクトパス","0","0","0","シーラカンス","0"
"兵帽筋","侍帽筋","1","2230032","王帽筋","0","0","0","僧帽筋","0"
"目","尾ひれ","1","2230033","口","0","0","0","うろこ","0"
"XX","YY","1","2230034","XZ","0","0","0","XY","0"
"15本","7本","1","2230036","23本","0","0","0","0本","0"
"サトウ","スズキ","1","2230037","タカハシ","0","0","0","イトウ","0"
"リス科","イヌ科","1","2230038","ネコ科","0","0","0","イタチ科","0"
"ネコ科","ブタ科","1","2230040","ジャコウネコ科","0","0","0","イヌ科","0"
"イモムシ","ヤゴ","1","2230043","アリジゴク","0","0","0","ボウフラ","0"
"クモ","カブトムシ","1","2230044","クワガタ","0","0","0","カマキリ","0"
"おうむ返し","ふり返り","1","2230045","生き返り","0","0","0","こむら返り","0"
"ツツジ科","スミレ科","1","2230046","ユリ科","0","0","0","イネ科","0"
"針葉樹","広葉樹","1","2230048","常緑樹","0","0","0","落葉樹","0"
"ケロロフィル","カロロフィル","1","2230049","キロロフィル","0","0","0","クロロフィル","0"
"カッコウ","ニワトリ","1","2230050","ハト","0","0","0","フクロウ","0"
"月夜草","星見草","1","2230051","星夜草","0","0","0","月見草","0"
"カラス貝","ウグイス貝","1","2230052","スズメ貝","0","0","0","オウム貝","0"
"マイマイ","カイカイ","1","2230053","ハイハイ","0","0","0","アイアイ","0"
"アナゴ筋","カツオ筋","1","2230055","マグロ筋","0","0","0","ヒラメ筋","0"
"水","石油","1","2230058","夢","0","0","0","脂肪","0"
"イヌ","タヌキ","1","2230059","キツネ","0","0","0","ネコ","0"
"ペッパー","ラッパー","1","2230061","アッパー","0","0","0","ケッパー","0"
"マスク・ド・ジュン","ノエルの淑女","1","2231001","白銀マスク","0","0","0","聖女仮面","0"
"アヤネ","コッコロ","1","2231002","イリヤ","0","0","0","アオイ","0"
"太鼓","カスタネット","1","2231003","マラカス","0","0","0","タンバリン","0"
"チエル","クロエ","1","2231004","アオイ","0","0","0","ユニ","0"
"エリコ","ニノン","1","2231005","キャル","0","0","0","スズナ","0"
"0","2","1","2310002","0.5","0","0","0","1","0"
"太陽","火星","1","2310003","水星","0","0","0","月","0"
"水星","火星","1","2310005","金星","0","0","0","土星","0"
"エメラルド","トルコ石","1","2310006","真珠","0","0","0","ルビー","0"
"温帯低気圧","寒帯低気圧","1","2310009","乾燥帯低気圧","0","0","0","熱帯低気圧","0"
"ヘクトパスカル","ミリバール","1","2310010","キログラム","0","0","0","デシベル","0"
"メートル","キログラム","1","2310011","リットル","0","0","0","カロリー","0"
"12","24","1","2310012","9","0","0","0","6","0"
"12時間","36時間","1","2310014","48時間","0","0","0","24時間","0"
"1kgの鉄","1kgの砂","1","2310015","1kgの綿","0","0","0","すべて同じ","0"
"1360分","1520分","1","2310016","1600分","0","0","0","1440分","0"
"N","E","1","2310017","W","0","0","0","M","0"
"黒夜","黄夜","1","2310018","赤夜","0","0","0","白夜","0"
"赤","白","1","2310019","ピンク","0","0","0","黒","0"
"30度","60度","1","2310020","90度","0","0","0","45度","0"
"レッドホール","ブルーホール","1","2310021","ホワイトホール","0","0","0","ブラックホール","0"
"180度","360度","1","2310023","540度","0","0","0","720度","0"
"20","22","1","2310024","23","0","0","0","21","0"
"湯の川","泥の川","1","2310025","紀の川","0","0","0","天の川","0"
"窒素","水素","1","2310026","炭素","0","0","0","質素","0"
"0.1メートル","10メートル","1","2310027","100メートル","0","0","0","0.01メートル","0"
"ワルツ","スパッツ","1","2310028","ワッツ","0","0","0","ヘルツ","0"
"クロール","ショール","1","2310030","イコール","0","0","0","スコール","0"
"ロケットとの衝突","人工衛星との衝突","1","2310031","地面からの爆発","0","0","0","隕石との衝突","0"
"265.24日","165.24日","1","2310032","465.24日","0","0","0","365.24日","0"
"約39.5日","約49.5日","1","2310034","約59.5日","0","0","0","約29.5日","0"
"切層","割層","1","2310035","高層","0","0","0","断層","0"
"爆発","酸化","1","2310036","液化","0","0","0","沸騰","0"
"固点","寒点","1","2310037","冷点","0","0","0","氷点","0"
"4キロ","6キロ","1","2310038","8キロ","0","0","0","2キロ","0"
"50","5050","1","2310039","-500","0","0","0","0","0"
"部分日食","金環日食","1","2310041","全体日食","0","0","0","皆既日食","0"
"反抗","反発","1","2310042","対立","0","0","0","抵抗","0"
"ホイル","マイル","1","2310043","ネイル","0","0","0","コイル","0"
"ミリリットル","デシリットル","1","2310044","キロリットル","0","0","0","ミリメートル","0"
"160","150","1","2310045","155","0","0","0","200","0"
"3＋2","3－2","1","2310047","2＋3","0","0","0","3×2","0"
"半月","三日月","1","2310049","新月","0","0","0","満月","0"
"銀","銅","1","2310051","鉄","0","0","0","銭","0"
"不導体","未絶体","1","2310052","中縁体","0","0","0","半導体","0"
"Q波","R波","1","2310053","S波","0","0","0","P波","0"
"1円玉100枚","米1合","1","2310054","1万円札で100万円","0","0","0","水1リットル","0"
"赤潮","黒潮","1","2310056","満潮","0","0","0","干潮","0"
"底辺","高さ","1","2310059","2","0","0","0","円周率","0"
"雷","霰","1","2310060","雹","0","0","0","霜","0"
"1480","1100","1","2311001","1000","0","0","0","1200","0"
"460","700","1","2311002","540","0","0","0","630","0"
"1600","5400","1","2311003","7980","0","0","0","6400","0"
"オーマ","トーゴク","1","2311004","セントールス","0","0","0","ランドソル","0"
"1000ルピ","1150ルピ","1","2311005","950ルピ","0","0","0","1100ルピ","0"
"0度","180度","1","2320001","360度","0","0","0","90度","0"
"2本","7本","1","2320004","9本","0","0","0","5本","0"
"ボクレス","キミレス","1","2320005","オイラレス","0","0","0","アンタレス","0"
"ノネナール","ゼミナール","1","2320006","ファール","0","0","0","ルミノール","0"
"60℃","600℃","1","2320008","60000℃","0","0","0","6000℃","0"
