5e046acbfe8ee01c5effbf3f9609ee66c03e5ee9a24d4eff0fce908992b4a94b,6bf70437a7749b19695dd9b2affde38f9a7ab96bae76ecd251c7e15d4fd6faa2,36006adee589309f96e602a4128c6b101307be06b728ab1e55fb7b54f7d3a5e3,0ca18c2ce12ffcc5df72e4b1a9dc199d27c7ab69c20f4d850a69d93db61ec0a2,14434ed4df1695a676670496bd5ef937291cfdc75ed20b9dab793a01b265e429,54819781d0aff8e764c38e8ff1e86fafd54e8f9ad9eeee4c50514e4f0724e21e,61ab40abb1d5f1095b7da7c40fd57c2826466b4399b7948adbf2c38d71de2f87,a23b27bb2c1d6b0e0ebfc04137f166023e91c480056d400954a7312408172096,7b928d7c8cce8e4794ee9f958603e9e1961477d78d5915983685600057ce007c,3368fe571fa1d8b70df6c3d704ee5bf54bd1d3dbe835313e6995e9b3b08f6cd9,1c5bae917f80bab63fa2219aaf208c191bf39e4105585a37288b7255d64ae957,2914b9f917106a395a02b1ec96310a20eeae700390c599968183715b69174ce4,7c0d2af7a2a2ca4538a211d99918ac294f78e3c9174b78c09a4270456a1a9399,798fbe64caeacf028bfa6833dbbe2cbb9b8ec6972d7dc1ca7e6500127012abe6,ed15fcc7c895407551bbf261b3ff0ba0e00bcdc23398e449d6178ec156d07328,507adfe152f43f1a4b559e5ae782b736e854ad3f8eabb6e95d448ec670a1d016,de71ce7a0cbc684d0a85fd2ecae69a684882be235c423684f6d45097816094bf,91607bf8a98b71ebb64a80aecba2d3c1c777c13c348c21de08e497e1fd6c9577,145ad64f2560bb60f65814e7c1526e89433501f18edb74a254d3d78a84b7f172,f01d93cd98c0a86ca08f497700b22163837473561f900d295b8eee91ca92f371,7d2d7a6756c0257928879a92c5ae3e55a17a4a7b4563876235b2adf5b0489ad3,1be092eb14211635da00e156a5ff7204f9118d60db3502e7382460340f610a05,c8bdad09b35819ba852afae2c42a01463d89d9b3b9448bbbc5214d025b1c74be,346fabbb4776b1cc4675a349ed9206c85e84a33520b7bb30146e3801d9de310b,1829f9368c75aa49ba286850d3454db15c82f3eaa462809004ac5e20a509c003
"玉泉美咲","0","31050","0","2","0","15","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","105001"
"宵ヶ浜深月","0","31051","0","2","0","45","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","105101"
"リマ","0","31052","0","2","0","15","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","105201"
"モニカ","0","31053","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","105301"
"繭宮つむぎ","0","31054","0","2","0","45","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","105401"
"石橋あゆみ","0","31055","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","105501"
"太刀洗流夏","0","31056","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","105601"
"ジータ","0","31057","0","2","0","145","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","105701"
"ペコリーヌ","0","31058","0","2","0","15","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","105801"
"コッコロ","0","31059","0","2","0","15","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","105901"
"キャル","0","31060","0","2","0","15","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","106001"
"ムイミ","0","31061","0","2","0","145","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","106101"
"アリサ","0","31063","0","2","0","145","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","106301"
"シェフィ","0","31064","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","106401"
"カヤ","0","31065","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","106501"
"イノリ","0","31066","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","106601"
"ホマレ","0","31067","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","106701"
"ラビリスタ","0","31068","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","106801"
"カイザーインサイト","0","31069","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","106901"
"ネネカ","0","31070","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","107001"
"クリスティーナ","0","31071","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","107101"
"ペコリーヌ（サマー）","0","31075","0","2","0","145","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","107501"
"コッコロ（サマー）","0","31076","0","2","0","15","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","107601"
"スズメ(サマー)","0","31077","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","107701"
"キャル（サマー）","0","31078","0","2","0","145","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","107801"
"タマキ（サマー）","0","31079","0","2","0","145","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","107901"
"ミフユ（サマー）","0","31080","0","2","0","15","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","108001"
"シノブ（ハロウィン）","0","31081","0","2","0","145","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","108101"
"ミヤコ（ハロウィン）","0","31082","0","2","0","15","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","108201"
"ミサキ（ハロウィン）","0","31083","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","108301"
"チカ（クリスマス）","0","31084","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","108401"
"クルミ（クリスマス）","0","31085","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","108501"
"アヤネ（クリスマス）","0","31086","0","2","0","145","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","108601"
"ヒヨリ（ニューイヤー）","0","31087","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","108701"
"ユイ（ニューイヤー）","0","31088","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","108801"
"レイ（ニューイヤー）","0","31089","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","108901"
"エリコ（バレンタイン）","0","31090","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","109001"
"シズル（バレンタイン）","0","31091","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","109101"
"アン","0","31092","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","109201"
"ルゥ","0","31093","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","109301"
"グレア","0","31094","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","109401"
"クウカ（オーエド）","0","31095","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","109501"
"ニノン（オーエド）","0","31096","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","109601"
"レム","0","31097","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","109701"
"ラム","0","31098","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","109801"
"エミリア","0","31099","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","109901"
"スズナ（サマー）","0","31100","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","110001"
"イオ（サマー）","0","31101","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","110101"
"サレン（サマー）","0","31103","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","110301"
"マコト（サマー）","0","31104","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","110401"
"カオリ（サマー）","0","31105","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","110501"
"マホ（サマー）","0","31106","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","110601"
"アオイ（編入生）","0","31107","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","110701"
"クロエ","0","31108","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","110801"
"チエル","0","31109","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","110901"
"ユニ","0","31110","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","111001"
"キョウカ（ハロウィン）","0","31111","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","111101"
"ミソギ（ハロウィン）","0","31112","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","111201"
"ミミ（ハロウィン）","0","31113","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","111301"
"ルナ","0","31114","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","111401"
"クリスティーナ（クリスマス）","0","31115","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","111501"
"ノゾミ（クリスマス）","0","31116","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","111601"
"イリヤ（クリスマス）","0","31117","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","111701"
"ペコリーヌ（ニューイヤー）","0","31118","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","111801"
"コッコロ（ニューイヤー）","0","31119","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","111901"
"キャル（ニューイヤー）","0","31120","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","112001"
"スズメ（ニューイヤー）","0","31121","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","112101"
"カスミ（マジカル）","0","31122","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","112201"
"シオリ（マジカル）","0","31123","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","112301"
"ウヅキ（デレマス）","0","31124","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","112401"
"リン（デレマス）","0","31125","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","112501"
"ミオ（デレマス）","0","31126","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","112601"
"リン（レンジャー）","0","31127","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","112701"
"マヒル（レンジャー）","0","31128","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","112801"
"リノ（ワンダー）","0","31129","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","112901"
"アユミ（ワンダー）","0","31130","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","113001"
"ルカ（サマー）","0","31131","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","113101"
"アンナ（サマー）","0","31132","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","113201"
"ナナカ（サマー）","0","31133","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","113301"
"ハツネ（サマー）","0","31134","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","113401"
"ミサト（サマー）","0","31135","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","113501"
"ジュン（サマー）","0","31136","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","113601"
"アカリ（エンジェル）","0","31137","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","113701"
"ヨリ（エンジェル）","0","31138","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","113801"
"ツムギ（ハロウィン）","0","31139","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","113901"
"レイ（ハロウィン）","0","31140","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","114001"
"マツリ（ハロウィン）","0","31141","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","114101"
"モニカ（マジカル）","0","31142","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","114201"
"トモ（マジカル）","0","31143","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","114301"
"アキノ（クリスマス）","0","31144","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","114401"
"サレン（クリスマス）","0","31145","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","114501"
"ユカリ（クリスマス）","0","31146","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","114601"
"ムイミ（ニューイヤー）","0","31147","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","114701"
"ネネカ（ニューイヤー）","0","31150","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","115001"
"コッコロ（儀装束）","0","31155","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","115501"
"ユイ（儀装束）","0","31156","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","115601"
"カスミ（サマー）","0","31157","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","115701"
"リマ（シンデレラ）","0","31158","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","115801"
"マコト（シンデレラ）","0","31159","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","115901"
"マホ（シンデレラ）","0","31160","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","116001"
"クロエ（聖学祭）","0","31162","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","116201"
"チエル（聖学祭）","0","31163","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","116301"
"ユニ（聖学祭）","0","31164","0","2","0","145","0","0","1","0","3","0","0","0","0","0","0","0","0","1","0","0","0","116401"
"イノリ（タイムトラベル）","0","31165","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","116501"
"カヤ（タイムトラベル）","0","31166","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","116601"
"アオイ（作業服）","0","31167","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","116701"
"タマキ（作業服）","0","31168","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","116801"
"ミフユ（作業服）","0","31169","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","116901"
"エリコ（サマー）","0","31170","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","117001"
"シズル（サマー）","0","31171","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","117101"
"ノゾミ（サマー）","0","31172","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","117201"
"チカ（サマー）","0","31173","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","117301"
"ツムギ（サマー）","0","31174","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","117401"
"ミツキ（オーエド）","0","31175","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","117501"
"ユキ（オーエド）","0","31176","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","117601"
"カオリ（ハロウィン）","0","31177","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","117701"
"ニノン（ハロウィン）","0","31178","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","117801"
"スズナ（ハロウィン）","0","31179","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","117901"
"クレジッタ","0","31180","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","118001"
"ランファ","0","31181","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","118101"
"ミソラ","0","31182","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","118201"
"カリン","0","31185","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","118501"
"ネビア","0","31186","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","118601"
"イオ（ノワール）","0","31190","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","119001"
"クウカ（ノワール）","0","31191","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","119101"
"マヒル（クリスマス）","0","31192","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","119201"
"リノ（クリスマス）","0","31193","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","119301"
"ミヤコ（クリスマス）","0","31199","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","119901"
"シズル（ノワール）","0","31200","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","120001"
"シェフィ（ニューイヤー）","0","31207","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","120701"
"ルカ（ニューイヤー）","0","31208","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","120801"
"イリヤ（ニューイヤー）","0","31209","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","120901"
"ペコリーヌ（オーバーロード）","0","31210","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","121001"
"キャル（オーバーロード）","0","31211","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","121101"
"ラビリスタ（オーバーロード）","0","31212","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","121201"
"クルミ（ステージ）","0","31213","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","121301"
"ミサキ（ステージ）","0","31214","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","121401"
"アユミ（怪盗）","0","31215","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","121501"
"イノリ（怪盗）","0","31216","0","2","0","145","0","0","1","0","3","0","0","0","0","0","0","0","0","1","0","0","0","121601"
"アンナ（パイレーツ）","0","31219","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","121901"
"シノブ（パイレーツ）","0","31220","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","122001"
"アオイ（キャンプ）","0","31221","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","122101"
"ユカリ（キャンプ）","0","31222","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","122201"
"ヴァンピィ","0","31223","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","122301"
"ヒヨリ（サマー）","0","31224","0","2","0","15","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","122401"
"レイ（サマー）","0","31225","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","122501"
"ユイ（サマー）","0","31226","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","122601"
"キョウカ（サマー）","0","31227","0","2","0","145","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","122701"
