6769ca94e3a6f69467783dad8d4997fc56da30a836c3d87e1bfd1e996c5d52b5,3467f964496bcb930726e3fc5bb48c9f6db406f838dd2c660a3302271bd14606,8987e90029c5ca75bfc4891a9e57f5485f7c01bffd3f7b855398d9d8da8dddf7,613b553bc3de43fcbf2c3bb72b1330e23e21430b3dffdb4f698e3c5ea1852ae7,700b3584fe33f21ec6bb0fdcdcc26f77194cfca0b2910b598587a000c41ac1dd,651d13a61680566864b5bb67ea96c0191a21a00a86b66a84122fa83f58245e9b,9e25acdb2f439eeb6057e62c09008ad1a6b16a9d604575a22ba303aa182ba48c,1cb494672569de0cd48da4a022e8e7a28d301e9b7e4dc4f4a93a6ea5a43fcb23,62fe16bed229cabaa511270d73daf2927cabc008e0efd9e487beafdf0aacd345,9dc46ddf2466331f49080ebbae6e581dffe12da429a66b68424426a501f2ed5f,82a9bdc2ab1f8034a5da80f340fb924cb63654ef2a0af740be5dbe6812239d2f,75695f06472a4ee137d46c169c5c177e52a409d783c5a2d68fcc63d1541003c1,f5214dc3bfb0e7d10391c05ef5572410a6b2fe982d4ab31e436b14fa211194cf
"1","201320","106011","0","0","2223201","2","敵の移動速度をダウン","0","0","0","キャル","バトル開始から３秒間、敵の移動速度を25％\nダウンさせる。"
"1","201330","105911","0","0","0","2","コスト上限をアップ","0","20133001","0","コッコロ","コスト上限を100％アップさせる。"
"1","201340","106411","0","0","2223401","3","移動速度をアップ","0","0","0","シェフィ","移動速度を25％アップさせる。"
"1","201350","131311","0","0","2223501","2","攻撃力と移動速度をアップ","0","20135001","0","リリ","攻撃力を50％アップさせ、移動速度を20％\nアップさせる。"
"1","201360","131411","0","0","2223601","2","最大HPと移動速度をアップ","0","20136001","0","クリア","最大HPを50％アップさせ、移動速度を20％\nアップさせる。"
"1","201370","131511","0","0","2223701","2","コスト上限と移動速度をアップ","0","20137001","0","プレシア","コスト上限を50％アップさせ、移動速度を\n20％アップさせる。"
"1","201380","126411","0","0","2223801","2","攻撃力と攻撃速度をアップ","0","20138001","0","クローチェ","攻撃力を50％アップさせ、バトル開始から\n３秒間、攻撃速度を25％アップさせる。"
"1","201390","126511","0","0","2223901","3","攻撃力をアップ","0","0","0","ライラエル","バトル開始から３秒間、攻撃力を35％アップ\nさせる。"
"1","201400","127711","0","0","2224001","2","攻撃速度と攻撃力をアップ","0","0","0","リンド","バトル開始から３秒間、攻撃速度を20％アッ\nプさせ、その後、攻撃力を25％アップさせる。"
"1","201410","127811","0","0","2224101","2","自分の攻撃速度と敵の攻撃力をダウン","0","0","0","ヴルム","バトル開始から３秒間、自分の攻撃速度を10\n％ダウンさせ、その後、敵の攻撃力を25％ダ\nウンさせる。"
"1","201420","130911","0","0","0","3","コスト上限とHPをアップ","0","20142001","20142002","クルル","コスト上限を50％アップさせ、HPを50％\nアップさせる。"
"1","201430","129611","0","0","2224301","2","相手の攻撃力と攻撃速度をダウン","0","0","0","アネモネ","敵の攻撃力と攻撃速度を20％ダウンさせる。"
"1","201440","129711","0","0","2224401","3","相手の移動速度をダウン","0","0","0","ネフィ＝ネラ","バトル開始から1.5秒間、敵の移動速度を\n75％ダウンさせる。"
"1","201450","105811","0","0","0","2","最大HPをアップ","0","20145001","0","ペコリーヌ","最大HPを100％アップさせる。"
"1","201460","105911","0","0","0","2","コスト上限をアップ","0","20146001","0","コッコロ","コスト上限を100％アップさせる。"
"1","201470","131311","0","0","2224701","2","攻撃力と移動速度をアップ","0","20147001","0","リリ","攻撃力を75％アップさせ、移動速度を30％\nアップさせる。"
"1","201480","126511","0","0","2224801","3","攻撃力をアップ","0","0","0","ライラエル","バトル開始から３秒間、攻撃力を75％アップ\nさせる。"
"1","201490","129711","0","0","2224901","3","相手の移動速度をダウン","0","0","0","ネフィ＝ネラ","バトル開始から1.5秒間、敵の移動速度を\n90％ダウンさせる。"
"1","201500","105811","0","0","0","2","最大HPをアップ","0","20150001","0","ペコリーヌ","最大HPを200％アップさせる。"
