3084a4e5961f5b4bed53ba67e9bebcd9364cc3150cab4ca86d8718c48c04aecf,06aaaea84c9dcf31330517eefbd4ced3a7f1e33a659be2460fe9eec86151ef85,e8757f63309473932ca554bd83ce313cd7787ccab819ec3a1d173cdf768159ed,8c112235c70a06f46824d78b057ee8d4a009692326f2d3b813148027a3d06c63,790d4822dff331c93ced8c5194b4b8015a49f4d852e2ed5c2a2b7d3355bb427f,9f6f84ec6ba9b68965fa5f57cb16ff4873cbd4775ffada29ada3d87e33613479,b21601469ecdbac22b00f1afdb490569229a0f13612c43123bc6b39bef6d9244,4c0091a9b9f46fb146d735b92d2e6f1f0f90cab9a6610b7a768962010a3b5133,386690c3ce4043ecd7393fb6e7f646c3f324d0afe9490d9a923264709240d91b
"1","1","2","1","1","89","3","3","プロフェッショナル"
"1","1","2","0","1","90","3","3","トップオブ"
"1","1","2","2","1","91","3","3","ゴールドメダル"
"1","1","2","2","1","92","3","3","アルティメット"
"1","1","2","0","1","93","3","3","ザ・ベスト"
"1","1","2","2","1","94","3","3","パーフェクト"
"1","1","2","1","1","95","3","3","100年に1人の"
"1","1","2","2","1","96","3","3","レジェンダリー"
"1","1","2","0","1","97","3","3","超一流の"
"1","1","2","0","1","98","3","3","世界の"
"1","1","2","0","1","99","3","3","選ばれし"
"1","0","2","2","1","100","3","3","アスレチック"
"1","0","2","0","1","101","3","3","偉大なる"
"1","0","2","1","1","102","3","3","スーパーソニック"
"1","0","2","0","1","103","3","3","ウルトラ"
"1","0","2","0","1","104","3","3","MVPの"
"1","0","2","0","1","105","3","3","ジェネラル"
"1","0","2","2","1","106","3","3","オールラウンド"
"1","0","2","2","1","107","3","3","シルバーメダル"
"1","0","2","0","1","108","3","3","聖なる"
"1","0","2","2","1","109","3","3","エクセレント"
"1","0","2","0","1","110","3","3","一流の"
"1","0","2","0","1","111","3","3","マーベラス"
"1","1","2","0","0","112","3","3","スーパー"
"1","1","2","0","0","113","3","3","フライング"
"1","1","2","0","0","114","3","3","グレート"
"1","1","2","1","0","115","3","3","アンストッパブル"
"1","1","2","0","0","116","3","3","カリスマ"
"1","1","2","0","0","117","3","3","万能"
"1","1","2","0","0","118","3","3","新世代の"
"1","1","2","0","0","119","3","3","栄えある"
"1","1","2","0","0","120","3","3","異彩を放つ"
"1","1","2","0","0","121","3","3","いぶし銀の"
"1","1","2","0","0","122","3","3","天下の"
"1","0","2","0","0","123","3","3","レッツゴー"
"1","0","2","0","0","124","3","3","グッド"
"1","0","2","1","0","125","3","3","ホップ・ステップ・"
"1","0","2","2","0","126","3","3","伸びしろのある"
"1","0","2","2","0","127","3","3","ブロンズメダル"
"1","0","2","0","0","128","3","3","期待の"
"1","0","2","2","0","129","3","3","ジャンピング"
"1","0","2","0","0","130","3","3","新時代の"
"1","0","2","2","0","131","3","3","知る人ぞ知る"
