0e6454bc114cccdc8dc7f2b5890e742974ef17fac4a04b261b467d29984440c8,e5ff5612bf03afb7a05116afa90c2c4a353427b9b9cb62e3dd0c62e902c83017,44fb30f981d48ff73bcb03c778fe9d423193a192dc36f620f406da6cd8789d24,77e511ea718bc85555083b6d14db3ff2b143cad8375f3933657217b19c4ba69f,848c65c62579141981e4ede6eba1851ec617c1e54b77af250411fd4de1d58384,36db6441c0516ff5304d61c9e6c9b2ca7b71f86f2c40cfdd6ad9b143521c6422
"82","11001044","99001044","1002","15","1"
"83","91002","99001044","0","8","30"
"84","11001045","99001045","1003","15","1"
"85","91002","99001045","0","8","30"
"86","11001046","99001046","1001","15","1"
"87","11001050","99001046","1001","15","1"
"88","91002","99001046","0","8","30"
"89","11001047","99001047","1001","15","1"
"90","91002","99001047","0","8","30"
"91","11001048","99001048","1002","15","1"
"92","91002","99001048","0","8","30"
"93","11001049","99001049","1003","15","1"
"94","91002","99001049","0","8","30"
"95","11001051","99001051","1001","15","1"
"96","91002","99001051","0","8","30"
"97","11001052","99001052","1001","15","1"
"98","91002","99001052","0","8","30"
"99","11001053","99001053","1002","15","1"
"100","91002","99001053","0","8","30"
"101","11001054","99001054","1003","15","1"
"102","91002","99001054","0","8","30"
"103","11001055","99001055","1001","15","1"
"104","91002","99001055","0","8","30"
"105","11001056","99001056","1001","15","1"
"106","91002","99001056","0","8","30"
"107","11001057","99001057","1002","15","1"
"108","91002","99001057","0","8","30"
"109","11001058","99001058","1003","15","1"
"110","91002","99001058","0","8","30"
"111","11001059","99001059","1001","15","1"
"112","91002","99001059","0","8","30"
"113","11001060","99001060","1001","15","1"
"114","91002","99001060","0","8","30"
"115","11001061","99001061","1002","15","1"
"116","91002","99001061","0","8","30"
"117","11001062","99001062","1003","15","1"
"118","91002","99001062","0","8","30"
"119","11001063","99001063","1001","15","1"
"120","91002","99001063","0","8","30"
"121","11001064","99001064","1001","15","1"
"122","91002","99001064","0","8","30"
"123","11001065","99001065","1002","15","1"
"124","91002","99001065","0","8","30"
"125","11001066","99001066","1003","15","1"
"126","91002","99001066","0","8","30"
"127","11001067","99001067","1001","15","1"
"128","91002","99001067","0","8","30"
"129","11001068","99001068","1001","15","1"
"130","91002","99001068","0","8","30"
"131","11001069","99001069","1002","15","1"
"132","91002","99001069","0","8","30"
"133","11001070","99001070","1003","15","1"
"134","91002","99001070","0","8","30"
"135","11001071","99001071","1001","15","0"
"136","11001072","99001072","1002","15","0"
"137","11001073","99001073","1003","15","0"
"138","11001074","99001074","1001","15","1"
"139","91002","99001074","0","8","30"
"140","11001075","99001075","1001","15","1"
"141","91002","99001075","0","8","30"
"142","11001076","99001076","1002","15","1"
"143","91002","99001076","0","8","30"
"144","11001077","99001077","1003","15","1"
"145","91002","99001077","0","8","30"
"146","11001078","99001078","1001","15","1"
"147","91002","99001078","0","8","30"
"148","11001079","99001079","1001","15","1"
"149","91002","99001079","0","8","30"
"150","11001080","99001080","1002","15","1"
"151","91002","99001080","0","8","30"
"152","11001081","99001081","1003","15","1"
"153","91002","99001081","0","8","30"
"154","11001082","99001082","1001","15","1"
"155","91002","99001082","0","8","30"
"156","11001083","99001083","1001","15","1"
"157","91002","99001083","0","8","30"
"158","11001084","99001084","1002","15","1"
"159","91002","99001084","0","8","30"
"160","11001085","99001085","1003","15","1"
"161","91002","99001085","0","8","30"
"162","11001086","99001086","1001","15","0"
"163","11001087","99001087","1002","15","0"
"164","11001088","99001088","1002","15","0"
"165","11001089","99001089","1002","15","0"
"166","11001090","99001090","1003","15","0"
"167","11001091","99001091","1001","15","1"
"168","91002","99001091","0","8","30"
"169","11001092","99001092","1001","15","1"
"170","91002","99001092","0","8","30"
"171","11001093","99001093","1002","15","1"
"172","91002","99001093","0","8","30"
"173","11001094","99001094","1003","15","1"
"174","91002","99001094","0","8","30"
"175","11001095","99001095","1001","15","1"
"176","91002","99001095","0","8","30"
"177","11001096","99001096","1001","15","1"
"178","91002","99001096","0","8","30"
"179","11001097","99001097","1002","15","1"
"180","91002","99001097","0","8","30"
"181","11001098","99001098","1003","15","1"
"182","91002","99001098","0","8","30"
"183","11001099","99001099","1001","15","1"
"184","91002","99001099","0","8","30"
"185","11001100","99001100","1001","15","1"
"186","91002","99001100","0","8","30"
"187","11001101","99001101","1002","15","1"
"188","91002","99001101","0","8","30"
"189","11001102","99001102","1003","15","1"
"190","91002","99001102","0","8","30"
"191","11001103","99001103","1001","15","1"
"192","91002","99001103","0","8","30"
"193","11001104","99001104","1001","15","1"
"194","91002","99001104","0","8","30"
"195","11001105","99001105","1002","15","1"
"196","91002","99001105","0","8","30"
"197","11001106","99001106","1003","15","1"
"198","91002","99001106","0","8","30"
"199","11001107","99001107","1001","15","1"
"200","91002","99001107","0","8","30"
"201","11001108","99001108","1001","15","1"
"202","91002","99001108","0","8","30"
"203","11001109","99001109","1002","15","1"
"204","91002","99001109","0","8","30"
"205","11001110","99001110","1003","15","1"
"206","91002","99001110","0","8","30"
"207","11001111","99001111","1001","15","1"
"208","91002","99001111","0","8","30"
"209","11001112","99001112","1001","15","1"
"210","91002","99001112","0","8","30"
"211","11001113","99001113","1002","15","1"
"212","91002","99001113","0","8","30"
"213","11001114","99001114","1003","15","1"
"214","91002","99001114","0","8","30"
"215","11001115","99001115","1001","15","1"
"216","91002","99001115","0","8","30"
"217","11001116","99001116","1001","15","1"
"218","91002","99001116","0","8","30"
"219","11001117","99001117","1002","15","1"
"220","91002","99001117","0","8","30"
"221","11001118","99001118","1003","15","1"
"222","91002","99001118","0","8","30"
"223","11001119","99001119","1001","15","1"
"224","91002","99001119","0","8","30"
"225","11001120","99001120","1001","15","1"
"226","91002","99001120","0","8","30"
"227","11001121","99001121","1002","15","1"
"228","91002","99001121","0","8","30"
"229","11001122","99001122","1003","15","1"
"230","91002","99001122","0","8","30"
"231","11001123","99001123","1001","15","1"
"232","91002","99001123","0","8","30"
"233","11001124","99001124","1001","15","1"
"234","91002","99001124","0","8","30"
"235","11001125","99001125","1002","15","1"
"236","91002","99001125","0","8","30"
"237","11001126","99001126","1003","15","1"
"238","91002","99001126","0","8","30"
"239","11001127","99001127","1001","15","1"
"240","91002","99001127","0","8","30"
"241","11001128","99001128","1001","15","1"
"242","91002","99001128","0","8","30"
"243","11001129","99001129","1002","15","1"
"244","91002","99001129","0","8","30"
"245","11001130","99001130","1003","15","1"
"246","91002","99001130","0","8","30"
"247","11001131","99001131","1003","15","1"
"248","11001132","99001132","1001","15","1"
"249","91002","99001132","0","8","30"
"250","11001133","99001133","1001","15","1"
"251","91002","99001133","0","8","30"
"252","11001134","99001134","1002","15","1"
"253","91002","99001134","0","8","30"
"254","11001135","99001135","1003","15","1"
"255","91002","99001135","0","8","30"
"256","11001136","99001136","1001","15","1"
"257","91002","99001136","0","8","30"
"258","11001137","99001137","1001","15","1"
"259","91002","99001137","0","8","30"
"260","11001138","99001138","1002","15","1"
"261","91002","99001138","0","8","30"
"262","11001139","99001139","1003","15","1"
"263","91002","99001139","0","8","30"
"264","11001140","99001140","1003","15","1"
"265","11001142","99001142","1001","15","1"
"266","91002","99001142","0","8","30"
"267","11001143","99001143","1001","15","1"
"268","91002","99001143","0","8","30"
"269","11001144","99001144","1002","15","1"
"270","91002","99001144","0","8","30"
"271","11001145","99001145","1003","15","1"
"272","91002","99001145","0","8","30"
"273","11001146","99001146","1001","15","0"
"274","11001147","99001147","1002","15","0"
"275","11001148","99001148","1001","15","1"
"276","91002","99001148","0","8","30"
"277","11001149","99001149","1001","15","1"
"278","91002","99001149","0","8","30"
"279","11001150","99001150","1002","15","1"
"280","91002","99001150","0","8","30"
"281","11001151","99001151","1003","15","1"
"282","91002","99001151","0","8","30"
"283","11001152","99001152","1001","15","1"
"284","91002","99001152","0","8","30"
"285","11001153","99001153","1001","15","1"
"286","91002","99001153","0","8","30"
"287","11001154","99001154","1002","15","1"
"288","91002","99001154","0","8","30"
"289","11001155","99001155","1003","15","1"
"290","91002","99001155","0","8","30"
"291","11001156","99001156","1001","15","1"
"292","91002","99001156","0","8","30"
"293","11001157","99001157","1001","15","1"
"294","91002","99001157","0","8","30"
"295","11001158","99001158","1002","15","1"
"296","91002","99001158","0","8","30"
"297","11001159","99001159","1003","15","1"
"298","91002","99001159","0","8","30"
"299","11001160","99001160","1001","15","1"
"300","91002","99001160","0","8","30"
"301","11001161","99001161","1001","15","1"
"302","91002","99001161","0","8","30"
"303","11001162","99001162","1002","15","1"
"304","91002","99001162","0","8","30"
"305","11001163","99001163","1003","15","1"
"306","91002","99001163","0","8","30"
"307","11001164","99001164","1002","15","1"
"308","11001165","99001165","1003","15","1"
"309","11001166","99001166","1001","15","1"
"310","91002","99001166","0","8","30"
"311","11001167","99001167","1001","15","1"
"312","91002","99001167","0","8","30"
"313","11001168","99001168","1002","15","1"
"314","91002","99001168","0","8","30"
"315","11001169","99001169","1003","15","1"
"316","91002","99001169","0","8","30"
"317","11001170","99001170","1001","15","1"
"318","91002","99001170","0","8","30"
"319","11001171","99001171","1001","15","1"
"320","91002","99001171","0","8","30"
"321","11001172","99001172","1002","15","1"
"322","91002","99001172","0","8","30"
"323","11001173","99001173","1003","15","1"
"324","91002","99001173","0","8","30"
"325","11001174","99001174","1001","15","1"
"326","91002","99001174","0","8","30"
"327","11001175","99001175","1001","15","1"
"328","91002","99001175","0","8","30"
"329","11001176","99001176","1002","15","1"
"330","91002","99001176","0","8","30"
"331","11001177","99001177","1003","15","1"
"332","91002","99001177","0","8","30"
"333","11001178","99001178","1001","15","1"
"334","91002","99001178","0","8","30"
"335","11001179","99001179","1001","15","1"
"336","91002","99001179","0","8","30"
"337","11001180","99001180","1002","15","1"
"338","91002","99001180","0","8","30"
"339","11001181","99001181","1003","15","1"
"340","91002","99001181","0","8","30"
"341","11001182","99001182","1001","15","1"
"342","91002","99001182","0","8","30"
"343","11001183","99001183","1001","15","1"
"344","91002","99001183","0","8","30"
"345","11001184","99001184","1002","15","1"
"346","91002","99001184","0","8","30"
"347","11001185","99001185","1003","15","1"
"348","91002","99001185","0","8","30"
"349","11001186","99001186","1001","15","1"
"350","91002","99001186","0","8","30"
"351","11001187","99001187","1001","15","1"
"352","91002","99001187","0","8","30"
"353","11001188","99001188","1002","15","1"
"354","91002","99001188","0","8","30"
"355","11001189","99001189","1003","15","1"
"356","91002","99001189","0","8","30"
"357","11001190","99001190","1001","15","1"
"358","91002","99001190","0","8","30"
"359","11001191","99001191","1001","15","1"
"360","91002","99001191","0","8","30"
"361","11001192","99001192","1002","15","1"
"362","91002","99001192","0","8","30"
"363","11001193","99001193","1003","15","1"
"364","91002","99001193","0","8","30"
"365","11001194","99001194","1001","15","1"
"366","91002","99001194","0","8","30"
"367","11001195","99001195","1001","15","1"
"368","91002","99001195","0","8","30"
"369","11001196","99001196","1002","15","1"
"370","91002","99001196","0","8","30"
"371","11001197","99001197","1003","15","1"
"372","91002","99001197","0","8","30"
"373","11001198","99001198","1002","15","1"
"374","11001199","99001199","1003","15","1"
"375","11001200","99001200","1001","15","1"
"376","91002","99001200","0","8","30"
"377","11001201","99001201","1001","15","1"
"378","91002","99001201","0","8","30"
"379","11001202","99001202","1002","15","1"
"380","91002","99001202","0","8","30"
"381","11001203","99001203","1003","15","1"
"382","91002","99001203","0","8","30"
"383","11001204","99001204","1003","15","1"
"384","11001205","99001205","1001","15","1"
"385","91002","99001205","0","8","30"
"386","11001206","99001206","1001","15","1"
"387","91002","99001206","0","8","30"
"388","11001207","99001207","1002","15","1"
"389","91002","99001207","0","8","30"
"390","11001208","99001208","1003","15","1"
"391","91002","99001208","0","8","30"
"392","11001209","99001209","1001","15","1"
"393","91002","99001209","0","8","30"
"394","11001210","99001210","1001","15","1"
"395","91002","99001210","0","8","30"
"396","11001211","99001211","1002","15","1"
"397","91002","99001211","0","8","30"
"398","11001212","99001212","1003","15","1"
"399","91002","99001212","0","8","30"
"400","11001213","99001213","1001","15","1"
"401","91002","99001213","0","8","30"
"402","11001214","99001214","1001","15","1"
"403","91002","99001214","0","8","30"
"404","11001215","99001215","1002","15","1"
"405","91002","99001215","0","8","30"
"406","11001216","99001216","1003","15","1"
"407","91002","99001216","0","8","30"
"408","11001217","99001217","1001","15","1"
"409","91002","99001217","0","8","30"
"410","11001218","99001218","1001","15","1"
"411","91002","99001218","0","8","30"
"412","11001219","99001219","1002","15","1"
"413","91002","99001219","0","8","30"
"414","11001220","99001220","1003","15","1"
"415","91002","99001220","0","8","30"
"416","11001221","99001221","1001","15","1"
"417","91002","99001221","0","8","30"
"418","11001222","99001222","1001","15","1"
"419","91002","99001222","0","8","30"
"420","11001223","99001223","1002","15","1"
"421","91002","99001223","0","8","30"
"422","11001224","99001224","1003","15","1"
"423","91002","99001224","0","8","30"
"424","11001225","99001225","1001","15","1"
"425","91002","99001225","0","8","30"
"426","11001226","99001226","1001","15","1"
"427","91002","99001226","0","8","30"
"428","11001227","99001227","1002","15","1"
"429","91002","99001227","0","8","30"
"430","11001228","99001228","1003","15","1"
"431","91002","99001228","0","8","30"
"432","11001229","99001229","1001","15","1"
"433","91002","99001229","0","8","30"
"434","11001230","99001230","1001","15","1"
"435","91002","99001230","0","8","30"
"436","11001231","99001231","1002","15","1"
"437","91002","99001231","0","8","30"
"438","11001232","99001232","1003","15","1"
"439","91002","99001232","0","8","30"
"440","11001233","99001233","1001","15","1"
"441","91002","99001233","0","8","30"
"442","11001234","99001234","1001","15","1"
"443","91002","99001234","0","8","30"
"444","11001235","99001235","1002","15","1"
"445","91002","99001235","0","8","30"
"446","11001236","99001236","1003","15","1"
"447","91002","99001236","0","8","30"
"448","11001237","99001237","1001","15","1"
"449","91002","99001237","0","8","30"
"450","11001238","99001238","1001","15","1"
"451","91002","99001238","0","8","30"
"452","11001239","99001239","1002","15","1"
"453","91002","99001239","0","8","30"
"454","11001240","99001240","1003","15","1"
"455","91002","99001240","0","8","30"
"456","11001241","99001241","1001","15","1"
"457","91002","99001241","0","8","30"
"458","11001242","99001242","1001","15","1"
"459","91002","99001242","0","8","30"
"460","11001243","99001243","1002","15","1"
"461","91002","99001243","0","8","30"
"462","11001244","99001244","1003","15","1"
"463","91002","99001244","0","8","30"
"464","11001245","99001245","1001","15","1"
"465","91002","99001245","0","8","30"
"466","11001246","99001246","1001","15","1"
"467","91002","99001246","0","8","30"
"468","11001247","99001247","1002","15","1"
"469","91002","99001247","0","8","30"
"470","11001248","99001248","1003","15","1"
"471","91002","99001248","0","8","30"
"472","11001249","99001249","1003","15","1"
"473","11001250","99001250","1001","15","1"
"474","91002","99001250","0","8","30"
"475","11001251","99001251","1001","15","1"
"476","91002","99001251","0","8","30"
"477","11001252","99001252","1002","15","1"
"478","91002","99001252","0","8","30"
"479","11001253","99001253","1003","15","1"
"480","91002","99001253","0","8","30"
"481","11001254","99001254","1001","15","1"
"482","91002","99001254","0","8","30"
"483","11001255","99001255","1001","15","1"
"484","91002","99001255","0","8","30"
"485","11001256","99001256","1002","15","1"
"486","91002","99001256","0","8","30"
"487","11001257","99001257","1003","15","1"
"488","91002","99001257","0","8","30"
"489","11001258","99001258","1001","15","1"
"490","91002","99001258","0","8","30"
"491","11001259","99001259","1001","15","1"
"492","91002","99001259","0","8","30"
"493","11001260","99001260","1002","15","1"
"494","91002","99001260","0","8","30"
"495","11001261","99001261","1003","15","1"
"496","91002","99001261","0","8","30"
"497","11001262","99001262","1001","15","1"
"498","11001263","99001263","1001","15","1"
"499","11001264","99001264","1001","15","1"
"500","11001265","99001265","1002","15","1"
"501","11001266","99001266","1003","15","1"
"502","11001267","99001267","1001","15","1"
"503","91002","99001267","0","8","30"
"504","11001268","99001268","1001","15","1"
"505","91002","99001268","0","8","30"
"506","11001269","99001269","1002","15","1"
"507","91002","99001269","0","8","30"
"508","11001270","99001270","1003","15","1"
"509","91002","99001270","0","8","30"
"510","11001271","99001271","1003","15","1"
"511","11001272","99001272","1001","15","1"
"512","91002","99001272","0","8","30"
"513","11001273","99001273","1001","15","1"
"514","91002","99001273","0","8","30"
"515","11001274","99001274","1002","15","1"
"516","91002","99001274","0","8","30"
"517","11001275","99001275","1003","15","1"
"518","91002","99001275","0","8","30"
"519","11001276","99001276","1003","15","1"
"520","11001277","99001277","1001","15","1"
"521","91002","99001277","0","8","30"
"522","11001278","99001278","1001","15","1"
"523","91002","99001278","0","8","30"
"524","11001279","99001279","1002","15","1"
"525","91002","99001279","0","8","30"
"526","11001280","99001280","1003","15","1"
"527","91002","99001280","0","8","30"
"528","11001281","99001281","1001","15","1"
"529","91002","99001281","0","8","30"
"530","11001282","99001282","1001","15","1"
"531","91002","99001282","0","8","30"
"532","11001283","99001283","1002","15","1"
"533","91002","99001283","0","8","30"
"534","11001284","99001284","1003","15","1"
"535","91002","99001284","0","8","30"
"536","11001285","99001285","1003","15","1"
"537","11001286","99001286","1001","15","1"
"538","91002","99001286","0","8","30"
"539","11001287","99001287","1001","15","1"
"540","91002","99001287","0","8","30"
"541","11001288","99001288","1002","15","1"
"542","91002","99001288","0","8","30"
"543","11001289","99001289","1003","15","1"
"544","91002","99001289","0","8","30"
"545","11001290","99001290","1001","15","1"
"546","91002","99001290","0","8","30"
"547","11001291","99001291","1001","15","1"
"548","91002","99001291","0","8","30"
"549","11001292","99001292","1002","15","1"
"550","91002","99001292","0","8","30"
"551","11001293","99001293","1003","15","1"
"552","91002","99001293","0","8","30"
"553","11001294","99001294","1001","15","1"
"554","91002","99001294","0","8","30"
"555","11001295","99001295","1001","15","1"
"556","91002","99001295","0","8","30"
"557","11001296","99001296","1002","15","1"
"558","91002","99001296","0","8","30"
"559","11001297","99001297","1003","15","1"
"560","91002","99001297","0","8","30"
"561","11001298","99001298","1001","15","1"
"562","91002","99001298","0","8","30"
"563","11001299","99001299","1001","15","1"
"564","91002","99001299","0","8","30"
"565","11001300","99001300","1002","15","1"
"566","91002","99001300","0","8","30"
"567","11001301","99001301","1003","15","1"
"568","91002","99001301","0","8","30"
"569","11001302","99001302","1003","15","1"
"570","11001303","99001303","1003","15","1"
"571","11001304","99001304","1003","15","1"
"572","11001305","99001305","1001","15","1"
"573","91002","99001305","0","8","30"
"574","11001306","99001306","1001","15","1"
"575","91002","99001306","0","8","30"
"576","11001307","99001307","1002","15","1"
"577","91002","99001307","0","8","30"
"578","11001308","99001308","1003","15","1"
"579","91002","99001308","0","8","30"
"580","11001309","99001309","1001","15","1"
"581","91002","99001309","0","8","30"
"582","11001310","99001310","1001","15","1"
"583","91002","99001310","0","8","30"
"584","11001311","99001311","1002","15","1"
"585","91002","99001311","0","8","30"
"586","11001312","99001312","1003","15","1"
"587","91002","99001312","0","8","30"
"588","11001313","99001313","1003","15","1"
"589","11001314","99001314","1001","15","1"
"590","91002","99001314","0","8","30"
"591","11001315","99001315","1001","15","1"
"592","91002","99001315","0","8","30"
"593","11001316","99001316","1002","15","1"
"594","91002","99001316","0","8","30"
"595","11001317","99001317","1003","15","1"
"596","91002","99001317","0","8","30"
"597","11001318","99001318","1003","15","1"
"598","11001319","99001319","1001","15","1"
"599","91002","99001319","0","8","30"
"600","11001320","99001320","1001","15","1"
"601","91002","99001320","0","8","30"
"602","11001321","99001321","1002","15","1"
"603","91002","99001321","0","8","30"
"604","11001322","99001322","1003","15","1"
"605","91002","99001322","0","8","30"
"606","11001323","99001323","1003","15","1"
"607","11001324","99001324","1001","15","1"
"608","91002","99001324","0","8","30"
"609","11001325","99001325","1001","15","1"
"610","91002","99001325","0","8","30"
"611","11001326","99001326","1002","15","1"
"612","91002","99001326","0","8","30"
"613","11001327","99001327","1003","15","1"
"614","91002","99001327","0","8","30"
"615","11001328","99001328","1003","15","1"
"616","11001329","99001329","1001","15","1"
"617","91002","99001329","0","8","30"
"618","11001330","99001330","1001","15","1"
"619","91002","99001330","0","8","30"
"620","11001331","99001331","1002","15","1"
"621","91002","99001331","0","8","30"
"622","11001332","99001332","1003","15","1"
"623","91002","99001332","0","8","30"
"624","11001333","99001333","1001","15","1"
"625","91002","99001333","0","8","30"
"626","11001334","99001334","1001","15","1"
"627","91002","99001334","0","8","30"
"628","11001335","99001335","1002","15","1"
"629","91002","99001335","0","8","30"
"630","11001336","99001336","1003","15","1"
"631","91002","99001336","0","8","30"
"632","11001337","99001337","1002","15","1"
"633","11001338","99001338","1002","15","1"
"634","11001339","99001339","1003","15","1"
"635","11001340","99001340","1001","15","1"
"636","91002","99001340","0","8","30"
"637","11001341","99001341","1001","15","1"
"638","91002","99001341","0","8","30"
"639","11001342","99001342","1002","15","1"
"640","91002","99001342","0","8","30"
"641","11001343","99001343","1003","15","1"
"642","91002","99001343","0","8","30"
"643","19901001","99900001","1003","15","1"
"644","19901002","99900002","1003","15","1"
"645","19901003","99900003","1003","15","1"
