7a1de8e97d230f401b868464f58b3142c6a485e080759884b11d37f932e23995,907d46d3817d401722a329aefafcd5fcb2575fd96d19b3f2f1858fec5fb882eb,dd3e7f2e4c8044a107be987fdc602a0966cb886f25448cb2cafa1d57f4d8dd42,e75522674ae56491a09c7334f66692eac58934fad683d3688658242a3beac603,04e8b818d23302e44d7341d1ad6ede388ab46528f5d7eb1bee71d5f0358533fe,83cc5fddb70083f28eaa679295415d81a92c37d72d64a26ef5b1abe83b9494ce,c258e3b70971d8147ceea4d077448a9c3927b96d50188a110011a1b1c11be5c2,cefff7592e82df8454aac6c818411710b6c1504bcc60e7e74dcc70c18a3e77ff,4d01e24df0478bcfc59596c7501655f205b336451c58ab2d7ab972d2646d82f3
"0","-74","49","133","3","320030406","3","0","0.65"
"502003408","-49","13","134","1","320030407","1","0","0.7"
"502003409","-4","62","135","3","320030407","2","0","0.85"
"0","59","50","136","2","320030407","3","0","0.65"
"0","0","-10","137","1","320030408","1","0","1.05"
"0","-15","-10","138","1","320030409","1","0","1.05"
"0","-85","-45","139","1","320030410","1","0","0.43"
"0","85","-45","140","2","320030410","2","0","0.43"
"502003502","43.5","11","141","1","320030506","1","0","0.7"
"502003503","13","67","142","2","320030506","2","0","0.65"
"0","-74","49","143","3","320030506","3","0","0.65"
"502003508","-49","13","144","1","320030507","1","0","0.7"
"502003509","-4","62","145","3","320030507","2","0","0.85"
"0","59","50","146","2","320030507","3","0","0.65"
"0","0","-10","147","1","320030508","1","0","1.05"
"0","-15","-10","148","1","320030509","1","0","1.05"
"0","-85","-45","149","1","320030510","1","0","0.43"
"0","85","-45","150","2","320030510","2","0","0.43"
"502004103","-74","49","151","1","320040106","1","0","0.7"
"502004104","13","67","152","3","320040106","2","0","0.85"
"0","43.5","11","153","2","320040106","3","0","0.65"
"502004107","59","50","154","1","320040107","1","0","0.7"
"502004109","-4","62","155","3","320040107","2","0","0.85"
"0","-49","13","156","2","320040107","3","0","0.65"
"0","0","-10","157","1","320040108","1","0","0.8"
"0","30","20","158","1","320040109","1","0","0.9"
"0","20","-25","159","1","320040110","1","0","1"
"502004203","-74","49","160","1","320040206","1","0","0.7"
"502004204","13","67","161","3","320040206","2","0","0.85"
"0","43.5","11","162","2","320040206","3","0","0.65"
"502004207","59","50","163","1","320040207","1","0","0.7"
"502004209","-4","62","164","3","320040207","2","0","0.85"
"0","-49","13","165","2","320040207","3","0","0.65"
"0","0","-10","166","1","320040208","1","0","0.8"
"0","30","20","167","1","320040209","1","0","0.9"
"0","20","-25","168","1","320040210","1","0","1"
"502004303","-74","49","169","1","320040306","1","0","0.7"
"502004304","13","67","170","3","320040306","2","0","0.85"
"0","43.5","11","171","2","320040306","3","0","0.65"
"502004307","59","50","172","1","320040307","1","0","0.7"
"502004309","-4","62","173","3","320040307","2","0","0.85"
"0","-49","13","174","2","320040307","3","0","0.65"
"0","0","-10","175","1","320040308","1","0","0.8"
"0","30","20","176","1","320040309","1","0","0.9"
"0","20","-25","177","1","320040310","1","0","1"
"502004403","-74","49","178","1","320040406","1","0","0.7"
"502004404","13","67","179","3","320040406","2","0","0.85"
"0","43.5","11","180","2","320040406","3","0","0.65"
"502004407","59","50","181","1","320040407","1","0","0.7"
"502004409","-4","62","182","3","320040407","2","0","0.85"
"0","-49","13","183","2","320040407","3","0","0.65"
"0","0","-10","184","1","320040408","1","0","0.8"
"0","30","20","185","1","320040409","1","0","0.9"
"0","20","-25","186","1","320040410","1","0","1"
"502004503","-74","49","187","1","320040506","1","0","0.7"
"502004504","13","67","188","3","320040506","2","0","0.85"
"0","43.5","11","189","2","320040506","3","0","0.65"
"502004507","59","50","190","1","320040507","1","0","0.7"
"502004509","-4","62","191","3","320040507","2","0","0.85"
"0","-49","13","192","2","320040507","3","0","0.65"
"0","0","-10","193","1","320040508","1","0","0.8"
"0","30","20","194","1","320040509","1","0","0.9"
"0","20","-25","195","1","320040510","1","0","1"
"502005101","-74","40","196","2","320050106","1","0","0.7"
"502005103","13","67","197","3","320050106","2","0","1"
"0","43.5","11","198","1","320050106","3","0","0.65"
"502005106","59","50","199","2","320050107","1","0","0.7"
"502005108","30","62","200","3","320050107","2","0","0.9"
"0","-49","13","201","1","320050107","3","0","0.65"
"0","5","10","202","1","320050108","1","0","0.75"
"0","-10","10","203","1","320050109","1","0","0.75"
"0","20","-25","204","1","320050110","1","0","1"
"502005201","-74","40","205","2","320050206","1","0","0.7"
"502005203","13","67","206","3","320050206","2","0","1"
"0","43.5","11","207","1","320050206","3","0","0.65"
"502005206","59","50","208","2","320050207","1","0","0.7"
"502005208","30","62","209","3","320050207","2","0","0.9"
"0","-49","13","210","1","320050207","3","0","0.65"
"0","5","10","211","1","320050208","1","0","0.75"
"0","-10","10","212","1","320050209","1","0","0.75"
"0","20","-25","213","1","320050210","1","0","1"
"502005301","-74","40","214","2","320050306","1","0","0.7"
"502005303","13","67","215","3","320050306","2","0","1"
"0","43.5","11","216","1","320050306","3","0","0.65"
"502005306","59","50","217","2","320050307","1","0","0.7"
"502005308","30","62","218","3","320050307","2","0","0.9"
"0","-49","13","219","1","320050307","3","0","0.65"
"0","5","10","220","1","320050308","1","0","0.75"
"0","-10","10","221","1","320050309","1","0","0.75"
"0","20","-25","222","1","320050310","1","0","1"
"502005401","-74","40","223","2","320050406","1","0","0.7"
"502005403","13","67","224","3","320050406","2","0","1"
"0","43.5","11","225","1","320050406","3","0","0.65"
"502005406","59","50","226","2","320050407","1","0","0.7"
"502005408","30","62","227","3","320050407","2","0","0.9"
"0","-49","13","228","1","320050407","3","0","0.65"
"0","5","10","229","1","320050408","1","0","0.75"
"0","-10","10","230","1","320050409","1","0","0.75"
"0","20","-25","231","1","320050410","1","0","1"
"502005501","-74","40","232","2","320050506","1","0","0.7"
"502005503","13","67","233","3","320050506","2","0","1"
"0","43.5","11","234","1","320050506","3","0","0.65"
"502005506","59","50","235","2","320050507","1","0","0.7"
"502005508","30","62","236","3","320050507","2","0","0.9"
"0","-49","13","237","1","320050507","3","0","0.65"
"0","5","10","238","1","320050508","1","0","0.75"
"0","-10","10","239","1","320050509","1","0","0.75"
"0","20","-25","240","1","320050510","1","0","1"
"502006101","-74","40","241","2","320060106","1","0","0.7"
"502006103","13","67","242","3","320060106","2","0","0.7"
"0","43.5","11","243","1","320060106","3","0","0.65"
"502006106","59","50","244","2","320060107","1","0","0.7"
"502006108","30","62","245","3","320060107","2","0","0.9"
"0","-49","13","246","1","320060107","3","0","0.65"
"0","5","10","247","1","320060108","1","0","1"
"0","-10","10","248","1","320060109","1","0","1.2"
"0","20","-25","249","1","320060110","1","0","1"
"502006201","-74","40","250","2","320060206","1","0","0.7"
"502006203","13","67","251","3","320060206","2","0","0.7"
"0","43.5","11","252","1","320060206","3","0","0.65"
"502006206","59","50","253","2","320060207","1","0","0.7"
"502006208","30","62","254","3","320060207","2","0","0.9"
"0","-49","13","255","1","320060207","3","0","0.65"
"0","5","10","256","1","320060208","1","0","1"
"0","-10","10","257","1","320060209","1","0","1.2"
"0","20","-25","258","1","320060210","1","0","1"
"502006301","-74","40","259","2","320060306","1","0","0.7"
"502006303","13","67","260","3","320060306","2","0","0.7"
"0","43.5","11","261","1","320060306","3","0","0.65"
"502006306","59","50","262","2","320060307","1","0","0.7"
"502006308","30","62","263","3","320060307","2","0","0.9"
"0","-49","13","264","1","320060307","3","0","0.65"
"0","5","10","265","1","320060308","1","0","1"
"0","-10","10","266","1","320060309","1","0","1.2"
"0","20","-25","267","1","320060310","1","0","1"
"502006401","-74","40","268","2","320060406","1","0","0.7"
"502006403","13","67","269","3","320060406","2","0","0.7"
"0","43.5","11","270","1","320060406","3","0","0.65"
"502006406","59","50","271","2","320060407","1","0","0.7"
"502006408","30","62","272","3","320060407","2","0","0.9"
"0","-49","13","273","1","320060407","3","0","0.65"
"0","5","10","274","1","320060408","1","0","1"
"0","-10","10","275","1","320060409","1","0","1.2"
"0","20","-25","276","1","320060410","1","0","1"
"502006501","-74","40","277","2","320060506","1","0","0.7"
"502006503","13","67","278","3","320060506","2","0","0.7"
"0","43.5","11","279","1","320060506","3","0","0.65"
"502006506","59","50","280","2","320060507","1","0","0.7"
"502006508","30","62","281","3","320060507","2","0","0.9"
"0","-49","13","282","1","320060507","3","0","0.65"
"0","5","10","283","1","320060508","1","0","1"
"0","-10","10","284","1","320060509","1","0","1.2"
"0","20","-25","285","1","320060510","1","0","1"
"502007101","-74","40","286","2","320070106","1","0","0.7"
"502007103","43","67","287","3","320070106","2","0","0.7"
"0","43.5","11","288","1","320070106","3","0","0.65"
"502007106","59","50","289","2","320070107","1","0","0.7"
"502007108","30","62","290","3","320070107","2","0","0.9"
"0","-49","13","291","1","320070107","3","0","0.65"
"0","5","20","292","1","320070108","1","0","0.9"
"0","0","20","293","1","320070109","1","0","0.9"
"0","-20","-20","294","1","320070110","1","0","1"
"502007201","-74","40","295","2","320070206","1","0","0.7"
"502007203","43","67","296","3","320070206","2","0","0.7"
"0","43.5","11","297","1","320070206","3","0","0.65"
"502007206","59","50","298","2","320070207","1","0","0.7"
"502007208","30","62","299","3","320070207","2","0","0.9"
"0","-49","13","300","1","320070207","3","0","0.65"
"0","5","20","301","1","320070208","1","0","0.9"
"0","0","20","302","1","320070209","1","0","0.9"
"0","-20","-20","303","1","320070210","1","0","1"
"502007301","-74","40","304","2","320070306","1","0","0.7"
"502007303","43","67","305","3","320070306","2","0","0.7"
"0","43.5","11","306","1","320070306","3","0","0.65"
"502007306","59","50","307","2","320070307","1","0","0.7"
"502007308","30","62","308","3","320070307","2","0","0.9"
"0","-49","13","309","1","320070307","3","0","0.65"
"0","5","20","310","1","320070308","1","0","0.9"
"0","0","20","311","1","320070309","1","0","0.9"
"0","-20","-20","312","1","320070310","1","0","1"
"502007401","-74","40","313","2","320070406","1","0","0.7"
"502007403","43","67","314","3","320070406","2","0","0.7"
"0","43.5","11","315","1","320070406","3","0","0.65"
"502007406","59","50","316","2","320070407","1","0","0.7"
"502007408","30","62","317","3","320070407","2","0","0.9"
"0","-49","13","318","1","320070407","3","0","0.65"
"0","5","20","319","1","320070408","1","0","0.9"
"0","0","20","320","1","320070409","1","0","0.9"
"0","-20","-20","321","1","320070410","1","0","1"
"502007501","-74","40","322","2","320070506","1","0","0.7"
"502007503","43","67","323","3","320070506","2","0","0.7"
"0","43.5","11","324","1","320070506","3","0","0.65"
"502007506","59","50","325","2","320070507","1","0","0.7"
"502007508","30","62","326","3","320070507","2","0","0.9"
"0","-49","13","327","1","320070507","3","0","0.65"
"0","5","20","328","1","320070508","1","0","0.9"
"0","0","20","329","1","320070509","1","0","0.9"
"0","-20","-20","330","1","320070510","1","0","1"
"502008101","-74","40","331","2","320080106","1","0","0.7"
"502008103","43","67","332","3","320080106","2","0","0.9"
"0","43.5","11","333","1","320080106","3","0","0.65"
"502008106","59","50","334","2","320080107","1","0","0.7"
"502008108","30","62","335","3","320080107","2","0","0.9"
"0","-49","13","336","1","320080107","3","0","0.65"
"0","5","20","337","1","320080108","1","0","0.8"
"0","0","20","338","1","320080109","1","0","1.1"
"0","-20","-20","339","1","320080110","1","0","1"
"502008201","-74","40","340","2","320080206","1","0","0.7"
"502008203","43","67","341","3","320080206","2","0","0.9"
"0","43.5","11","342","1","320080206","3","0","0.65"
"502008206","59","50","343","2","320080207","1","0","0.7"
"502008208","30","62","344","3","320080207","2","0","0.9"
"0","-49","13","345","1","320080207","3","0","0.65"
"0","5","20","346","1","320080208","1","0","0.8"
"0","0","20","347","1","320080209","1","0","1.1"
"0","-20","-20","348","1","320080210","1","0","1"
"502008301","-74","40","349","2","320080306","1","0","0.7"
"502008303","43","67","350","3","320080306","2","0","0.9"
"0","43.5","11","351","1","320080306","3","0","0.65"
"502008306","59","50","352","2","320080307","1","0","0.7"
"502008308","30","62","353","3","320080307","2","0","0.9"
"0","-49","13","354","1","320080307","3","0","0.65"
"0","5","20","355","1","320080308","1","0","0.8"
"0","0","20","356","1","320080309","1","0","1.1"
"0","-20","-20","357","1","320080310","1","0","1"
"502008401","-74","40","358","2","320080406","1","0","0.7"
"502008403","43","67","359","3","320080406","2","0","0.9"
"0","43.5","11","360","1","320080406","3","0","0.65"
"502008406","59","50","361","2","320080407","1","0","0.7"
"502008408","30","62","362","3","320080407","2","0","0.9"
"0","-49","13","363","1","320080407","3","0","0.65"
"0","5","20","364","1","320080408","1","0","0.8"
"0","0","20","365","1","320080409","1","0","1.1"
"0","-20","-20","366","1","320080410","1","0","1"
"502008501","-74","40","367","2","320080506","1","0","0.7"
"502008503","43","67","368","3","320080506","2","0","0.9"
"0","43.5","11","369","1","320080506","3","0","0.65"
"502008506","59","50","370","2","320080507","1","0","0.7"
"502008508","30","62","371","3","320080507","2","0","0.9"
"0","-49","13","372","1","320080507","3","0","0.65"
"0","5","20","373","1","320080508","1","0","0.8"
"0","0","20","374","1","320080509","1","0","1.1"
"0","-20","-20","375","1","320080510","1","0","1"
"502009101","-74","40","376","2","320090106","1","0","0.7"
"502009103","13","67","377","3","320090106","2","0","1"
"0","43.5","11","378","1","320090106","3","0","0.65"
"502009106","-68","50","379","2","320090107","1","0","0.7"
"502009108","30","62","380","3","320090107","2","0","0.9"
"0","29","13","381","1","320090107","3","0","0.65"
"0","5","10","382","1","320090108","1","0","0.75"
"0","0","10","383","1","320090109","1","0","1"
"0","-20","-20","384","1","320090110","1","0","1"
"502009201","-74","40","385","2","320090206","1","0","0.7"
"502009203","13","67","386","3","320090206","2","0","1"
"0","43.5","11","387","1","320090206","3","0","0.65"
"502009206","-68","50","388","2","320090207","1","0","0.7"
"502009208","30","62","389","3","320090207","2","0","0.9"
"0","29","13","390","1","320090207","3","0","0.65"
"0","5","10","391","1","320090208","1","0","0.75"
"0","0","10","392","1","320090209","1","0","1"
"0","-20","-20","393","1","320090210","1","0","1"
"502009301","-74","40","394","2","320090306","1","0","0.7"
"502009303","13","67","395","3","320090306","2","0","1"
"0","43.5","11","396","1","320090306","3","0","0.65"
"502009306","-68","50","397","2","320090307","1","0","0.7"
"502009308","30","62","398","3","320090307","2","0","0.9"
"0","29","13","399","1","320090307","3","0","0.65"
"0","5","10","400","1","320090308","1","0","0.75"
"0","0","10","401","1","320090309","1","0","1"
"0","-20","-20","402","1","320090310","1","0","1"
"502009401","-74","40","403","2","320090406","1","0","0.7"
"502009403","13","67","404","3","320090406","2","0","1"
"0","43.5","11","405","1","320090406","3","0","0.65"
"502009406","-68","50","406","2","320090407","1","0","0.7"
"502009408","30","62","407","3","320090407","2","0","0.9"
"0","29","13","408","1","320090407","3","0","0.65"
"0","5","10","409","1","320090408","1","0","0.75"
"0","0","10","410","1","320090409","1","0","1"
"0","-20","-20","411","1","320090410","1","0","1"
"502009501","-74","40","412","2","320090506","1","0","0.7"
"502009503","13","67","413","3","320090506","2","0","1"
"0","43.5","11","414","1","320090506","3","0","0.65"
"502009506","-68","50","415","2","320090507","1","0","0.7"
"502009508","30","62","416","3","320090507","2","0","0.9"
"0","29","13","417","1","320090507","3","0","0.65"
"0","5","10","418","1","320090508","1","0","0.75"
"0","0","10","419","1","320090509","1","0","1"
"0","-20","-20","420","1","320090510","1","0","1"
"502010101","-74","40","421","2","320100106","1","0","0.7"
"502010103","13","67","422","3","320100106","2","0","1"
"0","43.5","11","423","1","320100106","3","0","0.65"
"502010106","-68","50","424","2","320100107","1","0","0.7"
"502010108","30","62","425","3","320100107","2","0","0.9"
"0","29","13","426","1","320100107","3","0","0.65"
"0","40","60","427","1","320100108","1","0","0.9"
"0","0","10","428","1","320100109","1","0","1"
"0","-20","-35","429","1","320100110","1","0","1"
"502010201","-74","40","430","2","320100206","1","0","0.7"
"502010203","13","67","431","3","320100206","2","0","1"
"0","43.5","11","432","1","320100206","3","0","0.65"
"502010206","-68","50","433","2","320100207","1","0","0.7"
"502010208","30","62","434","3","320100207","2","0","0.9"
"0","29","13","435","1","320100207","3","0","0.65"
"0","40","60","436","1","320100208","1","0","0.9"
"0","0","10","437","1","320100209","1","0","1"
"0","-20","-35","438","1","320100210","1","0","1"
"502010301","-74","40","439","2","320100306","1","0","0.7"
"502010303","13","67","440","3","320100306","2","0","1"
"0","43.5","11","441","1","320100306","3","0","0.65"
"502010306","-68","50","442","2","320100307","1","0","0.7"
"502010308","30","62","443","3","320100307","2","0","0.9"
"0","29","13","444","1","320100307","3","0","0.65"
"0","40","60","445","1","320100308","1","0","0.9"
"0","0","10","446","1","320100309","1","0","1"
"0","-20","-35","447","1","320100310","1","0","1"
"502010401","-74","40","448","2","320100406","1","0","0.7"
"502010403","13","67","449","3","320100406","2","0","1"
"0","43.5","11","450","1","320100406","3","0","0.65"
"502010406","-68","50","451","2","320100407","1","0","0.7"
"502010408","30","62","452","3","320100407","2","0","0.9"
"0","29","13","453","1","320100407","3","0","0.65"
"0","40","60","454","1","320100408","1","0","0.9"
"0","0","10","455","1","320100409","1","0","1"
"0","-20","-35","456","1","320100410","1","0","1"
"502010501","-74","40","457","2","320100506","1","0","0.7"
"502010503","13","67","458","3","320100506","2","0","1"
"0","43.5","11","459","1","320100506","3","0","0.65"
"502010506","-68","50","460","2","320100507","1","0","0.7"
"502010508","30","62","461","3","320100507","2","0","0.9"
"0","29","13","462","1","320100507","3","0","0.65"
"0","40","60","463","1","320100508","1","0","0.9"
"0","0","10","464","1","320100509","1","0","1"
"0","-20","-35","465","1","320100510","1","0","1"
"502011101","-74","40","466","2","320110106","1","0","0.7"
"502011103","13","67","467","3","320110106","2","0","1"
"0","43.5","11","468","1","320110106","3","0","0.65"
"502011106","-98","50","469","2","320110107","1","0","0.7"
"502011108","0","72","470","3","320110107","2","0","1.1"
"0","49","13","471","1","320110107","3","0","0.65"
"0","-40","30","472","1","320110108","1","0","0.75"
"0","20","50","473","1","320110109","1","0","1.2"
"0","-20","-35","474","1","320110110","1","0","1.1"
"502011201","-74","40","475","2","320110206","1","0","0.7"
"502011203","13","67","476","3","320110206","2","0","1"
"0","43.5","11","477","1","320110206","3","0","0.65"
"502011206","-98","50","478","2","320110207","1","0","0.7"
"502011208","0","72","479","3","320110207","2","0","1.1"
"0","49","13","480","1","320110207","3","0","0.65"
"0","-40","30","481","1","320110208","1","0","0.75"
"0","20","50","482","1","320110209","1","0","1.2"
"0","-20","-35","483","1","320110210","1","0","1.1"
"502011301","-74","40","484","2","320110306","1","0","0.7"
"502011303","13","67","485","3","320110306","2","0","1"
"0","43.5","11","486","1","320110306","3","0","0.65"
"502011306","-98","50","487","2","320110307","1","0","0.7"
"502011308","0","72","488","3","320110307","2","0","1.1"
"0","49","13","489","1","320110307","3","0","0.65"
"0","-40","30","490","1","320110308","1","0","0.75"
"0","20","50","491","1","320110309","1","0","1.2"
"0","-20","-35","492","1","320110310","1","0","1.1"
"502011401","-74","40","493","2","320110406","1","0","0.7"
"502011403","13","67","494","3","320110406","2","0","1"
"0","43.5","11","495","1","320110406","3","0","0.65"
"502011406","-98","50","496","2","320110407","1","0","0.7"
"502011408","0","72","497","3","320110407","2","0","1.1"
"0","49","13","498","1","320110407","3","0","0.65"
"0","-40","30","499","1","320110408","1","0","0.75"
"0","20","50","500","1","320110409","1","0","1.2"
"0","-20","-35","501","1","320110410","1","0","1.1"
"502011501","-74","40","502","2","320110506","1","0","0.7"
"502011503","13","67","503","3","320110506","2","0","1"
"0","43.5","11","504","1","320110506","3","0","0.65"
"502011506","-98","50","505","2","320110507","1","0","0.7"
"502011508","0","72","506","3","320110507","2","0","1.1"
"0","49","13","507","1","320110507","3","0","0.65"
"0","-40","30","508","1","320110508","1","0","0.75"
"0","20","50","509","1","320110509","1","0","1.2"
"0","-20","-35","510","1","320110510","1","0","1.1"
"502012101","-74","40","511","2","320120106","1","0","0.7"
"502012103","10","67","512","3","320120106","2","0","1"
"0","43.5","11","513","1","320120106","3","0","0.65"
"502012106","-98","50","514","2","320120107","1","0","0.7"
"502012108","0","72","515","3","320120107","2","0","1"
"0","49","13","516","1","320120107","3","0","0.65"
"0","10","30","517","1","320120108","1","0","1.2"
"0","40","40","518","1","320120109","1","0","0.9"
"0","-20","-35","519","1","320120110","1","0","1.1"
"502012201","-74","40","520","2","320120206","1","0","0.7"
"502012203","10","67","521","3","320120206","2","0","1"
