ccd3dcd6e0890cf6ef7dec61aa6510fad91d5a9b0444f9cf8eeb7cfab6abb653,33acb2aab9ae4aec8a5dd35b4a02ce800f71c6b3705e2147d1d9c0c432c0c784,5889e435b70ce9af451894da0c4853ada4b5797c604e32f30fa00db92384ae53,5211efcfd0f5e4c50af243847e77ba91a8fa9154e4267b1533f4c337a616b925,fc34520ea0f394dbbd967aef4afd8b7d1f8de22932c68cf76232737ecf858427,e6f41d7a1024f2f007020b6a5eb55fd47494ac59a8ccfa5bcc202f7d5ea44ab1,04ea5b9461c6ffaec5e473bde9af213b0f681e1dd7fed26b002b5419dfff06ca,9bf5ae7a0a4287719ee2f88b76a17dba3a15cad6b56440e7794ff1f4a57867d4,19ebb6a566baef6b59b91ccf418379bc3a93ca0a143e353d0091b218c8f4300a,6b0b5960a3e414a77f689cc1296fe8e50740150da5f65c82c282a014949fe2a4,6d6b5fe8531f70503c3d8ddd1ad6e2b8e0c7b61d8f808135d39961dc8b476901
"3","1","","20042","0.2","0","105311","","travel_topdrama_r_2000_talk_surprise_loop_sad","travel_topdrama_r_2000_talk_surprise_in_sad","1200420003"
"21","","","20042","","0","vo_travel_talk","","0","vo_travel_talk_20004_00","1200420004"
"11","1","0","20042","0","10","105311","0","1","ど、どうしたんだクウカ！？\n顔が真っ赤だし、こんなに汗ばんで……\nどこか、体調でも悪いのか！？","1200420005"
"91","","","20042","","","0","","","","1200420006"
"3","","","20042","0.2","1","105311","","","travel_topdrama_r_2000_idle_surprise_sad","1200420007"
"3","1","","20042","0.2","1","104511","","","travel_topdrama_r_2000_talk_wish_loop","1200420008"
"21","","","20042","","0","vo_travel_talk","","0","vo_travel_talk_20004_01","1200420009"
"11","1","0","20042","0","10","104511","0","1","これから行く場所には見たこともない\n恐ろしい魔物がいて、きっとクウカは\n空前絶後の辱めを受けることに……♪","1200420010"
"91","","","20042","","","0","","","","1200420011"
"3","","","20042","0.2","1","104511","","","travel_topdrama_r_2000_idle_wish","1200420012"
"3","1","","20042","0.2","0","105311","","travel_topdrama_r_2000_talk_doya_loop_sad","travel_topdrama_r_2000_talk_doya_in_sad","1200420013"
"21","","","20042","","0","vo_travel_talk","","0","vo_travel_talk_20004_02","1200420014"
"11","1","0","20042","0","10","105311","0","1","って、いつもの妄想か。\n心配してすごく損した気分になったぞ、\n頼むから、任務に集中してくれ！","1200420015"
"91","","","20042","","","0","","","","1200420016"
"3","","","20042","0.2","1","105311","","","travel_topdrama_r_2000_idle_doya_sad","1200420017"
"112","","","20042","","","","","","","1200420018"
"91","","","20042","","","0","","","","1200420019"
"1","-68","travel_topdrama_r_2000_idle_thinking","20051","0.8","101","1","0","-42","100911","1200510001"
"1","-68","travel_topdrama_r_2000_idle_arm_crossed","20051","0.8","102","1","1","42","105611","1200510002"
"5","-75","mana","20051","1","110","0","0","0","0","1200510003"
"91","","","20051","","","0","","","","1200510004"
"93","","","20051","","","10","","","0","1200510005"
"101","","","20051","","","1200510005","","","","1200510006"
"3","","","20051","0","0","0","","","none","1200510007"
"91","","","20051","","","0","","","","1200510008"
"13","","","20052","","","100911","","","103","1200520001"
"13","","","20052","","","105611","","","104","1200520002"
"3","1","","20052","0.2","1","100911","","","travel_topdrama_r_2000_talk_thinking","1200520003"
"21","","","20052","","0","vo_travel_talk","","0","vo_travel_talk_20005_00","1200520004"
"11","1","0","20052","0","10","100911","0","1","我が内なる暗黒が囁いている……\n数多の運命の糸が複雑に絡み合い、\nこの旅はやがて壮大な冒険譚になると！","1200520005"
"91","","","20052","","","0","","","","1200520006"
"3","","","20052","0.2","1","100911","","","travel_topdrama_r_2000_idle_thinking","1200520007"
"3","1","","20052","0.2","0","105611","","travel_topdrama_r_2000_talk_arm_crossed_loop","travel_topdrama_r_2000_talk_arm_crossed_in","1200520008"
"21","","","20052","","0","vo_travel_talk","","0","vo_travel_talk_20005_01","1200520009"
"11","1","0","20052","0","10","105611","0","1","そうかい。\nじゃあまずは、焚火の枝を集める運命を\n受け入れてもらえるかい？","1200520010"
"91","","","20052","","","0","","","","1200520011"
"3","","","20052","0.2","1","105611","","","travel_topdrama_r_2000_idle_arm_crossed","1200520012"
"3","1","","20052","0.2","0","100911","","travel_topdrama_r_2000_talk_doya_loop","travel_topdrama_r_2000_talk_doya_in_blink","1200520013"
"21","","","20052","","0","vo_travel_talk","","0","vo_travel_talk_20005_02","1200520014"
"11","1","0","20052","0","10","100911","0","1","ふっ、既にその運命は受け入れている！\n……のだが、その、全然集まらなくて。\nよければ手伝ってほしいんだが。","1200520015"
"91","","","20052","","","0","","","","1200520016"
"3","","","20052","0.2","1","100911","","","travel_topdrama_r_2000_idle_doya","1200520017"
"112","","","20052","","","","","","","1200520018"
"91","","","20052","","","0","","","","1200520019"
"1","-68","travel_topdrama_r_2000_idle_kyapi","20061","0.8","101","1","1","42","110911","1200610001"
"1","-68","travel_topdrama_r_2000_idle_doya_sad","20061","0.8","102","1","0","-42","110811","1200610002"
"5","-75","mana","20061","1","110","0","0","0","0","1200610003"
"91","","","20061","","","0","","","","1200610004"
"93","","","20061","","","10","","","0","1200610005"
"101","","","20061","","","1200610005","","","","1200610006"
"3","","","20061","0","0","0","","","none","1200610007"
"91","","","20061","","","0","","","","1200610008"
"13","","","20062","","","110911","","","103","1200620001"
"13","","","20062","","","110811","","","104","1200620002"
"3","1","","20062","0.2","0","110911","","travel_topdrama_r_2000_talk_kyapi_loop","travel_topdrama_r_2000_talk_kyapi_in","1200620003"
"21","","","20062","","0","vo_travel_talk","","0","vo_travel_talk_20006_00","1200620004"
"11","1","0","20062","0","10","110911","0","1","ちぇる～ん☆\nちぇるちぇら、ちぇりんぱ、\nちぇちぇりぽぷ！","1200620005"
"91","","","20062","","","0","","","","1200620006"
"3","","","20062","0.2","1","110911","","","travel_topdrama_r_2000_idle_kyapi","1200620007"
"3","1","","20062","0.2","0","110811","","travel_topdrama_r_2000_talk_doya_loop_sad","travel_topdrama_r_2000_talk_doya_in_sad","1200620008"
"21","","","20062","","0","vo_travel_talk","","0","vo_travel_talk_20006_01","1200620009"
"11","1","0","20062","0","10","110811","0","1","あのさ。いんだけどさ。\nそのアタマ悪めの奇声でさっき魔物が\nクソ集まってきた件、もう忘れたわけ。","1200620010"
"91","","","20062","","","0","","","","1200620011"
"3","","","20062","0.2","1","110811","","","travel_topdrama_r_2000_idle_doya_sad","1200620012"
"3","1","","20062","0.2","1","110911","","","travel_topdrama_r_2000_talk_normal2","1200620013"
"21","","","20062","","0","vo_travel_talk","","0","vo_travel_talk_20006_02","1200620014"
"11","1","0","20062","0","10","110911","0","1","……その節は\nたいへん御迷惑をおかけいたしました。","1200620015"
"91","","","20062","","","0","","","","1200620016"
"3","","","20062","0.2","1","110911","","","travel_topdrama_r_2000_idle_normal","1200620017"
"112","","","20062","","","","","","","1200620018"
"91","","","20062","","","0","","","","1200620019"
"1","-68","travel_topdrama_r_2000_idle_smile","20071","0.8","101","1","1","42","102911","1200710001"
"1","-68","travel_topdrama_r_2000_idle_sad","20071","0.8","102","1","0","-42","105411","1200710002"
"5","-75","mana","20071","1","110","0","0","0","0","1200710003"
"91","","","20071","","","0","","","","1200710004"
"93","","","20071","","","10","","","0","1200710005"
"101","","","20071","","","1200710005","","","","1200710006"
"3","","","20071","0","0","0","","","none","1200710007"
"91","","","20071","","","0","","","","1200710008"
"13","","","20072","","","102911","","","103","1200720001"
"13","","","20072","","","105411","","","104","1200720002"
"3","1","","20072","0.2","0","102911","","travel_topdrama_r_2000_talk_smile_loop","travel_topdrama_r_2000_talk_smile_in","1200720003"
"21","","","20072","","0","vo_travel_talk","","0","vo_travel_talk_20007_00","1200720004"
"11","1","0","20072","0","10","102911","0","1","このあたりの地形って、ダンスの\n練習にちょうどいいんじゃないかな？\n一緒にステップを踏んでみてくれない？","1200720005"
"91","","","20072","","","0","","","","1200720006"
"3","","","20072","0.2","1","102911","","","travel_topdrama_r_2000_idle_smile","1200720007"
"3","1","","20072","0.2","0","105411","0.2","travel_topdrama_r_2000_talk_sad_loop","travel_topdrama_r_2007_dance","1200720008"
"21","","","20072","","0","vo_travel_talk","","0","vo_travel_talk_20007_01","1200720009"
"11","1","0","20072","0","10","105411","0","1","えっと、こんな感じですか？\n……わわっ、バランスが！？\nなかなか難しいですね……","1200720010"
"91","","","20072","","","0","","","","1200720011"
"3","","","20072","0.2","1","105411","","","travel_topdrama_r_2000_idle_sad","1200720012"
"3","1","","20072","0.2","0","102911","","travel_topdrama_r_2000_talk_smile_loop","travel_topdrama_r_2000_talk_smile_in","1200720013"
"21","","","20072","","0","vo_travel_talk","","0","vo_travel_talk_20007_02","1200720014"
"11","1","0","20072","0","10","102911","0","1","つまり、練習になるってことだよ！\nライブ前、ここに戻ってこれるように、\n場所をメモしておかなきゃね♪","1200720015"
"91","","","20072","","","0","","","","1200720016"
"3","","","20072","0.2","1","102911","","","travel_topdrama_r_2000_idle_smile","1200720017"
"112","","","20072","","","","","","","1200720018"
"91","","","20072","","","0","","","","1200720019"
"1","-68","travel_topdrama_r_2000_idle_sad","20081","0.8","101","1","1","42","104711","1200810001"
"1","-68","travel_topdrama_r_2000_idle_doya","20081","0.8","102","1","0","-42","107111","1200810002"
"5","-75","mana","20081","1","110","0","0","0","0","1200810003"
"91","","","20081","","","0","","","","1200810004"
"93","","","20081","","","10","","","0","1200810005"
"101","","","20081","","","1200810005","","","","1200810006"
"3","","","20081","0","0","0","","","none","1200810007"
"91","","","20081","","","0","","","","1200810008"
"13","","","20082","","","104711","","","103","1200820001"
"13","","","20082","","","107111","","","104","1200820002"
"3","1","","20082","0.2","0","104711","","travel_topdrama_r_2000_talk_sad_loop","travel_topdrama_r_2000_talk_sad_in","1200820003"
"21","","","20082","","0","vo_travel_talk","","0","vo_travel_talk_20008_00","1200820004"
"11","1","0","20082","0","10","104711","0","1","王宮を離れる機会は何度かあったけど、\nやっぱり落ち着かないな……\n何かあった時に対応が難しいし。","1200820005"
"91","","","20082","","","0","","","","1200820006"
"3","","","20082","0.2","1","104711","","","travel_topdrama_r_2000_idle_sad","1200820007"
"3","1","","20082","0.2","0","107111","","travel_topdrama_r_2000_talk_doya_loop","travel_topdrama_r_2000_talk_doya_in","1200820008"
"21","","","20082","","0","vo_travel_talk","","0","vo_travel_talk_20008_01","1200820009"
"11","1","0","20082","0","10","107111","0","1","今さら不安がっても仕方ないだろう？\nもっと気楽にこの旅を愉しむべきだ。\nまだまだ先は長いのだからな☆","1200820010"
"91","","","20082","","","0","","","","1200820011"
"3","","","20082","0.2","1","107111","","","travel_topdrama_r_2000_idle_doya","1200820012"
"3","1","","20082","0.2","0","104711","","travel_topdrama_r_2000_talk_guts_loop","travel_topdrama_r_2000_talk_guts_in","1200820013"
"21","","","20082","","0","vo_travel_talk","","0","vo_travel_talk_20008_02","1200820014"
"11","1","0","20082","0","10","104711","0","1","ありがとう、クリスちゃん。\n王宮には優秀な部下たちもいるし、\n目の前の仕事に集中するよ。","1200820015"
"91","","","20082","","","0","","","","1200820016"
"3","","","20082","0.2","1","104711","","","travel_topdrama_r_2000_idle_guts","1200820017"
"112","","","20082","","","","","","","1200820018"
"91","","","20082","","","0","","","","1200820019"
"1","-68","travel_topdrama_r_2000_idle_guts2","20091","0.8","101","1","1","42","104011","1200910001"
"1","-68","travel_topdrama_r_2000_idle_smile","20091","0.8","102","1","0","-42","101511","1200910002"
"5","-75","mana","20091","1","110","0","0","0","0","1200910003"
"91","","","20091","","","0","","","","1200910004"
"93","","","20091","","","10","","","0","1200910005"
"101","","","20091","","","1200910005","","","","1200910006"
"3","","","20091","0","0","0","","","none","1200910007"
"91","","","20091","","","0","","","","1200910008"
"13","","","20092","","","104011","","","103","1200920001"
"13","","","20092","","","101511","","","104","1200920002"
"3","1","","20092","0.2","0","104011","","travel_topdrama_r_2000_talk_guts2_loop","travel_topdrama_r_2000_talk_guts2_in","1200920003"
"21","","","20092","","0","vo_travel_talk","","0","vo_travel_talk_20009_00","1200920004"
"11","1","0","20092","0","10","104011","0","1","今回の冒険には、たくさんのギルドが\n参加してるんですよね……？\nもしかして、友達を作るチャンス……？","1200920005"
"91","","","20092","","","0","","","","1200920006"
"3","","","20092","0.2","1","104011","","","travel_topdrama_r_2000_idle_guts2","1200920007"
"3","1","","20092","0.2","0","101511","","travel_topdrama_r_2000_talk_wish_loop_joy","travel_topdrama_r_2000_talk_wish_in_joy","1200920008"
"21","","","20092","","0","vo_travel_talk","","0","vo_travel_talk_20009_01","1200920009"
"11","1","0","20092","0","10","101511","0","1","ふふっ、そうね～\nきっといろんな出会いがあるから、\nいっぱいお話してみるといいわよ～？","1200920010"
"91","","","20092","","","0","","","","1200920011"
"3","","","20092","0.2","1","101511","","","travel_topdrama_r_2000_idle_wish_joy","1200920012"
"3","1","","20092","0.2","0","104011","","travel_topdrama_r_2000_talk_surprise_loop_sad","travel_topdrama_r_2000_talk_surprise_in_sad","1200920013"
"21","","","20092","","0","vo_travel_talk","","0","vo_travel_talk_20009_02","1200920014"
"11","1","0","20092","0","10","104011","0","1","いっぱい……お話……！？\n一気に自信がなくなってきました……\nやっぱり、隅っこを歩きましょう……","1200920015"
"91","","","20092","","","0","","","","1200920016"
"3","","","20092","0.2","1","104011","","","travel_topdrama_r_2000_idle_surprise_sad","1200920017"
"112","","","20092","","","","","","","1200920018"
"91","","","20092","","","0","","","","1200920019"
"1","-68","travel_topdrama_r_2000_idle_sad","20101","0.8","101","1","1","42","102611","1201010001"
"1","-68","travel_topdrama_r_2000_idle_doya_sad","20101","0.8","102","1","0","-42","103311","1201010002"
"5","-75","mana","20101","1","110","0","0","0","0","1201010003"
"91","","","20101","","","0","","","","1201010004"
"93","","","20101","","","10","","","0","1201010005"
"101","","","20101","","","1201010005","","","","1201010006"
"3","","","20101","0","0","0","","","none","1201010007"
"91","","","20101","","","0","","","","1201010008"
"13","","","20102","","","102611","","","103","1201020001"
"13","","","20102","","","103311","","","104","1201020002"
"3","1","","20102","0.2","0","102611","","travel_topdrama_r_2000_talk_sad_loop","travel_topdrama_r_2000_talk_sad_in","1201020003"
"21","","","20102","","0","vo_travel_talk","","0","vo_travel_talk_20010_00","1201020004"
"11","1","0","20102","0","10","102611","0","1","ふぇ～……ふぇ～……！\nもうだいぶ歩かされてるよ～！\n帰りたい～、ごろごろしてたい～！","1201020005"
"91","","","20102","","","0","","","","1201020006"
"3","","","20102","0.2","1","102611","","","travel_topdrama_r_2000_idle_sad","1201020007"
"3","1","","20102","0.2","0","103311","","travel_topdrama_r_2000_talk_doya_loop_sad","travel_topdrama_r_2000_talk_doya_in_sad","1201020008"
"21","","","20102","","0","vo_travel_talk","","0","vo_travel_talk_20010_01","1201020009"
"11","1","0","20102","0","10","103311","0","1","なに言ってるべさ～！\nリンリンこそしっかり歩いて、\n体を鍛え直さねぇと！","1201020010"
"91","","","20102","","","0","","","","1201020011"
"3","","","20102","0.2","1","103311","","","travel_topdrama_r_2000_idle_doya_sad","1201020012"
"3","1","","20102","0.2","1","102611","","","travel_topdrama_r_2000_talk_dead","1201020013"
"21","","","20102","","0","vo_travel_talk","","0","vo_travel_talk_20010_02","1201020014"
"11","1","0","20102","0","10","102611","0","1","そういうの、間に合ってるから……！\nとにかく休憩！　休憩しよ～！\nドングリ食べないと、足が棒になる～！","1201020015"
"91","","","20102","","","0","","","","1201020016"
"3","","","20102","0.2","1","102611","","","travel_topdrama_r_2000_idle_dead","1201020017"
"112","","","20102","","","","","","","1201020018"
"91","","","20102","","","0","","","","1201020019"
"1","-68","travel_topdrama_r_2000_idle_smile","20111","0.8","101","1","1","42","104911","1201110001"
"1","-68","travel_topdrama_r_2000_idle_normal","20111","0.8","102","1","0","-42","101111","1201110002"
"5","-75","mana","20111","1","110","0","0","0","0","1201110003"
"91","","","20111","","","0","","","","1201110004"
"93","","","20111","","","10","","","0","1201110005"
"101","","","20111","","","1201110005","","","","1201110006"
"3","","","20111","0","0","0","","","none","1201110007"
"91","","","20111","","","0","","","","1201110008"
"13","","","20112","","","104911","","","103","1201120001"
"13","","","20112","","","101111","","","104","1201120002"
"3","1","","20112","0.2","0","104911","","travel_topdrama_r_2000_talk_smile_loop","travel_topdrama_r_2000_talk_smile_in","1201120003"
"21","","","20112","","0","vo_travel_talk","","0","vo_travel_talk_20011_00","1201120004"
"11","1","0","20112","0","10","104911","0","1","なにかいい物、落ちてないかな～？\n弟くんが喜びのあまり、お姉ちゃん\n大好き以外の感情を失う宝物とか。","1201120005"
"91","","","20112","","","0","","","","1201120006"
"3","","","20112","0.2","1","104911","","","travel_topdrama_r_2000_idle_smile","1201120007"
"3","1","","20112","0.2","0","101111","","travel_topdrama_r_2000_talk_shock","travel_topdrama_r_2000_shock_in","1201120008"
"21","","","20112","","0","vo_travel_talk","","0","vo_travel_talk_20011_01","1201120009"
"11","1","0","20112","0","10","101111","0","1","いやいやいや、お姉ちゃん？\nそれはもう呪いの装備の類です、\n見つけても持って帰らないでください。","1201120010"
"91","","","20112","","","0","","","","1201120011"
"3","","","20112","0.2","1","101111","","","travel_topdrama_r_2000_idle_normal","1201120012"
"3","1","","20112","0.2","0","104911","","travel_topdrama_r_2000_talk_wish_loop_joy","travel_topdrama_r_2000_talk_wish_in_joy","1201120013"
"21","","","20112","","0","vo_travel_talk","","0","vo_travel_talk_20011_02","1201120014"
"11","1","0","20112","0","10","104911","0","1","え～……まぁ、いいか。\nそんなものに頼らなくても、弟くんは\nお姉ちゃんのこと大好きだしね♪","1201120015"
"91","","","20112","","","0","","","","1201120016"
"3","","","20112","0.2","1","104911","","","travel_topdrama_r_2000_idle_wish_joy","1201120017"
"112","","","20112","","","","","","","1201120018"
"91","","","20112","","","0","","","","1201120019"
"1","-68","travel_topdrama_r_2000_idle_sad","20121","0.8","101","1","1","42","101011","1201210001"
"1","-68","travel_topdrama_r_2000_idle_guts2_joy","20121","0.8","102","1","0","-42","101711","1201210002"
"5","-68","travel_topdrama_r_2012_empty","20121","0.8","103","3","0","-42","3","1201210003"
"5","-75","mana","20121","1","110","0","0","0","0","1201210004"
"91","","","20121","","","0","","","","1201210005"
"93","","","20121","","","10","","","0","1201210006"
"101","","","20121","","","1201210006","","","","1201210007"
"3","","","20121","0","0","0","","","none","1201210008"
"91","","","20121","","","0","","","","1201210009"
"13","","","20122","","","101011","","","104","1201220001"
"13","","","20122","","","101711","","","105","1201220002"
"3","1","","20122","0.2","0","101011","","travel_topdrama_r_2000_talk_sad_loop","travel_topdrama_r_2000_talk_sad_in","1201220003"
"21","","","20122","","0","vo_travel_talk","","0","vo_travel_talk_20012_00","1201220004"
"11","1","0","20122","0","10","101011","0","1","冒険って大変やなぁ～\nうちはちょっと疲れてきたんやけど、\nカオリはんはまだまだ元気そうやね～？","1201220005"
"91","","","20122","","","0","","","","1201220006"
"3","","","20122","0.2","1","101011","","","travel_topdrama_r_2000_idle_sad","1201220007"
"3","1","","20122","0.2","0","101711","","travel_topdrama_r_2012_raise_loop_talk","travel_topdrama_r_2012_raise_in","1201220008"
"3","1","","20122","0.2","0","3","","travel_topdrama_r_2012_raise_loop_talk","travel_topdrama_r_2012_raise_in","1201220009"
"21","","","20122","","0","vo_travel_talk","","0","vo_travel_talk_20012_01","1201220010"
"11","1","0","20122","0","10","101711","0","1","サーターアンダギーのおかげさ～♪\n甘くてお腹もいっぱいなるから、\nマホにもお裾分けしてあげるね～？","1201220011"
"91","","","20122","","","0","","","","1201220012"
"3","","","20122","0.2","1","101711","","","travel_topdrama_r_2012_raise_loop_idle","1201220013"
"3","","","20122","0.2","1","3","","","travel_topdrama_r_2012_raise_loop_talk","1201220014"
"3","1","","20122","0.2","0","101011","","travel_topdrama_r_2000_talk_smile_loop","travel_topdrama_r_2000_talk_smile_in","1201220015"
"21","","","20122","","0","vo_travel_talk","","0","vo_travel_talk_20012_02","1201220016"
