683e4b13619970ba258562a35981fcc631a15b37eaffcbd0c804a972cb4a99e9,764ad4bdecd49bafef990a63ec4e6b7da30c68cb31b6cff96c7168e690aa60e2,499b59c045b7dba2b17ee67178d14b904909dd92fa51954490389ad224dfe31c,6953d20a185867f0b6bf57ab2a68b217d83fd7736dc29f8eaeef3ce37ecbfd9c,293f6eacd91fea12f1de1de1f5cbcfcdbf1b7436a47ee59ced47672729aa9edd,cbcf8ba0ddcdfbb6315173424b1cc5fe808d9a6c260cc18254390e7f6810b011
"56011107","1","15","145","1002","10201107"
"56011108","1","15","146","1003","10201108"
"56011108","50","8","147","0","91002"
"56011109","1","15","148","1001","10201109"
"56011110","1","15","149","1002","10201110"
"56011111","1","15","150","1003","10201111"
"56011111","50","8","151","0","91002"
"56011112","1","15","152","1001","10201112"
"56011113","1","15","153","1002","10201113"
"56011114","1","15","154","1003","10201114"
"56011114","50","8","155","0","91002"
"56011115","1","15","156","1001","10201115"
"56011116","1","15","157","1002","10201116"
"56011117","1","15","158","1003","10201117"
"56011117","50","8","159","0","91002"
"56011118","1","15","160","1001","10201118"
"56011119","1","15","161","1002","10201119"
"56011120","1","15","162","1003","10201120"
"56011120","50","8","163","0","91002"
"56011121","1","15","164","1001","10201121"
"56011122","1","15","165","1002","10201122"
"56011123","1","15","166","1003","10201123"
"56011123","50","8","167","0","91002"
"56011124","1","15","168","1001","10201124"
"56011125","1","15","169","1002","10201125"
"56011126","1","15","170","1003","10201126"
"56011126","50","8","171","0","91002"
"56011127","1","15","172","1001","10201127"
"56011128","1","15","173","1002","10201128"
"56011129","1","15","174","1003","10201129"
"56011129","50","8","175","0","91002"
"56011130","1","15","176","1001","10201130"
"56011131","1","15","177","1002","10201131"
"56011132","1","15","178","1003","10201132"
"56011132","50","8","179","0","91002"
"56011133","1","15","180","1001","10201133"
"56011134","1","15","181","1002","10201134"
"56011135","1","15","182","1003","10201135"
"56011135","50","8","183","0","91002"
"56011136","1","15","184","1001","10201136"
"56011137","1","15","185","1002","10201137"
"56011138","1","15","186","1003","10201138"
"56011138","50","8","187","0","91002"
"56011139","1","15","188","1001","10201139"
"56011140","1","15","189","1002","10201140"
"56011141","1","15","190","1003","10201141"
"56011141","50","8","191","0","91002"
"56011142","1","15","192","1001","10201142"
"56011143","1","15","193","1002","10201143"
"56011144","1","15","194","1003","10201144"
"56011144","50","8","195","0","91002"
"56011145","1","15","196","1001","10201145"
"56011146","1","15","197","1002","10201146"
"56011147","1","15","198","1003","10201147"
"56011147","50","8","199","0","91002"
"56011148","1","15","200","1001","10201148"
"56011149","1","15","201","1002","10201149"
"56011150","1","15","202","1003","10201150"
"56011150","50","8","203","0","91002"
"56011151","1","15","204","1001","10201151"
"56011152","1","15","205","1002","10201152"
"56011153","1","15","206","1003","10201153"
"56011153","50","8","207","0","91002"
"56011154","1","15","208","1001","10201154"
"56011155","1","15","209","1002","10201155"
"56011156","1","15","210","1003","10201156"
"56011156","50","8","211","0","91002"
"56011157","1","15","212","1001","10201157"
"56011158","1","15","213","1002","10201158"
"56011159","1","15","214","1003","10201159"
"56011159","50","8","215","0","91002"
"56011160","1","15","216","1001","10201160"
"56011161","1","15","217","1002","10201161"
"56011162","1","15","218","1003","10201162"
"56011162","50","8","219","0","91002"
"56011163","1","15","220","1001","10201163"
"56011164","1","15","221","1002","10201164"
"56011165","1","15","222","1003","10201165"
"56011165","50","8","223","0","91002"
"56011166","1","15","224","1001","10201166"
"56011167","1","15","225","1002","10201167"
"56011168","1","15","226","1003","10201168"
"56011168","50","8","227","0","91002"
"56011169","1","15","228","1001","10201169"
"56011170","1","15","229","1002","10201170"
"56011171","1","15","230","1003","10201171"
"56011171","50","8","231","0","91002"
"56011172","1","15","232","1001","10201172"
"56011173","1","15","233","1002","10201173"
"56011174","1","15","234","1003","10201174"
"56011174","50","8","235","0","91002"
"56011175","1","15","236","1001","10201175"
"56011176","1","15","237","1002","10201176"
"56011177","1","15","238","1003","10201177"
"56011177","50","8","239","0","91002"
"56011178","1","15","240","1001","10201178"
"56011179","1","15","241","1002","10201179"
"56011180","1","15","242","1003","10201180"
"56011180","50","8","243","0","91002"
"56011181","1","15","244","1001","10201181"
"56011182","1","15","245","1002","10201182"
"56011183","1","15","246","1003","10201183"
"56011183","50","8","247","0","91002"
"56011184","1","15","248","1001","10201184"
"56011185","1","15","249","1002","10201185"
"56011186","1","15","250","1003","10201186"
"56011186","50","8","251","0","91002"
"56011187","1","15","252","1001","10201187"
"56011188","1","15","253","1002","10201188"
"56011189","1","15","254","1003","10201189"
"56011189","50","8","255","0","91002"
"56011190","1","15","256","1001","10201190"
"56011191","1","15","257","1002","10201191"
"56011192","1","15","258","1003","10201192"
"56011192","50","8","259","0","91002"
"56011193","1","15","260","1001","10201193"
"56011194","1","15","261","1002","10201194"
"56011195","1","15","262","1003","10201195"
"56011195","50","8","263","0","91002"
"56011196","1","15","264","1001","10201196"
"56011197","1","15","265","1002","10201197"
"56011198","1","15","266","1003","10201198"
"56011198","50","8","267","0","91002"
"56011199","1","15","268","1001","10201199"
"56011200","1","15","269","1002","10201200"
"56011201","1","15","270","1003","10201201"
"56011201","50","8","271","0","91002"
"56011202","1","15","272","1001","10201202"
"56011203","1","15","273","1002","10201203"
"56011204","1","15","274","1003","10201204"
"56011204","50","8","275","0","91002"
"56011205","1","15","276","1001","10201205"
"56011206","1","15","277","1002","10201206"
"56011207","1","15","278","1003","10201207"
"56011207","50","8","279","0","91002"
"56011208","1","15","280","1001","10201208"
"56011209","1","15","281","1002","10201209"
"56011210","1","15","282","1003","10201210"
"56011210","50","8","283","0","91002"
"56011211","1","15","284","1001","10201211"
"56011212","1","15","285","1002","10201212"
"56011213","1","15","286","1003","10201213"
"56011213","50","8","287","0","91002"
"56011214","1","15","288","1001","10201214"
"56011215","1","15","289","1002","10201215"
"56011216","1","15","290","1003","10201216"
"56011216","50","8","291","0","91002"
"56011217","1","15","292","1001","10201217"
"56011218","1","15","293","1002","10201218"
"56011219","1","15","294","1003","10201219"
"56011219","50","8","295","0","91002"
"56011220","1","15","296","1001","10201220"
"56011221","1","15","297","1002","10201221"
"56011222","1","15","298","1003","10201222"
"56011222","50","8","299","0","91002"
"56011223","1","15","300","1001","10201223"
"56011224","1","15","301","1002","10201224"
"56011225","1","15","302","1003","10201225"
"56011225","50","8","303","0","91002"
"56011226","1","15","304","1001","10201226"
"56011227","1","15","305","1002","10201227"
"56011228","1","15","306","1003","10201228"
"56011228","50","8","307","0","91002"
"56011229","1","15","308","1001","10201229"
"56011230","1","15","309","1002","10201230"
"56011231","1","15","310","1003","10201231"
"56011231","50","8","311","0","91002"
"56011232","1","15","312","1001","10201232"
"56011233","1","15","313","1002","10201233"
"56011234","1","15","314","1003","10201234"
"56011234","50","8","315","0","91002"
"56012001","1","15","316","1003","10202001"
"56012002","1","15","317","1003","10202002"
"56012003","1","15","318","1003","10202003"
"56012004","1","15","319","1003","10202004"
"56012005","1","15","320","1003","10202005"
"56012006","1","15","321","1003","10202006"
"56012007","1","15","322","1003","10202007"
"56012008","1","15","323","1003","10202008"
"56012009","1","15","324","1003","10202009"
"56012010","1","15","325","1003","10202010"
"56012011","1","15","326","1003","10202011"
"56012012","1","15","327","1003","10202012"
"56012013","1","15","328","1003","10202013"
"56012014","1","15","329","1003","10202014"
"56012015","1","15","330","1003","10202015"
"54002001","1","15","447","1001","10501001"
"54002001","50","8","448","0","91002"
"54002002","1","15","449","1002","10501002"
"54002002","50","8","450","0","91002"
"54002003","1","15","451","1003","10501003"
"54002003","50","8","452","0","91002"
"54004001","1","15","453","1001","10502001"
"54004001","50","8","454","0","91002"
"54004002","1","15","455","1002","10502002"
"54004002","50","8","456","0","91002"
"54004003","1","15","457","1003","10502003"
"54004003","50","8","458","0","91002"
"55006001","1","15","459","1001","10601001"
"55006001","10","8","460","0","91002"
"55006002","1","15","461","1002","10601002"
"55006002","30","8","462","0","91002"
"55006003","1","15","463","1003","10601003"
"55006003","50","8","464","0","91002"
"56011235","1","15","465","1001","10201235"
"56011236","1","15","466","1002","10201236"
"56011237","1","15","467","1003","10201237"
"56011237","50","8","468","0","91002"
"56011238","1","15","469","1001","10201238"
"56011239","1","15","470","1002","10201239"
"56011240","1","15","471","1003","10201240"
"56011240","50","8","472","0","91002"
"56011241","1","15","473","1001","10201241"
"56011242","1","15","474","1002","10201242"
"56011243","1","15","475","1003","10201243"
"56011243","50","8","476","0","91002"
"56011244","1","15","477","1001","10201244"
"56011245","1","15","478","1002","10201245"
"56011246","1","15","479","1003","10201246"
"56011246","50","8","480","0","91002"
"56011247","1","15","481","1001","10201247"
"56011248","1","15","482","1002","10201248"
"56011249","1","15","483","1003","10201249"
"56011249","50","8","484","0","91002"
"56011250","1","15","485","1001","10201250"
"56011251","1","15","486","1002","10201251"
"56011252","1","15","487","1003","10201252"
"56011252","50","8","488","0","91002"
"56011253","1","15","489","1001","10201253"
"56011254","1","15","490","1002","10201254"
"56011255","1","15","491","1003","10201255"
"56011255","50","8","492","0","91002"
"56011256","1","15","493","1001","10201256"
"56011257","1","15","494","1002","10201257"
"56011258","1","15","495","1003","10201258"
"56011258","50","8","496","0","91002"
"56011259","1","15","497","1001","10201259"
"56011260","1","15","498","1002","10201260"
"56011261","1","15","499","1003","10201261"
"56011261","50","8","500","0","91002"
"56011262","1","15","501","1001","10201262"
"56011263","1","15","502","1002","10201263"
"56011264","1","15","503","1003","10201264"
"56011264","50","8","504","0","91002"
"56011265","1","15","505","1001","10201265"
"56011266","1","15","506","1002","10201266"
"56011267","1","15","507","1003","10201267"
"56011267","50","8","508","0","91002"
"56011268","1","15","509","1001","10201268"
"56011269","1","15","510","1002","10201269"
"56011270","1","15","511","1003","10201270"
"56011270","50","8","512","0","91002"
"56011271","1","15","513","1003","10201271"
"56011271","100","8","514","0","91002"
"56011272","1","15","515","1003","10201272"
"56011272","100","8","516","0","91002"
"56011273","1","15","517","1003","10201273"
"56011273","100","8","518","0","91002"
"56011274","1","15","519","1001","10201274"
"56011275","1","15","520","1002","10201275"
"56011276","1","15","521","1003","10201276"
"56011276","50","8","522","0","91002"
"56011277","1","15","523","1001","10201277"
"56011278","1","15","524","1002","10201278"
"56011279","1","15","525","1003","10201279"
"56011279","50","8","526","0","91002"
"56011280","1","15","527","1001","10201280"
"56011281","1","15","528","1002","10201281"
"56011282","1","15","529","1003","10201282"
"56011282","50","8","530","0","91002"
"56011283","1","15","531","1001","10201283"
"56011284","1","15","532","1002","10201284"
"56011285","1","15","533","1003","10201285"
"56011285","50","8","534","0","91002"
"56011286","1","15","535","1003","10201286"
"56011286","100","8","536","0","91002"
"56014001","1","15","537","1001","11101001"
"56014001","10","8","538","0","91002"
"56014002","1","15","539","1002","11101002"
"56014002","20","8","540","0","91002"
"56014003","1","15","541","1003","11101003"
"56014003","50","8","542","0","91002"
"56015001","1","15","543","1001","11201001"
"56015001","50","8","544","0","91002"
"56015002","1","15","545","1002","11201002"
"56015002","50","8","546","0","91002"
"56015003","1","15","547","1003","11201003"
"56015003","50","8","548","0","91002"
"56011287","1","15","549","1001","10201287"
"56011288","1","15","550","1002","10201288"
"56011289","1","15","551","1003","10201289"
"56011289","50","8","552","0","91002"
"56011290","1","15","553","1001","10201290"
"56011291","1","15","554","1002","10201291"
"56011292","1","15","555","1003","10201292"
"56011292","50","8","556","0","91002"
"56011293","1","15","557","1003","10201293"
"56011293","100","8","558","0","91002"
"56011294","1","15","559","1001","10201294"
"56011295","1","15","560","1002","10201295"
"56011296","1","15","561","1003","10201296"
"56011296","50","8","562","0","91002"
"56011297","1","15","563","1001","10201297"
"56011298","1","15","564","1002","10201298"
"56011299","1","15","565","1003","10201299"
"56011299","50","8","566","0","91002"
"56011300","1","15","567","1001","10201300"
"56011301","1","15","568","1002","10201301"
"56011302","1","15","569","1003","10201302"
"56011302","50","8","570","0","91002"
"56011303","1","15","571","1003","10201303"
"56011303","100","8","572","0","91002"
"56011304","1","15","573","1001","10201304"
"56011305","1","15","574","1002","10201305"
"56011306","1","15","575","1003","10201306"
"56011306","50","8","576","0","91002"
"58008015","1","15","577","1003","10301015"
"58008015","50","8","578","0","91002"
"56011307","1","15","579","1001","10201307"
"56011308","1","15","580","1002","10201308"
"56011309","1","15","581","1003","10201309"
"56011309","50","8","582","0","91002"
"56011310","1","15","583","1001","10201310"
"56011311","1","15","584","1002","10201311"
"56011312","1","15","585","1003","10201312"
"56011312","50","8","586","0","91002"
"56011313","1","15","587","1003","10201313"
"56011313","100","8","588","0","91002"
"56011314","1","15","589","1001","10201314"
"56011315","1","15","590","1002","10201315"
"56011316","1","15","591","1003","10201316"
"56011316","50","8","592","0","91002"
"56011317","1","15","593","1001","10201317"
"56011318","1","15","594","1002","10201318"
"56011319","1","15","595","1003","10201319"
"56011319","50","8","596","0","91002"
"56011320","1","15","597","1001","10201320"
"56011321","1","15","598","1002","10201321"
"56011322","1","15","599","1003","10201322"
"56011322","50","8","600","0","91002"
"56011323","1","15","601","1003","10201323"
"56011323","100","8","602","0","91002"
"56011324","1","15","603","1001","10201324"
"56011325","1","15","604","1002","10201325"
"56011326","1","15","605","1003","10201326"
"56011326","50","8","606","0","91002"
"56011327","1","15","607","1001","10201327"
"56011328","1","15","608","1002","10201328"
"56011329","1","15","609","1003","10201329"
"56011329","50","8","610","0","91002"
"56011330","1","15","611","1001","10201330"
"56011331","1","15","612","1002","10201331"
"56011332","1","15","613","1003","10201332"
"56011332","50","8","614","0","91002"
"56011333","1","15","615","1003","10201333"
"56011333","100","8","616","0","91002"
"56011334","1","15","617","1003","10201334"
"56011334","100","8","618","0","91002"
"56011335","1","15","619","1003","10201335"
"56011335","100","8","620","0","91002"
"56012100","1","15","621","1003","10202100"
"56011336","1","15","622","1001","10201336"
"56011337","1","15","623","1002","10201337"
"56011338","1","15","624","1003","10201338"
"56011338","50","8","625","0","91002"
"56011339","1","15","626","1001","10201339"
"56011340","1","15","627","1002","10201340"
"56011341","1","15","628","1003","10201341"
"56011341","50","8","629","0","91002"
"56012016","1","15","630","1003","10202016"
"56011342","1","15","631","1003","10201342"
"56011342","100","8","632","0","91002"
"56011343","1","15","633","1001","10201343"
"56011344","1","15","634","1002","10201344"
"56011345","1","15","635","1003","10201345"
"56011345","50","8","636","0","91002"
"56011346","1","15","637","1001","10201346"
"56011347","1","15","638","1002","10201347"
"56011348","1","15","639","1003","10201348"
"56011348","50","8","640","0","91002"
"56011349","1","15","641","1003","10201349"
"56011349","100","8","642","0","91002"
"55008001","1","15","643","1001","10603001"
"55008001","50","8","644","0","91002"
"55008002","1","15","645","1001","10603002"
"55008002","50","8","646","0","91002"
"55008003","1","15","647","1002","10603003"
"55008003","50","8","648","0","91002"
"55008004","1","15","649","1002","10603004"
"55008004","50","8","650","0","91002"
"55008005","1","15","651","1003","10603005"
"55008005","50","8","652","0","91002"
"55008006","1","15","653","1003","10603006"
"55008006","50","8","654","0","91002"
"56011350","1","15","655","1001","10201350"
"56011351","1","15","656","1002","10201351"
"56011352","1","15","657","1003","10201352"
"56011352","50","8","658","0","91002"
"56011353","1","15","659","1001","10201353"
"56011354","1","15","660","1002","10201354"
"56011355","1","15","661","1003","10201355"
"56011355","50","8","662","0","91002"
"56011356","1","15","663","1001","10201356"
"56011357","1","15","664","1002","10201357"
"56011358","1","15","665","1003","10201358"
"56011358","50","8","666","0","91002"
"56011359","1","15","667","1003","10201359"
"56011359","100","8","668","0","91002"
"56011360","1","15","669","1001","10201360"
"56011361","1","15","670","1002","10201361"
"56011362","1","15","671","1003","10201362"
"56011362","50","8","672","0","91002"
"56011363","1","15","673","1001","10201363"
"56011364","1","15","674","1002","10201364"
"56011365","1","15","675","1003","10201365"
"56011365","50","8","676","0","91002"
"56012017","1","15","677","1003","10202017"
"56011366","1","15","678","1001","10201366"
"56011367","1","15","679","1002","10201367"
"56011368","1","15","680","1003","10201368"
"56011368","50","8","681","0","91002"
"56011369","1","15","682","1001","10201369"
"56011370","1","15","683","1002","10201370"
"56011371","1","15","684","1003","10201371"
"56011371","50","8","685","0","91002"
"56011372","1","15","686","1003","10201372"
"56011372","100","8","687","0","91002"
"56011373","1","15","688","1001","10201373"
"56011374","1","15","689","1002","10201374"
"56011375","1","15","690","1003","10201375"
"56011375","50","8","691","0","91002"
"56011376","1","15","692","1001","10201376"
"56011377","1","15","693","1002","10201377"
"56011378","1","15","694","1003","10201378"
"56011378","50","8","695","0","91002"
"56011379","1","15","696","1001","10201379"
"56011380","1","15","697","1002","10201380"
"56011381","1","15","698","1003","10201381"
"56011381","50","8","699","0","91002"
"56011382","1","15","700","1001","10201382"
"56011383","1","15","701","1002","10201383"
"56011384","1","15","702","1003","10201384"
"56011384","50","8","703","0","91002"
"56011385","1","15","704","1003","10201385"
"56011385","100","8","705","0","91002"
"56011386","1","15","706","1001","10201386"
"56011387","1","15","707","1002","10201387"
"56011388","1","15","708","1003","10201388"
"56011388","50","8","709","0","91002"
"56011389","1","15","710","1001","10201389"
"56011390","1","15","711","1002","10201390"
"56011391","1","15","712","1003","10201391"
"56011391","50","8","713","0","91002"
"56011392","1","15","714","1001","10201392"
"56011393","1","15","715","1002","10201393"
"56011394","1","15","716","1003","10201394"
"56011394","50","8","717","0","91002"
"56011395","1","15","718","1003","10201395"
"56011395","100","8","719","0","91002"
"56011396","1","15","720","1003","10201396"
"56011396","100","8","721","0","91002"
"56011397","1","15","722","1001","10201397"
"56011398","1","15","723","1002","10201398"
"56011399","1","15","724","1003","10201399"
"56011399","50","8","725","0","91002"
"56011400","1","15","726","1001","10201400"
"56011401","1","15","727","1002","10201401"
"56011402","1","15","728","1003","10201402"
"56011402","50","8","729","0","91002"
"56011403","1","15","730","1001","10201403"
"56011404","1","15","731","1002","10201404"
"56011405","1","15","732","1003","10201405"
"56011405","50","8","733","0","91002"
"56011406","1","15","734","1003","10201406"
"56011406","100","8","735","0","91002"
"56011407","1","15","736","1001","10201407"
"56011408","1","15","737","1002","10201408"
"56011409","1","15","738","1003","10201409"
"56011409","50","8","739","0","91002"
"56011410","1","15","740","1001","10201410"
"56011411","1","15","741","1002","10201411"
"56011412","1","15","742","1003","10201412"
"56011412","50","8","743","0","91002"
"56011413","1","15","744","1003","10201413"
"56011413","100","8","745","0","91002"
"56011414","1","15","746","1001","10201414"
"56011415","1","15","747","1002","10201415"
"56011416","1","15","748","1003","10201416"
"56011416","50","8","749","0","91002"
"56011417","1","15","750","1001","10201417"
"56011418","1","15","751","1002","10201418"
"56011419","1","15","752","1003","10201419"
"56011419","50","8","753","0","91002"
"56011420","1","15","754","1001","10201420"
"56011421","1","15","755","1002","10201421"
"56011422","1","15","756","1003","10201422"
"56011422","50","8","757","0","91002"
"56011423","1","15","758","1003","10201423"
"56011423","100","8","759","0","91002"
"56011424","1","15","760","1001","10201424"
"56011425","1","15","761","1002","10201425"
"56011426","1","15","762","1003","10201426"
"56011426","50","8","763","0","91002"
"56011427","1","15","764","1001","10201427"
"56011428","1","15","765","1002","10201428"
"56011429","1","15","766","1003","10201429"
"56011429","50","8","767","0","91002"
"56011430","1","15","768","1001","10201430"
"56011431","1","15","769","1002","10201431"
"56011432","1","15","770","1003","10201432"
"56011432","50","8","771","0","91002"
"56011433","1","15","772","1001","10201433"
"56011434","1","15","773","1002","10201434"
"56011435","1","15","774","1003","10201435"
"56011435","50","8","775","0","91002"
"56011436","1","15","776","1003","10201436"
"56011436","100","8","777","0","91002"
"56011437","1","15","778","1001","10201437"
"56011438","1","15","779","1002","10201438"
"56011439","1","15","780","1003","10201439"
"56011439","50","8","781","0","91002"
"56011440","1","15","782","1001","10201440"
"56011441","1","15","783","1002","10201441"
"56011442","1","15","784","1003","10201442"
"56011442","50","8","785","0","91002"
"56011443","1","15","786","1001","10201443"
"56011444","1","15","787","1002","10201444"
"56011445","1","15","788","1003","10201445"
"56011445","50","8","789","0","91002"
"56011446","1","15","790","1003","10201446"
"56011446","100","8","791","0","91002"
"56011447","1","15","792","1001","10201447"
"56011448","1","15","793","1002","10201448"
"56011449","1","15","794","1003","10201449"
"56011449","50","8","795","0","91002"
"56011450","1","15","796","1001","10201450"
"56011451","1","15","797","1002","10201451"
"56011452","1","15","798","1003","10201452"
"56011452","50","8","799","0","91002"
"56011453","1","15","800","1001","10201453"
"56011454","1","15","801","1002","10201454"
"56011455","1","15","802","1003","10201455"
"56011455","50","8","803","0","91002"
"56011456","1","15","804","1001","10201456"
"56011457","1","15","805","1002","10201457"
"56011458","1","15","806","1003","10201458"
"56011458","50","8","807","0","91002"
"56011459","1","15","808","1001","10201459"
"56011460","1","15","809","1002","10201460"
"56011461","1","15","810","1003","10201461"
"56011461","50","8","811","0","91002"
"56011462","1","15","812","1003","10201462"
"56011462","100","8","813","0","91002"
"56011463","1","15","814","1003","10201463"
"56011463","100","8","815","0","91002"
"56011464","1","15","816","1003","10201464"
"56011464","100","8","817","0","91002"
"56011465","1","15","818","1001","10201465"
"56011466","1","15","819","1002","10201466"
"56011467","1","15","820","1003","10201467"
"56011467","50","8","821","0","91002"
"56011468","1","15","822","1001","10201468"
"56011469","1","15","823","1002","10201469"
"56011470","1","15","824","1003","10201470"
"56011470","50","8","825","0","91002"
"56011471","1","15","826","1003","10201471"
"56011471","100","8","827","0","91002"
"56011472","1","15","828","1001","10201472"
"56011473","1","15","829","1002","10201473"
"56011474","1","15","830","1003","10201474"
"56011474","50","8","831","0","91002"
"56011475","1","15","832","1001","10201475"
"56011476","1","15","833","1002","10201476"
"56011477","1","15","834","1003","10201477"
"56011477","50","8","835","0","91002"
"56011484","1","15","836","1003","10201484"
"56011484","100","8","837","0","91002"
"56011485","1","15","838","1001","10201485"
"56011486","1","15","839","1002","10201486"
"56011487","1","15","840","1003","10201487"
"56011487","50","8","841","0","91002"
"56011488","1","15","842","1001","10201488"
"56011489","1","15","843","1002","10201489"
"56011490","1","15","844","1003","10201490"
"56011490","50","8","845","0","91002"
"56011491","1","15","846","1001","10201491"
