bf21a3cf252ec60d010663357980d6cb8cf0e84afe21169208117c0b7e64423c,5429cd2afd5552800443b759c9c268652e3b423e042f7094d471446712fdccd3,0c48cbe1d5a31c67b0e66ba9b45f48b5393e6f7868f439734fa9057d3c40645c,2fb6880dee91562766a233642f756b532781d5abc8b334a7a54e90e2c05f85c7,ab23c670f2f759c9d6e210a7fea682e239abd1f504093326abaeb2b3f8aa2875,bb433e71648a33c4668d8f1ca354adb997405e201da5ce9cdd617453eb81162d,9c26158de802886ff6097f2817011c1d03028dc76a7edf9db0c635f8efec47d3,69feda3d610506d52bd62e13dbdb5d47ad7a7d01b4b20a6e4b8914676fbacc4c,6cf2df139b659d420dbb2c42cc4768b41511910668890a9a807e2d2b6c9af5de,25838e03675eb69b6ba77988b8d2595ddf7811c55a52d7abef38843efa539ddf,05e79e1221207b3f4f17ee81f0dc7f9ead216e4d1efb0540ca5f0c89a0130fd7,74af091731dc6317db9002284319e32ed3b38b6a0d58e5aa4ab6281720f0fead,042b5bc9afa84ee3811132c70ba52e2b36792e27ca07ba182fe623d776341c5e
"13","0","10010276","0","0","0","0","1","0","10010278","0","0","10010277"
"2","60","10010277","0","1","0","0","1","0","10010279","0","0","10010278"
"3","59","10010278","0","2","0","0","1","0","10010280","0","0","10010279"
"2","58","10010279","0","2","0","0","1","0","10010281","0","0","10010280"
"5","57","10010280","0","0","0","0","1","0","10010282","0","0","10010281"
"7","56","10010281","0","10002","0","0","1","0","10010283","10010285","0","10010282"
"12","55","10010282","0","0","0","0","1","0","10010296","0","0","10010283"
"2","61","10010282","0","3","0","0","1","0","10010695","0","0","10010285"
"7","58","10010696","0","10003","0","0","1","0","10010697","0","0","10010287"
"14","56","10010697","0","3","0","0","1","0","10010291","0","0","10010290"
"3","55","10010290","0","3","0","0","1","0","10010292","0","0","10010291"
"7","54","10010291","0","10002","0","0","1","0","10010699","0","0","10010292"
"2","51","10010700","0","2","0","0","1","0","10010300","0","0","10010295"
"6","54","10010283","0","0","0","0","1","0","10010578","0","0","10010296"
"4","51","10010723","0","0","0","0","1","0","10010300","0","0","10010299"
"5","50","10010295","0","0","0","10010299","1","0","10010301","0","0","10010300"
"3","49","10010300","0","1","0","0","1","0","10010580","0","0","10010301"
"11","46","10010581","0","10001","0","0","1","0","10010305","10010307","0","10010304"
"2","45","10010304","0","1","0","0","1","0","10010306","0","0","10010305"
"3","44","10010305","0","1","0","0","1","0","10010316","0","0","10010306"
"3","47","10010304","0","3","0","0","1","0","10010308","0","0","10010307"
"2","46","10010307","0","3","0","0","1","0","10010583","0","0","10010308"
"7","44","10010583","0","10003","0","0","1","0","10010584","0","0","10010310"
"2","42","10010584","0","3","0","0","1","0","10010582","0","0","10010312"
"12","40","10010582","0","0","0","0","1","0","10010315","0","0","10010314"
"2","39","10010314","0","3","0","0","1","0","10010586","0","0","10010315"
"4","43","10010306","0","0","0","0","1","0","10010317","0","0","10010316"
"2","42","10010316","0","2","0","0","1","0","10010318","0","0","10010317"
"6","41","10010317","0","0","0","0","1","0","10010319","0","0","10010318"
"4","40","10010318","0","0","0","0","1","0","10010320","0","0","10010319"
"7","39","10010319","0","10001","0","0","1","0","10010586","0","0","10010320"
"3","37","10010586","0","2","0","0","1","0","10010323","0","0","10010322"
"4","36","10010322","0","0","0","0","1","0","10010324","0","0","10010323"
"6","35","10010323","0","0","0","0","1","0","10010325","0","0","10010324"
"2","34","10010324","0","2","0","0","1","0","10010326","0","0","10010325"
"14","33","10010325","0","3","0","0","1","0","10010327","0","0","10010326"
"7","32","10010326","0","10001","0","0","1","0","10010328","0","0","10010327"
"14","31","10010327","0","4","0","0","1","0","10010329","0","0","10010328"
"4","30","10010328","0","0","0","0","1","0","10010330","0","0","10010329"
"12","29","10010329","0","0","0","0","1","0","10010587","0","0","10010330"
"5","27","10010587","0","0","0","0","1","0","10010333","0","0","10010332"
"7","26","10010332","0","10001","0","0","1","0","10010334","0","0","10010333"
"3","25","10010333","0","2","0","0","1","0","10010335","0","0","10010334"
"2","24","10010334","0","1","0","0","1","0","10010588","0","0","10010335"
"4","22","10010588","0","0","0","0","1","0","10010338","0","0","10010337"
"11","21","10010337","0","10001","0","0","1","0","10010339","0","0","10010338"
"6","20","10010338","0","0","0","0","1","0","10010340","0","0","10010339"
"2","19","10010339","0","2","0","0","1","0","10010341","0","0","10010340"
"3","18","10010340","0","1","0","0","1","0","10010342","0","0","10010341"
"5","17","10010341","0","0","0","0","1","0","10010343","10010355","0","10010342"
"3","16","10010342","0","1","0","0","1","0","10010344","0","0","10010343"
"7","15","10010343","0","10002","0","0","1","0","10010589","0","0","10010344"
"2","13","10010589","0","2","0","0","1","0","10010347","0","0","10010346"
"7","12","10010346","0","10001","0","0","1","0","10010348","0","0","10010347"
"3","11","10010347","0","3","0","0","1","0","10010349","0","0","10010348"
"6","10","10010348","0","0","0","10010350","1","0","10010590","0","0","10010349"
"2","11","10010351","0","1","0","0","1","0","10010349","0","0","10010350"
"2","12","10010352","0","3","0","0","1","0","10010350","0","0","10010351"
"7","13","10010353","0","10002","0","0","1","0","10010351","0","0","10010352"
"2","14","10010354","0","1","0","0","1","0","10010352","0","0","10010353"
"2","15","10010355","0","2","0","0","1","0","10010353","0","0","10010354"
"4","16","10010342","0","0","0","0","1","0","10010354","0","0","10010355"
"4","8","10010590","0","0","0","0","1","0","10010591","10010592","0","10010357"
"4","4","10010595","0","0","0","10010596","1","0","10010365","0","0","10010361"
"2","3","10010361","0","3","0","0","1","0","10010598","0","0","10010365"
"13","0","10010597","0","0","0","0","1","0","10010431","0","0","10010430"
"2","60","10010430","0","1","0","0","1","0","10010432","0","0","10010431"
"6","59","10010431","0","0","0","0","1","0","10010434","0","0","10010432"
"7","58","10010432","0","10001","0","0","1","0","10010439","0","0","10010434"
"11","57","10010434","0","10001","0","0","1","0","10010484","0","0","10010439"
"6","56","10010001","0","0","0","10010439","1","0","10010485","0","0","10010484"
"2","55","10010484","0","1","0","0","1","0","10010486","0","0","10010485"
"4","54","10010485","0","0","0","0","1","0","10010487","0","0","10010486"
"7","53","10010486","0","10001","0","0","1","0","10010488","0","0","10010487"
"12","52","10010487","0","0","0","0","1","0","10010489","0","0","10010488"
"2","51","10010488","0","1","0","0","1","0","10010490","0","0","10010489"
"5","50","10010489","0","0","0","0","1","0","10010491","0","0","10010490"
"4","49","10010490","0","0","0","0","1","0","10010611","10010612","0","10010491"
"5","6","10010184","0","0","0","0","1","0","10010556","0","0","10010555"
"6","5","10010555","0","0","0","0","1","0","10010558","0","0","10010556"
"7","4","10010556","0","10002","0","0","1","0","10010186","0","0","10010558"
"2","50","10010107","0","1","0","0","1","0","10010119","10010560","0","10010559"
"4","49","10010559","0","0","0","0","1","0","10010110","0","0","10010560"
"2","46","10010111","0","2","0","0","1","0","10010113","0","0","10010561"
"14","43","10010114","0","3","0","0","1","0","10010116","0","0","10010562"
"14","39","10010118","0","3","0","10010128","1","0","10010130","0","0","10010563"
"11","23","10010244","0","10001","0","0","1","0","10010575","0","0","10010564"
"14","46","10010121","0","3","0","0","1","0","10010123","0","0","10010565"
"7","44","10010123","0","10001","0","0","1","0","10010125","0","0","10010566"
"5","21","10010167","0","0","0","0","1","0","10010169","0","0","10010568"
"4","19","10010169","0","0","0","0","1","0","10010173","0","0","10010570"
"2","27","10010234","0","1","0","0","1","0","10010246","0","0","10010573"
"14","26","10010237","0","1","0","0","1","0","10010239","0","0","10010574"
"12","22","10010241","0","0","0","10010564","1","0","10010247","0","0","10010575"
"4","17","10010253","0","0","0","0","1","0","10010255","0","0","10010576"
"2","17","10010251","0","3","0","0","1","0","10010255","0","0","10010577"
"11","53","10010296","0","10001","0","0","1","0","10010723","0","0","10010578"
"14","48","10010301","0","2","0","0","1","0","10010581","0","0","10010580"
"2","47","10010580","0","1","0","0","1","0","10010304","0","0","10010581"
"7","41","10010312","0","10003","0","0","1","0","10010314","0","0","10010582"
"4","45","10010308","0","0","0","0","1","0","10010310","0","0","10010583"
"14","43","10010310","0","4","0","0","1","0","10010312","0","0","10010584"
"12","38","10010315","0","0","0","10010320","1","0","10010322","0","0","10010586"
"11","28","10010330","0","10001","0","0","1","0","10010332","0","0","10010587"
"14","23","10010335","0","5","0","0","1","0","10010337","0","0","10010588"
"11","14","10010344","0","10001","0","0","1","0","10010346","0","0","10010589"
"14","9","10010349","0","3","0","0","1","0","10010357","0","0","10010590"
"2","7","10010357","0","2","0","0","1","0","10010593","0","0","10010591"
"6","7","10010357","0","0","0","0","1","0","10010594","0","0","10010592"
"7","6","10010591","0","10003","0","0","1","0","10010595","0","0","10010593"
"3","6","10010592","0","3","0","0","1","0","10010596","0","0","10010594"
"12","5","10010593","0","0","0","0","1","0","10010361","0","0","10010595"
"11","5","10010594","0","10001","0","0","1","0","10010361","0","0","10010596"
"7","1","10010598","0","10003","0","0","1","0","10010430","0","0","10010597"
"7","2","10010365","0","10001","0","0","1","0","10010597","0","0","10010598"
"14","48","10010491","0","1","0","0","1","0","10010614","0","0","10010611"
"14","48","10010491","0","1","0","0","1","0","10010613","0","0","10010612"
"2","47","10010612","0","3","0","0","1","0","10010616","0","0","10010613"
"3","47","10010611","0","3","0","0","1","0","10010615","0","0","10010614"
"6","46","10010614","0","0","0","0","1","0","10010618","0","0","10010615"
"4","46","10010613","0","0","0","0","1","0","10010617","0","0","10010616"
"14","45","10010616","0","2","0","0","1","0","10010619","0","0","10010617"
"14","45","10010615","0","2","0","0","1","0","10010624","0","0","10010618"
"2","44","10010617","0","1","0","0","1","0","10010620","0","0","10010619"
"2","43","10010619","0","2","0","0","1","0","10010621","0","0","10010620"
"2","42","10010620","0","2","0","10010622","1","0","10010625","0","0","10010621"
"3","43","10010624","0","1","0","0","1","0","10010621","0","0","10010622"
"7","44","10010618","0","10001","0","0","1","0","10010622","0","0","10010624"
"4","41","10010621","0","0","0","0","1","0","10010626","0","0","10010625"
"7","40","10010625","0","10001","0","0","1","0","10010627","0","0","10010626"
"2","39","10010626","0","1","0","0","1","0","10010628","0","0","10010627"
"14","38","10010627","0","4","0","0","1","0","10010629","0","0","10010628"
"5","37","10010628","0","0","0","0","1","0","10010630","0","0","10010629"
"2","36","10010629","0","1","0","0","1","0","10010631","10010637","0","10010630"
"3","35","10010630","0","2","0","0","1","0","10010632","0","0","10010631"
"2","34","10010631","0","2","0","0","1","0","10010633","0","0","10010632"
"11","33","10010632","0","10001","0","0","1","0","10010634","0","0","10010633"
"4","32","10010633","0","0","0","10010635","1","0","10010638","0","0","10010634"
"3","33","10010636","0","2","0","0","1","0","10010634","0","0","10010635"
"7","34","10010637","0","10002","0","0","1","0","10010635","0","0","10010636"
"12","35","10010630","0","0","0","0","1","0","10010636","0","0","10010637"
"6","31","10010634","0","0","0","0","1","0","10010639","0","0","10010638"
"2","30","10010638","0","1","0","0","1","0","10010640","0","0","10010639"
"11","29","10010639","0","10001","0","0","1","0","10010641","0","0","10010640"
"14","28","10010640","0","5","0","0","1","0","10010642","0","0","10010641"
"4","27","10010641","0","0","0","0","1","0","10010643","0","0","10010642"
"12","26","10010642","0","0","0","0","1","0","10010644","0","0","10010643"
"2","25","10010643","0","1","0","0","1","0","10010645","0","0","10010644"
"3","24","10010644","0","2","0","0","1","0","10010646","0","0","10010645"
"4","23","10010645","0","0","0","0","1","0","10010647","0","0","10010646"
"2","22","10010646","0","2","0","0","1","0","10010648","0","0","10010647"
"14","21","10010647","0","3","0","0","1","0","10010649","0","0","10010648"
"3","20","10010648","0","1","0","0","1","0","10010650","10010653","0","10010649"
"3","19","10010649","0","2","0","0","1","0","10010651","0","0","10010650"
"2","18","10010650","0","3","0","0","1","0","10010654","0","0","10010651"
"7","18","10010653","0","10003","0","0","1","0","10010655","0","0","10010652"
"2","19","10010649","0","1","0","0","1","0","10010652","0","0","10010653"
"11","17","10010651","0","10001","0","0","1","0","10010658","0","0","10010654"
"3","17","10010652","0","2","0","0","1","0","10010656","0","0","10010655"
"7","16","10010655","0","10002","0","0","1","0","10010657","0","0","10010656"
"7","15","10010656","0","10001","0","10010658","1","0","10010659","0","0","10010657"
"2","16","10010654","0","2","0","0","1","0","10010657","0","0","10010658"
"5","14","10010657","0","0","0","0","1","0","10010660","0","0","10010659"
"2","13","10010659","0","2","0","0","1","0","10010661","0","0","10010660"
"4","12","10010660","0","0","0","0","1","0","10010662","0","0","10010661"
"14","11","10010661","0","5","0","0","1","0","10010663","0","0","10010662"
"2","10","10010662","0","3","0","0","1","0","10010664","0","0","10010663"
"12","9","10010663","0","0","0","0","1","0","10010665","0","0","10010664"
"6","8","10010664","0","0","0","0","1","0","10010666","0","0","10010665"
"2","7","10010665","0","1","0","0","1","0","10010667","0","0","10010666"
"7","6","10010666","0","10003","0","0","1","0","10010668","0","0","10010667"
"11","5","10010667","0","10001","0","0","1","0","10010669","0","0","10010668"
"4","4","10010668","0","0","0","0","1","0","10010670","0","0","10010669"
"3","3","10010669","0","1","0","0","1","0","10010671","0","0","10010670"
"2","2","10010670","0","3","0","0","1","0","10010672","0","0","10010671"
"7","1","10010671","0","10001","0","0","1","0","10010673","0","0","10010672"
"13","0","10010672","0","0","0","0","1","0","10010674","0","0","10010673"
"3","60","10010673","0","1","0","0","1","0","10010099","0","0","10010674"
"3","60","10010285","0","3","0","0","1","0","10010696","0","0","10010695"
"14","59","10010695","0","6","0","0","1","0","10010287","0","0","10010696"
"2","57","10010287","0","3","0","0","1","0","10010290","0","0","10010697"
"4","53","10010292","0","0","0","0","1","0","10010700","0","0","10010699"
"14","52","10010699","0","7","0","0","1","0","10010295","0","0","10010700"
"2","35","10010132","0","1","0","0","1","0","10010153","0","0","10010701"
"2","37","10010132","0","3","0","0","1","0","10010703","0","0","10010702"
"14","36","10010702","0","3","0","0","1","0","10010704","0","0","10010703"
"6","35","10010703","0","0","0","0","1","0","10010709","0","0","10010704"
"3","33","10010153","0","3","0","10010709","1","0","10010706","0","0","10010705"
"4","32","10010705","0","0","0","0","1","0","10010707","0","0","10010706"
"7","31","10010706","0","10001","0","0","1","0","10010708","0","0","10010707"
"3","30","10010707","0","1","0","0","1","0","10010158","0","0","10010708"
"7","34","10010704","0","10003","0","0","1","0","10010705","0","0","10010709"
"2","46","10010215","0","1","0","0","1","0","10010711","0","0","10010710"
"6","45","10010710","0","0","0","10010712","1","0","10010218","0","0","10010711"
"3","46","10010713","0","3","0","0","1","0","10010711","0","0","10010712"
"14","47","10010714","0","6","0","0","1","0","10010712","0","0","10010713"
"2","48","10010715","0","3","0","0","1","0","10010713","0","0","10010714"
"4","49","10010716","0","0","0","0","1","0","10010714","0","0","10010715"
"14","50","10010201","0","4","0","0","1","0","10010715","0","0","10010716"
"5","8","10010264","0","0","0","0","1","0","10010718","0","0","10010717"
"14","7","10010717","0","5","0","0","1","0","10010720","0","0","10010718"
"7","6","10010264","0","10001","0","0","1","0","10010272","0","0","10010719"
"7","6","10010718","0","10003","0","0","1","0","10010721","0","0","10010720"
"3","5","10010720","0","3","0","0","1","0","10010273","0","0","10010721"
"2","52","10010578","0","1","0","0","1","0","10010299","0","0","10010723"
"1","63","0","0","0","0","0","2","0","10020002","0","0","10020001"
"2","62","10020001","0","1","0","10020390","2","0","10020003","0","0","10020002"
"4","61","10020002","0","0","0","0","2","0","10020004","0","0","10020003"
"6","60","10020003","0","0","0","0","2","0","10020005","0","0","10020004"
"7","59","10020004","0","10001","0","0","2","0","10020006","0","0","10020005"
"2","58","10020005","0","2","0","0","2","0","10020007","0","0","10020006"
"5","57","10020006","0","0","0","0","2","0","10020592","0","0","10020007"
"12","55","10020592","0","0","0","0","2","0","10020588","10020589","0","10020009"
"14","53","10020588","0","1","0","0","2","0","10020015","0","0","10020012"
"14","53","10020589","0","1","0","0","2","0","10020014","0","0","10020013"
"4","52","10020013","0","0","0","0","2","0","10020016","0","0","10020014"
"6","52","10020012","0","0","0","0","2","0","10020020","0","0","10020015"
"14","51","10020014","0","2","0","0","2","0","10020590","0","0","10020016"
"4","49","10020587","0","0","0","10020590","2","0","10020021","0","0","10020018"
"14","51","10020015","0","2","0","0","2","0","10020587","0","0","10020020"
"3","48","10020018","0","1","0","0","2","0","10020022","0","0","10020021"
"2","47","10020021","0","1","0","0","2","0","10020023","0","0","10020022"
"6","46","10020022","0","0","0","0","2","0","10020024","0","0","10020023"
"5","45","10020023","0","0","0","0","2","0","10020025","0","0","10020024"
"4","44","10020024","0","0","0","0","2","0","10020026","0","0","10020025"
"14","43","10020025","0","4","0","0","2","0","10020027","0","0","10020026"
"2","42","10020026","0","1","0","0","2","0","10020028","0","0","10020027"
"6","41","10020027","0","0","0","0","2","0","10020029","0","0","10020028"
"2","40","10020028","0","1","0","0","2","0","10020030","0","0","10020029"
"11","39","10020029","0","10001","0","0","2","0","10020031","0","0","10020030"
"7","38","10020030","0","10001","0","0","2","0","10020518","10020586","0","10020031"
"2","12","10020544","0","1","0","0","2","0","10020063","0","0","10020062"
"4","11","10020062","0","0","0","0","2","0","10020064","0","0","10020063"
"3","10","10020063","0","2","0","0","2","0","10020515","0","0","10020064"
"7","7","10020516","0","10002","0","0","2","0","10020404","0","0","10020079"
"7","3","10020406","0","10003","0","0","2","0","10020084","0","0","10020083"
"12","2","10020083","0","0","0","0","2","0","10020085","0","0","10020084"
"6","1","10020084","0","0","0","0","2","0","10020086","0","0","10020085"
"13","0","10020085","0","0","0","0","2","0","10020087","0","0","10020086"
"2","66","10020086","0","2","0","0","2","0","10020088","0","0","10020087"
"4","65","10020087","0","0","0","0","2","0","10020089","0","0","10020088"
"7","64","10020088","0","10001","0","0","2","0","10020090","0","0","10020089"
"6","63","10020089","0","0","0","0","2","0","10020091","0","0","10020090"
"12","62","10020090","0","0","0","0","2","0","10020092","0","0","10020091"
"3","61","10020091","0","1","0","0","2","0","10020407","0","0","10020092"
"2","59","10020407","0","1","0","0","2","0","10020101","0","0","10020094"
"4","58","10020094","0","0","0","0","2","0","10020491","0","0","10020101"
"7","38","10020512","0","10002","0","0","2","0","10020128","0","0","10020127"
"6","37","10020127","10020567","0","0","0","2","0","10020573","10020561","0","10020128"
"11","33","10020146","0","10001","10020571","10020566","2","0","10020147","0","0","10020143"
"3","34","10020564","0","1","0","0","2","0","10020143","0","0","10020146"
"2","32","10020143","0","2","0","0","2","0","10020148","0","0","10020147"
"5","31","10020147","0","0","0","0","2","0","10020408","0","0","10020148"
"14","29","10020408","0","5","0","0","2","0","10020151","0","0","10020150"
"2","28","10020150","0","1","0","0","2","0","10020152","0","0","10020151"
"6","27","10020151","0","0","0","0","2","0","10020153","0","0","10020152"
"3","26","10020152","0","2","0","0","2","0","10020154","0","0","10020153"
"2","25","10020153","0","3","0","0","2","0","10020155","0","0","10020154"
"4","24","10020154","0","0","0","0","2","0","10020156","0","0","10020155"
"5","23","10020155","0","0","0","0","2","0","10020157","0","0","10020156"
"11","22","10020156","0","10001","0","0","2","0","10020158","0","0","10020157"
