b5c3bfdeb2508dbb9ac4cdcebb10ec5ae612237c729cb84526cd8fbca229d28e,d66d45eb356940667f39516933e6791b1b4f6701a964bfc8cc5e19d0b0106a53,79ff86974d4a0ed913ade62e0d5246497d3937d6003c3c33cbb36eee8de350d9,4d263beccbd11b093d523cefe03c796d2168f2e75994f2f4ef51831f21138c1f,0586ccf62217a9f69a10a403856bc4b61a3898296bc766d8b0f529481644f8d3,dde9526170741462ce18fe73e5818de99d6d844d766a89f6fd5a9ace912cabcd,18b877cec7e08547c16575ce25afafe849dd6d22f2604d30d1cd44a1a7e2094f,e80b4bcf8f4701be7bcdf22246b10942df75c325be6f37bd140a034ae7d9b203,da538191be7038d9b07565afcf6aba7e153b49ce00162954356610396a134825,ce330e90521094c992ef9f73f7484c1161f2a5756952ce8013778e1444f0d609,8e970ae7e24a983e6d091c83c26849b9cf60cd246999be504eb2f6c9ba849958
"80001","500600","","13","91002","101101","100","リノ","8","1","104"
"80001","500040","","14","91002","100201","100","ユイ","8","1","105"
"80001","500033","","15","91002","105801","100","ペコリーヌ","8","1","106"
"70002","0","","1","91002","0","500","","8","0","107"
"70002","0","","2","91002","0","500","","8","0","108"
"70003","0","","1","91002","0","300","","8","0","109"
"70003","0","","2","91002","0","300","","8","0","110"
"70003","0","","3","91002","0","300","","8","0","111"
"80002","0","","1","91002","0","100","","8","0","112"
"80002","0","","2","91002","0","100","","8","0","113"
"80002","0","","3","91002","0","100","","8","0","114"
"80002","0","","4","91002","0","100","","8","0","115"
"80002","0","","5","91002","0","100","","8","0","116"
"80002","0","","6","91002","0","100","","8","0","117"
"80002","0","","7","91002","0","100","","8","0","118"
"80002","0","","8","91002","0","100","","8","0","119"
"80002","0","","9","91002","0","100","","8","0","120"
"80002","0","","10","91002","0","100","","8","0","121"
"80002","0","","11","91002","0","100","","8","0","122"
"80002","0","","12","91002","0","100","","8","0","123"
"80002","0","","13","91002","0","100","","8","0","124"
"80002","0","","14","91002","0","100","","8","0","125"
"80002","0","","15","91002","0","100","","8","0","126"
"40006","0","","1","91002","0","150","","8","0","127"
"40006","0","","2","91002","0","150","","8","0","128"
"40006","0","","3","91002","0","150","","8","0","129"
"40006","0","","4","91002","0","150","","8","0","130"
"40006","0","","5","91002","0","150","","8","0","131"
"40006","0","","6","91002","0","150","","8","0","132"
"40006","0","","7","91002","0","150","","8","0","133"
"40006","0","","8","91002","0","150","","8","0","134"
"40006","0","","9","91002","0","150","","8","0","135"
"40006","0","","10","91002","0","150","","8","0","136"
"40007","0","","1","91002","0","150","","8","0","137"
"40007","0","","2","91002","0","150","","8","0","138"
"40007","0","","3","91002","0","150","","8","0","139"
"40007","0","","4","91002","0","150","","8","0","140"
"40007","0","","5","91002","0","150","","8","0","141"
"40007","0","","6","91002","0","150","","8","0","142"
"40007","0","","7","91002","0","150","","8","0","143"
"40007","0","","8","91002","0","150","","8","0","144"
"40007","0","","9","91002","0","150","","8","0","145"
"40007","0","","10","91002","0","150","","8","0","146"
"40008","0","","1","91002","0","150","","8","0","147"
"40008","0","","2","91002","0","150","","8","0","148"
"40008","0","","3","91002","0","150","","8","0","149"
"40008","0","","4","91002","0","150","","8","0","150"
"40008","0","","5","91002","0","150","","8","0","151"
"40008","0","","6","91002","0","150","","8","0","152"
"40008","0","","7","91002","0","150","","8","0","153"
"40008","0","","8","91002","0","150","","8","0","154"
"40008","0","","9","91002","0","150","","8","0","155"
"40008","0","","10","91002","0","150","","8","0","156"
"80003","500371","","1","91002","0","100","","8","1","157"
"80003","500371","","2","91002","0","100","","8","1","158"
"80003","500033","","3","91002","0","100","","8","1","159"
"80003","500371","","4","91002","0","100","","8","1","160"
"80003","500033","","5","91002","0","100","","8","1","161"
"80003","500371","","6","91002","0","100","","8","1","162"
"80003","500367","","7","91002","0","100","","8","1","163"
"80003","500367","","8","91002","0","100","","8","1","164"
"80003","500367","","9","91002","0","100","","8","1","165"
"80003","500033","","10","91002","0","100","","8","1","166"
"80003","500033","","11","91002","0","100","","8","1","167"
"80003","500033","","12","91002","0","100","","8","1","168"
"80003","509020","","13","91002","0","100","","8","1","169"
"80003","500371","","14","91002","0","100","","8","1","170"
"80003","500033","","15","91002","0","100","","8","1","171"
"70004","0","","1","91002","0","500","","8","0","183"
"70004","0","","2","91002","0","500","","8","0","184"
"70005","0","","1","91002","0","300","","8","0","185"
"70005","0","","2","91002","0","300","","8","0","186"
"70005","0","","3","91002","0","300","","8","0","187"
"80004","530101","","1","91002","0","100","","8","0","188"
"80004","530102","","2","91002","0","100","","8","0","189"
"80004","530103","","3","91002","0","100","","8","0","190"
"80004","530104","","4","91002","0","100","","8","0","191"
"80004","530105","","5","91002","0","100","","8","0","192"
"80004","530106","","6","91002","0","100","","8","0","193"
"80004","530107","","7","91002","0","100","","8","0","194"
"80004","530108","","8","91002","0","100","","8","0","195"
"80004","530109","","9","91002","0","100","","8","0","196"
"80004","530110","","10","91002","0","100","","8","0","197"
"80004","530111","","11","91002","0","100","","8","0","198"
"80004","530112","","12","91002","0","100","","8","0","199"
"80004","530113","","13","91002","0","100","","8","0","200"
"80004","530114","","14","91002","0","100","","8","0","201"
"80004","530115","","15","91002","0","100","","8","0","202"
"80004","530116","","16","91002","0","100","","8","0","203"
"80004","530117","","17","91002","0","100","","8","0","204"
"80004","530117","","17","2805","0","1","","7","0","205"
"40009","0","","1","91002","0","150","","8","0","206"
"40009","0","","2","91002","0","150","","8","0","207"
"40009","0","","3","91002","0","150","","8","0","208"
"40009","0","","4","91002","0","150","","8","0","209"
"40009","0","","5","91002","0","150","","8","0","210"
"40009","0","","6","91002","0","150","","8","0","211"
"40009","0","","7","91002","0","150","","8","0","212"
"40009","0","","8","91002","0","150","","8","0","213"
"40009","0","","9","91002","0","150","","8","0","214"
"40009","0","","10","91002","0","150","","8","0","215"
"80005","500367","","1","91002","0","100","","8","0","216"
"80005","500367","","2","91002","0","100","","8","0","217"
"80005","500367","","3","91002","0","100","","8","0","218"
"80005","500367","","4","91002","0","100","","8","0","219"
"80005","500367","","5","91002","0","100","","8","0","220"
"80005","500367","","6","91002","0","100","","8","0","221"
"80005","500367","","7","91002","0","100","","8","0","222"
"80005","500367","","8","91002","0","100","","8","0","223"
"80005","500367","","9","91002","0","100","","8","0","224"
"80005","500367","","10","91002","0","100","","8","0","225"
"80005","500367","","11","91002","0","100","","8","0","226"
"80005","500367","","12","91002","0","100","","8","0","227"
"80005","500367","","13","91002","0","100","","8","0","228"
"80005","500367","","14","91002","0","100","","8","0","229"
"80005","500367","","15","91002","0","100","","8","0","230"
"70006","0","","1","91002","0","500","","8","0","231"
"70006","0","","2","91002","0","500","","8","0","232"
"70007","0","","1","91002","0","300","","8","0","233"
"70007","0","","2","91002","0","300","","8","0","234"
"70007","0","","3","91002","0","300","","8","0","235"
"40010","0","","1","91002","0","150","","8","0","236"
"40010","0","","2","91002","0","150","","8","0","237"
"40010","0","","3","91002","0","150","","8","0","238"
"40010","0","","4","91002","0","150","","8","0","239"
"40010","0","","5","91002","0","150","","8","0","240"
"40010","0","","6","91002","0","150","","8","0","241"
"40010","0","","7","91002","0","150","","8","0","242"
"40010","0","","8","91002","0","150","","8","0","243"
"40010","0","","9","91002","0","150","","8","0","244"
"40010","0","","10","91002","0","150","","8","0","245"
"80006","530121","","1","91002","0","100","","8","0","246"
"80006","530122","","2","91002","0","100","","8","0","247"
"80006","530123","","3","91002","0","100","","8","0","248"
"80006","530124","","4","91002","0","100","","8","0","249"
"80006","530125","","5","91002","0","100","","8","0","250"
"80006","530126","","6","91002","0","100","","8","0","251"
"80006","530127","","7","91002","0","100","","8","0","252"
"80006","530128","","8","91002","0","100","","8","0","253"
"80006","530129","","9","91002","0","100","","8","0","254"
"80006","530130","","10","91002","0","100","","8","0","255"
"80006","530131","","11","91002","0","100","","8","0","256"
"80006","530132","","12","91002","0","100","","8","0","257"
"80006","530133","","13","91002","0","100","","8","0","258"
"80006","530134","","14","91002","0","100","","8","0","259"
"80006","530135","","15","91002","0","100","","8","0","260"
"80006","530136","","16","91002","0","100","","8","0","261"
"80006","530137","","17","91002","0","100","","8","0","262"
"80006","530137","","17","2816","0","1","","7","0","263"
"80007","530123","","1","91002","0","100","","8","0","264"
"80007","530124","","2","91002","0","100","","8","0","265"
"80007","530125","","3","91002","0","100","","8","0","266"
"80007","530126","","4","91002","0","100","","8","0","267"
"80007","530127","","5","91002","0","100","","8","0","268"
"80007","530128","","6","91002","0","100","","8","0","269"
"80007","530129","","7","91002","0","100","","8","0","270"
"80007","530130","","8","91002","0","100","","8","0","271"
"80007","530131","","9","91002","0","100","","8","0","272"
"80007","530132","","10","91002","0","100","","8","0","273"
"80007","530133","","11","91002","0","100","","8","0","274"
"80007","530134","","12","91002","0","100","","8","0","275"
"80007","530135","","13","91002","0","100","","8","0","276"
"80007","530136","","14","91002","0","100","","8","0","277"
"80007","530137","","15","91002","0","100","","8","0","278"
"80007","530137","","15","9000215","0","1","","16","0","279"
"80007","530137","","15","9000216","0","1","","16","0","280"
"70008","0","","1","91002","0","500","","8","0","281"
"70008","0","","2","91002","0","500","","8","0","282"
"70009","0","","1","91002","0","1000","","8","0","283"
"80008","530141","","1","91002","0","100","","8","0","284"
"80008","530142","","2","91002","0","100","","8","0","285"
"80008","530143","","3","91002","0","100","","8","0","286"
"80008","530144","","4","91002","0","100","","8","0","287"
"80008","530145","","5","91002","0","100","","8","0","288"
"80008","530146","","6","91002","0","100","","8","0","289"
"80008","530147","","7","91002","0","100","","8","0","290"
"80008","530148","","8","91002","0","100","","8","0","291"
"80008","530149","","9","91002","0","100","","8","0","292"
"80008","530150","","10","91002","0","100","","8","0","293"
"80008","530151","","11","91002","0","100","","8","0","294"
"80008","530152","","12","91002","0","100","","8","0","295"
"80008","530153","","13","91002","0","100","","8","0","296"
"80008","530154","","14","91002","0","100","","8","0","297"
"80008","530155","","15","91002","0","100","","8","0","298"
"80008","530156","","16","91002","0","100","","8","0","299"
"80008","530156","","16","2830","0","1","","7","0","300"
"20001","0","","1","91002","0","100","","8","0","301"
"20001","0","","1","23001","0","20","","2","0","302"
"20001","0","","2","91002","0","100","","8","0","303"
"20001","0","","2","23001","0","20","","2","0","304"
"20001","0","","3","24016","0","1","","2","0","305"
"20001","0","","3","23001","0","20","","2","0","306"
"20001","0","","4","91002","0","100","","8","0","307"
"20001","0","","4","23001","0","20","","2","0","308"
"20001","0","","5","91002","0","300","","8","0","309"
"20001","0","","5","23001","0","20","","2","0","310"
"20001","0","","6","91002","0","100","","8","0","311"
"20001","0","","6","23001","0","20","","2","0","312"
"20001","0","","7","91002","0","100","","8","0","313"
"20001","0","","7","23001","0","20","","2","0","314"
"20001","0","","8","91002","0","200","","8","0","315"
"20001","0","","8","23001","0","20","","2","0","316"
"20001","0","","9","91002","0","300","","8","0","317"
"20001","0","","9","23001","0","20","","2","0","318"
"20001","0","","10","24016","0","1","","2","0","319"
"20001","0","","10","23001","0","20","","2","0","320"
"40011","0","もうすぐ、みなさまに\nお会いできるのですね。\n胸が高鳴ってしまいます……\n","1","24001","125801","1","リリ","2","1","321"
"40011","0","初めまして、クリアです♪\nみなさんと一緒に冒険するの\nとっても楽しみにしてます","2","24001","126001","1","クリア","2","1","322"
"40011","0","んーと。\nこれ、あげる。\nはい","3","24001","126101","1","プレシア","2","1","323"
"40011","0","あらためまして……\n【アルターメイデン】の\nギルドマスター、リリと申します","4","24001","125801","1","リリ","2","2","324"
"40011","0","こんにちは、お兄さん♪\n【アルターメイデン】の\nクリアです","5","24001","126001","1","クリア","2","2","325"
"40011","0","お兄。\nきてくれて、うれしい","6","24001","126101","1","プレシア","2","2","326"
"80009","532001","","1","91002","0","100","","8","0","327"
"80009","532002","","2","91002","0","100","","8","0","328"
"80009","532003","","3","91002","0","100","","8","0","329"
"80009","532004","","4","91002","0","100","","8","0","330"
"80009","532005","","5","91002","0","100","","8","0","331"
"80009","532006","","6","91002","0","100","","8","0","332"
"80009","532007","","7","91002","0","100","","8","0","333"
"80009","532008","","8","91002","0","100","","8","0","334"
"80009","532009","","9","91002","0","100","","8","0","335"
"80009","532010","","10","91002","0","100","","8","0","336"
"80009","532011","","11","91002","0","100","","8","0","337"
"80009","532012","","12","91002","0","100","","8","0","338"
"80009","532013","","13","91002","0","100","","8","0","339"
"80009","532014","","14","91002","0","100","","8","0","340"
"80009","532015","","15","91002","0","100","","8","0","341"
"40012","0","","1","24001","0","1","","2","0","342"
"40012","0","","2","24001","0","1","","2","0","343"
"40012","0","","3","4201402","0","1","","18","0","344"
"40012","0","","4","24001","0","1","","2","0","345"
"40012","0","","5","24001","0","1","","2","0","346"
"40012","0","","6","4203402","0","1","","18","0","347"
"40012","0","","7","24001","0","1","","2","0","348"
"40012","0","","8","9000229","0","1","","16","0","349"
"70010","0","","1","91002","0","500","","8","0","350"
"70012","0","","1","41000","0","1","","2","0","351"
"70011","0","","1","91002","0","1000","","8","0","352"
"80010","530157","","1","91002","0","100","","8","0","353"
"80010","530158","","2","91002","0","100","","8","0","354"
"80010","530159","","3","91002","0","100","","8","0","355"
"80010","530160","","4","91002","0","100","","8","0","356"
"80010","530161","","5","91002","0","100","","8","0","357"
"80010","530162","","6","91002","0","100","","8","0","358"
"80010","530163","","7","91002","0","100","","8","0","359"
"80010","530164","","8","91002","0","100","","8","0","360"
"80010","530165","","9","91002","0","100","","8","0","361"
"80010","530166","","10","91002","0","100","","8","0","362"
"80010","530167","","11","91002","0","100","","8","0","363"
"80010","530168","","12","91002","0","100","","8","0","364"
"80010","530173","","12","2844","0","1","","7","0","365"
"80010","530169","","13","91002","0","100","","8","0","366"
"80010","530173","","13","2846","0","1","","7","0","367"
"80010","530170","","14","91002","0","100","","8","0","368"
"80010","530173","","14","2845","0","1","","7","0","369"
"80010","530171","","15","91002","0","100","","8","0","370"
"80010","530173","","15","2843","0","5","","7","0","371"
"80010","530172","","16","91002","0","100","","8","0","372"
"80010","530173","","16","2842","0","1","","7","0","373"
"40013","0","","1","9000236","0","1","","16","0","374"
"40013","0","","1","9000237","0","1","","16","0","375"
"40013","0","","1","9000238","0","1","","16","0","376"
"40013","0","","1","9000239","0","1","","16","0","377"
"80011","532001","","1","91002","0","100","","8","0","378"
"80011","532002","","2","91002","0","100","","8","0","379"
"80011","532003","","3","91002","0","100","","8","0","380"
"80011","532004","","4","91002","0","100","","8","0","381"
"80011","532005","","5","91002","0","100","","8","0","382"
"80011","532006","","6","91002","0","100","","8","0","383"
"80011","532007","","7","91002","0","100","","8","0","384"
"80011","532008","","8","91002","0","100","","8","0","385"
"80011","532009","","9","91002","0","100","","8","0","386"
"80011","532010","","10","91002","0","100","","8","0","387"
"80011","532011","","11","91002","0","100","","8","0","388"
"80011","532012","","12","91002","0","100","","8","0","389"
"80011","532013","","13","91002","0","100","","8","0","390"
"80011","532014","","14","91002","0","100","","8","0","391"
"80011","532015","","15","91002","0","100","","8","0","392"
"40014","0","","1","4305403","0","1","","18","0","393"
"40014","0","","2","9000242","0","1","","16","0","394"
"40015","0","","1","91002","0","500","","8","0","395"
"40015","0","","2","90008","0","3000","","2","0","396"
"40015","0","","3","91002","0","500","","8","0","397"
"40015","0","","4","90008","0","3000","","2","0","398"
"40015","0","","5","91002","0","1000","","8","0","399"
"70013","0","","1","91002","0","1000","","8","0","400"
"70014","0","","1","91002","0","500","","8","0","401"
"70015","0","","1","41000","0","1","","2","0","402"
"80012","530208","","1","91002","0","100","","8","0","403"
"80012","530209","","2","91002","0","100","","8","0","404"
"80012","530210","","3","91002","0","100","","8","0","405"
"80012","530211","","4","91002","0","100","","8","0","406"
"80012","530212","","5","91002","0","100","","8","0","407"
"80012","530213","","6","91002","0","100","","8","0","408"
"80012","530214","","7","91002","0","100","","8","0","409"
"80012","530215","","8","91002","0","100","","8","0","410"
"40015","0","","1","25011","0","10000","","2","0","411"
"40015","0","","1","25021","0","3000","","2","0","412"
"40015","0","","2","25012","0","10000","","2","0","413"
"40015","0","","2","25021","0","3000","","2","0","414"
"40015","0","","3","25013","0","10000","","2","0","415"
"40015","0","","3","25021","0","3000","","2","0","416"
"40015","0","","4","25014","0","10000","","2","0","417"
"40015","0","","4","25021","0","3000","","2","0","418"
"40015","0","","5","25015","0","10000","","2","0","419"
"40015","0","","5","25021","0","3000","","2","0","420"
"70016","0","","1","91002","0","50","","8","0","421"
"80013","530216","","1","91002","0","100","","8","0","422"
"80013","530217","","2","91002","0","100","","8","0","423"
"80013","530218","","3","91002","0","100","","8","0","424"
"80013","530219","","4","91002","0","100","","8","0","425"
"80013","530220","","5","91002","0","100","","8","0","426"
"80014","530221","","1","91002","0","100","","8","0","427"
"80014","530222","","2","91002","0","100","","8","0","428"
"80014","530223","","3","91002","0","100","","8","0","429"
"40016","0","","1","9000252","0","1","","16","0","430"
"40016","0","","1","91002","0","500","","8","0","431"
"40017","0","","1","91002","0","100","","8","0","432"
"40017","0","","2","91002","0","100","","8","0","433"
"40017","0","","3","91002","0","100","","8","0","434"
"40017","0","","4","91002","0","100","","8","0","435"
"40017","0","","5","91002","0","100","","8","0","436"
"70017","0","","1","91002","0","500","","8","0","437"
"70018","0","","1","41000","0","1","","2","0","438"
"70019","0","","1","91002","0","1000","","8","0","439"
"80015","530224","","1","91002","0","100","","8","0","440"
"80015","530225","","2","91002","0","100","","8","0","441"
"80015","530226","","3","91002","0","100","","8","0","442"
"80015","530227","","4","91002","0","100","","8","0","443"
"80016","530228","","1","91002","0","100","","8","0","444"
"80016","530229","","2","91002","0","100","","8","0","445"
"80016","530230","","3","91002","0","100","","8","0","446"
"80016","530231","","4","91002","0","100","","8","0","447"
"40018","0","","1","91002","0","150","","8","0","448"
"40018","0","","1","25011","0","5000","","2","0","449"
"40018","0","","1","25012","0","5000","","2","0","450"
"40018","0","","2","91002","0","150","","8","0","451"
"40018","0","","2","25013","0","5000","","2","0","452"
"40018","0","","2","25014","0","5000","","2","0","453"
"40018","0","","3","25021","0","2500","","2","0","454"
"40018","0","","3","25015","0","5000","","2","0","455"
"40018","0","","4","9000301","0","1","","16","0","457"
"40018","0","","5","9000302","0","1","","16","0","458"
"40018","0","","5","9000303","0","1","","16","0","459"
"40019","0","","1","25203","0","90","","2","0","460"
"40019","0","","1","25201","0","36","","2","0","461"
"40019","0","","1","25205","0","12","","2","0","462"
"40019","0","","1","25202","0","90","","2","0","463"
"40019","0","","1","25204","0","25","","2","0","464"
"40019","0","","2","25203","0","90","","2","0","465"
"40019","0","","2","25201","0","36","","2","0","466"
"40019","0","","2","25205","0","12","","2","0","467"
"40019","0","","2","25202","0","90","","2","0","468"
"40019","0","","2","25204","0","25","","2","0","469"
"40019","0","","3","25201","0","90","","2","0","470"
"40019","0","","3","25203","0","9","","2","0","471"
"40019","0","","3","25205","0","48","","2","0","472"
"40019","0","","3","25202","0","90","","2","0","473"
"40019","0","","3","25204","0","25","","2","0","474"
"40019","0","","4","25201","0","90","","2","0","475"
"40019","0","","4","25203","0","9","","2","0","476"
"40019","0","","4","25205","0","48","","2","0","477"
"40019","0","","4","25202","0","90","","2","0","478"
"40019","0","","4","25204","0","25","","2","0","479"
"40019","0","","5","25205","0","54","","2","0","480"
"40019","0","","5","25201","0","45","","2","0","481"
"40019","0","","5","25203","0","45","","2","0","482"
"40019","0","","5","25202","0","90","","2","0","483"
"40019","0","","5","25204","0","25","","2","0","484"
"40019","0","","6","25205","0","54","","2","0","485"
"40019","0","","6","25201","0","45","","2","0","486"
"40019","0","","6","25203","0","45","","2","0","487"
"40019","0","","6","25202","0","90","","2","0","488"
"40019","0","","6","25204","0","25","","2","0","489"
"40019","0","","7","25205","0","90","","2","0","490"
"40019","0","","7","25201","0","9","","2","0","491"
"40019","0","","7","25203","0","36","","2","0","492"
"40019","0","","7","25202","0","90","","2","0","493"
"40019","0","","7","25204","0","25","","2","0","494"
"40019","0","","8","25205","0","90","","2","0","495"
"40019","0","","8","25201","0","9","","2","0","496"
"40019","0","","8","25203","0","36","","2","0","497"
"40019","0","","8","25202","0","90","","2","0","498"
"40019","0","","8","25204","0","25","","2","0","499"
