2b5d4ef54a46b19ab96c4218199bd1d6c425f9ae4c7512689dffc8920bde33c7,66eaa03e025c53f18ccb39d14e90229e06455de749e6fd96e804c6aca4c3ceff,1fd5bd9c87fe10814cf8c0cd24d802d39adba66dd426be5470f268d96f14bfaf,224e146b4af6c61331ef782bbae7964d92166739b212e917417985f0d68b372d,12bea197d983114c7ab355e498d15d9c3f72bc5e3ad8083d1f4c6ec4bb27c673,93576316111654527eae20832bf89bc83a80824a329be112a5016122d2697dcd,a8093e2a40794e0fcabe998d0976c953f0d221daacc19d87b0cc21a45d12ae3f,e85c93f1cf991fc34e6de40a15b8205c2331e615a8bd8f00eb4d0b43fd9047fa,b5e7da2319a4bd54ff5da1aa52647cda680fbe2b4cd6531b6deaadac7b96da43,dcc36e6510970ed9cb0e8f58654d51f3f3c6a3df5e0485be44196a4f5c78ab52,d51bbbb80fa8e9c1b4533e1620f7d47690e6d83d9c0b520d84a2208a0369ecb4
"157","30163","1","2021/11/03 19:00:00","2021/11/11 11:59:59","380000","380000","0","0","0","0"
"158","30164","1","2021/11/11 12:00:00","2021/11/16 11:59:59","380000","380000","0","0","0","0"
"159","30166","1","2021/11/16 12:00:00","2021/11/24 11:59:59","380000","380000","0","0","0","0"
"160","30167","1","2021/11/24 12:00:00","2021/11/30 11:59:59","380000","380000","0","0","0","0"
"161","30168","1","2021/11/30 12:00:00","2021/12/08 11:59:59","380000","380000","0","0","0","0"
"162","30169","1","2021/12/08 12:00:00","2021/12/15 14:59:59","380000","380000","0","0","0","0"
"163","30170","1","2021/12/15 15:00:00","2021/12/22 11:59:59","380000","380000","0","0","0","0"
"164","30171","1","2021/12/22 12:00:00","2021/12/31 11:59:59","380000","380000","0","0","0","0"
"165","50172","2","2021/12/31 12:00:00","2022/01/03 18:59:59","380000","0","380000","380000","0","0"
"166","30173","1","2022/01/03 19:00:00","2022/01/11 11:59:59","380000","380000","0","0","0","0"
"167","30174","1","2022/01/11 12:00:00","2022/01/15 14:59:59","380000","380000","0","0","0","0"
"168","30175","1","2022/01/15 15:00:00","2022/01/24 11:59:59","380000","380000","0","0","0","0"
"169","30176","1","2022/01/24 12:00:00","2022/01/27 11:59:59","380000","380000","0","0","0","0"
"170","30177","1","2022/01/27 12:00:00","2022/01/31 11:59:59","380000","380000","0","0","0","0"
"171","30178","1","2022/01/31 12:00:00","2022/02/08 11:59:59","380000","380000","0","0","0","0"
"172","30179","1","2022/02/08 12:00:00","2022/02/15 14:59:59","380000","380000","0","0","0","0"
"173","40007","1","2022/02/15 15:00:00","2022/02/24 11:59:59","380000","380000","0","0","0","0"
"174","30180","1","2022/02/15 15:00:00","2022/02/24 11:59:59","380000","380000","0","0","0","0"
"175","30182","1","2022/02/24 12:00:00","2022/02/28 11:59:59","380000","380000","0","0","0","0"
"176","50183","2","2022/02/28 12:00:00","2022/03/03 18:59:59","380000","0","380000","380000","0","0"
"177","30184","1","2022/03/03 19:00:00","2022/03/11 11:59:59","380000","380000","0","0","0","0"
"178","30185","1","2022/03/08 12:00:00","2022/03/11 11:59:59","380000","380000","0","0","0","0"
"179","30186","1","2022/03/11 12:00:00","2022/03/15 14:59:59","380000","380000","0","0","0","0"
"180","30187","1","2022/03/15 15:00:00","2022/03/24 11:59:59","380000","380000","0","0","0","0"
"181","30188","1","2022/03/24 12:00:00","2022/03/28 11:59:59","380000","380000","0","0","0","0"
"182","30189","1","2022/03/28 12:00:00","2022/03/31 11:59:59","380000","380000","0","0","0","0"
"183","50190","2","2022/03/31 12:00:00","2022/04/03 18:59:59","380000","0","380000","380000","0","0"
"184","30191","1","2022/04/03 19:00:00","2022/04/11 11:59:59","380000","380000","0","0","0","0"
"185","30192","1","2022/04/11 12:00:00","2022/04/15 14:59:59","380000","380000","0","0","0","0"
"186","30193","1","2022/04/15 15:00:00","2022/04/22 11:59:59","380000","380000","0","0","0","0"
"187","30194","1","2022/04/22 12:00:00","2022/04/30 11:59:59","380000","380000","0","0","0","0"
"188","50195","2","2022/04/30 12:00:00","2022/05/03 18:59:59","380000","0","380000","380000","0","0"
"189","30196","1","2022/05/03 19:00:00","2022/05/11 11:59:59","380000","380000","0","0","0","0"
"190","30197","1","2022/05/11 12:00:00","2022/05/15 14:59:59","380000","380000","0","0","0","0"
"191","30198","1","2022/05/15 15:00:00","2022/05/24 11:59:59","380000","380000","0","0","0","0"
"192","30199","1","2022/05/24 12:00:00","2022/05/28 11:59:59","380000","380000","0","0","0","0"
"193","50200","2","2022/05/28 12:00:00","2022/05/31 11:59:59","380000","0","380000","380000","0","0"
"194","30201","1","2022/05/31 12:00:00","2022/06/09 11:59:59","380000","380000","0","0","0","0"
"195","30202","1","2022/06/09 12:00:00","2022/06/15 14:59:59","380000","380000","0","0","0","0"
"196","30203","1","2022/06/15 15:00:00","2022/06/24 11:59:59","380000","380000","0","0","0","0"
"197","30204","1","2022/06/24 12:00:00","2022/06/30 11:59:59","380000","380000","0","0","0","0"
"198","30205","1","2022/06/30 12:00:00","2022/07/08 11:59:59","380000","380000","0","0","0","0"
"199","30206","1","2022/07/08 12:00:00","2022/07/11 11:59:59","380000","380000","0","0","0","0"
"200","30207","1","2022/07/11 12:00:00","2022/07/15 14:59:59","380000","380000","0","0","0","0"
"201","30208","1","2022/07/15 15:00:00","2022/07/25 11:59:59","380000","380000","0","0","0","0"
"202","30209","1","2022/07/25 12:00:00","2022/07/28 11:59:59","380000","380000","0","0","0","0"
"203","30210","1","2022/07/28 12:00:00","2022/07/31 11:59:59","380000","380000","0","0","0","0"
"204","30211","1","2022/07/31 12:00:00","2022/08/09 11:59:59","380000","380000","0","0","0","0"
"205","30212","1","2022/08/09 12:00:00","2022/08/12 11:59:59","380000","380000","0","0","0","0"
"206","30213","1","2022/08/12 12:00:00","2022/08/15 14:59:59","380000","380000","0","0","0","0"
"207","40008","1","2022/08/15 15:00:00","2022/08/23 11:59:59","380000","380000","0","0","0","0"
"208","30215","1","2022/08/23 12:00:00","2022/08/26 11:59:59","380000","380000","0","0","0","0"
"209","30216","1","2022/08/26 12:00:00","2022/08/31 11:59:59","380000","380000","0","0","0","0"
"210","50217","2","2022/08/31 12:00:00","2022/09/03 18:59:59","380000","0","380000","380000","0","0"
"211","30218","1","2022/09/03 19:00:00","2022/09/12 11:59:59","380000","380000","0","0","0","0"
"212","30219","1","2022/09/12 12:00:00","2022/09/15 14:59:59","380000","380000","0","0","0","0"
"213","30220","1","2022/09/15 15:00:00","2022/09/22 11:59:59","380000","380000","0","0","0","0"
"214","30221","1","2022/09/22 12:00:00","2022/09/30 11:59:59","380000","380000","0","0","0","0"
"215","30222","1","2022/09/30 12:00:00","2022/10/11 11:59:59","380000","380000","0","0","0","0"
"216","30223","1","2022/10/11 12:00:00","2022/10/15 14:59:59","380000","380000","0","0","0","0"
"217","30224","1","2022/10/15 15:00:00","2022/10/25 11:59:59","380000","380000","0","0","0","0"
"218","30225","1","2022/10/25 12:00:00","2022/10/28 11:59:59","380000","380000","0","0","0","0"
"219","30226","1","2022/10/28 12:00:00","2022/10/31 11:59:59","380000","380000","0","0","0","0"
"220","30227","1","2022/10/31 12:00:00","2022/11/08 11:59:59","380000","380000","0","0","0","0"
"221","30228","1","2022/11/08 12:00:00","2022/11/11 11:59:59","380000","380000","0","0","0","0"
"222","30229","1","2022/11/11 12:00:00","2022/11/15 14:59:59","380000","380000","0","0","0","0"
"223","30230","1","2022/11/15 15:00:00","2022/11/24 11:59:59","380000","380000","0","0","0","0"
"224","50231","2","2022/11/24 12:00:00","2022/11/27 11:59:59","380000","0","380000","380000","0","0"
"225","30232","1","2022/11/27 12:00:00","2022/11/30 11:59:59","380000","380000","0","0","0","0"
"226","30233","1","2022/11/30 12:00:00","2022/12/09 11:59:59","380000","380000","0","0","0","0"
"227","30234","1","2022/12/09 12:00:00","2022/12/16 11:59:59","380000","380000","0","0","0","0"
"228","30235","1","2022/12/16 12:00:00","2022/12/23 11:59:59","380000","380000","0","0","0","0"
"229","30236","1","2022/12/23 12:00:00","2022/12/31 11:59:59","380000","380000","0","0","0","0"
"230","50237","2","2022/12/31 12:00:00","2023/01/03 18:59:59","380000","0","380000","380000","0","0"
"231","30238","1","2023/01/03 19:00:00","2023/01/10 11:59:59","380000","380000","0","0","0","0"
"232","30239","1","2023/01/10 12:00:00","2023/01/15 14:59:59","380000","380000","0","0","0","0"
"233","30240","1","2023/01/15 15:00:00","2023/01/24 11:59:59","380000","380000","0","0","0","0"
"234","30241","1","2023/01/24 12:00:00","2023/01/31 11:59:59","380000","380000","0","0","0","0"
"235","30242","1","2023/01/31 12:00:00","2023/02/09 11:59:59","380000","380000","0","0","0","0"
"236","30243","1","2023/02/09 12:00:00","2023/02/12 11:59:59","380000","380000","0","0","0","0"
"237","30244","1","2023/02/12 12:00:00","2023/02/15 14:59:59","380000","380000","0","0","0","0"
"238","40009","1","2023/02/15 15:00:00","2023/02/24 11:59:59","380000","380000","0","0","0","0"
"239","30245","1","2023/02/15 15:00:00","2023/02/22 14:59:59","380000","380000","0","0","0","0"
"240","30247","1","2023/02/24 12:00:00","2023/02/28 11:59:59","380000","380000","0","0","0","0"
"241","50248","2","2023/02/28 12:00:00","2023/03/03 18:59:59","380000","0","380000","380000","0","0"
"242","30249","1","2023/03/03 19:00:00","2023/03/10 11:59:59","380000","380000","0","0","0","0"
"243","30250","1","2023/03/10 12:00:00","2023/03/17 11:59:59","380000","380000","0","0","0","0"
"244","30251","1","2023/03/17 12:00:00","2023/03/27 11:59:59","380000","380000","0","0","0","0"
"245","30252","1","2023/03/27 12:00:00","2023/03/31 11:59:59","380000","380000","0","0","0","0"
"246","30253","1","2023/03/31 12:00:00","2023/04/07 11:59:59","380000","380000","0","0","0","0"
"247","30254","1","2023/04/07 12:00:00","2023/04/10 11:59:59","380000","380000","0","0","0","0"
"248","30255","1","2023/04/10 12:00:00","2023/04/17 11:59:59","380000","380000","0","0","0","0"
"249","30256","1","2023/04/17 12:00:00","2023/04/25 11:59:59","380000","380000","0","0","0","0"
"250","30257","1","2023/04/25 12:00:00","2023/04/30 11:59:59","380000","380000","0","0","0","0"
"251","30258","1","2023/04/30 12:00:00","2023/05/10 11:59:59","380000","380000","0","0","0","0"
"252","30259","1","2023/05/10 12:00:00","2023/05/15 14:59:59","380000","380000","0","0","0","0"
"253","30260","1","2023/05/15 15:00:00","2023/05/24 11:59:59","380000","380000","0","0","0","0"
"254","50261","2","2023/05/24 12:00:00","2023/05/27 11:59:59","380000","0","380000","380000","0","0"
"255","30262","1","2023/05/27 12:00:00","2023/05/31 11:59:59","380000","380000","0","0","0","0"
"256","30263","1","2023/05/31 12:00:00","2023/06/09 11:59:59","380000","380000","0","0","0","0"
"257","30264","1","2023/06/09 12:00:00","2023/06/15 14:59:59","380000","380000","0","0","0","0"
"258","30265","1","2023/06/15 15:00:00","2023/06/23 11:59:59","380000","380000","0","0","0","0"
"259","30266","1","2023/06/23 12:00:00","2023/06/30 11:59:59","380000","380000","0","0","0","0"
"260","50267","2","2023/06/30 12:00:00","2023/07/03 18:59:59","380000","0","380000","380000","0","0"
"261","30268","1","2023/07/03 19:00:00","2023/07/12 11:59:59","380000","380000","0","0","0","0"
"262","30269","1","2023/07/12 12:00:00","2023/07/15 14:59:59","380000","380000","0","0","0","0"
"263","30270","1","2023/07/15 15:00:00","2023/07/25 11:59:59","380000","380000","0","0","0","0"
"264","30271","1","2023/07/25 12:00:00","2023/07/31 11:59:59","380000","380000","0","0","0","0"
"265","30272","1","2023/07/31 12:00:00","2023/08/09 11:59:59","380000","380000","0","0","0","0"
