114f52960a14b38d1a6952c3d16df5566a4ce4c9bf65c12ee9102da8247fcd17,0b4fef912794eca2c20f6cf1aa4a1cd51420659a95b29ee39b9b007292aeb1ad,c065178a48f80038c6f8ea942bd0cc4c621e8236183a4184cf972713f88af51a,e3d3d23ee29aebfbd774813acfb23c33cb5e6e0c871ebe014db1341c645123f0,fba764a4d0df7672eed20fcecf560134da3db3a4c852015d5335218e5db13e0c,9e787d3b2f01e87b04a97a81dd1958b438ac5d28193d323f9bf489af90728361,04f02b1dd935553069ad43d13da8356f17e3f0d35353239b3ff59da5e786c0d0,70e16949418419afcbfced211562c6dd54547d3e51760c3844754c7084a6a237,71842e9f4f5d17c1799a99cc4b384f42c7557b8ae5dcac422ae840412ab2cf3b,fbadbe18d0142d431c2e0e6127d95a155d5a454d4457c0f92ad6d192353680a5,61604e71540371effa689f1427f26297891ec53ff6d205dbc5b15621f20aea76,d609c30868663122e166ce2927a0731a95a04ee1727bced42a6fcf3d1dabcb3a,fab39e7475f3bb34fbe2ac20d7593be1aabfc6a60b064e4e1ab96667ad81fcf4
"0","0","10064","0","0","31031","0","0","0","31032","60631","60632","0"
"0","0","10065","0","0","31046","0","0","0","31107","60641","60642","0"
"0","0","10066","0","0","31015","0","0","0","31065","60651","60652","0"
"0","0","10067","0","0","31033","0","0","0","31028","60661","60662","0"
"0","0","10068","0","0","31040","0","0","0","31168","60671","60672","0"
"0","0","10069","0","0","31065","0","0","0","31130","60681","60682","0"
"0","0","10070","0","0","31050","0","0","0","31018","60691","60692","0"
"0","0","10071","0","0","31027","0","0","0","31132","60701","60702","0"
"0","0","10072","0","0","31109","0","0","0","31174","60711","60712","0"
"0","0","10073","0","0","31023","0","0","0","31135","60721","60722","0"
"0","0","10074","0","0","31051","0","0","0","31096","60731","60732","0"
"0","0","10075","0","0","31013","0","0","0","31016","60741","60742","0"
"0","0","10076","0","0","31047","0","0","0","31178","60751","60752","0"
"0","0","10077","0","0","31054","0","0","0","31141","60761","60762","0"
"0","0","10078","0","0","31055","0","0","0","31053","60771","60772","0"
"0","0","10079","0","0","31037","0","0","0","31014","60781","60782","0"
"0","0","10080","0","0","31006","0","0","0","31192","60791","60792","0"
"0","0","10081","0","0","31048","0","0","0","31146","60801","60802","0"
"0","0","10082","0","0","31044","0","0","0","31208","60811","60812","0"
"0","0","10083","0","0","31060","0","0","0","31147","60821","60822","0"
"0","0","10084","0","0","31060","0","0","0","31059","60831","60832","0"
"0","0","10085","0","0","31058","0","0","0","31212","60841","60842","0"
"0","0","10086","0","0","31003","0","0","0","31156","60851","60852","0"
"0","0","10087","0","0","31003","0","0","0","31156","60851","60852","0"
"0","0","10088","0","0","31026","0","0","0","31128","60871","60872","0"
"0","0","10089","0","0","31010","0","0","0","31158","60881","60882","0"
"0","0","10090","0","0","31046","0","0","0","31065","60891","60892","0"
"0","0","10091","0","0","31031","0","0","0","31032","60901","60902","0"
"0","0","10092","0","0","31031","0","0","0","31014","60911","60912","0"
"0","0","10093","0","0","31015","0","0","0","31065","60921","60922","0"
"0","0","10094","0","0","31034","0","0","0","31221","60931","60932","0"
"0","0","10095","0","0","31040","0","0","0","31168","60941","60942","0"
"0","0","10096","0","0","31002","0","0","0","31224","60951","60952","0"
"0","0","10097","0","0","31050","0","0","0","31018","60961","60962","0"
"0","0","10098","0","0","31036","0","0","0","31228","60971","60972","0"
"0","0","10099","0","0","31109","0","0","0","31174","60981","60982","0"
"0","0","10100","0","0","31023","0","0","0","31010","60991","60992","0"
"0","0","10101","0","0","31051","0","0","0","31096","61001","61002","0"
"0","0","10102","0","0","31013","0","0","0","31235","61011","61012","0"
"0","0","10103","0","0","31047","0","0","0","31178","61021","61022","0"
"0","0","10104","0","0","31005","0","0","0","31037","61031","61032","0"
"0","0","10105","0","0","31055","0","0","0","31053","61041","61042","0"
"0","0","10106","0","0","31047","0","0","0","31241","61051","61052","0"
"0","0","10107","0","0","31006","0","0","0","31192","61061","61062","0"
"0","0","10108","0","0","31066","0","0","0","31247","61071","61072","0"
"0","0","10109","0","0","31044","0","0","0","31208","61081","61082","0"
"0","0","10110","0","0","31029","0","0","0","31249","61091","61092","0"
"0","0","10111","0","0","31042","0","0","0","31249","61101","61102","0"
"0","0","10112","0","0","31060","0","0","0","31059","61111","61112","0"
"0","0","10113","0","0","31058","0","0","0","31212","61121","61122","0"
"0","0","10114","0","0","31046","0","0","0","31053","61131","61132","0"
"0","0","10115","0","0","31026","0","0","0","31128","61141","61142","0"
"0","0","10116","0","0","31038","0","0","0","31012","61151","61152","0"
"0","0","10117","0","0","31046","0","0","0","31065","61161","61162","0"
"0","0","10118","0","0","31057","0","0","0","31257","61171","61172","0"
"0","0","10119","0","0","31031","0","0","0","31014","61181","61182","0"
"0","0","10120","0","0","31008","0","0","0","31044","61191","61192","0"
"0","0","10121","0","0","31034","0","0","0","31221","61201","61202","0"
"0","0","10122","0","0","31048","0","0","0","31267","61211","61212","0"
"0","0","10123","0","0","31002","0","0","0","31224","61221","61222","0"
"0","0","10124","0","0","31031","0","0","0","31270","61231","61232","0"
"0","0","10125","0","0","31036","0","0","0","31228","61241","61242","0"
"0","0","10126","0","0","31060","0","0","0","31011","61251","61252","0"
"0","0","10127","0","0","31023","0","0","0","31010","61261","61262","0"
"0","0","10128","0","0","31042","0","0","0","31056","61271","61272","0"
"0","0","10129","0","0","31013","0","0","0","31235","61281","61282","0"
"0","0","10130","0","0","31054","0","0","0","31018","61291","61292","0"
"0","0","10131","0","0","31005","0","0","0","31037","61301","61302","0"
"0","0","10132","0","0","31058","0","0","0","31028","61311","61312","0"
"0","0","10133","0","0","31047","0","0","0","31241","61321","61322","0"
"0","0","10134","0","0","31014","0","0","0","31283","61331","61332","0"
"0","0","10135","0","0","31066","0","0","0","31247","61341","61342","0"
"0","0","10136","0","0","31002","0","0","0","31288","61351","61352","0"
"0","0","10137","0","0","31001","0","0","0","31288","61361","61362","0"
"0","0","10138","0","0","31029","0","0","0","31249","61371","61372","0"
"0","0","10139","0","0","31042","0","0","0","31249","61381","61382","0"
"0","0","10140","0","0","31034","0","0","0","31110","61391","61392","0"
"0","0","10141","0","0","31046","0","0","0","31053","61401","61402","0"
"0","0","10142","0","0","31027","0","0","0","31043","61411","61412","0"
"0","0","10143","0","0","31038","0","0","0","31012","61421","61422","0"
"0","0","10144","0","0","31025","0","0","0","31036","61431","61432","0"
"0","0","10145","0","0","31057","0","0","0","31257","61441","61442","0"
"0","0","10146","0","0","31021","0","0","0","31010","61451","61452","0"
"0","0","10147","0","0","31008","0","0","0","31044","61461","61462","0"
"0","0","10148","0","0","31042","0","0","0","31029","61471","61472","0"
"0","0","10149","0","0","31048","0","0","0","31267","61481","61482","0"
"0","0","10150","0","0","31058","0","0","0","31047","61491","61492","0"
"0","0","10151","0","0","31031","0","0","0","31270","61501","61502","0"
"0","0","10152","0","0","31059","0","0","0","31319","61511","61512","0"
"0","0","10153","0","0","31025","0","0","0","31098","61521","61522","0"
"0","0","10154","0","0","31007","0","0","0","31012","61531","61532","0"
"0","0","10155","0","0","31060","0","0","0","31011","61541","61542","0"
"0","0","10156","0","0","31038","0","0","0","31049","61551","61552","0"
"0","0","10157","0","0","31042","0","0","0","31056","61561","61562","0"
"0","0","10158","0","0","31050","0","0","0","31016","61571","61572","0"
"0","0","10159","0","0","31054","0","0","0","31018","61581","61582","0"
"0","0","10160","0","0","31028","0","0","0","31332","61591","61592","0"
"0","0","10161","0","0","31058","0","0","0","31028","61601","61602","0"
"0","0","10163","0","0","31014","0","0","0","31283","61621","61622","0"
"0","0","10164","0","0","31002","0","0","0","31288","61631","61632","0"
"0","0","10165","0","0","31001","0","0","0","31288","61641","61642","0"
"0","0","10166","0","0","31034","0","0","0","31110","61651","61652","0"
"0","0","10167","0","0","31027","0","0","0","31043","61661","61662","0"
"0","0","10168","0","0","31025","0","0","0","31036","61671","61672","0"
