f77cacc0fa9ae9f6b787e397cde0e0825c7e62fdd3ddfa5876428ea5a1dcc450,17424e9643c59df383b8fc9deaf793f656fbeedac802e686cd510d2a9f1c69c7,20ab344af63c29f6cc74449b7be7d6a4ad22cc3a127f4c223a2d263cf7375ef0,f602b7035ccc6a17d55655762fb9339325256c005bf4cfae0731a995900013a5,8570d4e9c7ae4e4f9985461da07c175266bca78997a929b4454a0111678215ae,1b7c391185498177d604858bc64cded88f19353d1b0a58b77336d940b24940d0,8f359da71610b872c6e8e1e04b3dd62ce46e802653e850b429fbc851cafcb6c9,adf289c3c2f420d1f95870ed43c41922dcc19edc71fb0cbdd110f4ddda007ff6,b9ec707f617c95f5f208f5ee31e1e0ebb88c12ee00d5dd4eeebf25ba752e2146,2156c2fc5350e6fe89946b751515b2a0257291e3c000051da219a5c2abffa99b,6c12427feeb35158a231240f13af8aa3bc58ce3afefb7803476d0d37eb497a61,57b7bcfd3c8740b41e78644e1e62a0732f6f250953816b58da1eaed96ee0ac37
"0","89","34","0","1","1.352","1005801","8","0","0","278","100580134"
"0","0","35","1","4","0","1005801","0","0","2.053","0","100580135"
"0","278","36","0","1","0.733","1005801","8","0","0","383","100580136"
"0","0","37","1","4","0","1005801","0","0","1.868","0","100580137"
"0","0","38","0","1","1.764","1005801","9","0","0","195","100580138"
"0","0","39","1","4","0","1005801","0","0","2.905","0","100580139"
"0","195","40","0","1","0.969","1005801","9","0","0","314","100580140"
"0","0","41","1","4","0","1005801","0","0","0.969","0","100580141"
"0","0","42","0","1","0.808","1005801","10","0","0","115","100580142"
"0","0","43","1","4","0","1005801","0","0","2.8","0","100580143"
"vo_ske_0107","0","44","0","2","0","1005801","0","vo_ske","0","0","100580144"
"0","0","45","0","1","0.25","1005801","11","0","0","52","100580145"
"0","0","46","1","4","0","1005801","0","0","0.25","0","100580146"
"0","52","47","0","1","1.817","1005801","11","0","0","280","100580147"
"0","0","48","1","4","0","1005801","0","0","3.312","0","100580148"
"0","280","49","0","1","0.666","1005801","11","0","0","372","100580149"
"0","0","50","1","4","0","1005801","0","0","1.17","0","100580150"
"0","0","51","0","1","1.616","1005801","12","0","0","217","100580151"
"0","0","52","1","4","0","1005801","0","0","4.15","0","100580152"
"vo_ske_0108","0","53","0","2","0","1005801","0","vo_ske","0","0","100580153"
"0","0","54","0","1","1.198","1005801","13","0","0","142","100580154"
"0","0","55","1","4","0","1005801","0","0","2.442","0","100580155"
"0","0","56","0","1","1.934","1005801","14","0","0","267","100580156"
"0","0","57","1","4","0","1005801","0","0","4.434","0","100580157"
"0","0","1","1","4","0","1005802","0","0","0.8","0","100580201"
"vo_ske_0201","0","2","0","2","0","1005802","0","vo_ske","0","0","100580202"
"0","0","3","0","1","1.122","1005802","1","0","0","130","100580203"
"0","0","4","1","4","0","1005802","0","0","1.689","0","100580204"
"0","130","5","0","1","1.13","1005802","1","0","0","327","100580205"
"0","0","6","1","4","0","1005802","0","0","2.883","0","100580206"
"vo_ske_0202","0","7","0","2","0","1005802","0","vo_ske","0","0","100580207"
"0","0","8","0","1","1.057","1005802","2","0","0","119","100580208"
"0","0","9","1","4","0","1005802","0","0","1.962","0","100580209"
"0","119","10","0","1","1.166","1005802","2","0","0","266","100580210"
"0","0","11","1","4","0","1005802","0","0","1.747","0","100580211"
"0","266","12","0","1","1.216","1005802","2","0","0","389","100580212"
"0","0","13","1","4","0","1005802","0","0","1.216","0","100580213"
"0","0","14","0","1","1.868","1005802","3","0","0","272","100580214"
"0","0","15","1","4","0","1005802","0","0","3.78","0","100580215"
"vo_ske_0203","0","16","0","2","0","1005802","0","vo_ske","0","0","100580216"
"0","0","17","0","1","0.655","1005802","4","0","0","90","100580217"
"0","0","18","1","4","0","1005802","0","0","1.632","0","100580218"
"0","90","19","0","1","1.586","1005802","4","0","0","270","100580219"
"0","0","20","1","4","0","1005802","0","0","2.357","0","100580220"
"0","270","21","0","1","0.386","1005802","4","0","0","336","100580221"
"0","0","22","1","4","0","1005802","0","0","0.386","0","100580222"
"0","0","23","0","1","0.872","1005802","5","0","0","110","100580223"
"0","0","24","1","4","0","1005802","0","0","3.189","0","100580224"
"vo_ske_0204","0","25","0","2","0","1005802","0","vo_ske","0","0","100580225"
"0","110","26","0","1","1.065","1005802","5","0","0","241","100580226"
"0","0","27","1","4","0","1005802","0","0","1.882","0","100580227"
"0","241","28","0","1","0.888","1005802","5","0","0","359","100580228"
"0","0","29","1","4","0","1005802","0","0","0.888","0","100580229"
"0","0","30","0","1","0.607","1005802","6","0","0","66","100580230"
"0","0","31","1","4","0","1005802","0","0","1.21","0","100580231"
"0","66","32","0","1","0.933","1005802","6","0","0","158","100580232"
"0","0","33","1","4","0","1005802","0","0","2.332","0","100580233"
"0","158","34","0","1","1.649","1005802","6","0","0","360","100580234"
"0","0","35","1","4","0","1005802","0","0","4.223","0","100580235"
"vo_ske_0205","0","36","0","2","0","1005802","0","vo_ske","0","0","100580236"
"0","0","37","0","1","0.349","1005802","7","0","0","102","100580237"
"0","0","38","1","4","0","1005802","0","0","1.46","0","100580238"
"0","102","39","0","1","1.532","1005802","7","0","0","285","100580239"
"0","0","40","1","4","0","1005802","0","0","2.11","0","100580240"
"0","285","41","0","1","0.341","1005802","7","0","0","336","100580241"
"0","0","42","1","4","0","1005802","0","0","0.341","0","100580242"
"0","0","43","0","1","1.202","1005802","8","0","0","176","100580243"
"0","0","44","1","4","0","1005802","0","0","3.101","0","100580244"
"vo_ske_0206","0","45","0","2","0","1005802","0","vo_ske","0","0","100580245"
"0","0","46","0","1","0.706","1005802","9","0","0","85","100580246"
"0","0","47","1","4","0","1005802","0","0","1.796","0","100580247"
"0","85","48","0","1","1.854","1005802","9","0","0","331","100580248"
"0","0","49","1","4","0","1005802","0","0","2.709","0","100580249"
"0","0","50","0","1","1.202","1005802","10","0","0","139","100580250"
"0","0","51","1","4","0","1005802","0","0","3.52","0","100580251"
"vo_ske_0207","0","52","0","2","0","1005802","0","vo_ske","0","0","100580252"
"0","139","53","0","1","0.754","1005802","10","0","0","228","100580253"
"0","0","54","1","4","0","1005802","0","0","1.291","0","100580254"
"0","228","55","0","1","0.505","1005802","10","0","0","293","100580255"
"0","0","56","1","4","0","1005802","0","0","2.624","0","100580256"
"vo_ske_0208","0","57","0","2","0","1005802","0","vo_ske","0","0","100580257"
"0","0","58","0","1","1.061","1005802","11","0","0","130","100580258"
"0","0","59","1","4","0","1005802","0","0","1.6","0","100580259"
"0","130","60","0","1","1.645","1005802","11","0","0","310","100580260"
"0","0","61","1","4","0","1005802","0","0","2.3","0","100580261"
"0","0","62","0","1","1.616","1005802","12","0","0","240","100580262"
"0","0","63","1","4","0","1005802","0","0","3.913","0","100580263"
"vo_ske_0209","0","64","0","2","0","1005802","0","vo_ske","0","0","100580264"
"0","0","65","0","1","1.258","1005802","13","0","0","128","100580265"
"0","0","66","1","4","0","1005802","0","0","3.579","0","100580266"
"vo_ske_0210","0","67","0","2","0","1005802","0","vo_ske","0","0","100580267"
"0","0","68","0","1","1.496","1005802","14","0","0","250","100580268"
"0","0","69","1","4","0","1005802","0","0","3.996","0","100580269"
"0","0","1","1","4","0","1005803","0","0","0.8","0","100580301"
"vo_ske_0301","0","2","0","2","0","1005803","0","vo_ske","0","0","100580302"
"0","0","3","0","1","1.797","1005803","1","0","0","200","100580303"
"0","0","4","1","4","0","1005803","0","0","2.514","0","100580304"
"0","200","5","0","1","0.612","1005803","1","0","0","304","100580305"
"0","0","6","1","4","0","1005803","0","0","0.612","0","100580306"
"0","0","7","0","1","0.464","1005803","2","0","0","56","100580307"
"0","0","8","1","4","0","1005803","0","0","0.889","0","100580308"
"0","56","9","0","1","1.164","1005803","2","0","0","179","100580309"
"0","0","10","1","4","0","1005803","0","0","2.59","0","100580310"
"vo_ske_0302","0","11","0","2","0","1005803","0","vo_ske","0","0","100580311"
"0","179","12","0","1","1.185","1005803","2","0","0","316","100580312"
"0","0","13","1","4","0","1005803","0","0","1.185","0","100580313"
"0","0","14","0","1","0.952","1005803","3","0","0","137","100580314"
"0","0","15","1","4","0","1005803","0","0","1.747","0","100580315"
"0","137","16","0","1","0.961","1005803","3","0","0","219","100580316"
"0","0","17","1","4","0","1005803","0","0","2.398","0","100580317"
"vo_ske_0303","0","18","0","2","0","1005803","0","vo_ske","0","0","100580318"
"0","0","19","0","1","1.401","1005803","4","0","0","188","100580319"
"0","0","20","1","4","0","1005803","0","0","1.935","0","100580320"
"0","188","21","0","1","1.288","1005803","4","0","0","356","100580321"
"0","0","22","1","4","0","1005803","0","0","2.418","0","100580322"
"vo_ske_0304","0","23","0","2","0","1005803","0","vo_ske","0","0","100580323"
"0","0","24","0","1","0.619","1005803","5","0","0","55","100580324"
"0","0","25","1","4","0","1005803","0","0","1.407","0","100580325"
"0","55","26","0","1","2.1","1005803","5","0","0","333","100580326"
"0","0","27","1","4","0","1005803","0","0","4.561","0","100580327"
"vo_ske_0305","0","28","0","2","0","1005803","0","vo_ske","0","0","100580328"
"0","0","29","0","1","2.309","1005803","6","0","0","280","100580329"
"0","0","30","1","4","0","1005803","0","0","3.378","0","100580330"
"0","0","31","0","1","0.664","1005803","7","0","0","79","100580331"
"0","0","32","1","4","0","1005803","0","0","1.555","0","100580332"
"0","79","33","0","1","1.706","1005803","7","0","0","328","100580333"
"0","0","34","1","4","0","1005803","0","0","4.399","0","100580334"
"vo_ske_0306","0","35","0","2","0","1005803","0","vo_ske","0","0","100580335"
"0","0","36","0","1","2.137","1005803","8","0","0","212","100580336"
"0","0","37","1","4","0","1005803","0","0","3.014","0","100580337"
"0","212","38","0","1","0.788","1005803","8","0","0","340","100580338"
"0","0","39","1","4","0","1005803","0","0","2.288","0","100580339"
"vo_ske_0307","0","40","0","2","0","1005803","0","vo_ske","0","0","100580340"
"0","0","41","0","1","2.054","1005803","9","0","0","267","100580341"
"0","0","42","1","4","0","1005803","0","0","2.931","0","100580342"
"0","267","43","0","1","0.801","1005803","9","0","0","358","100580343"
"0","0","44","1","4","0","1005803","0","0","1.48","0","100580344"
"0","0","45","0","1","2.75","1005803","10","0","0","347","100580345"
"0","0","46","1","4","0","1005803","0","0","5.052","0","100580346"
"vo_ske_0308","0","47","0","2","0","1005803","0","vo_ske","0","0","100580347"
"0","0","48","0","1","0.527","1005803","11","0","0","71","100580348"
"0","0","49","1","4","0","1005803","0","0","1.38","0","100580349"
"0","71","50","0","1","1.473","1005803","11","0","0","247","100580350"
"0","0","51","1","4","0","1005803","0","0","1.759","0","100580351"
"0","247","52","0","1","0.68","1005803","11","0","0","354","100580352"
"0","0","53","1","4","0","1005803","0","0","1.838","0","100580353"
"vo_ske_0309","0","54","0","2","0","1005803","0","vo_ske","0","0","100580354"
"0","0","55","0","1","0.477","1005803","12","0","0","63","100580355"
"0","0","56","1","4","0","1005803","0","0","1.108","0","100580356"
"0","63","57","0","1","2.144","1005803","12","0","0","323","100580357"
"0","0","58","1","4","0","1005803","0","0","3.802","0","100580358"
"vo_ske_0310","0","59","0","2","0","1005803","0","vo_ske","0","0","100580359"
"0","0","60","0","1","1.251","1005803","13","0","0","113","100580360"
"0","0","61","1","4","0","1005803","0","0","2.672","0","100580361"
"0","113","62","0","1","0.65","1005803","13","0","0","197","100580362"
"0","0","63","1","4","0","1005803","0","0","1.349","0","100580363"
"0","197","64","0","1","0.589","1005803","13","0","0","290","100580364"
"0","0","65","1","4","0","1005803","0","0","3.089","0","100580365"
"0","0","1","1","4","0","1005804","0","0","0.8","0","100580401"
"vo_ske_0401","0","2","0","2","0","1005804","0","vo_ske","0","0","100580402"
"0","0","3","0","1","1.769","1005804","1","0","0","186","100580403"
"0","0","4","1","4","0","1005804","0","0","3.723","0","100580404"
"vo_ske_0402","0","5","0","2","0","1005804","0","vo_ske","0","0","100580405"
"0","0","6","0","1","0.818","1005804","2","0","0","70","100580406"
"0","0","7","1","4","0","1005804","0","0","1.553","0","100580407"
"0","70","8","0","1","1.87","1005804","2","0","0","289","100580408"
"0","0","9","1","4","0","1005804","0","0","2.537","0","100580409"
"0","289","10","0","1","0.487","1005804","2","0","0","347","100580410"
"0","0","11","1","4","0","1005804","0","0","0.487","0","100580411"
"0","0","12","0","1","0.822","1005804","3","0","0","101","100580412"
"0","0","13","1","4","0","1005804","0","0","2.459","0","100580413"
"0","101","14","0","1","1.696","1005804","3","0","0","268","100580414"
"0","0","15","1","4","0","1005804","0","0","2.551","0","100580415"
"0","268","16","0","1","0.688","1005804","3","0","0","356","100580416"
"0","0","17","1","4","0","1005804","0","0","1.121","0","100580417"
"0","0","18","0","1","1.807","1005804","4","0","0","221","100580418"
"0","0","19","1","4","0","1005804","0","0","4.87","0","100580419"
"vo_ske_0403","0","20","0","2","0","1005804","0","vo_ske","0","0","100580420"
"0","0","21","0","1","0.78","1005804","5","0","0","101","100580421"
"0","0","22","1","4","0","1005804","0","0","2.288","0","100580422"
"0","101","23","0","1","1.497","1005804","5","0","0","324","100580423"
"0","0","24","1","4","0","1005804","0","0","3.177","0","100580424"
"vo_ske_0404","0","25","0","2","0","1005804","0","vo_ske","0","0","100580425"
"0","0","26","0","1","0.729","1005804","6","0","0","102","100580426"
"0","0","27","1","4","0","1005804","0","0","1.799","0","100580427"
"0","102","28","0","1","0.823","1005804","6","0","0","177","100580428"
"0","0","29","1","4","0","1005804","0","0","1.447","0","100580429"
"0","177","30","0","1","0.982","1005804","6","0","0","275","100580430"
"0","0","31","1","4","0","1005804","0","0","1.587","0","100580431"
"0","275","32","0","1","0.639","1005804","6","0","0","325","100580432"
"0","0","33","1","4","0","1005804","0","0","0.639","0","100580433"
"0","0","34","0","1","1.712","1005804","7","0","0","266","100580434"
"0","0","35","1","4","0","1005804","0","0","3.735","0","100580435"
"vo_ske_0405","0","36","0","2","0","1005804","0","vo_ske","0","0","100580436"
"0","0","37","0","1","0.793","1005804","8","0","0","58","100580437"
"0","0","38","1","4","0","1005804","0","0","2.073","0","100580438"
"0","58","39","0","1","0.405","1005804","8","0","0","80","100580439"
"0","0","40","1","4","0","1005804","0","0","1.081","0","100580440"
"0","80","41","0","1","0.962","1005804","8","0","0","228","100580441"
"0","0","42","1","4","0","1005804","0","0","3.994","0","100580442"
"vo_ske_0406","0","43","0","2","0","1005804","0","vo_ske","0","0","100580443"
"0","0","44","0","1","0.869","1005804","9","0","0","117","100580444"
"0","0","45","1","4","0","1005804","0","0","2.298","0","100580445"
"vo_ske_0407","0","46","0","2","0","1005804","0","vo_ske","0","0","100580446"
"0","117","47","0","1","1.07","1005804","9","0","0","242","100580447"
"0","0","48","1","4","0","1005804","0","0","2.401","0","100580448"
"vo_ske_0408","0","49","0","2","0","1005804","0","vo_ske","0","0","100580449"
"0","242","50","0","1","0.939","1005804","9","0","0","368","100580450"
"0","0","51","1","4","0","1005804","0","0","0.939","0","100580451"
"0","0","52","0","1","0.816","1005804","10","0","0","124","100580452"
"0","0","53","1","4","0","1005804","0","0","2.428","0","100580453"
"vo_ske_0409","0","54","0","2","0","1005804","0","vo_ske","0","0","100580454"
"0","124","55","0","1","0.626","1005804","10","0","0","172","100580455"
"0","0","56","1","4","0","1005804","0","0","1.776","0","100580456"
"0","172","57","0","1","1.439","1005804","10","0","0","360","100580457"
"0","0","58","1","4","0","1005804","0","0","1.439","0","100580458"
"0","0","59","0","1","0.447","1005804","11","0","0","71","100580459"
"0","0","60","1","4","0","1005804","0","0","2.012","0","100580460"
"vo_ske_0410","0","61","0","2","0","1005804","0","vo_ske","0","0","100580461"
"0","71","62","0","1","0.504","1005804","11","0","0","130","100580462"
"0","0","63","1","4","0","1005804","0","0","1.659","0","100580463"
"0","130","64","0","1","0.488","1005804","11","0","0","235","100580464"
"0","0","65","1","4","0","1005804","0","0","3.099","0","100580465"
"vo_ske_0411","0","66","0","2","0","1005804","0","vo_ske","0","0","100580466"
"0","0","67","0","1","0.743","1005804","12","0","0","89","100580467"
"0","0","68","1","4","0","1005804","0","0","1.683","0","100580468"
"0","89","69","0","1","2.16","1005804","12","0","0","319","100580469"
"0","0","70","1","4","0","1005804","0","0","3.689","0","100580470"
"0","0","71","0","1","1.846","1005804","13","0","0","220","100580471"
"0","0","72","1","4","0","1005804","0","0","4.239","0","100580472"
"vo_ske_0412","0","73","0","2","0","1005804","0","vo_ske","0","0","100580473"
"0","0","74","0","1","0.584","1005804","14","0","0","80","100580474"
"0","0","75","1","4","0","1005804","0","0","1.837","0","100580475"
"0","80","76","0","1","1.393","1005804","14","0","0","275","100580476"
"0","0","77","1","4","0","1005804","0","0","3.893","0","100580477"
"0","0","1","1","4","0","1005805","0","0","0.8","0","100580501"
"vo_ske_0501","0","2","0","2","0","1005805","0","vo_ske","0","0","100580502"
"0","0","3","0","1","1.013","1005805","1","0","0","123","100580503"
"0","0","4","1","4","0","1005805","0","0","1.598","0","100580504"
"0","123","5","0","1","1.062","1005805","1","0","0","271","100580505"
"0","0","6","1","4","0","1005805","0","0","2.428","0","100580506"
"vo_ske_0502","0","7","0","2","0","1005805","0","vo_ske","0","0","100580507"
"0","0","8","0","1","1.244","1005805","2","0","0","107","100580508"
"0","0","9","1","4","0","1005805","0","0","1.839","0","100580509"
"0","107","10","0","1","1.989","1005805","2","0","0","357","100580510"
"0","0","11","1","4","0","1005805","0","0","3.898","0","100580511"
"vo_ske_0503","0","12","0","2","0","1005805","0","vo_ske","0","0","100580512"
"0","0","13","0","1","1.43","1005805","3","0","0","188","100580513"
"0","0","14","1","4","0","1005805","0","0","1.915","0","100580514"
"0","188","15","0","1","0.906","1005805","3","0","0","309","100580515"
"0","0","16","1","4","0","1005805","0","0","2.75","0","100580516"
"vo_ske_0504","0","17","0","2","0","1005805","0","vo_ske","0","0","100580517"
"0","0","18","0","1","1.11","1005805","4","0","0","103","100580518"
"0","0","19","1","4","0","1005805","0","0","1.656","0","100580519"
"0","103","20","0","1","1.445","1005805","4","0","0","235","100580520"
"0","0","21","1","4","0","1005805","0","0","1.899","0","100580521"
"0","235","22","0","1","0.574","1005805","4","0","0","326","100580522"
"0","0","23","1","4","0","1005805","0","0","2.491","0","100580523"
"vo_ske_0505","0","24","0","2","0","1005805","0","vo_ske","0","0","100580524"
"0","0","25","0","1","1.192","1005805","5","0","0","167","100580525"
"0","0","26","1","4","0","1005805","0","0","1.943","0","100580526"
"0","167","27","0","1","0.864","1005805","5","0","0","279","100580527"
"0","0","28","1","4","0","1005805","0","0","1.47","0","100580528"
"0","279","29","0","1","0.713","1005805","5","0","0","340","100580529"
"0","0","30","1","4","0","1005805","0","0","3.073","0","100580530"
"vo_ske_0506","0","31","0","2","0","1005805","0","vo_ske","0","0","100580531"
"0","0","32","0","1","1.159","1005805","6","0","0","153","100580532"
"0","0","33","1","4","0","1005805","0","0","1.779","0","100580533"
"0","153","34","0","1","1.634","1005805","6","0","0","391","100580534"
"0","0","35","1","4","0","1005805","0","0","5.206","0","100580535"
"vo_ske_0507","0","36","0","2","0","1005805","0","vo_ske","0","0","100580536"
"0","0","37","0","1","1.363","1005805","7","0","0","183","100580537"
"0","0","38","1","4","0","1005805","0","0","2.334","0","100580538"
"0","183","39","0","1","1.128","1005805","7","0","0","343","100580539"
"0","0","40","1","4","0","1005805","0","0","3.267","0","100580540"
"vo_ske_0508","0","41","0","2","0","1005805","0","vo_ske","0","0","100580541"
"0","0","42","0","1","2.341","1005805","8","0","0","305","100580542"
"0","0","43","1","4","0","1005805","0","0","3.817","0","100580543"
"0","305","44","0","1","0.614","1005805","8","0","0","360","100580544"
"0","0","45","1","4","0","1005805","0","0","1.798","0","100580545"
"0","0","46","0","1","1.942","1005805","9","0","0","286","100580546"
"0","0","47","1","4","0","1005805","0","0","4.447","0","100580547"
"vo_ske_0509","0","48","0","2","0","1005805","0","vo_ske","0","0","100580548"
"0","0","49","0","1","0.441","1005805","10","0","0","108","100580549"
"0","0","50","1","4","0","1005805","0","0","1.691","0","100580550"
"0","108","51","0","1","2.177","1005805","10","0","0","382","100580551"
"0","0","52","1","4","0","1005805","0","0","4.215","0","100580552"
"vo_ske_0510","0","53","0","2","0","1005805","0","vo_ske","0","0","100580553"
"0","0","54","0","1","1.116","1005805","11","0","0","118","100580554"
"0","0","55","1","4","0","1005805","0","0","2.252","0","100580555"
"0","118","56","0","1","2.025","1005805","11","0","0","380","100580556"
"0","0","57","1","4","0","1005805","0","0","4.486","0","100580557"
"vo_ske_0511","0","58","0","2","0","1005805","0","vo_ske","0","0","100580558"
"0","0","59","0","1","0.473","1005805","12","0","0","64","100580559"
"0","0","60","1","4","0","1005805","0","0","1.015","0","100580560"
"0","64","61","0","1","0.759","1005805","12","0","0","164","100580561"
"0","0","62","1","4","0","1005805","0","0","2.172","0","100580562"
"0","0","63","0","1","2.606","1005805","13","0","0","362","100580563"
"0","0","64","1","4","0","1005805","0","0","5.313","0","100580564"
"vo_ske_0512","0","65","0","2","0","1005805","0","vo_ske","0","0","100580565"
"0","0","66","0","1","1.072","1005805","14","0","0","197","100580566"
"0","0","67","1","4","0","1005805","0","0","2.416","0","100580567"
"0","197","68","0","1","1.331","1005805","14","0","0","362","100580568"
"0","0","69","1","4","0","1005805","0","0","3.831","0","100580569"
"0","0","1","1","4","0","1005901","0","0","0.8","0","100590101"
"vo_ske_0601","0","2","0","2","0","1005901","0","vo_ske","0","0","100590102"
"0","0","3","0","1","1.86","1005901","1","0","0","198","100590103"
"0","0","4","1","4","0","1005901","0","0","2.5","0","100590104"
"0","198","5","0","1","1.2","1005901","1","0","0","365","100590105"
"0","0","6","1","4","0","1005901","0","0","3.1","0","100590106"
"vo_ske_0602","0","7","0","2","0","1005901","0","vo_ske","0","0","100590107"
"0","0","8","0","1","2.2","1005901","2","0","0","268","100590108"
"0","0","9","1","4","0","1005901","0","0","3.3","0","100590109"
"0","268","10","0","1","0.9","1005901","2","0","0","356","100590110"
"0","0","11","1","4","0","1005901","0","0","1.5","0","100590111"
"0","0","12","0","1","1.5","1005901","3","0","0","186","100590112"
"0","0","13","1","4","0","1005901","0","0","3.7","0","100590113"
"vo_ske_0603","0","14","0","2","0","1005901","0","vo_ske","0","0","100590114"
"0","186","15","0","1","1.5","1005901","3","0","0","381","100590115"
"0","0","16","1","4","0","1005901","0","0","1.5","0","100590116"
"0","0","17","0","1","0.3","1005901","4","0","0","50","100590117"
"0","0","18","1","4","0","1005901","0","0","1.5","0","100590118"
"0","50","19","0","1","0.8","1005901","4","0","0","132","100590119"
"0","0","20","1","4","0","1005901","0","0","1.5","0","100590120"
"0","132","21","0","1","1.9","1005901","4","0","0","378","100590121"
"0","0","22","1","4","0","1005901","0","0","4.5","0","100590122"
"vo_ske_0604","0","23","0","2","0","1005901","0","vo_ske","0","0","100590123"
"0","0","24","0","1","2.3","1005901","5","0","0","273","100590124"
"0","0","25","1","4","0","1005901","0","0","3.3","0","100590125"
"0","273","26","0","1","1.1","1005901","5","0","0","385","100590126"
"0","0","27","1","4","0","1005901","0","0","1.1","0","100590127"
"0","0","28","0","1","1.1","1005901","6","0","0","223","100590128"
"0","0","29","1","4","0","1005901","0","0","3.9","0","100590129"
"vo_ske_0605","0","30","0","2","0","1005901","0","vo_ske","0","0","100590130"
"0","0","31","0","1","0.5","1005901","7","0","0","76","100590131"
"0","0","32","1","4","0","1005901","0","0","1.7","0","100590132"
"0","76","33","0","1","1.2","1005901","7","0","0","210","100590133"
"0","0","34","1","4","0","1005901","0","0","1.9","0","100590134"
"0","210","35","0","1","0.9","1005901","7","0","0","292","100590135"
"0","0","36","1","4","0","1005901","0","0","2.6","0","100590136"
"vo_ske_0606","0","37","0","2","0","1005901","0","vo_ske","0","0","100590137"
"0","0","38","0","1","1.6","1005901","8","0","0","217","100590138"
"0","0","39","1","4","0","1005901","0","0","2","0","100590139"
"0","217","40","0","1","1","1005901","8","0","0","340","100590140"
"0","0","41","1","4","0","1005901","0","0","1","0","100590141"
"0","0","42","0","1","1.3","1005901","9","0","0","166","100590142"
"0","0","43","1","4","0","1005901","0","0","2.2","0","100590143"
"0","166","44","0","1","1.4","1005901","9","0","0","372","100590144"
"0","0","45","1","4","0","1005901","0","0","4","0","100590145"
"vo_ske_0607","0","46","0","2","0","1005901","0","vo_ske","0","0","100590146"
"0","0","47","0","1","1.1","1005901","10","0","0","115","100590147"
"0","0","48","1","4","0","1005901","0","0","1.8","0","100590148"
"0","115","49","0","1","1","1005901","10","0","0","220","100590149"
"0","0","50","1","4","0","1005901","0","0","2.3","0","100590150"
"0","220","51","0","1","1.4","1005901","10","0","0","366","100590151"
"0","0","52","1","4","0","1005901","0","0","3.4","0","100590152"
