5f71ac9287c646a79ec48944e3c520f68de66ddf7e0286752f92e5854161fc61,a55cd2c8c08686786eb690cf3d9f45aca45974ab338f0adb8805e9dbdc3455c2,e8b9583814cbe439411f97c7ed33e572cfca877fcc4a63164a77191dae6d104f,b5c4b70472309bef211928d046e66e632cb42342f832e5454b16ed67d7df9c6e,86e59fcf8d07facc4f73d19d1051cfbf97ead9c9a78dcd0413e8f72569f630d6,2426895972496fbdf335f1a98bee40b6a795442ef1a5dadb2ee2e7a700c32b55,e26208e1fb49bac57131dcbe390c593736cc7fee272329b8525510fe7ea71f61,e9fe1d439ee8169a76eaab6a83ae37d9829e3dfc311c1f5464401a72c46c8c29,9c1150021799089b021dcf8670aa6a8223507b0007f4e4b8e5641c465628008c,7e578c3e2662e692c0722af2e237c4f106dacb6232b2aae017929bfc8b32c995,5f6aa8b82dbfd16a5f87520c4530a2001b218a261d282fac65aed43e440c2ea6,35ea40022c36e70f4712a1252431ffe29c01303641c9531bc406ac7d7b4871f0,224a6ceeea887b00ec5379378d12a0ceb7d9ca861aa4a989fa1e314d7ef0b9bb,57316453634f110f1643b230cb94e7d441ea9964351dc28a848bc65d40d93422,56aa2a6a83ef849261ae7374d46b6078e76cbe820a756ff072b80be9e2386ecc
"1","1","1st Round Clear！","80001","32003","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3200301"
"2","1","2nd Round Clear！","80001","32003","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3200302"
"3","1","3rd Round Clear！","80001","32003","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3200303"
"4","1","4th Round Clear！","80001","32003","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3200304"
"5","1","CONQUEST！","80001","32003","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3200305"
"1","1","1st Round Clear！","80001","32004","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3200401"
"2","1","2nd Round Clear！","80001","32004","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3200402"
"3","1","3rd Round Clear！","80001","32004","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3200403"
"4","1","4th Round Clear！","80001","32004","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3200404"
"5","1","CONQUEST！","80001","32004","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3200405"
"1","1","1st Round Clear！","80001","32005","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3200501"
"2","1","2nd Round Clear！","80001","32005","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3200502"
"3","1","3rd Round Clear！","80001","32005","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3200503"
"4","1","4th Round Clear！","80001","32005","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3200504"
"5","1","CONQUEST！","80001","32005","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3200505"
"1","1","1st Round Clear！","80001","32006","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3200601"
"2","1","2nd Round Clear！","80001","32006","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3200602"
"3","1","3rd Round Clear！","80001","32006","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3200603"
"4","1","4th Round Clear！","80001","32006","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3200604"
"5","1","CONQUEST！","80001","32006","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3200605"
"1","1","1st Round Clear！","80001","32007","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3200701"
"2","1","2nd Round Clear！","80001","32007","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3200702"
"3","1","3rd Round Clear！","80001","32007","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3200703"
"4","1","4th Round Clear！","80001","32007","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3200704"
"5","1","CONQUEST！","80001","32007","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3200705"
"1","1","1st Round Clear！","80001","32008","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3200801"
"2","1","2nd Round Clear！","80001","32008","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3200802"
"3","1","3rd Round Clear！","80001","32008","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3200803"
"4","1","4th Round Clear！","80001","32008","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3200804"
"5","1","CONQUEST！","80001","32008","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3200805"
"1","1","1st Round Clear！","80001","32009","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3200901"
"2","1","2nd Round Clear！","80001","32009","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3200902"
"3","1","3rd Round Clear！","80001","32009","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3200903"
"4","1","4th Round Clear！","80001","32009","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3200904"
"5","1","CONQUEST！","80001","32009","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3200905"
"1","1","1st Round Clear！","80001","32010","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3201001"
"2","1","2nd Round Clear！","80001","32010","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3201002"
"3","1","3rd Round Clear！","80001","32010","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3201003"
"4","1","4th Round Clear！","80001","32010","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3201004"
"5","1","CONQUEST！","80001","32010","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3201005"
"1","1","1st Round Clear！","80001","32011","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3201101"
"2","1","2nd Round Clear！","80001","32011","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3201102"
"3","1","3rd Round Clear！","80001","32011","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3201103"
"4","1","4th Round Clear！","80001","32011","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3201104"
"5","1","CONQUEST！","80001","32011","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3201105"
"1","1","1st Round Clear！","80001","32012","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3201201"
"2","1","2nd Round Clear！","80001","32012","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3201202"
"3","1","3rd Round Clear！","80001","32012","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3201203"
"4","1","4th Round Clear！","80001","32012","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3201204"
"5","1","CONQUEST！","80001","32012","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3201205"
"1","1","1st Round Clear！","80001","32013","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3201301"
"2","1","2nd Round Clear！","80001","32013","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3201302"
"3","1","3rd Round Clear！","80001","32013","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3201303"
"4","1","4th Round Clear！","80001","32013","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3201304"
"5","1","CONQUEST！","80001","32013","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3201305"
"1","1","1st Round Clear！","80001","32014","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3201401"
"2","1","2nd Round Clear！","80001","32014","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3201402"
"3","1","3rd Round Clear！","80001","32014","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3201403"
"4","1","4th Round Clear！","80001","32014","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3201404"
"5","1","CONQUEST！","80001","32014","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3201405"
"1","1","1st Round Clear！","80001","32015","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3201501"
"2","1","2nd Round Clear！","80001","32015","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3201502"
"3","1","3rd Round Clear！","80001","32015","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3201503"
"4","1","4th Round Clear！","80001","32015","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3201504"
"5","1","CONQUEST！","80001","32015","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3201505"
"1","1","1st Round Clear！","80001","32016","スペシャルダンジョンを1回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001001","0","0","3201601"
"2","1","2nd Round Clear！","80001","32016","スペシャルダンジョンを2回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001002","0","0","3201602"
"3","1","3rd Round Clear！","80001","32016","スペシャルダンジョンを3回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001003","0","0","3201603"
"4","1","4th Round Clear！","80001","32016","スペシャルダンジョンを4回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001004","0","0","3201604"
"5","1","CONQUEST！","80001","32016","スペシャルダンジョンを5回登頂しよう","2030/04/01 14:59:59","2015/04/01 15:00:00","603","1004110","0","32001005","0","0","3201605"
