0e06697ede36037c2a43581e76ed458025a35f390787239b2950a1f528fd44e0,a5f89a893cc280fae4145b7e0d32925f508a50f6d7e1aaab47c8db7db1e90255,548ecf1b83d788fcca7090878ce5c413111da31e3e08d2ec0beb7662a14b75db,3ea31aec89f4387024e977c705f86edef72c0b74f3dcae3ca039c6db7a27bcf0,8c6043c0ef79dedcb1a9bcb003908cfbc32b0ebc86194f68fea4dec2fa9fb40c,245ebadf2c92bf279c624bc48682c36f89004041517bad5453e3065218aa0621,18ff0ab06eb7f60acfc3a9808c222d6b16b04dedf8acf97b8e33341ce627a7f2,5404b95bfbe1b92e209936bb125f30ffba21a77e4a4e682eb5e5066dff7bf9a8,3ab9a7f36c0b1101dc33e7d9e9294ca3839180a60ea5b6a8d6518411f3133eb8,7f3b4620eabd5a6fa65049b8124726342544eea8e313f28dc1f55aac969c1526,0c66e231c818b51542e5d095684740e88308d38d4026a5dc906eab6c6e69f500,6e793b291f5cb42de97f2775856547584b997b61789222e30ff4397190b4385d,6ee8494d99d384719dea2da0dcd81943653ab8e41896e7a3437d2b36d802ff09,a3f5681b491afd33e38a8f781a0c8c000fd55552f868cc187c54dfdc7eb624c3,5e98c00d5503fbc69ce7642ec2fd862d35e9b4911d047e46aaaee6189a38963e,31588a0b7a9cd296ad3a7ff231c3e5f0f1548b536ee753dd8aa2e8e6a1c4282f,035d5ed2ba35e00f7ffcafe74a17ba11fb7645c7bd6cfb217ca75d1e20d63460,bfc6b9e6d1ecf3fbdf9544ec825d538a507251be2b79175cf36380bb0c4213bf,9f159a91c27cadeac940e768af52ad99cdd46d714fbc02eeacc13324a90f256f,415d54a2db5cc72fca5377314df8d9efbf8a3091ca727800df62646ac4d0b894
"1010011","101001102","0","1","0","0","0","0","0","0","0","0","0","1010011","0","0","0","101032","1010","1"
"1011005","101100501","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","101111","1011","1"
"1011008","101100801","0","0","0","0","-960","1","0","0","0","0","0","0","0","0","0","0","1011","1"
"1011011","101101101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","101131","1011","1"
"1012003","101200301","0","1","0","103811","0","0","0","0","0","0","0","0","0","0","0","101211","1012","1"
"1012008","101200801","0","0","0","0","-960","1","0","0","0","0","1","0","0","0","0","0","1012","1"
"1012011","101201101","0","1","0","0","0","0","0","0","0","0","0","1012011","0","0","0","101231","1012","1"
"1012011","101201102","0","1","0","0","0","0","0","0","0","0","0","1012011","0","0","0","101231","1012","1"
"1013002","101300201","0","1","0","0","0","0","0","0","0","0","0","1013002","0","0","0","101311","1013","1"
"1013002","101300202","0","1","0","101311","0","0","0","0","0","0","0","1013002","0","0","0","811","1013","1"
"1013008","101300801","0","0","0","0","-960","1","0","0","0","0","0","0","0","0","0","0","1013","1"
"1013011","101301101","0","1","0","0","0","0","0","0","0","0","0","1013011","0","0","0","101332","1013","1"
"1013011","101301102","0","1","0","0","0","0","0","0","0","0","0","1013011","0","0","0","101332","1013","1"
"1014004","101400401","0","1","0","0","0","0","0","0","0","0","0","1014004","0","0","0","101411","1014","1"
"1014004","101400402","0","1","0","0","0","0","0","0","0","0","0","1014004","0","0","0","0","1014","1"
"1014004","101400403","0","1","0","0","0","0","0","0","0","0","0","1014004","0","0","0","101411","1014","1"
"1014008","101400801","0","1","0","0","0","0","0","0","0","0","0","1014008","0","0","0","101431","1014","1"
"1014008","101400802","0","1","0","0","0","0","0","0","0","0","0","1014008","0","0","0","101431","1014","1"
"1014011","101401101","0","1","0","101431","0","0","0","0","0","0","0","1014011","0","0","0","3731","1014","1"
"1014011","101401102","0","1","0","101431","0","0","0","0","0","0","0","1014011","0","0","0","3731","1014","1"
"1015002","101500201","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","101511","1015","1"
"1015008","101500801","0","0","0","0","-960","1","0","0","0","0","0","0","0","0","0","0","1015","1"
"1015011","101501101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","101532","1015","1"
"1016001","101600101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","101611","1016","1"
"1016005","101600501","0","1","0","0","-830","1","0","0","0","0","1","0","0","0","0","0","1016","1"
"1016008","101600801","0","0","0","0","-910","1","0","0","0","0","0","0","0","0","0","0","1016","1"
"1016011","101601101","0","1","0","0","0","0","0","0","0","0","0","1016011","0","0","0","101631","1016","1"
"1016011","101601102","0","1","0","0","0","0","0","0","0","0","0","1016011","0","0","0","101631","1016","1"
"1017002","101700201","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","101711","1017","1"
"1017008","101700801","0","0","0","0","-900","1","0","0","0","0","0","0","0","0","0","0","1017","1"
"1017011","101701101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","101732","1017","1"
"1018001","101800101","0","1","0","0","-850","1","0","0","0","0","1","0","0","0","0","0","1018","1"
"1018002","101800201","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","101811","1018","1"
"1018004","101800401","0","0","0","0","-800","1","0","0","0","0","0","0","0","0","0","0","1018","1"
"1018008","101800801","0","0","0","0","-800","1","0","0","0","0","0","0","0","0","0","0","1018","1"
"1018011","101801101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","101831","1018","1"
"1020003","102000301","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","102011","1020","1"
"1020011","102001101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","102031","1020","1"
"1021001","102100101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","102111","1021","1"
"1021008","102100801","0","0","0","0","-800","1","0","0","0","0","0","0","0","0","0","0","1021","1"
"1021011","102101101","0","1","0","0","0","0","0","0","0","0","0","1021011","0","0","0","102131","1021","1"
"1021011","102101102","0","1","0","0","0","0","0","0","0","0","0","1021011","0","0","0","102131","1021","1"
"1022003","102200301","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","102211","1022","1"
"1022008","102200801","0","0","0","0","-840","1","0","0","0","0","0","0","0","0","0","0","1022","1"
"1022011","102201101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","102232","1022","1"
"1023003","102300301","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","102311","1023","1"
"1023008","102300801","0","0","0","0","-880","1","0","0","0","0","0","0","0","0","0","0","1023","1"
"1023011","102301101","0","1","0","0","0","0","0","0","0","0","0","1023011","0","0","0","102332","1023","1"
"1023011","102301102","0","1","0","0","0","0","0","0","0","0","0","1023011","0","0","0","102332","1023","1"
"1025003","102500301","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","102511","1025","1"
"1025008","102500801","0","0","0","0","-870","1","0","0","0","0","0","0","0","0","0","0","1025","1"
"1025009","102500901","0","0","0","0","0","0","0","1","0","0","0","1025009","0","0","0","0","1025","1"
"1025009","102500902","0","0","0","0","0","0","0","1","0","0","0","1025009","0","0","0","0","1025","1"
"1025011","102501101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","102531","1025","1"
"1026004","102600401","0","0","0","0","-870","1","0","0","0","0","0","0","0","0","0","0","1026","1"
"1026007","102600701","0","1","0","0","0","0","0","0","0","0","0","1026007","0","0","0","102611","1026","1"
"1026007","102600702","0","1","0","0","0","0","0","0","0","0","0","1026007","0","0","0","102611","1026","1"
"1026008","102600801","0","0","0","0","-870","1","0","0","0","0","0","0","0","0","0","0","1026","1"
"1026011","102601101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","102632","1026","1"
"1027001","102700101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","102711","1027","1"
"1027004","102700401","0","0","0","0","-870","1","0","0","0","0","0","0","0","0","0","0","1027","1"
"1027008","102700801","0","0","0","0","-910","1","0","0","0","0","0","0","0","0","0","0","1027","1"
"1027011","102701101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","102731","1027","1"
"1028006","102800601","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1028","1"
"1028008","102800801","0","0","0","0","-950","1","0","0","0","0","0","0","0","0","0","0","1028","1"
"1028011","102801101","0","1","0","0","0","0","0","0","0","0","0","1028011","0","0","0","102832","1028","1"
"1028011","102801102","0","1","0","0","0","0","0","0","0","0","0","1028011","0","0","0","102832","1028","1"
"1029006","102900601","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","102912","1029","1"
"1029008","102900801","0","0","0","0","-870","1","0","0","0","0","0","0","0","0","0","0","1029","1"
"1029011","102901101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","102931","1029","1"
"1030002","103000201","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","103011","1030","1"
"1030008","103000801","0","0","0","0","-810","1","0","0","0","0","0","0","0","0","0","0","1030","1"
"1030011","103001101","0","1","0","0","0","0","0","0","0","0","0","1030011","0","0","0","103031","1030","1"
"1030011","103001102","0","1","0","0","0","0","0","0","0","0","0","1030011","0","0","0","103031","1030","1"
"1031002","103100201","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","103111","1031","1"
"1031008","103100801","0","0","0","0","-850","1","0","0","0","0","0","0","0","0","0","0","1031","1"
"1031011","103101101","0","1","0","103131","0","0","0","0","0","0","0","0","0","0","0","1331","1031","1"
"1032006","103200601","0","1","0","0","0","0","0","0","0","0","0","1032006","0","0","0","103211","1032","1"
"1032006","103200602","0","1","0","0","0","0","0","0","0","0","0","1032006","0","0","0","0","1032","1"
"1032008","103200801","0","0","0","0","-840","1","0","0","0","0","0","0","0","0","0","0","1032","1"
"1032011","103201101","0","1","0","0","0","0","0","0","0","0","0","1032011","0","0","0","103231","1032","1"
"1032011","103201102","0","1","0","0","0","0","0","0","0","0","0","1032011","0","0","0","103231","1032","1"
"1033001","103300101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","103311","1033","1"
"1033008","103300801","0","0","0","0","-850","1","0","0","0","0","0","0","0","0","0","0","1033","1"
"1033011","103301101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","103332","1033","1"
"1034002","103400201","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","103411","1034","1"
"1034008","103400801","0","0","0","0","-910","1","0","0","0","0","0","0","0","0","0","0","1034","1"
"1034011","103401101","0","1","0","103431","0","0","0","0","0","0","0","1034011","0","0","0","100011","1034","1"
"1034011","103401102","0","1","0","103431","0","0","0","0","0","0","0","1034011","0","0","0","100011","1034","1"
"1036007","103600701","0","1","0","0","0","0","0","0","0","0","0","1036007","0","0","0","311","1036","1"
"1036007","103600702","0","1","0","0","0","0","0","0","0","0","0","1036007","0","0","0","311","1036","1"
"1036008","103600801","0","0","0","0","-870","1","0","0","0","0","0","0","0","0","0","0","1036","1"
"1036011","103601101","0","1","0","103631","0","0","0","0","0","0","0","1036011","0","0","0","1131","1036","1"
"1036011","103601102","0","1","0","103631","0","0","0","0","0","0","0","1036011","0","0","0","1131","1036","1"
"1036011","103601103","0","1","0","103631","0","0","0","0","0","0","0","1036011","0","0","0","1131","1036","1"
"1037004","103700401","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1037","1"
"1037008","103700801","0","0","0","0","-870","1","0","0","0","0","0","0","0","0","0","0","1037","1"
"1037011","103701101","0","1","0","0","0","0","0","0","0","0","0","1037011","0","0","0","103731","1037","1"
"1037011","103701102","0","1","0","0","0","0","0","0","0","0","0","1037011","0","0","0","103731","1037","1"
"1038006","103800601","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","103811","1038","1"
"1038008","103800801","0","0","0","0","-700","1","0","0","0","0","0","0","0","0","0","0","1038","1"
"1038011","103801101","0","1","0","0","0","0","0","0","0","0","0","1038011","0","0","0","103831","1038","1"
"1038011","103801102","0","1","0","0","0","0","0","0","0","0","0","1038011","0","0","0","103831","1038","1"
"1040007","104000701","0","1","0","0","0","0","0","0","0","0","0","1040007","0","0","0","104011","1040","1"
"1040007","104000702","0","1","0","0","0","0","0","0","0","0","0","1040007","0","0","0","104011","1040","1"
"1040007","104000703","0","1","0","0","0","0","0","0","0","0","0","1040007","0","0","0","104011","1040","1"
"1040008","104000801","0","0","0","0","-830","1","0","0","0","0","0","0","0","0","0","0","1040","1"
"1040011","104001101","0","1","0","0","0","0","0","0","0","0","0","1040011","0","0","0","104032","1040","1"
"1040011","104001102","0","1","0","0","0","0","0","0","0","0","0","1040011","0","0","0","104032","1040","1"
"1042001","104200101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","104211","1042","1"
"1042008","104200801","0","0","0","0","-860","1","0","0","0","0","0","0","0","0","0","0","1042","1"
"1042011","104201101","0","1","0","0","0","0","0","0","0","0","0","1042011","0","0","0","104232","1042","1"
"1042011","104201102","0","1","0","0","0","0","0","0","0","0","0","1042011","0","0","0","104232","1042","1"
"1043003","104300301","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","104311","1043","1"
"1043008","104300801","0","0","0","0","-910","1","0","0","0","0","0","0","0","0","0","0","1043","1"
"1043011","104301101","0","1","100011","6832","0","0","0","0","0","0","0","0","0","104331","0","6732","1043","1"
"1044001","104400101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","104412","1044","1"
"1044008","104400801","0","0","0","0","-900","1","0","0","0","0","0","0","0","0","0","0","1044","1"
"1044011","104401101","0","1","0","0","0","0","0","0","0","0","0","1044011","0","0","0","104431","1044","1"
"1044011","104401102","0","1","0","0","0","0","0","0","0","0","0","1044011","0","0","0","104431","1044","1"
"1044011","104401103","0","1","0","0","0","0","0","0","0","0","0","1044011","0","0","0","104431","1044","1"
"1045001","104500101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","104511","1045","1"
"1045008","104500801","0","0","0","0","-860","1","0","0","0","0","0","0","0","0","0","0","1045","1"
"1045011","104501101","0","1","0","0","0","0","0","0","0","0","0","1045011","0","0","0","104531","1045","1"
"1045011","104501102","0","1","0","0","0","0","0","0","0","0","0","1045011","0","0","0","104531","1045","1"
"1046001","104600101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","104611","1046","1"
"1046008","104600801","0","0","0","0","-840","1","0","0","0","0","0","0","0","0","0","0","1046","1"
"1046011","104601101","0","1","0","0","0","0","0","0","0","0","0","1046011","0","0","0","104631","1046","1"
"1046011","104601102","0","1","0","0","0","0","0","0","0","0","0","1046011","0","0","0","104631","1046","1"
"1047006","104700601","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","104713","1047","0"
"1047008","104700801","0","0","0","0","-870","1","0","0","0","0","0","0","0","0","0","0","1047","0"
"1047011","104701101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","104733","1047","0"
"1048002","104800201","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","104811","1048","1"
"1048008","104800801","0","0","0","0","-870","1","0","0","0","0","0","0","0","0","0","0","1048","1"
"1048011","104801101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","104831","1048","1"
"1049003","104900301","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","104911","1049","1"
"1049008","104900801","0","0","0","0","-800","1","0","0","0","0","0","0","0","0","0","0","1049","1"
"1049011","104901101","0","1","0","0","0","0","0","0","0","0","0","1049011","0","0","0","104932","1049","1"
"1049011","104901102","0","1","0","0","0","0","0","0","0","0","0","1049011","0","0","0","104932","1049","1"
"1050004","105000401","0","0","0","0","-790","1","0","0","0","0","0","0","0","0","0","0","1050","1"
"1050006","105000601","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105011","1050","1"
"1050008","105000801","0","0","0","0","-890","1","0","0","0","0","0","0","0","0","0","0","1050","1"
"1050011","105001101","0","1","0","0","0","0","0","0","0","0","0","1050011","0","0","0","105032","1050","1"
"1050011","105001102","0","1","0","0","0","0","0","0","0","0","0","1050011","0","0","0","105032","1050","1"
"1051002","105100201","0","1","0","0","0","0","0","0","0","0","0","1051002","0","0","0","105111","1051","1"
"1051002","105100202","0","1","0","0","0","0","0","0","0","0","0","1051002","0","0","0","105111","1051","1"
"1051002","105100203","0","1","0","0","0","0","0","0","0","0","0","1051002","0","0","0","105111","1051","1"
"1051004","105100401","0","0","0","0","-910","1","0","0","0","0","0","0","0","0","0","0","1051","1"
"1051008","105100801","0","0","0","0","-860","1","0","0","0","0","0","0","0","0","0","0","1051","1"
"1051011","105101101","0","1","0","0","0","0","0","0","0","0","0","1051011","0","0","0","105131","1051","1"
"1051011","105101102","0","1","0","0","0","0","0","0","0","0","0","1051011","0","0","0","105131","1051","1"
"1052006","105200601","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105212","1052","1"
"1052008","105200801","0","0","0","0","-880","1","0","0","0","0","0","0","0","0","0","0","1052","1"
"1052011","105201101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105231","1052","1"
"1053002","105300201","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105311","1053","1"
"1053008","105300801","0","0","0","0","-840","1","0","0","0","0","0","0","0","0","0","0","1053","1"
"1053011","105301101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105331","1053","1"
"1054003","105400301","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105411","1054","1"
"1054007","105400701","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105412","1054","1"
"1054008","105400801","0","0","0","0","-840","1","0","0","0","0","0","0","0","0","0","0","1054","1"
"1054011","105401101","0","1","0","0","0","0","0","0","0","0","0","1054011","0","0","0","105431","1054","1"
"1054011","105401102","0","1","0","0","0","0","0","0","0","0","0","1054011","0","0","0","105431","1054","1"
"1055003","105500301","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105511","1055","1"
"1055008","105500801","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105531","1055","1"
"1055011","105501101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105531","1055","1"
"1056001","105600101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105611","1056","1"
"1056008","105600801","0","0","0","0","-840","1","0","0","0","0","0","0","0","0","0","0","1056","1"
"1056011","105601101","0","1","0","105631","0","0","0","0","0","0","0","1056011","0","0","0","100011","1056","1"
"1056011","105601102","0","1","0","105631","0","0","0","0","0","0","0","1056011","0","0","0","100011","1056","1"
"1057002","105700201","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105711","1057","1"
"1057007","105700701","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1057","1"
"1057008","105700801","0","0","0","0","-880","1","0","0","0","0","0","0","0","0","0","0","1057","1"
"1057011","105701101","0","1","0","0","0","0","0","0","0","0","0","1057011","0","0","0","105731","1057","1"
"1057011","105701102","0","1","0","0","0","0","0","0","0","0","0","1057011","0","0","0","105731","1057","1"
"1058003","105800301","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105812","1058","1"
"1058008","105800801","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105831","1058","1"
"1058011","105801101","0","1","0","0","0","0","0","0","0","0","0","1058011","0","0","0","105831","1058","1"
"1058011","105801102","0","1","0","0","0","0","0","0","0","0","0","1058011","0","0","0","105831","1058","1"
"1059002","105900201","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105913","1059","1"
"1059008","105900801","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","105931","1059","1"
"1059011","105901101","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1059","1"
"1060007","106000701","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","106012","1060","1"
"1060008","106000801","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","106031","1060","1"
"1060011","106001101","0","1","0","0","0","0","0","0","0","0","0","1060011","0","0","0","106031","1060","1"
"1060011","106001102","0","1","0","0","0","0","0","0","0","0","0","1060011","0","0","0","106031","1060","1"
"1061002","106100201","0","1","0","106112","0","0","0","0","0","0","0","0","0","0","0","100011","1061","1"
"1061004","106100401","0","1","0","106211","0","0","0","0","0","0","0","0","0","0","0","106114","1061","1"
"1061007","106100701","0","1","0","0","0","0","0","0","0","0","0","1061007","0","0","0","106131","1061","1"
"1061007","106100702","0","1","0","0","0","0","0","0","0","0","0","1061007","0","0","0","106131","1061","1"
"1061007","106100703","0","1","0","0","0","0","0","0","0","0","0","1061007","0","0","0","106131","1061","1"
"1063004","106300401","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","106331","1063","1"
"1063008","106300801","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","106331","1063","1"
"1063011","106301101","0","1","0","106331","0","0","0","0","0","0","0","0","0","0","0","1231","1063","1"
"1064004","106400401","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","106431","1064","1"
"1064006","106400601","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","106414","1064","1"
"1064011","106401101","0","1","0","0","0","0","0","0","0","0","0","1064011","0","0","0","106432","1064","1"
"1064011","106401102","0","1","0","0","0","0","0","0","0","0","0","1064011","0","0","0","106432","1064","1"
"1065002","106500201","0","1","0","0","0","0","0","0","0","0","0","1065002","0","0","0","106511","1065","1"
"1065002","106500202","0","1","0","0","0","0","0","0","0","0","0","1065002","0","0","0","106511","1065","1"
"1065002","106500203","0","1","0","0","0","0","0","0","0","0","0","1065002","0","0","0","106511","1065","1"
"1065008","106500801","0","1","0","0","0","0","0","0","0","0","0","1065008","0","0","0","106531","1065","1"
"1065008","106500802","0","1","0","0","0","0","0","0","0","0","0","1065008","0","0","0","106531","1065","1"
"1065008","106500803","0","1","0","0","0","0","0","0","0","0","0","1065008","0","0","0","106531","1065","1"
"1065011","106501101","0","1","0","0","0","0","0","0","0","0","0","1065011","0","0","0","106531","1065","1"
"1065011","106501102","0","1","0","0","0","0","0","0","0","0","0","1065011","0","0","0","106531","1065","1"
"1066002","106600201","0","1","0","0","0","0","0","0","0","0","0","1066002","0","0","0","106611","1066","1"
"1066002","106600202","0","1","0","0","0","0","0","0","0","0","0","1066002","0","0","0","106611","1066","1"
"1066008","106600801","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","106631","1066","1"
"1066011","106601101","0","1","0","0","0","0","0","0","0","0","0","1066011","0","0","0","106631","1066","1"
"1066011","106601102","0","1","0","0","0","0","0","0","0","0","0","1066011","0","0","0","106631","1066","1"
