63a5058001c9f3a337f74996151ba49b540d98ad99081d769ea1657b5e71b8f0,d4ee17c683f99f909153748837b325f101c10bf1e2219dd1277b55a53308d784,4a7676e7741f0d53803ca1de448526790187cab84f6094706bd0c41892e9ebf4,1c6c16b23200ca6b51ee3e843570e65df97cf086bd14990a91f650c078d93603,33cbccd19305c9e2ae3bb5de45d1b8bfda86b4520b443c73d929c726362f0bdf,aff445f2e64def5f5978e987ec0be3a96a999a6cecffc51b8132b26c1e62c94c,9cc3aade1544d57cbc58f1e447b232674986813972cd6054e8f8b5dbd3403912,ddf892491fe30e7a93d449fe9e065d16f3f0c6decf5978efbee809cc8f578aef,7b3abed053604f0a6e313419b41d58a0375a2431a3b83a33c2e14f305dd231ce,066ae74d555f7a311cc4c7678ca037c3f4d7b6ac787c6281bac5fc603b568026,06194a8f8c171062dae6f96d31640105d37f7e88bde17ea296cc0fa6d516a285,20ff79ef5660e3f045e27ca44c3772ee9e93453737c3772476df0433c8124b6f,9858cf94bd05c6080abd9c724aa6dacaff6c1393d1ef71da5ba4c58c0058ef78,4ebf2fb6fb0698f57c267620bf833cb6b6d75e36f2e2ee6eb5728778f678996a,4138af59d7badeb865e5bcb94092c7f9d0122f20669a65bd63c10f9e8e8a15e4,ff6a24d305e3c799d99868aec3ef8736b9e4560257e40942c956d31967a74e7b,39fcaf00a00230eb91ee6ac471035082ff040f4f77b293cd7897e3e34b328c5c,f04fd7e1d04ca22d96804a35b6ee93269292ce9901e93d43274d5b6e8b3743e6,3098a71d11cd24dc5a6e103d52ea70272304c6b53dd69ec3a48f5d63928cbe00,9c8d705e4d06f65427e1e14e26162ee82e911c2a2325e71a38ac4c10ce0e6fbb,0fdae240239147f1e25de167d64512d3c528a13592dbe7f4d950017d3d8e98d5
"31","100","0","0","21","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1004","4500","31018"
"32","250","0","0","101","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1004","4000","31018"
"33","500","0","0","251","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1004","3500","31018"
"34","1000","0","0","501","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1004","3000","31018"
"35","2000","0","0","1001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1004","2500","31018"
"36","3000","0","0","2001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1004","2000","31018"
"37","5000","0","0","3001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1004","1500","31018"
"38","10000","0","0","5001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1004","1000","31018"
"39","-1","0","0","10001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1004","500","31018"
"40","20","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1005","5000","31025"
"41","100","0","0","21","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1005","4500","31025"
"42","250","0","0","101","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1005","4000","31025"
"43","500","0","0","251","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1005","3500","31025"
"44","1000","0","0","501","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1005","3000","31025"
"45","2000","0","0","1001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1005","2500","31025"
"46","3000","0","0","2001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1005","2000","31025"
"47","5000","0","0","3001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1005","1500","31025"
"48","10000","0","0","5001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1005","1000","31025"
"49","-1","0","0","10001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1005","500","31025"
"50","20","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1006","5000","31043"
"51","100","0","0","21","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1006","4500","31043"
"52","250","0","0","101","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1006","4000","31043"
"53","500","0","0","251","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1006","3500","31043"
"54","1000","0","0","501","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1006","3000","31043"
"55","2000","0","0","1001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1006","2500","31043"
"56","3000","0","0","2001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1006","2000","31043"
"57","5000","0","0","3001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1006","1500","31043"
"58","10000","0","0","5001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1006","1000","31043"
"59","-1","0","0","10001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1006","500","31043"
"60","20","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1007","5000","31022"
"61","100","0","0","21","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1007","4500","31022"
"62","250","0","0","101","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1007","4000","31022"
"63","500","0","0","251","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1007","3500","31022"
"64","1000","0","0","501","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1007","3000","31022"
"65","2000","0","0","1001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1007","2500","31022"
"66","3000","0","0","2001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1007","2000","31022"
"67","5000","0","0","3001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1007","1500","31022"
"68","10000","0","0","5001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1007","1000","31022"
"69","-1","0","0","10001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1007","500","31022"
"70","20","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1008","5000","31042"
"71","100","0","0","21","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1008","4500","31042"
"72","250","0","0","101","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1008","4000","31042"
"73","500","0","0","251","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1008","3500","31042"
"74","1000","0","0","501","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1008","3000","31042"
"75","2000","0","0","1001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1008","2500","31042"
"76","3000","0","0","2001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1008","2000","31042"
"77","5000","0","0","3001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1008","1500","31042"
"78","10000","0","0","5001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1008","1000","31042"
"79","-1","0","0","10001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1008","500","31042"
"80","20","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1009","5000","31018"
"81","100","0","0","21","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1009","4500","31018"
"82","250","0","0","101","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1009","4000","31018"
"83","500","0","0","251","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1009","3500","31018"
"84","1000","0","0","501","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1009","3000","31018"
"85","2000","0","0","1001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1009","2500","31018"
"86","3000","0","0","2001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1009","2000","31018"
"87","5000","0","0","3001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1009","1500","31018"
"88","10000","0","0","5001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1009","1000","31018"
"89","-1","0","0","10001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1009","500","31018"
"90","20","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1010","5000","31025"
"91","100","0","0","21","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1010","4500","31025"
"92","250","0","0","101","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1010","4000","31025"
"93","500","0","0","251","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1010","3500","31025"
"94","1000","0","0","501","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1010","3000","31025"
"95","2000","0","0","1001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1010","2500","31025"
"96","3000","0","0","2001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1010","2000","31025"
"97","5000","0","0","3001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1010","1500","31025"
"98","10000","0","0","5001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1010","1000","31025"
"99","-1","0","0","10001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1010","500","31025"
"100","20","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1011","5000","31043"
"101","100","0","0","21","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1011","4500","31043"
"102","250","0","0","101","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1011","4000","31043"
"103","500","0","0","251","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1011","3500","31043"
"104","1000","0","0","501","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1011","3000","31043"
"105","2000","0","0","1001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1011","2500","31043"
"106","3000","0","0","2001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1011","2000","31043"
"107","5000","0","0","3001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1011","1500","31043"
"108","10000","0","0","5001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1011","1000","31043"
"109","-1","0","0","10001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1011","500","31043"
"110","20","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1012","5000","31022"
"111","100","0","0","21","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1012","4500","31022"
"112","250","0","0","101","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1012","4000","31022"
"113","500","0","0","251","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1012","3500","31022"
"114","1000","0","0","501","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1012","3000","31022"
"115","2000","0","0","1001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1012","2500","31022"
"116","3000","0","0","2001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1012","2000","31022"
"117","5000","0","0","3001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1012","1500","31022"
"118","10000","0","0","5001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1012","1000","31022"
"119","-1","0","0","10001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1012","500","31022"
"120","20","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1013","5000","31042"
"121","100","0","0","21","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1013","4500","31042"
"122","250","0","0","101","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1013","4000","31042"
"123","500","0","0","251","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1013","3500","31042"
"124","1000","0","0","501","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1013","3000","31042"
"125","2000","0","0","1001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1013","2500","31042"
"126","3000","0","0","2001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1013","2000","31042"
"127","5000","0","0","3001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1013","1500","31042"
"128","10000","0","0","5001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1013","1000","31042"
"129","-1","0","0","10001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1013","500","31042"
"130","20","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1014","5000","31018"
"131","100","0","0","21","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1014","4500","31018"
"132","250","0","0","101","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1014","4000","31018"
"133","500","0","0","251","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1014","3500","31018"
"134","1000","0","0","501","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1014","3000","31018"
"135","2000","0","0","1001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1014","2500","31018"
"136","3000","0","0","2001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1014","2000","31018"
"137","5000","0","0","3001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1014","1500","31018"
"138","10000","0","0","5001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1014","1000","31018"
"139","-1","0","0","10001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1014","500","31018"
"140","20","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1015","5000","31042"
"141","100","0","0","21","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1015","4500","31042"
"142","250","0","0","101","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1015","4000","31042"
"143","500","0","0","251","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1015","3500","31042"
"144","1000","0","0","501","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1015","3000","31042"
"145","2000","0","0","1001","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1015","2500","31042"
"146","3000","0","0","2001","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1015","2000","31042"
"147","5000","0","0","3001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1015","1500","31042"
"148","10000","0","0","5001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1015","1000","31042"
"149","-1","0","0","10001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1015","500","31042"
"150","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1016","5000","31025"
"151","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1016","4500","31025"
"152","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1016","4000","31025"
"153","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1016","3500","31025"
"154","1300","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1016","3000","31025"
"155","2500","0","0","1301","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1016","2500","31025"
"156","4000","0","0","2501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1016","2000","31025"
"157","6000","0","0","4001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1016","1500","31025"
"158","10000","0","0","6001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1016","1000","31025"
"159","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1016","750","31025"
"160","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1016","500","31025"
"165","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1017","5000","31043"
"166","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1017","4500","31043"
"167","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1017","4000","31043"
"168","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1017","3500","31043"
"169","1300","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1017","3000","31043"
"170","2500","0","0","1301","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1017","2500","31043"
"171","4000","0","0","2501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1017","2000","31043"
"172","6000","0","0","4001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1017","1500","31043"
"173","10000","0","0","6001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1017","1000","31043"
"174","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1017","750","31043"
"175","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1017","500","31043"
"176","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1018","5000","31022"
"177","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1018","4500","31022"
"178","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1018","4000","31022"
"179","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1018","3500","31022"
"180","1300","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1018","3000","31022"
"181","2500","0","0","1301","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1018","2500","31022"
"182","4000","0","0","2501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1018","2000","31022"
"183","6000","0","0","4001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1018","1500","31022"
"184","10000","0","0","6001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1018","1000","31022"
"185","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1018","750","31022"
"186","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1018","500","31022"
"187","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1019","5000","31018"
"188","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1019","4500","31018"
"189","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1019","4000","31018"
"190","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1019","3500","31018"
"191","1300","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1019","3000","31018"
"192","2500","0","0","1301","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1019","2500","31018"
"193","4000","0","0","2501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1019","2000","31018"
"194","6000","0","0","4001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1019","1500","31018"
"195","10000","0","0","6001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1019","1000","31018"
"196","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1019","750","31018"
"197","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1019","500","31018"
"198","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1020","5000","31042"
"199","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1020","4500","31042"
"200","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1020","4000","31042"
"201","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1020","3500","31042"
"202","1300","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1020","3000","31042"
"203","2500","0","0","1301","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1020","2500","31042"
"204","4000","0","0","2501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1020","2000","31042"
"205","6000","0","0","4001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1020","1500","31042"
"206","10000","0","0","6001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1020","1000","31042"
"207","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1020","750","31042"
"208","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1020","500","31042"
"209","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1021","5000","31025"
"210","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1021","4500","31025"
"211","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1021","4000","31025"
"212","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1021","3500","31025"
"213","1300","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1021","3000","31025"
"214","2500","0","0","1301","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1021","2500","31025"
"215","4000","0","0","2501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1021","2000","31025"
"216","6000","0","0","4001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1021","1500","31025"
"217","10000","0","0","6001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1021","1000","31025"
"218","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1021","750","31025"
"219","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1021","500","31025"
"220","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1022","5000","31018"
"221","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1022","4500","31018"
"222","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1022","4000","31018"
"223","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1022","3500","31018"
"224","1300","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1022","3000","31018"
"225","2500","0","0","1301","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1022","2500","31018"
"226","4000","0","0","2501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1022","2000","31018"
"227","6000","0","0","4001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1022","1500","31018"
"228","10000","0","0","6001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1022","1000","31018"
"229","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1022","750","31018"
"230","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1022","500","31018"
"231","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1023","5000","31042"
"232","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1023","4500","31042"
"233","300","0","0","151","90006","0","0","2","20","0","0","2","91002","4000","0","8","1","1023","4000","31042"
"234","700","0","0","301","90006","0","0","2","18","0","0","2","91002","3500","0","8","1","1023","3500","31042"
"235","1300","0","0","701","90006","0","0","2","16","0","0","2","91002","3000","0","8","1","1023","3000","31042"
"236","2500","0","0","1301","90006","0","0","2","14","0","0","2","91002","2500","0","8","1","1023","2500","31042"
"237","4000","0","0","2501","90006","0","0","2","12","0","0","2","91002","2000","0","8","1","1023","2000","31042"
"238","6000","0","0","4001","90006","0","0","2","10","0","0","2","91002","1500","0","8","1","1023","1500","31042"
"239","10000","0","0","6001","90006","0","0","2","8","0","0","2","91002","1000","0","8","1","1023","1000","31042"
"240","15000","0","0","10001","90006","0","0","2","7","0","0","2","91002","750","0","8","1","1023","750","31042"
"241","-1","0","0","15001","90006","0","0","2","5","0","0","2","91002","500","0","8","1","1023","500","31042"
"242","50","0","0","1","90006","0","0","2","30","0","0","2","91002","5000","0","8","1","1024","5000","31043"
"243","150","0","0","51","90006","0","0","2","25","0","0","2","91002","4500","0","8","1","1024","4500","31043"
