add4c52eaf0caadbf285827f20740ddba3bd3a0039add8af0b47cda8c0bdddd7,25ee224b56213fffebeb027a48b04593994f0a47e5c1008b8f98e84f93438b25,1f41e5d442e099012814128f2d17fe97973d1fdc043039425f37032e2ffc67df,7000aa4e916a5ecbea39fd8272e984423ca62d11c98ef65063615eb47535c23d,2e82a7dcbf15a16560c307f53b99451e6c56e0450e3224588de6e77de3cc8720,955653a36ef65a6e4e3471e36367fb7a5561112145269dfa9999f99f3175cb43
"30","60","99001031","8","0","91002"
"1","61","99001032","15","1001","11001032"
"30","62","99001032","8","0","91002"
"1","63","99001033","15","1002","11001033"
"30","64","99001033","8","0","91002"
"1","65","99001034","15","1003","11001034"
"30","66","99001034","8","0","91002"
"0","75","99001039","15","1001","11001039"
"0","76","99001040","15","1002","11001040"
"0","77","99001041","15","1003","11001041"
"1","78","99001042","15","1001","11001042"
"30","79","99001042","8","0","91002"
"1","80","99001043","15","1001","11001043"
"30","81","99001043","8","0","91002"
"1","82","99001044","15","1002","11001044"
"30","83","99001044","8","0","91002"
"1","84","99001045","15","1003","11001045"
"30","85","99001045","8","0","91002"
"1","86","99001046","15","1001","11001046"
"1","87","99001046","15","1001","11001050"
"30","88","99001046","8","0","91002"
"1","89","99001047","15","1001","11001047"
"30","90","99001047","8","0","91002"
"1","91","99001048","15","1002","11001048"
"30","92","99001048","8","0","91002"
"1","93","99001049","15","1003","11001049"
"30","94","99001049","8","0","91002"
"1","95","99001051","15","1001","11001051"
"30","96","99001051","8","0","91002"
"1","97","99001052","15","1001","11001052"
"30","98","99001052","8","0","91002"
"1","99","99001053","15","1002","11001053"
"30","100","99001053","8","0","91002"
"1","101","99001054","15","1003","11001054"
"30","102","99001054","8","0","91002"
"1","103","99001055","15","1001","11001055"
"30","104","99001055","8","0","91002"
"1","105","99001056","15","1001","11001056"
"30","106","99001056","8","0","91002"
"1","107","99001057","15","1002","11001057"
"30","108","99001057","8","0","91002"
"1","109","99001058","15","1003","11001058"
"30","110","99001058","8","0","91002"
"1","111","99001059","15","1001","11001059"
"30","112","99001059","8","0","91002"
"1","113","99001060","15","1001","11001060"
"30","114","99001060","8","0","91002"
"1","115","99001061","15","1002","11001061"
"30","116","99001061","8","0","91002"
"1","117","99001062","15","1003","11001062"
"30","118","99001062","8","0","91002"
"1","119","99001063","15","1001","11001063"
"30","120","99001063","8","0","91002"
"1","121","99001064","15","1001","11001064"
"30","122","99001064","8","0","91002"
"1","123","99001065","15","1002","11001065"
"30","124","99001065","8","0","91002"
"1","125","99001066","15","1003","11001066"
"30","126","99001066","8","0","91002"
"1","127","99001067","15","1001","11001067"
"30","128","99001067","8","0","91002"
"1","129","99001068","15","1001","11001068"
"30","130","99001068","8","0","91002"
"1","131","99001069","15","1002","11001069"
"30","132","99001069","8","0","91002"
"1","133","99001070","15","1003","11001070"
"30","134","99001070","8","0","91002"
"0","135","99001071","15","1001","11001071"
"0","136","99001072","15","1002","11001072"
"0","137","99001073","15","1003","11001073"
"1","138","99001074","15","1001","11001074"
"30","139","99001074","8","0","91002"
"1","140","99001075","15","1001","11001075"
"30","141","99001075","8","0","91002"
"1","142","99001076","15","1002","11001076"
"30","143","99001076","8","0","91002"
"1","144","99001077","15","1003","11001077"
"30","145","99001077","8","0","91002"
"1","146","99001078","15","1001","11001078"
"30","147","99001078","8","0","91002"
"1","148","99001079","15","1001","11001079"
"30","149","99001079","8","0","91002"
"1","150","99001080","15","1002","11001080"
"30","151","99001080","8","0","91002"
"1","152","99001081","15","1003","11001081"
"30","153","99001081","8","0","91002"
"1","154","99001082","15","1001","11001082"
"30","155","99001082","8","0","91002"
"1","156","99001083","15","1001","11001083"
"30","157","99001083","8","0","91002"
"1","158","99001084","15","1002","11001084"
"30","159","99001084","8","0","91002"
"1","160","99001085","15","1003","11001085"
"30","161","99001085","8","0","91002"
"0","162","99001086","15","1001","11001086"
"0","163","99001087","15","1002","11001087"
"0","164","99001088","15","1002","11001088"
"0","165","99001089","15","1002","11001089"
"0","166","99001090","15","1003","11001090"
"1","167","99001091","15","1001","11001091"
"30","168","99001091","8","0","91002"
"1","169","99001092","15","1001","11001092"
"30","170","99001092","8","0","91002"
"1","171","99001093","15","1002","11001093"
"30","172","99001093","8","0","91002"
"1","173","99001094","15","1003","11001094"
"30","174","99001094","8","0","91002"
"1","175","99001095","15","1001","11001095"
"30","176","99001095","8","0","91002"
"1","177","99001096","15","1001","11001096"
"30","178","99001096","8","0","91002"
"1","179","99001097","15","1002","11001097"
"30","180","99001097","8","0","91002"
"1","181","99001098","15","1003","11001098"
"30","182","99001098","8","0","91002"
"1","183","99001099","15","1001","11001099"
"30","184","99001099","8","0","91002"
"1","185","99001100","15","1001","11001100"
"30","186","99001100","8","0","91002"
"1","187","99001101","15","1002","11001101"
"30","188","99001101","8","0","91002"
"1","189","99001102","15","1003","11001102"
"30","190","99001102","8","0","91002"
"1","191","99001103","15","1001","11001103"
"30","192","99001103","8","0","91002"
"1","193","99001104","15","1001","11001104"
"30","194","99001104","8","0","91002"
"1","195","99001105","15","1002","11001105"
"30","196","99001105","8","0","91002"
"1","197","99001106","15","1003","11001106"
"30","198","99001106","8","0","91002"
"1","199","99001107","15","1001","11001107"
"30","200","99001107","8","0","91002"
"1","201","99001108","15","1001","11001108"
"30","202","99001108","8","0","91002"
"1","203","99001109","15","1002","11001109"
"30","204","99001109","8","0","91002"
"1","205","99001110","15","1003","11001110"
"30","206","99001110","8","0","91002"
"1","207","99001111","15","1001","11001111"
"30","208","99001111","8","0","91002"
"1","209","99001112","15","1001","11001112"
"30","210","99001112","8","0","91002"
"1","211","99001113","15","1002","11001113"
"30","212","99001113","8","0","91002"
"1","213","99001114","15","1003","11001114"
"30","214","99001114","8","0","91002"
"1","215","99001115","15","1001","11001115"
"30","216","99001115","8","0","91002"
"1","217","99001116","15","1001","11001116"
"30","218","99001116","8","0","91002"
"1","219","99001117","15","1002","11001117"
"30","220","99001117","8","0","91002"
"1","221","99001118","15","1003","11001118"
"30","222","99001118","8","0","91002"
"1","223","99001119","15","1001","11001119"
"30","224","99001119","8","0","91002"
"1","225","99001120","15","1001","11001120"
"30","226","99001120","8","0","91002"
"1","227","99001121","15","1002","11001121"
"30","228","99001121","8","0","91002"
"1","229","99001122","15","1003","11001122"
"30","230","99001122","8","0","91002"
"1","231","99001123","15","1001","11001123"
"30","232","99001123","8","0","91002"
"1","233","99001124","15","1001","11001124"
"30","234","99001124","8","0","91002"
"1","235","99001125","15","1002","11001125"
"30","236","99001125","8","0","91002"
"1","237","99001126","15","1003","11001126"
"30","238","99001126","8","0","91002"
"1","239","99001127","15","1001","11001127"
"30","240","99001127","8","0","91002"
"1","241","99001128","15","1001","11001128"
"30","242","99001128","8","0","91002"
"1","243","99001129","15","1002","11001129"
"30","244","99001129","8","0","91002"
"1","245","99001130","15","1003","11001130"
"30","246","99001130","8","0","91002"
"1","247","99001131","15","1003","11001131"
"1","248","99001132","15","1001","11001132"
"30","249","99001132","8","0","91002"
"1","250","99001133","15","1001","11001133"
"30","251","99001133","8","0","91002"
"1","252","99001134","15","1002","11001134"
"30","253","99001134","8","0","91002"
"1","254","99001135","15","1003","11001135"
"30","255","99001135","8","0","91002"
"1","256","99001136","15","1001","11001136"
"30","257","99001136","8","0","91002"
"1","258","99001137","15","1001","11001137"
"30","259","99001137","8","0","91002"
"1","260","99001138","15","1002","11001138"
"30","261","99001138","8","0","91002"
"1","262","99001139","15","1003","11001139"
"30","263","99001139","8","0","91002"
"1","264","99001140","15","1003","11001140"
"1","265","99001142","15","1001","11001142"
"30","266","99001142","8","0","91002"
"1","267","99001143","15","1001","11001143"
"30","268","99001143","8","0","91002"
"1","269","99001144","15","1002","11001144"
"30","270","99001144","8","0","91002"
"1","271","99001145","15","1003","11001145"
"30","272","99001145","8","0","91002"
"0","273","99001146","15","1001","11001146"
"0","274","99001147","15","1002","11001147"
"1","275","99001148","15","1001","11001148"
"30","276","99001148","8","0","91002"
"1","277","99001149","15","1001","11001149"
"30","278","99001149","8","0","91002"
"1","279","99001150","15","1002","11001150"
"30","280","99001150","8","0","91002"
"1","281","99001151","15","1003","11001151"
"30","282","99001151","8","0","91002"
"1","283","99001152","15","1001","11001152"
"30","284","99001152","8","0","91002"
"1","285","99001153","15","1001","11001153"
"30","286","99001153","8","0","91002"
"1","287","99001154","15","1002","11001154"
"30","288","99001154","8","0","91002"
"1","289","99001155","15","1003","11001155"
"30","290","99001155","8","0","91002"
"1","291","99001156","15","1001","11001156"
"30","292","99001156","8","0","91002"
"1","293","99001157","15","1001","11001157"
"30","294","99001157","8","0","91002"
"1","295","99001158","15","1002","11001158"
"30","296","99001158","8","0","91002"
"1","297","99001159","15","1003","11001159"
"30","298","99001159","8","0","91002"
"1","299","99001160","15","1001","11001160"
"30","300","99001160","8","0","91002"
"1","301","99001161","15","1001","11001161"
"30","302","99001161","8","0","91002"
"1","303","99001162","15","1002","11001162"
"30","304","99001162","8","0","91002"
"1","305","99001163","15","1003","11001163"
"30","306","99001163","8","0","91002"
"1","307","99001164","15","1002","11001164"
"1","308","99001165","15","1003","11001165"
"1","309","99001166","15","1001","11001166"
"30","310","99001166","8","0","91002"
"1","311","99001167","15","1001","11001167"
"30","312","99001167","8","0","91002"
"1","313","99001168","15","1002","11001168"
"30","314","99001168","8","0","91002"
"1","315","99001169","15","1003","11001169"
"30","316","99001169","8","0","91002"
"1","317","99001170","15","1001","11001170"
"30","318","99001170","8","0","91002"
"1","319","99001171","15","1001","11001171"
"30","320","99001171","8","0","91002"
"1","321","99001172","15","1002","11001172"
"30","322","99001172","8","0","91002"
"1","323","99001173","15","1003","11001173"
"30","324","99001173","8","0","91002"
"1","325","99001174","15","1001","11001174"
"30","326","99001174","8","0","91002"
"1","327","99001175","15","1001","11001175"
"30","328","99001175","8","0","91002"
"1","329","99001176","15","1002","11001176"
"30","330","99001176","8","0","91002"
"1","331","99001177","15","1003","11001177"
"30","332","99001177","8","0","91002"
"1","333","99001178","15","1001","11001178"
"30","334","99001178","8","0","91002"
"1","335","99001179","15","1001","11001179"
"30","336","99001179","8","0","91002"
"1","337","99001180","15","1002","11001180"
"30","338","99001180","8","0","91002"
"1","339","99001181","15","1003","11001181"
"30","340","99001181","8","0","91002"
"1","341","99001182","15","1001","11001182"
"30","342","99001182","8","0","91002"
"1","343","99001183","15","1001","11001183"
"30","344","99001183","8","0","91002"
"1","345","99001184","15","1002","11001184"
"30","346","99001184","8","0","91002"
"1","347","99001185","15","1003","11001185"
"30","348","99001185","8","0","91002"
"1","349","99001186","15","1001","11001186"
"30","350","99001186","8","0","91002"
"1","351","99001187","15","1001","11001187"
"30","352","99001187","8","0","91002"
"1","353","99001188","15","1002","11001188"
"30","354","99001188","8","0","91002"
"1","355","99001189","15","1003","11001189"
"30","356","99001189","8","0","91002"
"1","357","99001190","15","1001","11001190"
"30","358","99001190","8","0","91002"
"1","359","99001191","15","1001","11001191"
"30","360","99001191","8","0","91002"
"1","361","99001192","15","1002","11001192"
"30","362","99001192","8","0","91002"
"1","363","99001193","15","1003","11001193"
"30","364","99001193","8","0","91002"
"1","365","99001194","15","1001","11001194"
"30","366","99001194","8","0","91002"
"1","367","99001195","15","1001","11001195"
"30","368","99001195","8","0","91002"
"1","369","99001196","15","1002","11001196"
"30","370","99001196","8","0","91002"
"1","371","99001197","15","1003","11001197"
"30","372","99001197","8","0","91002"
"1","373","99001198","15","1002","11001198"
"1","374","99001199","15","1003","11001199"
"1","375","99001200","15","1001","11001200"
"30","376","99001200","8","0","91002"
"1","377","99001201","15","1001","11001201"
"30","378","99001201","8","0","91002"
"1","379","99001202","15","1002","11001202"
"30","380","99001202","8","0","91002"
"1","381","99001203","15","1003","11001203"
"30","382","99001203","8","0","91002"
"1","383","99001204","15","1003","11001204"
"1","384","99001205","15","1001","11001205"
"30","385","99001205","8","0","91002"
"1","386","99001206","15","1001","11001206"
"30","387","99001206","8","0","91002"
"1","388","99001207","15","1002","11001207"
"30","389","99001207","8","0","91002"
"1","390","99001208","15","1003","11001208"
"30","391","99001208","8","0","91002"
"1","392","99001209","15","1001","11001209"
"30","393","99001209","8","0","91002"
"1","394","99001210","15","1001","11001210"
"30","395","99001210","8","0","91002"
"1","396","99001211","15","1002","11001211"
"30","397","99001211","8","0","91002"
"1","398","99001212","15","1003","11001212"
"30","399","99001212","8","0","91002"
"1","400","99001213","15","1001","11001213"
"30","401","99001213","8","0","91002"
"1","402","99001214","15","1001","11001214"
"30","403","99001214","8","0","91002"
"1","404","99001215","15","1002","11001215"
"30","405","99001215","8","0","91002"
"1","406","99001216","15","1003","11001216"
"30","407","99001216","8","0","91002"
"1","408","99001217","15","1001","11001217"
"30","409","99001217","8","0","91002"
"1","410","99001218","15","1001","11001218"
"30","411","99001218","8","0","91002"
"1","412","99001219","15","1002","11001219"
"30","413","99001219","8","0","91002"
"1","414","99001220","15","1003","11001220"
"30","415","99001220","8","0","91002"
"1","416","99001221","15","1001","11001221"
"30","417","99001221","8","0","91002"
"1","418","99001222","15","1001","11001222"
"30","419","99001222","8","0","91002"
"1","420","99001223","15","1002","11001223"
"30","421","99001223","8","0","91002"
"1","422","99001224","15","1003","11001224"
"30","423","99001224","8","0","91002"
"1","424","99001225","15","1001","11001225"
"30","425","99001225","8","0","91002"
"1","426","99001226","15","1001","11001226"
"30","427","99001226","8","0","91002"
"1","428","99001227","15","1002","11001227"
"30","429","99001227","8","0","91002"
"1","430","99001228","15","1003","11001228"
"30","431","99001228","8","0","91002"
"1","432","99001229","15","1001","11001229"
"30","433","99001229","8","0","91002"
"1","434","99001230","15","1001","11001230"
"30","435","99001230","8","0","91002"
"1","436","99001231","15","1002","11001231"
"30","437","99001231","8","0","91002"
"1","438","99001232","15","1003","11001232"
"30","439","99001232","8","0","91002"
"1","440","99001233","15","1001","11001233"
"30","441","99001233","8","0","91002"
"1","442","99001234","15","1001","11001234"
"30","443","99001234","8","0","91002"
"1","444","99001235","15","1002","11001235"
"30","445","99001235","8","0","91002"
"1","446","99001236","15","1003","11001236"
"30","447","99001236","8","0","91002"
"1","448","99001237","15","1001","11001237"
"30","449","99001237","8","0","91002"
"1","450","99001238","15","1001","11001238"
"30","451","99001238","8","0","91002"
"1","452","99001239","15","1002","11001239"
"30","453","99001239","8","0","91002"
"1","454","99001240","15","1003","11001240"
"30","455","99001240","8","0","91002"
"1","456","99001241","15","1001","11001241"
"30","457","99001241","8","0","91002"
"1","458","99001242","15","1001","11001242"
"30","459","99001242","8","0","91002"
"1","460","99001243","15","1002","11001243"
"30","461","99001243","8","0","91002"
"1","462","99001244","15","1003","11001244"
"30","463","99001244","8","0","91002"
"1","464","99001245","15","1001","11001245"
"30","465","99001245","8","0","91002"
"1","466","99001246","15","1001","11001246"
"30","467","99001246","8","0","91002"
"1","468","99001247","15","1002","11001247"
"30","469","99001247","8","0","91002"
"1","470","99001248","15","1003","11001248"
"30","471","99001248","8","0","91002"
"1","472","99001249","15","1003","11001249"
"1","473","99001250","15","1001","11001250"
"30","474","99001250","8","0","91002"
"1","475","99001251","15","1001","11001251"
"30","476","99001251","8","0","91002"
"1","477","99001252","15","1002","11001252"
"30","478","99001252","8","0","91002"
"1","479","99001253","15","1003","11001253"
"30","480","99001253","8","0","91002"
"1","481","99001254","15","1001","11001254"
"30","482","99001254","8","0","91002"
"1","483","99001255","15","1001","11001255"
"30","484","99001255","8","0","91002"
"1","485","99001256","15","1002","11001256"
"30","486","99001256","8","0","91002"
"1","487","99001257","15","1003","11001257"
"30","488","99001257","8","0","91002"
"1","489","99001258","15","1001","11001258"
"30","490","99001258","8","0","91002"
"1","491","99001259","15","1001","11001259"
"30","492","99001259","8","0","91002"
"1","493","99001260","15","1002","11001260"
"30","494","99001260","8","0","91002"
"1","495","99001261","15","1003","11001261"
"30","496","99001261","8","0","91002"
"1","497","99001262","15","1001","11001262"
"1","498","99001263","15","1001","11001263"
"1","499","99001264","15","1001","11001264"
"1","500","99001265","15","1002","11001265"
"1","501","99001266","15","1003","11001266"
"1","502","99001267","15","1001","11001267"
"30","503","99001267","8","0","91002"
"1","504","99001268","15","1001","11001268"
"30","505","99001268","8","0","91002"
"1","506","99001269","15","1002","11001269"
"30","507","99001269","8","0","91002"
"1","508","99001270","15","1003","11001270"
"30","509","99001270","8","0","91002"
"1","510","99001271","15","1003","11001271"
"1","511","99001272","15","1001","11001272"
"30","512","99001272","8","0","91002"
"1","513","99001273","15","1001","11001273"
"30","514","99001273","8","0","91002"
"1","515","99001274","15","1002","11001274"
"30","516","99001274","8","0","91002"
"1","517","99001275","15","1003","11001275"
"30","518","99001275","8","0","91002"
"1","519","99001276","15","1003","11001276"
"1","520","99001277","15","1001","11001277"
"30","521","99001277","8","0","91002"
"1","522","99001278","15","1001","11001278"
"30","523","99001278","8","0","91002"
"1","524","99001279","15","1002","11001279"
"30","525","99001279","8","0","91002"
"1","526","99001280","15","1003","11001280"
"30","527","99001280","8","0","91002"
"1","528","99001281","15","1001","11001281"
"30","529","99001281","8","0","91002"
"1","530","99001282","15","1001","11001282"
"30","531","99001282","8","0","91002"
"1","532","99001283","15","1002","11001283"
"30","533","99001283","8","0","91002"
"1","534","99001284","15","1003","11001284"
"30","535","99001284","8","0","91002"
"1","536","99001285","15","1003","11001285"
"1","537","99001286","15","1001","11001286"
"30","538","99001286","8","0","91002"
"1","539","99001287","15","1001","11001287"
"30","540","99001287","8","0","91002"
"1","541","99001288","15","1002","11001288"
"30","542","99001288","8","0","91002"
"1","543","99001289","15","1003","11001289"
"30","544","99001289","8","0","91002"
"1","545","99001290","15","1001","11001290"
"30","546","99001290","8","0","91002"
"1","547","99001291","15","1001","11001291"
"30","548","99001291","8","0","91002"
"1","549","99001292","15","1002","11001292"
"30","550","99001292","8","0","91002"
"1","551","99001293","15","1003","11001293"
"30","552","99001293","8","0","91002"
"1","553","99001294","15","1001","11001294"
"30","554","99001294","8","0","91002"
"1","555","99001295","15","1001","11001295"
"30","556","99001295","8","0","91002"
"1","557","99001296","15","1002","11001296"
"30","558","99001296","8","0","91002"
"1","559","99001297","15","1003","11001297"
"30","560","99001297","8","0","91002"
"1","561","99001298","15","1001","11001298"
"30","562","99001298","8","0","91002"
"1","563","99001299","15","1001","11001299"
"30","564","99001299","8","0","91002"
"1","565","99001300","15","1002","11001300"
"30","566","99001300","8","0","91002"
"1","567","99001301","15","1003","11001301"
"30","568","99001301","8","0","91002"
"1","569","99001302","15","1003","11001302"
"1","570","99001303","15","1003","11001303"
"1","571","99001304","15","1003","11001304"
"1","572","99001305","15","1001","11001305"
"30","573","99001305","8","0","91002"
"1","574","99001306","15","1001","11001306"
"30","575","99001306","8","0","91002"
"1","576","99001307","15","1002","11001307"
"30","577","99001307","8","0","91002"
"1","578","99001308","15","1003","11001308"
"30","579","99001308","8","0","91002"
"1","580","99001309","15","1001","11001309"
"30","581","99001309","8","0","91002"
"1","582","99001310","15","1001","11001310"
"30","583","99001310","8","0","91002"
"1","584","99001311","15","1002","11001311"
"30","585","99001311","8","0","91002"
"1","586","99001312","15","1003","11001312"
"30","587","99001312","8","0","91002"
"1","588","99001313","15","1003","11001313"
"1","589","99001314","15","1001","11001314"
"30","590","99001314","8","0","91002"
"1","591","99001315","15","1001","11001315"
"30","592","99001315","8","0","91002"
"1","593","99001316","15","1002","11001316"
"30","594","99001316","8","0","91002"
"1","595","99001317","15","1003","11001317"
"30","596","99001317","8","0","91002"
"1","597","99001318","15","1003","11001318"
"1","598","99001319","15","1001","11001319"
"30","599","99001319","8","0","91002"
"1","600","99001320","15","1001","11001320"
"30","601","99001320","8","0","91002"
"1","602","99001321","15","1002","11001321"
"30","603","99001321","8","0","91002"
"1","604","99001322","15","1003","11001322"
"30","605","99001322","8","0","91002"
"1","606","99001323","15","1003","11001323"
"1","607","99001324","15","1001","11001324"
"30","608","99001324","8","0","91002"
"1","609","99001325","15","1001","11001325"
"30","610","99001325","8","0","91002"
"1","611","99001326","15","1002","11001326"
"30","612","99001326","8","0","91002"
"1","613","99001327","15","1003","11001327"
"30","614","99001327","8","0","91002"
"1","615","99001328","15","1003","11001328"
"1","616","99001329","15","1001","11001329"
"30","617","99001329","8","0","91002"
"1","618","99001330","15","1001","11001330"
"30","619","99001330","8","0","91002"
"1","620","99001331","15","1002","11001331"
"30","621","99001331","8","0","91002"
"1","622","99001332","15","1003","11001332"
"30","623","99001332","8","0","91002"
"1","624","99001333","15","1001","11001333"
"30","625","99001333","8","0","91002"
"1","626","99001334","15","1001","11001334"
"30","627","99001334","8","0","91002"
"1","628","99001335","15","1002","11001335"
"30","629","99001335","8","0","91002"
"1","630","99001336","15","1003","11001336"
"30","631","99001336","8","0","91002"
"1","632","99001337","15","1002","11001337"
"1","633","99001338","15","1002","11001338"
"1","634","99001339","15","1003","11001339"
"1","643","99900001","15","1003","19901001"
"1","644","99900002","15","1003","19901002"
"1","645","99900003","15","1003","19901003"
