c8dc4d5a851fa34032fe270460641f9abd4bbf8763c9a13f7e88f374b25c590e,5944745451026896124e2d39b8ce40923e6a6c5abc0c21e20dfee913fbab1b5e,08919b44f60ddce0544c7eb5b9ab7e7853f4006635995e1234aeae4c36fd160a,194f48f03b801628349e57b7641abeab83bc7c51dbc67d64505e725013938a74,6693853f9e5e72e8c41053419a48bfd52e86c0b09212714b1d397f01e841b4c3,753a4b20496e45cd83078c134043d86dd979772321ee5d448b6138141bbb966f,50881a15a6cb518af47fd73ae0bedbde62d2f59c4540deb49330c0707c5b7de0,b4e3d0aa43bf58f8406c2da2485eb61d0ad13ac20314778ac590d410fb9b0c3f,32178c6b167a25d182f93aeb2f30b611fa50f57891a8fbf54057b6030c14ab03,97c162bab3a8a80371e647d165f70942838a43e33c180537db6ed61fbd9a47ea,7b41e10fcd863431f74361bf66b28006492addd3ebbaca7e1e27300fc6502c9f,a90349df7c28fab2c13acc9ae818b1a04cfbcbda0153bba7b8bb042b88bb9ebc
"31001203","20","7004","0","10000000","暴走のイノセントボウに累積1000万ダメージ与えよう","1001","2022/12/16 12:00:00","3002","31001203","2022/12/23 11:59:59","3"
"31001211","21","7005","2500000","1","暴走のイノセントボウに1度のバトルで250万ダメージ与えよう","1001","2022/12/16 12:00:00","3002","31001211","2022/12/23 11:59:59","3"
"31001212","21","7005","5000000","1","暴走のイノセントボウに1度のバトルで500万ダメージ与えよう","1001","2022/12/16 12:00:00","3002","31001212","2022/12/23 11:59:59","3"
"31001301","30","7004","0","5000000","ファントムバロンに累積500万ダメージ与えよう","1001","2022/12/16 12:00:00","3003","31001301","2022/12/23 11:59:59","3"
"31001302","30","7004","0","7500000","ファントムバロンに累積750万ダメージ与えよう","1001","2022/12/16 12:00:00","3003","31001302","2022/12/23 11:59:59","3"
"31001303","30","7004","0","10000000","ファントムバロンに累積1000万ダメージ与えよう","1001","2022/12/16 12:00:00","3003","31001303","2022/12/23 11:59:59","3"
"31001311","31","7005","2500000","1","ファントムバロンに1度のバトルで250万ダメージ与えよう","1001","2022/12/16 12:00:00","3003","31001311","2022/12/23 11:59:59","3"
"31001312","31","7005","5000000","1","ファントムバロンに1度のバトルで500万ダメージ与えよう","1001","2022/12/16 12:00:00","3003","31001312","2022/12/23 11:59:59","3"
"31001401","40","7004","0","5000000","テンタパスに累積500万ダメージ与えよう","1001","2022/12/16 12:00:00","3004","31001401","2022/12/23 11:59:59","3"
"31001402","40","7004","0","7500000","テンタパスに累積750万ダメージ与えよう","1001","2022/12/16 12:00:00","3004","31001402","2022/12/23 11:59:59","3"
"31001403","40","7004","0","10000000","テンタパスに累積1000万ダメージ与えよう","1001","2022/12/16 12:00:00","3004","31001403","2022/12/23 11:59:59","3"
"31001411","41","7005","2500000","1","テンタパスに1度のバトルで250万ダメージ与えよう","1001","2022/12/16 12:00:00","3004","31001411","2022/12/23 11:59:59","3"
"31001412","41","7005","5000000","1","テンタパスに1度のバトルで500万ダメージ与えよう","1001","2022/12/16 12:00:00","3004","31001412","2022/12/23 11:59:59","3"
"31002101","10","7004","0","5000000","ゴウシンに累積500万ダメージ与えよう","1002","2022/12/16 12:00:00","3005","31002101","2022/12/23 11:59:59","3"
"31002102","10","7004","0","7500000","ゴウシンに累積750万ダメージ与えよう","1002","2022/12/16 12:00:00","3005","31002102","2022/12/23 11:59:59","3"
"31002103","10","7004","0","10000000","ゴウシンに累積1000万ダメージ与えよう","1002","2022/12/16 12:00:00","3005","31002103","2022/12/23 11:59:59","3"
"31002104","10","7004","0","110000000","ゴウシンに累積1億1000万ダメージ与えよう","1002","2022/12/16 12:00:00","3005","31002104","2022/12/23 11:59:59","3"
"31002111","11","7005","2500000","1","ゴウシンに1度のバトルで250万ダメージ与えよう","1002","2022/12/16 12:00:00","3005","31002111","2022/12/23 11:59:59","3"
"31002112","11","7005","5000000","1","ゴウシンに1度のバトルで500万ダメージ与えよう","1002","2022/12/16 12:00:00","3005","31002112","2022/12/23 11:59:59","3"
"31002113","11","7005","22000000","1","ゴウシンに1度のバトルで2200万ダメージ与えよう","1002","2022/12/16 12:00:00","3005","31002113","2022/12/23 11:59:59","3"
"31003101","10","7004","0","5000000","アルマ＆オラムに累積500万ダメージ与えよう","1003","2022/12/16 12:00:00","3006","31003101","2022/12/23 11:59:59","3"
"31003102","10","7004","0","7500000","アルマ＆オラムに累積750万ダメージ与えよう","1003","2022/12/16 12:00:00","3006","31003102","2022/12/23 11:59:59","3"
"31003103","10","7004","0","10000000","アルマ＆オラムに累積1000万ダメージ与えよう","1003","2022/12/16 12:00:00","3006","31003103","2022/12/23 11:59:59","3"
"31003104","10","7004","0","100000000","アルマ＆オラムに累積1億ダメージ与えよう","1003","2022/12/16 12:00:00","3006","31003104","2022/12/23 11:59:59","3"
"31003111","11","7005","2500000","1","アルマ＆オラムに1度のバトルで250万ダメージ与えよう","1003","2022/12/16 12:00:00","3006","31003111","2022/12/23 11:59:59","3"
"31003112","11","7005","5000000","1","アルマ＆オラムに1度のバトルで500万ダメージ与えよう","1003","2022/12/16 12:00:00","3006","31003112","2022/12/23 11:59:59","3"
"31003113","11","7005","20000000","1","アルマ＆オラムに1度のバトルで2000万ダメージ与えよう","1003","2022/12/16 12:00:00","3006","31003113","2022/12/23 11:59:59","3"
"31003201","20","7004","0","5000000","なかよしX＆名もなき芸術に累積500万ダメージ与えよう","1003","2022/12/16 12:00:00","3007","31003201","2022/12/23 11:59:59","3"
"31003202","20","7004","0","7500000","なかよしX＆名もなき芸術に累積750万ダメージ与えよう","1003","2022/12/16 12:00:00","3007","31003202","2022/12/23 11:59:59","3"
"31003203","20","7004","0","10000000","なかよしX＆名もなき芸術に累積1000万ダメージ与えよう","1003","2022/12/16 12:00:00","3007","31003203","2022/12/23 11:59:59","3"
"31003204","20","7004","0","120000000","なかよしX＆名もなき芸術に累積1億2000万ダメージ与えよう","1003","2022/12/16 12:00:00","3007","31003204","2022/12/23 11:59:59","3"
"31003211","21","7005","2500000","1","なかよしX＆名もなき芸術に1度のバトルで250万ダメージ与えよう","1003","2022/12/16 12:00:00","3007","31003211","2022/12/23 11:59:59","3"
"31003212","21","7005","5000000","1","なかよしX＆名もなき芸術に1度のバトルで500万ダメージ与えよう","1003","2022/12/16 12:00:00","3007","31003212","2022/12/23 11:59:59","3"
"31003213","21","7005","24000000","1","なかよしX＆名もなき芸術に1度のバトルで2400万ダメージ与えよう","1003","2022/12/16 12:00:00","3007","31003213","2022/12/23 11:59:59","3"
