ddf70c340351a2126e105b03e0c219cff21738661c9345955a66dd8fb313dc6b,7bb1485b5b532ea7d20fff5403df631fdd4d6a87aee163fffa7ca175ef87db00,b11fdf98b706297ca382a968b0133f0b0363c055b06547720a500274a7776b11,43a60f735223c4297083edad8abf9deeae4650507a877cbc21a154219161b57b,3ae6a27c298996cdd12ac3432b4a7ae64322fcb55a146dc2e84441b25159ce6c,00f7e1292ef3cbeec1e5449ccff033fe0b0c60743486e627190e759e0e43ebd4,2043ea6bc911be64728f476e1efa92470ba0d333044166d61764bc595cac9f65,0c81707f4f8d97ccd6695bcc7aafb6a71152ecdd7a05f520b188f3d94ab55139,54bd65e887f3a2ee4ce22a768ccc24bd3dd997d58ecc52d9eec768bc98d75664,79a8fe8cb3c92383578b8ce3f468a1d2cab62e152efe36d8da2d0c5dc7a103a6,3437c134e501fb763988824612a9934e623e4e1bb94e2f1cce55df99edb87677
"4","1","","4035","","top_luis_surprise_look","3","","","1","0"
"4","3.764","","4036","","0","93","","","",""
"4","1","","4037","","top_luis_thinking","3","","","1","0.2"
"4","11","","4038","","0","32","","","",""
"4","2","","4039","","0","93","","","",""
"4","2","","4040","","top_iroha_walk","3","","","1","0"
"4","2","","4041","","1","4","","","",""
"4","2","","4042","0","400","2","3","","-130",""
"4","11","","4043","0","400","33","3","","-130",""
"4","3","","4044","","0","93","","","",""
"4","2","0","4045","1","top_iroha_walk_out","3","idle_normal","","0","0.2"
"4","0.4","","4046","","0","93","","","",""
"4","2","0.2","4047","","top_iroha_sit_in","3","","","0","0.2"
"4","4","","4048","","0","93","","","",""
"4","4007","","4049","","","101","","","",""
"5","3","1","5001","-130","3","5","350","top_sono_readPaper","100","1.4"
"5","2","1","5002","-130","2","5","452","top_iroha_read_loop","110","1.4"
"5","0","","5003","","0","91","","","",""
"5","2","","5004","","top_iroha_read_loop","3","","","1","0.2"
"5","3","","5005","","top_sono_readPaper","3","","","1","0.2"
"5","13.6","","5006","","0","93","","","",""
"5","3","0","5007","1","top_sono_sit_out","3","top_sono_stretch","","0","0.2"
"5","3","","5008","0","287","2","0.3","","-130",""
"5","3.5","","5009","","0","93","","","",""
"5","3","","5010","","top_sono_drink","3","","","1","0.2"
"5","2.6","","5011","","0","93","","","",""
"5","2","","5012","","top_iroha_read_look","3","","","0","0.4"
"5","7.9","","5013","","0","93","","","",""
"5","3","","5014","","top_sono_sit_in","3","","","0","0.2"
"5","0.1","","5015","","0","93","","","",""
"5","2","","5016","","top_iroha_read_loop","3","","","1","0.2"
"5","3","","5017","0","350","2","0.3","","-130",""
"5","2.5","","5018","","0","93","","","",""
"5","5005","","5019","","","101","","","",""
"6","1","1","6001","-103","1","5","-216","idle_normal","100","1.4"
"6","3","1","6002","-130","3","5","350","top_sono_readPaper_loop","101","1.38"
"6","10","","6003","1","10","31","-18","","475","1"
"6","13","","6004","1","13","31","-140","","56","0"
"6","14","","6005","1","14","31","-140","","56","0"
"6","0","","6006","","0","91","","","",""
"6","3","","6007","","top_sono_readPaper_loop","3","","","1","0.2"
"6","1","0","6008","1","top_luis_arm_crossed_in","3","top_luis_arm_crossed_idle","","0","0.2"
"6","4","","6009","","0","93","","","",""
"6","1","0","6010","1","top_luis_approach_in","3","top_luis_approach_idle","","0","0.2"
"6","3.5","","6011","","0","93","","","",""
"6","1","","6012","","top_luis_thinking","3","","","1","0.2"
"6","3.5","","6013","","0","93","","","",""
"6","1","","6014","","top_luis_walk_think","3","","","1","0.2"
"6","1","","6015","0","-495","2","2","","-103",""
"6","2","","6016","","0","93","","","",""
"6","1","","6017","","0","4","","","",""
"6","1","","6018","0","-216","2","2","","-103",""
"6","2","","6019","","0","93","","","",""
"6","1","","6020","","top_luis_notice","3","","","1","0"
"6","1","","6021","","0","93","","","",""
"6","1","","6022","","top_luis_walk_jog","3","","","1","0.2"
"6","1","","6023","0","-100","2","0.5","","-130",""
"6","0.5","","6024","","0","93","","","",""
"6","1","","6025","","1","4","","","",""
"6","1","0","6026","1","top_luis_sit_in","3","top_luis_sit_idle","","0","0.2"
"6","0.1","","6027","","0","93","","","",""
"6","1","","6028","0","-57","2","0.4","","-140",""
"6","0.4","","6029","","0","93","","","",""
"6","1","","6030","0","-16","2","0","","-140",""
"6","1","","6031","","0","4","","","",""
"6","0.6","","6032","","0","93","","","",""
"6","1","","6033","","top_luis_experiment_failer_in","3","","","0","0.2"
"6","2.3","","6034","","0","93","","","",""
"6","1","","6035","","top_luis_experiment_failer_mix","3","","","0","0.1"
"6","2.7","","6036","","0","93","","","",""
"6","3","0","6037","1","top_sono_notice_in_surprise","3","top_sono_notice_loop_surprise","","0","0.2"
"6","13","","6038","","1","32","","","",""
"6","1","","6039","","top_luis_experiment_failer_burst","3","","","0","0.1"
"6","2.7","","6040","","0","93","","","",""
"6","3","","6041","","top_sono_readPaper_loop","3","","","1","0.2"
"6","1","","6042","","top_luis_experiment_failer_out","3","","","0","0.1"
"6","1.1","","6043","","0","93","","","",""
"6","1","0","6044","1","top_luis_sit_out","3","idle_normal","","0","0.2"
"6","1","","6045","","1","4","","","",""
"6","1","","6046","0","-57","2","0","","-140",""
"6","1","","6047","0","-100","2","0.3","","-130",""
"6","1","","6048","","0","93","","","",""
"6","1","","6049","","walk_normal","3","","","0","0.2"
"6","1","","6050","0","-216","2","1","","-103",""
"6","1","","6051","","0","93","","","",""
"6","1","","6052","","idle_normal","3","","","0","0.1"
"6","0.8","","6053","","0","93","","","",""
"6","13","","6054","","0","32","","","",""
"6","1","0","6055","1","top_luis_arm_crossed_in","3","top_luis_arm_crossed_idle","","0","0.2"
"6","4","","6056","","0","93","","","",""
"6","1","0","6057","1","top_luis_approach_in","3","top_luis_approach_idle","","0","0.2"
"6","3.5","","6058","","0","93","","","",""
"6","1","","6059","","top_luis_thinking","3","","","1","0.2"
"6","3.5","","6060","","0","93","","","",""
"6","1","","6061","","top_luis_walk_think","3","","","1","0.2"
"6","1","","6062","0","-495","2","2","","-103",""
"6","2","","6063","","0","93","","","",""
"6","1","","6064","","0","4","","","",""
"6","1","","6065","0","-216","2","2","","-103",""
"6","2","","6066","","0","93","","","",""
"6","1","","6067","","top_luis_notice","3","","","1","0"
"6","1","","6068","","0","93","","","",""
"6","1","","6069","","top_luis_walk_jog","3","","","1","0.2"
"6","1","","6070","0","-100","2","0.5","","-130",""
"6","0.5","","6071","","0","93","","","",""
"6","1","","6072","","1","4","","","",""
"6","1","0","6073","1","top_luis_sit_in","3","top_luis_sit_idle","","0","0.2"
"6","0.1","","6074","","0","93","","","",""
"6","1","","6075","0","-57","2","0.4","","-140",""
"6","0.4","","6076","","0","93","","","",""
"6","1","","6077","0","-16","2","0","","-140",""
"6","1","","6078","","0","4","","","",""
"6","0.6","","6079","","0","93","","","",""
"6","1","","6080","","top_luis_experiment_success_in","3","","","0","0.2"
"6","2.3","","6081","","0","93","","","",""
"6","1","","6082","","top_luis_experiment_success_mix","3","","","0","0.1"
"6","2.7","","6083","","0","93","","","",""
"6","3","0","6084","1","top_sono_notice_in_dere","3","top_sono_notice_loop_dere","","0","0.2"
"6","14","","6085","","1","32","","","",""
"6","1","","6086","","top_luis_experiment_success_burst","3","","","0","0.1"
"6","2.7","","6087","","0","93","","","",""
"6","3","","6088","","top_sono_readPaper_loop","3","","","1","0.2"
"6","1","","6089","","top_luis_experiment_success_out","3","","","0","0.1"
"6","1.1","","6090","","0","93","","","",""
"6","1","0","6091","1","top_luis_sit_out","3","idle_normal","","0","0.2"
"6","1","","6092","","1","4","","","",""
"6","1","","6093","0","-57","2","0","","-140",""
"6","1","","6094","0","-100","2","0.3","","-130",""
"6","1","","6095","","0","93","","","",""
"6","1","","6096","","walk_normal","3","","","0","0.2"
"6","1","","6097","0","-216","2","1","","-103",""
"6","1","","6098","","0","93","","","",""
"6","1","","6099","","idle_normal","3","","","0","0.1"
"6","0.8","","6100","","0","93","","","",""
"6","14","","6101","","0","32","","","",""
"6","6008","","6102","","","101","0","","0",""
"7","1","1","7001","-103","1","5","-216","idle_normal","100","1.4"
"7","2","1","7002","-130","2","5","452","top_iroha_read_loop","110","1.43"
"7","3","1","7003","-130","3","5","350","top_sono_readPaper_loop","101","1.38"
"7","11","1","7004","130","11","5","980","butterfly","111","1.4"
"7","11","","7005","1","11","31","-130","","452","0"
"7","14","","7006","1","14","31","-140","","56","0"
"7","0","","7007","","0","91","","","",""
"7","2","","7008","","top_iroha_read_loop","3","","","1","0.2"
"7","3","","7009","","top_sono_readPaper_loop","3","","","1","0.2"
"7","1","0","7010","1","top_luis_arm_crossed_in","3","top_luis_arm_crossed_idle","","0","0.2"
"7","4","","7011","","0","93","","","",""
"7","1","0","7012","1","top_luis_approach_in","3","top_luis_approach_idle","","0","0.2"
"7","3.5","","7013","","0","93","","","",""
"7","1","","7014","","top_luis_thinking","3","","","1","0.2"
"7","3.5","","7015","","0","93","","","",""
"7","1","","7016","","top_luis_walk_think","3","","","1","0.2"
"7","1","","7017","0","-495","2","2","","-103",""
"7","2","","7018","","0","93","","","",""
"7","1","","7019","","0","4","","","",""
"7","1","","7020","0","-216","2","2","","-103",""
"7","2","","7021","","0","93","","","",""
"7","1","","7022","","top_luis_notice","3","","","1","0"
"7","1","","7023","","0","93","","","",""
"7","1","","7024","","top_luis_walk_jog","3","","","1","0.2"
"7","1","","7025","0","-100","2","0.5","","-130",""
"7","0.5","","7026","","0","93","","","",""
"7","1","","7027","","1","4","","","",""
"7","1","0","7028","1","top_luis_sit_in","3","top_luis_sit_idle","","0","0.2"
"7","0.1","","7029","","0","93","","","",""
"7","1","","7030","0","-57","2","0.4","","-140",""
"7","0.4","","7031","","0","93","","","",""
"7","1","","7032","0","-16","2","0","","-140",""
"7","1","","7033","","0","4","","","",""
"7","0.6","","7034","","0","93","","","",""
"7","1","","7035","","top_luis_experiment_success_in","3","","","0","0.2"
"7","2.3","","7036","","0","93","","","",""
"7","1","","7037","","top_luis_experiment_success_mix","3","","","0","0.1"
"7","2.7","","7038","","0","93","","","",""
"7","3","0","7039","1","top_sono_notice_in_dere","3","top_sono_notice_loop_dere","","0","0.2"
"7","2","","7040","","top_iroha_read_look_light","3","","","1","0.2"
"7","14","","7041","","1","32","","","",""
"7","1","","7042","","top_luis_experiment_success_burst","3","","","0","0.1"
"7","2.7","","7043","","0","93","","","",""
"7","3","","7044","","top_sono_readPaper_loop","3","","","1","0.2"
"7","2","","7045","","top_iroha_read","3","","","1","0.2"
"7","1","","7046","","top_luis_experiment_success_out","3","","","0","0.1"
"7","1.1","","7047","","0","93","","","",""
"7","1","0","7048","1","top_luis_sit_out","3","idle_normal","","0","0.2"
"7","1","","7049","","1","4","","","",""
"7","1","","7050","0","-57","2","0","","-140",""
"7","1","","7051","0","-100","2","0.3","","-130",""
"7","1","","7052","","0","93","","","",""
"7","1","","7053","","walk_normal","3","","","0","0.2"
"7","1","","7054","0","-216","2","1","","-103",""
"7","1","","7055","","0","93","","","",""
"7","1","","7056","","idle_normal","3","","","0","0.1"
"7","0.8","","7057","","0","93","","","",""
"7","14","","7058","","0","32","","","",""
"7","1","","7059","","top_luis_thinking","3","","","1","0.2"
"7","5.1","","7060","","0","93","","","",""
"7","11","","7061","","1","4","","","",""
"7","11","","7062","0","-980","2","7","","130",""
"7","2.5","","7063","","0","93","","","",""
"7","2","","7064","","top_iroha_read_notice","3","","","0","0.2"
"7","0.6","","7065","","0","93","","","",""
"7","2","0","7066","1","top_iroha_notice_to_run","3","top_iroha_run","","0","0"
"7","0.4","","7067","","0","93","","","",""
"7","11","","7068","","1","32","","","",""
"7","11","","7069","","smokeR","37","","","",""
"7","11","","7070","0","-980","33","4.2","","-130",""
"7","2","","7071","0","-980","2","4.2","","-130",""
"7","0.2","","7072","","0","93","","","",""
"7","3","0","7073","1","top_sono_notice_in_surprise","3","top_sono_notice_loop_surprise","","0","0.2"
"7","1.7","","7074","","0","93","","","",""
"7","1","0","7075","1","top_luis_surprise_in","3","top_luis_surprise_idle","","0","0.2"
"7","2.5","","7076","","0","93","","","",""
"7","11","","7077","","0","32","","","",""
"7","1","","7078","","0","93","","","",""
"7","11","","7079","","0","4","","","",""
"7","11","","7080","0","980","2","7","","130",""
"7","1.5","","7081","","0","93","","","",""
"7","11","","7082","","1","32","","","",""
"7","11","","7083","","smokeL","37","","","",""
"7","11","","7084","0","980","33","5.964","","-130",""
"7","2","","7085","","top_iroha_run_joy","3","","","1","0"
"7","2","","7086","","0","4","","","",""
"7","2","","7087","0","980","2","5.964","","-130",""
"7","2.2","","7088","","0","93","","","",""
"7","1","","7089","","top_luis_surprise_look","3","","","1","0"
"7","1.8","","7090","","0","93","","","",""
"7","3","","7091","","top_sono_notice_loop_look","3","","","1","0"
"7","1.964","","7092","","0","93","","","",""
"7","11","","7093","","0","32","","","",""
"7","0.5","","7094","","0","93","","","",""
"7","1","","7095","","top_luis_thinking","3","","","1","0.2"
"7","1.5","","7096","","0","93","","","",""
"7","2","","7097","","top_iroha_walk","3","","","1","0"
"7","2","","7098","","1","4","","","",""
"7","2","","7099","0","1032","2","0","","-130",""
"7","11","","7100","0","1032","33","0","","-130",""
"7","2","","7101","0","452","2","3","","-130",""
"7","11","","7102","0","452","33","3","","-130",""
"7","3","","7103","","0","93","","","",""
"7","2","0","7104","1","top_iroha_walk_out","3","idle_normal","","0","0.2"
"7","0.4","","7105","","0","93","","","",""
"7","2","0.2","7106","1","top_iroha_sit_in","3","top_iroha_read_loop","","0","0.2"
"7","3","","7107","","top_sono_readPaper","3","","","1","0.2"
"7","4","","7108","","0","93","","","",""
"7","9.6","","7109","","0","93","","","",""
"7","3","0","7110","1","top_sono_sit_out","3","top_sono_stretch","","0","0.2"
"7","3","","7111","0","287","2","0.3","","-130",""
"7","3.5","","7112","","0","93","","","",""
"7","3","","7113","","top_sono_drink","3","","","1","0.2"
"7","2.6","","7114","","0","93","","","",""
"7","2","","7115","","top_iroha_read_look","3","","","0","0.4"
"7","3.5","","7116","","0","93","","","",""
"7","1","","7117","","top_luis_thinking_look","3","","","1","0.2"
"7","2.9","","7118","","0","93","","","",""
"7","1","","7119","","top_luis_thinking","3","","","1","0.2"
"7","1.5","","7120","","0","93","","","",""
"7","3","","7121","","top_sono_sit_in","3","","","0","0.2"
"7","0.1","","7122","","0","93","","","",""
"7","2","","7123","","top_iroha_read_loop","3","","","1","0.2"
"7","3","","7124","0","350","2","0.3","","-130",""
"7","2.5","","7125","","0","93","","","",""
"7","3","","7126","","top_sono_readPaper_loop","3","","","1","0.2"
"7","1","","7127","","0","93","","","",""
"7","7012","","7128","","","101","","","",""
"8","1","0","8001","-140","1","5","-16","fantasize_all","101","1.4"
"8","3","1","8002","-130","3","5","980","empty","100","1.38"
"8","15","0","8003","-140","15","5","-16","fantasize_all","102","1"
"8","11","","8004","1","11","31","-140","","27","0"
"8","15","","8005","1","15","31","0","","0","0"
"8","0","","8006","","0","91","","","",""
"8","1","0","8007","1","fantasize_all","3","fantasize_3","","0","0.2"
"8","15","0","8008","1","fantasize_all","3","fantasize_3","","0","0.2"
"8","2","","8009","","0","93","","","",""
"8","se_alces","","8010","","se_alces_fantasy1","23","","","0",""
"8","10","","8011","","0","93","","","",""
"8","3","","8012","","walk","3","","","1","0.2"
"8","3","","8013","0","350","2","3","","-130",""
"8","3","","8014","","0","93","","","",""
"8","3","","8015","","sono_notice_in_anger2","3","","","0","0.2"
"8","1.5","","8016","","0","93","","","",""
"8","3","0","8017","1","kohon","3","idle_normal","","0","0.2"
"8","0.6","","8018","","0","93","","","",""
"8","se_alces","","8019","","se_alces_fantasy2","23","","","0",""
"8","15","","8020","","fantasize_out","3","","","0","0"
"8","15","","8021","","1","32","","","",""
"8","1","","8022","","fantasize_3_surprise","3","","","0","0.2"
"8","1.5","","8023","","0","93","","","",""
"8","1","","8024","","fantasize_sit_out","3","","","0","0.2"
"8","1","","8025","0","27","2","0.3","","-140",""
"8","0.8","","8026","","0","93","","","",""
"8","1","0","8027","1","fantasize_armcrossed_in","3","fantasize_armcrossed_idle","","0","0.2"
"8","0.5","","8028","","0","93","","","",""
"8","3","","8029","","idle_surprise","3","","","1","0.2"
"8","1.5","","8030","","0","93","","","",""
"8","se_alces","","8031","","se_alces_run","23","","","0",""
"8","1","","8032","","fantasize_run","3","","","1","0"
"8","1","","8033","0","1080","2","1.5","","-140",""
"8","11","","8034","","1","32","","","",""
"8","11","","8035","0","1080","33","1.5","","-140",""
"8","0.5","","8036","","0","93","","","",""
"8","3","0","8037","1","lookback_in","3","lookback_idle","","0","0.2"
"8","1.8","","8038","","0","93","","","",""
"8","se_alces","","8039","","se_alces_sweat","23","","","0",""
"9","1","1","9001","-140","1","5","560","walk_jog_Ex3_shy","101","1.4"
"9","1","1","9002","-114","2","5","147","empty","100","1.4"
"9","16","","9003","1","16","31","-114","","147","0"
"9","17","","9004","1","17","31","-114","","147","0"
"9","0","","9005","","0","91","","","",""
"9","1","","9006","","walk_jog_Ex3_shy","3","","","1","0.2"
"9","1","","9007","0","270","2","1.2","","-140",""
"9","1.2","","9008","","0","93","","","",""
"9","1","","9009","","idle_normal_Ex0003_shy","3","","","1","0.2"
"9","0.3","","9010","","0","93","","","",""
"9","1","","9011","","lookAround","3","","","0","0.2"
"9","2.7","","9012","","0","93","","","",""
"9","1","","9013","","walk_jog_anger_shy","3","","","1","0.2"
"9","1","","9014","0","147","2","0.7","","-114",""
"9","0.7","","9015","","0","93","","","",""
"9","1","0","9016","1","crouch_search_read_F","3","crouch_search_read_idle","","0","0"
"9","2","","9017","","crouch_search_read_B","3","","","0","0"
"9","0.9","","9018","","0","93","","","",""
"9","se_alces","","9019","","se_alces_book_take","23","","","0",""
"9","5.2","","9020","","0","93","","","",""
"9","se_alces","","9021","","se_alces_book_open","23","","","0",""
"9","0.5","","9022","","0","93","","","",""
"9","se_alces","","9023","","se_alces_steam","23","","","0",""
"9","17","","9024","","1","32","","","",""
"9","6.2","","9025","","0","93","","","",""
"9","16","","9026","","1","32","","","",""
"10","2","0","10001","-130","2","5","400","iroha_sleep","100","1.4"
"10","12","0","10002","-130","12","5","400","iroha_sleep","101","1.4"
"10","10","0","10003","-130","10","5","400","empty","101","1.4"
