5976b70d4acd742cc6aefe25d0b12d1ec18d3c91a003f843f143aa93779322a7,9c1786adff56cd72a6f7ba60faa5bbdce2504b2c1f734fa0a0790f029614cf6f,b3ee54354c453eb930c617f69d2505db254ed3cf0c66f48baaf99d120e3565a0,54469ac725d468c4ff22964f8498f3f18c9e0af187c006ff753baeeec499bd2a,e0fd01dbf725ec817742c5ad66a094dd07d7d8ca26f26b1cac08882aaa119159,1410a49752252b69e2f237b3f87d132b8498ecaad8326581e9de4e8b6281d309,ed4cd90e09c9ec0f96fc13389560bacdf1d0223a582167e1e8841927ffc3ac02,94d282e5add1191c24054a04a08fe2ce9f01834a52321cca1a6387b5c7e57505,3059d93a13f86e9e6a4c725af663c8333ec5fda28ee408785c3d40d52510bb57,6f1febd313c092992569a2021d4399ae9146c32c95bc908087e67874407b5aba,47e4d32a0a9ef1525c72f0d967f403106c1a3ac026f4c779ebc6ab73f4eb39fd,65e773e1f675ad9afce7ec0d57ff412f5ee02d0883f44490704582fe957bf285,55de24a099fe022a41f48264ab139a034b39bffcc9c0c5dfb8454a08757760e1,7e4f639f1786a8bda3bcc4678301cbae47d607f4dc228006dea9e3b8b827f036,1140b2d067e7eca377698e055e66c27b04f05f5efcb18421573d8c5f62942589,6a6f096bcc3012289a3b5d18ff73682f9896f8229988329bc17f40a6c83b06df,ac6ce1128e796c5f21079b46b44f89268390a9d7b25b83b76c2ba8d07cecdb92,421f547679489c54671c8e0f60d77da23b822767ef1eadc67165d4bebd145c8d,6b0c22caad1d79960809e3b90b6c426274077c7a135d0f7b7dc82703e81b43e0,dcb2eda3e2203c6c50a9745cdb5970a66e040ff464b42e3c89efcd5a8bfd4991,613fefe9ab6c15772a2b03f0f9b954c0565333c793df71f45e1a4b5f3df1910b,03df36b5a2a390e51fb447999af119b0ec5d89784f249754f25dc2c33d5a4fdf,b3a58ba168a4c76c652c97f0e951d89506826a3d74df3ea6ef428356e9a6f02d,e1e2d71cbd9a8309d3212edebf2e6389e3533ad7a598f6ee82a65376f485b6fa
"4","1001","1001","0","0","0","0","12","0","1","1002","0","0","1","1001","1","0","1","10260101","1001","1002","1","1002","102601"
"3","1001","0","0","0","0","0","8","0","0","1","0","0","1001","1002","1","0","0","10270101","1002","0","1","1002","102701"
"3","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1","1001","0","0","10280101","1","0","1","1002","102801"
"3","1002","0","0","0","0","0","9","0","1001","1001","0","0","1","1","1002","0","0","10290101","1","0","1","1001","102901"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","10300101","1","0","1","1001","103001"
"3","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1","1001","0","0","10310101","1","0","1","1002","103101"
"3","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1","1001","0","0","10320101","1","0","1","1002","103201"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","10330101","1","0","1","1001","103301"
"4","1002","0","0","0","0","0","8","0","0","1","0","0","1002","1","1","0","0","10340101","1001","0","1002","1","103401"
"3","1002","1","0","0","0","0","12","0","1","1002","0","0","1001","1002","1001","0","1002","10360101","1","1001","1","1001","103601"
"3","1002","0","0","0","0","0","6","0","0","0","0","0","0","1","1001","0","0","10370101","1","0","1002","1001","103701"
"3","1001","0","0","0","0","0","6","0","0","0","0","0","0","1","1001","0","0","10370102","1","0","1002","1001","103701"
"3","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1","1001","0","0","10380101","1","0","1","1002","103801"
"3","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1","1001","0","0","10400101","1","0","1","1002","104001"
"3","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1","1001","0","0","10420101","1","0","1","1002","104201"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","10430101","1","0","1","1001","104301"
"3","1001","1","0","0","0","0","12","0","1","1002","0","0","1001","1002","1001","0","1002","10440101","1","1001","1","1002","104401"
"3","1001","0","0","0","0","0","9","0","1002","1","0","0","1001","1001","1002","0","0","10450101","1","0","1","1002","104501"
"3","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1","1001","0","0","10460101","1","0","1","1002","104601"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","10470101","1","0","1","1001","104701"
"3","1002","0","0","0","0","0","6","0","0","0","0","0","0","1","1","0","0","10480101","1002","0","1001","1001","104801"
"3","1002","1","1001","0","0","0","13","0","1","1","0","0","1001","1","1002","0","1002","10490101","1","1","1","1001","104901"
"3","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1","1001","0","0","10500101","1","0","1","1002","105001"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","10510101","1","0","1","1001","105101"
"2","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1","1002","0","0","10520101","1","0","1002","1","105201"
"4","1001","0","0","0","0","0","6","0","0","0","0","0","0","1","1","0","0","10530101","1002","0","1002","1","105301"
"4","1001","1","0","0","0","0","11","0","1002","1","0","0","1","1","1","0","1001","10540101","1002","0","1002","1","105401"
"3","1001","0","0","0","0","0","8","0","0","1","0","0","1002","1","1001","0","0","10550101","1","0","1","1002","105501"
"3","1001","0","0","0","0","0","9","0","1002","1","0","0","1001","1001","1002","0","0","10560101","1","0","1","1002","105601"
"3","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1","1001","0","0","10570101","1","0","1","1002","105701"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","10580101","1","0","1002","1001","105801"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1001","0","0","10590101","1","0","1002","1001","105901"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","10600101","1","0","1","1001","106001"
"3","1002","0","0","0","0","0","9","0","1001","1","0","0","1002","1002","1","0","0","10610101","1001","0","1","1001","106101"
"2","2001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","10610102","0","0","2001","2002","106101"
"4","1001","0","0","0","0","0","8","0","0","1001","0","0","1","1002","1","0","0","10630101","1002","0","1","1002","106301"
"5","2001","1002","0","0","0","0","11","0","1","1","0","0","1001","1","1001","0","1","10640101","1002","0","1002","1001","106401"
"8","1002","1002","1","1","0","0","16","1002","1","1002","0","0","1001","1002","1","1","1","10650101","1001","1001","1001","1001","106501"
"3","1001","0","0","0","0","0","9","0","1002","1002","0","0","1","1","1001","0","0","10660101","1","0","1","1002","106601"
"4","2001","1002","0","0","0","0","10","0","1","1","0","0","1001","1001","1","0","0","10670101","1002","0","1002","1001","106701"
"3","1002","0","0","0","0","0","9","0","1001","1","0","0","1002","1002","1","0","0","10680101","1001","0","1","1001","106801"
"8","2002","0","0","0","0","0","9","0","2003","2003","0","0","2003","2001","2002","0","0","10680102","2001","0","2002","2001","106801"
"3","1002","1001","1001","0","0","0","13","0","2001","1001","0","0","2001","1001","2001","0","1002","10690101","1002","2001","2001","1001","106901"
"3","1002","1001","1001","0","0","0","13","0","1","1001","0","0","1","1001","1","0","1002","10700101","1002","1","1","1001","107001"
"3","1001","1002","1002","0","0","0","13","0","1","1002","0","0","1","1002","1","0","1001","10710101","1001","1","1","1002","107101"
"3","1001","1","1002","0","0","0","13","0","1","1001","0","0","1002","1001","1","0","1001","10750101","1","1","1","1002","107501"
"4","1001","1","0","0","0","0","11","0","1002","1001","0","0","1","1002","1","0","1002","10760101","1002","0","1","1002","107601"
"3","1001","1","1002","0","0","0","13","0","1","1002","0","0","1","1","1001","0","1001","10770101","1","1","1","1002","107701"
"3","1002","1","1001","0","0","0","13","0","1001","1002","0","0","1","1002","1001","0","1002","10780101","1","1","1","1001","107801"
"4","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1002","1","0","0","10790101","1","0","1","1001","107901"
"3","1002","0","0","0","0","0","8","0","0","1","0","0","1001","1","1002","0","0","10800101","1001","0","1","1001","108001"
"3","1001","1","0","0","0","0","11","0","1001","1002","0","0","1","1","1001","0","1002","10810101","1002","0","1","1002","108101"
"9","1002","1002","1001","1","0","0","17","1002","1","1","1001","0","1001","1002","1","1","1","10820101","1002","1002","1","1001","108201"
"3","1002","1001","0","0","0","0","10","0","1002","1001","0","0","1","1","1002","0","0","10830101","1","0","1","1001","108301"
"3","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1","1001","0","0","10840101","1","0","1","1002","108401"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","10850101","1","0","1","1001","108501"
"3","1001","0","0","0","0","0","5","0","0","0","0","0","0","1001","1002","0","0","10860101","0","0","1","1002","108601"
"3","1001","1","1","0","0","0","13","0","1001","1002","0","0","1","1002","1001","0","1","10870101","1","1002","1","1002","108701"
"4","1002","1001","0","0","0","0","10","0","1","1","0","0","1002","1002","1","0","0","10880101","1001","0","1","1001","108801"
"3","1001","0","0","0","0","0","6","0","0","0","0","0","0","1","1002","0","0","10890101","1","0","1001","1002","108901"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","10900101","1","0","1","1001","109001"
"4","1002","1","0","0","0","0","11","0","1002","1","0","0","1","1","1002","0","1001","10910101","1001","0","1001","1","109101"
"3","1001","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","10920101","1","0","1","1002","109201"
"2","1001","0","0","0","0","0","8","0","0","1","0","0","1001","1002","1","0","0","10930101","1002","0","1","1002","109301"
"3","1001","1001","0","0","0","0","10","0","1","1","0","0","1002","1002","1001","0","0","10940101","1","0","1","1002","109401"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","10950101","1","0","1","1001","109501"
"4","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1002","1001","0","0","10960101","1","0","1","1001","109601"
"5","1001","0","0","0","0","0","9","0","1002","1001","0","0","1","1002","1","0","0","10970101","1","0","1001","1","109701"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","10980101","1","0","1","1001","109801"
"3","1001","1","0","0","0","0","11","0","1001","1002","0","0","1","1001","1","0","1002","10990101","1001","0","1","1002","109901"
"3","1001","2001","0","0","0","0","11","0","1001","1002","0","0","2001","1001","2001","0","1002","10990102","1001","0","2001","1002","109901"
"11","1001","1002","0","0","0","0","12","0","1001","1001","0","0","1","1","1001","0","1001","11000101","1","1","1001","1","110001"
"1","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","11000102","0","0","1002","1001","110001"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","11010101","1","0","1","1001","110101"
"4","1001","0","0","0","0","0","6","0","0","0","0","0","0","1","1","0","0","11020101","1002","0","1002","1","110201"
"4","1001","0","0","0","0","0","9","0","1002","1","0","0","1","1","1","0","0","11030101","1002","0","1002","1","110301"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","11040101","1","0","1","1001","110401"
"4","1002","1","0","0","0","0","11","0","1002","1001","0","0","1","1002","1","0","1001","11050101","1001","0","1","1001","110501"
"3","1002","1","0","0","0","0","11","0","1002","1001","0","0","1","1","1002","0","1001","11060101","1","0","1","1001","110601"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","11070101","1","0","1","1001","110701"
"2","1001","0","0","0","0","0","6","0","0","0","0","0","0","1","1002","0","0","11080101","1","0","1","1002","110801"
"4","1001","0","0","0","0","0","6","0","0","0","0","0","0","1","1","0","0","11090101","1002","0","1002","1","110901"
"4","1001","0","0","0","0","0","8","0","0","1","0","0","1","1001","1","0","0","11100101","1002","0","1","1002","111001"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","11110101","1","0","1","1001","111101"
"3","1001","1001","0","0","0","0","12","0","1","1001","0","0","1002","1001","1002","0","1","11120101","1","1002","1","1002","111201"
"4","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1002","1001","0","0","11130101","1","0","1001","1001","111301"
"7","2001","1","0","0","0","0","11","0","1002","1","0","0","1","1001","1002","0","1001","11140101","1001","0","1","1001","111401"
"3","1001","1002","1002","0","0","0","13","0","1","1002","0","0","1","1002","1","0","1001","11150101","1001","1","1","1002","111501"
"1","1","1","0","0","0","0","11","0","2001","1","0","0","2002","2001","2002","0","2002","11150102","1","0","1","2002","111501"
"2","1001","1","0","0","0","0","11","0","1","1","0","0","1002","1","1002","0","1001","11160101","1","0","1","1002","111601"
"3","1002","1","0","0","0","0","12","0","1","1001","0","0","1002","1001","1002","0","1001","11170101","1","1002","1","1001","111701"
"3","1001","1","0","0","0","0","12","0","1002","1001","0","0","1","1001","1","0","1001","11180101","1002","1002","1","1002","111801"
"3","1002","0","0","0","0","0","6","0","0","0","0","0","0","1002","1","0","0","11190101","1001","0","1","1001","111901"
"2","1001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","11200101","0","0","1002","1","112001"
"5","1002","1002","0","0","0","0","11","0","1001","1","0","0","1","1002","1","0","1","11210101","1001","0","1","1001","112101"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","11220101","1","0","1","1001","112201"
"3","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1","1001","0","0","11230101","1","0","1","1002","112301"
"3","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1002","1001","0","0","11240101","1","0","1","1002","112401"
"4","1002","0","0","0","0","0","7","0","0","1","0","0","0","1002","1","0","0","11250101","1001","0","1","1001","112501"
"4","1001","0","0","0","0","0","8","0","0","1001","0","0","1","1002","1001","0","0","11260101","1","0","1001","1","112601"
"3","1001","0","0","0","0","0","9","0","1","1002","0","0","1","1","1002","0","0","11270101","1","0","1002","1002","112701"
"5","1001","1","0","0","0","0","12","0","1001","1","0","0","1002","1002","1001","0","1002","11280101","1002","1","1","1002","112801"
"3","1001","1","0","0","0","0","11","0","1002","1001","0","0","1","1","1002","0","1","11290101","1","0","1001","1002","112901"
"3","1002","1","0","0","0","0","11","0","1","1","0","0","1002","1002","1","0","1001","11300101","1001","0","1","1001","113001"
"7","1001","1","1002","0","0","0","13","0","1002","1001","0","0","1","1001","1","0","1001","11310101","1002","1","1","1","113101"
"3","1001","0","0","0","0","0","9","0","1002","1001","0","0","1","1001","1","0","0","11320101","1002","0","1","1002","113201"
"3","1002","1","0","0","0","0","11","0","1002","1001","0","0","1","1","1002","0","1001","11330101","1","0","1","1001","113301"
"4","1001","1002","0","0","0","0","12","0","1","1001","0","0","1","1","1002","0","1","11340101","1","1001","1001","1002","113401"
"3","1001","1","1002","0","0","0","13","0","1002","1","0","0","1001","1","1001","0","1","11350101","1002","1001","1","1002","113501"
"3","1002","1002","1002","0","0","0","13","0","1","1002","0","0","1001","1002","1001","0","1","11360101","1","1001","1","1001","113601"
"3","1001","1","1002","0","0","0","13","0","1002","1","0","0","1001","1001","1002","0","1","11370101","1","1001","1","1002","113701"
"1","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","11370102","0","0","1002","1002","113701"
"3","1001","1002","1002","0","0","0","13","0","1","1001","0","0","1002","1001","1002","0","1001","11380101","1","1","1","1002","113801"
"5","1002","1","0","0","0","0","11","0","1001","1002","0","0","1","1002","1001","0","1002","11390101","1","0","1","1001","113901"
"3","1002","1","0","0","0","0","11","0","1001","1","0","0","1002","1002","1","0","1001","11400101","1001","0","1","1001","114001"
"5","1002","1001","0","0","0","0","10","0","1","1001","0","0","1002","1002","1","0","0","11410101","1","0","1001","1","114101"
"6","1001","1","1002","0","0","0","13","0","1","1001","0","0","1002","1001","1002","0","1001","11420101","1","1","1002","1","114201"
"3","1002","1002","0","0","0","0","12","0","1001","1001","0","0","1","1001","1","0","1","11430101","1002","1001","1","1001","114301"
"4","1001","1002","0","0","0","0","10","0","1","1","0","0","1002","1002","1","0","0","11440101","1002","0","1","1002","114401"
"1","2001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","11440102","0","0","0","2001","114401"
"1","1002","0","0","0","0","0","7","0","0","1002","0","0","0","1","1002","0","0","11440103","1","0","1002","1","114401"
"4","1001","1","0","0","0","0","10","0","1002","1001","0","0","1","1001","1","0","0","11450101","1002","0","1002","1","114501"
"4","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","11460101","1","0","1","1001","114601"
"4","1001","1002","0","0","0","0","10","0","1","1","0","0","1002","1002","1","0","0","11470101","1002","0","1","1002","114701"
"6","1001","1001","1","1","0","0","17","1002","1","1","1001","0","1002","1001","1","1","1","11500101","1001","1001","1002","1","115001"
"3","1002","1001","1001","0","0","0","13","0","1","1001","0","0","1","1001","1","0","1002","11550101","1002","1","1","1001","115501"
"6","1002","1002","0","0","0","0","10","0","1001","1001","0","0","1","1001","1002","0","0","11560101","1","0","1","1001","115601"
"3","1001","1002","0","0","0","0","12","0","1","1001","0","0","1","1001","1","0","1001","11570101","1002","1","1","1002","115701"
"2","2003","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","11580101","0","0","0","2003","115801"
"1","2001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","11580102","0","0","2002","1","115801"
"1","1001","0","0","0","0","0","5","0","0","0","0","0","0","1","1002","0","0","11580103","0","0","1002","1","115801"
"3","1001","0","0","0","0","0","8","0","0","1002","0","0","1","1002","1001","0","0","11590101","1","0","1","1002","115901"
"4","1002","0","0","0","0","0","9","0","1","1","0","0","1001","1001","1","0","0","11600101","1002","0","1","1001","116001"
"2","1001","0","0","0","0","0","6","0","0","0","0","0","0","1001","1002","0","0","11620101","1","0","1","1002","116201"
"3","1002","0","0","0","0","0","5","0","0","0","0","0","0","1","1","0","0","11630101","0","0","1001","1","116301"
"4","1002","2001","0","0","0","0","10","0","1001","1002","0","0","2001","1002","1001","0","0","11640101","2001","0","2001","1001","116401"
"3","1001","0","0","0","0","0","9","0","1002","1001","0","0","1","1001","1002","0","0","11650101","1","0","1","1002","116501"
"3","1002","0","0","0","0","0","9","0","1","1002","0","0","1001","1002","1001","0","0","11660101","1","0","1","1001","116601"
"4","1001","1002","0","0","0","0","10","0","1","1","0","0","1001","1001","1","0","0","11670101","1002","0","1","1002","116701"
"3","1002","1002","0","0","0","0","11","0","1001","1","0","0","1","1001","1002","0","1","11680101","1001","0","1","1001","116801"
"12","1002","1001","1","1","0","1001","19","1001","1002","1001","1002","1","1","1002","1","1","1","11690101","1002","1001","1","1002","116901"
"1","1001","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","11690102","0","0","0","1001","116901"
"3","1002","0","0","0","0","0","9","0","1","1","0","0","1001","1001","1","0","0","11700101","1002","0","1","1001","117001"
"5","1","1","1002","0","0","0","12","0","1","1001","0","0","1002","1","1001","0","1001","11710101","1","1","1002","1001","117101"
"6","1001","1002","0","0","0","0","12","0","1","1002","0","0","1001","1","1001","0","1","11720101","1","1002","1001","1","117201"
"7","1001","1002","1","1","0","0","16","1002","1","1","0","0","1001","1001","1","0","1","11730101","1002","1001","1","1002","117301"
"4","1002","1001","0","0","0","0","10","0","1","1002","0","0","1","1","1001","0","0","11740101","1","0","1001","1","117401"
"3","1001","0","0","0","0","0","9","0","1002","1001","0","0","1","1001","1","0","0","11750101","1002","0","1","1002","117501"
"6","1","1","1001","1002","0","0","16","1","1001","1002","0","0","1","1","1002","0","1002","11760101","1","1","1001","1002","117601"
"6","1002","1001","1001","1002","0","0","17","1","1","1002","1001","0","1001","1002","1001","1","1002","11770101","1","1","1","1001","117701"
"5","1002","0","0","0","0","0","9","0","1","1001","0","0","1002","1002","1001","0","0","11780101","1","0","1","1001","117801"
"3","1002","0","0","0","0","0","9","0","1002","1","0","0","1001","1001","1","0","0","11790101","1002","0","1","1001","117901"
"4","1001","1","1001","0","0","0","13","0","1002","1","0","0","1001","1","1002","0","1001","11800101","1001","1","1001","1002","118001"
"4","1001","1002","0","0","0","0","10","0","1","1","0","0","1001","1001","1","0","0","11810101","1002","0","1","1002","118101"
"8","1002","1001","1001","1001","0","0","16","1001","1001","1001","0","0","2001","1002","1001","0","1002","11820101","1002","2001","1001","2001","118201"
"4","1002","2001","0","0","0","0","10","0","1001","1002","0","0","2001","1002","1001","0","0","11850101","2001","0","2001","1001","118501"
"3","2001","0","0","0","0","0","4","0","0","0","0","0","0","1001","0","0","0","11860101","0","0","1002","1001","118601"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","11860102","0","0","1001","1002","118601"
"2","1001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","11860103","0","0","1001","1002","118601"
"3","1002","0","0","0","0","0","9","0","1001","1","0","0","1002","1002","1001","0","0","11900101","1","0","1","1001","119001"
"3","1001","0","0","0","0","0","7","0","0","1002","0","0","0","1","1001","0","0","11910101","1","0","1002","1","119101"
"3","1002","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","11920101","1","0","1","1001","119201"
"3","1001","0","0","0","0","0","9","0","1","1001","0","0","1002","1001","1002","0","0","11930101","1","0","1","1002","119301"
"4","1002","0","0","0","0","0","8","0","0","1001","0","0","1","1001","1","0","0","11990101","1002","0","1","1001","119901"
"3","1001","0","0","0","0","0","7","0","0","1001","0","0","0","1","1002","0","0","12000101","1","0","1","1002","120001"
"4","1001","0","0","0","0","0","7","0","0","1","0","0","0","1002","1","0","0","12070101","1001","0","1","1002","120701"
"1","2002","0","0","0","0","0","4","0","0","0","0","0","0","2002","0","0","0","12070102","0","0","1","2001","120701"
"9","2001","1","1","1002","0","0","18","1","1001","1002","1","1","1","1","1001","0","1","12080101","1","1001","1001","1002","120801"
"3","1001","0","0","0","0","0","7","0","0","1001","0","0","0","1001","1","0","0","12090101","1002","0","1","1002","120901"
"4","1002","0","0","0","0","0","8","0","0","1002","0","0","1","1002","1","0","0","12100101","1001","0","1","1001","121001"
"3","1002","0","0","0","0","0","9","0","1001","1002","0","0","1","1002","1","0","0","12110101","1001","0","1","1001","121101"
"4","1002","1","0","0","0","0","10","0","1001","1002","0","0","1","1002","1001","0","0","12120101","1","0","1","1001","121201"
"5","2001","2001","0","0","0","0","11","0","1002","2001","0","0","1001","2001","1001","0","2001","12120102","1002","0","1002","1001","121201"
"5","1002","0","0","0","0","0","8","0","0","1001","0","0","1","1","1002","0","0","12130101","1","0","1001","1","121301"
"4","1002","1001","0","0","0","0","10","0","1","1","0","0","1002","1002","1","0","0","12140101","1001","0","1","1001","121401"
"3","1002","0","0","0","0","0","8","0","0","1002","0","0","1","1002","1001","0","0","12150101","1","0","1","1001","121501"
"3","1002","0","0","0","0","0","9","0","1001","1","0","0","1002","1","1001","0","0","12160101","1","0","1001","1001","121601"
"3","1001","0","0","0","0","0","9","0","1","1001","0","0","1002","1001","1002","0","0","12190101","1","0","1","1002","121901"
"2","2001","0","0","0","0","0","5","0","0","0","0","0","0","1002","1","0","0","12200101","0","0","1","1001","122001"
"3","1002","0","0","0","0","0","8","0","0","1002","0","0","1001","1","1001","0","0","12210101","1","0","1","1001","122101"
