84fa85203daa4b522d3a25e0baefd1b7c5bf7be042789e45e37d4a8174465196,4c440fc96bcc82f0784b6ad4591410eaf175f1c73874b454ab33201ef925f4f8,49172656988b2a951082077f9be08997804f03df8601d5213ddbe9b130d1a6e1,0cb2440e7d7ac6e385746bfd22395346e01541b438daa029364ff826caba5b4d,596664c687ef1bbec827f9a2bb2cd3533fcf9f3cb3232c1751fc5d5027377d18,471aed89e3ffc79869e32ac5a32331c7792f4aad504e4b5b84773a09a38d769d
"3","2","501031","20026","5044001","55"
"1","1","0","10093101","10093112","56"
"3","2","501291","10093","5066005","57"
"3","2","501103","20027","5046002","58"
"3","2","501031","10092","5092001","59"
"3","2","501551","10092","5092004","60"
"3","2","501593","10094","5094001","61"
"3","2","501341","10095","5068001","62"
"3","2","500810","20018","5025001","67"
"3","2","501613","10096","5096002","68"
"3","2","501353","10097","5070004","73"
"3","2","500016","10097","5070005","74"
"3","2","501031","10098","5098000","75"
"1","1","0","10098101","10098104","76"
"1","1","0","10098102","10098111","77"
"3","2","501364","10099","5072004","78"
"3","2","501365","10099","5072006","79"
"3","2","500837","10100","5100003","80"
"3","2","501383","10101","5074001","82"
"3","2","501383","10101","5074001","83"
"3","2","501873","10102","5102002","84"
"1","1","0","10103101","10103112","85"
"3","2","505036","10103","5076005","86"
"3","2","501911","10108","5108002","88"
"3","2","500133","10104","5104003","89"
"3","2","501451","10105","5078004","90"
"3","2","501931","10110","5110005","93"
"3","2","500013","10111","5111005","94"
"3","2","501463","10107","5080005","95"
"1","1","0","10109101","10109105","96"
"1","1","0","10109102","10109108","97"
"1","1","0","10109103","10109111","98"
"3","2","501160","10109","5082002","99"
"3","2","501031","10109","5082004","100"
"3","2","501483","10109","5082005","101"
"3","2","500368","10112","5084001","103"
"3","2","510306","10112","5084002","104"
"3","2","500039","10112","5084003","105"
"3","2","500368","10113","5085002","106"
"3","2","510203","10113","5085003","107"
"3","2","500272","10113","5085004","108"
"3","2","501501","10113","5085005","109"
"2","1","0","10110101","1011001","110"
"1","1","0","20037101","20037112","111"
"3","2","501291","20037","5066005","112"
"3","2","501810","10115","5088005","113"
"3","2","500016","10114","5114000","114"
"3","2","501952","10114","5114003","115"
"3","2","501341","20038","5068001","116"
"3","2","501541","10117","5090002","117"
"3","2","501353","20039","5070004","121"
"3","2","500016","20039","5070005","122"
"3","2","500837","10116","5116004","123"
"3","2","501031","10119","5092001","124"
"3","2","501551","10119","5092004","125"
"3","2","500133","10118","5118002","126"
"3","2","500810","10118","5118003","127"
"3","2","500133","10118","5118007","128"
"3","2","501364","20040","5072004","129"
"3","2","501365","20040","5072006","130"
"3","2","501614","10124","5124003","132"
"3","2","501383","20041","5074001","133"
"3","2","501593","10121","5094001","135"
"3","2","502003","10122","5122000","136"
"3","2","502015","10122","5122002","137"
"3","2","501613","10123","5096002","138"
"3","2","505036","20042","5076005","139"
"3","2","501451","20043","5078004","140"
"3","2","501031","10125","5098000","141"
"3","2","500837","10127","5100003","143"
"3","2","501463","20044","5080005","144"
"3","2","502063","10128","5128001","145"
"3","2","501873","10129","5102002","146"
"1","1","0","20045101","20045105","147"
"1","1","0","20045102","20045108","148"
"1","1","0","20045103","20045111","149"
"3","2","501160","20045","5082002","150"
"3","2","501031","20045","5082004","151"
"3","2","501483","20045","5082005","152"
"3","2","500368","20046","5084001","153"
"3","2","510306","20046","5084002","154"
"3","2","500039","20046","5084003","155"
"3","2","500368","20047","5085002","156"
"3","2","510203","20047","5085003","157"
"3","2","500272","20047","5085004","158"
"3","2","501501","20047","5085005","159"
"3","2","500016","10130","5130001","160"
"3","2","500133","10130","5130007","161"
"3","2","500133","10131","5104003","162"
"3","2","500143","10136","5136002","163"
"3","2","500175","10136","5136004","164"
"3","2","501622","10137","5137002","165"
"3","2","500133","10137","5137005","166"
"3","2","501810","20048","5088005","167"
"3","2","500553","10134","5134007","168"
"3","2","501911","10135","5108002","169"
"3","2","501931","10138","5110005","170"
"3","2","500013","10139","5111005","171"
"3","2","501541","20049","5090002","172"
"2","1","0","10138101","1013801","173"
"3","2","500016","10141","5114000","174"
"3","2","501952","10141","5114003","175"
"3","2","502224","10140","5140002","180"
"3","2","501031","20050","5092001","181"
"3","2","501551","20050","5092004","182"
"3","2","501683","10142","5142001","183"
"3","2","500837","10143","5116004","184"
"3","2","500133","10145","5118002","185"
"3","2","500810","10145","5118003","186"
"3","2","500133","10145","5118007","187"
"3","2","501593","20051","5094001","188"
"3","2","501613","20052","5096002","189"
"3","2","502283","10146","5146001","1014601"
"3","2","502003","10149","5122000","1014901"
"3","2","502015","10149","5122002","1014902"
"3","2","501614","10151","5124003","1015101"
"3","2","502373","10154","5154007","1015401"
"3","2","502074","10156","5156001","1015601"
"3","2","502394","10156","5156002","1015602"
"3","2","502063","10157","5128001","1015701"
"3","2","500880","10158","5158003","1015801"
"3","2","500016","10159","5130001","1015901"
"3","2","500133","10159","5130007","1015902"
"3","2","500553","10163","5134007","1016301"
"3","2","500143","10164","5136002","1016401"
"3","2","500175","10164","5136004","1016402"
"3","2","501622","10165","5137002","1016501"
"3","2","500133","10165","5137005","1016502"
"3","2","502224","10166","5140002","1016601"
"3","2","501683","10167","5142001","1016701"
"3","2","501031","20053","5098000","2005301"
"3","2","500837","20054","5100003","2005401"
"3","2","501873","20055","5102002","2005501"
"3","2","500133","20056","5104003","2005601"
"3","2","501911","20058","5108002","2005801"
"3","2","501931","20059","5110005","2005901"
"3","2","500013","20060","5111005","2006001"
"3","2","500016","20061","5114000","2006101"
"3","2","501952","20061","5114003","2006102"
"3","2","500837","20062","5116004","2006201"
"3","2","500133","20063","5118002","2006301"
"3","2","500810","20063","5118003","2006302"
"3","2","500133","20063","5118007","2006303"
"3","2","502003","20065","5122000","2006501"
"3","2","502015","20065","5122002","2006502"
