cd37dcb8f3afb1570047eb8b1ea7db09e030370c09a9884ed0c6a70cd55beb92,36f3521ba4628b578ddff65e0014ca79401f83866de7e58b6db35e645c0a6198,9f321a76e4f630f68281e930b4ed1f3abe2c60205889aea6cd3418f4d1688d2d,f01428a1a81a74d1495cabe40fdc57eb1bb2e78a6ed1f0a0cdf5343dd1ba6b63,254fbabc7066c5048278104c33e73516920e63183f08ae8578f2c86f5f7a47ef,5f61c4172ed9fa4ff4cd94fee4c461cbabf1b83ced1f01bb9477b50057921ece,43ab9a6fd76ab97043e6e4b432b3523a67603d8a6e29f73aa2840d036e54ff2f,77c5888488a2936ce941aee59c950cb60ee8882fa4635f7bbcf53e3978b30e1f,95e16a804b1c0977523c5f5080dc91643a3e0cba34e931faa5103a12bea56e88,84cba2a47728275c243a1fe10b1b371dfa687effed9cc702331076aed9e5d939,545276adc06d60f2125f0e0a62a281267c7a7dd5880fab2534d9a34d91881944
"1","","0.2","surprise_idle_talk1R","","3","","1058","","5146061","61058"
"1","","0.2","kokkoro_surprise_talk","","3","","105911","","5146061","61059"
"1","","0.2","kokkoro_surprise_talk","","3","","1059","","5146061","61060"
"0","","","vo_apg_0105","","21","","vo_apg","0","5146061","61061"
"10","0","0","はい。\nどうやらそのようでございます","1","11","0","105911","1","5146061","61062"
"","","","","","91","","0","","5146061","61063"
"1","","0.2","kokkoro_idle_normal","","3","","105911","","5146061","61064"
"1","","0.2","kokkoro_idle_normal","","3","","1059","","5146061","61065"
"1","","0.2","idle_normal_talk1R","","3","","105811","","5146061","61066"
"1","","0.2","idle_normal_talk1R","","3","","1058","","5146061","61067"
"","","","0","","4","","105811","","5146061","61068"
"","","","0","","4","","1058","","5146061","61069"
"","","","1","","4","","106011","","5146061","61070"
"","","","1","","4","","1060","","5146061","61071"
"0","","0.2","cool_in_sing_shy","1","3","0","106011","cool_talk_sing_shy","5146061","61072"
"0","","0.2","cool_in_sing_shy","1","3","0","1060","cool_talk_sing_shy","5146061","61073"
"0","","","vo_apg_0106","","21","","vo_apg","0","5146061","61074"
"10","0","0","ほら、さっさと乗るわよー\nはーやだやだ…ふふふ","1","11","0","106011","1","5146061","61075"
"","","","","","91","","0","","5146061","61076"
"","","","0","","22","","0","","5146061","61077"
"1","","0.2","walk_kyapi_shy","","3","","106011","","5146061","61078"
"1","","0.2","walk_kyapi_shy","","3","","1060","","5146061","61079"
"1","","0.2","walk_furimuki","","3","","105811","","5146061","61080"
"1","","0.2","walk_furimuki","","3","","1058","","5146061","61081"
"1","","0.2","kokkoro_walk_surprise","","3","","105911","","5146061","61082"
"1","","0.2","kokkoro_walk_surprise","","3","","1059","","5146061","61083"
"-278","","","149","0","2","","106011","2","5146061","61084"
"-278","","","149","0","2","","1060","2","5146061","61085"
"-278","","","-54","0","2","","105811","2","5146061","61086"
"-278","","","-54","0","2","","1058","2","5146061","61087"
"-288","","","-214","0","2","","105911","2","5146061","61088"
"-288","","","-214","0","2","","1059","2","5146061","61089"
"","","","0","","93","","1","","5146061","61090"
"","","","iris_in","","37","","2","","5146061","61091"
"","","","0","","93","","2","","5146061","61092"
"1","","","se_10055900_coaster_02","","23","","se_10055900","","5146061","61093"
"","","","1","","32","","10","","5146061","61094"
"0.5","","","30","","122","","30","","5146061","61095"
"0","","","vo_apg_0107","","21","","vo_apg","0","5146061","61096"
"0","","0","0107_in","","3","","202","","5146061","61097"
"","","","1","","93","","0.7","","5146061","61098"
"0","","0","0107_mid","","3","","202","","5146061","61099"
"","","","","","92","","","","5146061","61100"
"0","","0","0107_out","","3","","202","","5146061","61101"
"","","","0","","93","","0.2","","5146061","61102"
"-211","","","0","0","2","","202","0","5146061","61103"
"0.5","","","30","","122","","30","","5146061","61104"
"0","","","vo_apg_0108","","21","","vo_apg","0","5146061","61105"
"0","","0","0108_in","","3","","203","","5146061","61106"
"","","","1","","93","","0.8","","5146061","61107"
"0","","0","0108_mid","","3","","203","","5146061","61108"
"","","","","","92","","","","5146061","61109"
"0","","0","0108_out","","3","","203","","5146061","61110"
"","","","0","","93","","0.2","","5146061","61111"
"16","","","315","0","2","","201","0","5146061","61112"
"0.5","","","30","","122","","30","","5146061","61113"
"0","","","vo_apg_0109","","21","","vo_apg","0","5146061","61114"
"0","","0","0109_in","","3","","201","","5146061","61115"
"","","","1","","93","","1.1","","5146061","61116"
"0","","0","0109_mid","","3","","201","","5146061","61117"
"","","","","","92","","","","5146061","61118"
"0","","0","0109_out","","3","","201","","5146061","61119"
"","","","0","","93","","0.2","","5146061","61120"
"0.5","","","30","","122","","30","","5146061","61121"
"0","","","vo_apg_0110","","21","","vo_apg","0","5146061","61122"
"0","","0","0107_in","","3","","202","","5146061","61123"
"0","","0","0108_in","","3","","203","","5146061","61124"
"0","","0","0109_in","","3","","201","","5146061","61125"
"","","","1","","93","","1.1","","5146061","61126"
"0","","0","0107_mid","","3","","202","","5146061","61127"
"0","","0","0108_mid","","3","","203","","5146061","61128"
"0","","0","0109_mid","","3","","201","","5146061","61129"
"","","","","","92","","","","5146061","61130"
"0","","0","0107_out","","3","","202","","5146061","61131"
"0","","0","0108_out","","3","","203","","5146061","61132"
"0","","0","0109_out","","3","","201","","5146061","61133"
"","","","0","","93","","0.2","","5146061","61134"
"0","","","216","0","2","","201","0","5146061","61135"
"0","","","vo_apg_0111","","21","","vo_apg","0","5146061","61136"
"0","","0","0111_in","","3","","201","","5146061","61137"
"","","","1","","93","","1.8","","5146061","61138"
"0","","0","0111_mid","","3","","201","","5146061","61139"
"","","","","","92","","","","5146061","61140"
"0","","0","0111_out","","3","","201","","5146061","61141"
"","","","0","","93","","0.2","","5146061","61142"
"","","","0","","22","","0","","5146061","61143"
"","","","","","93","","0.5","","5146061","61144"
"","","","1","","32","","11","","5146061","61145"
"0","","","se_10055900_camera","","23","","se_10055900","","5146061","61146"
"","","","0","","93","","0.2","","5146061","61147"
"","","","0","","32","","10","","5146061","61148"
"","","","0","","93","","1.8","","5146061","61149"
"","","","0.5","","24","","se_10055900_coaster_02","","5146061","61150"
"","","","iris_out","","37","","2","","5146061","61151"
"-278","","","129","0","2","","106011","0","5146061","61152"
"-278","","","129","0","2","","1060","0","5146061","61153"
"-278","","","-34","0","2","","105811","0","5146061","61154"
"-278","","","-34","0","2","","1058","0","5146061","61155"
"-288","","","-194","0","2","","105911","0","5146061","61156"
"-288","","","-194","0","2","","1059","0","5146061","61157"
"1","","0.2","walk_normal_dere2","","3","","106011","","5146061","61158"
"1","","0.2","walk_normal_dere2","","3","","1060","","5146061","61159"
"1","","0.2","walk_normal_joy","","3","","105811","","5146061","61160"
"1","","0.2","walk_normal_joy","","3","","1058","","5146061","61161"
"1","","0.2","kokkoro_walk_normal_dere","","3","","105911","","5146061","61162"
"1","","0.2","kokkoro_walk_normal_dere","","3","","1059","","5146061","61163"
"-278","","","290","0","2","","106011","2","5146061","61164"
"-278","","","290","0","2","","1060","2","5146061","61165"
"-278","","","-225","0","2","","105811","2","5146061","61166"
"-278","","","-225","0","2","","1058","2","5146061","61167"
"-288","","","-385","0","2","","105911","2","5146061","61168"
"-288","","","-385","0","2","","1059","2","5146061","61169"
"","","","0","","4","","106011","","5146061","61170"
"","","","0","","4","","1060","","5146061","61171"
"","","","1","","4","","105811","","5146061","61172"
"","","","1","","4","","1058","","5146061","61173"
"","","","1","","4","","105911","","5146061","61174"
"","","","1","","4","","1059","","5146061","61175"
"","","","0","","93","","2","","5146061","61176"
"","","","1","","4","","106011","","5146061","61177"
"","","","1","","4","","1060","","5146061","61178"
"","","","0","","4","","105811","","5146061","61179"
"","","","0","","4","","1058","","5146061","61180"
"","","","0","","4","","105911","","5146061","61181"
"","","","0","","4","","1059","","5146061","61182"
"1","","0.2","joy_idle_doya_shy","","3","","106011","","5146061","61183"
"1","","0.2","joy_idle_doya_shy","","3","","1060","","5146061","61184"
"1","","0.2","idle_normal","","3","","105811","","5146061","61185"
"1","","0.2","idle_normal","","3","","1058","","5146061","61186"
"1","","0.2","kokkoro_idle_normal_joy","","3","","105911","","5146061","61187"
"1","","0.2","kokkoro_idle_normal_joy","","3","","1059","","5146061","61188"
"","","","0","","93","","0.3","","5146061","61189"
"0","","0.2","jump_short","1","3","0.2","105811","guts2_talk_joy","5146061","61190"
"0","","0.2","jump_short","1","3","0.2","1058","guts2_talk_joy","5146061","61191"
"0","","","vo_apg_0112","","21","","vo_apg","0","5146061","61192"
"10","0","0","はぁ～♪\n楽しかったですねー☆","1","11","0","105811","1","5146061","61193"
"","","","","","91","","0","","5146061","61194"
"1","","0.2","idle_normal","","3","","105811","","5146061","61195"
"1","","0.2","idle_normal","","3","","1058","","5146061","61196"
"1","","0.2","kokkoro_talk_normal","","3","","105911","","5146061","61197"
"1","","0.2","kokkoro_talk_normal","","3","","1059","","5146061","61198"
"0","","","vo_apg_0113","","21","","vo_apg","0","5146061","61199"
"10","0","0","みなさま。\nお写真が\n仕上がったみたいです","1","11","0","105911","1","5146061","61200"
"","","","","","91","","0","","5146061","61201"
"1","","0.2","kokkoro_idle_normal_joy","","3","","105911","","5146061","61202"
"1","","0.2","kokkoro_idle_normal_joy","","3","","1059","","5146061","61203"
"0","","0.2","armcrossed_in_dere_shy","1","3","0","106011","armcrossed_talk_dere_shy","5146061","61204"
"0","","0.2","armcrossed_in_dere_shy","1","3","0","1060","armcrossed_talk_dere_shy","5146061","61205"
"0","","","vo_apg_0114","","21","","vo_apg","0","5146061","61206"
"10","0","0","は～最悪。\n…ま、どんなもんか\n一応見てやるけど♪","1","11","0","106011","1","5146061","61207"
"","","","","","91","","0","","5146061","61208"
"","","","0","","22","","0","","5146061","61209"
"0","","0.2","armcrossed_idle_anger_lookup","","3","","106011","","5146061","61210"
"0","","0.2","armcrossed_idle_anger_lookup","","3","","1060","","5146061","61211"
"1","","0.2","idle_normal_lookup","","3","","105811","","5146061","61212"
"1","","0.2","idle_normal_lookup","","3","","1058","","5146061","61213"
"1","","0.2","kokkoro_wish_idle_joy_lookup","","3","","105911","","5146061","61214"
"1","","0.2","kokkoro_wish_idle_joy_lookup","","3","","1059","","5146061","61215"
"0","","0","coaster_1_in","","3","","21","","5146061","61216"
"0","","","se_10055900_photo","","23","","se_10055900","","5146061","61217"
"","","","0","","93","","2.3","","5146061","61218"
"1","","0.2","idle_normal_surprise","","3","","105811","","5146061","61219"
"1","","0.2","idle_normal_surprise","","3","","1058","","5146061","61220"
"1","","0.2","kokkoro_idle_normal_surprise","","3","","105911","","5146061","61221"
"1","","0.2","kokkoro_idle_normal_surprise","","3","","1059","","5146061","61222"
"0","","0.2","pointing_in_noface","1","3","0","106011","pointing_loop_noface","5146061","61223"
"0","","0.2","pointing_in_kyaru","1","3","0","1060","pointing_loop_kyaru","5146061","61224"
"0","","","vo_apg_0115","","21","","vo_apg","0","5146061","61225"
"10","0","0","ってなによこれーっ！！！\nあたし写ってないじゃない！！？","1","11","0","106011","1","5146061","61226"
"","","","1","","93","","0.5","","5146061","61227"
"0.5","","","30","","122","","30","","5146061","61228"
"","","","","","91","","61226","","5146061","61229"
"1","","0.2","surprise_talk","","3","","105811","","5146061","61230"
"1","","0.2","surprise_talk","","3","","1058","","5146061","61231"
"0","","","vo_apg_0116","","21","","vo_apg","0","5146061","61232"
"10","0","0","……へ？\nキャルちゃんほんとは\n写りたかったんですか？","1","11","0","105811","1","5146061","61233"
"","","","","","91","","0","","5146061","61234"
"1","","0.2","idle_normal_talk1R","","3","","105811","","5146061","61235"
"1","","0.2","idle_normal_talk1R","","3","","1058","","5146061","61236"
"1","","0.2","kokkoro_sad_talk","","3","","105911","","5146061","61237"
"1","","0.2","kokkoro_sad_talk","","3","","1059","","5146061","61238"
"0","","","vo_apg_0117","","21","","vo_apg","0","5146061","61239"
"10","0","0","写りたくないのではと思って\nキャルさまを隠しましたが。\n余計なお世話だったみたいです","1","11","0","105911","1","5146061","61240"
"","","","","","91","","0","","5146061","61241"
"1","","0.2","kokkoro_idle_normal","","3","","105911","","5146061","61242"
"1","","0.2","kokkoro_idle_normal","","3","","1059","","5146061","61243"
"0","","0.2","shock_in_shy_red","1","3","0","106011","shock_loop_shy_red","5146061","61244"
"0","","0.2","shock_in_shy_red","1","3","0","1060","shock_loop_shy_red","5146061","61245"
"0","","","vo_apg_0118","","21","","vo_apg","0","5146061","61246"
"10","0","0","い…いやそういう訳じゃ\nないけどっ！！？","1","11","0","106011","1","5146061","61247"
"","","","","","91","","0","","5146061","61248"
"0","","0","coaster_1_out","","3","","21","","5146061","61249"
"1","","0.2","kokkoro_idle_normal_joy","","3","0.2","105911","","5146061","61250"
"1","","0.2","kokkoro_idle_normal_joy","","3","0.2","1059","","5146061","61251"
"1","","0.2","joy_talk","","3","0.2","105811","","5146061","61252"
"1","","0.2","joy_talk","","3","0.2","1058","","5146061","61253"
"0","","","vo_apg_0119","","21","","vo_apg","0","5146061","61254"
"10","0","0","なんだ♪\nじゃあもう一回乗りましょー♪","1","11","0","105811","1","5146061","61255"
"","","","","","91","","0","","5146061","61256"
"1","","0.2","joy_idle","","3","","105811","","5146061","61257"
"1","","0.2","joy_idle","","3","","1058","","5146061","61258"
"1","","0.2","kokkoro_wish_talk_normal2","","3","","105911","","5146061","61259"
"1","","0.2","kokkoro_wish_talk_normal2","","3","","1059","","5146061","61260"
"0","","","vo_apg_0120","","21","","vo_apg","0","5146061","61261"
"10","0","0","はい、そういたしましょう♪","1","11","0","105911","1","5146061","61262"
"","","","","","91","","0","","5146061","61263"
"","","","0","","22","","0","","5146061","61264"
"1","","0.2","kokkoro_wish_idle_joy","","3","","105911","","5146061","61265"
"1","","0.2","kokkoro_wish_idle_joy","","3","","1059","","5146061","61266"
"1","","0.2","anger_talk_anger2_red","","3","","106011","","5146061","61267"
"1","","0.2","anger_talk_anger2_red","","3","","1060","","5146061","61268"
"2","0","0","2","0","12","0","106011","0","5146061","61269"
"2","0","0","10","0","12","0","105811","0","5146061","61270"
"2","0","0","10","0","12","0","105911","0","5146061","61271"
"","","","0","","93","","2","","5146061","61272"
"","","","","","101","","61274","","5146061","61273"
"","","","0.2","","22","","0","","5146061","61274"
"103","idle_normal","1.8","100911","-278","1","0","1","-290","5146062","62001"
"104","idle_normal","1.8","1009","-278","5","0","3","-290","5146062","62002"
"100","idle_normal","1.8","131011","-278","1","1","1","290","5146062","62003"
"","","","203","","13","","100911","","5146062","62004"
"","","","200","","13","","131011","","5146062","62005"
"15","idle","0.85","7","-174","5","0","7","0","5146062","62006"
"210","empty","1","20","71","5","0","20","-132","5146062","62007"
"210","empty","1","22","-42","5","0","22","0","5146062","62008"
"60","empty","1","21","153","5","0","21","0","5146062","62009"
"0","","1","1","1","31","","1","0","5146062","62010"
"0","","0","2","1","31","","2","-57.7","5146062","62011"
"0","","0","10","1","31","","10","0","5146062","62012"
"0","","0","11","1","31","","11","0","5146062","62013"
"-290","","0","14","1","31","","14","-278","5146062","62014"
"0","","1","20","1","31","","20","0","5146062","62015"
"","","","100911","","36","","20","","5146062","62016"
"","","","20","","36","","20","","5146062","62017"
"","","","22","","36","","20","","5146062","62018"
"","","","0","","91","","0","","5146062","62019"
"0","","","0","","102","","0","","5146062","62020"
"","","","0","","93","","1","","5146062","62021"
"0","","0.2","cool_in_dere","1","3","0","100911","cool_talk_dere","5146062","62022"
"0","","0.2","cool_in_dere","1","3","0","1009","cool_talk_dere","5146062","62023"
"0","","","vo_apg_0201","","21","","vo_apg","0","5146062","62024"
"10","0","0","いざ征かん、極滅禁断秘儀へ！\nさあ、案内を頼むぞ！","1","11","0","100911","1","5146062","62025"
"","","","","","91","","0","","5146062","62026"
"1","","0.2","cool_idle","","3","","100911","","5146062","62027"
"1","","0.2","cool_idle","","3","","1009","","5146062","62028"
"1","","0.2","wish_talk_joy","","3","","131011","","5146062","62029"
"0","","","vo_apg_0202","","21","","vo_apg","0","5146062","62030"
"10","0","0","アンナはんが興味持って\nくれるなんてうれしいわ～\nしっかり案内させてもらいます","1","11","0","131011","1","5146062","62031"
"","","","","","91","","0","","5146062","62032"
"1","","0.2","wish_idle","","3","","131011","","5146062","62033"
"0","","0.2","anna_armcrossed","1","3","0.2","100911","sad_talk","5146062","62034"
"0","","0.2","anna_armcrossed","1","3","0.2","1009","sad_talk","5146062","62035"
"0","","","vo_apg_0203","","21","","vo_apg","0","5146062","62036"
"10","0","0","うむ！　シグルドたちも\n挑んだというその試練、この冥姫も…\nって、え？　\nこれ、もしかして絶叫系…？","1","11","0","100911","1","5146062","62037"
"","","","","","91","","0","","5146062","62038"
"1","","0.2","sad_idle","","3","","100911","","5146062","62039"
"1","","0.2","sad_idle","","3","","1009","","5146062","62040"
"0","","0.2","maho_talk_normal","1","3","0.2","131011","surprise_talk","5146062","62041"
"0","","","vo_apg_0204","","21","","vo_apg","0","5146062","62042"
"10","0","0","このパークの大人気\nアトラクションなんよ～\nあら？　どないしはりました？\n顔色が良くないような…","1","11","0","131011","1","5146062","62043"
"","","","","","91","","0","","5146062","62044"
"1","","0.2","surprise_idle","","3","","131011","","5146062","62045"
"1","","0.2","anger_talk_shy","","3","","100911","","5146062","62046"
"1","","0.2","anger_talk_shy","","3","","1009","","5146062","62047"
"0","","","vo_apg_0205","","21","","vo_apg","0","5146062","62048"
"10","0","0","べべべ、別に　お、怯えてなぞ…\nまったくもって、一向に構わぬが？","1","11","0","100911","1","5146062","62049"
"","","","","","91","","0","","5146062","62050"
"1","","0.2","anger_idle_shy","","3","","100911","","5146062","62051"
"1","","0.2","anger_idle_shy","","3","","1009","","5146062","62052"
"1","","0.2","worry_talk","","3","","131011","","5146062","62053"
"0","","","vo_apg_0206","","21","","vo_apg","0","5146062","62054"
"10","0","0","せやけど、無理はせん方が\nええんとちゃいます？","1","11","0","131011","1","5146062","62055"
"","","","","","91","","0","","5146062","62056"
"1","","0.2","wish_idle_shy","","3","","131011","","5146062","62057"
"1","","0.2","anger_talk_pain","","3","","100911","","5146062","62058"
"1","","0.2","anger_talk_pain","","3","","1009","","5146062","62059"
"0","","","vo_apg_0207","","21","","vo_apg","0","5146062","62060"
"10","0","0","ええい！　か、構わんと言っている！\nここまで案内させて引くわけには…\nいくぞ！　突撃だーーーー！","1","11","0","100911","1","5146062","62061"
"","","","","","91","","0","","5146062","62062"
"","","","0","","22","","0","","5146062","62063"
"1","","0.2","run_dash_anger2","","3","","100911","","5146062","62064"
"1","","0.2","run_dash_anger2","","3","","1009","","5146062","62065"
"1","","0.2","walk_surprise","","3","","131011","","5146062","62066"
"-278","","","-129","0","2","","100911","2","5146062","62067"
"-278","","","-129","0","2","","1009","2","5146062","62068"
"-278","","","129","0","2","","131011","2","5146062","62069"
"","","","1","","32","","14","","5146062","62070"
"","","","left","","37","","14","","5146062","62071"
"-278","","","-129","0","33","","14","2","5146062","62072"
"","","","0","","93","","1","","5146062","62073"
"","","","1","","32","","2","","5146062","62074"
"","","","0","","93","","1.5","","5146062","62075"
"","","","0","","32","","14","","5146062","62076"
"-331","","","0","0","2","","100911","0","5146062","62077"
"","","","scale15","","37","","20","","5146062","62078"
"1","","","se_10055900_coaster_01","","23","","se_10055900","","5146062","62079"
"0","","","vo_apg_0208","","21","","vo_apg","0","5146062","62080"
"0","","0","0208_in","","3","","22","","5146062","62081"
"","","","1","","93","","3.3","","5146062","62082"
"0","","0","0208_mid","","3","","22","","5146062","62083"
"","","","","","92","","","","5146062","62084"
"0","","0","0208_out","","3","","22","","5146062","62085"
"","","","0","","93","","0.2","","5146062","62086"
"","","","0","","93","","0.3","","5146062","62087"
"","","","scale1","","37","","20","","5146062","62088"
"","","","1","","32","","10","","5146062","62089"
"","","","0.5","","24","","se_10055900_coaster_01","","5146062","62090"
"1","","","se_10055900_coaster_02","","23","","se_10055900","","5146062","62091"
"0","","","0","0","2","","20","0","5146062","62092"
"0.5","","","30","","122","","30","","5146062","62093"
"0","","","vo_apg_0209","","21","","vo_apg","0","5146062","62094"
"0","","0","0209_in","","3","","20","","5146062","62095"
"","","","1","","93","","2.6","","5146062","62096"
"0","","0","0209_mid","","3","","20","","5146062","62097"
"","","","","","92","","","","5146062","62098"
"0","","0","0209_out","","3","","20","","5146062","62099"
"","","","0","","93","","0.2","","5146062","62100"
"1","","","30","","122","","30","","5146062","62101"
"0","","","vo_apg_0210","","21","","vo_apg","0","5146062","62102"
"0","","0","0210_in","","3","","20","","5146062","62103"
"","","","1","","93","","2.7","","5146062","62104"
"0","","0","0210_mid","","3","","20","","5146062","62105"
"","","","","","92","","","","5146062","62106"
"0","","0","0210_out","","3","","20","","5146062","62107"
"","","","0","","93","","0.2","","5146062","62108"
"","","","0","","22","","0","","5146062","62109"
"1","","0","empty","","3","","20","","5146062","62110"
"","","","","","93","","1","","5146062","62111"
"","","","1","","32","","11","","5146062","62112"
"0","","","se_10055900_camera","","23","","se_10055900","","5146062","62113"
"","","","0","","93","","0.2","","5146062","62114"
"","","","0","","32","","10","","5146062","62115"
"","","","0","","93","","1.8","","5146062","62116"
"","","","0.5","","24","","se_10055900_coaster_02","","5146062","62117"
"","","","iris_out","","37","","2","","5146062","62118"
"-278","","","-129","0","2","","100911","0","5146062","62119"
"-278","","","-129","0","2","","1009","0","5146062","62120"
"-278","","","129","0","2","","131011","0","5146062","62121"
"1","","0.2","anna_walk","","3","","100911","","5146062","62122"
"1","","0.2","anna_walk","","3","","1009","","5146062","62123"
"1","","0.2","walk_normal_joy","","3","","131011","","5146062","62124"
"-278","","","-290","0","2","","100911","2","5146062","62125"
"-278","","","-290","0","2","","1009","2","5146062","62126"
"-278","","","290","0","2","","131011","2","5146062","62127"
"","","","1","","4","","100911","","5146062","62128"
"","","","1","","4","","1009","","5146062","62129"
"","","","0","","4","","131011","","5146062","62130"
"","","","0","","93","","2","","5146062","62131"
"","","","0","","4","","100911","","5146062","62132"
"","","","0","","4","","1009","","5146062","62133"
"","","","1","","4","","131011","","5146062","62134"
"1","","0.2","anna_idle","","3","","100911","","5146062","62135"
"1","","0.2","anna_idle","0","3","","1009","","5146062","62136"
"1","","0.2","idle_normal","","3","","131011","","5146062","62137"
"","","","0","","93","","0.5","","5146062","62138"
"1","","0.2","talk_normal_surprise","","3","","131011","","5146062","62139"
"0","","","vo_apg_0211","","21","","vo_apg","0","5146062","62140"
"10","0","0","どないでした？\nえらい声出してはったけど","1","11","0","131011","1","5146062","62141"
"","","","","","91","","0","","5146062","62142"
"1","","0.2","idle_normal_surprise","","3","","131011","","5146062","62143"
"0","","0.2","anna_kukuku_in","1","3","0","100911","anna_kukuku_loop","5146062","62144"
"0","","0.2","anna_kukuku_in","1","3","0","1009","anna_kukuku_loop","5146062","62145"
"0","","","vo_apg_0212","","21","","vo_apg","0","5146062","62146"
"10","0","20","ふ、ふふふ…シグルドよ…\n私にも、刻が…見える！","1","11","0","100911","1","5146062","62147"
"","","","","","91","","0","","5146062","62148"
"0","","0","coaster_2_in","","3","","21","","5146062","62149"
"0","","","se_10055900_photo","","23","","se_10055900","","5146062","62150"
"","","","0","","93","","0.1","","5146062","62151"
"0","","0.2","anna_ahaha_in","1","3","0","100911","anna_ahaha_loop","5146062","62152"
"0","","0.2","anna_ahaha_in","1","3","0","1009","anna_ahaha_loop","5146062","62153"
"0","","","vo_apg_0213","","21","","vo_apg","0","5146062","62154"
"10","0","-30","今、冥姫は\n疾風を追い越した！","1","11","0","100911","1","5146062","62155"
"","","","","","91","","0","","5146062","62156"
