4ef1b3a0b92bd294e2dfedc0fd7888e833f331758c98e2f8614ca0f3ca5d72d2,a27b644709c05047c43e6483bc97f0daa982ee6c104f3413073b6a68d36f5dff,eed499aecf8084d21493d2428457a6f912188d062a7866f0f16c4e5195c21e62,c37f73cf054229fb7d2ec4328b434d5c3560bf7b3b88868a0e491f0a016853b6,cd4b191ba1fdf934db01b68f3d157c04ac040a12dabd81abc67346293aadb872,ec3ce700cca1b151ee669ff0bed30f852a9836ea0332d0c12be7dce70cd995d3,21040413017a3e6c151e30cc1e27b4659e39f16c9e26569cfafc18ba75f043f7,20f81933ff407c26003869bcf9453c687a525ef5f35e3a4821e1bf1293cf6475,5ec91dd1043f54075d789810e096519f629decae883f32877bc84a42b42d5c23,19da2dcf5ac2ca1caba1cc785455c82d67f7d986bb82733964ce2b1404fcaf16,a995040453a08e855b53bcdfae43d7f48e0bfae637f6ef4bbbf7a112fd8cdf98,ffbb0a9077d9f5880e8f9ce0900bd5b760164d073f5e60f6f4c2488f303a9477,ce1988e6438ea33ab4d9215dc132728a4b54ff9d7ce2550ef51b9fdf5bff08a7,1b153965b393aff9ff145a6d667d931badafb287b1535e0f44de44224466444c,425125f7c623ec5b9ffed08d3171afa5b1aa1ed154205ad4a7e2379875321d19,b25a6beeb13515ef3d371a091f2c477b0d537dfc7e9d082ecb7606dedbe95f9a,8216e4e60547afdbae4963e33bcc62e521a065b7bfb6c0577005a87877ae1963,9ec0720896ca740dcc5c86e87d1485e2f0718da0fa9c6a30b6c20b9159c35606,4397fc4d064cdfb4a1a4aa8b2e4c9d03cdf93eaac861f0350b5da5ab232e2a38,ab8a46f0729da0a264429474be3162c0461d8bf0b6841f5dc5456c9200db30f8,dab1d6e64ec4422ffc464d9dfb9d9783266222478772259cd1b57c5f83abcfdc
"1000","0","1","-1","16","0","0","0","0","1","0","自分の行動速度200％アップ","2","","3","0","7","1","100102205","1","0"
"0","0","1211","0","28","0","100102207","0","0","1","0","自分のＴＰを1000回復","2","","1","0","7","0","100102206","1","0"
"1","0","0","-1","102","1500","0","0","0","1","0","","2","","3","100","7","0","100102207","1","0"
"1","0","1","0","45","0","0","0","0","1","0","","2","","1","0","7","0","100102208","1","0"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","100150101","1","0"
"1","0","2","0","90","240","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","100151101","1","0"
"1","0","2","2160","4","6","0","0","0","99","0","味方全体のＨＰを{0}回復","2","ＨＰ回復量+{0}","3","0.45","3","6","100200101","1","0"
"15","0","2","-1","1","15","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","1","0","3","1.2","100200201","1","0"
"1","0","20","2160","10","0.23","0","0","1","99","0","味方全体の物理防御力を{0}アップ","2","物理防御力アップ+{0}","3","12","3","0.23","100200301","1","1"
"1","0","2","2160","4","8","0","0","0","99","0","味方全体のＨＰを{0}回復","2","ＨＰ回復量+{0}","3","0.6","3","8","100201101","1","0"
"1","0","20","2160","10","1.2","0","0","1","99","0","味方全体の物理防御力を{0}アップ","2","物理防御力アップ+{0}","3","18","3","1.2","100201102","1","1"
"45","0","1","2160","6","45","0","0","0","99","0","{0}ダメージ分の物理無効バリアを展開する","2","無効ダメージ量+{0}","3","0","3","18","100201103","1","0"
"2","0","2","2160","8","0","0","0","1","99","0","味方全体の行動速度100％アップ","2","","3","0","3","18","100201104","1","0"
"20","0","2","-1","1","20","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","1","0","3","1.6","100201201","1","0"
"1","0","11","-1","10","7.5","0","0","1","1","0","敵単体の物理攻撃力を{0}ダウン","1","物理攻撃力ダウン+{0}","1","12","3","7.5","100201202","1","1"
"1","0","4","0","90","15","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","0","魔法攻撃力アップ+{0}","0","1","0","15","100250101","1","0"
"1","0","4","0","90","15","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","0","魔法攻撃力アップ+{0}","0","1","0","15","100251101","1","0"
"1","0","5","0","90","30","0","0","0","0","0","自分の魔法防御力を{0}アップ","0","","0","1","0","0","100251102","1","0"
"60","0","1","-1","1","60","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","4.8","100300101","1","0"
"20","0","1","-1","1","20","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1.6","100300201","1","0"
"0","0","677","0","28","0","100300302","0","0","1","0","","2","","1","0","7","0","100300301","1","100300303"
"0.5","0","1","4320","18","0","0","0","0","1","0","","1","","1","0","3","1.8","100300302","1","100300305"
"1","0","1","4320","18","0","0","0","0","1","0","","1","","1","0","3","1.8","100300303","1","100300306"
"0","0","677","0","28","0","100300305","0","0","1","0","","2","","1","0","7","0","100300304","1","100300306"
"20","0","1","-1","1","20","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1.6","100300305","1","0"
"40","0","1","-1","1","40","0","0","0","1","0","","1","","1","0","3","3.2","100300306","1","0"
"120","0","1","-1","1","120","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","9.6","100301101","1","0"
"1","0","0","0","35","77","0","0","0","1","0","一定時間風の刃を纏う","2","","1","1","7","18","100301102","1","0"
"1","0","677","0","28","2","100301202","0","0","1","0","","2","","1","0","7","1","100301201","1","100301203"
"20","0","1","-1","1","20","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","1.6","100301202","1","0"
"40","0","1","-1","1","40","0","0","0","1","0","","1","","1","0","3","3.2","100301203","1","0"
"1","0","21","-1","10","0.6","0","0","1","1","0","敵単体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","12","3","0.6","100301204","1","1"
"1","0","21","-1","10","1.2","0","0","1","1","0","","1","","1","24","3","1.2","100301205","1","1"
"0","0","677","0","28","0","100301302","0","0","1","0","","2","","1","0","7","0","100301301","1","100301303"
"40","0","1","-1","1","40","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","3.2","100301302","1","0"
"80","0","1","-1","1","80","0","0","0","1","0","","1","","1","0","3","6.4","100301303","1","0"
"0","0","677","0","28","0","100301305","0","0","1","0","","2","","1","0","7","0","100301304","1","100301306"
"40","0","1","-1","1","40","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","3.2","100301305","1","0"
"80","0","1","-1","1","80","0","0","0","1","0","","1","","1","0","3","6.4","100301306","1","0"
"0","0","677","0","28","0","100301308","0","0","1","0","","2","","1","0","7","0","100301307","1","100301309"
"1","0","1","-1","100","0","0","0","0","1","0","自分の受ける行動不能を１回まで無効化する","2","","1","0","7","12","100301308","1","0"
"2","0","1","-1","100","0","0","0","0","1","0","","2","","1","0","7","24","100301309","1","0"
"-1","0","1","-1","22","0","0","0","0","1","0","","2","","1","0","7","0","100301310","1","10030102"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","100350101","1","0"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","100351101","1","0"
"1","0","1","0","90","1125","0","0","0","0","0","自分の最大ＨＰを{0}アップさせる","0","","0","1","0","0","100351102","1","0"
"0","1","1","2160","7","0","0","0","0","1","0","","1","","2","0","3","0","100400101","1","0"
"20.4","0","1","300","1","20.4","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","1","1.62","100400102","1","0"
"8","1","1","2160","1","8","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","3","0","3","0.6","100400201","1","0"
"8","1","70","2160","12","0","0","0","0","1","0","敵単体を暗闇状態にする","1","暗闇の確定成功Ｌｖ+1","3","0","3","100","100400202","1","0"
"10","0","1","2160","1","10","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","14","0.8","100400301","1","0"
"1","0","11","2160","10","20","0","0","1","1","0","敵単体の物理攻撃力を{0}ダウン","1","物理攻撃力ダウン+{0}","2","180","1","20","100400302","1","1"
"1","0","111","2160","10","25","0","0","1","1","0","敵単体の物理クリダメを{0}％ダウン","1","","2","180","1","0","100400303","1","1"
"1","0","10","0","10","20","0","0","1","1","0","自分の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","1","180","7","20","100400304","1","1"
"1","0","1800","2160","28","0","0","0","0","1","0","目の前の敵がマルチターゲットの場合、以下の効果が発動する","1","","1","0","3","0","100400305","1","100400306"
"1","0","31","2160","10","20","0","0","1","1","0","敵単体の魔法攻撃力を{0}ダウン","1","魔法攻撃力ダウン+{0}","2","180","1","20","100400306","1","1"
"1","0","121","2160","10","25","0","0","1","1","0","敵単体の魔法クリダメを{0}％ダウン","1","","2","180","1","0","100400307","1","1"
"30","0","1","2160","1","30","0","0","0","99","0","敵全体に{0}の物理ダメージ","1","物理ダメージ+{0}","3","0","3","2.4","100401101","1","0"
"1","0","11","2160","10","30","0","0","0","99","0","敵全体の物理攻撃力を{0}ダウン","1","物理攻撃力ダウン+{0}","3","18","3","30","100401102","1","1"
"1","0","61","2160","10","600","0","0","0","99","0","敵全体の物理クリティカルを{0}ダウン","1","物理クリティカルダウン+{0}","3","18","3","0","100401103","1","0"
"2","0","111","2160","10","25","0","0","0","99","0","敵全体の物理クリダメを{0}％ダウン","1","","3","18","3","0","100401104","1","0"
"1","0","1800","2160","28","0","0","0","0","1","0","目の前の敵がマルチターゲットの場合、以下の効果が発動する","1","","1","0","3","0","100401105","1","100401106"
"30","0","1","2160","1","30","0","0","0","99","0","敵全体に{0}の物理ダメージ","1","物理ダメージ+{0}","3","0","3","2.4","100401106","1","0"
"1","0","21","2160","10","0.7","0","0","0","99","0","敵全体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","3","18","3","0.7","100401107","1","1"
"20","1","1","2160","1","20","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","3","0","3","1.6","100401201","1","0"
"10","1","80","2160","12","0","0","0","0","1","0","敵単体を暗闇状態にする","1","暗闇の確定成功Ｌｖ+1","3","0","3","100","100401202","1","0"
"0","1","1","2160","7","0","0","0","0","1","0","","1","","3","0","3","0","100401203","1","0"
"1","0","11","200","10","20","0","0","0","99","0","範囲内の敵の物理攻撃力を{0}ダウン","1","物理攻撃力ダウン+{0}","2","12","1","20","100401204","1","1"
"0","1","1","2160","7","0","0","0","0","1","0","","1","","2","0","3","0","100402201","1","0"
"20","0","1","300","1","20","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","3","1.6","100402202","1","0"
"10","0","80","300","12","0","0","0","0","99","0","範囲内の敵を暗闇状態にする","1","暗闇の確定成功Ｌｖ+1","2","0","3","100","100402203","1","0"
"1","0","11","300","10","20","0","0","0","99","0","範囲内の敵の物理攻撃力を{0}ダウン","1","物理攻撃力ダウン+{0}","2","12","3","20","100402204","1","1"
"75","0","2","300","16","0","0","0","0","99","0","範囲内の敵のＴＰを{0}失わせる","1","","2","0","3","1","100402205","1","0"
"1","0","1800","2160","28","0","0","0","0","1","0","目の前の敵がマルチターゲットの場合、以下の効果が発動する","1","","1","0","3","0","100402206","1","100402207"
"20","0","1","300","1","20","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","3","1.6","100402207","1","0"
"1","0","21","300","10","0.3","0","0","0","99","0","範囲内の敵の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","2","12","3","0.3","100402208","1","1"
"1","0","3","0","90","2","0","0","0","0","0","自分の物理防御力を{0}アップ","0","物理防御力アップ+{0}","0","1","0","2","100450101","1","0"
"1","0","3","0","90","2","0","0","0","0","0","自分の物理防御力を{0}アップ","0","物理防御力アップ+{0}","0","1","0","2","100451101","1","0"
"1","0","2","0","90","225","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","","0","1","0","0","100451102","1","0"
"100","2","3","2160","2","0","0","0","0","1","0","","1","","1","0","3","0","100500101","1","0"
"100","2","1","2160","7","0","0","0","0","1","0","","1","","1","0","3","0","100500102","1","0"
"30","0","1","300","1","30","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","3","2.4","100500103","1","0"
"3.4","0","1","300","1","3.4","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","3","0.27","100500201","1","0"
"0","0","7","300","8","0","0","0","0","99","0","範囲内の敵を一定時間行動不能にする","1","スタンの確定成功Ｌｖ+1","2","0","3","2","100500202","1","0"
"10","0","1","300","1","10","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","3","0.8","100500301","1","0"
"100","2","3","2160","2","0","0","0","0","1","0","","1","","1","0","3","0","100501101","1","0"
"100","2","1","2160","7","0","0","0","0","1","0","","1","","1","0","3","0","100501102","1","0"
"30","0","1","450","1","30","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","3","2.4","100501103","1","0"
"1","0","100501103","0","26","0.00005","0","0","0","1","0","","2","","1","0","7","0","100501104","1","3"
"1","0","100501106","0","26","1","0","0","0","1","0","","2","","1","0","7","0","100501105","1","1"
"45","0","5","0","6","45","0","0","0","1","0","{0}ダメージ分の物理魔法無効バリアを展開する","2","無効ダメージ量+{0}","1","0","7","18","100501106","1","0"
"3.4","0","1","300","1","3.4","0","0","0","99","0","範囲内の敵に{0}の物理ダメージ","1","物理ダメージ+{0}","2","0","3","0.54","100501201","1","0"
"0","0","7","300","8","0","0","0","0","99","0","範囲内の敵を一定時間行動不能にする","1","スタンの確定成功Ｌｖ+1","2","0","3","2","100501202","1","0"
"1","0","20","0","10","2.24","0","0","0","1","0","自分の物理防御力を{0}アップ","2","物理防御力アップ+{0}","1","12","7","2.24","100501203","1","1"
"1","0","40","0","10","2.24","0","0","0","1","0","自分の魔法防御力を{0}アップ","2","魔法防御力アップ+{0}","1","12","7","2.24","100501204","1","1"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","100550101","1","0"
"1","0","2","0","90","15","0","0","0","0","0","自分の物理攻撃力を{0}アップ","0","物理攻撃力アップ+{0}","0","1","0","15","100551101","1","0"
"1","0","3","0","90","30","0","0","0","0","0","自分の物理防御力を{0}アップ","0","","0","1","0","0","100551102","1","0"
"1","0","30","2160","10","8.5","0","0","0","99","0","味方全体の魔法攻撃力を{0}アップ","2","魔法攻撃力アップ+{0}","3","18","3","8.5","100600101","1","1"
"1","0","90","2160","10","1","0","0","0","99","0","味方全体のＨＰ吸収を{0}アップ","2","","3","18","3","0","100600102","1","1"
"20","0","2","-1","1","20","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","1","0","3","1.6","100600201","1","0"
"0","0","1","2160","7","0","0","0","0","1","0","","1","","3","0","3","0","100600301","1","0"
"1","0","41","300","10","1","0","0","1","99","0","範囲内の敵の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","2","18","3","1","100600302","1","1"
"1","0","141","300","10","8","0","0","1","99","0","範囲内の敵の被クリダメを{0}％アップ","1","","2","18","3","0","100600303","1","1"
"1","0","30","2160","10","30","0","0","0","99","0","味方全体の魔法攻撃力を{0}アップ","2","魔法攻撃力アップ+{0}","3","18","3","30","100601101","1","1"
"1","0","70","2160","10","100","0","0","0","99","0","味方全体の魔法クリティカルを{0}アップ","2","","3","18","3","0","100601102","1","1"
"1","0","90","2160","10","1","0","0","0","99","0","味方全体のＨＰ吸収を{0}アップ","2","","3","18","3","0","100601103","1","1"
"32","0","3","2160","6","32","0","0","0","99","0","{0}ダメージ分の物理吸収バリアを展開する","2","吸収ダメージ量+{0}","3","0","3","18","100601104","1","0"
"32","0","4","2160","6","32","0","0","0","99","0","{0}ダメージ分の魔法吸収バリアを展開する","2","吸収ダメージ量+{0}","3","0","3","18","100601105","1","0"
"1","0","41","2160","10","0.66","0","0","0","99","0","敵全体の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","3","18","3","0.66","100601106","1","1"
"13","0","100601101","2160","26","67","0","60","0","99","0","","2","","3","60","34","67","100601107","1","2"
"13","0","100601102","2160","26","250","0","0","0","99","0","","2","","3","200","34","0","100601108","1","2"
"13","0","100601103","2160","26","2.5","0","0","0","99","0","","2","","3","2","34","0","100601109","1","2"
"13","0","100601104","2160","26","72","0","64","0","99","0","","2","","3","64","34","72","100601110","1","1"
"13","0","100601105","2160","26","72","0","64","0","99","0","","2","","3","64","34","72","100601111","1","1"
"13","0","100601106","2160","26","1.47","0","1.32","0","99","0","","2","","3","1.32","34","1.47","100601112","1","2"
"0","0","1211","0","28","1","0","0","0","1","0","","2","","1","0","7","0","100601113","1","100601107"
"25","0","2","-1","1","25","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","1","0","3","2","100601201","1","0"
"1","0","41","-1","10","0.2","0","0","1","1","0","敵単体の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","1","12","3","0.2","100601202","1","1"
"0","0","1","2160","7","0","0","0","0","1","0","","1","","3","0","3","0","100602201","1","0"
"25","0","2","300","1","25","0","0","0","99","0","範囲内の敵に{0}の魔法ダメージ","1","魔法ダメージ+{0}","2","0","3","2","100602202","1","0"
"1","0","41","-1","10","0.2","0","0","1","1","0","範囲内の敵の魔法防御力を{0}ダウン","1","魔法防御力ダウン+{0}","1","12","3","0.2","100602203","1","1"
"1","0","1","0","45","0","0","0","0","1","0","","2","","1","0","7","0","100602204","1","0"
"8","0","3","300","9","8","0","0","0","99","0","{0}ダメージを与える呪い状態にする","1","呪いの1秒当たりのダメージ量+{0}","2","0","3","180","100602205","1","0"
"25","0","2","-1","1","25","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","1","0","3","2","100610101","1","0"
"15","0","2","550","1","15","0","0","0","99","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","1","0","3","1.25","100610201","1","0"
"1","0","4","0","90","15","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","0","魔法攻撃力アップ+{0}","0","1","0","15","100650101","1","0"
"1","0","4","0","90","240","0","0","0","0","0","自分の魔法攻撃力を{0}アップ","0","魔法攻撃力アップ+{0}","0","1","0","15","100651101","1","0"
"45","0","1","-1","1","45","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","3.6","100700101","1","0"
"1","0","1","0","4","12","0","0","0","1","0","自分のＨＰを{0}回復","2","ＨＰ回復量+{0}","3","1","7","12","100700102","1","0"
"6","0","1","0","21","0","0","0","0","1","0","一定時間無敵状態になる","2","","1","0","7","0","100700201","1","0"
"1","0","20","0","10","0.2","0","0","1","1","0","自分の物理防御力を{0}アップ","2","物理防御力アップ+{0}","2","12","7","0.2","100700202","1","1"
"1","0","1","0","4","7.5","0","0","0","1","0","自分のＨＰを{0}回復","2","ＨＰ回復量+{0}","1","1","7","7.5","100700301","1","0"
"65","0","1","-1","1","65","0","0","0","1","0","敵単体に{0}の物理ダメージ","1","物理ダメージ+{0}","1","0","3","5.2","100701101","1","0"
"1","0","21","-1","10","1","0","0","1","1","0","敵単体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","1","18","3","1","100701102","1","1"
"1","0","1","0","4","12","0","0","0","1","0","自分のＨＰを{0}回復","2","ＨＰ回復量+{0}","3","1","7","12","100701103","1","0"
"1","0","50","0","10","30.1","0","0","1","1","0","自分の回避を{0}アップ","2","","2","180","7","0","100701104","1","1"
"6","0","1","0","21","0","0","0","0","1","0","一定時間無敵状態になる","2","","1","0","7","0","100701201","1","0"
"1","0","50","0","10","30.1","0","0","1","1","0","自分の回避を{0}アップ","2","","2","12","7","0","100701202","1","1"
"1","0","20","0","10","1.4","0","0","1","1","0","自分の物理防御力を{0}アップ","2","物理防御力アップ+{0}","2","12","7","1.4","100701203","1","1"
"6","0","1","0","21","0","0","0","0","1","0","一定時間無敵状態になる","2","","1","0","7","0","100702201","1","0"
"1","0","50","0","10","30.1","0","0","1","1","0","自分の回避を{0}アップ","2","","2","12","7","0","100702202","1","1"
"1","0","20","0","10","1.4","0","0","1","1","0","自分の物理防御力を{0}アップ","2","物理防御力アップ+{0}","2","12","7","1.4","100702203","1","1"
"1","0","501","-1","28","2","100702205","0","0","1","0","","1","","1","0","3","0","100702204","1","100702206"
"8","0","3","2160","9","8","0","0","0","1","0","敵が呪い状態でない場合、{0}ダメージを与える呪い状態にする","1","呪いの1秒当たりのダメージ量+{0}","3","0","3","180","100702205","1","0"
"1","0","504","-1","28","2","100702207","0","0","1","0","","1","","1","0","3","0","100702206","1","0"
"3.36","0","5","2160","9","3.36","0","150","0","1","0","敵が呪い状態であり呪詛状態でない場合、毎秒ダメージが初期値{0}の150％ずつアップするダメージを与える呪詛状態にする","1","呪詛の初期ダメージ量+{0}","3","0","3","180","100702207","1","0"
"1","0","3","0","90","2","0","0","0","0","0","自分の物理防御力を{0}アップ","0","物理防御力アップ+{0}","0","1","0","2","100750101","1","0"
"1","0","3","0","90","32","0","0","0","0","0","自分の物理防御力を{0}アップ","0","物理防御力アップ+{0}","0","1","0","2","100751101","1","0"
"4.5","0","2","2160","1","4.5","0","0","0","99","0","敵全体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","3","0","3","0.405","100800101","1","0"
"1","0","21","2160","10","0.345","0","0","1","99","0","敵全体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","3","18","3","0.345","100800102","1","1"
"15","1","2","2160","1","15","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","3","0","3","1.2","100800201","1","0"
"8","0","40","2160","12","0","0","0","0","1","0","敵単体を暗闇状態にする","1","暗闇の確定成功Ｌｖ+1","3","0","1","100","100800202","1","0"
"75","0","1","2160","16","2.5","0","0","0","1","0","味方単体のＴＰを{0}回復","2","ＴＰ回復量+{0}","3","0","12","0","100800301","1","0"
"20.25","0","2","2160","1","20.25","0","0","0","99","0","敵全体に{0}の低い側の防御力で防御する魔法ダメージ","1","魔法ダメージ+{0}","3","0","3","1.62","100801101","1","1"
"1","0","21","2160","10","0.7","0","0","1","99","0","敵全体の物理防御力を{0}ダウン","1","物理防御力ダウン+{0}","3","18","3","0.7","100801102","1","1"
"4","0","0","2160","11","0","0","0","0","99","0","敵全体を誘惑する","1","誘惑の確定成功Ｌｖ+1","3","0","3","100","100801103","1","0"
"15","1","2","2160","1","15","0","0","0","1","0","敵単体に{0}の魔法ダメージ","1","魔法ダメージ+{0}","3","0","3","1.2","100801201","1","0"
"8","1","40","2160","12","0","0","0","0","1","0","敵単体を暗闇状態にする","1","暗闇の確定成功Ｌｖ+1","3","0","3","100","100801202","1","0"
"8","1","0","2160","11","0","0","0","0","1","0","敵単体を誘惑する","1","誘惑の確定成功Ｌｖ+1","3","0","3","100","100801203","1","0"
"725","0","1","2160","16","0","0","0","0","1","0","味方単体のＴＰを{0}回復","2","","3","0","12","0","100820301","1","0"
"1","0","10","2160","10","-2080","0","0","0","0","0","味方単体の物理攻撃力を{0}アップ","2","物理攻撃力アップ+{0}","3","12","1","8","100820302","1","1"
