e89bfc787658424f7704f41cfa43aad0d64899e5ca5acd59f3c6b5395098af42,b9bc1f15e2c5eed10b43e7bacdec1ad8f04a0d1cb55d76bdf10265cc23686b56,df953a13459b3df7e33d6e784abdbd1853dad0d874908716c76ce3937372f5de,14e402a8e13f7e2d81e2168e9cda50c0067d66d76d0a305431d81f418a7a4324,bb2c4f9a710fb2887036bb82c026f6341c9d7d81e25902bbdace2b0f9eb5c24e,afce87fb83c75eadf272dcbdcda5b8d39a7430f77917865cf6f7fd442ffc0199,41a8ae52b725a155e9b7b7b004b9c571e5afc15def5e7cc756ef8909ec0a4a37,30268516e2a147a8055a471e53bbbf98dd1f9ae1251251c62d817cfe956b8ec8
"46","0","2019/09/16 14:59:59","0","49","3","2019/09/12 12:00:00","105701"
"47","0","2019/09/16 14:59:59","0","49","3","2019/09/12 12:00:00","106301"
"48","0","2019/09/29 11:59:59","0","50","3","2019/09/16 15:00:00","110801"
"49","0","2019/09/30 11:59:59","0","51","3","2019/09/29 12:00:00","107001"
"50","0","2019/09/30 11:59:59","0","51","3","2019/09/29 12:00:00","106101"
"51","0","2019/09/30 11:59:59","0","51","3","2019/09/29 12:00:00","107101"
"52","0","2019/10/11 11:59:59","1001","52","3","2019/09/30 12:00:00","111101"
"53","0","2019/10/16 14:59:59","0","53","3","2019/10/11 12:00:00","108101"
"54","0","2019/10/16 14:59:59","0","53","3","2019/10/11 12:00:00","108301"
"55","0","2019/10/31 11:59:59","1002","54","3","2019/10/16 15:00:00","111301"
"56","0","2019/11/11 11:59:59","1003","55","3","2019/10/31 12:00:00","111401"
"57","0","2019/11/15 14:59:59","0","56","3","2019/11/11 12:00:00","105601"
"58","0","2019/11/15 14:59:59","0","56","2","2019/11/11 12:00:00","101301"
"59","0","2019/11/15 14:59:59","0","56","2","2019/11/11 12:00:00","102701"
"60","0","2019/11/30 11:59:59","1004","57","3","2019/11/15 15:00:00","106501"
"61","0","2019/12/11 11:59:59","1005","58","3","2019/11/30 12:00:00","111501"
"62","0","2019/12/20 14:59:59","0","59","3","2019/12/11 12:00:00","108401"
"63","0","2019/12/20 14:59:59","0","59","3","2019/12/11 12:00:00","108601"
"64","0","2019/12/31 11:59:59","1006","60","3","2019/12/20 15:00:00","111701"
"65","0","2020/01/03 18:59:59","1007","61","3","2019/12/31 12:00:00","112001"
"66","0","2020/01/03 18:59:59","0","61","3","2019/12/31 12:00:00","106101"
"67","0","2020/01/03 18:59:59","0","61","3","2019/12/31 12:00:00","107101"
"68","0","2020/01/03 18:59:59","0","61","3","2019/12/31 12:00:00","107001"
"69","0","2020/01/10 11:59:59","1007","62","3","2020/01/03 19:00:00","112001"
"70","0","2020/01/16 14:59:59","0","63","3","2020/01/10 12:00:00","108801"
"71","0","2020/01/16 14:59:59","0","63","3","2020/01/10 12:00:00","108701"
"72","0","2020/01/31 11:59:59","1008","64","3","2020/01/16 15:00:00","111901"
"73","0","2020/02/10 11:59:59","1009","65","3","2020/01/31 12:00:00","112201"
"74","0","2020/02/15 14:59:59","0","66","3","2020/02/10 12:00:00","109101"
"75","0","2020/02/25 11:59:59","1010","67","3","2020/02/15 15:00:00","180401"
"76","0","2020/02/25 11:59:59","0","67","3","2020/02/15 15:00:00","107001"
"77","0","2020/02/25 11:59:59","0","67","3","2020/02/15 15:00:00","106101"
"78","0","2020/02/25 11:59:59","0","67","3","2020/02/15 15:00:00","107101"
"79","0","2020/02/29 11:59:59","0","68","3","2020/02/25 12:00:00","110001"
"80","0","2020/02/29 11:59:59","0","68","3","2020/02/25 12:00:00","110301"
"81","0","2020/03/13 14:59:59","1011","69","3","2020/02/29 12:00:00","112401"
"82","0","2020/03/26 11:59:59","1012","70","3","2020/03/13 15:00:00","112501"
"83","0","2020/03/31 11:59:59","0","71","3","2020/03/26 12:00:00","110401"
"84","0","2020/03/31 11:59:59","0","71","3","2020/03/26 12:00:00","110601"
"85","0","2020/04/10 11:59:59","1013","72","3","2020/03/31 12:00:00","111001"
"86","0","2020/04/15 14:59:59","0","73","3","2020/04/10 12:00:00","109201"
"87","0","2020/04/15 14:59:59","0","73","3","2020/04/10 12:00:00","109401"
"88","0","2020/04/24 11:59:59","1014","74","3","2020/04/15 15:00:00","110901"
"89","0","2020/04/30 11:59:59","0","75","3","2020/04/24 12:00:00","111101"
"90","0","2020/05/10 11:59:59","1015","76","3","2020/04/30 12:00:00","112701"
"91","0","2020/05/15 14:59:59","0","77","3","2020/05/10 12:00:00","109501"
"92","0","2020/05/15 14:59:59","0","77","3","2020/05/10 12:00:00","109601"
"93","0","2020/05/31 11:59:59","1016","78","3","2020/05/15 15:00:00","112801"
"94","0","2020/06/03 18:59:59","1017","79","3","2020/05/31 12:00:00","180501"
"95","0","2020/06/03 18:59:59","0","79","3","2020/05/31 12:00:00","180401"
"96","0","2020/06/03 18:59:59","0","79","3","2020/05/31 12:00:00","107001"
"97","0","2020/06/03 18:59:59","0","79","3","2020/05/31 12:00:00","106101"
"98","0","2020/06/03 18:59:59","0","79","3","2020/05/31 12:00:00","107101"
"99","0","2020/06/10 11:59:59","1018","80","3","2020/06/03 19:00:00","112901"
"100","0","2020/06/17 14:59:59","0","81","3","2020/06/10 12:00:00","110001"
"101","0","2020/06/17 14:59:59","0","81","3","2020/06/10 12:00:00","110301"
"102","0","2020/06/24 11:59:59","1019","82","3","2020/06/17 15:00:00","106601"
"103","0","2020/06/30 11:59:59","0","83","3","2020/06/24 12:00:00","111501"
"104","0","2020/07/03 18:59:59","1020","84","3","2020/06/30 12:00:00","180201"
"105","0","2020/07/03 18:59:59","0","84","3","2020/06/30 12:00:00","180501"
"106","0","2020/07/03 18:59:59","0","84","3","2020/06/30 12:00:00","180401"
"107","0","2020/07/03 18:59:59","0","84","3","2020/06/30 12:00:00","107001"
"108","0","2020/07/03 18:59:59","0","84","3","2020/06/30 12:00:00","106101"
"109","0","2020/07/03 18:59:59","0","84","3","2020/06/30 12:00:00","107101"
"110","0","2020/07/10 11:59:59","1021","85","3","2020/07/03 19:00:00","113101"
"111","0","2020/07/15 14:59:59","0","86","3","2020/07/10 12:00:00","110401"
"112","0","2020/07/15 14:59:59","0","86","3","2020/07/10 12:00:00","110601"
"113","0","2020/07/22 11:59:59","1022","87","3","2020/07/15 15:00:00","113301"
"114","0","2020/07/27 11:59:59","0","88","3","2020/07/22 12:00:00","112001"
"115","0","2020/07/27 11:59:59","0","88","3","2020/07/22 12:00:00","111901"
"116","0","2020/07/31 11:59:59","0","89","3","2020/07/27 12:00:00","107501"
"117","0","2020/07/31 11:59:59","0","89","3","2020/07/27 12:00:00","107801"
"118","0","2020/08/10 11:59:59","1023","90","3","2020/07/31 12:00:00","113401"
"119","0","2020/08/15 14:59:59","0","91","3","2020/08/10 12:00:00","110701"
"120","0","2020/08/15 14:59:59","0","91","3","2020/08/10 12:00:00","110801"
"121","0","2020/08/26 11:59:59","1024","92","3","2020/08/15 15:00:00","113601"
"122","0","2020/08/31 11:59:59","0","93","3","2020/08/26 12:00:00","107701"
"123","0","2020/08/31 11:59:59","0","93","3","2020/08/26 12:00:00","107901"
"124","0","2020/09/03 18:59:59","1025","94","3","2020/08/31 12:00:00","106801"
"125","0","2020/09/03 18:59:59","0","94","3","2020/08/31 12:00:00","180201"
"126","0","2020/09/03 18:59:59","0","94","3","2020/08/31 12:00:00","180501"
"127","0","2020/09/03 18:59:59","0","94","3","2020/08/31 12:00:00","180401"
"128","0","2020/09/03 18:59:59","0","94","3","2020/08/31 12:00:00","107001"
"129","0","2020/09/03 18:59:59","0","94","3","2020/08/31 12:00:00","106101"
"130","0","2020/09/03 18:59:59","0","94","3","2020/08/31 12:00:00","107101"
"131","0","2020/09/14 11:59:59","1026","95","3","2020/09/03 19:00:00","113701"
"132","0","2020/09/19 14:59:59","0","96","3","2020/09/14 12:00:00","111101"
"133","0","2020/09/19 14:59:59","0","96","3","2020/09/14 12:00:00","111301"
"134","0","2020/09/30 11:59:59","1027","97","3","2020/09/19 15:00:00","113801"
"135","0","2020/10/10 11:59:59","1028","98","3","2020/09/30 12:00:00","113901"
"136","0","2020/10/15 14:59:59","0","99","3","2020/10/10 12:00:00","111401"
"137","0","2020/10/15 14:59:59","0","99","3","2020/10/10 12:00:00","106501"
"138","0","2020/10/26 14:59:59","1029","100","3","2020/10/15 15:00:00","114001"
"139","0","2020/10/31 11:59:59","0","101","3","2020/10/26 15:00:00","108101"
"140","0","2020/10/31 11:59:59","0","101","3","2020/10/26 15:00:00","108301"
"141","0","2020/11/10 11:59:59","1030","102","3","2020/10/31 12:00:00","114201"
"142","0","2020/11/21 14:59:59","0","103","3","2020/11/10 12:00:00","109701"
"143","0","2020/11/21 14:59:59","0","103","3","2020/11/10 12:00:00","109901"
"144","0","2020/11/30 11:59:59","1031","104","3","2020/11/16 15:00:00","114301"
"145","0","2020/12/10 11:59:59","1032","105","3","2020/11/30 12:00:00","114401"
"146","0","2020/12/21 14:59:59","0","106","3","2020/12/10 12:00:00","111501"
"147","0","2020/12/21 14:59:59","0","106","3","2020/12/10 12:00:00","111701"
"148","0","2020/12/21 14:59:59","0","106","3","2020/12/10 12:00:00","108401"
"149","0","2020/12/21 14:59:59","0","106","3","2020/12/10 12:00:00","108601"
"150","0","2020/12/31 11:59:59","1033","107","3","2020/12/21 15:00:00","114501"
"151","0","2021/01/03 18:59:59","1034","108","3","2020/12/31 12:00:00","180101"
"152","0","2021/01/03 18:59:59","0","108","3","2020/12/31 12:00:00","106801"
"153","0","2021/01/03 18:59:59","0","108","3","2020/12/31 12:00:00","180201"
"154","0","2021/01/03 18:59:59","0","108","3","2020/12/31 12:00:00","180501"
"155","0","2021/01/03 18:59:59","0","108","3","2020/12/31 12:00:00","180401"
"156","0","2021/01/03 18:59:59","0","108","3","2020/12/31 12:00:00","107001"
"157","0","2021/01/03 18:59:59","0","108","3","2020/12/31 12:00:00","106101"
"158","0","2021/01/03 18:59:59","0","108","3","2020/12/31 12:00:00","107101"
"159","0","2021/01/12 11:59:59","1035","109","3","2021/01/03 19:00:00","111801"
"160","0","2021/01/17 11:59:59","0","110","3","2021/01/12 12:00:00","112001"
"161","0","2021/01/17 11:59:59","0","110","3","2021/01/12 12:00:00","111901"
"162","0","2021/01/22 14:59:59","0","111","3","2021/01/17 12:00:00","108801"
"163","0","2021/01/22 14:59:59","0","111","3","2021/01/17 12:00:00","108701"
"164","0","2021/01/31 11:59:59","1036","112","3","2021/01/22 15:00:00","115001"
"165","0","2021/02/10 11:59:59","1037","113","3","2021/01/31 12:00:00","115501"
"166","0","2021/02/15 22:59:59","0","114","3","2021/02/10 12:00:00","112201"
"167","0","2021/02/15 22:59:59","0","114","3","2021/02/10 12:00:00","109101"
"168","0","2021/02/23 14:59:59","1038","115","3","2021/02/15 23:00:00","106401"
"169","0","2021/02/28 11:59:59","0","117","3","2021/02/23 15:00:00","113101"
"170","0","2021/02/28 11:59:59","1039","118","3","2021/02/23 15:00:00","115701"
"171","0","2021/03/03 18:59:59","1040","119","3","2021/02/28 12:00:00","180601"
"172","0","2021/03/03 18:59:59","0","119","3","2021/02/28 12:00:00","180101"
"173","0","2021/03/03 18:59:59","0","119","3","2021/02/28 12:00:00","106801"
"174","0","2021/03/03 18:59:59","0","119","3","2021/02/28 12:00:00","180201"
"175","0","2021/03/03 18:59:59","0","119","3","2021/02/28 12:00:00","180501"
"176","0","2021/03/03 18:59:59","0","119","3","2021/02/28 12:00:00","180401"
"177","0","2021/03/03 18:59:59","0","119","3","2021/02/28 12:00:00","107001"
"178","0","2021/03/03 18:59:59","0","119","3","2021/02/28 12:00:00","106101"
"179","0","2021/03/03 18:59:59","0","119","3","2021/02/28 12:00:00","107101"
"180","0","2021/03/12 11:59:59","1041","120","3","2021/03/03 19:00:00","115901"
"181","0","2021/03/24 11:59:59","0","121","3","2021/03/08 12:00:00","112401"
"182","0","2021/03/24 11:59:59","0","121","3","2021/03/08 12:00:00","112501"
"183","0","2021/03/22 14:59:59","0","122","3","2021/03/12 12:00:00","113401"
"184","0","2021/03/31 11:59:59","1042","123","3","2021/03/22 15:00:00","116001"
"185","0","2021/04/08 11:59:59","1043","125","3","2021/03/31 12:00:00","116301"
"186","0","2021/04/15 14:59:59","0","126","3","2021/04/08 12:00:00","111001"
"187","0","2021/04/15 14:59:59","0","126","3","2021/04/08 12:00:00","110901"
"188","0","2021/04/22 11:59:59","1044","127","3","2021/04/15 15:00:00","116201"
"189","0","2021/04/28 11:59:59","0","128","3","2021/04/22 12:00:00","113901"
"190","0","2021/04/30 11:59:59","1045","129","3","2021/04/28 12:00:00","107101"
"191","0","2021/04/30 11:59:59","0","129","3","2021/04/28 12:00:00","180601"
"192","0","2021/04/30 11:59:59","0","129","3","2021/04/28 12:00:00","180101"
"193","0","2021/04/30 11:59:59","0","129","3","2021/04/28 12:00:00","106801"
"194","0","2021/04/30 11:59:59","0","129","3","2021/04/28 12:00:00","180201"
"195","0","2021/04/30 11:59:59","0","129","3","2021/04/28 12:00:00","180501"
"196","0","2021/04/30 11:59:59","0","129","3","2021/04/28 12:00:00","180401"
"197","0","2021/04/30 11:59:59","0","129","3","2021/04/28 12:00:00","107001"
"198","0","2021/04/30 11:59:59","0","129","3","2021/04/28 12:00:00","106101"
"199","0","2021/05/11 11:59:59","1046","130","3","2021/04/30 12:00:00","116501"
"200","0","2021/05/21 14:59:59","0","131","3","2021/05/11 12:00:00","112701"
"201","0","2021/05/21 14:59:59","0","131","3","2021/05/11 12:00:00","112801"
"202","0","2021/05/31 11:59:59","1047","133","3","2021/05/21 15:00:00","116601"
"203","0","2021/06/09 11:59:59","1048","134","3","2021/05/31 12:00:00","116701"
"204","0","2021/06/16 14:59:59","0","135","3","2021/06/09 12:00:00","112901"
"205","0","2021/06/16 14:59:59","0","135","3","2021/06/09 12:00:00","106601"
"206","0","2021/06/20 14:59:59","0","136","3","2021/06/16 15:00:00","110301"
"207","0","2021/06/20 14:59:59","0","136","3","2021/06/16 15:00:00","110001"
"208","0","2021/06/24 14:59:59","1049","137","3","2021/06/16 15:00:00","116901"
"209","0","2021/06/24 14:59:59","0","138","3","2021/06/20 15:00:00","107801"
"210","0","2021/06/24 14:59:59","0","138","3","2021/06/20 15:00:00","107501"
"211","0","2021/06/30 11:59:59","0","139","3","2021/06/24 15:00:00","114401"
"212","0","2021/07/03 18:59:59","1050","140","3","2021/06/30 12:00:00","180301"
"213","0","2021/07/03 18:59:59","0","140","3","2021/06/30 12:00:00","180601"
"214","0","2021/07/03 18:59:59","0","140","3","2021/06/30 12:00:00","180101"
"215","0","2021/07/03 18:59:59","0","140","3","2021/06/30 12:00:00","106801"
"216","0","2021/07/03 18:59:59","0","140","3","2021/06/30 12:00:00","180201"
"217","0","2021/07/03 18:59:59","0","140","3","2021/06/30 12:00:00","180501"
"218","0","2021/07/03 18:59:59","0","140","3","2021/06/30 12:00:00","180401"
"219","0","2021/07/03 18:59:59","0","140","3","2021/06/30 12:00:00","107001"
"220","0","2021/07/03 18:59:59","0","140","3","2021/06/30 12:00:00","106101"
"221","0","2021/07/03 18:59:59","0","140","3","2021/06/30 12:00:00","107101"
"222","0","2021/07/12 11:59:59","1051","141","3","2021/07/03 19:00:00","117001"
"223","0","2021/07/15 14:59:59","0","142","3","2021/07/08 12:00:00","113101"
"224","0","2021/07/19 14:59:59","0","143","3","2021/07/15 12:00:00","107701"
"225","0","2021/07/19 14:59:59","0","143","3","2021/07/15 12:00:00","107901"
"226","0","2021/07/24 14:59:59","1052","144","3","2021/07/15 15:00:00","117101"
"227","0","2021/07/24 14:59:59","0","145","3","2021/07/19 15:00:00","110401"
"228","0","2021/07/31 11:59:59","0","146","3","2021/07/24 15:00:00","111801"
"229","0","2021/07/31 11:59:59","0","146","3","2021/07/24 15:00:00","115001"
"230","0","2021/08/09 11:59:59","1053","147","3","2021/07/31 12:00:00","117201"
"231","0","2021/08/15 14:59:59","0","148","3","2021/08/09 12:00:00","113401"
"232","0","2021/08/23 11:59:59","1054","149","3","2021/08/15 15:00:00","117301"
"233","0","2021/08/31 11:59:59","0","150","3","2021/08/23 12:00:00","115501"
"234","0","2021/09/03 18:59:59","1055","151","3","2021/08/31 12:00:00","180701"
"235","0","2021/09/03 18:59:59","0","151","3","2021/08/31 12:00:00","180301"
"236","0","2021/09/03 18:59:59","0","151","3","2021/08/31 12:00:00","180601"
"237","0","2021/09/03 18:59:59","0","151","3","2021/08/31 12:00:00","180101"
"238","0","2021/09/03 18:59:59","0","151","3","2021/08/31 12:00:00","106801"
"239","0","2021/09/03 18:59:59","0","151","3","2021/08/31 12:00:00","180201"
"240","0","2021/09/03 18:59:59","0","151","3","2021/08/31 12:00:00","180501"
"241","0","2021/09/03 18:59:59","0","151","3","2021/08/31 12:00:00","180401"
"242","0","2021/09/03 18:59:59","0","151","3","2021/08/31 12:00:00","107001"
"243","0","2021/09/03 18:59:59","0","151","3","2021/08/31 12:00:00","106101"
"244","0","2021/09/03 18:59:59","0","151","3","2021/08/31 12:00:00","107101"
"245","0","2021/09/08 11:59:59","1056","152","3","2021/09/03 19:00:00","117501"
"246","0","2021/09/13 11:59:59","0","153","3","2021/09/08 12:00:00","113701"
"247","0","2021/09/13 11:59:59","0","153","3","2021/09/08 12:00:00","113801"
"248","0","2021/09/18 11:59:59","1057","154","3","2021/09/13 12:00:00","117601"
"249","0","2021/09/24 11:59:59","1058","155","3","2021/09/18 12:00:00","118001"
"250","0","2021/09/30 11:59:59","0","156","3","2021/09/24 12:00:00","108101"
"251","0","2021/09/30 11:59:59","0","156","3","2021/09/24 12:00:00","108301"
"252","0","2021/09/30 11:59:59","0","157","3","2021/09/24 12:00:00","110601"
"253","0","2021/10/08 11:59:59","1059","158","3","2021/09/30 12:00:00","117701"
"254","0","2021/10/15 14:59:59","0","159","3","2021/10/08 12:00:00","113901"
"255","0","2021/10/22 11:59:59","1060","160","3","2021/10/15 15:00:00","117901"
"256","0","2021/10/31 11:59:59","0","161","3","2021/10/22 12:00:00","111101"
"257","0","2021/11/03 18:59:59","1061","162","3","2021/10/31 12:00:00","106701"
"258","0","2021/11/03 18:59:59","0","162","3","2021/10/31 12:00:00","180701"
"259","0","2021/11/03 18:59:59","0","162","3","2021/10/31 12:00:00","180301"
"260","0","2021/11/03 18:59:59","0","162","3","2021/10/31 12:00:00","180601"
"261","0","2021/11/03 18:59:59","0","162","3","2021/10/31 12:00:00","180101"
"262","0","2021/11/03 18:59:59","0","162","3","2021/10/31 12:00:00","106801"
"263","0","2021/11/03 18:59:59","0","162","3","2021/10/31 12:00:00","180201"
"264","0","2021/11/03 18:59:59","0","162","3","2021/10/31 12:00:00","180501"
"265","0","2021/11/03 18:59:59","0","162","3","2021/10/31 12:00:00","180401"
"266","0","2021/11/03 18:59:59","0","162","3","2021/10/31 12:00:00","107001"
"267","0","2021/11/03 18:59:59","0","162","3","2021/10/31 12:00:00","106101"
"268","0","2021/11/03 18:59:59","0","162","3","2021/10/31 12:00:00","107101"
"269","0","2021/11/11 11:59:59","1062","163","3","2021/11/03 19:00:00","119001"
"270","0","2021/11/16 11:59:59","0","164","3","2021/11/11 12:00:00","114201"
"271","0","2021/11/16 11:59:59","0","164","3","2021/11/11 12:00:00","114301"
"272","0","2021/11/24 11:59:59","1063","166","3","2021/11/16 12:00:00","119101"
"273","0","2021/11/30 11:59:59","0","167","3","2021/11/24 12:00:00","108401"
"274","0","2021/11/30 11:59:59","0","167","3","2021/11/24 12:00:00","108601"
"275","0","2021/12/08 11:59:59","1064","168","3","2021/11/30 12:00:00","119901"
"276","0","2021/12/15 14:59:59","0","169","3","2021/12/08 12:00:00","114401"
"277","0","2021/12/22 11:59:59","0","170","3","2021/12/15 15:00:00","111501"
"278","0","2021/12/31 11:59:59","1065","171","3","2021/12/22 12:00:00","119301"
"279","0","2022/01/03 18:59:59","1066","172","3","2021/12/31 12:00:00","180801"
"280","0","2022/01/03 18:59:59","0","172","3","2021/12/31 12:00:00","106701"
"281","0","2022/01/03 18:59:59","0","172","3","2021/12/31 12:00:00","180701"
"282","0","2022/01/03 18:59:59","0","172","3","2021/12/31 12:00:00","180301"
"283","0","2022/01/03 18:59:59","0","172","3","2021/12/31 12:00:00","180601"
"284","0","2022/01/03 18:59:59","0","172","3","2021/12/31 12:00:00","180101"
"285","0","2022/01/03 18:59:59","0","172","3","2021/12/31 12:00:00","106801"
"286","0","2022/01/03 18:59:59","0","172","3","2021/12/31 12:00:00","180201"
"287","0","2022/01/03 18:59:59","0","172","3","2021/12/31 12:00:00","180501"
"288","0","2022/01/03 18:59:59","0","172","3","2021/12/31 12:00:00","180401"
"289","0","2022/01/03 18:59:59","0","172","3","2021/12/31 12:00:00","107001"
"290","0","2022/01/03 18:59:59","0","172","3","2021/12/31 12:00:00","106101"
"291","0","2022/01/03 18:59:59","0","172","3","2021/12/31 12:00:00","107101"
"292","0","2022/01/11 11:59:59","1067","173","3","2022/01/03 19:00:00","120701"
"293","0","2022/01/15 14:59:59","0","174","3","2022/01/11 12:00:00","111801"
"294","0","2022/01/15 14:59:59","0","174","3","2022/01/11 12:00:00","115001"
"295","0","2022/01/24 11:59:59","1068","175","3","2022/01/15 15:00:00","120901"
"296","0","2022/01/27 11:59:59","0","176","3","2022/01/24 12:00:00","108801"
"297","0","2022/01/27 11:59:59","0","176","3","2022/01/24 12:00:00","108701"
"298","0","2022/01/31 11:59:59","0","177","3","2022/01/27 12:00:00","112001"
"299","0","2022/01/31 11:59:59","0","177","3","2022/01/27 12:00:00","111901"
"300","0","2022/02/08 11:59:59","1069","178","3","2022/01/31 12:00:00","121001"
"301","0","2022/02/15 14:59:59","1070","179","3","2022/02/08 12:00:00","116401"
"302","0","2022/02/24 11:59:59","0","180","3","2022/02/15 15:00:00","115501"
"303","0","2022/02/24 11:59:59","1071","181","3","2022/02/15 15:00:00","121101"
"304","0","2022/02/28 11:59:59","0","182","3","2022/02/24 12:00:00","117001"
"305","0","2022/03/03 18:59:59","1072","183","3","2022/02/28 12:00:00","118101"
"306","0","2022/03/03 18:59:59","0","183","3","2022/02/28 12:00:00","180801"
"307","0","2022/03/03 18:59:59","0","183","3","2022/02/28 12:00:00","106701"
"308","0","2022/03/03 18:59:59","0","183","3","2022/02/28 12:00:00","180701"
"309","0","2022/03/03 18:59:59","0","183","3","2022/02/28 12:00:00","180301"
"310","0","2022/03/03 18:59:59","0","183","3","2022/02/28 12:00:00","180601"
"311","0","2022/03/03 18:59:59","0","183","3","2022/02/28 12:00:00","180101"
"312","0","2022/03/03 18:59:59","0","183","3","2022/02/28 12:00:00","106801"
"313","0","2022/03/03 18:59:59","0","183","3","2022/02/28 12:00:00","180201"
"314","0","2022/03/03 18:59:59","0","183","3","2022/02/28 12:00:00","180501"
"315","0","2022/03/03 18:59:59","0","183","3","2022/02/28 12:00:00","180401"
"316","0","2022/03/03 18:59:59","0","183","3","2022/02/28 12:00:00","107001"
"317","0","2022/03/03 18:59:59","0","183","3","2022/02/28 12:00:00","106101"
"318","0","2022/03/03 18:59:59","0","183","3","2022/02/28 12:00:00","107101"
"319","0","2022/03/11 11:59:59","1073","184","3","2022/03/03 19:00:00","121301"
"320","0","2022/03/11 11:59:59","0","185","3","2022/03/08 12:00:00","107801"
"321","0","2022/03/11 11:59:59","0","185","3","2022/03/08 12:00:00","107501"
"322","0","2022/03/15 14:59:59","0","186","3","2022/03/11 12:00:00","115901"
