a30f20596bde058b7ab8fbd590c75f3ce97b1475c1c6554566f993d93c588065,b02c73d08a6cd4ce386bd34a17d14da72e6e78fa57da7b2baaf2f215426be92c,7e333c27ad1069b68f8d6b06ae7f7867f5faa7daf1138487665390fbe5839ad0,e10d32366880430ced62f6e75e88a26a94d66eef0730a45ec04b73cf49c1e2f0,2dfffc4b31611dc888011afbfe9d01c6c4dea058207b91316a7fdcbaa73be7a1,6a60f1554b3d07edf4b9058bcdf68ba0e76fd9e4e28b5bbc456b91e98f20a8f7,bfd6dbdb09b7af7374590ad913d923af6f2c86a53cac50834693b033c8a3924d,6fafe517caad4c3eba2ae11d5befc5905e4e7f72de681ebb18cf429014249612
"132","0","0","0","0","1","3","1431"
"176","0","0","0","0","1","3","1441"
"220","0","0","0","0","1","3","1451"
"36","0","0","0","0","5","4","1511"
"72","0","0","0","0","5","4","1521"
"108","0","0","0","0","5","4","1531"
"144","0","0","0","0","5","4","1541"
"180","0","0","0","0","5","4","1551"
"1","0","0","0","0","101","5","1611"
"1","0","0","0","0","100","2","1711"
"84","0","0","0","0","4","3","1811"
"168","0","0","0","0","4","3","1821"
"252","0","0","0","0","4","3","1831"
"336","0","0","0","0","4","3","1841"
"420","0","0","0","0","4","3","1851"
"36","0","0","0","0","3","4","1911"
"72","0","0","0","0","3","4","1921"
"108","0","0","0","0","3","4","1931"
"144","0","0","0","0","3","4","1941"
"180","0","0","0","0","3","4","1951"
"84","0","0","0","0","4","1","2011"
"168","0","0","0","0","4","1","2021"
"252","0","0","0","0","4","1","2031"
"336","0","0","0","0","4","1","2041"
"420","0","0","0","0","4","1","2051"
"1","0","0","0","0","100","3","2111"
"84","0","0","0","0","2","5","2211"
"168","0","0","0","0","2","5","2221"
"252","0","0","0","0","2","5","2231"
"336","0","0","0","0","2","5","2241"
"420","0","0","0","0","2","5","2251"
"44","0","0","0","0","1","1","2311"
"88","0","0","0","0","1","1","2321"
"132","0","0","0","0","1","1","2331"
"176","0","0","0","0","1","1","2341"
"220","0","0","0","0","1","1","2351"
"84","0","0","0","0","2","2","2411"
"168","0","0","0","0","2","2","2421"
"252","0","0","0","0","2","2","2431"
"336","0","0","0","0","2","2","2441"
"420","0","0","0","0","2","2","2451"
"86","0","0","0","0","4","5","2511"
"172","0","0","0","0","4","5","2521"
"258","0","0","0","0","4","5","2531"
"344","0","0","0","0","4","5","2541"
"430","0","0","0","0","4","5","2551"
"1","3","5","2","4","100","1","2611"
"2","3","5","2","4","100","1","2621"
"3","3","5","2","4","100","1","2631"
"36","0","0","0","0","3","1","2711"
"72","0","0","0","0","3","1","2721"
"108","0","0","0","0","3","1","2731"
"144","0","0","0","0","3","1","2741"
"180","0","0","0","0","3","1","2751"
"86","0","0","0","0","4","4","2811"
"172","0","0","0","0","4","4","2821"
"258","0","0","0","0","4","4","2831"
"344","0","0","0","0","4","4","2841"
"430","0","0","0","0","4","4","2851"
"10","0","0","0","0","7","5","2911"
"20","0","0","0","0","7","5","2921"
"30","0","0","0","0","7","5","2931"
"40","0","0","0","0","7","5","2941"
"50","0","0","0","0","7","5","2951"
"36","0","0","0","0","3","2","3011"
"72","0","0","0","0","3","2","3021"
"108","0","0","0","0","3","2","3031"
"144","0","0","0","0","3","2","3041"
"180","0","0","0","0","3","2","3051"
"46","0","0","0","0","1","3","3111"
"92","0","0","0","0","1","3","3121"
"138","0","0","0","0","1","3","3131"
"184","0","0","0","0","1","3","3141"
"230","0","0","0","0","1","3","3151"
"88","0","0","0","0","4","4","3211"
"176","0","0","0","0","4","4","3221"
"264","0","0","0","0","4","4","3231"
"352","0","0","0","0","4","4","3241"
"440","0","0","0","0","4","4","3251"
"86","0","0","0","0","4","1","3311"
"172","0","0","0","0","4","1","3321"
"258","0","0","0","0","4","1","3331"
"344","0","0","0","0","4","1","3341"
"430","0","0","0","0","4","1","3351"
"86","0","0","0","0","2","2","3411"
"172","0","0","0","0","2","2","3421"
"258","0","0","0","0","2","2","3431"
"344","0","0","0","0","2","2","3441"
"430","0","0","0","0","2","2","3451"
"38","0","0","0","0","5","3","3511"
"76","0","0","0","0","5","3","3521"
"114","0","0","0","0","5","3","3531"
"152","0","0","0","0","5","3","3541"
"190","0","0","0","0","5","3","3551"
"86","0","0","0","0","2","4","3611"
"172","0","0","0","0","2","4","3621"
"258","0","0","0","0","2","4","3631"
"344","0","0","0","0","2","4","3641"
"430","0","0","0","0","2","4","3651"
"88","0","0","0","0","4","5","3711"
"176","0","0","0","0","4","5","3721"
"264","0","0","0","0","4","5","3731"
"352","0","0","0","0","4","5","3741"
"440","0","0","0","0","4","5","3751"
"44","0","0","0","0","1","2","3811"
"88","0","0","0","0","1","2","3821"
"132","0","0","0","0","1","2","3831"
"176","0","0","0","0","1","2","3841"
"220","0","0","0","0","1","2","3851"
"86","0","0","0","0","4","3","3911"
"172","0","0","0","0","4","3","3921"
"258","0","0","0","0","4","3","3931"
"344","0","0","0","0","4","3","3941"
"430","0","0","0","0","4","3","3951"
"36","0","0","0","0","3","5","4011"
"72","0","0","0","0","3","5","4021"
"108","0","0","0","0","3","5","4031"
"144","0","0","0","0","3","5","4041"
"180","0","0","0","0","3","5","4051"
"10","0","0","0","0","7","2","4111"
"20","0","0","0","0","7","2","4121"
"30","0","0","0","0","7","2","4131"
"40","0","0","0","0","7","2","4141"
"50","0","0","0","0","7","2","4151"
"88","0","0","0","0","2","1","4211"
"176","0","0","0","0","2","1","4221"
"264","0","0","0","0","2","1","4231"
"352","0","0","0","0","2","1","4241"
"440","0","0","0","0","2","1","4251"
"38","0","0","0","0","3","4","4311"
"76","0","0","0","0","3","4","4321"
"114","0","0","0","0","3","4","4331"
"152","0","0","0","0","3","4","4341"
"190","0","0","0","0","3","4","4351"
"58","0","0","0","0","1","5","4411"
"116","0","0","0","0","1","5","4421"
"174","0","0","0","0","1","5","4431"
"232","0","0","0","0","1","5","4441"
"290","0","0","0","0","1","5","4451"
"88","0","0","0","0","2","2","4511"
"176","0","0","0","0","2","2","4521"
"264","0","0","0","0","2","2","4531"
"352","0","0","0","0","2","2","4541"
"440","0","0","0","0","2","2","4551"
"86","0","0","0","0","2","3","4611"
"172","0","0","0","0","2","3","4621"
"258","0","0","0","0","2","3","4631"
"344","0","0","0","0","2","3","4641"
"430","0","0","0","0","2","3","4651"
"10","0","0","0","0","7","4","4711"
"20","0","0","0","0","7","4","4721"
"30","0","0","0","0","7","4","4731"
"40","0","0","0","0","7","4","4741"
"50","0","0","0","0","7","4","4751"
"38","0","0","0","0","3","1","4811"
"76","0","0","0","0","3","1","4821"
"114","0","0","0","0","3","1","4831"
"152","0","0","0","0","3","1","4841"
"190","0","0","0","0","3","1","4851"
"38","0","0","0","0","5","2","4911"
"76","0","0","0","0","5","2","4921"
"114","0","0","0","0","5","2","4931"
"152","0","0","0","0","5","2","4941"
"190","0","0","0","0","5","2","4951"
"86","0","0","0","0","2","5","5011"
"172","0","0","0","0","2","5","5021"
"258","0","0","0","0","2","5","5031"
"344","0","0","0","0","2","5","5041"
"430","0","0","0","0","2","5","5051"
"88","0","0","0","0","4","1","5111"
"176","0","0","0","0","4","1","5121"
"264","0","0","0","0","4","1","5131"
"352","0","0","0","0","4","1","5141"
"440","0","0","0","0","4","1","5151"
"36","0","0","0","0","3","3","5211"
"72","0","0","0","0","3","3","5221"
"108","0","0","0","0","3","3","5231"
"144","0","0","0","0","3","3","5241"
"180","0","0","0","0","3","3","5251"
"15","0","0","0","0","7","4","5311"
"30","0","0","0","0","7","4","5321"
"45","0","0","0","0","7","4","5331"
"60","0","0","0","0","7","4","5341"
"75","0","0","0","0","7","4","5351"
"1","3","5","2","4","101","1","5411"
"2","3","5","2","4","101","1","5421"
"3","3","5","2","4","101","1","5431"
"90","0","0","0","0","4","1","5511"
"180","0","0","0","0","4","1","5521"
"270","0","0","0","0","4","1","5531"
"360","0","0","0","0","4","1","5541"
"450","0","0","0","0","4","1","5551"
"1","0","0","0","0","100","2","5611"
"2","0","0","0","0","100","2","5621"
"10","0","0","0","0","6","5","5711"
"20","0","0","0","0","6","5","5721"
"30","0","0","0","0","6","5","5731"
"40","0","0","0","0","6","5","5741"
"50","0","0","0","0","6","5","5751"
"90","0","0","0","0","2","2","5811"
"180","0","0","0","0","2","2","5821"
"270","0","0","0","0","2","2","5831"
"360","0","0","0","0","2","2","5841"
"450","0","0","0","0","2","2","5851"
"48","0","0","0","0","1","3","5911"
"96","0","0","0","0","1","3","5921"
"144","0","0","0","0","1","3","5931"
"192","0","0","0","0","1","3","5941"
"240","0","0","0","0","1","3","5951"
"1","0","0","0","0","101","5","6011"
"2","0","0","0","0","101","5","6021"
"90","0","0","0","0","2","1","6111"
"180","0","0","0","0","2","1","6121"
"270","0","0","0","0","2","1","6131"
"360","0","0","0","0","2","1","6141"
"450","0","0","0","0","2","1","6151"
"38","0","0","0","0","3","2","6211"
"76","0","0","0","0","3","2","6221"
"114","0","0","0","0","3","2","6231"
"152","0","0","0","0","3","2","6241"
"190","0","0","0","0","3","2","6251"
"88","0","0","0","0","2","3","6311"
"176","0","0","0","0","2","3","6321"
"264","0","0","0","0","2","3","6331"
"352","0","0","0","0","2","3","6341"
"440","0","0","0","0","2","3","6351"
"88","0","0","0","0","2","4","6411"
"176","0","0","0","0","2","4","6421"
"264","0","0","0","0","2","4","6431"
"352","0","0","0","0","2","4","6441"
"440","0","0","0","0","2","4","6451"
"10","0","0","0","0","7","1","6511"
"20","0","0","0","0","7","1","6521"
"30","0","0","0","0","7","1","6531"
"40","0","0","0","0","7","1","6541"
"50","0","0","0","0","7","1","6551"
"1","0","0","0","0","100","4","6611"
"36","0","0","0","0","5","5","6711"
"72","0","0","0","0","5","5","6721"
"108","0","0","0","0","5","5","6731"
"144","0","0","0","0","5","5","6741"
"180","0","0","0","0","5","5","6751"
"36","0","0","0","0","5","1","6811"
"72","0","0","0","0","5","1","6821"
"108","0","0","0","0","5","1","6831"
"144","0","0","0","0","5","1","6841"
"180","0","0","0","0","5","1","6851"
"86","0","0","0","0","4","2","6911"
"172","0","0","0","0","4","2","6921"
"258","0","0","0","0","4","2","6931"
"344","0","0","0","0","4","2","6941"
"430","0","0","0","0","4","2","6951"
"10","0","0","0","0","6","4","7011"
"20","0","0","0","0","6","4","7021"
"30","0","0","0","0","6","4","7031"
"40","0","0","0","0","6","4","7041"
"50","0","0","0","0","6","4","7051"
"10","0","0","0","0","6","1","7111"
"20","0","0","0","0","6","1","7121"
"30","0","0","0","0","6","1","7131"
"40","0","0","0","0","6","1","7141"
"50","0","0","0","0","6","1","7151"
"1","0","0","0","0","101","3","7211"
"38","0","0","0","0","3","3","7311"
"76","0","0","0","0","3","3","7321"
"114","0","0","0","0","3","3","7331"
"152","0","0","0","0","3","3","7341"
"190","0","0","0","0","3","3","7351"
"56","0","0","0","0","1","4","7411"
"112","0","0","0","0","1","4","7421"
"168","0","0","0","0","1","4","7431"
"224","0","0","0","0","1","4","7441"
"280","0","0","0","0","1","4","7451"
"40","0","0","0","0","5","2","7511"
"80","0","0","0","0","5","2","7521"
"120","0","0","0","0","5","2","7531"
"160","0","0","0","0","5","2","7541"
"200","0","0","0","0","5","2","7551"
"90","0","0","0","0","4","4","7611"
"180","0","0","0","0","4","4","7621"
"270","0","0","0","0","4","4","7631"
"360","0","0","0","0","4","4","7641"
"450","0","0","0","0","4","4","7651"
"1","0","0","0","0","100","5","7711"
"1","0","0","0","0","101","1","7811"
"2","0","0","0","0","101","1","7821"
"40","0","0","0","0","3","4","7911"
"80","0","0","0","0","3","4","7921"
"120","0","0","0","0","3","4","7931"
"160","0","0","0","0","3","4","7941"
"200","0","0","0","0","3","4","7951"
"10","0","0","0","0","7","3","8011"
"20","0","0","0","0","7","3","8021"
"30","0","0","0","0","7","3","8031"
"40","0","0","0","0","7","3","8041"
"50","0","0","0","0","7","3","8051"
"38","0","0","0","0","3","5","8111"
"76","0","0","0","0","3","5","8121"
"114","0","0","0","0","3","5","8131"
"152","0","0","0","0","3","5","8141"
"190","0","0","0","0","3","5","8151"
"15","3","5","2","4","6","1","8211"
"30","3","5","2","4","6","1","8221"
"45","3","5","2","4","6","1","8231"
"60","3","5","2","4","6","1","8241"
"75","3","5","2","4","6","1","8251"
"10","0","0","0","0","6","2","8311"
"20","0","0","0","0","6","2","8321"
"30","0","0","0","0","6","2","8331"
"40","0","0","0","0","6","2","8341"
"50","0","0","0","0","6","2","8351"
"58","0","0","0","0","1","4","8411"
"116","0","0","0","0","1","4","8421"
"174","0","0","0","0","1","4","8431"
"232","0","0","0","0","1","4","8441"
"290","0","0","0","0","1","4","8451"
"92","0","0","0","0","2","1","8511"
"184","0","0","0","0","2","1","8521"
"276","0","0","0","0","2","1","8531"
"368","0","0","0","0","2","1","8541"
"460","0","0","0","0","2","1","8551"
"40","0","0","0","0","5","3","8611"
"80","0","0","0","0","5","3","8621"
"120","0","0","0","0","5","3","8631"
"160","0","0","0","0","5","3","8641"
"200","0","0","0","0","5","3","8651"
"46","0","0","0","0","1","1","8711"
"92","0","0","0","0","1","1","8721"
"138","0","0","0","0","1","1","8731"
"184","0","0","0","0","1","1","8741"
"230","0","0","0","0","1","1","8751"
"15","0","0","0","0","7","2","8811"
"30","0","0","0","0","7","2","8821"
"45","0","0","0","0","7","2","8831"
"60","0","0","0","0","7","2","8841"
"75","0","0","0","0","7","2","8851"
"90","0","0","0","0","4","5","8911"
"180","0","0","0","0","4","5","8921"
"270","0","0","0","0","4","5","8931"
"360","0","0","0","0","4","5","8941"
"450","0","0","0","0","4","5","8951"
"88","0","0","0","0","4","2","9011"
"176","0","0","0","0","4","2","9021"
"264","0","0","0","0","4","2","9031"
"352","0","0","0","0","4","2","9041"
"440","0","0","0","0","4","2","9051"
"42","0","0","0","0","5","3","9111"
"84","0","0","0","0","5","3","9121"
"126","0","0","0","0","5","3","9131"
"168","0","0","0","0","5","3","9141"
"210","0","0","0","0","5","3","9151"
"15","0","0","0","0","6","4","9211"
"30","0","0","0","0","6","4","9221"
"45","0","0","0","0","6","4","9231"
"60","0","0","0","0","6","4","9241"
"75","0","0","0","0","6","4","9251"
"40","0","0","0","0","3","5","9311"
"80","0","0","0","0","3","5","9321"
"120","0","0","0","0","3","5","9331"
"160","0","0","0","0","3","5","9341"
"200","0","0","0","0","3","5","9351"
"38","0","0","0","0","5","1","9411"
"76","0","0","0","0","5","1","9421"
"114","0","0","0","0","5","1","9431"
"152","0","0","0","0","5","1","9441"
"190","0","0","0","0","5","1","9451"
"40","0","0","0","0","3","3","9511"
"80","0","0","0","0","3","3","9521"
"120","0","0","0","0","3","3","9531"
"160","0","0","0","0","3","3","9541"
"200","0","0","0","0","3","3","9551"
"92","0","0","0","0","4","4","9611"
"184","0","0","0","0","4","4","9621"
"276","0","0","0","0","4","4","9631"
"368","0","0","0","0","4","4","9641"
"460","0","0","0","0","4","4","9651"
"15","0","0","0","0","7","5","9711"
"30","0","0","0","0","7","5","9721"
"45","0","0","0","0","7","5","9731"
"60","0","0","0","0","7","5","9741"
"75","0","0","0","0","7","5","9751"
"40","0","0","0","0","3","2","9811"
"80","0","0","0","0","3","2","9821"
"120","0","0","0","0","3","2","9831"
"160","0","0","0","0","3","2","9841"
"200","0","0","0","0","3","2","9851"
"90","0","0","0","0","2","3","9911"
"180","0","0","0","0","2","3","9921"
"270","0","0","0","0","2","3","9931"
"360","0","0","0","0","2","3","9941"
"450","0","0","0","0","2","3","9951"
"90","0","0","0","0","2","4","10011"
"180","0","0","0","0","2","4","10021"
"270","0","0","0","0","2","4","10031"
"360","0","0","0","0","2","4","10041"
"450","0","0","0","0","2","4","10051"
"40","0","0","0","0","5","1","10111"
"80","0","0","0","0","5","1","10121"
"120","0","0","0","0","5","1","10131"
"160","0","0","0","0","5","1","10141"
"200","0","0","0","0","5","1","10151"
"46","0","0","0","0","1","2","10211"
"92","0","0","0","0","1","2","10221"
"138","0","0","0","0","1","2","10231"
"184","0","0","0","0","1","2","10241"
"230","0","0","0","0","1","2","10251"
"42","0","0","0","0","3","5","10311"
"84","0","0","0","0","3","5","10321"
"126","0","0","0","0","3","5","10331"
"168","0","0","0","0","3","5","10341"
"210","0","0","0","0","3","5","10351"
"10","0","0","0","0","6","3","10411"
"20","0","0","0","0","6","3","10421"
"30","0","0","0","0","6","3","10431"
"40","0","0","0","0","6","3","10441"
"50","0","0","0","0","6","3","10451"
"38","0","0","0","0","5","5","10511"
"76","0","0","0","0","5","5","10521"
"114","0","0","0","0","5","5","10531"
"152","0","0","0","0","5","5","10541"
"190","0","0","0","0","5","5","10551"
"15","0","0","0","0","7","1","10611"
"30","0","0","0","0","7","1","10621"
"45","0","0","0","0","7","1","10631"
"60","0","0","0","0","7","1","10641"
"75","0","0","0","0","7","1","10651"
"42","0","0","0","0","5","2","10711"
"84","0","0","0","0","5","2","10721"
"126","0","0","0","0","5","2","10731"
"168","0","0","0","0","5","2","10741"
"210","0","0","0","0","5","2","10751"
"88","0","0","0","0","4","3","10811"
"176","0","0","0","0","4","3","10821"
"264","0","0","0","0","4","3","10831"
"352","0","0","0","0","4","3","10841"
"440","0","0","0","0","4","3","10851"
"88","0","0","0","0","2","5","10911"
"176","0","0","0","0","2","5","10921"
"264","0","0","0","0","2","5","10931"
"352","0","0","0","0","2","5","10941"
"440","0","0","0","0","2","5","10951"
"15","3","5","2","4","7","1","11011"
"30","3","5","2","4","7","1","11021"
"45","3","5","2","4","7","1","11031"
"60","3","5","2","4","7","1","11041"
"75","3","5","2","4","7","1","11051"
"15","0","0","0","0","6","2","11111"
"30","0","0","0","0","6","2","11121"
"45","0","0","0","0","6","2","11131"
"60","0","0","0","0","6","2","11141"
"75","0","0","0","0","6","2","11151"
"92","0","0","0","0","2","4","11211"
"184","0","0","0","0","2","4","11221"
"276","0","0","0","0","2","4","11231"
"368","0","0","0","0","2","4","11241"
"460","0","0","0","0","2","4","11251"
"92","0","0","0","0","4","5","11311"
"184","0","0","0","0","4","5","11321"
"276","0","0","0","0","4","5","11331"
"368","0","0","0","0","4","5","11341"
"460","0","0","0","0","4","5","11351"
"92","0","0","0","0","2","2","11411"
"184","0","0","0","0","2","2","11421"
"276","0","0","0","0","2","2","11431"
"368","0","0","0","0","2","2","11441"
"460","0","0","0","0","2","2","11451"
"90","0","0","0","0","4","3","11511"
"180","0","0","0","0","4","3","11521"
"270","0","0","0","0","4","3","11531"
"360","0","0","0","0","4","3","11541"
"450","0","0","0","0","4","3","11551"
"20","0","0","0","0","7","4","11611"
"40","0","0","0","0","7","4","11621"
"60","0","0","0","0","7","4","11631"
"80","0","0","0","0","7","4","11641"
"100","0","0","0","0","7","4","11651"
"48","0","0","0","0","1","2","11711"
"96","0","0","0","0","1","2","11721"
"144","0","0","0","0","1","2","11731"
"192","0","0","0","0","1","2","11741"
"240","0","0","0","0","1","2","11751"
"15","0","0","0","0","6","3","11811"
"30","0","0","0","0","6","3","11821"
"45","0","0","0","0","6","3","11831"
"60","0","0","0","0","6","3","11841"
"75","0","0","0","0","6","3","11851"
"44","0","0","0","0","3","5","11911"
"88","0","0","0","0","3","5","11921"
"132","0","0","0","0","3","5","11931"
"176","0","0","0","0","3","5","11941"
"220","0","0","0","0","3","5","11951"
"42","0","0","0","0","5","1","12011"
"84","0","0","0","0","5","1","12021"
"126","0","0","0","0","5","1","12031"
"168","0","0","0","0","5","1","12041"
"210","0","0","0","0","5","1","12051"
"92","0","0","0","0","2","3","12111"
"184","0","0","0","0","2","3","12121"
"276","0","0","0","0","2","3","12131"
"368","0","0","0","0","2","3","12141"
"460","0","0","0","0","2","3","12151"
"1","0","0","0","0","100","4","12211"
"2","0","0","0","0","100","4","12221"
"15","0","0","0","0","6","1","12311"
"30","0","0","0","0","6","1","12321"
"45","0","0","0","0","6","1","12331"
"60","0","0","0","0","6","1","12341"
"75","0","0","0","0","6","1","12351"
"90","0","0","0","0","4","2","12411"
"180","0","0","0","0","4","2","12421"
"270","0","0","0","0","4","2","12431"
"360","0","0","0","0","4","2","12441"
"450","0","0","0","0","4","2","12451"
"15","0","0","0","0","7","3","12511"
"30","0","0","0","0","7","3","12521"
"45","0","0","0","0","7","3","12531"
"60","0","0","0","0","7","3","12541"
"75","0","0","0","0","7","3","12551"
"1","0","0","0","0","101","5","12611"
"2","0","0","0","0","101","5","12621"
"3","0","0","0","0","101","5","12631"
"42","0","0","0","0","3","3","12711"
"84","0","0","0","0","3","3","12721"
"126","0","0","0","0","3","3","12731"
"168","0","0","0","0","3","3","12741"
"210","0","0","0","0","3","3","12751"
"38","0","0","0","0","5","4","12811"
"76","0","0","0","0","5","4","12821"
"114","0","0","0","0","5","4","12831"
"152","0","0","0","0","5","4","12841"
"190","0","0","0","0","5","4","12851"
"48","0","0","0","0","1","1","12911"
"96","0","0","0","0","1","1","12921"
"144","0","0","0","0","1","1","12931"
"192","0","0","0","0","1","1","12941"
"240","0","0","0","0","1","1","12951"
"44","0","0","0","0","5","2","13011"
"88","0","0","0","0","5","2","13021"
"132","0","0","0","0","5","2","13031"
"176","0","0","0","0","5","2","13041"
"220","0","0","0","0","5","2","13051"
"20","0","0","0","0","6","4","13111"
"40","0","0","0","0","6","4","13121"
"60","0","0","0","0","6","4","13131"
"80","0","0","0","0","6","4","13141"
"100","0","0","0","0","6","4","13151"
"90","0","0","0","0","2","5","13211"
"180","0","0","0","0","2","5","13221"
"270","0","0","0","0","2","5","13231"
"360","0","0","0","0","2","5","13241"
"450","0","0","0","0","2","5","13251"
"1","0","0","0","0","101","1","13311"
"2","0","0","0","0","101","1","13321"
"3","0","0","0","0","101","1","13331"
"1","0","0","0","0","101","4","13411"
"62","0","0","0","0","1","5","13511"
"124","0","0","0","0","1","5","13521"
"186","0","0","0","0","1","5","13531"
"248","0","0","0","0","1","5","13541"
"310","0","0","0","0","1","5","13551"
"92","0","0","0","0","4","1","13611"
"184","0","0","0","0","4","1","13621"
"276","0","0","0","0","4","1","13631"
"368","0","0","0","0","4","1","13641"
"460","0","0","0","0","4","1","13651"
"40","0","0","0","0","5","5","13711"
"80","0","0","0","0","5","5","13721"
"120","0","0","0","0","5","5","13731"
"160","0","0","0","0","5","5","13741"
"200","0","0","0","0","5","5","13751"
"42","3","5","2","4","5","1","13811"
"84","3","5","2","4","5","1","13821"
"126","3","5","2","4","5","1","13831"
"168","3","5","2","4","5","1","13841"
"210","3","5","2","4","5","1","13851"
"20","0","0","0","0","6","3","13911"
"40","0","0","0","0","6","3","13921"
"60","0","0","0","0","6","3","13931"
"80","0","0","0","0","6","3","13941"
"100","0","0","0","0","6","3","13951"
"40","0","0","0","0","5","4","14011"
"80","0","0","0","0","5","4","14021"
"120","0","0","0","0","5","4","14031"
"160","0","0","0","0","5","4","14041"
"200","0","0","0","0","5","4","14051"
"40","0","0","0","0","3","1","14111"
"80","0","0","0","0","3","1","14121"
"120","0","0","0","0","3","1","14131"
"160","0","0","0","0","3","1","14141"
"200","0","0","0","0","3","1","14151"
"94","0","0","0","0","2","2","14211"
"188","0","0","0","0","2","2","14221"
"282","0","0","0","0","2","2","14231"
"376","0","0","0","0","2","2","14241"
"470","0","0","0","0","2","2","14251"
"62","0","0","0","0","1","4","14311"
"124","0","0","0","0","1","4","14321"
"186","0","0","0","0","1","4","14331"
"248","0","0","0","0","1","4","14341"
"310","0","0","0","0","1","4","14351"
"92","0","0","0","0","2","5","14411"
"184","0","0","0","0","2","5","14421"
"276","0","0","0","0","2","5","14431"
"368","0","0","0","0","2","5","14441"
"460","0","0","0","0","2","5","14451"
"20","0","0","0","0","7","1","14511"
"40","0","0","0","0","7","1","14521"
"60","0","0","0","0","7","1","14531"
"80","0","0","0","0","7","1","14541"
"100","0","0","0","0","7","1","14551"
"46","0","0","0","0","5","2","14611"
"92","0","0","0","0","5","2","14621"
"138","0","0","0","0","5","2","14631"
"184","0","0","0","0","5","2","14641"
"230","0","0","0","0","5","2","14651"
"1","0","0","0","0","101","3","14711"
"2","0","0","0","0","101","3","14721"
"1","0","0","0","0","101","4","14811"
"2","0","0","0","0","101","4","14821"
"50","0","0","0","0","1","3","14911"
"100","0","0","0","0","1","3","14921"
"150","0","0","0","0","1","3","14931"
"200","0","0","0","0","1","3","14941"
"250","0","0","0","0","1","3","14951"
"42","0","0","0","0","5","5","15011"
"84","0","0","0","0","5","5","15021"
"126","0","0","0","0","5","5","15031"
"168","0","0","0","0","5","5","15041"
"210","0","0","0","0","5","5","15051"
"44","0","0","0","0","5","1","15111"
"88","0","0","0","0","5","1","15121"
"132","0","0","0","0","5","1","15131"
"176","0","0","0","0","5","1","15141"
"220","0","0","0","0","5","1","15151"
"1","0","0","0","0","100","1","15211"
"1","0","0","0","0","101","2","15311"
"2","0","0","0","0","101","2","15321"
"94","0","0","0","0","2","3","15411"
"188","0","0","0","0","2","3","15421"
"282","0","0","0","0","2","3","15431"
"376","0","0","0","0","2","3","15441"
"470","0","0","0","0","2","3","15451"
"42","0","0","0","0","5","4","15511"
