b6b2b9c83175af20424a1e64bd6a1b107cd52d5adcf82a30a7418478fa5c64e3,041c3845be4aac8ab7ae8e1ac823059bb8632bcf6d22d24bea6ff6308e2ae141,829dfbc9b0efce1016360f16f623299f36a04435c1a946f6ea36df8a88c37ba0,5ea2ab1e53152ab5a2904962d5ece1c1fc609e22e7d50015384c757bdd72c278,1da543f715b151f597be375a9fed3f74b579ee4a31bb5285ea390b200e2ee94d,ec6b9d3f7dd0f32ad1574e4ca877e338c9e062f8dbe657f6edd62dc57f48e9c8,859c5bda9e902eb409b6391dc48b0039d46bd35afe623ab96b40da7129b09559,4d46a6bf4f85b669c55a00756241534e5dd850007b1b5a61fbcd088ad0a87bb1,80e1ef3ea5bf8616b9294d4ccf1c23ff7c34ea242d219bec4b842d73b92dc4b3,4b2237032e88becd3b9eb1c102dcdcbcdd32f477a6b8501782401a4503d10eae,5a8f705173f8afd57f975b7ef0d1ded04cf7a9dd5b95368f0e4cb16edf38d3eb
"0","1.35","-182.5","102","1","220","110","nyx_idle_normal","1","11020003","104631"
"1","1.35","-182.5","102","1","336","110","nyx_talk_normal","1","11020004","103231"
"1","1.35","-182.5","102","1","457","110","nyx_idle_normal","1","11020005","103431"
"","1","1","102","1","0","0","","31","11020006","1"
"0","1.35","-209.3","102","2","-362","120","NoItem","5","11020007","2"
"","","","102","bgm_M347","","","","25","11020008","bgm_M347"
"","","","102","2","","","","93","11020009",""
"","0.2","","102","110831","","1","","3","11020010","nyx_102_chloe_02"
"","","","102","110831","","10","","11","11020011","次、うちの番か…\nえ、チエルの後って\n何気に不利くない？"
"","","","102","0","","","","91","11020012","1"
"","0.2","","102","110831","","1","","3","11020013","nyx_idle_sad"
"","","","102","110831","","10","","11","11020014","あいつ絶対初見で\nちぇるちぇる言って\n現場冷やしてるし…"
"","","","102","0","","","","91","11020015","1"
"0.2","0.2","1","102","110831","nyx_102_chloe_02","0","","3","11020016","cmn_pose02_def_N"
"","","","102","110831","","10","","11","11020017","ま、いいけど何でも\n…てゆか中の人ら\nダイジョブか？"
"","","","102","3","","","","93","11020018",""
"","0.2","","102","103231","","1","","3","11020019","nyx_idle_normal"
"","0.2","","102","104631","","1","","3","11020020","nyx_talk_sad"
"","","","102","110831","","","","4","11020021","0"
"","","","102","11020016","","","","91","11020022",""
"","","","102","1","","","","93","11020023",""
"","0.2","","102","110831","","1","","3","11020024","nyx_102_chloe_01"
"","","","102","110831","","10","","11","11020025","ちぇる気にやられて\nおかしなことにとか\n…いや、まさかね"
"","","","102","2.5","","","","93","11020026",""
"","0.2","1","102","110831","nyx_102_chloe_03_loop","0","","3","11020027","nyx_102_chloe_03"
"","0.2","1","102","2","nyx_102_chloe_03_loop","0","","3","11020028","nyx_102_chloe_03"
"","","","102","11020025","","","","91","11020029",""
"","","","102","1","","","","93","11020030",""
"","","","102","104831","","10","","11","11020031","ちぇる…ちぇる…"
"","","","102","1.5","","","","93","11020032",""
"","","","102","104631","","0","","4","11020033","1"
"0.2","0.2","1","102","104631","nyx_idle_surprise2","0","","3","11020034","cmn_shock_def_N"
"0.2","0.2","1","102","103431","nyx_idle_surprise2","0","","3","11020035","cmn_shock_def_N"
"0.2","0.2","1","102","103231","nyx_idle_surprise1","0","","3","11020036","nyx_surprise"
"","","","102","1.5","","","","93","11020037",""
"0.2","0.2","1","102","104631","","1","","3","11020038","nyx_talk_surprise2"
"","0.2","","102","103431","","1","","3","11020039","nyx_102_yukari_01"
"","","","102","103431","","10","","11","11020040","ミフユさん！\nしっかりちぇる！\n傷は浅いちぇる！"
"","","","102","0","","","","91","11020041","1"
"0.2","0.2","1","102","103431","nyx_102_tamaki_01_loop","0","","3","11020042","cmn_shock_def_N"
"","","","102","103231","","0","","4","11020043","0"
"","","","102","104631","","0","","4","11020044","0"
"","","","102","0","","","","91","11020045",""
"","","","102","104631","","10","","11","11020046","ダメにゃ…\nミフユもユカリも\n手遅れちぇ…にゃ！"
"","","","102","2.6","","","","93","11020047",""
"0.2","0.2","1","102","104631","nyx_102_tamaki_01_loop","0","","3","11020048","nyx_102_tamaki_01"
"","","","102","0.1","","","","93","11020049",""
"","","","102","103231","","0","","4","11020050","1"
"","","","102","1.5","","","","93","11020051",""
"","","","102","103231","","10","","11","11020052","被害甚大ですわね…\n次の方が普通である\nことを祈りますわ…"
"","","","102","0","","","","91","11020053",""
"","","","102","1","","","","93","11020054",""
"","0.2","1","102","110831","nyx_102_chloe_03_loop","0","","3","11020055","nyx_102_chloe_04"
"","0.2","1","102","2","nyx_102_chloe_03_loop","0","","3","11020056","nyx_102_chloe_04"
"","","","102","1.5","","","","93","11020057",""
"","","","102","110831","","1","","12","11020058","12"
"","","","102","1","","","","93","11020059",""
"","","","102","103431","","1","","12","11020060","1"
"0.2","0.2","1","102","103431","nyx_cmn_03","0","","3","11020061","nyx_cmn_01"
"0.2","0.2","1","102","104631","","1","","3","11020062","nyx_idle_worry"
"","","","102","2","","","","93","11020063",""
"","","","102","104831","","1","","12","11020064","12"
"","","","102","2","","","","93","11020065",""
"","","","102","103231","","1","","12","11020066","10"
"0.2","0.2","1","102","103231","nyx_idle_normal","0","","3","11020067","nyx_talk_normal"
"","","","102","2","","","","93","11020068",""
"","","","102","104631","","1","","12","11020069","2"
"0.2","0.2","1","102","104631","nyx_idle_worry","0","","3","11020070","nyx_talk_sad"
"","","","102","4","","","","93","11020071",""
"","","","102","11020055","","","","101","11020072","1"
"0","1.35","-209.3","103","1","-421","110","nyx_103_yuni_01","1","11030001","111031"
"0","1.35","-182.5","103","1","121.8","110","nyx_idle_normal","1","11030002","104831"
"0","1.35","-182.5","103","2","121.8","120","NoItem","5","11030003","2"
"0","1.35","-182.5","103","1","227.7","110","nyx_idle_normal","1","11030004","104631"
"0","1.35","-182.5","103","2","227.7","120","NoItem","5","11030005","2"
"1","1.35","-182.5","103","1","340.3","110","nyx_idle_normal","1","11030006","103231"
"1","1.35","-182.5","103","1","449.6","110","nyx_cmn_03","1","11030007","103431"
"1","1.35","-182.5","103","2","449.6","120","NoItem","5","11030008","2"
"","1","1","103","1","0","0","","31","11030009","1"
"","","","103","bgm_M347","","","","25","11030010","bgm_M347"
"","","","103","2","","","","93","11030011",""
"","0.2","","103","103431","","1","","3","11030012","nyx_talk_sad"
"","","","103","103431","","10","","11","11030013","プレゼンって\nこんなに\n疲れるものなの…？"
"","","","103","0","","","","91","11030014",""
"","0.2","","103","103431","","1","","3","11030015","nyx_cmn_03"
"","0.2","","103","104831","","1","","3","11030016","nyx_cmn_05"
"","","","103","104831","","10","","11","11030017","きっと次は大丈夫よ\nまともな生徒のはず\n…そうよね？"
"","","","103","0","","","","91","11030018",""
"","0.2","","103","104831","","1","","3","11030019","nyx_cmn_04"
"","0.2","","103","103231","","1","","3","11030020","nyx_talk_normal"
"","","","103","103231","","10","","11","11030021","あら？\n次もなかよし部の方\nみたいですわよ？"
"","","","103","0","","","","91","11030022",""
"","0.2","","103","103231","","1","","3","11030023","nyx_idle_normal"
"","0.2","","103","104631","","1","","3","11030024","nyx_talk_sad"
"","","","103","104631","","10","","11","11030025","…気を抜いたら\nやられるにゃ\n覚悟を決めるにゃ"
"","","","103","2.6","","","","93","11030026",""
"","0.2","","103","111031","","1","","3","11030027","nyx_102_chloe_01"
"","","","103","11030025","","","","91","11030028",""
"0.3","0.2","1","103","104631","nyx_idle_sad","0","","3","11030029","nyx_cmn_02"
"","0.2","","103","2","","0","","3","11030030","nyx_cmn_02"
"0.3","0.2","1","103","103431","nyx_cmn_03","0","","3","11030031","nyx_cmn_02"
"","0.2","","103","2","","0","","3","11030032","nyx_cmn_02"
"0.2","0.2","1","103","104831","nyx_idle_normal","0","","3","11030033","nyx_cmn_02"
"","0.2","","103","2","","0","","3","11030034","nyx_cmn_02"
"","","","103","1.5","","","","93","11030035",""
"","0.2","","103","111031","","1","","3","11030036","nyx_303_yuni_01"
"","","","103","111031","","10","","11","11030037","ふむ、次はぼくだな\nまさに真打登場と\n言ったところか"
"","","","103","2.8","","","","93","11030038",""
"","","","103","104831","","1","","12","11030039","13"
"","0.2","","103","104831","","1","","3","11030040","nyx_talk_normal"
"","","","103","11030037","","","","91","11030041",""
"","","","103","111031","","10","","11","11030042","チエル君、クロエ君\n君らの無念はぼくが\n晴らして見せよう"
"","","","103","0","","","","91","11030043",""
"","0.2","","103","111031","","1","","3","11030044","nyx_103_yuni_02"
"","","","103","111031","","10","","11","11030045","いざ上級生としての\n責務を果たす時だ"
"","","","103","1.5","","","","93","11030046",""
"","","","103","103231","","1","","12","11030047","17"
"","0.2","","103","104831","","1","","3","11030048","nyx_idle_normal"
"","0.2","","103","103231","","1","","3","11030049","nyx_cmn_05"
"","","","103","11030045","","","","91","11030050",""
"0.6","0.3","0","103","111031","nyx_103_yuni_04","0","","3","11030051","nyx_103_yuni_03"
"","","","103","111031","","10","","11","11030052","ユニちゃんズの\n名に懸けて…！"
"","","","103","0","","","","91","11030053",""
"","0.2","","103","103231","","1","","3","11030054","nyx_idle_normal"
"","","","103","0.6","","","","93","11030055",""
"","0.2","","103","111031","","1","","12","11030056","12"
"0.2","0.2","1","103","111031","nyx_idle_normal","0","","3","11030057","cmn_pose02_def_N"
"","","","103","1.5","","","","93","11030058",""
"","","","103","104631","","1","","12","11030059","15"
"0.2","0.2","1","103","104631","nyx_idle_worry","0","","3","11030060","nyx_talk_sad"
"","","","103","2","","","","93","11030061",""
"","","","103","103231","","1","","12","11030062","10"
"0.2","0.2","1","103","103231","nyx_idle_normal","0","","3","11030063","nyx_talk_joy1"
"0.2","0.2","1","103","111031","nyx_idle_normal","0","","3","11030064","nyx_103_yuni_01"
"","","","103","2.5","","","","93","11030065",""
"","","","103","103431","","1","","12","11030066","1"
"0.3","0.2","1","103","103431","nyx_cmn_03","0","","3","11030067","nyx_cmn_01"
"","","","103","2","","","","93","11030068",""
"","","","103","104831","","1","","12","11030069","12"
"","0.2","","103","104831","","1","","3","11030070","nyx_talk_bitter"
"","","","103","2","","","","93","11030071",""
"","0.2","","103","104831","","1","","3","11030072","nyx_idle_bitter"
"","","","103","1","","","","93","11030073",""
"","","","103","11030056","","","","101","11030074",""
"1","1.2","-294.7","201","1","-235.4","110","nyx_201_akino_01","1","12010001","103231"
"1","1.2","-294.7","201","2","-235.4","120","nyx_201_akino_01","5","12010002","2"
"0","1.2","-281.6","201","1","-357","110","nyx_idle_normal","1","12010003","104631"
"1","1.2","-281.6","201","1","310.5","110","nyx_idle_normal","1","12010004","103431"
"0","1.2","-281.6","201","1","-453.3","110","nyx_idle_normal","1","12010005","104831"
"","1","1","201","2","0","0","","31","12010006","1"
"","1","1","201","11","0","0","","31","12010007","2"
"","","","201","bgm_M347","","","","25","12010008","bgm_M347"
"","","","201","2","","","","93","12010009",""
"","","","201","103231","","10","","11","12010010","タマキさん、この\n部品の組み立てを\nお願いしますわ！"
"","","","201","0","","","","91","12010011",""
"0.3","0.3","1","201","104631","nyx_idle_surprise1","0","","3","12010012","nyx_surprise"
"","","","201","104631","","10","","11","12010013","わ、わかったにゃ！\n…こんなの設計図に\nあったかにゃ…？"
"","","","201","0","","","","91","12010014",""
"","","","201","103231","","0","","4","12010015","0"
"","","","201","2","","","","4","12010016","0"
"0.3","0.3","","201","104631","","1","","3","12010017","nyx_idle_bitter2"
"0.3","0.3","","201","103231","","1","","3","12010018","nyx_201_akino_02"
"0.3","0.3","","201","2","","1","","3","12010019","nyx_201_akino_02"
"","","","201","103231","2.2","-294.7","","2","12010020","199"
"","","","201","2","2.2","-294.7","","2","12010021","199"
"","","","201","2.2","","","","93","12010022",""
"0.3","0.3","","201","103231","","1","","3","12010023","nyx_201_akino_01"
"0.3","0.3","","201","2","","1","","3","12010024","nyx_201_akino_01"
"","","","201","103231","","10","","11","12010025","ユカリさん！\nこの回路の発注を\n至急お願いします！"
"","","","201","0","","","","91","12010026",""
"0.3","0.3","","201","103431","","1","","3","12010027","nyx_cmn_01"
"","","","201","103431","","10","","11","12010028","えっ？　えっ？\nちょっとアキノさん\nこれ何に使うの！？"
"","","","201","0","","","","91","12010029",""
"0.3","0.3","","201","103431","","1","","3","12010030","nyx_idle_bitter2"
"","","","201","103231","","","","4","12010031","1"
"","","","201","2","","","","4","12010032","1"
"0.3","0.3","","201","103231","","1","","3","12010033","nyx_201_akino_02"
"0.3","0.3","","201","2","","1","","3","12010034","nyx_201_akino_02"
"","","","201","103231","2.2","-294.7","","2","12010035","-235.4"
"","","","201","2","2.2","-294.7","","2","12010036","-235.4"
"","","","201","2.2","","","","93","12010037",""
"0.3","0.3","","201","103231","","1","","3","12010038","nyx_201_akino_01"
"0.3","0.3","","201","2","","1","","3","12010039","nyx_201_akino_01"
"","","","201","103231","","10","","11","12010040","ミフユさんは動作\nチェックを念入りに\nお願いします！"
"","","","201","0","","","","91","12010041",""
"0.3","0.3","1","201","104831","nyx_idle_surprise1","0","","3","12010042","nyx_surprise"
"","0","","201","104831","","10","","11","12010043","は、はいっ！\n…アキノさんが\n燃えてるわ…"
"","","","201","0","","","","91","12010044",""
"0.3","0.3","","201","104831","","1","","3","12010045","nyx_talk_sad"
"","0","","201","104831","","10","","11","12010046","でもなぜかしら\n不安だわ…\n不安しかない…"
"","","","201","0","","","","91","12010047",""
"0.3","0.3","","201","104831","","1","","3","12010048","nyx_idle_bitter2"
"","","","201","0","","","","91","12010049",""
"","","","201","0.4","","","","93","12010050",""
"","","","201","103231","","0","","4","12010051","0"
"","","","201","2","","","","4","12010052","0"
"0.2","0.2","","201","103231","","1","","3","12010053","nyx_201_akino_02"
"0.2","0.2","","201","2","","1","","3","12010054","nyx_201_akino_02"
"","","","201","103231","2.2","-294.7","","2","12010055","199"
"","","","201","2","2.2","-294.7","","2","12010056","199"
"0.2","0.2","","201","103431","","1","","3","12010057","nyx_cmn_03"
"","","","201","2.2","","","","93","12010058",""
"","","","201","103231","","1","","12","12010059","10"
"0.2","0.2","","201","103231","","1","","3","12010060","nyx_201_akino_01"
"0.2","0.2","","201","2","","1","","3","12010061","nyx_201_akino_01"
"","","","201","0","","","","91","12010062",""
"0.2","0.2","","201","103431","","1","","3","12010063","nyx_idle_surprise1"
"","","","201","0","","","","91","12010064",""
"0.2","0.2","","201","103431","","1","","3","12010065","nyx_102_chloe_02"
"","","","201","103231","","","","4","12010066","1"
"","","","201","2","","","","4","12010067","1"
"0.2","0.2","","201","103231","","1","","3","12010068","nyx_201_akino_02"
"0.2","0.2","","201","2","","1","","3","12010069","nyx_201_akino_02"
"","","","201","103231","2.2","-294.7","","2","12010070","-235.4"
"","","","201","2","2.2","-294.7","","2","12010071","-235.4"
"","","","201","2.2","","","","93","12010072",""
"","","","201","103231","","1","","12","12010073","10"
"0.2","0.2","","201","103231","","1","","3","12010074","nyx_201_akino_01"
"0.2","","","201","2","","1","","3","12010075","nyx_201_akino_01"
"","","","201","3","","","","93","12010076",""
"0.2","0.2","1","201","104631","nyx_idle_normal","0","","3","12010077","cmn_nod_def_N"
"","","","201","0.8","","","","93","12010078",""
"","","","201","104831","","1","","12","12010079","3"
"0.2","0.2","1","201","104831","nyx_idle_sad","0","","3","12010080","nyx_talk_worry"
"","","","201","1","","","","93","12010081",""
"","","","201","12010051","","","","101","12010082",""
"0","1.2","-255","202","1","-136","100","nyx_202_tamaki_03_loop","5","12020001","3"
"1","1.2","-286.1","202","1","183.7","110","nyx_idle_joy1","1","12020002","103231"
"1","1.2","-286.1","202","2","312.6","120","nyx_202_yukari_01","5","12020003","5"
"1","1.2","-286.1","202","1","312.6","110","nyx_202_yukari_01","1","12020004","103431"
"0","1.2","-286.1","202","1","-269.8","120","nyx_idle_normal","1","12020005","104831"
"","1","1","202","2","0","0","","31","12020006","1"
"","1","1","202","12","34","0","","31","12020007","2"
"","0","1","202","16","130","-74","","31","12020008","7"
"0","1","-255","202","3","-208","110","nyx_yagura_idle","5","12020009","4"
"0","1.2","-286.1","202","2","-269.8","120","NoItem","5","12020010","6"
"","","","202","bgm_M347","","","","25","12020011","bgm_M347"
"","","","202","2","","","","93","12020012",""
"","","","202","3","","10","","11","12020013","開発もなんだか\n楽しくなってきた\nにゃ～！"
"","","","202","0","","","","91","12020014",""
"","","","202","3","","10","","11","12020015","ここまで来たら\n世界一のたい焼き\nメカにするにゃ！"
"","","","202","0","","","","91","12020016",""
"","","","202","3","","10","","11","12020017","あたしの全てを\n注ぎ込んでやる\nにゃあ～～！"
"","","","202","0.4","","","","93","12020018",""
"","0.2","1","202","3","nyx_202_tamaki_loop","0","","3","12020019","nyx_202_tamaki_03_puton"
"","","","202","12020017","","","","91","12020020",""
"","0.2","1","202","3","nyx_202_tamaki_01","0","","3","12020021","nyx_202_tamaki_up"
"","","1","202","4","nyx_yagura_up_idle","0","","3","12020022","nyx_yagura_up"
"","","","202","2.4","","","","93","12020023",""
"","","","202","7","","","","32","12020024","1"
"","0.2","","202","103231","","1","","3","12020025","nyx_202_akino_01_loop"
"","","","202","103231","","10","","11","12020026","おーほっほっほ！\n素晴らしい意気込み\nですわ、タマキさん"
"","","","202","0","","","","91","12020027",""
"","0.2","","202","104831","","1","","3","12020028","nyx_talk_anger2"
"","","","202","104831","","10","","11","12020029","設計図のどこにも\nたい焼きなんて\n書いてないわよ！？"
"","","","202","0","","","","91","12020030",""
"","0.2","","202","103431","","1","","3","12020031","nyx_idle_anger2"
"","0.2","","202","103431","","1","","3","12020032","nyx_202_yukari_01"
"","","","202","103431","","10","","11","12020033","ミフユさん…\nタマキさんなら\n大丈夫よ…ひっく"
"","","","202","0","","","","91","12020034",""
"0.2","0.2","","202","104831","nyx_cmn_04","0","","3","12020035","nyx_cmn_05"
"","0","","202","104831","","10","","11","12020036","ユカリさん？\n何を飲んでるの？\n…買収されたわね？"
"","","","202","0","","","","91","12020037",""
"","0.2","","202","103431","","1","","3","12020038","nyx_202_yukari_01"
"","","","202","103431","","10","","11","12020039","え～？\nにゃんのことぉ～？\n…うっふふ～♪"
"","","","202","0","","","","91","12020040",""
"","","","202","2","","","","93","12020041",""
"","","","202","103231","","1","","12","12020042","13"
"0.2","0.2","1","202","103231","nyx_202_akino_01_loop","0","","3","12020043","nyx_talk_joy2"
"","","","202","2.5","","","","93","12020044",""
"","","","202","104831","","1","","12","12020045","3"
"","0.2","","202","104831","","1","","3","12020046","nyx_talk_anger2"
"","","","202","2","","","","93","12020047",""
"","0.2","","202","104831","","0","","3","12020048","nyx_cmn_02"
"","0.2","1","202","6","NoItem","0","","3","12020049","nyx_cmn_02"
"","","","202","1","","","","93","12020050",""
"0.2","0.2","1","202","104831","nyx_cmn_04","0","","3","12020051","nyx_cmn_05"
"","","","202","2","","","","93","12020052",""
"","","","202","103431","","1","","12","12020053","5"
"0.2","0.2","1","202","5","nyx_202_yukari_01","0","","3","12020054","nyx_203_yukari_01"
"0.2","0.2","1","202","103431","nyx_202_yukari_01","0","","3","12020055","nyx_203_yukari_01"
"","","","202","1.2","","","","93","12020056",""
"","","","202","3","","1","","12","12020057","11"
"","","","202","0.8","","","","93","12020058",""
"","","","202","12020041","","","","101","12020059",""
"0","1.2","-286","203","1","-300","130","nyx_idle_normal","1","12030001","104831"
"1","1.2","-286","203","1","316","100","nyx_idle_normal","1","12030002","104631"
"1","1.2","-286","203","1","110","100","nyx_idle_normal","1","12030003","103231"
"0","1.2","-10","203","1","-200","100","nyx_203_yukari_01","1","12030004","103431"
"","1","1","203","2","0","0","","31","12030005","1"
"","1","1","203","13","34","-80","","31","12030006","2"
"0","1.2","-10","203","2","-200","110","nyx_203_yukari_01","5","12030007","3"
"0","1","-255","203","3","-250","120","nyx_yagura_up_harf","5","12030008","4"
"","","","203","bgm_M347","","","","25","12030009","bgm_M347"
"","","","203","2","","","","93","12030010",""
"","","","203","103431","","10","","11","12030011","あっれぇ～？\nここはどこぉ～？\n私はだれ～？"
"","","","203","0.6","","","","93","12030012",""
"0.2","0.2","1","203","103231","nyx_lookup_loop2","0","","3","12030013","nyx_lookup"
"","","","203","12030011","","","","91","12030014",""
"","","","203","103431","","10","","11","12030015","ん～？\nにゃ～にこの\nでっかいのぉ～"
"","","","203","0.6","","","","93","12030016",""
"0.2","0.2","1","203","104631","nyx_lookup_loop2","0","","3","12030017","nyx_lookup"
"","","","203","12030015","","","","91","12030018",""
"","0.2","1","203","3","nyx_203_yukari_05","0","","3","12030019","nyx_203_yukari_02"
"","0.2","1","203","103431","nyx_203_yukari_05","0","","3","12030020","nyx_203_yukari_02"
"","","","203","103431","","10","","11","12030021","あんたも麦しゅわ\n飲む～？\nお～いしいわよ～？"
"","","","203","0.4","","","","93","12030022",""
"0.2","0.2","1","203","104831","nyx_lookup_loop2","0","","3","12030023","nyx_lookup"
"","","","203","12030021","","","","91","12030024",""
"","","","203","0.2","","","","93","12030025",""
"0.2","0.2","1","203","104831","nyx_idle_sad","0","","3","12030026","nyx_cmn_02"
"","0","","203","104831","","10","","11","12030027","何してるのよ\nユカリさん…"
"","","","203","0.1","","","","93","12030028",""
"0.2","0.2","1","203","103231","nyx_cmn_04","0","","3","12030029","nyx_cmn_02"
"","","","203","103231","","10","","11","12030030","何してますの…\nユカリさん…"
"","","","203","0.1","","","","93","12030031",""
"0.2","0.2","1","203","104631","nyx_idle_sad","0","","3","12030032","nyx_cmn_02"
"","","","203","104631","","10","","11","12030033","何してるのにゃ\nユカリ…"
