34ed4ddedbeab030cf00a50d9386c35cadb3f43d4afd3b7f40a1d96c2e715ade,9d4cdb1e0b1abb8e04c3ce1420ce765ad67662eb07702e545fa55db592098ea5,5ab0df56afa74e4926b83c4d1ab1b5833231fee081b21a53ea69006ea4d4085d,20708f16639347ca384b25936015122e5c2b90badb9f345149236f776660286d,813ef1aa53c66960da166b045f93cdb844b49a32dd1943e3321ac7636606c3c5,1322c80065733b12ca016d94f92a83f0b962fa6c1606d166fc7834cb495bf2e1,124af94274fa6c7c9657930a983662775284eedbe1f25afb1f9597c5aa5352ca,bfa0d2978a6aed8cd53b03ce7a0f0685ce3416ee358d665fda54ed5b867c5f66,237ed6c33d9d0785e93fe44d336b1818472fe385483efb5fb8a143ab24bc148e
"59","320020110","-85","1","0","0","0.43","1","-45"
"60","320020110","85","2","0","0","0.43","2","-45"
"61","320020206","43.5","1","502002202","0","0.7","1","11"
"62","320020206","13","2","502002203","0","0.65","3","67"
"63","320020206","-74","3","0","0","0.65","2","49"
"64","320020207","-49","1","502002208","0","0.7","1","13"
"65","320020207","-4","2","502002209","0","0.85","3","62"
"66","320020207","59","3","0","0","0.65","2","50"
"67","320020208","0","1","0","0","1.05","1","-10"
"68","320020209","-15","1","0","0","1.05","1","-10"
"69","320020210","-85","1","0","0","0.43","1","-45"
"70","320020210","85","2","0","0","0.43","2","-45"
"71","320020306","43.5","1","502002302","0","0.7","1","11"
"72","320020306","13","2","502002303","0","0.65","3","67"
"73","320020306","-74","3","0","0","0.65","2","49"
"74","320020307","-49","1","502002308","0","0.7","1","13"
"75","320020307","-4","2","502002309","0","0.85","3","62"
"76","320020307","59","3","0","0","0.65","2","50"
"77","320020308","0","1","0","0","1.05","1","-10"
"78","320020309","-15","1","0","0","1.05","1","-10"
"79","320020310","-85","1","0","0","0.43","1","-45"
"80","320020310","85","2","0","0","0.43","2","-45"
"81","320020406","43.5","1","502002402","0","0.7","1","11"
"82","320020406","13","2","502002403","0","0.65","3","67"
"83","320020406","-74","3","0","0","0.65","2","49"
"84","320020407","-49","1","502002408","0","0.7","1","13"
"85","320020407","-4","2","502002409","0","0.85","3","62"
"86","320020407","59","3","0","0","0.65","2","50"
"87","320020408","0","1","0","0","1.05","1","-10"
"88","320020409","-15","1","0","0","1.05","1","-10"
"89","320020410","-85","1","0","0","0.43","1","-45"
"90","320020410","85","2","0","0","0.43","2","-45"
"91","320020506","43.5","1","502002502","0","0.7","1","11"
"92","320020506","13","2","502002503","0","0.65","3","67"
"93","320020506","-74","3","0","0","0.65","2","49"
"94","320020507","-49","1","502002508","0","0.7","1","13"
"95","320020507","-4","2","502002509","0","0.85","3","62"
"96","320020507","59","3","0","0","0.65","2","50"
"97","320020508","0","1","0","0","1.05","1","-10"
"98","320020509","-15","1","0","0","1.05","1","-10"
"99","320020510","-85","1","0","0","0.43","1","-45"
"100","320020510","85","2","0","0","0.43","2","-45"
"101","320030106","43.5","1","502003102","0","0.7","1","11"
"102","320030106","13","2","502003103","0","0.65","2","67"
"103","320030106","-74","3","0","0","0.65","3","49"
"104","320030107","-49","1","502003108","0","0.7","1","13"
"105","320030107","-4","2","502003109","0","0.85","3","62"
"106","320030107","59","3","0","0","0.65","2","50"
"107","320030108","0","1","0","0","1.05","1","-10"
"108","320030109","-15","1","0","0","1.05","1","-10"
"109","320030110","-85","1","0","0","0.43","1","-45"
"110","320030110","85","2","0","0","0.43","2","-45"
"111","320030206","43.5","1","502003202","0","0.7","1","11"
"112","320030206","13","2","502003203","0","0.65","2","67"
"113","320030206","-74","3","0","0","0.65","3","49"
"114","320030207","-49","1","502003208","0","0.7","1","13"
"115","320030207","-4","2","502003209","0","0.85","3","62"
"116","320030207","59","3","0","0","0.65","2","50"
"117","320030208","0","1","0","0","1.05","1","-10"
"118","320030209","-15","1","0","0","1.05","1","-10"
"119","320030210","-85","1","0","0","0.43","1","-45"
"120","320030210","85","2","0","0","0.43","2","-45"
"121","320030306","43.5","1","502003302","0","0.7","1","11"
"122","320030306","13","2","502003303","0","0.65","2","67"
"123","320030306","-74","3","0","0","0.65","3","49"
"124","320030307","-49","1","502003308","0","0.7","1","13"
"125","320030307","-4","2","502003309","0","0.85","3","62"
"126","320030307","59","3","0","0","0.65","2","50"
"127","320030308","0","1","0","0","1.05","1","-10"
"128","320030309","-15","1","0","0","1.05","1","-10"
"129","320030310","-85","1","0","0","0.43","1","-45"
"130","320030310","85","2","0","0","0.43","2","-45"
"131","320030406","43.5","1","502003402","0","0.7","1","11"
"132","320030406","13","2","502003403","0","0.65","2","67"
"133","320030406","-74","3","0","0","0.65","3","49"
"134","320030407","-49","1","502003408","0","0.7","1","13"
"135","320030407","-4","2","502003409","0","0.85","3","62"
"136","320030407","59","3","0","0","0.65","2","50"
"137","320030408","0","1","0","0","1.05","1","-10"
"138","320030409","-15","1","0","0","1.05","1","-10"
"139","320030410","-85","1","0","0","0.43","1","-45"
"140","320030410","85","2","0","0","0.43","2","-45"
"141","320030506","43.5","1","502003502","0","0.7","1","11"
"142","320030506","13","2","502003503","0","0.65","2","67"
"143","320030506","-74","3","0","0","0.65","3","49"
"144","320030507","-49","1","502003508","0","0.7","1","13"
"145","320030507","-4","2","502003509","0","0.85","3","62"
"146","320030507","59","3","0","0","0.65","2","50"
"147","320030508","0","1","0","0","1.05","1","-10"
"148","320030509","-15","1","0","0","1.05","1","-10"
"149","320030510","-85","1","0","0","0.43","1","-45"
"150","320030510","85","2","0","0","0.43","2","-45"
"151","320040106","-74","1","502004103","0","0.7","1","49"
"152","320040106","13","2","502004104","0","0.85","3","67"
"153","320040106","43.5","3","0","0","0.65","2","11"
"154","320040107","59","1","502004107","0","0.7","1","50"
"155","320040107","-4","2","502004109","0","0.85","3","62"
"156","320040107","-49","3","0","0","0.65","2","13"
"157","320040108","0","1","0","0","0.8","1","-10"
"158","320040109","30","1","0","0","0.9","1","20"
"159","320040110","20","1","0","0","1","1","-25"
"160","320040206","-74","1","502004203","0","0.7","1","49"
"161","320040206","13","2","502004204","0","0.85","3","67"
"162","320040206","43.5","3","0","0","0.65","2","11"
"163","320040207","59","1","502004207","0","0.7","1","50"
"164","320040207","-4","2","502004209","0","0.85","3","62"
"165","320040207","-49","3","0","0","0.65","2","13"
"166","320040208","0","1","0","0","0.8","1","-10"
"167","320040209","30","1","0","0","0.9","1","20"
"168","320040210","20","1","0","0","1","1","-25"
"169","320040306","-74","1","502004303","0","0.7","1","49"
"170","320040306","13","2","502004304","0","0.85","3","67"
"171","320040306","43.5","3","0","0","0.65","2","11"
"172","320040307","59","1","502004307","0","0.7","1","50"
"173","320040307","-4","2","502004309","0","0.85","3","62"
"174","320040307","-49","3","0","0","0.65","2","13"
"175","320040308","0","1","0","0","0.8","1","-10"
"176","320040309","30","1","0","0","0.9","1","20"
"177","320040310","20","1","0","0","1","1","-25"
"178","320040406","-74","1","502004403","0","0.7","1","49"
"179","320040406","13","2","502004404","0","0.85","3","67"
"180","320040406","43.5","3","0","0","0.65","2","11"
"181","320040407","59","1","502004407","0","0.7","1","50"
"182","320040407","-4","2","502004409","0","0.85","3","62"
"183","320040407","-49","3","0","0","0.65","2","13"
"184","320040408","0","1","0","0","0.8","1","-10"
"185","320040409","30","1","0","0","0.9","1","20"
"186","320040410","20","1","0","0","1","1","-25"
"187","320040506","-74","1","502004503","0","0.7","1","49"
"188","320040506","13","2","502004504","0","0.85","3","67"
"189","320040506","43.5","3","0","0","0.65","2","11"
"190","320040507","59","1","502004507","0","0.7","1","50"
"191","320040507","-4","2","502004509","0","0.85","3","62"
"192","320040507","-49","3","0","0","0.65","2","13"
"193","320040508","0","1","0","0","0.8","1","-10"
"194","320040509","30","1","0","0","0.9","1","20"
"195","320040510","20","1","0","0","1","1","-25"
"196","320050106","-74","1","502005101","0","0.7","2","40"
"197","320050106","13","2","502005103","0","1","3","67"
"198","320050106","43.5","3","0","0","0.65","1","11"
"199","320050107","59","1","502005106","0","0.7","2","50"
"200","320050107","30","2","502005108","0","0.9","3","62"
"201","320050107","-49","3","0","0","0.65","1","13"
"202","320050108","5","1","0","0","0.75","1","10"
"203","320050109","-10","1","0","0","0.75","1","10"
"204","320050110","20","1","0","0","1","1","-25"
"205","320050206","-74","1","502005201","0","0.7","2","40"
"206","320050206","13","2","502005203","0","1","3","67"
"207","320050206","43.5","3","0","0","0.65","1","11"
"208","320050207","59","1","502005206","0","0.7","2","50"
"209","320050207","30","2","502005208","0","0.9","3","62"
"210","320050207","-49","3","0","0","0.65","1","13"
"211","320050208","5","1","0","0","0.75","1","10"
"212","320050209","-10","1","0","0","0.75","1","10"
"213","320050210","20","1","0","0","1","1","-25"
"214","320050306","-74","1","502005301","0","0.7","2","40"
"215","320050306","13","2","502005303","0","1","3","67"
"216","320050306","43.5","3","0","0","0.65","1","11"
"217","320050307","59","1","502005306","0","0.7","2","50"
"218","320050307","30","2","502005308","0","0.9","3","62"
"219","320050307","-49","3","0","0","0.65","1","13"
"220","320050308","5","1","0","0","0.75","1","10"
"221","320050309","-10","1","0","0","0.75","1","10"
"222","320050310","20","1","0","0","1","1","-25"
"223","320050406","-74","1","502005401","0","0.7","2","40"
"224","320050406","13","2","502005403","0","1","3","67"
"225","320050406","43.5","3","0","0","0.65","1","11"
"226","320050407","59","1","502005406","0","0.7","2","50"
"227","320050407","30","2","502005408","0","0.9","3","62"
"228","320050407","-49","3","0","0","0.65","1","13"
"229","320050408","5","1","0","0","0.75","1","10"
"230","320050409","-10","1","0","0","0.75","1","10"
"231","320050410","20","1","0","0","1","1","-25"
"232","320050506","-74","1","502005501","0","0.7","2","40"
"233","320050506","13","2","502005503","0","1","3","67"
"234","320050506","43.5","3","0","0","0.65","1","11"
"235","320050507","59","1","502005506","0","0.7","2","50"
"236","320050507","30","2","502005508","0","0.9","3","62"
"237","320050507","-49","3","0","0","0.65","1","13"
"238","320050508","5","1","0","0","0.75","1","10"
"239","320050509","-10","1","0","0","0.75","1","10"
"240","320050510","20","1","0","0","1","1","-25"
"241","320060106","-74","1","502006101","0","0.7","2","40"
"242","320060106","13","2","502006103","0","0.7","3","67"
"243","320060106","43.5","3","0","0","0.65","1","11"
"244","320060107","59","1","502006106","0","0.7","2","50"
"245","320060107","30","2","502006108","0","0.9","3","62"
"246","320060107","-49","3","0","0","0.65","1","13"
"247","320060108","5","1","0","0","1","1","10"
"248","320060109","-10","1","0","0","1.2","1","10"
"249","320060110","20","1","0","0","1","1","-25"
"250","320060206","-74","1","502006201","0","0.7","2","40"
"251","320060206","13","2","502006203","0","0.7","3","67"
"252","320060206","43.5","3","0","0","0.65","1","11"
"253","320060207","59","1","502006206","0","0.7","2","50"
"254","320060207","30","2","502006208","0","0.9","3","62"
"255","320060207","-49","3","0","0","0.65","1","13"
"256","320060208","5","1","0","0","1","1","10"
"257","320060209","-10","1","0","0","1.2","1","10"
"258","320060210","20","1","0","0","1","1","-25"
"259","320060306","-74","1","502006301","0","0.7","2","40"
"260","320060306","13","2","502006303","0","0.7","3","67"
"261","320060306","43.5","3","0","0","0.65","1","11"
"262","320060307","59","1","502006306","0","0.7","2","50"
"263","320060307","30","2","502006308","0","0.9","3","62"
"264","320060307","-49","3","0","0","0.65","1","13"
"265","320060308","5","1","0","0","1","1","10"
"266","320060309","-10","1","0","0","1.2","1","10"
"267","320060310","20","1","0","0","1","1","-25"
"268","320060406","-74","1","502006401","0","0.7","2","40"
"269","320060406","13","2","502006403","0","0.7","3","67"
"270","320060406","43.5","3","0","0","0.65","1","11"
"271","320060407","59","1","502006406","0","0.7","2","50"
"272","320060407","30","2","502006408","0","0.9","3","62"
"273","320060407","-49","3","0","0","0.65","1","13"
"274","320060408","5","1","0","0","1","1","10"
"275","320060409","-10","1","0","0","1.2","1","10"
"276","320060410","20","1","0","0","1","1","-25"
"277","320060506","-74","1","502006501","0","0.7","2","40"
"278","320060506","13","2","502006503","0","0.7","3","67"
"279","320060506","43.5","3","0","0","0.65","1","11"
"280","320060507","59","1","502006506","0","0.7","2","50"
"281","320060507","30","2","502006508","0","0.9","3","62"
"282","320060507","-49","3","0","0","0.65","1","13"
"283","320060508","5","1","0","0","1","1","10"
"284","320060509","-10","1","0","0","1.2","1","10"
"285","320060510","20","1","0","0","1","1","-25"
"286","320070106","-74","1","502007101","0","0.7","2","40"
"287","320070106","43","2","502007103","0","0.7","3","67"
"288","320070106","43.5","3","0","0","0.65","1","11"
"289","320070107","59","1","502007106","0","0.7","2","50"
"290","320070107","30","2","502007108","0","0.9","3","62"
"291","320070107","-49","3","0","0","0.65","1","13"
"292","320070108","5","1","0","0","0.9","1","20"
"293","320070109","0","1","0","0","0.9","1","20"
"294","320070110","-20","1","0","0","1","1","-20"
"295","320070206","-74","1","502007201","0","0.7","2","40"
"296","320070206","43","2","502007203","0","0.7","3","67"
"297","320070206","43.5","3","0","0","0.65","1","11"
"298","320070207","59","1","502007206","0","0.7","2","50"
"299","320070207","30","2","502007208","0","0.9","3","62"
"300","320070207","-49","3","0","0","0.65","1","13"
"301","320070208","5","1","0","0","0.9","1","20"
"302","320070209","0","1","0","0","0.9","1","20"
"303","320070210","-20","1","0","0","1","1","-20"
"304","320070306","-74","1","502007301","0","0.7","2","40"
"305","320070306","43","2","502007303","0","0.7","3","67"
"306","320070306","43.5","3","0","0","0.65","1","11"
"307","320070307","59","1","502007306","0","0.7","2","50"
"308","320070307","30","2","502007308","0","0.9","3","62"
"309","320070307","-49","3","0","0","0.65","1","13"
"310","320070308","5","1","0","0","0.9","1","20"
"311","320070309","0","1","0","0","0.9","1","20"
"312","320070310","-20","1","0","0","1","1","-20"
"313","320070406","-74","1","502007401","0","0.7","2","40"
"314","320070406","43","2","502007403","0","0.7","3","67"
"315","320070406","43.5","3","0","0","0.65","1","11"
"316","320070407","59","1","502007406","0","0.7","2","50"
"317","320070407","30","2","502007408","0","0.9","3","62"
"318","320070407","-49","3","0","0","0.65","1","13"
"319","320070408","5","1","0","0","0.9","1","20"
"320","320070409","0","1","0","0","0.9","1","20"
"321","320070410","-20","1","0","0","1","1","-20"
"322","320070506","-74","1","502007501","0","0.7","2","40"
"323","320070506","43","2","502007503","0","0.7","3","67"
"324","320070506","43.5","3","0","0","0.65","1","11"
"325","320070507","59","1","502007506","0","0.7","2","50"
"326","320070507","30","2","502007508","0","0.9","3","62"
"327","320070507","-49","3","0","0","0.65","1","13"
"328","320070508","5","1","0","0","0.9","1","20"
"329","320070509","0","1","0","0","0.9","1","20"
"330","320070510","-20","1","0","0","1","1","-20"
"331","320080106","-74","1","502008101","0","0.7","2","40"
"332","320080106","43","2","502008103","0","0.9","3","67"
"333","320080106","43.5","3","0","0","0.65","1","11"
"334","320080107","59","1","502008106","0","0.7","2","50"
"335","320080107","30","2","502008108","0","0.9","3","62"
"336","320080107","-49","3","0","0","0.65","1","13"
"337","320080108","5","1","0","0","0.8","1","20"
"338","320080109","0","1","0","0","1.1","1","20"
"339","320080110","-20","1","0","0","1","1","-20"
"340","320080206","-74","1","502008201","0","0.7","2","40"
"341","320080206","43","2","502008203","0","0.9","3","67"
"342","320080206","43.5","3","0","0","0.65","1","11"
"343","320080207","59","1","502008206","0","0.7","2","50"
"344","320080207","30","2","502008208","0","0.9","3","62"
"345","320080207","-49","3","0","0","0.65","1","13"
"346","320080208","5","1","0","0","0.8","1","20"
"347","320080209","0","1","0","0","1.1","1","20"
"348","320080210","-20","1","0","0","1","1","-20"
"349","320080306","-74","1","502008301","0","0.7","2","40"
"350","320080306","43","2","502008303","0","0.9","3","67"
"351","320080306","43.5","3","0","0","0.65","1","11"
"352","320080307","59","1","502008306","0","0.7","2","50"
"353","320080307","30","2","502008308","0","0.9","3","62"
"354","320080307","-49","3","0","0","0.65","1","13"
"355","320080308","5","1","0","0","0.8","1","20"
"356","320080309","0","1","0","0","1.1","1","20"
"357","320080310","-20","1","0","0","1","1","-20"
"358","320080406","-74","1","502008401","0","0.7","2","40"
"359","320080406","43","2","502008403","0","0.9","3","67"
"360","320080406","43.5","3","0","0","0.65","1","11"
"361","320080407","59","1","502008406","0","0.7","2","50"
"362","320080407","30","2","502008408","0","0.9","3","62"
"363","320080407","-49","3","0","0","0.65","1","13"
"364","320080408","5","1","0","0","0.8","1","20"
"365","320080409","0","1","0","0","1.1","1","20"
"366","320080410","-20","1","0","0","1","1","-20"
"367","320080506","-74","1","502008501","0","0.7","2","40"
"368","320080506","43","2","502008503","0","0.9","3","67"
"369","320080506","43.5","3","0","0","0.65","1","11"
"370","320080507","59","1","502008506","0","0.7","2","50"
"371","320080507","30","2","502008508","0","0.9","3","62"
"372","320080507","-49","3","0","0","0.65","1","13"
"373","320080508","5","1","0","0","0.8","1","20"
"374","320080509","0","1","0","0","1.1","1","20"
"375","320080510","-20","1","0","0","1","1","-20"
"376","320090106","-74","1","502009101","0","0.7","2","40"
"377","320090106","13","2","502009103","0","1","3","67"
"378","320090106","43.5","3","0","0","0.65","1","11"
"379","320090107","-68","1","502009106","0","0.7","2","50"
"380","320090107","30","2","502009108","0","0.9","3","62"
"381","320090107","29","3","0","0","0.65","1","13"
"382","320090108","5","1","0","0","0.75","1","10"
"383","320090109","0","1","0","0","1","1","10"
"384","320090110","-20","1","0","0","1","1","-20"
"385","320090206","-74","1","502009201","0","0.7","2","40"
"386","320090206","13","2","502009203","0","1","3","67"
"387","320090206","43.5","3","0","0","0.65","1","11"
"388","320090207","-68","1","502009206","0","0.7","2","50"
"389","320090207","30","2","502009208","0","0.9","3","62"
"390","320090207","29","3","0","0","0.65","1","13"
"391","320090208","5","1","0","0","0.75","1","10"
"392","320090209","0","1","0","0","1","1","10"
"393","320090210","-20","1","0","0","1","1","-20"
"394","320090306","-74","1","502009301","0","0.7","2","40"
"395","320090306","13","2","502009303","0","1","3","67"
"396","320090306","43.5","3","0","0","0.65","1","11"
"397","320090307","-68","1","502009306","0","0.7","2","50"
"398","320090307","30","2","502009308","0","0.9","3","62"
"399","320090307","29","3","0","0","0.65","1","13"
"400","320090308","5","1","0","0","0.75","1","10"
"401","320090309","0","1","0","0","1","1","10"
"402","320090310","-20","1","0","0","1","1","-20"
"403","320090406","-74","1","502009401","0","0.7","2","40"
"404","320090406","13","2","502009403","0","1","3","67"
"405","320090406","43.5","3","0","0","0.65","1","11"
"406","320090407","-68","1","502009406","0","0.7","2","50"
"407","320090407","30","2","502009408","0","0.9","3","62"
"408","320090407","29","3","0","0","0.65","1","13"
"409","320090408","5","1","0","0","0.75","1","10"
"410","320090409","0","1","0","0","1","1","10"
"411","320090410","-20","1","0","0","1","1","-20"
"412","320090506","-74","1","502009501","0","0.7","2","40"
"413","320090506","13","2","502009503","0","1","3","67"
"414","320090506","43.5","3","0","0","0.65","1","11"
"415","320090507","-68","1","502009506","0","0.7","2","50"
"416","320090507","30","2","502009508","0","0.9","3","62"
"417","320090507","29","3","0","0","0.65","1","13"
"418","320090508","5","1","0","0","0.75","1","10"
"419","320090509","0","1","0","0","1","1","10"
"420","320090510","-20","1","0","0","1","1","-20"
"421","320100106","-74","1","502010101","0","0.7","2","40"
"422","320100106","13","2","502010103","0","1","3","67"
"423","320100106","43.5","3","0","0","0.65","1","11"
"424","320100107","-68","1","502010106","0","0.7","2","50"
"425","320100107","30","2","502010108","0","0.9","3","62"
"426","320100107","29","3","0","0","0.65","1","13"
"427","320100108","40","1","0","0","0.9","1","60"
"428","320100109","0","1","0","0","1","1","10"
"429","320100110","-20","1","0","0","1","1","-35"
"430","320100206","-74","1","502010201","0","0.7","2","40"
"431","320100206","13","2","502010203","0","1","3","67"
"432","320100206","43.5","3","0","0","0.65","1","11"
"433","320100207","-68","1","502010206","0","0.7","2","50"
"434","320100207","30","2","502010208","0","0.9","3","62"
"435","320100207","29","3","0","0","0.65","1","13"
"436","320100208","40","1","0","0","0.9","1","60"
"437","320100209","0","1","0","0","1","1","10"
"438","320100210","-20","1","0","0","1","1","-35"
"439","320100306","-74","1","502010301","0","0.7","2","40"
"440","320100306","13","2","502010303","0","1","3","67"
"441","320100306","43.5","3","0","0","0.65","1","11"
"442","320100307","-68","1","502010306","0","0.7","2","50"
"443","320100307","30","2","502010308","0","0.9","3","62"
"444","320100307","29","3","0","0","0.65","1","13"
"445","320100308","40","1","0","0","0.9","1","60"
"446","320100309","0","1","0","0","1","1","10"
"447","320100310","-20","1","0","0","1","1","-35"
"448","320100406","-74","1","502010401","0","0.7","2","40"
"449","320100406","13","2","502010403","0","1","3","67"
"450","320100406","43.5","3","0","0","0.65","1","11"
"451","320100407","-68","1","502010406","0","0.7","2","50"
"452","320100407","30","2","502010408","0","0.9","3","62"
"453","320100407","29","3","0","0","0.65","1","13"
"454","320100408","40","1","0","0","0.9","1","60"
"455","320100409","0","1","0","0","1","1","10"
"456","320100410","-20","1","0","0","1","1","-35"
"457","320100506","-74","1","502010501","0","0.7","2","40"
"458","320100506","13","2","502010503","0","1","3","67"
"459","320100506","43.5","3","0","0","0.65","1","11"
"460","320100507","-68","1","502010506","0","0.7","2","50"
"461","320100507","30","2","502010508","0","0.9","3","62"
"462","320100507","29","3","0","0","0.65","1","13"
"463","320100508","40","1","0","0","0.9","1","60"
"464","320100509","0","1","0","0","1","1","10"
"465","320100510","-20","1","0","0","1","1","-35"
"466","320110106","-74","1","502011101","0","0.7","2","40"
"467","320110106","13","2","502011103","0","1","3","67"
"468","320110106","43.5","3","0","0","0.65","1","11"
"469","320110107","-98","1","502011106","0","0.7","2","50"
"470","320110107","0","2","502011108","0","1.1","3","72"
"471","320110107","49","3","0","0","0.65","1","13"
"472","320110108","-40","1","0","0","0.75","1","30"
"473","320110109","20","1","0","0","1.2","1","50"
"474","320110110","-20","1","0","0","1.1","1","-35"
"475","320110206","-74","1","502011201","0","0.7","2","40"
"476","320110206","13","2","502011203","0","1","3","67"
"477","320110206","43.5","3","0","0","0.65","1","11"
"478","320110207","-98","1","502011206","0","0.7","2","50"
"479","320110207","0","2","502011208","0","1.1","3","72"
"480","320110207","49","3","0","0","0.65","1","13"
"481","320110208","-40","1","0","0","0.75","1","30"
"482","320110209","20","1","0","0","1.2","1","50"
"483","320110210","-20","1","0","0","1.1","1","-35"
"484","320110306","-74","1","502011301","0","0.7","2","40"
"485","320110306","13","2","502011303","0","1","3","67"
"486","320110306","43.5","3","0","0","0.65","1","11"
"487","320110307","-98","1","502011306","0","0.7","2","50"
"488","320110307","0","2","502011308","0","1.1","3","72"
"489","320110307","49","3","0","0","0.65","1","13"
"490","320110308","-40","1","0","0","0.75","1","30"
"491","320110309","20","1","0","0","1.2","1","50"
"492","320110310","-20","1","0","0","1.1","1","-35"
"493","320110406","-74","1","502011401","0","0.7","2","40"
"494","320110406","13","2","502011403","0","1","3","67"
"495","320110406","43.5","3","0","0","0.65","1","11"
"496","320110407","-98","1","502011406","0","0.7","2","50"
"497","320110407","0","2","502011408","0","1.1","3","72"
"498","320110407","49","3","0","0","0.65","1","13"
"499","320110408","-40","1","0","0","0.75","1","30"
"500","320110409","20","1","0","0","1.2","1","50"
"501","320110410","-20","1","0","0","1.1","1","-35"
"502","320110506","-74","1","502011501","0","0.7","2","40"
"503","320110506","13","2","502011503","0","1","3","67"
"504","320110506","43.5","3","0","0","0.65","1","11"
"505","320110507","-98","1","502011506","0","0.7","2","50"
"506","320110507","0","2","502011508","0","1.1","3","72"
"507","320110507","49","3","0","0","0.65","1","13"
"508","320110508","-40","1","0","0","0.75","1","30"
"509","320110509","20","1","0","0","1.2","1","50"
"510","320110510","-20","1","0","0","1.1","1","-35"
"511","320120106","-74","1","502012101","0","0.7","2","40"
"512","320120106","10","2","502012103","0","1","3","67"
"513","320120106","43.5","3","0","0","0.65","1","11"
"514","320120107","-98","1","502012106","0","0.7","2","50"
"515","320120107","0","2","502012108","0","1","3","72"
"516","320120107","49","3","0","0","0.65","1","13"
"517","320120108","10","1","0","0","1.2","1","30"
"518","320120109","40","1","0","0","0.9","1","40"
"519","320120110","-20","1","0","0","1.1","1","-35"
"520","320120206","-74","1","502012201","0","0.7","2","40"
"521","320120206","10","2","502012203","0","1","3","67"
