e9790c5ac8337cb0f84384aa484abbb943069c8dfe0b337abf7dcd372908b59e,a6b4ccab9739545158815bf461780aa091dfeff44df43bce7dd6b9b009c1b280,31b0993904d240a2878608be1c17ea2439c08827b54bcf94b407c9200b06ac22,649d9410b4802c179c88ce61627f6fbda8c9b611f126ff939af6301e2094286a,6aca97b23cc2f3bb2e46f32edc88a8f18664c387be337bcb62fadebf768074c7,91193e646e0495648108672a2811c2c51939eb7d0e85a693843e56b66319ba29,bbed0748d8a26af3856b557b44db44c224d079e2eb731a428044e89d48d6cf73,7b06513b6233c45a7884079f9d7989a2d45c6ceb8ebeb960ad4114ce92c6702f,88576a6b08bd1413e8cad493d082e651c95ee156276682833c87aac135c78778,4831baa4211f3b4835dce5b3b54084634c9f3ec4cad81b40581dde8768a791f9,565d3c1701e865593b84e83c311cee725dcecf2251e79bc21302b350b6fee8ef,592d6e3a1cac4dcc4ceec3868c49ec317f10d628f5f364a80c1c7cfbf24f859e,c48648d2622107319ebb07e5ae0cf53c3c055f43d028204a20e23965158fbb26,a153b1f18aab865c00ab0cdb2e59716002ae7318ac6e9c765c9ba206a9ea354b
"5","12","12","30","1","4","3","65","2","8101","1","2","8","0"
"5","12","12","30","1","4","3","65","2","8102","3","3","8","40"
"5","12","12","30","1","4","3","65","2","8103","4","5","8","0"
"5","12","12","30","1","4","3","65","2","8104","6","6","8","40"
"5","12","12","30","1","4","3","65","2","8105","7","8","8","0"
"5","12","12","30","1","4","3","65","2","8106","9","9","8","40"
"5","12","12","30","1","4","3","65","2","8107","10","11","8","0"
"5","12","12","30","1","4","3","65","2","8108","12","12","8","40"
"5","12","12","30","1","4","3","65","2","8109","13","14","8","0"
"5","12","12","30","1","4","3","65","2","8110","15","15","8","40"
