385871ce547a029e362893412d4c73ee96e3b18cc60c66ee2022d5c40bf18e69,b463e82f9734c2c5258588694575ac8787602da7edb30c6d5e507bdd90ba84ad,d5a90e05b1a494b576361f5a51f765cd4758bcbde25b1056a8754302fb212235,663afbb17db02e01dfaef3f56103c8d0f5b144f52426b3821a805635cbb49d0e,4140bea346ba61d4c61d2f9e06d22b9b3490185a520e97ef27a5f908eadad4f3,fc260c9af3d06d216892ace86c7fc2fe0bbac8b7e2c512b23e3a48c9705e15cf,980e02fa78cd8ebf12d16985e7c7353414803fbf00fa962b14862a33834d5949,a919f09347a0b6ea00c4d02c1801847b2c73092d41a9bbc097e6115e65307bbf,fefe0238df6e139d5b7ab3b64b3196151a41b1dcdb1a8d0f51ff5efbddf419b0,14f35130b03c28cd28eef9b407a7494e6877a2a484f4471a543d767b31909c08,bd1c34eccfd5f43a38f708221abb22f7e4414464fff0427861041b4273727e89
"61140","","","","5146061","","","","92","",""
"61141","","","0","5146061","0111_out","0","","3","201",""
"61142","","","","5146061","0","","","93","0.2",""
"61143","","","","5146061","0","","","22","0",""
"61144","","","","5146061","","","","93","0.5",""
"61145","","","","5146061","1","","","32","11",""
"61146","","","0","5146061","se_10055900_camera","","","23","se_10055900",""
"61147","","","","5146061","0","","","93","0.2",""
"61148","","","","5146061","0","","","32","10",""
"61149","","","","5146061","0","","","93","1.8",""
"61150","","","","5146061","0.5","","","24","se_10055900_coaster_02",""
"61151","","","","5146061","iris_out","","","37","2",""
"61152","0","","-278","5146061","129","","0","2","106011",""
"61153","0","","-278","5146061","129","","0","2","1060",""
"61154","0","","-278","5146061","-34","","0","2","105811",""
"61155","0","","-278","5146061","-34","","0","2","1058",""
"61156","0","","-288","5146061","-194","","0","2","105911",""
"61157","0","","-288","5146061","-194","","0","2","1059",""
"61158","","","1","5146061","walk_normal_dere2","0.2","","3","106011",""
"61159","","","1","5146061","walk_normal_dere2","0.2","","3","1060",""
"61160","","","1","5146061","walk_normal_joy","0.2","","3","105811",""
"61161","","","1","5146061","walk_normal_joy","0.2","","3","1058",""
"61162","","","1","5146061","kokkoro_walk_normal_dere","0.2","","3","105911",""
"61163","","","1","5146061","kokkoro_walk_normal_dere","0.2","","3","1059",""
"61164","0","","-278","5146061","290","","2","2","106011",""
"61165","0","","-278","5146061","290","","2","2","1060",""
"61166","0","","-278","5146061","-225","","2","2","105811",""
"61167","0","","-278","5146061","-225","","2","2","1058",""
"61168","0","","-288","5146061","-385","","2","2","105911",""
"61169","0","","-288","5146061","-385","","2","2","1059",""
"61170","","","","5146061","0","","","4","106011",""
"61171","","","","5146061","0","","","4","1060",""
"61172","","","","5146061","1","","","4","105811",""
"61173","","","","5146061","1","","","4","1058",""
"61174","","","","5146061","1","","","4","105911",""
"61175","","","","5146061","1","","","4","1059",""
"61176","","","","5146061","0","","","93","2",""
"61177","","","","5146061","1","","","4","106011",""
"61178","","","","5146061","1","","","4","1060",""
"61179","","","","5146061","0","","","4","105811",""
"61180","","","","5146061","0","","","4","1058",""
"61181","","","","5146061","0","","","4","105911",""
"61182","","","","5146061","0","","","4","1059",""
"61183","","","1","5146061","joy_idle_doya_shy","0.2","","3","106011",""
"61184","","","1","5146061","joy_idle_doya_shy","0.2","","3","1060",""
"61185","","","1","5146061","idle_normal","0.2","","3","105811",""
"61186","","","1","5146061","idle_normal","0.2","","3","1058",""
"61187","","","1","5146061","kokkoro_idle_normal_joy","0.2","","3","105911",""
"61188","","","1","5146061","kokkoro_idle_normal_joy","0.2","","3","1059",""
"61189","","","","5146061","0","","","93","0.3",""
"61190","1","","0","5146061","jump_short","0.2","guts2_talk_joy","3","105811","0.2"
"61191","1","","0","5146061","jump_short","0.2","guts2_talk_joy","3","1058","0.2"
"61192","","","0","5146061","vo_apg_0112","","0","21","vo_apg",""
"61193","1","0","10","5146061","はぁ～♪\n楽しかったですねー☆","0","1","11","105811","0"
"61194","","","","5146061","","","","91","0",""
"61195","","","1","5146061","idle_normal","0.2","","3","105811",""
"61196","","","1","5146061","idle_normal","0.2","","3","1058",""
"61197","","","1","5146061","kokkoro_talk_normal","0.2","","3","105911",""
"61198","","","1","5146061","kokkoro_talk_normal","0.2","","3","1059",""
"61199","","","0","5146061","vo_apg_0113","","0","21","vo_apg",""
"61200","1","0","10","5146061","みなさま。\nお写真が\n仕上がったみたいです","0","1","11","105911","0"
"61201","","","","5146061","","","","91","0",""
"61202","","","1","5146061","kokkoro_idle_normal_joy","0.2","","3","105911",""
"61203","","","1","5146061","kokkoro_idle_normal_joy","0.2","","3","1059",""
"61204","1","","0","5146061","armcrossed_in_dere_shy","0.2","armcrossed_talk_dere_shy","3","106011","0"
"61205","1","","0","5146061","armcrossed_in_dere_shy","0.2","armcrossed_talk_dere_shy","3","1060","0"
"61206","","","0","5146061","vo_apg_0114","","0","21","vo_apg",""
"61207","1","0","10","5146061","は～最悪。\n…ま、どんなもんか\n一応見てやるけど♪","0","1","11","106011","0"
"61208","","","","5146061","","","","91","0",""
"61209","","","","5146061","0","","","22","0",""
"61210","","","0","5146061","armcrossed_idle_anger_lookup","0.2","","3","106011",""
"61211","","","0","5146061","armcrossed_idle_anger_lookup","0.2","","3","1060",""
"61212","","","1","5146061","idle_normal_lookup","0.2","","3","105811",""
"61213","","","1","5146061","idle_normal_lookup","0.2","","3","1058",""
"61214","","","1","5146061","kokkoro_wish_idle_joy_lookup","0.2","","3","105911",""
"61215","","","1","5146061","kokkoro_wish_idle_joy_lookup","0.2","","3","1059",""
"61216","","","0","5146061","coaster_1_in","0","","3","21",""
"61217","","","0","5146061","se_10055900_photo","","","23","se_10055900",""
"61218","","","","5146061","0","","","93","2.3",""
"61219","","","1","5146061","idle_normal_surprise","0.2","","3","105811",""
"61220","","","1","5146061","idle_normal_surprise","0.2","","3","1058",""
"61221","","","1","5146061","kokkoro_idle_normal_surprise","0.2","","3","105911",""
"61222","","","1","5146061","kokkoro_idle_normal_surprise","0.2","","3","1059",""
"61223","1","","0","5146061","pointing_in_noface","0.2","pointing_loop_noface","3","106011","0"
"61224","1","","0","5146061","pointing_in_kyaru","0.2","pointing_loop_kyaru","3","1060","0"
"61225","","","0","5146061","vo_apg_0115","","0","21","vo_apg",""
"61226","1","0","10","5146061","ってなによこれーっ！！！\nあたし写ってないじゃない！！？","0","1","11","106011","0"
"61227","","","","5146061","1","","","93","0.5",""
"61228","","","0.5","5146061","30","","","122","30",""
"61229","","","","5146061","","","","91","61226",""
"61230","","","1","5146061","surprise_talk","0.2","","3","105811",""
"61231","","","1","5146061","surprise_talk","0.2","","3","1058",""
"61232","","","0","5146061","vo_apg_0116","","0","21","vo_apg",""
"61233","1","0","10","5146061","……へ？\nキャルちゃんほんとは\n写りたかったんですか？","0","1","11","105811","0"
"61234","","","","5146061","","","","91","0",""
"61235","","","1","5146061","idle_normal_talk1R","0.2","","3","105811",""
"61236","","","1","5146061","idle_normal_talk1R","0.2","","3","1058",""
"61237","","","1","5146061","kokkoro_sad_talk","0.2","","3","105911",""
"61238","","","1","5146061","kokkoro_sad_talk","0.2","","3","1059",""
"61239","","","0","5146061","vo_apg_0117","","0","21","vo_apg",""
"61240","1","0","10","5146061","写りたくないのではと思って\nキャルさまを隠しましたが。\n余計なお世話だったみたいです","0","1","11","105911","0"
"61241","","","","5146061","","","","91","0",""
"61242","","","1","5146061","kokkoro_idle_normal","0.2","","3","105911",""
"61243","","","1","5146061","kokkoro_idle_normal","0.2","","3","1059",""
"61244","1","","0","5146061","shock_in_shy_red","0.2","shock_loop_shy_red","3","106011","0"
"61245","1","","0","5146061","shock_in_shy_red","0.2","shock_loop_shy_red","3","1060","0"
"61246","","","0","5146061","vo_apg_0118","","0","21","vo_apg",""
"61247","1","0","10","5146061","い…いやそういう訳じゃ\nないけどっ！！？","0","1","11","106011","0"
"61248","","","","5146061","","","","91","0",""
"61249","","","0","5146061","coaster_1_out","0","","3","21",""
"61250","","","1","5146061","kokkoro_idle_normal_joy","0.2","","3","105911","0.2"
"61251","","","1","5146061","kokkoro_idle_normal_joy","0.2","","3","1059","0.2"
"61252","","","1","5146061","joy_talk","0.2","","3","105811","0.2"
"61253","","","1","5146061","joy_talk","0.2","","3","1058","0.2"
"61254","","","0","5146061","vo_apg_0119","","0","21","vo_apg",""
"61255","1","0","10","5146061","なんだ♪\nじゃあもう一回乗りましょー♪","0","1","11","105811","0"
"61256","","","","5146061","","","","91","0",""
"61257","","","1","5146061","joy_idle","0.2","","3","105811",""
"61258","","","1","5146061","joy_idle","0.2","","3","1058",""
"61259","","","1","5146061","kokkoro_wish_talk_normal2","0.2","","3","105911",""
"61260","","","1","5146061","kokkoro_wish_talk_normal2","0.2","","3","1059",""
"61261","","","0","5146061","vo_apg_0120","","0","21","vo_apg",""
"61262","1","0","10","5146061","はい、そういたしましょう♪","0","1","11","105911","0"
"61263","","","","5146061","","","","91","0",""
"61264","","","","5146061","0","","","22","0",""
"61265","","","1","5146061","kokkoro_wish_idle_joy","0.2","","3","105911",""
"61266","","","1","5146061","kokkoro_wish_idle_joy","0.2","","3","1059",""
"61267","","","1","5146061","anger_talk_anger2_red","0.2","","3","106011",""
"61268","","","1","5146061","anger_talk_anger2_red","0.2","","3","1060",""
"61269","0","0","2","5146061","2","0","0","12","106011","0"
"61270","0","0","2","5146061","10","0","0","12","105811","0"
"61271","0","0","2","5146061","10","0","0","12","105911","0"
"61272","","","","5146061","0","","","93","2",""
"61273","","","","5146061","","","","101","61274",""
"61274","","","","5146061","0.2","","","22","0",""
"62001","-278","idle_normal","103","5146062","100911","1.8","-290","1","1","0"
"62002","-278","idle_normal","104","5146062","1009","1.8","-290","5","3","0"
"62003","-278","idle_normal","100","5146062","131011","1.8","290","1","1","1"
"62004","","","","5146062","203","","","13","100911",""
"62005","","","","5146062","200","","","13","131011",""
"62006","-174","idle","15","5146062","7","0.85","0","5","7","0"
"62007","71","empty","210","5146062","20","1","-132","5","20","0"
"62008","-42","empty","210","5146062","22","1","0","5","22","0"
"62009","153","empty","60","5146062","21","1","0","5","21","0"
"62010","1","","0","5146062","1","1","0","31","1",""
"62011","1","","0","5146062","2","0","-57.7","31","2",""
"62012","1","","0","5146062","10","0","0","31","10",""
"62013","1","","0","5146062","11","0","0","31","11",""
"62014","1","","-290","5146062","14","0","-278","31","14",""
"62015","1","","0","5146062","20","1","0","31","20",""
"62016","","","","5146062","100911","","","36","20",""
"62017","","","","5146062","20","","","36","20",""
"62018","","","","5146062","22","","","36","20",""
"62019","","","","5146062","0","","","91","0",""
"62020","","","0","5146062","0","","","102","0",""
"62021","","","","5146062","0","","","93","1",""
"62022","1","","0","5146062","cool_in_dere","0.2","cool_talk_dere","3","100911","0"
"62023","1","","0","5146062","cool_in_dere","0.2","cool_talk_dere","3","1009","0"
"62024","","","0","5146062","vo_apg_0201","","0","21","vo_apg",""
"62025","1","0","10","5146062","いざ征かん、極滅禁断秘儀へ！\nさあ、案内を頼むぞ！","0","1","11","100911","0"
"62026","","","","5146062","","","","91","0",""
"62027","","","1","5146062","cool_idle","0.2","","3","100911",""
"62028","","","1","5146062","cool_idle","0.2","","3","1009",""
"62029","","","1","5146062","wish_talk_joy","0.2","","3","131011",""
"62030","","","0","5146062","vo_apg_0202","","0","21","vo_apg",""
"62031","1","0","10","5146062","アンナはんが興味持って\nくれるなんてうれしいわ～\nしっかり案内させてもらいます","0","1","11","131011","0"
"62032","","","","5146062","","","","91","0",""
"62033","","","1","5146062","wish_idle","0.2","","3","131011",""
"62034","1","","0","5146062","anna_armcrossed","0.2","sad_talk","3","100911","0.2"
"62035","1","","0","5146062","anna_armcrossed","0.2","sad_talk","3","1009","0.2"
"62036","","","0","5146062","vo_apg_0203","","0","21","vo_apg",""
"62037","1","0","10","5146062","うむ！　シグルドたちも\n挑んだというその試練、この冥姫も…\nって、え？　\nこれ、もしかして絶叫系…？","0","1","11","100911","0"
"62038","","","","5146062","","","","91","0",""
"62039","","","1","5146062","sad_idle","0.2","","3","100911",""
"62040","","","1","5146062","sad_idle","0.2","","3","1009",""
"62041","1","","0","5146062","maho_talk_normal","0.2","surprise_talk","3","131011","0.2"
"62042","","","0","5146062","vo_apg_0204","","0","21","vo_apg",""
"62043","1","0","10","5146062","このパークの大人気\nアトラクションなんよ～\nあら？　どないしはりました？\n顔色が良くないような…","0","1","11","131011","0"
"62044","","","","5146062","","","","91","0",""
"62045","","","1","5146062","surprise_idle","0.2","","3","131011",""
"62046","","","1","5146062","anger_talk_shy","0.2","","3","100911",""
"62047","","","1","5146062","anger_talk_shy","0.2","","3","1009",""
"62048","","","0","5146062","vo_apg_0205","","0","21","vo_apg",""
"62049","1","0","10","5146062","べべべ、別に　お、怯えてなぞ…\nまったくもって、一向に構わぬが？","0","1","11","100911","0"
"62050","","","","5146062","","","","91","0",""
"62051","","","1","5146062","anger_idle_shy","0.2","","3","100911",""
"62052","","","1","5146062","anger_idle_shy","0.2","","3","1009",""
"62053","","","1","5146062","worry_talk","0.2","","3","131011",""
"62054","","","0","5146062","vo_apg_0206","","0","21","vo_apg",""
"62055","1","0","10","5146062","せやけど、無理はせん方が\nええんとちゃいます？","0","1","11","131011","0"
"62056","","","","5146062","","","","91","0",""
"62057","","","1","5146062","wish_idle_shy","0.2","","3","131011",""
"62058","","","1","5146062","anger_talk_pain","0.2","","3","100911",""
"62059","","","1","5146062","anger_talk_pain","0.2","","3","1009",""
"62060","","","0","5146062","vo_apg_0207","","0","21","vo_apg",""
"62061","1","0","10","5146062","ええい！　か、構わんと言っている！\nここまで案内させて引くわけには…\nいくぞ！　突撃だーーーー！","0","1","11","100911","0"
"62062","","","","5146062","","","","91","0",""
"62063","","","","5146062","0","","","22","0",""
"62064","","","1","5146062","run_dash_anger2","0.2","","3","100911",""
"62065","","","1","5146062","run_dash_anger2","0.2","","3","1009",""
"62066","","","1","5146062","walk_surprise","0.2","","3","131011",""
"62067","0","","-278","5146062","-129","","2","2","100911",""
"62068","0","","-278","5146062","-129","","2","2","1009",""
"62069","0","","-278","5146062","129","","2","2","131011",""
"62070","","","","5146062","1","","","32","14",""
"62071","","","","5146062","left","","","37","14",""
"62072","0","","-278","5146062","-129","","2","33","14",""
"62073","","","","5146062","0","","","93","1",""
"62074","","","","5146062","1","","","32","2",""
"62075","","","","5146062","0","","","93","1.5",""
"62076","","","","5146062","0","","","32","14",""
"62077","0","","-331","5146062","0","","0","2","100911",""
"62078","","","","5146062","scale15","","","37","20",""
"62079","","","1","5146062","se_10055900_coaster_01","","","23","se_10055900",""
"62080","","","0","5146062","vo_apg_0208","","0","21","vo_apg",""
"62081","","","0","5146062","0208_in","0","","3","22",""
"62082","","","","5146062","1","","","93","3.3",""
"62083","","","0","5146062","0208_mid","0","","3","22",""
"62084","","","","5146062","","","","92","",""
"62085","","","0","5146062","0208_out","0","","3","22",""
"62086","","","","5146062","0","","","93","0.2",""
"62087","","","","5146062","0","","","93","0.3",""
"62088","","","","5146062","scale1","","","37","20",""
"62089","","","","5146062","1","","","32","10",""
"62090","","","","5146062","0.5","","","24","se_10055900_coaster_01",""
"62091","","","1","5146062","se_10055900_coaster_02","","","23","se_10055900",""
"62092","0","","0","5146062","0","","0","2","20",""
"62093","","","0.5","5146062","30","","","122","30",""
"62094","","","0","5146062","vo_apg_0209","","0","21","vo_apg",""
"62095","","","0","5146062","0209_in","0","","3","20",""
"62096","","","","5146062","1","","","93","2.6",""
"62097","","","0","5146062","0209_mid","0","","3","20",""
"62098","","","","5146062","","","","92","",""
"62099","","","0","5146062","0209_out","0","","3","20",""
"62100","","","","5146062","0","","","93","0.2",""
"62101","","","1","5146062","30","","","122","30",""
"62102","","","0","5146062","vo_apg_0210","","0","21","vo_apg",""
"62103","","","0","5146062","0210_in","0","","3","20",""
"62104","","","","5146062","1","","","93","2.7",""
"62105","","","0","5146062","0210_mid","0","","3","20",""
"62106","","","","5146062","","","","92","",""
"62107","","","0","5146062","0210_out","0","","3","20",""
"62108","","","","5146062","0","","","93","0.2",""
"62109","","","","5146062","0","","","22","0",""
"62110","","","1","5146062","empty","0","","3","20",""
"62111","","","","5146062","","","","93","1",""
"62112","","","","5146062","1","","","32","11",""
"62113","","","0","5146062","se_10055900_camera","","","23","se_10055900",""
"62114","","","","5146062","0","","","93","0.2",""
"62115","","","","5146062","0","","","32","10",""
"62116","","","","5146062","0","","","93","1.8",""
"62117","","","","5146062","0.5","","","24","se_10055900_coaster_02",""
"62118","","","","5146062","iris_out","","","37","2",""
"62119","0","","-278","5146062","-129","","0","2","100911",""
"62120","0","","-278","5146062","-129","","0","2","1009",""
"62121","0","","-278","5146062","129","","0","2","131011",""
"62122","","","1","5146062","anna_walk","0.2","","3","100911",""
"62123","","","1","5146062","anna_walk","0.2","","3","1009",""
"62124","","","1","5146062","walk_normal_joy","0.2","","3","131011",""
"62125","0","","-278","5146062","-290","","2","2","100911",""
"62126","0","","-278","5146062","-290","","2","2","1009",""
"62127","0","","-278","5146062","290","","2","2","131011",""
"62128","","","","5146062","1","","","4","100911",""
"62129","","","","5146062","1","","","4","1009",""
"62130","","","","5146062","0","","","4","131011",""
"62131","","","","5146062","0","","","93","2",""
"62132","","","","5146062","0","","","4","100911",""
"62133","","","","5146062","0","","","4","1009",""
"62134","","","","5146062","1","","","4","131011",""
"62135","","","1","5146062","anna_idle","0.2","","3","100911",""
"62136","0","","1","5146062","anna_idle","0.2","","3","1009",""
"62137","","","1","5146062","idle_normal","0.2","","3","131011",""
"62138","","","","5146062","0","","","93","0.5",""
"62139","","","1","5146062","talk_normal_surprise","0.2","","3","131011",""
"62140","","","0","5146062","vo_apg_0211","","0","21","vo_apg",""
"62141","1","0","10","5146062","どないでした？\nえらい声出してはったけど","0","1","11","131011","0"
"62142","","","","5146062","","","","91","0",""
"62143","","","1","5146062","idle_normal_surprise","0.2","","3","131011",""
"62144","1","","0","5146062","anna_kukuku_in","0.2","anna_kukuku_loop","3","100911","0"
"62145","1","","0","5146062","anna_kukuku_in","0.2","anna_kukuku_loop","3","1009","0"
"62146","","","0","5146062","vo_apg_0212","","0","21","vo_apg",""
"62147","1","0","10","5146062","ふ、ふふふ…シグルドよ…\n私にも、刻が…見える！","20","1","11","100911","0"
"62148","","","","5146062","","","","91","0",""
"62149","","","0","5146062","coaster_2_in","0","","3","21",""
"62150","","","0","5146062","se_10055900_photo","","","23","se_10055900",""
"62151","","","","5146062","0","","","93","0.1",""
"62152","1","","0","5146062","anna_ahaha_in","0.2","anna_ahaha_loop","3","100911","0"
"62153","1","","0","5146062","anna_ahaha_in","0.2","anna_ahaha_loop","3","1009","0"
"62154","","","0","5146062","vo_apg_0213","","0","21","vo_apg",""
"62155","1","0","10","5146062","今、冥姫は\n疾風を追い越した！","-30","1","11","100911","0"
"62156","","","","5146062","","","","91","0",""
"62157","","","1","5146062","wish_talk_joy","0.2","","3","131011",""
