af75006441851009e4eaa7210be95cf69c0f87a40a49c7b9715a3231e13c2447,ac01e77bf95e8fa319348b8168a2299a6bdeb211a66bc88db6b3db9a589c72e0,278409e47948583a05284692ef5c0da24af12fbf90016d6c32238e2ffa01e49d,fd5772dc1b07f23ff1c9ba1fd3cb9068810dc0db10f11cfbee9a15730f3d9895,bcca10f3aa6e8e65f5141238d16df8585edca3a152ac2e1851d3c696eb3f2812,8a6fa37607f975a6c15a396f8e95b43e75375030b675c1d25dcb388567b77da7,44924c1cb061c3065a02579355146e262128348270bde2b41c66af0d265b6e9c
"2","0","10203","4","0","570","6"
"2","0","10203","5","0","600","6"
"3","0","10203","0","0","750","6"
"3","0","10203","1","0","780","6"
"3","0","10203","2","0","810","6"
"3","0","10203","3","0","840","6"
"3","0","10203","4","0","870","6"
"3","0","10203","5","0","900","6"
"4","0","10203","0","0","1050","6"
"4","0","10203","1","0","1080","6"
"4","0","10203","2","0","1110","6"
"4","0","10203","3","0","1140","6"
"4","0","10203","4","0","1170","6"
"4","0","10203","5","0","1200","6"
"5","0","10203","0","0","1350","6"
"5","0","10203","1","0","1380","6"
"5","0","10203","2","0","1410","6"
"5","0","10203","3","0","1440","6"
"5","0","10203","4","0","1470","6"
"5","0","10203","5","0","1500","6"
"1","0","10204","0","0","300","10"
"1","0","10204","1","0","360","10"
"1","0","10204","2","0","420","10"
"1","0","10204","3","0","480","10"
"1","0","10204","4","0","540","10"
"1","0","10204","5","0","600","10"
"2","0","10204","0","0","900","10"
"2","0","10204","1","0","960","10"
"2","0","10204","2","0","1020","10"
"2","0","10204","3","0","1080","10"
"2","0","10204","4","0","1140","10"
"2","0","10204","5","0","1200","10"
"3","0","10204","0","0","1500","10"
"3","0","10204","1","0","1560","10"
"3","0","10204","2","0","1620","10"
"3","0","10204","3","0","1680","10"
"3","0","10204","4","0","1740","10"
"3","0","10204","5","0","1800","10"
"4","0","10204","0","0","2100","10"
"4","0","10204","1","0","2160","10"
"4","0","10204","2","0","2220","10"
"4","0","10204","3","0","2280","10"
"4","0","10204","4","0","2340","10"
"4","0","10204","5","0","2400","10"
"5","0","10204","0","0","2700","10"
"5","0","10204","1","0","2760","10"
"5","0","10204","2","0","2820","10"
"5","0","10204","3","0","2880","10"
"5","0","10204","4","0","2940","10"
"5","0","10204","5","0","3000","10"
"1","0","10301","0","0","150","1"
"1","0","10301","1","0","180","1"
"1","0","10301","2","0","210","1"
"1","0","10301","3","0","240","1"
"1","0","10301","4","0","270","1"
"1","0","10301","5","0","300","1"
"2","0","10301","0","0","450","1"
"2","0","10301","1","0","480","1"
"2","0","10301","2","0","510","1"
"2","0","10301","3","0","540","1"
"2","0","10301","4","0","570","1"
"2","0","10301","5","0","600","1"
"3","0","10301","0","0","750","1"
"3","0","10301","1","0","780","1"
"3","0","10301","2","0","810","1"
"3","0","10301","3","0","840","1"
"3","0","10301","4","0","870","1"
"3","0","10301","5","0","900","1"
"4","0","10301","0","0","1050","1"
"4","0","10301","1","0","1080","1"
"4","0","10301","2","0","1110","1"
"4","0","10301","3","0","1140","1"
"4","0","10301","4","0","1170","1"
"4","0","10301","5","0","1200","1"
"5","0","10301","0","0","1350","1"
"5","0","10301","1","0","1380","1"
"5","0","10301","2","0","1410","1"
"5","0","10301","3","0","1440","1"
"5","0","10301","4","0","1470","1"
"5","0","10301","5","0","1500","1"
"1","0","10302","0","0","150","3"
"1","0","10302","1","0","180","3"
"1","0","10302","2","0","210","3"
"1","0","10302","3","0","240","3"
"1","0","10302","4","0","270","3"
"1","0","10302","5","0","300","3"
"2","0","10302","0","0","450","3"
"2","0","10302","1","0","480","3"
"2","0","10302","2","0","510","3"
"2","0","10302","3","0","540","3"
"2","0","10302","4","0","570","3"
"2","0","10302","5","0","600","3"
"3","0","10302","0","0","750","3"
"3","0","10302","1","0","780","3"
"3","0","10302","2","0","810","3"
"3","0","10302","3","0","840","3"
"3","0","10302","4","0","870","3"
"3","0","10302","5","0","900","3"
"4","0","10302","0","0","1050","3"
"4","0","10302","1","0","1080","3"
"4","0","10302","2","0","1110","3"
"4","0","10302","3","0","1140","3"
"4","0","10302","4","0","1170","3"
"4","0","10302","5","0","1200","3"
"5","0","10302","0","0","1350","3"
"5","0","10302","1","0","1380","3"
"5","0","10302","2","0","1410","3"
"5","0","10302","3","0","1440","3"
"5","0","10302","4","0","1470","3"
"5","0","10302","5","0","1500","3"
"1","0","10303","0","0","150","4"
"1","0","10303","1","0","180","4"
"1","0","10303","2","0","210","4"
"1","0","10303","3","0","240","4"
"1","0","10303","4","0","270","4"
"1","0","10303","5","0","300","4"
"2","0","10303","0","0","450","4"
"2","0","10303","1","0","480","4"
"2","0","10303","2","0","510","4"
"2","0","10303","3","0","540","4"
"2","0","10303","4","0","570","4"
"2","0","10303","5","0","600","4"
"3","0","10303","0","0","750","4"
"3","0","10303","1","0","780","4"
"3","0","10303","2","0","810","4"
"3","0","10303","3","0","840","4"
"3","0","10303","4","0","870","4"
"3","0","10303","5","0","900","4"
"4","0","10303","0","0","1050","4"
"4","0","10303","1","0","1080","4"
"4","0","10303","2","0","1110","4"
"4","0","10303","3","0","1140","4"
"4","0","10303","4","0","1170","4"
"4","0","10303","5","0","1200","4"
"5","0","10303","0","0","1350","4"
"5","0","10303","1","0","1380","4"
"5","0","10303","2","0","1410","4"
"5","0","10303","3","0","1440","4"
"5","0","10303","4","0","1470","4"
"5","0","10303","5","0","1500","4"
"1","0","10304","0","0","200","11"
"1","0","10304","1","0","240","11"
"1","0","10304","2","0","280","11"
"1","0","10304","3","0","320","11"
"1","0","10304","4","0","360","11"
"1","0","10304","5","0","400","11"
"2","0","10304","0","0","600","11"
"2","0","10304","1","0","640","11"
"2","0","10304","2","0","680","11"
"2","0","10304","3","0","720","11"
"2","0","10304","4","0","760","11"
"2","0","10304","5","0","800","11"
"3","0","10304","0","0","1000","11"
"3","0","10304","1","0","1040","11"
"3","0","10304","2","0","1080","11"
"3","0","10304","3","0","1120","11"
"3","0","10304","4","0","1160","11"
"3","0","10304","5","0","1200","11"
"4","0","10304","0","0","1400","11"
"4","0","10304","1","0","1440","11"
"4","0","10304","2","0","1480","11"
"4","0","10304","3","0","1520","11"
"4","0","10304","4","0","1560","11"
"4","0","10304","5","0","1600","11"
"5","0","10304","0","0","1800","11"
"5","0","10304","1","0","1840","11"
"5","0","10304","2","0","1880","11"
"5","0","10304","3","0","1920","11"
"5","0","10304","4","0","1960","11"
"5","0","10304","5","0","2000","11"
"1","0","10401","0","0","150","1"
"1","0","10401","1","0","180","1"
"1","0","10401","2","0","210","1"
"1","0","10401","3","0","240","1"
"1","0","10401","4","0","270","1"
"1","0","10401","5","0","300","1"
"2","0","10401","0","0","450","1"
"2","0","10401","1","0","480","1"
"2","0","10401","2","0","510","1"
"2","0","10401","3","0","540","1"
"2","0","10401","4","0","570","1"
"2","0","10401","5","0","600","1"
"3","0","10401","0","0","750","1"
"3","0","10401","1","0","780","1"
"3","0","10401","2","0","810","1"
"3","0","10401","3","0","840","1"
"3","0","10401","4","0","870","1"
"3","0","10401","5","0","900","1"
"4","0","10401","0","0","1050","1"
"4","0","10401","1","0","1080","1"
"4","0","10401","2","0","1110","1"
"4","0","10401","3","0","1140","1"
"4","0","10401","4","0","1170","1"
"4","0","10401","5","0","1200","1"
"5","0","10401","0","0","1350","1"
"5","0","10401","1","0","1380","1"
"5","0","10401","2","0","1410","1"
"5","0","10401","3","0","1440","1"
"5","0","10401","4","0","1470","1"
"5","0","10401","5","0","1500","1"
"1","0","10402","0","0","150","3"
"1","0","10402","1","0","180","3"
"1","0","10402","2","0","210","3"
"1","0","10402","3","0","240","3"
"1","0","10402","4","0","270","3"
"1","0","10402","5","0","300","3"
"2","0","10402","0","0","450","3"
"2","0","10402","1","0","480","3"
"2","0","10402","2","0","510","3"
"2","0","10402","3","0","540","3"
"2","0","10402","4","0","570","3"
"2","0","10402","5","0","600","3"
"3","0","10402","0","0","750","3"
"3","0","10402","1","0","780","3"
"3","0","10402","2","0","810","3"
"3","0","10402","3","0","840","3"
"3","0","10402","4","0","870","3"
"3","0","10402","5","0","900","3"
"4","0","10402","0","0","1050","3"
"4","0","10402","1","0","1080","3"
"4","0","10402","2","0","1110","3"
"4","0","10402","3","0","1140","3"
"4","0","10402","4","0","1170","3"
"4","0","10402","5","0","1200","3"
"5","0","10402","0","0","1350","3"
"5","0","10402","1","0","1380","3"
"5","0","10402","2","0","1410","3"
"5","0","10402","3","0","1440","3"
"5","0","10402","4","0","1470","3"
"5","0","10402","5","0","1500","3"
"1","0","10403","0","0","150","4"
"1","0","10403","1","0","180","4"
"1","0","10403","2","0","210","4"
"1","0","10403","3","0","240","4"
"1","0","10403","4","0","270","4"
"1","0","10403","5","0","300","4"
"2","0","10403","0","0","450","4"
"2","0","10403","1","0","480","4"
"2","0","10403","2","0","510","4"
"2","0","10403","3","0","540","4"
"2","0","10403","4","0","570","4"
"2","0","10403","5","0","600","4"
"3","0","10403","0","0","750","4"
"3","0","10403","1","0","780","4"
"3","0","10403","2","0","810","4"
"3","0","10403","3","0","840","4"
"3","0","10403","4","0","870","4"
"3","0","10403","5","0","900","4"
"4","0","10403","0","0","1050","4"
"4","0","10403","1","0","1080","4"
"4","0","10403","2","0","1110","4"
"4","0","10403","3","0","1140","4"
"4","0","10403","4","0","1170","4"
"4","0","10403","5","0","1200","4"
"5","0","10403","0","0","1350","4"
"5","0","10403","1","0","1380","4"
"5","0","10403","2","0","1410","4"
"5","0","10403","3","0","1440","4"
"5","0","10403","4","0","1470","4"
"5","0","10403","5","0","1500","4"
"1","0","10404","0","0","200","12"
"1","0","10404","1","0","240","12"
"1","0","10404","2","0","280","12"
"1","0","10404","3","0","320","12"
"1","0","10404","4","0","360","12"
"1","0","10404","5","0","400","12"
"2","0","10404","0","0","600","12"
"2","0","10404","1","0","640","12"
"2","0","10404","2","0","680","12"
"2","0","10404","3","0","720","12"
"2","0","10404","4","0","760","12"
"2","0","10404","5","0","800","12"
"3","0","10404","0","0","1000","12"
"3","0","10404","1","0","1040","12"
"3","0","10404","2","0","1080","12"
"3","0","10404","3","0","1120","12"
"3","0","10404","4","0","1160","12"
"3","0","10404","5","0","1200","12"
"4","0","10404","0","0","1400","12"
"4","0","10404","1","0","1440","12"
"4","0","10404","2","0","1480","12"
"4","0","10404","3","0","1520","12"
"4","0","10404","4","0","1560","12"
"4","0","10404","5","0","1600","12"
"5","0","10404","0","0","1800","12"
"5","0","10404","1","0","1840","12"
"5","0","10404","2","0","1880","12"
"5","0","10404","3","0","1920","12"
"5","0","10404","4","0","1960","12"
"5","0","10404","5","0","2000","12"
"1","0","10501","0","0","150","1"
"1","0","10501","1","0","180","1"
"1","0","10501","2","0","210","1"
"1","0","10501","3","0","240","1"
"1","0","10501","4","0","270","1"
"1","0","10501","5","0","300","1"
"2","0","10501","0","0","450","1"
"2","0","10501","1","0","480","1"
"2","0","10501","2","0","510","1"
"2","0","10501","3","0","540","1"
"2","0","10501","4","0","570","1"
"2","0","10501","5","0","600","1"
"3","0","10501","0","0","750","1"
"3","0","10501","1","0","780","1"
"3","0","10501","2","0","810","1"
"3","0","10501","3","0","840","1"
"3","0","10501","4","0","870","1"
"3","0","10501","5","0","900","1"
"4","0","10501","0","0","1050","1"
"4","0","10501","1","0","1080","1"
"4","0","10501","2","0","1110","1"
"4","0","10501","3","0","1140","1"
"4","0","10501","4","0","1170","1"
"4","0","10501","5","0","1200","1"
"5","0","10501","0","0","1350","1"
"5","0","10501","1","0","1380","1"
"5","0","10501","2","0","1410","1"
"5","0","10501","3","0","1440","1"
"5","0","10501","4","0","1470","1"
"5","0","10501","5","0","1500","1"
"1","0","10502","0","0","150","3"
"1","0","10502","1","0","180","3"
"1","0","10502","2","0","210","3"
"1","0","10502","3","0","240","3"
"1","0","10502","4","0","270","3"
"1","0","10502","5","0","300","3"
"2","0","10502","0","0","450","3"
"2","0","10502","1","0","480","3"
"2","0","10502","2","0","510","3"
"2","0","10502","3","0","540","3"
"2","0","10502","4","0","570","3"
"2","0","10502","5","0","600","3"
"3","0","10502","0","0","750","3"
"3","0","10502","1","0","780","3"
"3","0","10502","2","0","810","3"
"3","0","10502","3","0","840","3"
"3","0","10502","4","0","870","3"
"3","0","10502","5","0","900","3"
"4","0","10502","0","0","1050","3"
"4","0","10502","1","0","1080","3"
"4","0","10502","2","0","1110","3"
"4","0","10502","3","0","1140","3"
"4","0","10502","4","0","1170","3"
"4","0","10502","5","0","1200","3"
"5","0","10502","0","0","1350","3"
"5","0","10502","1","0","1380","3"
"5","0","10502","2","0","1410","3"
"5","0","10502","3","0","1440","3"
"5","0","10502","4","0","1470","3"
"5","0","10502","5","0","1500","3"
"1","0","10503","0","0","150","4"
"1","0","10503","1","0","180","4"
"1","0","10503","2","0","210","4"
"1","0","10503","3","0","240","4"
"1","0","10503","4","0","270","4"
"1","0","10503","5","0","300","4"
"2","0","10503","0","0","450","4"
"2","0","10503","1","0","480","4"
"2","0","10503","2","0","510","4"
"2","0","10503","3","0","540","4"
"2","0","10503","4","0","570","4"
"2","0","10503","5","0","600","4"
"3","0","10503","0","0","750","4"
"3","0","10503","1","0","780","4"
"3","0","10503","2","0","810","4"
"3","0","10503","3","0","840","4"
"3","0","10503","4","0","870","4"
"3","0","10503","5","0","900","4"
"4","0","10503","0","0","1050","4"
"4","0","10503","1","0","1080","4"
"4","0","10503","2","0","1110","4"
"4","0","10503","3","0","1140","4"
"4","0","10503","4","0","1170","4"
"4","0","10503","5","0","1200","4"
"5","0","10503","0","0","1350","4"
"5","0","10503","1","0","1380","4"
"5","0","10503","2","0","1410","4"
"5","0","10503","3","0","1440","4"
"5","0","10503","4","0","1470","4"
"5","0","10503","5","0","1500","4"
"1","0","10504","0","0","500","14"
"1","0","10504","1","0","600","14"
"1","0","10504","2","0","700","14"
"1","0","10504","3","0","800","14"
"1","0","10504","4","0","900","14"
"1","0","10504","5","0","1000","14"
"2","0","10504","0","0","1500","14"
"2","0","10504","1","0","1600","14"
"2","0","10504","2","0","1700","14"
"2","0","10504","3","0","1800","14"
"2","0","10504","4","0","1900","14"
"2","0","10504","5","0","2000","14"
"3","0","10504","0","0","2500","14"
"3","0","10504","1","0","2600","14"
"3","0","10504","2","0","2700","14"
"3","0","10504","3","0","2800","14"
"3","0","10504","4","0","2900","14"
"3","0","10504","5","0","3000","14"
"4","0","10504","0","0","3500","14"
"4","0","10504","1","0","3600","14"
"4","0","10504","2","0","3700","14"
"4","0","10504","3","0","3800","14"
"4","0","10504","4","0","3900","14"
"4","0","10504","5","0","4000","14"
"5","0","10504","0","0","4500","14"
"5","0","10504","1","0","4600","14"
"5","0","10504","2","0","4700","14"
"5","0","10504","3","0","4800","14"
"5","0","10504","4","0","4900","14"
"5","0","10504","5","0","5000","14"
"1","0","10601","0","0","150","1"
"1","0","10601","1","0","180","1"
"1","0","10601","2","0","210","1"
"1","0","10601","3","0","240","1"
"1","0","10601","4","0","270","1"
"1","0","10601","5","0","300","1"
"2","0","10601","0","0","450","1"
"2","0","10601","1","0","480","1"
"2","0","10601","2","0","510","1"
"2","0","10601","3","0","540","1"
"2","0","10601","4","0","570","1"
"2","0","10601","5","0","600","1"
"3","0","10601","0","0","750","1"
"3","0","10601","1","0","780","1"
"3","0","10601","2","0","810","1"
"3","0","10601","3","0","840","1"
"3","0","10601","4","0","870","1"
"3","0","10601","5","0","900","1"
"4","0","10601","0","0","1050","1"
"4","0","10601","1","0","1080","1"
"4","0","10601","2","0","1110","1"
"4","0","10601","3","0","1140","1"
"4","0","10601","4","0","1170","1"
"4","0","10601","5","0","1200","1"
"5","0","10601","0","0","1350","1"
"5","0","10601","1","0","1380","1"
"5","0","10601","2","0","1410","1"
"5","0","10601","3","0","1440","1"
"5","0","10601","4","0","1470","1"
"5","0","10601","5","0","1500","1"
"1","0","10602","0","0","150","3"
"1","0","10602","1","0","180","3"
"1","0","10602","2","0","210","3"
"1","0","10602","3","0","240","3"
"1","0","10602","4","0","270","3"
"1","0","10602","5","0","300","3"
"2","0","10602","0","0","450","3"
"2","0","10602","1","0","480","3"
"2","0","10602","2","0","510","3"
"2","0","10602","3","0","540","3"
"2","0","10602","4","0","570","3"
"2","0","10602","5","0","600","3"
"3","0","10602","0","0","750","3"
"3","0","10602","1","0","780","3"
"3","0","10602","2","0","810","3"
"3","0","10602","3","0","840","3"
"3","0","10602","4","0","870","3"
"3","0","10602","5","0","900","3"
"4","0","10602","0","0","1050","3"
"4","0","10602","1","0","1080","3"
"4","0","10602","2","0","1110","3"
"4","0","10602","3","0","1140","3"
"4","0","10602","4","0","1170","3"
"4","0","10602","5","0","1200","3"
"5","0","10602","0","0","1350","3"
"5","0","10602","1","0","1380","3"
"5","0","10602","2","0","1410","3"
"5","0","10602","3","0","1440","3"
"5","0","10602","4","0","1470","3"
"5","0","10602","5","0","1500","3"
"1","0","10603","0","0","150","4"
"1","0","10603","1","0","180","4"
"1","0","10603","2","0","210","4"
"1","0","10603","3","0","240","4"
"1","0","10603","4","0","270","4"
"1","0","10603","5","0","300","4"
"2","0","10603","0","0","450","4"
"2","0","10603","1","0","480","4"
"2","0","10603","2","0","510","4"
"2","0","10603","3","0","540","4"
"2","0","10603","4","0","570","4"
"2","0","10603","5","0","600","4"
"3","0","10603","0","0","750","4"
"3","0","10603","1","0","780","4"
"3","0","10603","2","0","810","4"
"3","0","10603","3","0","840","4"
"3","0","10603","4","0","870","4"
"3","0","10603","5","0","900","4"
"4","0","10603","0","0","1050","4"
"4","0","10603","1","0","1080","4"
"4","0","10603","2","0","1110","4"
"4","0","10603","3","0","1140","4"
"4","0","10603","4","0","1170","4"
"4","0","10603","5","0","1200","4"
"5","0","10603","0","0","1350","4"
"5","0","10603","1","0","1380","4"
"5","0","10603","2","0","1410","4"
"5","0","10603","3","0","1440","4"
"5","0","10603","4","0","1470","4"
"5","0","10603","5","0","1500","4"
"1","0","10604","0","0","200","13"
"1","0","10604","1","0","240","13"
"1","0","10604","2","0","280","13"
"1","0","10604","3","0","320","13"
"1","0","10604","4","0","360","13"
"1","0","10604","5","0","400","13"
"2","0","10604","0","0","600","13"
"2","0","10604","1","0","640","13"
"2","0","10604","2","0","680","13"
"2","0","10604","3","0","720","13"
"2","0","10604","4","0","760","13"
"2","0","10604","5","0","800","13"
"3","0","10604","0","0","1000","13"
"3","0","10604","1","0","1040","13"
"3","0","10604","2","0","1080","13"
"3","0","10604","3","0","1120","13"
"3","0","10604","4","0","1160","13"
"3","0","10604","5","0","1200","13"
"4","0","10604","0","0","1400","13"
"4","0","10604","1","0","1440","13"
"4","0","10604","2","0","1480","13"
"4","0","10604","3","0","1520","13"
"4","0","10604","4","0","1560","13"
"4","0","10604","5","0","1600","13"
"5","0","10604","0","0","1800","13"
"5","0","10604","1","0","1840","13"
"5","0","10604","2","0","1880","13"
"5","0","10604","3","0","1920","13"
"5","0","10604","4","0","1960","13"
"5","0","10604","5","0","2000","13"
"1","0","10701","0","0","150","1"
"1","0","10701","1","0","180","1"
"1","0","10701","2","0","210","1"
"1","0","10701","3","0","240","1"
"1","0","10701","4","0","270","1"
"1","0","10701","5","0","300","1"
"2","0","10701","0","0","450","1"
"2","0","10701","1","0","480","1"
"2","0","10701","2","0","510","1"
"2","0","10701","3","0","540","1"
"2","0","10701","4","0","570","1"
"2","0","10701","5","0","600","1"
"3","0","10701","0","0","750","1"
"3","0","10701","1","0","780","1"
"3","0","10701","2","0","810","1"
"3","0","10701","3","0","840","1"
"3","0","10701","4","0","870","1"
"3","0","10701","5","0","900","1"
"4","0","10701","0","0","1050","1"
"4","0","10701","1","0","1080","1"
"4","0","10701","2","0","1110","1"
"4","0","10701","3","0","1140","1"
"4","0","10701","4","0","1170","1"
"4","0","10701","5","0","1200","1"
"5","0","10701","0","0","1350","1"
"5","0","10701","1","0","1380","1"
"5","0","10701","2","0","1410","1"
"5","0","10701","3","0","1440","1"
"5","0","10701","4","0","1470","1"
"5","0","10701","5","0","1500","1"
"1","0","10702","0","0","150","3"
"1","0","10702","1","0","180","3"
"1","0","10702","2","0","210","3"
"1","0","10702","3","0","240","3"
"1","0","10702","4","0","270","3"
"1","0","10702","5","0","300","3"
"2","0","10702","0","0","450","3"
"2","0","10702","1","0","480","3"
"2","0","10702","2","0","510","3"
"2","0","10702","3","0","540","3"
"2","0","10702","4","0","570","3"
"2","0","10702","5","0","600","3"
"3","0","10702","0","0","750","3"
"3","0","10702","1","0","780","3"
"3","0","10702","2","0","810","3"
"3","0","10702","3","0","840","3"
"3","0","10702","4","0","870","3"
