1a127a1401e63d60f5d84c25c8e4dbe58f5650d9520875e431d9565ed8562496,fd5755bdbad1d7c32b7f573d97af1dd59693470ea38ae22f012e66f69a112b9c,0e5351a01bcc580b0d98fd6775d0b116874bf87c3ead917db3bd41af7a2e5a5c,53258d602748c937374eb7b54ce2f92e0c18b7b1e737631eaff3fd0ed7955412,1949b490751ad644db31ab6ee3955da03cdf69ed33bcbc1d87794426dc9fee1c,13c87842b34a6bf3f74d4c93ee3b0a705bf533e55700365f1d38a35c7fff6e8b
"158","56011117","1","15","10201117","1003"
"159","56011117","50","8","91002","0"
"160","56011118","1","15","10201118","1001"
"161","56011119","1","15","10201119","1002"
"162","56011120","1","15","10201120","1003"
"163","56011120","50","8","91002","0"
"164","56011121","1","15","10201121","1001"
"165","56011122","1","15","10201122","1002"
"166","56011123","1","15","10201123","1003"
"167","56011123","50","8","91002","0"
"168","56011124","1","15","10201124","1001"
"169","56011125","1","15","10201125","1002"
"170","56011126","1","15","10201126","1003"
"171","56011126","50","8","91002","0"
"172","56011127","1","15","10201127","1001"
"173","56011128","1","15","10201128","1002"
"174","56011129","1","15","10201129","1003"
"175","56011129","50","8","91002","0"
"176","56011130","1","15","10201130","1001"
"177","56011131","1","15","10201131","1002"
"178","56011132","1","15","10201132","1003"
"179","56011132","50","8","91002","0"
"180","56011133","1","15","10201133","1001"
"181","56011134","1","15","10201134","1002"
"182","56011135","1","15","10201135","1003"
"183","56011135","50","8","91002","0"
"184","56011136","1","15","10201136","1001"
"185","56011137","1","15","10201137","1002"
"186","56011138","1","15","10201138","1003"
"187","56011138","50","8","91002","0"
"188","56011139","1","15","10201139","1001"
"189","56011140","1","15","10201140","1002"
"190","56011141","1","15","10201141","1003"
"191","56011141","50","8","91002","0"
"192","56011142","1","15","10201142","1001"
"193","56011143","1","15","10201143","1002"
"194","56011144","1","15","10201144","1003"
"195","56011144","50","8","91002","0"
"196","56011145","1","15","10201145","1001"
"197","56011146","1","15","10201146","1002"
"198","56011147","1","15","10201147","1003"
"199","56011147","50","8","91002","0"
"200","56011148","1","15","10201148","1001"
"201","56011149","1","15","10201149","1002"
"202","56011150","1","15","10201150","1003"
"203","56011150","50","8","91002","0"
"204","56011151","1","15","10201151","1001"
"205","56011152","1","15","10201152","1002"
"206","56011153","1","15","10201153","1003"
"207","56011153","50","8","91002","0"
"208","56011154","1","15","10201154","1001"
"209","56011155","1","15","10201155","1002"
"210","56011156","1","15","10201156","1003"
"211","56011156","50","8","91002","0"
"212","56011157","1","15","10201157","1001"
"213","56011158","1","15","10201158","1002"
"214","56011159","1","15","10201159","1003"
"215","56011159","50","8","91002","0"
"216","56011160","1","15","10201160","1001"
"217","56011161","1","15","10201161","1002"
"218","56011162","1","15","10201162","1003"
"219","56011162","50","8","91002","0"
"220","56011163","1","15","10201163","1001"
"221","56011164","1","15","10201164","1002"
"222","56011165","1","15","10201165","1003"
"223","56011165","50","8","91002","0"
"224","56011166","1","15","10201166","1001"
"225","56011167","1","15","10201167","1002"
"226","56011168","1","15","10201168","1003"
"227","56011168","50","8","91002","0"
"228","56011169","1","15","10201169","1001"
"229","56011170","1","15","10201170","1002"
"230","56011171","1","15","10201171","1003"
"231","56011171","50","8","91002","0"
"232","56011172","1","15","10201172","1001"
"233","56011173","1","15","10201173","1002"
"234","56011174","1","15","10201174","1003"
"235","56011174","50","8","91002","0"
"236","56011175","1","15","10201175","1001"
"237","56011176","1","15","10201176","1002"
"238","56011177","1","15","10201177","1003"
"239","56011177","50","8","91002","0"
"240","56011178","1","15","10201178","1001"
"241","56011179","1","15","10201179","1002"
"242","56011180","1","15","10201180","1003"
"243","56011180","50","8","91002","0"
"244","56011181","1","15","10201181","1001"
"245","56011182","1","15","10201182","1002"
"246","56011183","1","15","10201183","1003"
"247","56011183","50","8","91002","0"
"248","56011184","1","15","10201184","1001"
"249","56011185","1","15","10201185","1002"
"250","56011186","1","15","10201186","1003"
"251","56011186","50","8","91002","0"
"252","56011187","1","15","10201187","1001"
"253","56011188","1","15","10201188","1002"
"254","56011189","1","15","10201189","1003"
"255","56011189","50","8","91002","0"
"256","56011190","1","15","10201190","1001"
"257","56011191","1","15","10201191","1002"
"258","56011192","1","15","10201192","1003"
"259","56011192","50","8","91002","0"
"260","56011193","1","15","10201193","1001"
"261","56011194","1","15","10201194","1002"
"262","56011195","1","15","10201195","1003"
"263","56011195","50","8","91002","0"
"264","56011196","1","15","10201196","1001"
"265","56011197","1","15","10201197","1002"
"266","56011198","1","15","10201198","1003"
"267","56011198","50","8","91002","0"
"268","56011199","1","15","10201199","1001"
"269","56011200","1","15","10201200","1002"
"270","56011201","1","15","10201201","1003"
"271","56011201","50","8","91002","0"
"272","56011202","1","15","10201202","1001"
"273","56011203","1","15","10201203","1002"
"274","56011204","1","15","10201204","1003"
"275","56011204","50","8","91002","0"
"276","56011205","1","15","10201205","1001"
"277","56011206","1","15","10201206","1002"
"278","56011207","1","15","10201207","1003"
"279","56011207","50","8","91002","0"
"280","56011208","1","15","10201208","1001"
"281","56011209","1","15","10201209","1002"
"282","56011210","1","15","10201210","1003"
"283","56011210","50","8","91002","0"
"284","56011211","1","15","10201211","1001"
"285","56011212","1","15","10201212","1002"
"286","56011213","1","15","10201213","1003"
"287","56011213","50","8","91002","0"
"288","56011214","1","15","10201214","1001"
"289","56011215","1","15","10201215","1002"
"290","56011216","1","15","10201216","1003"
"291","56011216","50","8","91002","0"
"292","56011217","1","15","10201217","1001"
"293","56011218","1","15","10201218","1002"
"294","56011219","1","15","10201219","1003"
"295","56011219","50","8","91002","0"
"296","56011220","1","15","10201220","1001"
"297","56011221","1","15","10201221","1002"
"298","56011222","1","15","10201222","1003"
"299","56011222","50","8","91002","0"
"300","56011223","1","15","10201223","1001"
"301","56011224","1","15","10201224","1002"
"302","56011225","1","15","10201225","1003"
"303","56011225","50","8","91002","0"
"304","56011226","1","15","10201226","1001"
"305","56011227","1","15","10201227","1002"
"306","56011228","1","15","10201228","1003"
"307","56011228","50","8","91002","0"
"308","56011229","1","15","10201229","1001"
"309","56011230","1","15","10201230","1002"
"310","56011231","1","15","10201231","1003"
"311","56011231","50","8","91002","0"
"312","56011232","1","15","10201232","1001"
"313","56011233","1","15","10201233","1002"
"314","56011234","1","15","10201234","1003"
"315","56011234","50","8","91002","0"
"316","56012001","1","15","10202001","1003"
"317","56012002","1","15","10202002","1003"
"318","56012003","1","15","10202003","1003"
"319","56012004","1","15","10202004","1003"
"320","56012005","1","15","10202005","1003"
"321","56012006","1","15","10202006","1003"
"322","56012007","1","15","10202007","1003"
"323","56012008","1","15","10202008","1003"
"324","56012009","1","15","10202009","1003"
"325","56012010","1","15","10202010","1003"
"326","56012011","1","15","10202011","1003"
"327","56012012","1","15","10202012","1003"
"328","56012013","1","15","10202013","1003"
"329","56012014","1","15","10202014","1003"
"330","56012015","1","15","10202015","1003"
"447","54002001","1","15","10501001","1001"
"448","54002001","50","8","91002","0"
"449","54002002","1","15","10501002","1002"
"450","54002002","50","8","91002","0"
"451","54002003","1","15","10501003","1003"
"452","54002003","50","8","91002","0"
"453","54004001","1","15","10502001","1001"
"454","54004001","50","8","91002","0"
"455","54004002","1","15","10502002","1002"
"456","54004002","50","8","91002","0"
"457","54004003","1","15","10502003","1003"
"458","54004003","50","8","91002","0"
"459","55006001","1","15","10601001","1001"
"460","55006001","10","8","91002","0"
"461","55006002","1","15","10601002","1002"
"462","55006002","30","8","91002","0"
"463","55006003","1","15","10601003","1003"
"464","55006003","50","8","91002","0"
"465","56011235","1","15","10201235","1001"
"466","56011236","1","15","10201236","1002"
"467","56011237","1","15","10201237","1003"
"468","56011237","50","8","91002","0"
"469","56011238","1","15","10201238","1001"
"470","56011239","1","15","10201239","1002"
"471","56011240","1","15","10201240","1003"
"472","56011240","50","8","91002","0"
"473","56011241","1","15","10201241","1001"
"474","56011242","1","15","10201242","1002"
"475","56011243","1","15","10201243","1003"
"476","56011243","50","8","91002","0"
"477","56011244","1","15","10201244","1001"
"478","56011245","1","15","10201245","1002"
"479","56011246","1","15","10201246","1003"
"480","56011246","50","8","91002","0"
"481","56011247","1","15","10201247","1001"
"482","56011248","1","15","10201248","1002"
"483","56011249","1","15","10201249","1003"
"484","56011249","50","8","91002","0"
"485","56011250","1","15","10201250","1001"
"486","56011251","1","15","10201251","1002"
"487","56011252","1","15","10201252","1003"
"488","56011252","50","8","91002","0"
"489","56011253","1","15","10201253","1001"
"490","56011254","1","15","10201254","1002"
"491","56011255","1","15","10201255","1003"
"492","56011255","50","8","91002","0"
"493","56011256","1","15","10201256","1001"
"494","56011257","1","15","10201257","1002"
"495","56011258","1","15","10201258","1003"
"496","56011258","50","8","91002","0"
"497","56011259","1","15","10201259","1001"
"498","56011260","1","15","10201260","1002"
"499","56011261","1","15","10201261","1003"
"500","56011261","50","8","91002","0"
"501","56011262","1","15","10201262","1001"
"502","56011263","1","15","10201263","1002"
"503","56011264","1","15","10201264","1003"
"504","56011264","50","8","91002","0"
"505","56011265","1","15","10201265","1001"
"506","56011266","1","15","10201266","1002"
"507","56011267","1","15","10201267","1003"
"508","56011267","50","8","91002","0"
"509","56011268","1","15","10201268","1001"
"510","56011269","1","15","10201269","1002"
"511","56011270","1","15","10201270","1003"
"512","56011270","50","8","91002","0"
"513","56011271","1","15","10201271","1003"
"514","56011271","100","8","91002","0"
"515","56011272","1","15","10201272","1003"
"516","56011272","100","8","91002","0"
"517","56011273","1","15","10201273","1003"
"518","56011273","100","8","91002","0"
"519","56011274","1","15","10201274","1001"
"520","56011275","1","15","10201275","1002"
"521","56011276","1","15","10201276","1003"
"522","56011276","50","8","91002","0"
"523","56011277","1","15","10201277","1001"
"524","56011278","1","15","10201278","1002"
"525","56011279","1","15","10201279","1003"
"526","56011279","50","8","91002","0"
"527","56011280","1","15","10201280","1001"
"528","56011281","1","15","10201281","1002"
"529","56011282","1","15","10201282","1003"
"530","56011282","50","8","91002","0"
"531","56011283","1","15","10201283","1001"
"532","56011284","1","15","10201284","1002"
"533","56011285","1","15","10201285","1003"
"534","56011285","50","8","91002","0"
"535","56011286","1","15","10201286","1003"
"536","56011286","100","8","91002","0"
"537","56014001","1","15","11101001","1001"
"538","56014001","10","8","91002","0"
"539","56014002","1","15","11101002","1002"
"540","56014002","20","8","91002","0"
"541","56014003","1","15","11101003","1003"
"542","56014003","50","8","91002","0"
"543","56015001","1","15","11201001","1001"
"544","56015001","50","8","91002","0"
"545","56015002","1","15","11201002","1002"
"546","56015002","50","8","91002","0"
"547","56015003","1","15","11201003","1003"
"548","56015003","50","8","91002","0"
"549","56011287","1","15","10201287","1001"
"550","56011288","1","15","10201288","1002"
"551","56011289","1","15","10201289","1003"
"552","56011289","50","8","91002","0"
"553","56011290","1","15","10201290","1001"
"554","56011291","1","15","10201291","1002"
"555","56011292","1","15","10201292","1003"
"556","56011292","50","8","91002","0"
"557","56011293","1","15","10201293","1003"
"558","56011293","100","8","91002","0"
"559","56011294","1","15","10201294","1001"
"560","56011295","1","15","10201295","1002"
"561","56011296","1","15","10201296","1003"
"562","56011296","50","8","91002","0"
"563","56011297","1","15","10201297","1001"
"564","56011298","1","15","10201298","1002"
"565","56011299","1","15","10201299","1003"
"566","56011299","50","8","91002","0"
"567","56011300","1","15","10201300","1001"
"568","56011301","1","15","10201301","1002"
"569","56011302","1","15","10201302","1003"
"570","56011302","50","8","91002","0"
"571","56011303","1","15","10201303","1003"
"572","56011303","100","8","91002","0"
"573","56011304","1","15","10201304","1001"
"574","56011305","1","15","10201305","1002"
"575","56011306","1","15","10201306","1003"
"576","56011306","50","8","91002","0"
"577","58008015","1","15","10301015","1003"
"578","58008015","50","8","91002","0"
"579","56011307","1","15","10201307","1001"
"580","56011308","1","15","10201308","1002"
"581","56011309","1","15","10201309","1003"
"582","56011309","50","8","91002","0"
"583","56011310","1","15","10201310","1001"
"584","56011311","1","15","10201311","1002"
"585","56011312","1","15","10201312","1003"
"586","56011312","50","8","91002","0"
"587","56011313","1","15","10201313","1003"
"588","56011313","100","8","91002","0"
"589","56011314","1","15","10201314","1001"
"590","56011315","1","15","10201315","1002"
"591","56011316","1","15","10201316","1003"
"592","56011316","50","8","91002","0"
"593","56011317","1","15","10201317","1001"
"594","56011318","1","15","10201318","1002"
"595","56011319","1","15","10201319","1003"
"596","56011319","50","8","91002","0"
"597","56011320","1","15","10201320","1001"
"598","56011321","1","15","10201321","1002"
"599","56011322","1","15","10201322","1003"
"600","56011322","50","8","91002","0"
"601","56011323","1","15","10201323","1003"
"602","56011323","100","8","91002","0"
"603","56011324","1","15","10201324","1001"
"604","56011325","1","15","10201325","1002"
"605","56011326","1","15","10201326","1003"
"606","56011326","50","8","91002","0"
"607","56011327","1","15","10201327","1001"
"608","56011328","1","15","10201328","1002"
"609","56011329","1","15","10201329","1003"
"610","56011329","50","8","91002","0"
"611","56011330","1","15","10201330","1001"
"612","56011331","1","15","10201331","1002"
"613","56011332","1","15","10201332","1003"
"614","56011332","50","8","91002","0"
"615","56011333","1","15","10201333","1003"
"616","56011333","100","8","91002","0"
"617","56011334","1","15","10201334","1003"
"618","56011334","100","8","91002","0"
"619","56011335","1","15","10201335","1003"
"620","56011335","100","8","91002","0"
"621","56012100","1","15","10202100","1003"
"622","56011336","1","15","10201336","1001"
"623","56011337","1","15","10201337","1002"
"624","56011338","1","15","10201338","1003"
"625","56011338","50","8","91002","0"
"626","56011339","1","15","10201339","1001"
"627","56011340","1","15","10201340","1002"
"628","56011341","1","15","10201341","1003"
"629","56011341","50","8","91002","0"
"630","56012016","1","15","10202016","1003"
"631","56011342","1","15","10201342","1003"
"632","56011342","100","8","91002","0"
"633","56011343","1","15","10201343","1001"
"634","56011344","1","15","10201344","1002"
"635","56011345","1","15","10201345","1003"
"636","56011345","50","8","91002","0"
"637","56011346","1","15","10201346","1001"
"638","56011347","1","15","10201347","1002"
"639","56011348","1","15","10201348","1003"
"640","56011348","50","8","91002","0"
"641","56011349","1","15","10201349","1003"
"642","56011349","100","8","91002","0"
"643","55008001","1","15","10603001","1001"
"644","55008001","50","8","91002","0"
"645","55008002","1","15","10603002","1001"
"646","55008002","50","8","91002","0"
"647","55008003","1","15","10603003","1002"
"648","55008003","50","8","91002","0"
"649","55008004","1","15","10603004","1002"
"650","55008004","50","8","91002","0"
"651","55008005","1","15","10603005","1003"
"652","55008005","50","8","91002","0"
"653","55008006","1","15","10603006","1003"
"654","55008006","50","8","91002","0"
"655","56011350","1","15","10201350","1001"
"656","56011351","1","15","10201351","1002"
"657","56011352","1","15","10201352","1003"
"658","56011352","50","8","91002","0"
"659","56011353","1","15","10201353","1001"
"660","56011354","1","15","10201354","1002"
"661","56011355","1","15","10201355","1003"
"662","56011355","50","8","91002","0"
"663","56011356","1","15","10201356","1001"
"664","56011357","1","15","10201357","1002"
"665","56011358","1","15","10201358","1003"
"666","56011358","50","8","91002","0"
"667","56011359","1","15","10201359","1003"
"668","56011359","100","8","91002","0"
"669","56011360","1","15","10201360","1001"
"670","56011361","1","15","10201361","1002"
"671","56011362","1","15","10201362","1003"
"672","56011362","50","8","91002","0"
"673","56011363","1","15","10201363","1001"
"674","56011364","1","15","10201364","1002"
"675","56011365","1","15","10201365","1003"
"676","56011365","50","8","91002","0"
"677","56012017","1","15","10202017","1003"
"678","56011366","1","15","10201366","1001"
"679","56011367","1","15","10201367","1002"
"680","56011368","1","15","10201368","1003"
"681","56011368","50","8","91002","0"
"682","56011369","1","15","10201369","1001"
"683","56011370","1","15","10201370","1002"
"684","56011371","1","15","10201371","1003"
"685","56011371","50","8","91002","0"
"686","56011372","1","15","10201372","1003"
"687","56011372","100","8","91002","0"
"688","56011373","1","15","10201373","1001"
"689","56011374","1","15","10201374","1002"
"690","56011375","1","15","10201375","1003"
"691","56011375","50","8","91002","0"
"692","56011376","1","15","10201376","1001"
"693","56011377","1","15","10201377","1002"
"694","56011378","1","15","10201378","1003"
"695","56011378","50","8","91002","0"
"696","56011379","1","15","10201379","1001"
"697","56011380","1","15","10201380","1002"
"698","56011381","1","15","10201381","1003"
"699","56011381","50","8","91002","0"
"700","56011382","1","15","10201382","1001"
"701","56011383","1","15","10201383","1002"
"702","56011384","1","15","10201384","1003"
"703","56011384","50","8","91002","0"
"704","56011385","1","15","10201385","1003"
"705","56011385","100","8","91002","0"
"706","56011386","1","15","10201386","1001"
"707","56011387","1","15","10201387","1002"
"708","56011388","1","15","10201388","1003"
"709","56011388","50","8","91002","0"
"710","56011389","1","15","10201389","1001"
"711","56011390","1","15","10201390","1002"
"712","56011391","1","15","10201391","1003"
"713","56011391","50","8","91002","0"
"714","56011392","1","15","10201392","1001"
"715","56011393","1","15","10201393","1002"
"716","56011394","1","15","10201394","1003"
"717","56011394","50","8","91002","0"
"718","56011395","1","15","10201395","1003"
"719","56011395","100","8","91002","0"
"720","56011396","1","15","10201396","1003"
"721","56011396","100","8","91002","0"
"722","56011397","1","15","10201397","1001"
"723","56011398","1","15","10201398","1002"
"724","56011399","1","15","10201399","1003"
"725","56011399","50","8","91002","0"
"726","56011400","1","15","10201400","1001"
"727","56011401","1","15","10201401","1002"
"728","56011402","1","15","10201402","1003"
"729","56011402","50","8","91002","0"
"730","56011403","1","15","10201403","1001"
"731","56011404","1","15","10201404","1002"
"732","56011405","1","15","10201405","1003"
"733","56011405","50","8","91002","0"
"734","56011406","1","15","10201406","1003"
"735","56011406","100","8","91002","0"
"736","56011407","1","15","10201407","1001"
"737","56011408","1","15","10201408","1002"
"738","56011409","1","15","10201409","1003"
"739","56011409","50","8","91002","0"
"740","56011410","1","15","10201410","1001"
"741","56011411","1","15","10201411","1002"
"742","56011412","1","15","10201412","1003"
"743","56011412","50","8","91002","0"
"744","56011413","1","15","10201413","1003"
"745","56011413","100","8","91002","0"
"746","56011414","1","15","10201414","1001"
"747","56011415","1","15","10201415","1002"
"748","56011416","1","15","10201416","1003"
"749","56011416","50","8","91002","0"
"750","56011417","1","15","10201417","1001"
"751","56011418","1","15","10201418","1002"
"752","56011419","1","15","10201419","1003"
"753","56011419","50","8","91002","0"
"754","56011420","1","15","10201420","1001"
"755","56011421","1","15","10201421","1002"
"756","56011422","1","15","10201422","1003"
"757","56011422","50","8","91002","0"
"758","56011423","1","15","10201423","1003"
"759","56011423","100","8","91002","0"
"760","56011424","1","15","10201424","1001"
"761","56011425","1","15","10201425","1002"
"762","56011426","1","15","10201426","1003"
"763","56011426","50","8","91002","0"
"764","56011427","1","15","10201427","1001"
"765","56011428","1","15","10201428","1002"
"766","56011429","1","15","10201429","1003"
"767","56011429","50","8","91002","0"
"768","56011430","1","15","10201430","1001"
"769","56011431","1","15","10201431","1002"
"770","56011432","1","15","10201432","1003"
"771","56011432","50","8","91002","0"
"772","56011433","1","15","10201433","1001"
"773","56011434","1","15","10201434","1002"
"774","56011435","1","15","10201435","1003"
"775","56011435","50","8","91002","0"
"776","56011436","1","15","10201436","1003"
"777","56011436","100","8","91002","0"
"778","56011437","1","15","10201437","1001"
"779","56011438","1","15","10201438","1002"
"780","56011439","1","15","10201439","1003"
"781","56011439","50","8","91002","0"
"782","56011440","1","15","10201440","1001"
"783","56011441","1","15","10201441","1002"
"784","56011442","1","15","10201442","1003"
"785","56011442","50","8","91002","0"
"786","56011443","1","15","10201443","1001"
"787","56011444","1","15","10201444","1002"
"788","56011445","1","15","10201445","1003"
"789","56011445","50","8","91002","0"
"790","56011446","1","15","10201446","1003"
"791","56011446","100","8","91002","0"
"792","56011447","1","15","10201447","1001"
"793","56011448","1","15","10201448","1002"
"794","56011449","1","15","10201449","1003"
"795","56011449","50","8","91002","0"
"796","56011450","1","15","10201450","1001"
"797","56011451","1","15","10201451","1002"
"798","56011452","1","15","10201452","1003"
"799","56011452","50","8","91002","0"
"800","56011453","1","15","10201453","1001"
"801","56011454","1","15","10201454","1002"
"802","56011455","1","15","10201455","1003"
"803","56011455","50","8","91002","0"
"804","56011456","1","15","10201456","1001"
"805","56011457","1","15","10201457","1002"
"806","56011458","1","15","10201458","1003"
"807","56011458","50","8","91002","0"
"808","56011459","1","15","10201459","1001"
"809","56011460","1","15","10201460","1002"
"810","56011461","1","15","10201461","1003"
"811","56011461","50","8","91002","0"
"812","56011462","1","15","10201462","1003"
"813","56011462","100","8","91002","0"
"814","56011463","1","15","10201463","1003"
"815","56011463","100","8","91002","0"
"816","56011464","1","15","10201464","1003"
"817","56011464","100","8","91002","0"
"818","56011465","1","15","10201465","1001"
"819","56011466","1","15","10201466","1002"
"820","56011467","1","15","10201467","1003"
"821","56011467","50","8","91002","0"
"822","56011468","1","15","10201468","1001"
"823","56011469","1","15","10201469","1002"
"824","56011470","1","15","10201470","1003"
"825","56011470","50","8","91002","0"
"826","56011471","1","15","10201471","1003"
"827","56011471","100","8","91002","0"
"828","56011472","1","15","10201472","1001"
"829","56011473","1","15","10201473","1002"
"830","56011474","1","15","10201474","1003"
"831","56011474","50","8","91002","0"
"832","56011475","1","15","10201475","1001"
"833","56011476","1","15","10201476","1002"
"834","56011477","1","15","10201477","1003"
"835","56011477","50","8","91002","0"
"836","56011484","1","15","10201484","1003"
"837","56011484","100","8","91002","0"
"838","56011485","1","15","10201485","1001"
"839","56011486","1","15","10201486","1002"
"840","56011487","1","15","10201487","1003"
"841","56011487","50","8","91002","0"
"842","56011488","1","15","10201488","1001"
"843","56011489","1","15","10201489","1002"
"844","56011490","1","15","10201490","1003"
"845","56011490","50","8","91002","0"
"846","56011491","1","15","10201491","1001"
