382f83fcc98e8e6a9c450abc9785287ae4b2d139cc3ea747f01513abc39ffaf0,c2eb09d0a23b5428d7f693b887f2be7304a43873685bd75999879b9da6eae37c,9f1b5359b15c9aeefb9b1b0bf1bd8326bbec67589f3f582a4551628174be9d95,cf1519d9a0893c63821739dcc60e0327a64b16aaaa80b8d27d5a2357063607da,01c2c2b613f9c227bed7ef80b898962579a695d6f736d4fbc5048fe784d25599,aaf11dec1767ec7ab55bfc46975a24b296540bf665f762a3142c04f2c7b66298,0f4a4dd6e6fdd683c17a605e09dee4236063dd16cae73e2f9fe8ab7c85372afe,257ac9df365fac3d0031e505497593fc113ecd13bb8696959f057eb95ee2aa59,78381a0f30fa5521d312be2e41740be0de951a683e198f79a83c4372af51c9af,e29128d6ca1a81a8ad6d761f242713d292f74e249cbe4162d469b3f53e7bd4f2,8f4837ab4557c7a541e83cac12bee32d69e6ddab6968dd722549569c64ebac08,5b2bb426ebc73079202700b3b009c7f4de4eb158ffc929e194c552a9252146b3
"300203","300203","3002","36000","1","0","16200000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300204","300204","3002","36000","1","0","15660000000000","魔法防御ダウン90秒","1","バトル開始から90秒間、敵の魔法防御力がダウン","-1","3"
"300205","300205","3002","36000","1","0","15120000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300206","300206","3002","36000","1","0","14400000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300207","300207","3002","36000","1","0","13320000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300208","300208","3002","36000","1","0","12780000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300209","300209","3002","36000","1","0","12060000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300210","300210","3002","36000","1","0","11520000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300211","300211","3002","36000","1","0","10800000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300212","300212","3002","36000","1","0","10260000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300213","300213","3002","36000","1","0","9720000000000","魔法防御ダウン90秒","1","バトル開始から90秒間、敵の魔法防御力がダウン","-1","3"
"300214","300214","3002","36000","1","0","9180000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300215","300215","3002","36000","1","0","8460000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300216","300216","3002","36000","1","0","7380000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300217","300217","3002","36000","1","0","6660000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300218","300218","3002","36000","1","0","6120000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300219","300219","3002","36000","1","0","5580000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300220","300220","3002","36000","1","0","4860000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300221","300221","3002","36000","1","0","4320000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300222","300222","3002","36000","1","0","3780000000000","魔法防御ダウン90秒","1","バトル開始から90秒間、敵の魔法防御力がダウン","-1","3"
"300223","300223","3002","36000","1","0","3240000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300224","300224","3002","36000","1","0","2520000000000","TP150アップ","1","バトル開始時、味方のＴＰが150アップ","-1","3"
"300225","300225","3002","36000","1","0","1980000000000","無敵15秒","1","バトル開始から15秒間、味方が無敵状態になる","-1","3"
"300226","300226","3002","36000","1","0","1440000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300227","300227","3002","36000","1","0","720000000000","魔法防御ダウン90秒","1","バトル開始から90秒間、敵の魔法防御力がダウン","-1","3"
"300228","300228","3002","36000","1","0","180000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300301","300301","3003","36000","1","0","14550000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300302","300302","3003","36000","1","0","13950000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300303","300303","3003","36000","1","0","13050000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300304","300304","3003","36000","1","0","12600000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300305","300305","3003","36000","1","0","12000000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300306","300306","3003","36000","1","0","11550000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300307","300307","3003","36000","1","0","11100000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300308","300308","3003","36000","1","0","10650000000000","毎秒ＨＰ回復90秒","1","バトル開始から90秒間、味方のＨＰが毎秒回復","-1","3"
"300309","300309","3003","36000","1","0","10050000000000","毎秒ＴＰアップ90秒","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","-1","3"
"300310","300310","3003","36000","1","0","9600000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300311","300311","3003","36000","1","0","9000000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300312","300312","3003","36000","1","0","8100000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300313","300313","3003","36000","1","0","7650000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300314","300314","3003","36000","1","0","7050000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300315","300315","3003","36000","1","0","6600000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300316","300316","3003","36000","1","0","6150000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300317","300317","3003","36000","1","0","5550000000000","毎秒ＨＰ回復90秒","1","バトル開始から90秒間、味方のＨＰが毎秒回復","-1","3"
"300318","300318","3003","36000","1","0","5100000000000","毎秒ＴＰアップ90秒","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","-1","3"
"300319","300319","3003","36000","1","0","4650000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300320","300320","3003","36000","1","0","4050000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300321","300321","3003","36000","1","0","3600000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300322","300322","3003","36000","1","0","3150000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300323","300323","3003","36000","1","0","2700000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300324","300324","3003","36000","1","0","2100000000000","TP150アップ","1","バトル開始時、味方のＴＰが150アップ","-1","3"
"300325","300325","3003","36000","1","0","1650000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300326","300326","3003","36000","1","0","1200000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300327","300327","3003","36000","1","0","600000000000","毎秒ＨＰ回復90秒","1","バトル開始から90秒間、味方のＨＰが毎秒回復","-1","3"
"300328","300328","3003","36000","1","0","150000000000","毎秒ＴＰアップ90秒","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","-1","3"
"300401","300401","3004","36000","1","0","17460000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300402","300402","3004","36000","1","0","16740000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300403","300403","3004","36000","1","0","16200000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300404","300404","3004","36000","1","0","15660000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300405","300405","3004","36000","1","0","15120000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300406","300406","3004","36000","1","0","13860000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300407","300407","3004","36000","1","0","13320000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300408","300408","3004","36000","1","0","12780000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300409","300409","3004","36000","1","0","12060000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300410","300410","3004","36000","1","0","11520000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300411","300411","3004","36000","1","0","10800000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300412","300412","3004","36000","1","0","10260000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300413","300413","3004","36000","1","0","9720000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300414","300414","3004","36000","1","0","9180000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300415","300415","3004","36000","1","0","7920000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300416","300416","3004","36000","1","0","7380000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300417","300417","3004","36000","1","0","6660000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300418","300418","3004","36000","1","0","6120000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300419","300419","3004","36000","1","0","5580000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300420","300420","3004","36000","1","0","4860000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300421","300421","3004","36000","1","0","4320000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300422","300422","3004","36000","1","0","3780000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300423","300423","3004","36000","1","0","3240000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300424","300424","3004","36000","1","0","2520000000000","TP150アップ","1","バトル開始時、味方のＴＰが150アップ","-1","3"
"300425","300425","3004","36000","1","0","1980000000000","無敵15秒","1","バトル開始から15秒間、味方が無敵状態になる","-1","3"
"300426","300426","3004","36000","1","0","1440000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300427","300427","3004","36000","1","0","720000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300428","300428","3004","36000","1","0","180000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300501","300501","3005","36000","1","0","64020000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300502","300502","3005","36000","1","0","61380000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300503","300503","3005","36000","1","0","59400000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300504","300504","3005","36000","1","0","57420000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300505","300505","3005","36000","1","0","55440000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300506","300506","3005","36000","1","0","52800000000000","魔法防御ダウン90秒","1","バトル開始から90秒間、敵の魔法防御力がダウン","-1","3"
"300507","300507","3005","36000","1","0","50820000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300508","300508","3005","36000","1","0","48840000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300509","300509","3005","36000","1","0","46860000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300510","300510","3005","36000","1","0","44220000000000","魔法防御ダウン90秒","1","バトル開始から90秒間、敵の魔法防御力がダウン","-1","3"
"300511","300511","3005","36000","1","0","42240000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300512","300512","3005","36000","1","0","39600000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300513","300513","3005","36000","1","0","37620000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300514","300514","3005","36000","1","0","35640000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300515","300515","3005","36000","1","0","33660000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300516","300516","3005","36000","1","0","31020000000000","魔法防御ダウン90秒","1","バトル開始から90秒間、敵の魔法防御力がダウン","-1","3"
"300517","300517","3005","36000","1","0","29040000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300518","300518","3005","36000","1","0","27060000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300519","300519","3005","36000","1","0","24420000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300520","300520","3005","36000","1","0","22440000000000","魔法防御ダウン90秒","1","バトル開始から90秒間、敵の魔法防御力がダウン","-1","3"
"300521","300521","3005","36000","1","0","20460000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300522","300522","3005","36000","1","0","17820000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300523","300523","3005","36000","1","0","15840000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300524","300524","3005","36000","1","0","13860000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300525","300525","3005","36000","1","0","11880000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300526","300526","3005","36000","1","0","9240000000000","TP150アップ","1","バトル開始時、味方のＴＰが150アップ","-1","3"
"300527","300527","3005","36000","1","0","7260000000000","無敵15秒","1","バトル開始から15秒間、味方が無敵状態になる","-1","3"
"300528","300528","3005","36000","1","0","5280000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300529","300529","3005","36000","1","0","2640000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300530","300530","3005","36000","1","0","660000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300601","300601","3006","54000","1","0","29100000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300602","300602","3006","54000","1","0","27000000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300603","300603","3006","54000","1","0","25200000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300604","300604","3006","54000","1","0","23100000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300605","300605","3006","54000","1","0","21300000000000","魔法防御ダウン90秒","1","バトル開始から90秒間、敵の魔法防御力がダウン","-1","3"
"300606","300606","3006","54000","1","0","19200000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300607","300607","3006","54000","1","0","17100000000000","毎秒ＨＰ回復90秒","1","バトル開始から90秒間、味方のＨＰが毎秒回復","-1","3"
"300608","300608","3006","54000","1","0","15300000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300609","300609","3006","54000","1","0","13200000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300610","300610","3006","54000","1","0","11100000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300611","300611","3006","54000","1","0","9300000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300612","300612","3006","54000","1","0","8100000000000","魔法防御ダウン90秒","1","バトル開始から90秒間、敵の魔法防御力がダウン","-1","3"
"300613","300613","3006","54000","1","0","6300000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300614","300614","3006","54000","1","0","4200000000000","毎秒ＨＰ回復90秒","1","バトル開始から90秒間、味方のＨＰが毎秒回復","-1","3"
"300615","300615","3006","54000","1","0","3300000000000","無敵15秒","1","バトル開始から15秒間、味方が無敵状態になる","-1","3"
"300616","300616","3006","54000","1","0","2400000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300617","300617","3006","54000","1","0","1200000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300618","300618","3006","54000","1","0","300000000000","魔法防御ダウン90秒","1","バトル開始から90秒間、敵の魔法防御力がダウン","-1","3"
"300701","300701","3007","54000","1","0","34920000000000","毎秒ＨＰ回復90秒","1","バトル開始から90秒間、味方のＨＰが毎秒回復","-1","3"
"300702","300702","3007","54000","1","0","32400000000000","物理攻撃ダウン90秒","1","バトル開始から90秒間、敵の物理攻撃力がダウン","-1","3"
"300703","300703","3007","54000","1","0","30240000000000","魔法攻撃ダウン90秒","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","-1","3"
"300704","300704","3007","54000","1","0","27720000000000","物理攻撃アップ90秒","1","バトル開始から90秒間、味方の物理攻撃力がアップ","-1","3"
"300705","300705","3007","54000","1","0","25560000000000","魔法攻撃アップ90秒","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","-1","3"
"300706","300706","3007","54000","1","0","23040000000000","物理防御ダウン90秒","1","バトル開始から90秒間、敵の物理防御力がダウン","-1","3"
"300707","300707","3007","54000","1","0","20520000000000","毎秒ＴＰアップ90秒","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","-1","3"
"300708","300708","3007","54000","1","0","18360000000000","毎秒ＨＰ回復90秒","1","バトル開始から90秒間、味方のＨＰが毎秒回復","-1","3"
