684fa81f3a9aba7292283a19e0c2539d41a7399d38edf2522f9161a3a405510f,1d5027605bf3ddbcb63cb3eefa813d7aad4184bc8fa61a554bdb4b043f33ee1c,698f00abbacd1fa394aeaed909cdd04a3dd0822b24365fa5e4903d64d97f14cc,c1da8f51e930da1bf7f2b7223c58bc9ab846659bc3f2d39b3b524cff7c510579,363b9131f4b7ab179cef0c4d7a30798a857ec8fae4c03443e7dc6744a5434b66
"2","90008","1000","100405","96"
"2","25001","10","100406","97"
"8","91002","40","100407","98"
"12","94002","1000000","100407","99"
"2","20004","300","100407","100"
"2","90008","1000","100408","101"
"2","41000","1","100409","102"
"2","25001","10","100409","103"
"12","94002","1000000","100410","104"
"2","20004","400","100410","105"
"2","90008","1500","100411","106"
"8","91002","40","100412","107"
"2","25001","9","100412","108"
"12","94002","1000000","100413","109"
"2","20004","400","100413","110"
"2","90008","1500","100414","111"
"2","41000","1","100415","112"
"12","94002","1000000","100416","113"
"2","20004","500","100416","114"
"8","91002","40","100417","115"
"2","90008","1500","100417","116"
"12","94002","2000000","100418","117"
"2","90008","2000","100418","118"
"12","94002","3000000","100501","119"
"2","20004","300","100501","120"
"2","90008","1000","100502","121"
"2","25001","12","100503","122"
"12","94002","1000000","100504","123"
"2","20004","300","100504","124"
"2","90008","1000","100505","125"
"2","25001","10","100506","126"
"8","91002","40","100507","127"
"12","94002","1000000","100507","128"
"2","20004","300","100507","129"
"2","90008","1000","100508","130"
"2","41000","1","100509","131"
"2","25001","10","100509","132"
"12","94002","1000000","100510","133"
"2","20004","400","100510","134"
"2","90008","1500","100511","135"
"8","91002","40","100512","136"
"2","25001","9","100512","137"
"12","94002","1000000","100513","138"
"2","20004","400","100513","139"
"2","90008","1500","100514","140"
"2","41000","1","100515","141"
"12","94002","1000000","100516","142"
"2","20004","500","100516","143"
"8","91002","40","100517","144"
"2","90008","1500","100517","145"
"12","94002","2000000","100518","146"
"2","90008","2000","100518","147"
"12","94002","3000000","100601","148"
"2","20004","300","100601","149"
"2","90008","1000","100602","150"
"2","25001","12","100603","151"
"12","94002","1000000","100604","152"
"2","20004","300","100604","153"
"2","90008","1000","100605","154"
"2","25001","10","100606","155"
"8","91002","40","100607","156"
"12","94002","1000000","100607","157"
"2","20004","300","100607","158"
"2","90008","1000","100608","159"
"2","41000","1","100609","160"
"2","25001","10","100609","161"
"12","94002","1000000","100610","162"
"2","20004","400","100610","163"
"2","90008","1500","100611","164"
"8","91002","40","100612","165"
"2","25001","9","100612","166"
"12","94002","1000000","100613","167"
"2","20004","400","100613","168"
"2","90008","1500","100614","169"
"2","41000","1","100615","170"
"12","94002","1000000","100616","171"
"2","20004","500","100616","172"
"8","91002","40","100617","173"
"2","90008","1500","100617","174"
"12","94002","2000000","100618","175"
"2","90008","2000","100618","176"
"12","94002","3000000","100701","177"
"2","20004","300","100701","178"
"2","90008","1000","100702","179"
"2","25001","12","100703","180"
"12","94002","1000000","100704","181"
"2","20004","300","100704","182"
"2","90008","1000","100705","183"
"2","25001","10","100706","184"
"8","91002","40","100707","185"
"12","94002","1000000","100707","186"
"2","20004","300","100707","187"
"2","90008","1000","100708","188"
"2","41000","1","100709","189"
"2","25001","10","100709","190"
"12","94002","1000000","100710","191"
"2","20004","400","100710","192"
"2","90008","1500","100711","193"
"8","91002","40","100712","194"
"2","25001","9","100712","195"
"12","94002","1000000","100713","196"
"2","20004","400","100713","197"
"2","90008","1500","100714","198"
"2","41000","1","100715","199"
"12","94002","1000000","100716","200"
"2","20004","500","100716","201"
"8","91002","40","100717","202"
"2","90008","1500","100717","203"
"12","94002","2000000","100718","204"
"2","90008","2000","100718","205"
"12","94002","3000000","100801","206"
"2","20004","300","100801","207"
"2","90008","1000","100802","208"
"2","25001","12","100803","209"
"12","94002","1000000","100804","210"
"2","20004","300","100804","211"
"2","90008","1000","100805","212"
"2","25001","10","100806","213"
"8","91002","40","100807","214"
"12","94002","1000000","100807","215"
"2","20004","300","100807","216"
"2","90008","1000","100808","217"
"2","41000","1","100809","218"
"2","25001","10","100809","219"
"12","94002","1000000","100810","220"
"2","20004","400","100810","221"
"2","90008","1500","100811","222"
"8","91002","40","100812","223"
"2","25001","9","100812","224"
"12","94002","1000000","100813","225"
"2","20004","400","100813","226"
"2","90008","1500","100814","227"
"2","41000","1","100815","228"
"12","94002","1000000","100816","229"
"2","20004","500","100816","230"
"8","91002","40","100817","231"
"2","90008","1500","100817","232"
"12","94002","2000000","100818","233"
"2","90008","2000","100818","234"
"12","94002","3000000","100901","235"
"2","20004","300","100901","236"
"2","90008","1000","100902","237"
"2","23003","150","100902","238"
"2","25001","12","100903","239"
"12","94002","1000000","100904","240"
"2","20004","300","100904","241"
"2","90008","1000","100905","242"
"2","23003","150","100905","243"
"2","25001","10","100906","244"
"8","91002","40","100907","245"
"12","94002","1000000","100907","246"
"2","20004","300","100907","247"
"2","90008","1000","100908","248"
"2","23003","200","100908","249"
"2","41000","1","100909","250"
"2","25001","10","100909","251"
"12","94002","1000000","100910","252"
"2","20004","400","100910","253"
"2","90008","1500","100911","254"
"8","91002","40","100912","255"
"2","25001","9","100912","256"
"12","94002","1000000","100913","257"
"2","20004","400","100913","258"
"2","90008","1500","100914","259"
"2","41000","1","100915","260"
"12","94002","1000000","100916","261"
"2","20004","500","100916","262"
"8","91002","40","100917","263"
"2","90008","1500","100917","264"
"12","94002","2000000","100918","265"
"2","90008","2000","100918","266"
"12","94002","3000000","101001","267"
"2","20004","300","101001","268"
"2","90008","1000","101002","269"
"2","23003","150","101002","270"
"2","25001","12","101003","271"
"12","94002","1000000","101004","272"
"2","20004","300","101004","273"
"2","90008","1000","101005","274"
"2","23003","150","101005","275"
"2","25001","10","101006","276"
"8","91002","40","101007","277"
"12","94002","1000000","101007","278"
"2","20004","300","101007","279"
"2","90008","1000","101008","280"
"2","23003","200","101008","281"
"2","41000","1","101009","282"
"2","25001","10","101009","283"
"12","94002","1000000","101010","284"
"2","20004","400","101010","285"
"2","90008","1500","101011","286"
"8","91002","40","101012","287"
"2","25001","9","101012","288"
"12","94002","1000000","101013","289"
"2","20004","400","101013","290"
"2","90008","1500","101014","291"
"2","41000","1","101015","292"
"12","94002","1000000","101016","293"
"2","20004","500","101016","294"
"8","91002","40","101017","295"
"2","90008","1500","101017","296"
"12","94002","2000000","101018","297"
"2","90008","2000","101018","298"
"12","94002","3000000","101101","299"
"2","20004","300","101101","300"
"2","90008","1000","101102","301"
"2","23003","150","101102","302"
"2","25001","12","101103","303"
"12","94002","1000000","101104","304"
"2","20004","300","101104","305"
"2","90008","1000","101105","306"
"2","23003","150","101105","307"
"2","25001","10","101106","308"
"8","91002","40","101107","309"
"12","94002","1000000","101107","310"
"2","20004","300","101107","311"
"2","90008","1000","101108","312"
"2","23003","200","101108","313"
"2","41000","1","101109","314"
"2","25001","10","101109","315"
"12","94002","1000000","101110","316"
"2","20004","400","101110","317"
"2","90008","1500","101111","318"
"8","91002","40","101112","319"
"2","25001","9","101112","320"
"12","94002","1000000","101113","321"
"2","20004","400","101113","322"
"2","90008","1500","101114","323"
"2","41000","1","101115","324"
"12","94002","1000000","101116","325"
"2","20004","500","101116","326"
"8","91002","40","101117","327"
"2","90008","1500","101117","328"
"12","94002","2000000","101118","329"
"2","90008","2000","101118","330"
"12","94002","3000000","101201","331"
"2","20004","300","101201","332"
"2","90008","1000","101202","333"
"2","23003","150","101202","334"
"2","25001","12","101203","335"
"12","94002","1000000","101204","336"
"2","20004","300","101204","337"
"2","90008","1000","101205","338"
"2","23003","150","101205","339"
"2","25001","10","101206","340"
"8","91002","40","101207","341"
"12","94002","1000000","101207","342"
"2","20004","300","101207","343"
"2","90008","1000","101208","344"
"2","23003","200","101208","345"
"2","41000","1","101209","346"
"2","25001","10","101209","347"
"12","94002","1000000","101210","348"
"2","20004","400","101210","349"
"2","90008","1500","101211","350"
"8","91002","40","101212","351"
"2","25001","9","101212","352"
"12","94002","1000000","101213","353"
"2","20004","400","101213","354"
"2","90008","1500","101214","355"
"2","41000","1","101215","356"
"12","94002","1000000","101216","357"
"2","20004","500","101216","358"
"8","91002","40","101217","359"
"2","90008","1500","101217","360"
"12","94002","2000000","101218","361"
"2","90008","2000","101218","362"
"12","94002","3000000","101301","363"
"2","20004","300","101301","364"
"2","90008","1000","101302","365"
"2","23003","150","101302","366"
"2","25001","12","101303","367"
"12","94002","1000000","101304","368"
"2","20004","300","101304","369"
"2","90008","1000","101305","370"
"2","23003","150","101305","371"
"2","25001","10","101306","372"
"8","91002","40","101307","373"
"12","94002","1000000","101307","374"
"2","20004","300","101307","375"
"2","90008","1000","101308","376"
"2","23003","200","101308","377"
"2","41000","1","101309","378"
"2","25001","10","101309","379"
"12","94002","1000000","101310","380"
"2","20004","400","101310","381"
"2","90008","1500","101311","382"
"8","91002","40","101312","383"
"2","25001","9","101312","384"
"12","94002","1000000","101313","385"
"2","20004","400","101313","386"
"2","90008","1500","101314","387"
"2","41000","1","101315","388"
"12","94002","1000000","101316","389"
"2","20004","500","101316","390"
"8","91002","40","101317","391"
"2","90008","1500","101317","392"
"12","94002","2000000","101318","393"
"2","90008","2000","101318","394"
"12","94002","3000000","101401","395"
"2","20004","300","101401","396"
"2","90008","1000","101402","397"
"2","23003","150","101402","398"
"2","25001","12","101403","399"
"12","94002","1000000","101404","400"
"2","20004","300","101404","401"
"2","90008","1000","101405","402"
"2","23003","150","101405","403"
"2","25001","10","101406","404"
"8","91002","40","101407","405"
"12","94002","1000000","101407","406"
"2","20004","300","101407","407"
"2","90008","1000","101408","408"
"2","23003","200","101408","409"
"2","41000","1","101409","410"
"2","25001","10","101409","411"
"12","94002","1000000","101410","412"
"2","20004","400","101410","413"
"2","90008","1500","101411","414"
"8","91002","40","101412","415"
"2","25001","9","101412","416"
"12","94002","1000000","101413","417"
"2","20004","400","101413","418"
"2","90008","1500","101414","419"
"2","41000","1","101415","420"
"12","94002","1000000","101416","421"
"2","20004","500","101416","422"
"8","91002","40","101417","423"
"2","90008","1500","101417","424"
"12","94002","2000000","101418","425"
"2","90008","2000","101418","426"
"12","94002","3000000","101501","427"
"2","20004","300","101501","428"
"2","90008","1000","101502","429"
"2","23003","150","101502","430"
"2","25001","12","101503","431"
"12","94002","1000000","101504","432"
"2","20004","300","101504","433"
"2","90008","1000","101505","434"
"2","23003","150","101505","435"
"2","25001","10","101506","436"
"8","91002","40","101507","437"
"12","94002","1000000","101507","438"
"2","20004","300","101507","439"
"2","90008","1000","101508","440"
"2","23003","200","101508","441"
"2","41000","1","101509","442"
"2","25001","10","101509","443"
"12","94002","1000000","101510","444"
"2","20004","400","101510","445"
"2","90008","1500","101511","446"
"8","91002","40","101512","447"
"2","25001","9","101512","448"
"12","94002","1000000","101513","449"
"2","20004","400","101513","450"
"2","90008","1500","101514","451"
"2","41000","1","101515","452"
"12","94002","1000000","101516","453"
"2","20004","500","101516","454"
"8","91002","40","101517","455"
"2","90008","1500","101517","456"
"12","94002","2000000","101518","457"
"2","90008","2000","101518","458"
"12","94002","3000000","101601","459"
"2","20004","300","101601","460"
"2","90008","1000","101602","461"
"2","23003","150","101602","462"
"2","25001","12","101603","463"
"12","94002","1000000","101604","464"
"2","20004","300","101604","465"
"2","90008","1000","101605","466"
"2","23003","150","101605","467"
"2","25001","10","101606","468"
"8","91002","40","101607","469"
"12","94002","1000000","101607","470"
"2","20004","300","101607","471"
"2","90008","1000","101608","472"
"2","23003","200","101608","473"
"2","41000","1","101609","474"
"2","25001","10","101609","475"
"12","94002","1000000","101610","476"
"2","20004","400","101610","477"
"2","90008","1500","101611","478"
"8","91002","40","101612","479"
"2","25001","9","101612","480"
"12","94002","1000000","101613","481"
"2","20004","400","101613","482"
"2","90008","1500","101614","483"
"2","41000","1","101615","484"
"12","94002","1000000","101616","485"
"2","20004","500","101616","486"
"8","91002","40","101617","487"
"2","90008","1500","101617","488"
"12","94002","2000000","101618","489"
"2","90008","2000","101618","490"
"12","94002","3000000","101701","491"
"2","20004","300","101701","492"
"2","90008","1000","101702","493"
"2","23003","150","101702","494"
"2","25001","12","101703","495"
"12","94002","1000000","101704","496"
"2","20004","300","101704","497"
"2","90008","1000","101705","498"
"2","23003","150","101705","499"
"2","25001","10","101706","500"
"8","91002","40","101707","501"
"12","94002","1000000","101707","502"
"2","20004","300","101707","503"
"2","90008","1000","101708","504"
"2","23003","200","101708","505"
"2","41000","1","101709","506"
"2","25001","10","101709","507"
"12","94002","1000000","101710","508"
"2","20004","400","101710","509"
"2","90008","1500","101711","510"
"8","91002","40","101712","511"
"2","25001","9","101712","512"
"12","94002","1000000","101713","513"
"2","20004","400","101713","514"
"2","90008","1500","101714","515"
"2","41000","1","101715","516"
"12","94002","1000000","101716","517"
"2","20004","500","101716","518"
"8","91002","40","101717","519"
"2","90008","1500","101717","520"
"12","94002","2000000","101718","521"
"2","90008","2000","101718","522"
"12","94002","3000000","101801","523"
"2","20004","300","101801","524"
"2","90008","1000","101802","525"
"2","23003","150","101802","526"
"2","25001","12","101803","527"
"12","94002","1000000","101804","528"
"2","20004","300","101804","529"
"2","90008","1000","101805","530"
"2","23003","150","101805","531"
"2","25001","10","101806","532"
"8","91002","40","101807","533"
"12","94002","1000000","101807","534"
"2","20004","300","101807","535"
"2","90008","1000","101808","536"
"2","23003","200","101808","537"
"2","41000","1","101809","538"
"2","25001","10","101809","539"
"12","94002","1000000","101810","540"
"2","20004","400","101810","541"
"2","90008","1500","101811","542"
"8","91002","40","101812","543"
"2","25001","9","101812","544"
"12","94002","1000000","101813","545"
"2","20004","400","101813","546"
"2","90008","1500","101814","547"
"2","41000","1","101815","548"
"12","94002","1000000","101816","549"
"2","20004","500","101816","550"
"8","91002","40","101817","551"
"2","90008","1500","101817","552"
"12","94002","2000000","101818","553"
"2","90008","2000","101818","554"
"12","94002","3000000","101901","555"
"2","20004","300","101901","556"
"2","90008","1000","101902","557"
"2","23003","150","101902","558"
"2","25001","12","101903","559"
"12","94002","1000000","101904","560"
"2","20004","300","101904","561"
"2","90008","1000","101905","562"
"2","23003","150","101905","563"
"2","25001","10","101906","564"
"8","91002","40","101907","565"
"12","94002","1000000","101907","566"
"2","20004","300","101907","567"
"2","90008","1000","101908","568"
"2","23003","200","101908","569"
"2","41000","1","101909","570"
"2","25001","10","101909","571"
"12","94002","1000000","101910","572"
"2","20004","400","101910","573"
"2","90008","1500","101911","574"
"8","91002","40","101912","575"
"2","25001","9","101912","576"
"12","94002","1000000","101913","577"
"2","20004","400","101913","578"
"2","90008","1500","101914","579"
"2","41000","1","101915","580"
"12","94002","1000000","101916","581"
"2","20004","500","101916","582"
"8","91002","40","101917","583"
"2","90008","1500","101917","584"
"12","94002","2000000","101918","585"
"2","90008","2000","101918","586"
"12","94002","3000000","102001","587"
"2","20004","300","102001","588"
"2","90008","1000","102002","589"
"2","23003","150","102002","590"
"2","25001","12","102003","591"
"12","94002","1000000","102004","592"
"2","20004","300","102004","593"
"2","90008","1000","102005","594"
"2","23003","150","102005","595"
"2","25001","10","102006","596"
"8","91002","40","102007","597"
"12","94002","1000000","102007","598"
"2","20004","300","102007","599"
"2","90008","1000","102008","600"
"2","23003","200","102008","601"
"2","41000","1","102009","602"
"2","25001","10","102009","603"
"12","94002","1000000","102010","604"
"2","20004","400","102010","605"
"2","90008","1500","102011","606"
"8","91002","40","102012","607"
"2","25001","9","102012","608"
"12","94002","1000000","102013","609"
"2","20004","400","102013","610"
"2","90008","1500","102014","611"
"2","41000","1","102015","612"
"12","94002","1000000","102016","613"
"2","20004","500","102016","614"
"8","91002","40","102017","615"
"2","90008","1500","102017","616"
"12","94002","2000000","102018","617"
"2","90008","2000","102018","618"
