9af013eefca7db5a59a7f7305ba10b6a6ccf7842f87dc4edc7283a78788d4b1a,cff3395813acc82d311d7078c1ca9cab5cb2be7b9e1ed979ec80f7a56f4b046f,729d3d4379eb23deebf2dd621d5d23265dd851cd49d56c4a49237961f127772f,bb692b7027c71a96a65c5beb0247cece2fcd26e00323474ddcde854aa3fc63a9,ff0ad2682b9f17ae0bc135f7e52b1a4eeff2264b021f9db0706664c73e89701b,07f5ab9cad6ce57c2df711ea7102d126ce33b3a4010e401c88731ba3a817d449,6aa380734e0e23320299a634080a83877ed6105f3002ad0850b8e170303f8efb,91f7637645e3d7a2064f7f87a30402b208dad10a8514a94c02623816afc5fbda,0660e6d384a5f41d3086afa3c8164c9f67520ea0f9284fdc9f1420a3ed1e7786
"2","57","メガ","1","0","2","0","3","1"
"2","58","ナチュラルボーン","1","0","2","1","3","1"
"2","59","大海原の","1","0","2","0","3","1"
"2","60","アドレナリン全開の","1","0","2","1","3","1"
"2","61","オーマ産の","1","0","2","0","3","1"
"2","62","手練れの","1","0","2","0","3","1"
"2","63","歴戦の","1","0","2","0","3","1"
"2","64","水を得た","1","0","2","0","3","1"
"2","65","ド級の","1","0","2","0","3","1"
"2","66","ただ者ではない","1","1","2","2","3","0"
"2","67","勇猛なる","1","1","2","0","3","0"
"2","68","ひた走る","1","1","2","0","3","0"
"2","69","目にも留まらぬ","1","1","2","2","3","0"
"2","70","荒波の","1","1","2","0","3","0"
"2","71","レイジオブ","1","1","2","0","3","0"
"2","72","負けず嫌いの","1","1","2","2","3","0"
"2","73","伸び盛りの","1","1","2","0","3","0"
"2","74","型破りの","1","1","2","0","3","0"
"2","75","暴れる","1","1","2","0","3","0"
"2","76","荒れくるう","1","1","2","0","3","0"
"2","77","うわさの","1","0","2","0","3","0"
"2","78","ビーチサイドの","1","0","2","2","3","0"
"2","79","元気はつらつ","1","0","2","2","3","0"
"2","80","常夏を駆ける","1","0","2","2","3","0"
"2","81","マッスル","1","0","2","0","3","0"
"2","82","金波銀波の","1","0","2","0","3","0"
"2","83","生まれながらの","1","0","2","2","3","0"
"2","84","お騒がせの","1","0","2","0","3","0"
"2","85","未知数の","1","0","2","0","3","0"
"2","86","激ヤバ","1","0","2","0","3","0"
"2","87","負けるな","1","0","2","0","3","0"
"3","88","ライトスピード","1","1","2","2","3","1"
"3","89","プロフェッショナル","1","1","2","1","3","1"
"3","90","トップオブ","1","1","2","0","3","1"
"3","91","ゴールドメダル","1","1","2","2","3","1"
"3","92","アルティメット","1","1","2","2","3","1"
"3","93","ザ・ベスト","1","1","2","0","3","1"
"3","94","パーフェクト","1","1","2","2","3","1"
"3","95","100年に1人の","1","1","2","1","3","1"
"3","96","レジェンダリー","1","1","2","2","3","1"
"3","97","超一流の","1","1","2","0","3","1"
"3","98","世界の","1","1","2","0","3","1"
"3","99","選ばれし","1","1","2","0","3","1"
"3","100","アスレチック","1","0","2","2","3","1"
"3","101","偉大なる","1","0","2","0","3","1"
"3","102","スーパーソニック","1","0","2","1","3","1"
"3","103","ウルトラ","1","0","2","0","3","1"
"3","104","MVPの","1","0","2","0","3","1"
"3","105","ジェネラル","1","0","2","0","3","1"
"3","106","オールラウンド","1","0","2","2","3","1"
"3","107","シルバーメダル","1","0","2","2","3","1"
"3","108","聖なる","1","0","2","0","3","1"
"3","109","エクセレント","1","0","2","2","3","1"
"3","110","一流の","1","0","2","0","3","1"
"3","111","マーベラス","1","0","2","0","3","1"
"3","112","スーパー","1","1","2","0","3","0"
"3","113","フライング","1","1","2","0","3","0"
"3","114","グレート","1","1","2","0","3","0"
"3","115","アンストッパブル","1","1","2","1","3","0"
"3","116","カリスマ","1","1","2","0","3","0"
"3","117","万能","1","1","2","0","3","0"
"3","118","新世代の","1","1","2","0","3","0"
"3","119","栄えある","1","1","2","0","3","0"
"3","120","異彩を放つ","1","1","2","0","3","0"
"3","121","いぶし銀の","1","1","2","0","3","0"
"3","122","天下の","1","1","2","0","3","0"
"3","123","レッツゴー","1","0","2","0","3","0"
"3","124","グッド","1","0","2","0","3","0"
"3","125","ホップ・ステップ・","1","0","2","1","3","0"
"3","126","伸びしろのある","1","0","2","2","3","0"
"3","127","ブロンズメダル","1","0","2","2","3","0"
"3","128","期待の","1","0","2","0","3","0"
"3","129","ジャンピング","1","0","2","2","3","0"
"3","130","新時代の","1","0","2","0","3","0"
"3","131","知る人ぞ知る","1","0","2","2","3","0"
