ffcfd1cb363ee94db847a13b17f3949a5ac49c53ea86f9e33ebd3a8c9450425f,bdf8655d857a09e9edd43e6ea1f3cf3bd6f943a624e51a5f8095a4d60c87d0f0,04993192331f8473ed24a2b7834e3282a511c51c154bac80cc6f23cec7809f03,c9c594ccf78e262473fb7b12273d29ac6a069570474fc19621d9985cd44d0f06,c45f95160a337d8da9c37ccc1cf35fa55642c1a25e3df779f7fef26f2625d134,7580d91fa35cc55b95875132f014fcb9c9794b654c143687635339f7d3cc80ce,fc157fc0291db854974105d90c6dad2275fdfc6b1a39223f2dccb223b8d0697c,abf4c6584fd0faeba913a25f8de419965222385546d7e2d5321a43fea28a077f,72aa39f58b88871ff6c346ede30e35ad8bc374d3df291f82de17cda865839df7,9c5383a2f93ddd8f80835c52c5dc10b0397ea6d8e691d4273864364be3c8e510,847b1981ad4fb5145f4d26dd3ca8c471dfc402226776d568cc620fefdadd5520
"0","16","122611","1","1","レイちゃん\nお互い全力で走ろうね\nわたし本気で挑むから","11","0","0","16005","5"
"","16","0","","","","91","","","16006",""
"","16","122611","","","sjr_talk_idle","3","","0.2","16007","1"
"1","16","122511","sjr_talk_arm_crossed_joy_loop","","sjr_talk_arm_crossed_normal_joy","3","0","0.2","16008","0"
"","16","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_002","21","","","16009","0"
"0","16","122511","1","0.5","ユイ…言うように\nなったじゃないか\nふふっ、だったら私も\nその意気に応えよう","11","0","0","16010","6"
"","16","0","","","","91","","","16011",""
"","16","122511","","","sjr_talk_idle","3","","0.2","16012","1"
"-194","17","1","72","sjr_talk_idle","122611","1","1","1.65","17001","100"
"-194","17","1","-72","sjr_talk_idle","122511","1","0","1.65","17002","100"
"","17","122511","","","sjr_talk_worry_shy","3","","0.2","17003","1"
"","17","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_003","21","","","17004","0"
"0","17","122511","1","0.5","ねぇユイ\n水着で走るのって\nちょっと…","11","0","0","17005","6"
"","17","0","","","","91","","","17006",""
"","17","122511","","","sjr_talk_idle","3","","0.2","17007","1"
"","17","122611","","","sjr_talk_wish_shy","3","","0.2","17008","1"
"","17","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_004","21","","","17009","0"
"0","17","122611","1","0.5","うん、恥ずかしいよね\n騎士クンに\n見られてると思うと…\n…うぅ～～～！","11","0","0","17010","5"
"","17","0","","","","91","","","17011",""
"","17","122611","","","sjr_talk_idle","3","","0.2","17012","1"
"1","17","122511","sjr_talk_thinking_light","","sjr_talk_thinking_blink_light","3","0","0.2","17013","0"
"","17","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_005","21","","","17014","0"
"0","17","122511","1","0.5","いや、待てよ…\nユイは恥ずかしい時\n逃げ足が速くなる…\nそれを利用すれば…！","11","0","0","17015","6"
"","17","0","","","","91","","","17016",""
"","17","122511","","","sjr_talk_idle","3","","0.2","17017","1"
"-194","18","1","72","sjr_talk_idle","122611","1","1","1.65","18001","100"
"-194","18","1","-72","sjr_talk_idle","122511","1","0","1.65","18002","100"
"","18","122611","","","sjr_talk_wish_surprise","3","","0.2","18003","1"
"","18","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_006","21","","","18004","0"
"0","18","122611","1","0.5","なんだかすごいコース\nばかりだね…\nどうやって\n作ったんだろう…","11","0","0","18005","7"
"","18","0","","","","91","","","18006",""
"","18","122611","","","sjr_talk_idle","3","","0.2","18007","1"
"1","18","122511","sjr_talk_arm_crossed_normal2_loop","","sjr_talk_arm_crossed_normal2","3","0","0.2","18008","0"
"","18","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_007","21","","","18009","0"
"0","18","122511","1","0.5","気にしちゃダメだよ\nこういう時は素直に\n楽しむのが一番さ","11","0","0","18010","7"
"","18","0","","","","91","","","18011",""
"","18","122511","","","sjr_talk_idle","3","","0.2","18012","1"
"-194","19","1","72","sjr_talk_idle","122611","1","1","1.65","19001","100"
"-194","19","1","-72","sjr_talk_idle","122411","1","0","1.65","19002","100"
"1","19","122611","sjr_talk_idle_joy","","sjr_talk_wave_hand","3","0","0.2","19003","0"
"","19","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_008","21","","","19004","0"
"0","19","122611","1","0.5","ヒヨリちゃん\n楽しんでる？","11","0","0","19005","11"
"","19","0","","","","91","","","19006",""
"","19","122611","","","sjr_talk_idle","3","","0.2","19007","1"
"1","19","122411","sjr_talk_swing_joy2","","sjr_talk_fun","3","0","0.2","19008","0"
"","19","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_009","21","","","19009","0"
"0","19","122411","1","0.5","もっちろん！\nこんな面白いこと\n楽しまないと\nもったいないよー！","11","0","0","19010","8"
"","19","0","","","","91","","","19011",""
"","19","122411","","","sjr_talk_idle","3","","0.2","19012","1"
"","19","122611","","","sjr_talk_laugh","3","","0.2","19013","1"
"","19","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_010","21","","","19014","0"
"0","19","122611","1","0.5","そうだね\nふふっ、わたしも\nヒヨリちゃんを\n見習わないと…！","11","0","0","19015","8"
"","19","0","","","","91","","","19016",""
"","19","122611","","","sjr_talk_idle","3","","0.2","19017","1"
"-194","20","1","72","sjr_talk_idle","122611","1","1","1.65","20001","100"
"-194","20","1","-72","sjr_talk_idle","122411","1","0","1.65","20002","100"
"1","20","122411","sjr_talk_guts2_loop","","sjr_talk_guts2","3","0","0.2","20003","0"
"","20","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_011","21","","","20004","0"
"0","20","122411","1","0.5","ユイちゃんっ！\nさっきの走りは\nすごかったね！\n追いつけなかったよー","11","0","0","20005","9"
"","20","0","","","","91","","","20006",""
"","20","122411","","","sjr_talk_idle","3","","0.2","20007","1"
"1","20","122611","sjr_talk_mouth_hidden_guru","","sjr_talk_mouth_hidden_dere_guru","3","0","0.2","20008","0"
"","20","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_012","21","","","20009","0"
"0","20","122611","1","0.5","夢中で走ってたら\nなんだか\n気持ちよくなって…\nふふ、ふふふ…","11","0","0","20010","5"
"","20","0","","","","91","","","20011",""
"1","20","122411","sjr_talk_shock_loop","","sjr_talk_shock","3","0","0.2","20012","0"
"","20","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_013","21","","","20013","0"
"0","20","122411","1","0.5","わーっ！？\nユイちゃん！？\n目がグルグルだー！？","11","0","0","20014","17"
"","20","0","","","","91","","","20015",""
"","20","122611","","","sjr_talk_idle","3","","0.2","20016","1"
"","20","122411","","","sjr_talk_idle","3","","0.2","20017","1"
"-194","21","1","72","sjr_talk_idle","122611","1","1","1.65","21001","100"
"-194","21","1","-72","sjr_talk_idle","122411","1","0","1.65","21002","100"
"","21","122611","","","sjr_talk_worry_sad","3","","0.2","21003","1"
"","21","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_014","21","","","21004","0"
"0","21","122611","1","0.5","ヒヨリちゃん、ずっと\n走ってるけど大丈夫？\n水分補給はちゃんと\nしなくちゃダメだよ？","11","0","0","21005","9"
"","21","0","","","","91","","","21006",""
"","21","122611","","","sjr_talk_idle","3","","0.2","21007","1"
"0","21","122411","sjr_talk_guts2_joy_loop","","sjr_talk_laugh_guts","3","0","0.2","21008","0"
"","21","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_015","21","","","21009","0"
"0","21","122411","1","0.5","心配性だなぁ\nユイちゃんはー\nあ、だったら一緒に\nかき氷食べに行こー♪","11","0","0","21010","6"
"","21","0","","","","91","","","21011",""
"","21","122411","","","sjr_talk_idle","3","","0.2","21012","1"
"-194","22","1","72","sjr_talk_idle","122511","1","1","1.65","22001","100"
"-194","22","1","-72","sjr_talk_idle","122411","1","0","1.65","22002","100"
"1","22","122511","sjr_talk_arm_crossed_normal_loop","","sjr_talk_arm_crossed_normal","3","0","0.2","22003","0"
"","22","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_016","21","","","22004","0"
"0","22","122511","1","0.5","相手がヒヨリとはいえ\n負けるつもりは\nないからね","11","0","0","22005","7"
"","22","0","","","","91","","","22006",""
"","22","122511","","","sjr_talk_idle","3","","0.2","22007","1"
"1","22","122411","sjr_talk_guts_loop","","sjr_talk_guts","3","0","0.2","22008","0"
"","22","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_017","21","","","22009","0"
"0","22","122411","1","0.5","レイさんが相手なら\nあたしだって\n全力全開だよ！","11","0","0","22010","8"
"","22","0","","","","91","","","22011",""
"","22","122411","","","sjr_talk_idle","3","","0.2","22012","1"
"-194","23","1","72","sjr_talk_idle","122511","1","1","1.65","23001","100"
"-194","23","1","-72","sjr_talk_idle","122411","1","0","1.65","23002","100"
"1","23","122411","sjr_talk_eieio_loop","","sjr_talk_fun_eieio","3","0","0.2","23003","0"
"","23","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_018","21","","","23004","0"
"0","23","122411","1","0.5","夏と言えばかき氷！\nシロップはー……\n禁断の全部混ぜだー！","11","0","0","23005","5"
"","23","0","","","","91","","","23006",""
"","23","122411","","","sjr_talk_idle","3","","0.2","23007","1"
"","23","122511","","","sjr_talk_mouth_hidden_sad","3","","0.2","23008","1"
"","23","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_019","21","","","23009","0"
"0","23","122511","1","0.5","そんなに冷たいもの\nばかり食べて…\n走れなくなっても\n知らないよ？","11","0","0","23010","7"
"","23","0","","","","91","","","23011",""
"","23","122511","","","sjr_talk_idle","3","","0.2","23012","1"
"1","23","122411","sjr_talk_arm_opened_guru","","sjr_talk_arm_opened_joy_guru","3","0","0.2","23013","0"
"","23","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_020","21","","","23014","0"
"0","23","122411","1","0.5","平気平気ぃ♪\n…あれっ？\nなんか頭がキーンって\nいたたたたぁー！？","11","0","0","23015","5"
"","23","0","","","","91","","","23016",""
"","23","122411","","","sjr_talk_idle","3","","0.2","23017","1"
"-194","24","1","72","sjr_talk_idle","122511","1","1","1.65","24001","100"
"-194","24","1","-72","sjr_talk_idle","122411","1","0","1.65","24002","100"
"","24","122411","","","sjr_talk_mouth_hidden_sad","3","","0.2","24003","1"
"","24","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_021","21","","","24004","0"
"0","24","122411","1","1","ユイちゃん\n大丈夫かなー\n転んだりしてないと\nいいけど…","11","0","0","24005","7"
"","24","0","","","","91","","","24006",""
"","24","122411","","","sjr_talk_idle","3","","0.2","24007","1"
"0","24","122511","sjr_talk_arm_crossed_joy_loop","","sjr_talk_arm_crossed_normal_joy","3","0","0.2","24008","0"
"","24","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_022","21","","","24009","0"
"0","24","122511","1","0.5","心配はいらないさ\nユイは強くなった\nむしろ私たちが\n負けてしまうかもね","11","0","0","24010","5"
"","24","0","","","","91","","","24011",""
"","24","122511","","","sjr_talk_idle","3","","0.2","24012","1"
"","24","122411","","","sjr_talk_laugh","3","","0.2","24013","1"
"","24","vo_minigame_1010","0","","vo_minigame_1010_top_talk_2_023","21","","","24014","0"
"0","24","122411","1","0.5","えへへっ、そうだね！\n一緒に走るのが\n楽しみだなー♪","11","0","0","24015","7"
"","24","0","","","","91","","","24016",""
"","24","122411","","","sjr_talk_idle","3","","0.2","24017","1"
