ec2e1fe69dcbd3c9e51ff4035943fe71766d9d82aa2f6f4558f47bae30ba3cc2,63911f49d18e3256edd55e00171afbf9489515b2fc5b73201fe7f81c81482686,977de6d90d46d690497c128fb89c5a554214715212571f74977b134dca58938f,cde1792a591067a1be04215306a1e84521956837d95850458f9c937a12318260,844518bcfcdc9d7c0cd0c3387a824d22fd2cca4bd2f5660fcbcaa3bd0d75ceea,f7aa4f51cccc58f50f580d394b5b0e5c331d12155e346332f73d8b5c4aa377c4,51c7bd2460e7fee0eaa2e7678428d895d2db6558c29e803b4667a1450ab864e9,9552a177aee75724590b0a62554c23d8d81316272cdde2fe5f2611c0590c65f3,5b77ace9045de9440818f4539230b2b9460c326edeffbaa20e114cea125d2673,8245427ff3378fc3b45d730b8f649a8e352638a5ac7ed48e1b4dc59fb7830796,69ba278cc783b993f8ad2d40da52385927908a38a14f8d581da7a27a1b95ac14,bf384befda6d9bd04126a647bf7c4e803ba2c2b36d6f0bfe466a8e9c9669b0e2,d187a953e2ba3c5c235bde134fac7ea929ceb5f046def8d0d29d84b6a5d12457,2da644eccd564540d6c43c74a03de8fc910a9755c05199a9fa4e48311583d623,21ef226d4d0a7c0a89b46dff164a12d2dc3d6da8695ddbd4eaed8bb82480e065,7553bf783c49f5bff90f50164d1a97f14b68b2b27487b140e3f749df4dbeb883,a27aa147d2b9d72a203d6e58162fa126e8ab673e40a0854dd56d46973861c298,5d45c2aa120c61c634024ffa8d99298ce33883578d5301b7e6c18baf98ac5b47,68d56f72b5fc7e286b550983e5aaee3ea73376047a5768d2ed5adeb52b50d0d8,c8e064a6d7b86c32988a64e5fe62307e864018427e6eaac661b6163bf1943a46
"12463","これ、何と言う？","2","12454","12521","","5","5","1","12531","陸上競技や水泳で、スタートする際に上体を深くかがませた姿勢からスタートすること","5","1085","1","クラウチングスタート","12481","0","5","5","クラウチン"
"12525","これ、何と言う？","2","12479","12452","","5","5","1","26495","跳び箱などで使う踏切板の正式な名前","6","1086","3","ロイター板","12540","0","5","5","ロイター板"
"12489","これ、何と言う？","2","12501","12523","","5","5","1","12531","水泳で足をバラバラに動かさず、左右揃えて力強く水を蹴ること。とある動物の泳ぎ方に似ている","5","1095","2","ドルフィンキック","12451","0","5","5","ドルフィン"
"12496","これ、何と言う？","1","12491","12540","","5","5","1","12464","『ヒヨリ（★6）』のユニオンバースト。燃えさかる拳の連撃","5","1096","3","ヒヨリバーニングラッシュ","12531","1096","5","5","バーニング"
"12496","これ、何と言う？","1","12483","12491","","5","5","1","12517","ミニゲーム『ミサトのホームランドリル』にて投手『ハツネ』が使用する、球が消える魔球","5","1099","2","ハツネ☆バニッシュ","12471","1099","5","5","バニッシュ"
"12489","これ、何と言う？","1","12468","12521","","5","5","1","12474","ミニゲーム『ミサトのホームランドリル』にて投手『カヤ』が使用する、球が燃える魔球","5","1100","2","ドラゴンズエンドボール","12531","1102","5","5","ドラゴンズ"
"25171","これ、何と言う？","1","12467","25731","","5","6","1","12481","ミニゲーム『ミサトのホームランドリル』にて、助っ人『アヤネ』に与えられた役職","5","1101","3","打撃コーチ","12540","1101","5","6","打撃コーチ"
"25237","これ、何と言う？","1","12467","29699","","5","6","1","12481","ミニゲーム『ミサトのホームランドリル』にて、助っ人『カヤ』に与えられた役職","5","1102","3","投球コーチ","12540","1102","5","6","投球コーチ"
"12508","これ、何と言う？","2","12471","12463","","5","5","1","12464","精神と肉体の強さを同時に競い合う競技。チェスと、とあるスポーツとを交互にプレーする","5","1104","3","チェスボクシング","12531","0","5","5","ボクシング"
"12521","これ、何と言う？","2","12466","12502","","5","5","1","12512","テニスや卓球などで、どちらかが得点を全く取らないまま勝負のついた試合のこと。完封試合","5","1105","2","ラブゲーム","12540","0","5","5","ラブゲーム"
"12450","これ、何と言う？","2","12471","12452","アイシールド","5","5","1","12489","アメフトで目を保護するためにヘルメットのフェイスマスクにつける、プラスチック製のシート","5","1106","3","アイシールド","12523","0","5","5","アイシルド"
"12463","これ、何と言う？","2","12540","12457","","5","5","1","12540","バスケットボールやアメフトで、一試合を4つの時間帯に区切ったうちの一つ。ピリオドとも","5","1107","3","クォーター","12479","0","5","5","クォーター"
"12501","これ、何と言う？","2","12501","12522","フリーフォール","5","5","1","12523","「絶叫マシーン」の種類のひとつ。高所から一気に垂直落下するスリルを楽しむ","5","1115","3","フリーフォール","12457","0","5","5","フリフォル"
"12512","これ、何と言う？","2","12469","12531","ムーンサルトプレス","5","5","1","12488","コーナー上からバック転でボディプレスをするプロレス技。軌道が月のような弧を描くことから","5","1116","3","ムーンサルトプレス","12523","0","5","5","ムンサルト"
"12502","これ、何と言う？","2","12474","12523","","5","5","1","12452","ダーツの的の真ん中にある二重丸のうち、内側の方。「インナーブル」や「ダブルブル」とも","5","1117","3","ブルズアイ","12450","0","5","5","ブルズアイ"
"12489","これ、何と言う？","2","12452","12521","","5","5","1","12540","ゴルフの第1打目に使われるクラブの一つ。大きな飛距離を出す際に、もっともよく選ばれる","5","1120","2","ドライバー","12496","0","5","5","ドライバー"
"12467","これ、何と言う？","2","12489","12523","コールドゲーム","5","5","1","12512","野球の試合が、悪天候や、大きな点差がついたなどの事情により途中で打ち切り終了となること","5","1121","2","コールドゲーム","12466","0","5","5","コルドゲム"
"12488","これ、何と言う？","2","12493","12523","","5","5","1","12489","野球の投球方法の一つ。大きく身体をひねって投げる動きが、まるで竜巻を思わせる","5","1122","1","トルネード投法","12540","0","5","5","トルネード"
"12512","これ、何と言う？","2","12454","12531","ムーンウォーク","5","5","1","12463","ダンスのステップの一つ。前に歩いているように見せながら後ろに下がっていく不思議な動き","5","1123","1","ムーンウォーク","12457","0","5","5","ムンウォク"
"12471","これ、何と言う？","2","12523","12540","","5","5","1","25126","対戦カードゲームで人気のルールの一つ。その場で開封したパックで即興デッキを作り勝負する","6","1127","3","シールド戦","12489","0","5","5","シールド戦"
"12495","これ、何と言う？","2","12488","12488","ハットトリック","5","5","1","12463","サッカーなどで、ひとりの選手が１試合中に３得点以上とること","5","1130","1","ハットトリック","12522","0","5","5","ハトトリク"
"12358","これ、何と言う？","2","12385","12387","","4","4","1","12426","漢字では「打っ棄り」「打っ遣り」と書く、相撲の技・決まり手","4","1131","3","うっちゃり","12419","0","4","4","うっちゃり"
"12390","これ、何と言う？","2","12365","12356","","4","4","1","12358","「ベースボール」は「やきゅう」。では「テニス」は？","4","1132","2","ていきゅう","12421","0","4","4","ていきゅう"
"12506","これ、何と言う？","2","12507","12531","","5","5","1","12480","卓球のラケットの種類。「シェークハンド」と、あと一つは？","5","1134","3","ペンホルダー","12523","0","5","5","ペンホルダー"
"12385","これ、何と言う？","2","12358","12421","","4","4","1","12435","スポーツの団体戦での構成","4","1136","2","先鋒⇒次鋒⇒ちゅうけん⇒副将⇒大将","12369","0","4","4","ちゅうけん"
"12473","これ、何と言う？","2","12483","12459","","5","5","1","12517","ラケットを使った球技。対戦者が同じ方向を向き、壁を使って相手にボールを打ち返すのが特徴","5","1138","3","スカッシュ","12471","0","5","5","スカッシュ"
"23476","これ、どんなセリフ？","1","22987","12398","","6","6","1","12426","『クリスティーナ』のUBのセリフ「□□□□□だ、ナンバーズアヴァロン！」","4","1140","3","宴の始まり","12414","1140","4","4","宴の始まり"
"12522","これ、何と言う？","2","12454","12496","","5","5","1","12489","バスケットボールで、シュートが失敗してリングに弾かれたボールをとること","5","1141","1","リバウンド","12531","0","5","5","リバウンド"
"12480","これ、何と言う？","2","12461","12483","","5","5","1","12464","ボクシングでかがむことで相手のパンチをよけること","5","1142","2","ダッキング","12531","0","5","5","ダッキング"
"12473","これ、何と言う？","2","12527","12463","","5","5","1","12488","筋力トレーニングの基本的な種目で膝関節の曲げ、伸ばしを繰り返す動作の名前は？","5","1146","2","スクワット","12483","0","5","5","スクワット"
"19977","これ、何と言う？","2","26376","26085","","6","6","1","36817","「天下五剣」に数えられる刀。名前の由来となった、特徴的な三日月形の刃文を持つ","6","1151","2","三日月宗近","23447","0","6","6","三日月宗近"
"12429","これ、何と言う？","2","12365","12358","","4","4","1","12358","バスケットボールの和訳","4","1153","2","籠球＝ろうきゅう","12421","0","4","4","ろうきゅう"
"12510","これ、何と言う？","2","12531","12454","","5","5","1","12531","略して「MTB」とも書かれる、山野を走るのに向いた自転車","5","1157","2","マウンテンバイク","12486","0","5","5","マウンテン"
"12503","このセリフ、何と言う？","1","12531","12522","","5","5","1","12473","","5","1164","1","チェンジ・プリンセスフォーム！","12475","1164","5","5","プリンセス"
"12475","これ、何と言う？","2","12501","12540","","5","5","1","12451","ビリヤードのテクニック。手球を相手がプレイしにくい位置に移動させること","5","1166","3","セーフティ","12486","0","5","5","セーフティ"
"12393","これ、何と言う？","1","12384","12358","どうだ、見たか！","4","4","1","12383","このキャラが野球でホームランを打ったときのキメ台詞","4","1168","3","どうだ、見たか！","35211","1168","6","4","どうだ見た"
"12510","これ、何と言う？","2","12531","12471","","5","5","1","12531","「機関銃」の、英語での呼び方","5","1170","1","機関銃＝マシンガン","12460","0","5","5","マシンガン"
"12518","これ、何と言う？","1","12496","12491","ユニオンバースト","5","5","1","12488","プリコネRのバトル用語で『UB』とは何の略？","5","1171","1","ユニオンバースト","12473","0","5","5","ユニバスト"
"12385","これ、何と言う？","1","12358","12423","","4","4","1","12388","プリコネRのバトルで、このアイコンが表す状態異常の名前","4","1172","2","ちょうはつ","12399","1172","4","4","ちょうはつ"
"21560","これ、何と言う？","1","12496","21454","","5","6","1","12450","プリコネRのバトルで、このアイコンが表す状態異常の名前","5","1173","2","物理吸収バリア","12522","1173","5","6","吸収バリア"
"12362","これ、何と言う？","1","12418","12392","","4","4","1","12385","プリコネRのバトルで、このアイコンが表す状態異常の名前","4","1174","3","おともだち","12384","1174","4","4","おともだち"
"12385","これ、何と言う？","1","12358","12421","","4","4","1","12356","プリコネRのバトルでの、キャラの立ち位置。\n「前衛」と「後衛」とあと一つは何？","4","1175","1","ちゅうえい","12360","0","4","4","ちゅうえい"
"12479","これ、何と言う？","1","12466","12540","","5","5","1","12488","プリコネRのバトル用語\nの一つ（カタカナで）","5","1176","1","マルチターゲット","12483","1176","5","5","ターゲット"
"12473","これ、何と言う？","2","12517","12461","","5","5","1","12496","空気の詰まったタンクを背負い、海などで潜って楽しむアクティビティ","5","1178","1","スキューバダイビング","12540","0","5","5","スキューバ"
"12508","これ、何と言う？","2","12480","12523","","5","5","1","12531","クライミングの一種に分類されるスポーツ。ロープなどを持たずほぼ身体一つで岩や壁面を登る","5","1179","1","ボルダリング","12522","0","5","5","ボルダリン"
"12464","これ、何と言う？","2","12464","12531","","5","5","1","12523","オーディンが所有する、必殺必中の槍。投げた後、自動的に手元に戻ってくると言われる","5","1180","2","グングニル","12491","0","5","5","グングニル"
"12456","これ、何と言う？","2","12473","12463","","5","5","1","12522","「聖剣」と言えばこれ。と言っていいほど有名な架空の武器。選ばれた者のみ抜くことができる","5","1181","1","エクスカリバー","12459","0","5","5","エクスカリ"
"27700","これ、何？","2","33258","27891","水泳⇒自転車⇒長距離走","6","6","1","36554","3種のスポーツを続けて行う「トライアスロン」、種目の順番の通りに並べると？（漢字で）","6","1182","3","水泳⇒自転車⇒長距離走","36578","0","6","6","水泳自転車"
"12473","これ、何と言う？","2","12522","12503","","5","5","1","12488","ボウリング用語で、概略するとピンとピンの間が離れて残っている状態。倒すのが難しいとされる","5","1183","2","スプリット","12483","0","5","5","スプリット"
"12461","これ、何と言う？","2","12464","12531","","5","5","1","12531","ボウリング用語で最も中央にあるピンのこと。他のピンに守られた「王様」のようにたとえられる","5","1184","3","キングピン","12500","0","5","5","キングピン"
"12479","これ、何と言う？","2","12502","12452","タイブレーク","5","5","1","12463","テニスなどのスポーツで同点のままもつれ込んだ際、決着をつけるために適用される特別なルール","5","1185","2","タイブレーク","12524","0","5","5","タイブレク"
"12356","これ、何と言う？","2","12509","12369","","5","4","1","12515","ゴルフでボールがコース内の池に落ちてしまうことの通称","5","1186","1","いけポチャ","12481","0","5","4","いけポチャ"
"12501","これ、何と言う？","2","12540","12525","","5","5","1","12531","ビリヤードで、球が他の球やクッションなどと隙間なくくっついてしまっている状態","5","1187","3","フローズン","12474","0","5","5","フローズン"
"12480","これ、何と言う？","2","12523","12502","","5","5","1","12462","ゴルフで、基準となる回数より1回多くかかってしまうのは「ボギー」。では2回多いのは？","5","1188","2","ダブルボギー","12508","0","5","5","ダブルボギ"
"12459","これ、何と言う？","2","12503","12483","","5","5","1","12531","ゴルフで、打った球がグリーン上の穴に入ること。通常、より少ない回数でこれを目指す","5","1189","2","カップイン","12452","0","5","5","カップイン"
"12469","これ、何と言う？","2","12489","12531","サンドバッグ","5","5","1","12464","ボクシングなどでパンチのトレーニングに使う、砂の詰まった大きな袋","5","1190","1","サンドバッグ","12496","0","5","5","サンドバグ"
"12501","これ、何と言う？","2","12452","12521","","5","5","1","12464","陸上競技でスタートの際に、動いても良いとされるタイミングよりも先に動いてしまうルール違反","5","1191","1","フライングスタート","12531","0","5","5","フライング"
"12488","これ、何と言う？","2","12523","12454","","5","5","1","12503","フィギュアスケートの技である「ループ」に関連して、これをつま先で踏み切った場合の呼び方","5","1192","3","トウループ","12540","0","5","5","トウループ"
"12473","これ、何と言う？","2","12523","12465","","5","5","1","12531","ボブスレーと同じコースを使って行う2つの競技。1つは「リュージュ」で、もう1つは何？","5","1193","3","スケルトン","12488","0","5","5","スケルトン"
"12522","これ、何と言う？","2","12540","12517","","5","5","1","12517","ボブスレーと同じコースを使って行う2つの競技。1つは「スケルトン」で、もう1つは何？","5","1194","3","リュージュ","12472","0","5","5","リュージュ"
"12499","これ、何と言う？","2","12464","12483","","5","5","1","12522","筋トレメニューのベンチプレス・スクワット・デッドリフト、3つを合わせて通称なんと呼ぶ？","5","1195","3","ビッグスリー","12473","0","5","5","ビッグスリ"
"12464","これ、何と言う？","2","12501","12540","","5","5","1","12540","スノーボードで、左足を前にして滑るのをレギュラースタンスと呼ぶが、その逆は？","5","1196","3","グーフィースタンス","12451","0","5","5","グーフィー"
"12463","これ、何と言う？","1","12452","12524","","5","5","1","12450","斬撃と共に氷の魔法が放たれる、冷気を帯びた魔法剣","5","1197","3","アイスクレイモア","12514","1197","5","5","クレイモア"
"12375","これ、何と言う？","1","12362","12375","","4","4","1","12398","「□□□□□ガントレット」\n「□□□□□守護」これらの装備の名前に共通して入る言葉は？","4","1198","3","ししおうの","12358","1198","4","4","ししおうの"
"12510","これ、略さずに言うと？","2","12531","12471","","5","5","1","12531","とある武器の名前の略","5","1199","2","SMG＝サブマシンガン","12460","0","5","5","マシンガン"
"12469","これ、何と言う？","2","12489","12452","サイドアーム","5","5","1","12512","近年はサバゲーでも浸透した言葉で、メイン武器の他に、ハンドガンなど副装備として持つ武器","5","1200","3","サイドアーム","12450","0","5","5","サイドアム"
"12472","これ、何と言う？","2","12462","12519","","5","5","1","12464","「ランニング」が高負荷の本格的な運動なのに対し、健康のためにゆったり走る運動は何と言う？","5","1201","1","ジョギング","12531","0","5","5","ジョギング"
"12479","これ、何と言う？","2","12480","12503","タップダンス","5","5","1","12473","ダンスのジャンルの一つ。専用の靴を使い、つま先とかかとで床を打ち鳴らしながら踊る","5","1202","1","タップダンス","12531","0","5","5","タプダンス"
"12513","これ、何と言う？","2","12451","12487","","5","5","1","12463","軍隊における「衛生兵」、英語での呼び方は？","5","1203","2","メディック","12483","0","5","5","メディック"
"12402","これ、何と言う？","2","12358","12423","","4","4","1","12358","戦において、敵の城を包囲し、食料が尽きて降参するのを待つ戦法","4","1204","2","ひょうろう攻め","12429","0","4","4","ひょうろう"
"12488","これ、何と言う？","2","12460","12522","トリガーハッピー","5","5","1","12500","ライフルなどを撃っているときに、過度にのめり込んでしまっている精神状態を指す言葉","5","1205","3","トリガーハッピー","12495","0","5","5","トリガハピ"
"12521","これ、何と言う？","2","12490","12531","","5","5","1","12474","ランニングで、ある程度の時間を継続して走っていると一時的に起こる高揚感のこと","5","1206","2","ランナーズ・ハイ","12540","0","5","5","ランナーズ"
"12510","これ、何と言う？","2","12471","12540","","5","5","1","12523","","5","1207","2","東洋の格闘技＝マーシャルアーツ","12515","0","5","5","マーシャル"
"12473","これ、何と言う？","2","12521","12488","","5","5","1","12463","野球のピッチングの精度を競うゲーム。1から9の数字が書かれたパネルを狙って当てる","5","1208","2","ストラックアウト","12483","0","5","5","ストラック"
"12369","これ、何と言う？","2","12364","12373","","4","4","1","12417","柔道の固め技の一つ。お坊さんが身につける、とある衣装から名付けられた","4","1209","2","けさがため","12383","0","4","4","けさがため"
"25499","これ、何と言う？","2","12426","12363","","4","6","1","21476","剣道の練習法。ふた手に分かれて、一方がもう一方に対し、休憩をせずに繰り返しかかっていく","6","1210","3","掛かり稽古","31293","0","6","4","掛かり稽古"
"12463","これ、何と言う？","2","12540","12524","","5","5","1","25731","射撃競技の一つ。高速で空中に射出された皿を、ショットガンで撃ち壊す精度を競う","6","1211","3","クレー射撃","23556","0","6","5","クレー射撃"
"12452","これ、何と言う？","2","12525","12456","イエローカード","5","5","1","12489","サッカーで悪質な反則に対して示される警告。これが2回出ると、さらに重いレッドカードとなる","5","1212","1","イエローカード","12459","0","5","5","イエロカド"
"12501","これ、何と言う？","2","12488","12483","","5","5","1","12523","サッカーから派生したスポーツで、5人対5人形式のサッカー。室内でプレイされることも。","5","1213","1","フットサル","12469","0","5","5","フットサル"
"12379","これ、何と言う？","2","12356","12362","","4","4","1","12370","柔道の花形の技としてよく知られる投げ技。相手を背負うような形で、肩越しに投げる","4","1214","1","せおいなげ","12394","0","4","4","せおいなげ"
"12454","これ、何と言う？","2","12488","12523","","5","5","1","67","最近では「秘密兵器」という意味でも使われるが、元々は体操競技で非常に難しい技を指す言葉","2","1215","3","ウルトラC","12521","0","5","5","ウルトラC"
"12459","これ、何と言う？","2","12497","12479","","5","5","1","12488","かつて使われた攻城兵器。てこの原理を利用して、遠くまで石を射出する","5","1216","2","カタパルト","12523","0","5","5","カタパルト"
"12452","これ、何と言う？","2","12472","12540","","5","5","1","33382","高度な対空射撃設備を搭載した軍艦。神話の中でゼウスが娘に与えた盾の名前が由来","6","1217","2","イージス艦","12473","0","5","5","イージス艦"
"12484","これ、何と言う？","2","12531","12510","ツーマンセル","5","5","1","12523","軍隊や警察において使われる言葉で、「二人一組」のこと","5","1218","3","ツーマンセル","12475","0","5","5","ツマンセル"
"12507","これ、何と言う？","2","12469","12525","","5","5","1","12488","銃で狙いを定めるための「照準器」の種類の一つ。いわゆる「ホログラム」の技術を使っている","5","1219","2","ホロサイト","12452","0","5","5","ホロサイト"
"12469","これ、何と言う？","2","12524","12452","","5","5","1","12469","スパイ映画でもよく見る、銃の発砲音を抑えるために銃口につける装置。「サプレッサー」とも","5","1220","2","サイレンサー","12531","0","5","5","サイレンサ"
"28857","これ、何と言う？","2","12540","12496","","5","6","1","12488","ライフルなどの仕組みで、一度引き金を引くたびに、銃弾が3発ずつ発射されるもの","5","1221","3","3点バースト","12473","0","5","5","点バースト"
"12507","これ、何と言う？","2","12473","12523","","5","5","1","12540","拳銃を収めるために、主に腰に装備するケース。西部劇での決闘シーンなどでもよく目立つ","5","1222","2","ホルスター","12479","0","5","5","ホルスター"
"12495","これ、何と言う？","2","12531","12525","","5","5","1","12358","競馬で、ゴールから一定距離ごとに目印として置かれる棒。赤と白のシマシマ柄をしている","4","1223","3","ハロンぼう","12412","0","4","5","ハロンぼう"
"12473","これ、何と言う？","2","12452","12486","","5","5","1","12540","競馬で、スタミナが多く長距離レースを得意とする馬のこと","5","1224","3","ステイヤー","12516","0","5","5","ステイヤー"
"12486","これ、何と言う？","1","12506","12531","","5","5","1","12488","『ジータ』のユニオンバーストの名前","5","1225","2","テンペストブレード","12473","1225","5","5","テンペスト"
"12501","これ、何と言う？","2","12472","12451","","5","5","1","12463","肉体美を競うコンテスト。よくボディビルと比較されるが、評価の観点や、対象の部位が異なる","5","1226","3","フィジーク","12540","0","5","5","フィジーク"
"12524","これ、何と言う？","2","12522","12473","","5","5","1","12464","「プロレス」の「レス」、何という言葉の略？","5","1227","1","レスリング","12531","0","5","5","レスリング"
"12473","これ、何と言う？","2","12524","12488","","5","5","1","12488","格闘技のパンチの種類の一つ。「ジャブ」と並んで重要となる、最も威力の出やすいもの","5","1228","1","ストレート","12540","0","5","5","ストレート"
