2d3e51c896054567d31daaf59089ab6b9824f4c0f59acf4782016603faf7726b,e4ccdc12665da4be20d44d09682d82f14a9275fcf08f752c3879f095d28a4dcb,564f74ed536af2d233f4a79d2f950c91b60a75ca295a74744e25326de6c47276,a456f26b471628afcdf3938a960f1b55cb9761bfcbff27c0bc63fdeaa3cb1563,d4246b498180fbc40ea3a556c3ea961ecb5505aadccd9e37388b7aec6fbe3fb9,9c9bbef8bdae6922f4b0898286209cee7371abf71b3f75be32137dcf02af8c05,c88684c4a79d6c8a40170bc4d2d58b9190c7cdeddc7d2d8a73b673a3a8e7d3b6,5a20ec5ddb225398bd9f5596de60b83cdddfffc21f17f58240ab62de4d5964ce,3a16ea447be196b1e502628550291b0fb67ef45ee4fed26ae3eec3d585d62f06
"30000","1001","0","0","1004","全難易度合計で30000pt獲得しよう","100402","1","100402"
"50000","1001","0","0","1004","全難易度合計で50000pt獲得しよう","100403","1","100403"
"70000","1001","0","0","1004","全難易度合計で70000pt獲得しよう","100404","1","100404"
"90000","1001","0","1","1004","全難易度合計で90000pt獲得しよう","100405","1","100405"
"105000","1001","0","1","1004","全難易度合計で105000pt獲得しよう","100406","1","100406"
"120000","1001","0","1","1004","全難易度合計で120000pt獲得しよう","100407","1","100407"
"135000","1001","0","1","1004","全難易度合計で135000pt獲得しよう","100408","1","100408"
"0","1002","1","2","1004","難易度NORMAL1で1回戦おう","100409","1","100409"
"0","1003","1","2","1004","難易度NORMAL2で1回戦おう","100410","1","100410"
"0","1004","1","2","1004","難易度NORMAL3で1回戦おう","100411","1","100411"
"10000","1001","1","3","1004","難易度NORMALで10000pt獲得しよう","100412","1","100412"
"20000","1001","1","3","1004","難易度NORMALで20000pt獲得しよう","100413","1","100413"
"30000","1001","1","3","1004","難易度NORMALで30000pt獲得しよう","100414","1","100414"
"0","1002","2","4","1004","難易度HARD1で1回戦おう","100415","1","100415"
"0","1003","2","4","1004","難易度HARD2で1回戦おう","100416","1","100416"
"0","1004","2","4","1004","難易度HARD3で1回戦おう","100417","1","100417"
"15000","1001","2","5","1004","難易度HARDで15000pt獲得しよう","100418","1","100418"
"30000","1001","2","5","1004","難易度HARDで30000pt獲得しよう","100419","1","100419"
"45000","1001","2","5","1004","難易度HARDで45000pt獲得しよう","100420","1","100420"
"0","1002","3","6","1004","難易度EXTRA1で1回戦おう","100421","1","100421"
"0","1003","3","6","1004","難易度EXTRA2で1回戦おう","100422","1","100422"
"0","1004","3","6","1004","難易度EXTRA3で1回戦おう","100423","1","100423"
"20000","1001","3","7","1004","難易度EXTRAで20000pt獲得しよう","100424","1","100424"
"40000","1001","3","7","1004","難易度EXTRAで40000pt獲得しよう","100425","1","100425"
"60000","1001","3","7","1004","難易度EXTRAで60000pt獲得しよう","100426","1","100426"
"10000","1001","0","0","1005","全難易度合計で10000pt獲得しよう","100501","1","100501"
"30000","1001","0","0","1005","全難易度合計で30000pt獲得しよう","100502","1","100502"
"50000","1001","0","0","1005","全難易度合計で50000pt獲得しよう","100503","1","100503"
"70000","1001","0","0","1005","全難易度合計で70000pt獲得しよう","100504","1","100504"
"90000","1001","0","1","1005","全難易度合計で90000pt獲得しよう","100505","1","100505"
"105000","1001","0","1","1005","全難易度合計で105000pt獲得しよう","100506","1","100506"
"120000","1001","0","1","1005","全難易度合計で120000pt獲得しよう","100507","1","100507"
"135000","1001","0","1","1005","全難易度合計で135000pt獲得しよう","100508","1","100508"
"0","1002","1","2","1005","難易度NORMAL1で1回戦おう","100509","1","100509"
"0","1003","1","2","1005","難易度NORMAL2で1回戦おう","100510","1","100510"
"0","1004","1","2","1005","難易度NORMAL3で1回戦おう","100511","1","100511"
"10000","1001","1","3","1005","難易度NORMALで10000pt獲得しよう","100512","1","100512"
"20000","1001","1","3","1005","難易度NORMALで20000pt獲得しよう","100513","1","100513"
"30000","1001","1","3","1005","難易度NORMALで30000pt獲得しよう","100514","1","100514"
"0","1002","2","4","1005","難易度HARD1で1回戦おう","100515","1","100515"
"0","1003","2","4","1005","難易度HARD2で1回戦おう","100516","1","100516"
"0","1004","2","4","1005","難易度HARD3で1回戦おう","100517","1","100517"
"15000","1001","2","5","1005","難易度HARDで15000pt獲得しよう","100518","1","100518"
"30000","1001","2","5","1005","難易度HARDで30000pt獲得しよう","100519","1","100519"
"45000","1001","2","5","1005","難易度HARDで45000pt獲得しよう","100520","1","100520"
"0","1002","3","6","1005","難易度EXTRA1で1回戦おう","100521","1","100521"
"0","1003","3","6","1005","難易度EXTRA2で1回戦おう","100522","1","100522"
"0","1004","3","6","1005","難易度EXTRA3で1回戦おう","100523","1","100523"
"20000","1001","3","7","1005","難易度EXTRAで20000pt獲得しよう","100524","1","100524"
"40000","1001","3","7","1005","難易度EXTRAで40000pt獲得しよう","100525","1","100525"
"60000","1001","3","7","1005","難易度EXTRAで60000pt獲得しよう","100526","1","100526"
"10000","1001","0","0","1006","全難易度合計で10000pt獲得しよう","100601","1","100601"
"30000","1001","0","0","1006","全難易度合計で30000pt獲得しよう","100602","1","100602"
"50000","1001","0","0","1006","全難易度合計で50000pt獲得しよう","100603","1","100603"
"70000","1001","0","0","1006","全難易度合計で70000pt獲得しよう","100604","1","100604"
"90000","1001","0","1","1006","全難易度合計で90000pt獲得しよう","100605","1","100605"
"105000","1001","0","1","1006","全難易度合計で105000pt獲得しよう","100606","1","100606"
"120000","1001","0","1","1006","全難易度合計で120000pt獲得しよう","100607","1","100607"
"135000","1001","0","1","1006","全難易度合計で135000pt獲得しよう","100608","1","100608"
"0","1002","1","2","1006","難易度NORMAL1で1回戦おう","100609","1","100609"
"0","1003","1","2","1006","難易度NORMAL2で1回戦おう","100610","1","100610"
"0","1004","1","2","1006","難易度NORMAL3で1回戦おう","100611","1","100611"
"10000","1001","1","3","1006","難易度NORMALで10000pt獲得しよう","100612","1","100612"
"20000","1001","1","3","1006","難易度NORMALで20000pt獲得しよう","100613","1","100613"
"30000","1001","1","3","1006","難易度NORMALで30000pt獲得しよう","100614","1","100614"
"0","1002","2","4","1006","難易度HARD1で1回戦おう","100615","1","100615"
"0","1003","2","4","1006","難易度HARD2で1回戦おう","100616","1","100616"
"0","1004","2","4","1006","難易度HARD3で1回戦おう","100617","1","100617"
"15000","1001","2","5","1006","難易度HARDで15000pt獲得しよう","100618","1","100618"
"30000","1001","2","5","1006","難易度HARDで30000pt獲得しよう","100619","1","100619"
"45000","1001","2","5","1006","難易度HARDで45000pt獲得しよう","100620","1","100620"
"0","1002","3","6","1006","難易度EXTRA1で1回戦おう","100621","1","100621"
"0","1003","3","6","1006","難易度EXTRA2で1回戦おう","100622","1","100622"
"0","1004","3","6","1006","難易度EXTRA3で1回戦おう","100623","1","100623"
"20000","1001","3","7","1006","難易度EXTRAで20000pt獲得しよう","100624","1","100624"
"40000","1001","3","7","1006","難易度EXTRAで40000pt獲得しよう","100625","1","100625"
"60000","1001","3","7","1006","難易度EXTRAで60000pt獲得しよう","100626","1","100626"
"10000","1001","0","0","1007","全難易度合計で10000pt獲得しよう","100701","1","100701"
"30000","1001","0","0","1007","全難易度合計で30000pt獲得しよう","100702","1","100702"
"50000","1001","0","0","1007","全難易度合計で50000pt獲得しよう","100703","1","100703"
"70000","1001","0","0","1007","全難易度合計で70000pt獲得しよう","100704","1","100704"
"90000","1001","0","1","1007","全難易度合計で90000pt獲得しよう","100705","1","100705"
"105000","1001","0","1","1007","全難易度合計で105000pt獲得しよう","100706","1","100706"
"120000","1001","0","1","1007","全難易度合計で120000pt獲得しよう","100707","1","100707"
"135000","1001","0","1","1007","全難易度合計で135000pt獲得しよう","100708","1","100708"
"0","1002","1","2","1007","難易度NORMAL1で1回戦おう","100709","1","100709"
"0","1003","1","2","1007","難易度NORMAL2で1回戦おう","100710","1","100710"
"0","1004","1","2","1007","難易度NORMAL3で1回戦おう","100711","1","100711"
"10000","1001","1","3","1007","難易度NORMALで10000pt獲得しよう","100712","1","100712"
"20000","1001","1","3","1007","難易度NORMALで20000pt獲得しよう","100713","1","100713"
"30000","1001","1","3","1007","難易度NORMALで30000pt獲得しよう","100714","1","100714"
"0","1002","2","4","1007","難易度HARD1で1回戦おう","100715","1","100715"
"0","1003","2","4","1007","難易度HARD2で1回戦おう","100716","1","100716"
"0","1004","2","4","1007","難易度HARD3で1回戦おう","100717","1","100717"
"15000","1001","2","5","1007","難易度HARDで15000pt獲得しよう","100718","1","100718"
"30000","1001","2","5","1007","難易度HARDで30000pt獲得しよう","100719","1","100719"
"45000","1001","2","5","1007","難易度HARDで45000pt獲得しよう","100720","1","100720"
"0","1002","3","6","1007","難易度EXTRA1で1回戦おう","100721","1","100721"
"0","1003","3","6","1007","難易度EXTRA2で1回戦おう","100722","1","100722"
"0","1004","3","6","1007","難易度EXTRA3で1回戦おう","100723","1","100723"
"20000","1001","3","7","1007","難易度EXTRAで20000pt獲得しよう","100724","1","100724"
"40000","1001","3","7","1007","難易度EXTRAで40000pt獲得しよう","100725","1","100725"
"60000","1001","3","7","1007","難易度EXTRAで60000pt獲得しよう","100726","1","100726"
"10000","1001","0","0","1008","全難易度合計で10000pt獲得しよう","100801","1","100801"
"30000","1001","0","0","1008","全難易度合計で30000pt獲得しよう","100802","1","100802"
"50000","1001","0","0","1008","全難易度合計で50000pt獲得しよう","100803","1","100803"
"70000","1001","0","0","1008","全難易度合計で70000pt獲得しよう","100804","1","100804"
"90000","1001","0","1","1008","全難易度合計で90000pt獲得しよう","100805","1","100805"
"105000","1001","0","1","1008","全難易度合計で105000pt獲得しよう","100806","1","100806"
"120000","1001","0","1","1008","全難易度合計で120000pt獲得しよう","100807","1","100807"
"135000","1001","0","1","1008","全難易度合計で135000pt獲得しよう","100808","1","100808"
"0","1002","1","2","1008","難易度NORMAL1で1回戦おう","100809","1","100809"
"0","1003","1","2","1008","難易度NORMAL2で1回戦おう","100810","1","100810"
"0","1004","1","2","1008","難易度NORMAL3で1回戦おう","100811","1","100811"
"10000","1001","1","3","1008","難易度NORMALで10000pt獲得しよう","100812","1","100812"
"20000","1001","1","3","1008","難易度NORMALで20000pt獲得しよう","100813","1","100813"
"30000","1001","1","3","1008","難易度NORMALで30000pt獲得しよう","100814","1","100814"
"0","1002","2","4","1008","難易度HARD1で1回戦おう","100815","1","100815"
"0","1003","2","4","1008","難易度HARD2で1回戦おう","100816","1","100816"
"0","1004","2","4","1008","難易度HARD3で1回戦おう","100817","1","100817"
"15000","1001","2","5","1008","難易度HARDで15000pt獲得しよう","100818","1","100818"
"30000","1001","2","5","1008","難易度HARDで30000pt獲得しよう","100819","1","100819"
"45000","1001","2","5","1008","難易度HARDで45000pt獲得しよう","100820","1","100820"
"0","1002","3","6","1008","難易度EXTRA1で1回戦おう","100821","1","100821"
"0","1003","3","6","1008","難易度EXTRA2で1回戦おう","100822","1","100822"
"0","1004","3","6","1008","難易度EXTRA3で1回戦おう","100823","1","100823"
"20000","1001","3","7","1008","難易度EXTRAで20000pt獲得しよう","100824","1","100824"
"40000","1001","3","7","1008","難易度EXTRAで40000pt獲得しよう","100825","1","100825"
"60000","1001","3","7","1008","難易度EXTRAで60000pt獲得しよう","100826","1","100826"
"10000","1001","0","0","1009","全難易度合計で10000pt獲得しよう","100901","1","100901"
"30000","1001","0","0","1009","全難易度合計で30000pt獲得しよう","100902","1","100902"
"50000","1001","0","0","1009","全難易度合計で50000pt獲得しよう","100903","1","100903"
"70000","1001","0","0","1009","全難易度合計で70000pt獲得しよう","100904","1","100904"
"90000","1001","0","1","1009","全難易度合計で90000pt獲得しよう","100905","1","100905"
"105000","1001","0","1","1009","全難易度合計で105000pt獲得しよう","100906","1","100906"
"120000","1001","0","1","1009","全難易度合計で120000pt獲得しよう","100907","1","100907"
"135000","1001","0","1","1009","全難易度合計で135000pt獲得しよう","100908","1","100908"
"0","1002","1","2","1009","難易度NORMAL1で1回戦おう","100909","1","100909"
"0","1003","1","2","1009","難易度NORMAL2で1回戦おう","100910","1","100910"
"0","1004","1","2","1009","難易度NORMAL3で1回戦おう","100911","1","100911"
"10000","1001","1","3","1009","難易度NORMALで10000pt獲得しよう","100912","1","100912"
"20000","1001","1","3","1009","難易度NORMALで20000pt獲得しよう","100913","1","100913"
"30000","1001","1","3","1009","難易度NORMALで30000pt獲得しよう","100914","1","100914"
"0","1002","2","4","1009","難易度HARD1で1回戦おう","100915","1","100915"
"0","1003","2","4","1009","難易度HARD2で1回戦おう","100916","1","100916"
"0","1004","2","4","1009","難易度HARD3で1回戦おう","100917","1","100917"
"15000","1001","2","5","1009","難易度HARDで15000pt獲得しよう","100918","1","100918"
"30000","1001","2","5","1009","難易度HARDで30000pt獲得しよう","100919","1","100919"
"45000","1001","2","5","1009","難易度HARDで45000pt獲得しよう","100920","1","100920"
"0","1002","3","6","1009","難易度EXTRA1で1回戦おう","100921","1","100921"
"0","1003","3","6","1009","難易度EXTRA2で1回戦おう","100922","1","100922"
"0","1004","3","6","1009","難易度EXTRA3で1回戦おう","100923","1","100923"
"20000","1001","3","7","1009","難易度EXTRAで20000pt獲得しよう","100924","1","100924"
"40000","1001","3","7","1009","難易度EXTRAで40000pt獲得しよう","100925","1","100925"
"60000","1001","3","7","1009","難易度EXTRAで60000pt獲得しよう","100926","1","100926"
